Id;Letter Grade;Name;School Type;Street;City;State;Zip;Phone;Email;Mon;Tue;Wed;Thu;Fri;Website;Twitter;Facebook;District Name;Principal;License Type;License Number;Transportation;Before Care;After Care;CCAP;Star Rating;Grades Available;Enrollment;Capacity;Academic Offerings;Music Art;Opportunities & Clubs;Sports
VBN001;;All About Kids Preschool and Dev. Center;Licensed Center;700 Reigel Street;Lake Charles;LA;70607;337-562-1200;falicia7@aol.com;7:00am to 7:30pm;7:00am to 7:30pm;7:00am to 7:30pm;7:00am to 7:30pm;7:00am to 7:30pm;;;;Calcasieu Parish;Ms. Falcia Coleman;III;8731;YES;;Yes;YES;4;Infant (Under 1), Toddler (ages 1-2), PK (ages 3-4);;74;;;;
VBZ001;;Barney & Baby Bop;Licensed Center;520 Martin Luther King Avenue;Patterson;LA;70392;985-992-3170;Butterfliesinc@bellsouth.net;6:30am to 5:30pm;6:30am to 5:30pm;6:30am to 5:30pm;6:30am to 5:30pm;6:30am to 5:30pm;;;;St. Mary Parish;Mrs. Georgia W Ford;III;50143;No;Yes;Yes;YES;2;Infant (Under 1), Toddler (ages 1-2), PK (ages 3-4);;27;;;;
VEK001;;Hersey D. Wilson Head Start;Early Head Start/Head Start;4055 St. Vincent Ave.;Shreveport;LA;71108;318-868-6360;hwm@ccaa-shreveport.net;7:30am to 4:00pm;7:30am to 4:00pm;7:30am to 4:00pm;7:30am to 4:00pm;7:30am to 4:00pm;;;;Caddo Parish;Mrs. Carmella J Lafitte;III;1549;YES;;;;4;Toddler (ages 1-2), PK (ages 3-4);;122;;;;
VQ9001;;Kids Only III of Lafayette;Licensed Center;224 Julian Circle;Lafayette;LA;70507;337-234-2273;kidsonlypreschool@gmail.com;6:30am to 5:45pm;6:30am to 5:45pm;6:30am to 5:45pm;6:30am to 5:45pm;6:30am to 5:45pm;;;;Lafayette Parish;Ms. Heather Broussard;III;10841;No;Yes;Yes;YES;3;Infant (Under 1), Toddler (ages 1-2), PK (ages 3-4);;54;;;;
KWO001;;Watson Memorial Child Development Center;Licensed Center;4422 Saint Charles Avenue;New Orleans;LA;70115;504-899-4400;wmcdc2@gmail.com;7:30am to 5:30pm;7:30am to 5:30pm;7:30am to 5:30pm;7:30am to 5:30pm;7:30am to 5:30pm;;;;Orleans Parish;Ms. Thiffani Watson;III;14943;No;;Yes;YES;3;Infant (Under 1), Toddler (ages 1-2), PK (ages 3-4);;46;;;;
KYW001;;Precious Beginnings Academy;Licensed Center;3908 South MacArthur Drive;Alexandria;LA;71301;318-767-8485;Deeandtea@yahoo.com;5:30 am to 5:30 pm;5:30 am to 5:30 pm;5:30 am to 5:30 pm;5:30 am to 5:30 pm;5:30 am to 5:30 pm;;;;Rapides Parish;Ms. Linda Anderson;III;14297;No;Yes;Yes;YES;3;Infant (Under 1), Toddler (ages 1-2), PK (ages 3-4);;63;;;;
VBL001;;A Lil Ones Learning Center;Licensed Center;29525 Walker South Road;Walker;LA;70785;225-667-0775;terigomez@cox.net;6:30am to 6:00pm;6:30am to 6:00pm;6:30am to 6:00pm;6:30am to 6:00pm;6:30am to 6:00pm;;;;Livingston Parish;Ms. Jennifer Viada;III;4598;YES;Yes;Yes;YES;3;Infant (Under 1), Toddler (ages 1-2), PK (ages 3-4);;90;;;;
YBI001;;Little Ivy Prep;Licensed Center;2224 Barataria Blvd;Marrero;LA;70072;504-435-1080;info@littleivyprep.com;6:00 am to 6:00 pm;6:00 am to 6:00 pm;6:00 am to 6:00 pm;6:00 am to 6:00 pm;6:00 am to 6:00 pm;;;;Jefferson Parish;Ms. Taisha Payne;III;51313;YES;Yes;Yes;YES;2;Infant (Under 1), Toddler (ages 1-2), PK (ages 3-4);;48;;;;
VBW001;;ARC of CB Early Headstart;Early Head Start/Head Start;351 Jordan St;Shreveport;LA;71101;318-000-0000;ldavis@thearccaddobossier.org;;;;;;;;;Caddo Parish;LaShanda Davis;III;1279;No;;;;4;Infant (Under 1), Toddler (ages 1-2), PK (ages 3-4);;;;;;
VC1001;;The Gingerbread House;Licensed Center;1011 MLK Jr Drive;Farmerville;LA;71241;318-368-1978;gingerbhouse1978@att.net;7:00am to 5:00pm;7:00am to 5:00pm;7:00am to 5:00pm;7:00am to 5:00pm;7:00am to 5:00pm;;;;Union Parish;Mrs. Brandy N Ellison;III;51380;No;;Yes;YES;2;Infant (Under 1), Toddler (ages 1-2), PK (ages 3-4);;15;;;;
VEO001;;Hooter Park Head Start;Early Head Start/Head Start;1519 Hooter Park Drive;Bossier City;LA;71112;318-752-2171;spaysinger@bocs.org;8:00am to 4:00pm;8:00am to 4:00pm;8:00am to 4:00pm;8:00am to 4:00pm;8:00am to 4:00pm;;;;Bossier Parish;Mrs. Debra Hamilton;III;788;YES;;;;3;Toddler (ages 1-2), PK (ages 3-4);;289;;;;
VW2001;;Prize Possessions;Licensed Center;111 Park Street;Sulphur;LA;70663;337-527-6527;prizepossessions.heather@gmail.com;6:00am to 6:00pm;6:00am to 6:00pm;6:00am to 6:00pm;6:00am to 6:00pm;6:00am to 6:00pm;;;;Calcasieu Parish;Ms. Casey N Marshall;III;51282;No;Yes;Yes;YES;3;Infant (Under 1), Toddler (ages 1-2), PK (ages 3-4);;62;;;;
KWR001;;Winn's Discovery Center;Licensed Center;2367 Prentiss Ave;New Orleans;LA;70122;504-283-3101;winnsdiscovery23@gmail.com;6:30am to 5:30pm;6:30am to 5:30pm;6:30am to 5:30pm;6:30am to 5:30pm;6:30am to 5:30pm;;;;Orleans Parish;Ms. Jessica Irving;III;15761;No;Yes;Yes;YES;4;Infant (Under 1), Toddler (ages 1-2), PK (ages 3-4);;68;;;;
KZG001;;Unlimited Anointing;Licensed Center;1903 Military Highway;Pineville;LA;71360;318-448-5300;unlimatedanointing@yahoo.com;5:30am to 9:00pm;5:30am to 9:00pm;5:30am to 9:00pm;5:30am to 9:00pm;5:30am to 9:00pm;;;;Rapides Parish;Ms. Darla j Chelette;III;16174;YES;Yes;Yes;YES;3;Infant (Under 1), Toddler (ages 1-2), PK (ages 3-4);;61;;;;
VDI001;;The Early Learning Center;Licensed Center;930 North Blvd.;Baton Rouge;LA;70802;225-387-4229;elc@firstmethodist.org;7:30am to 5:30pm;7:30am to 5:30pm;7:30am to 5:30pm;7:30am to 5:30pm;7:30am to 5:30pm;;;;East Baton Rouge Parish;Mrs. Pamela Brignac;III;162;No;;Yes;;;Infant (Under 1), Toddler (ages 1-2), PK (ages 3-4);;223;;;;
YBP001;;Greater Starlight Baptist Church Kiddie Kollege;Licensed Center;521 West 28th Avenue;Covington;LA;70433;985-892-4468;marilprk@aol.com;6:30 am to 6:00 pm;6:30 am to 6:00 pm;6:30 am to 6:00 pm;6:30 am to 6:00 pm;6:30 am to 6:00 pm;;;;St. Tammany Parish;Ms. Patricia W Rheams;III;4855;No;Yes;Yes;YES;;Infant (Under 1), Toddler (ages 1-2), PK (ages 3-4);;75;;;;
VCC001;;Benjamin's Infant and Preschool Center;Licensed Center;1124 Garfield Street;Westlake;LA;70669;337-475-7677;benjamin3215@att.net;4:30am to 7:00pm;4:30am to 7:00pm;4:30am to 7:00pm;4:30am to 7:00pm;4:30am to 7:00pm;;;;Calcasieu Parish;Ms. Marian Benjamin;III;50883;No;Yes;Yes;YES;2;Infant (Under 1), Toddler (ages 1-2), PK (ages 3-4);;87;;;;
VC5001;;Honey Bears Head Start;Early Head Start/Head Start;1112 Main Street;Gueydan;LA;70542;337-536-6558;gueydanheadstart@bellsouth.net;7:45am to 3:45pm;7:45am to 3:45pm;7:45am to 3:45pm;7:45am to 3:45pm;7:45am to 3:45pm;;;;Vermilion Parish;Ms. Maxine Perrin;III;8695;YES;;;;4;Toddler (ages 1-2), PK (ages 3-4);;20;;;;
VFM001;;KinderCare;Licensed Center;4630 Nelson Rd;Lake Charles;LA;70605;337-478-8086;300375@klcorp.com;6:30am to 6:00pm;6:30am to 6:00pm;6:30am to 6:00pm;6:30am to 6:00pm;6:30am to 6:00pm;;;;Calcasieu Parish;Ms. Adrienne Saucier;III;230;No;Yes;Yes;YES;3;Infant (Under 1), Toddler (ages 1-2), PK (ages 3-4);;100;;;;
VZ2001;;St. Anne's Child Care Center;Licensed Center;202 E. Thompson St.;New Iberia;LA;70560;337-367-2770;stanneschildcare@bellsouth.net;6:45am to 5:30pm;6:45am to 5:30pm;6:45am to 5:30pm;6:45am to 5:30pm;6:45am to 5:30pm;;;;Iberia Parish;Ms. Crystal Gautreau;III;10362;No;Yes;Yes;YES;3;Infant (Under 1), Toddler (ages 1-2), PK (ages 3-4);;123;;;;
KX9001;;Building Blocks Learning Center of Sulphur;Licensed Center;5255 Highway 27 South;Sulphur;LA;70665;337-583-8687;speveto1@yahoo.com;6:30am to 6:00pm;6:30am to 6:00pm;6:30am to 6:00pm;6:30am to 6:00pm;6:30am to 6:00pm;;;;Calcasieu Parish;Mrs. Pamela R OBlanc;III;50866;No;Yes;Yes;YES;2;Infant (Under 1), Toddler (ages 1-2), PK (ages 3-4);;91;;;;
KZW001;;Kerris Early Education and  Development;Licensed Center;2001 Charles Drive;Chalmette;LA;70043;504-304-3821;beverly@kee.nocoxmail.com;6:30am to 6:00pm;6:30am to 6:00pm;6:30am to 6:00pm;6:30am to 6:00pm;6:30am to 6:00pm;;;;St. Bernard Parish;Ms. Kerri B Lambert;II;14982;No;Yes;Yes;YES;;Infant (Under 1), Toddler (ages 1-2), PK (ages 3-4);;49;;;;
VDP001;;Eddie D. Jones Head Start Center;Early Head Start/Head Start;1729 Ford Street;Shreveport;LA;71101;318-222-1559;gbradley@ccaa-shreveport.net;7:30am to 4:00pm;7:30am to 4:00pm;7:30am to 4:00pm;7:30am to 4:00pm;7:30am to 4:00pm;;;;Caddo Parish;Mrs. Betty Jackson;III;8236;YES;;;;4;Toddler (ages 1-2), PK (ages 3-4);;114;;;;
YBS001;;CDI Willow Street Head Start/EHS Center;Early Head Start/Head Start;1501 E Willow St.;Lafayette;LA;70501;662-397-2866;jford@cditeam.org;7:30am to 4:00pm;7:30am to 4:00pm;7:30am to 4:00pm;7:30am to 4:00pm;7:30am to 4:00pm;;;;Lafayette Parish;Jessie Williams;III;51556;YES;;;;4;Infant (Under 1), Toddler (ages 1-2), PK (ages 3-4);;253;;;;
VCI001;;Building Blocks of DeRidder, LLC;Licensed Center;500 West 8th Street;DeRidder;LA;70634;337-463-2205;denabug109@aol.com;6:00am to 6:00pm;6:00am to 6:00pm;6:00am to 6:00pm;6:00am to 6:00pm;6:00am to 6:00pm;http://www.beau.k12.la.us/252464_2;;;Beauregard Parish;Teresa D Waid;III;51368;No;Yes;Yes;YES;2;Infant (Under 1), Toddler (ages 1-2), PK (ages 3-4);;123;;;;
VC6001;;Little Einsteins Head Start;Early Head Start/Head Start;2924 Deussard Road;Erath;LA;70533;337-937-8882;ads5672@yahoo.com;7:45am to 3:45pm;7:45am to 3:45pm;7:45am to 3:45pm;7:45am to 3:45pm;7:45am to 3:45pm;;;;Vermilion Parish;Ms. Alicia Shaw;III;14564;YES;;;;4;Toddler (ages 1-2), PK (ages 3-4);;78;;;;
VFP001;;Lads and Lassies Academy;Licensed Center;13833 Perkins Road;Baton Rouge;LA;70810;225-752-0531;dbvid@aol.com;6:00am to 6:00pm;6:00am to 6:00pm;6:00am to 6:00pm;6:00am to 6:00pm;6:00am to 6:00pm;;;;East Baton Rouge Parish;Mrs. Debbie Vidrine;III;632;No;Yes;Yes;YES;2;Infant (Under 1), Toddler (ages 1-2), PK (ages 3-4);;57;;;;
W1D001;;JCFA Lafayette;Public charter school;1501 Ambassador Caffery Parkway;Lafayette;LA;70506;337-703-4448;;;;;;;http://ww.jcfa.co;http://www.twitter.com/JCFA_Lafayette;;JCFA Lafayette;Millie M Harris;;;;;;;;Grade 9, Grade 10, Grade 11, Grade 12;64;;Jump Start Pathways (career focused) Details;;Clubs, Literature and the Humanities, STEM, Adult Mentoring, Career Focus;
KXR001;;Small World Infant and Child Development Center;Licensed Center;6446 Cypress St.;West Monroe;LA;71291;318-396-5440;smallworldonline@live.com;7:00am to 6:00pm;7:00am to 6:00pm;7:00am to 6:00pm;7:00am to 6:00pm;7:00am to 6:00pm;;;;Ouachita Parish;Mrs. Sharon P Disotell;III;8412;YES;;Yes;YES;3;Infant (Under 1), Toddler (ages 1-2), PK (ages 3-4);;179;;;;
KZX001;;Kids Kampus Learning Center;Licensed Center;117 E. Genie St.;Chalmette;LA;70043;504-271-9294;MSKAY@KIDSKAMPUS.NET;6:00am to 6:00pm;6:00am to 6:00pm;6:00am to 6:00pm;6:00am to 6:00pm;6:00am to 6:00pm;;;;St. Bernard Parish;Mr. Kevin Potter Jr;III;1999;No;Yes;Yes;YES;2;Infant (Under 1), Toddler (ages 1-2), PK (ages 3-4);;98;;;;
VDQ001;;Excellent Daycare & Nursery Inc;Licensed Center;3003 Gayton Street;Monroe;LA;71201;318-362-1212;gloriatatum123@yahoo.com;6:30am to 8:30pm;6:30am to 8:30pm;6:30am to 8:30pm;6:30am to 8:30pm;6:30am to 8:30pm;;;;Ouachita Parish;Mrs. Gloria Tatum;III;9031;YES;Yes;Yes;YES;2;Infant (Under 1), Toddler (ages 1-2), PK (ages 3-4);;55;;;;
YBV001;;CDI - George Washington Carver HS;Early Head Start/Head Start;109 Carver Street;Breaux Bridge;LA;70517;337-442-6593;SMINIX@LISMHS.ORG;7:30am to 4:00pm;7:30am to 4:00pm;7:30am to 4:00pm;7:30am to 4:00pm;7:30am to 4:00pm;;;;St. Martin Parish;Ms. SASHA MINIX;III;51116;YES;;;;3;Toddler (ages 1-2), PK (ages 3-4);;142;;;;
VCM001;;Cathy's Daycare Center, Inc;Licensed Center;1601 E Admiral Doyle Dr;New Iberia;LA;70560;337-364-0692;cathysdcc1@brcoxmail.com;6:30am to 5:30pm;6:30am to 5:30pm;6:30am to 5:30pm;6:30am to 5:30pm;6:30am to 5:30pm;;;;Iberia Parish;Ms. Catherine Joseph;III;65;No;Yes;Yes;YES;3;Infant (Under 1), Toddler (ages 1-2), PK (ages 3-4);;154;;;;
VC7001;;Mommy's Helping Hand;Licensed Center;108 South Lyman;Abbeville;LA;70510;337-385-2931;bernadettedaycare@yahoo.com;6:00am to 7:00pm;6:00am to 7:00pm;6:00am to 7:00pm;6:00am to 7:00pm;6:00am to 7:00pm;;;;Vermilion Parish;Ms. Bernadette Broussard;III;14945;No;Yes;Yes;YES;3;Infant (Under 1), Toddler (ages 1-2), PK (ages 3-4);;64;;;;
VG2001;;A Lil Ones Learning Center;Licensed Center;13943 Perkins Road;Baton Rouge;LA;70810;225-756-1313;lydiagmouton@gmail.com;6:30am to 6:00pm;6:30am to 6:00pm;6:30am to 6:00pm;6:30am to 6:00pm;6:30am to 6:00pm;;;;East Baton Rouge Parish;Ms. Lydia G Mouton;III;13490;YES;Yes;Yes;YES;3;Infant (Under 1), Toddler (ages 1-2), PK (ages 3-4);;107;;;;
W4B001;C;Lake Charles College Prep;Public charter school;2750 Power Center Pkwy;Lake Charles;LA;70607;337-802-0246;;;;;;;http://www.lccp.us;;;Lake Charles College Prep;Jennifer Zeringue;;;;;;;;Grade 9, Grade 10, Grade 11, Grade 12;453;;Dual enrollment (college credit) Details, Foreign Language Details, Jump Start Pathways (career focused) Details;Band Details, Music, Theatre, Art;Athletics, Clubs, Drama, Theater and Dance, Music, Visual Arts, STEM, Peer Tutoring or Mentoring, Adult Mentoring, Business Interest, National or Statewide Leadership Associations, Honor Society, School Community Organizations, Speech and Debate;Volleyball, Cross-Country, Swimming, Football, Wrestling, Indoor Track and Field, Soccer, Basketball, Softball, Outdoor Track and Field, Baseball, Spirit
KXS001;;Stepping Stone Childcare Center;Licensed Center;109 Crestwood Drive;Monroe;LA;71202;318-325-9690;STONES_STEPPING@YAHOO.COM;7:00 am to 7:00pm;7:00 am to 7:00pm;7:00 am to 7:00pm;7:00 am to 7:00pm;7:00 am to 7:00pm;;;;Ouachita Parish;Ms. LARIA GOODIN;III;14238;No;;Yes;YES;2;Infant (Under 1), Toddler (ages 1-2), PK (ages 3-4);;17;;;;
L16005;;Diana Head Start Center;Early Head Start/Head Start;2144 Pace Boulevard;New Orleans;LA;70114;504-325-5800;vpayne@tca-nola.org;7:00am to 5:00pm;7:00am to 5:00pm;7:00am to 5:00pm;7:00am to 5:00pm;7:00am to 5:00pm;;;;Orleans Parish;Ms. Velma A Payne;III;3836;No;;Yes;;3;Toddler (ages 1-2), PK (ages 3-4);;73;;;;
VDY001;;From Cradles to Classrooms;Licensed Center;57951 Barrow St.;Plaquemine;LA;70764;225-687-9250;cradlesinc1994@gmail.com;6:00am to 5:30pm;6:00am to 5:30pm;6:00am to 5:30pm;6:00am to 5:30pm;6:00am to 5:30pm;;;;Iberville Parish;Mr. Raymond Smith Jr;III;4297;No;Yes;Yes;YES;2;Infant (Under 1), Toddler (ages 1-2), PK (ages 3-4);;42;;;;
YCF001;;CDI - Breaux Bridge Early Head Start;Early Head Start/Head Start;1201 Grand Pointe Hwy;Breaux Bridge;LA;70517;337-454-6331;SMINIX@LISMHS.ORG;7:30 am to 4:00 pm;7:30 am to 4:00 pm;7:30 am to 4:00 pm;7:30 am to 4:00 pm;7:30 am to 4:00 pm;;;;St. Martin Parish;Ms. SASHA MINIX;III;51131;No;;;;4;Infant (Under 1), Toddler (ages 1-2), PK (ages 3-4);;27;;;;
VDK001;;EBRP Children's World Early Head Start;Early Head Start/Head Start;7200 Maplewood Drive;Baton Rouge;LA;70812;225-355-9776;jrthompson@brla.gov;7:30am to 4:30pm;7:30am to 4:30pm;7:30am to 4:30pm;7:30am to 4:30pm;7:30am to 4:30pm;;;;East Baton Rouge Parish;Ms. Rhonda Davis;III;14938;No;;Yes;;3;Infant (Under 1), Toddler (ages 1-2), PK (ages 3-4);;61;;;;
VGH001;;In Loving Arms Scholars Academy;Licensed Center;6012 N. Foster;Baton Rouge;LA;70805;225-358-0785;inlovingarmsscholars2@gmail.com;6:30am to 5:00pm;6:30am to 5:00pm;6:30am to 5:00pm;6:30am to 5:00pm;6:30am to 5:00pm;;;;East Baton Rouge Parish;Ms. Sheketha Brumfield;III;51279;No;Yes;Yes;YES;3;Infant (Under 1), Toddler (ages 1-2), PK (ages 3-4);;114;;;;
W5B001;D;Northeast Claiborne Charter;Public charter school;100 West Holly;Junction City;LA;71749;870-924-0101;;;;;;;http://junctioncity.k12.ar.us/;;https://www.facebook.com/JunctionCityPublicSchools/;Northeast Claiborne Charter;Stacie M Cary;;;;;;;;Kindergarten, Grade 1, Grade 2, Grade 3, Grade 4, Grade 5, Grade 6, Grade 7, Grade 8, Grade 9, Grade 10, Grade 11, Grade 12;181;;Advanced Placement Details, Foreign Language Details, Jump Start Pathways (career focused) Details;Band Details, Music, Art;Athletics, Clubs, Literature and the Humanities, STEM, Business Interest, National or Statewide Leadership Associations, Honor Society, School Community Organizations, Career Focus;Cross-Country, Football, Basketball, Powerlifting, Softball, Golf, Outdoor Track and Field, Baseball, Spirit
KY8001;;Henning Memorial United Methodist Childcare Center;Licensed Center;404 South Huntington St.;Sulphur;LA;70663;337-527-3838;daycare@hmumc.com;7:00am to 5:30pm;7:00am to 5:30pm;7:00am to 5:30pm;7:00am to 5:30pm;7:00am to 5:30pm;;;;Calcasieu Parish;Ms. Lois D Welch;III;901;YES;;Yes;YES;3;Infant (Under 1), Toddler (ages 1-2), PK (ages 3-4);;90;;;;
L16014;;Magic Street Head Start/Early Head Start;Early Head Start/Head Start;2101 Lafitte Street;New Orleans;LA;70112;504-577-2142;yalexander@tca-nola.org;7:00am to 5:00pm;7:00am to 5:00pm;7:00am to 5:00pm;7:00am to 5:00pm;7:00am to 5:00pm;;;;Orleans Parish;Ms. Yvonne T Alexander;III;16254;No;;Yes;;3;Infant (Under 1), Toddler (ages 1-2), PK (ages 3-4);;85;;;;
VDZ001;;Future Generations Inc.;Licensed Center;3470 Martin Dr;Marrero;LA;70072;504-340-9870;debnjeff06@bellsouth.net;6:30am to 6:00pm;6:30am to 6:00pm;6:30am to 6:00pm;6:30am to 6:00pm;6:30am to 6:00pm;;;;Jefferson Parish;Mrs. Deborah D Cancienne;II;12966;No;Yes;Yes;;;Infant (Under 1), Toddler (ages 1-2), PK (ages 3-4);;153;;;;
YCK001;;ABC Children's Learning Academy #2;Early Head Start/Head Start;1804 Dallas Dr.;Baton Rouge;LA;70806;225-927-6169;R.DEONQUEL@YAHOO.COM;6:00am to 6:30pm;6:00am to 6:30pm;6:00am to 6:30pm;6:00am to 6:30pm;6:00am to 6:30pm;;;;East Baton Rouge Parish;Ms. sade Riley;III;51156;No;Yes;Yes;YES;;Infant (Under 1), Toddler (ages 1-2), PK (ages 3-4);;22;;;;
VE8001;;First Impressions Child Care and Pre-School;Licensed Center;1106 Sibley Road;Minden;LA;71055;318-371-3536;vernell_oneal@yahoo.com;7:00am to 5:00pm;7:00am to 5:00pm;7:00am to 5:00pm;7:00am to 5:00pm;7:00am to 5:00pm;;;;Webster Parish;Mrs. Vernell L ONeal;III;4122;No;;Yes;YES;2;Infant (Under 1), Toddler (ages 1-2), PK (ages 3-4);;39;;;;
VF1001;;Mae Mae's Munchkins;Licensed Center;189 Camps Smokehouse Road;Minden;LA;71055;318-377-5521;megan.mceachern1@gmail.com;7:00 am to 5:30 pm;7:00 am to 5:30 pm;7:00 am to 5:30 pm;7:00 am to 5:30 pm;7:00 am to 5:30 pm;;;;Webster Parish;Ms. Megan McEachern;III;16263;No;;Yes;YES;3;Infant (Under 1), Toddler (ages 1-2), PK (ages 3-4);;26;;;;
VGX001;;Parkview Baptist Early Learning Center;Licensed Center;6301 Camphor Street;Metairie;LA;70003;504-456-0115;pbc_elc@pbcmetairie.com;7:00am to 6:00pm;7:00am to 6:00pm;7:00am to 6:00pm;7:00am to 6:00pm;7:00am to 6:00pm;;;;Jefferson Parish;Ms. Jessica Jaume;III;559;No;;Yes;YES;2;Infant (Under 1), Toddler (ages 1-2), PK (ages 3-4);;121;;;;
W7A001;F;Louisiana Key Academy;Public charter school;3172 Government St;Baton Rouge;LA;70806;225-298-1223;;;;;;;http://www.lakeyacademy.com/;;https://www.facebook.com/LouisianaKeyAcademy;Louisiana Key Academy;Heather Bourgeois;;;;;;;;Kindergarten, Grade 1, Grade 2, Grade 3, Grade 4, Grade 5, Grade 6, Grade 7, Grade 8;339;;;Theatre, Art;Athletics, Clubs, Drama, Theater and Dance, Visual Arts, Literature and the Humanities, STEM, Affinity Associations, School Community Organizations, Career Focus, Games and Gaming, Other;Other Sports
KZ8001;;Kidz Kuntry Childcare and Learning Center LLC;Licensed Center;701 E Miller Ave;Iowa;LA;70647;337-582-2330;jvestiowa@aol.com;6:30am to 6:00pm;6:30am to 6:00pm;6:30am to 6:00pm;6:30am to 6:00pm;6:30am to 9:00pm;;;;Calcasieu Parish;Ms. Tammy L Boullion;III;14492;No;Yes;Yes;YES;4;Infant (Under 1), Toddler (ages 1-2), PK (ages 3-4);;127;;;;
P05003;;Delta Community Action Tallulah HS;Early Head Start/Head Start;609 North Cedar Street;Tallulah;LA;71282;318-574-5529;cwalk@deltacommunityaction.com;7:30am to 3:30pm;7:30am to 3:30pm;7:30am to 3:30pm;7:30am to 3:30pm;7:30am to 3:30pm;;;;Madison Parish;Mr. Carl E Walk;III;1197;YES;;;;3;Infant (Under 1), Toddler (ages 1-2), PK (ages 3-4);;120;;;;
VE7001;;Pride and Hope Ministry Childcare Center;Licensed Center;29825 Hwy 21;Angie;LA;70426;985-986-8989;pridehopechildcare@gmail.com;7:00am to 5:30pm;7:00am to 5:30pm;7:00am to 5:30pm;7:00am to 5:30pm;7:00am to 5:30pm;;;;Washington Parish;Ms. Myra N Magee;III;15269;No;;Yes;YES;3;Infant (Under 1), Toddler (ages 1-2), PK (ages 3-4);;46;;;;
YCQ001;;Honeybee Childcare and Learning Center;Licensed Center;32850 Bowie Street;White Castle;LA;70788;225-716-1112;honeybee6221@att.net;6:30 am to 6:00 pm;6:30 am to 6:00 pm;6:30 am to 6:00 pm;6:30 am to 6:00 pm;6:30 am to 6:00 pm;;;;Iberville Parish;Ms. Shelita Lewis;III;51167;No;Yes;Yes;YES;;Infant (Under 1), Toddler (ages 1-2), PK (ages 3-4);;23;;;;
VHV001;;Sugar 'n Spice Broussard's Preschool, Inc.;Licensed Center;803 East Main Street;Broussard;LA;70518;337-839-1400;katyduhon@snsacadiana.com;6:45am to 5:45pm;6:45am to 5:45pm;6:45am to 5:45pm;6:45am to 5:45pm;6:45am to 5:45pm;;;;Lafayette Parish;Ms. Kathryn A Duhon;III;12920;YES;Yes;Yes;YES;3;Infant (Under 1), Toddler (ages 1-2), PK (ages 3-4);;79;;;;
VFK001;;Kidz Zone;Licensed Center;9508  Hayne Blvd;New Orleans;LA;70127;504-241-6730;lpbutlerkz@yahoo.com;12:00am to 11:59pm;12:00am to 11:59pm;12:00am to 11:59pm;12:00am to 11:59pm;12:00am to 11:59pm;;;;Orleans Parish;Ms. Lynesha Butler;III;50111;No;;Yes;YES;2;Infant (Under 1), Toddler (ages 1-2), PK (ages 3-4);;34;;;;
VGY001;;Pearlie H. Elloie Head Start/Early Head Start Center;Early Head Start/Head Start;3029 Wall Boulevard;New Orleans;LA;70114;504-325-5807;camille.treaudo@tca-nola.org;7:00 am to 5:00 pm;7:00 am to 5:00 pm;7:00 am to 5:00 pm;7:00 am to 5:00 pm;7:00 am to 5:00 pm;;;;Orleans Parish;Ms. Camille R Treaudo;III;14638;No;;Yes;;2;Infant (Under 1), Toddler (ages 1-2), PK (ages 3-4);;75;;;;
WA7001;;Capitol High School;Traditional public school;1000 N. 23rd Street;Baton Rouge;LA;70802;225-239-7506;;;;;;;;;;Recovery School District - Baton Rouge;Robert Lang;;;;;;;;Grade 9, Grade 10, Grade 11, Grade 12;;;Foreign Language Details;Art;Athletics, Clubs, Literature and the Humanities, STEM;Volleyball, Football, Indoor Track and Field, Basketball, Outdoor Track and Field, Spirit
KZD001;;Save the Children Head Start (Summerwood);Early Head Start/Head Start;2913 Summerwood Lane;Alexandria;LA;71303;318-427-1286;nhall@savechildren.org;7:30am to 2:30pm;7:30am to 2:30pm;7:30am to 2:30pm;7:30am to 2:30pm;7:30am to 2:30pm;;;;Rapides Parish;Ms. Rita Lavalais;III;50072;No;;;;3;Toddler (ages 1-2), PK (ages 3-4);;24;;;;
V16001;;Small World Daycare and Learning Center;Licensed Center;13 Storehouse Lane;Destrehan;LA;70047;985-764-3988;smallworld93@att.net;7:00am to 6:00pm;7:00am to 6:00pm;7:00am to 6:00pm;7:00am to 6:00pm;7:00am to 6:00pm;;;;St. Charles Parish;Ms. Opal Legendre;III;1597;No;;Yes;YES;3;Infant (Under 1), Toddler (ages 1-2), PK (ages 3-4);;88;;;;
VEI001;;Grant Parish Head Start-Dry Prong Center;Early Head Start/Head Start;1001 Highway 167;Dry Prong;LA;71423;318-899-5084;lcaa_granths7@yahoo.com;7:45am to 3:00pm;7:45am to 3:00pm;7:45am to 3:00pm;7:45am to 3:00pm;7:45am to 3:00pm;;;;Grant Parish;Mrs. Tracy Geisel;III;13771;No;;;;2;Toddler (ages 1-2), PK (ages 3-4);;20;;;;
YCU001;;Kidz Karousel Academy South;Licensed Center;37485 Ultima Plaza Blvd.;Prairieville;LA;70769;225-673-2000;contact@kidzkarousel.com;6:00am to 6:00pm;6:00am to 6:00pm;6:00am to 6:00pm;6:00am to 6:00pm;6:00am to 6:00pm;;;;Ascension Parish;Ms. Jessica Tillman;III;51176;YES;Yes;Yes;YES;1;Infant (Under 1), Toddler (ages 1-2), PK (ages 3-4);;142;;;;
