"License Number";"Provider Name";"County";"Address";"City";"State";"Zip";"Contact Name";"Telephone";"Program Type";"Class Code";"Night Time Care";"Transportation";"Monday";"Tuesday";"Wednsday";"Thirsday";"Friday";"Saturday";"Sunday";"Subprograms";"NAEYC Accreditation";"Star Rating";"ID";"DetailsURL"
13275;"St. Paul's United Methodist Church";"Ouachita";"1901 Lexington Avenue";"Monroe";"LA";71201;"Jill Mouk, Director";"318-322-4454";"Child Day Care";"Class B";"No";"No";"8:00a - 5:30p";"8:00a - 5:30p";"8:00a - 5:30p";"8:00a - 5:30p";"8:00a - 5:30p";"Closed";"Closed";"Child Care";"No";"No Star Rating";13275;"http://carefacility.doe.louisiana.gov/view.aspx?id=13275"
50037;"Children House In Learning Development School (C.H.I.L.D.'S. Childcare)";"Ouachita";"101 Michelle Ct.";"Monroe";"LA";71202;"LaShonda Perkins, Director";"318-651-7787";"Child Day Care";"Class A";"No";"No";"7:00a - 5:00p";"7:00a - 5:00p";"7:00a - 5:00p";"7:00a - 5:00p";"7:00a - 5:00p";"Closed";"Closed";"Child Care";"No";"1 Star";50037;"http://carefacility.doe.louisiana.gov/view.aspx?id=50037"
15991;"Excelsior Academy";"Ouachita";"3220 Highway 165";"Monroe";"LA";71202;"Lavicia Dorsey, Director";"318-387-7355";"Child Day Care";"Class A";"No";"Field Trip Only";"6:30a - 6:00p";"6:30a - 6:00p";"6:30a - 6:00p";"6:30a - 6:00p";"6:30a - 6:00p";"Closed";"Closed";"Child Care";"No";"No Star Rating";15991;"http://carefacility.doe.louisiana.gov/view.aspx?id=15991"
12169;"Kids World Development Center of Monroe, Inc";"Ouachita";"2743 Winnsboro Road";"Monroe";"LA";71202;"Debra Singletary, Director";"318-322-3330";"Child Day Care";"Class A";"Yes";"Yes";"6:00a - 9:00p";"6:00a - 9:00p";"6:00a - 9:00p";"6:00a - 9:00p";"6:00a - 9:00p";"Closed";"Closed";"Child Care";"No";"No Star Rating";12169;"http://carefacility.doe.louisiana.gov/view.aspx?id=12169"
15033;"Little Angels Learning Academy";"Ouachita";"1307 South 7th Street";"Monroe";"LA";71202;"Wanda Smith, Director";"318-537-9765";"Child Day Care";"Class A";"No";"No";"7:00a - 5:30p";"7:00a - 5:30p";"7:00a - 5:30p";"7:00a - 5:30p";"7:00a - 5:30p";"Closed";"Closed";"Child Care";"No";"No Star Rating";15033;"http://carefacility.doe.louisiana.gov/view.aspx?id=15033"
15195;"Little Shining Stars Development Academy";"Ouachita";"1504 South 8th";"Monroe";"LA";71202;"Sharon Neal-Greer, DirectorLatita Jordan, Director Designee";"318-410-9993";"Child Day Care";"Class A";"No";"No";"7:00a - 9:00p";"7:00a - 9:00p";"7:00a - 9:00p";"7:00a - 9:00p";"7:00a - 9:00p";"7:00a - 6:00p";"Closed";"Child Care";"No";"2 Stars";15195;"http://carefacility.doe.louisiana.gov/view.aspx?id=15195"
551;"Mini World Day Care, Inc";"Ouachita";"1701 Medra Drive";"Monroe";"LA";71202;"Joetta Saulsberry, Director";"318-325-4233";"Child Day Care";"Class A";"No";"Yes";"6:30a - 6:00p";"6:30a - 6:00p";"6:30a - 6:00p";"6:30a - 6:00p";"6:30a - 6:00p";"Closed";"Closed";"Child Care";"No";"2 Stars";551;"http://carefacility.doe.louisiana.gov/view.aspx?id=551"
4196;"OMCAP Head Start Jackson Street Center";"Ouachita";"1517 Jackson Street";"Monroe";"LA";71202;"Bettye Gene, Director DesigneeEdith James, Director";"318-340-9677";"Child Day Care";"Class A";"No";"Yes";"7:00a - 5:00p";"7:00a - 5:00p";"7:00a - 5:00p";"7:00a - 5:00p";"7:00a - 5:00p";"Closed";"Closed";"Child Care";"No";"No Star Rating";4196;"http://carefacility.doe.louisiana.gov/view.aspx?id=4196"
1796;"OMCAP Richwood Head Start Center";"Ouachita";"5130 Brown Road";"Richwood";"LA";71202;"Bettye Gene, DirectorEvelene Lewis, Director DesigneeTracey Merrells, Director";"318-388-0575";"Child Day Care";"Class A";"No";"Yes";"7:00a - 5:00p";"7:00a - 5:00p";"7:00a - 5:00p";"7:00a - 5:00p";"7:00a - 5:00p";"Closed";"Closed";"Child Care";"No";"No Star Rating";1796;"http://carefacility.doe.louisiana.gov/view.aspx?id=1796"
15580;"Precious Treasures Child Care Center";"Ouachita";"2107 Calypso Street";"Monroe";"LA";71202;"Nelda Higgins, Director";"318-398-0505";"Child Day Care";"Class A";"Yes";"No";"6:30a - 11:00p";"6:30a - 11:00p";"6:30a - 11:00p";"6:30a - 11:00p";"6:30a - 11:00p";"Closed";"Closed";"Child Care";"No";"No Star Rating";15580;"http://carefacility.doe.louisiana.gov/view.aspx?id=15580"
1107;"Reed Street Head Start Center";"Ouachita";"703 Reed Street";"Monroe";"LA";71202;"Bettye Gene, DirectorVictoria Johnson, Director";"318-323-6989";"Child Day Care";"Class A";"No";"Yes";"7:00a - 5:00p";"7:00a - 5:00p";"7:00a - 5:00p";"7:00a - 5:00p";"7:00a - 5:00p";"Closed";"Closed";"Child Care";"No";"No Star Rating";1107;"http://carefacility.doe.louisiana.gov/view.aspx?id=1107"
14238;"Stepping Stone Childcare Center";"Ouachita";"109 Crestwood Drive";"Monroe";"LA";71202;"Rita Goodin, Director";"318-325-9690";"Child Day Care";"Class A";"Yes";"No";"6:00a - 10:00p";"6:00a - 10:00p";"6:00a - 10:00p";"6:00a - 10:00p";"6:00a - 10:00p";"Closed";"Closed";"Child Care";"No";"No Star Rating";14238;"http://carefacility.doe.louisiana.gov/view.aspx?id=14238"
10669;"Thomas & Wilson Street Head Start";"Ouachita";"1111 Thomas Street";"Monroe";"LA";71202;"Bettye Gene, DirectorEmma Young, Director Designee";"318-398-0612";"Child Day Care";"Class A";"No";"Yes";"7:00a - 5:00p";"7:00a - 5:00p";"7:00a - 5:00p";"7:00a - 5:00p";"7:00a - 5:00p";"Closed";"Closed";"Child Care";"No";"No Star Rating";10669;"http://carefacility.doe.louisiana.gov/view.aspx?id=10669"
6829;"Wonderland Child Care and Development Center, Inc.";"Ouachita";"1705 Hickory Street";"Monroe";"LA";71202;"Philander Riley, DirectorRuthie Riley , Director Designee";"318-322-6848";"Child Day Care";"Class A";"No";"No";"6:30a - 5:30p";"6:30a - 5:30p";"6:30a - 5:30p";"6:30a - 5:30p";"6:30a - 5:00p";"Closed";"Closed";"Child Care";"No";"2 Stars";6829;"http://carefacility.doe.louisiana.gov/view.aspx?id=6829"
9588;"Bayou Gymnastics, Inc.";"Ouachita";"902 Finks Hideaway Road";"Monroe";"LA";71203;"Nina Bennett, Director";"318-343-7768";"Child Day Care";"Class B";"No";"Yes";"7:00a - 6:00p";"7:00a - 6:00p";"7:00a - 6:00p";"7:00a - 6:00p";"7:00a - 6:00p";"Closed";"Closed";"Child Care";"No";"No Star Rating";9588;"http://carefacility.doe.louisiana.gov/view.aspx?id=9588"
4426;"Carol's Kids Daycare";"Ouachita";"201 Beasley Street";"Monroe";"LA";71203;"Frances Bishop, Director";"318-343-4603";"Child Day Care";"Class A";"No";"Yes";"6:30a - 6:00p";"6:30a - 6:00p";"6:30a - 6:00p";"6:30a - 6:00p";"6:30a - 6:00p";"Closed";"Closed";"Child Care";"No";"3 Stars";4426;"http://carefacility.doe.louisiana.gov/view.aspx?id=4426"
916;"Jelly Bean Junction Day Care";"Ouachita";"165 Rowland Road";"Monroe";"LA";71203;"Vickie McAdams, Director";"318-343-9122";"Child Day Care";"Class A";"No";"Yes";"7:00a - 6:00p";"7:00a - 6:00p";"7:00a - 6:00p";"7:00a - 6:00p";"7:00a - 6:00p";"Closed";"Closed";"Child Care";"No";"2 Stars";916;"http://carefacility.doe.louisiana.gov/view.aspx?id=916"
15717;"Just Around the Bend, LLC";"Ouachita";"8815 Hwy 165 North";"Monroe";"LA";71203;"Anita Green, Director";"318-651-0039";"Child Day Care";"Class A";"No";"No";"6:30a - 6:00p";"6:30a - 6:00p";"6:30a - 6:00p";"6:30a - 6:00p";"6:30a - 6:00p";"Closed";"Closed";"Child Care";"No";"2 Stars";15717;"http://carefacility.doe.louisiana.gov/view.aspx?id=15717"
4438;"Kiddie Garden Daycare & Preschool Inc.";"Ouachita";"96 Lincoln Road";"Monroe";"LA";71203;"Christie Hill, DirectorTina Cox, Director";"318-345-0606";"Child Day Care";"Class A";"No";"Yes";"6:30a - 6:00p";"6:30a - 6:00p";"6:30a - 6:00p";"6:30a - 6:00p";"6:30a - 6:00p";"Closed";"Closed";"Child Care";"No";"2 Stars";4438;"http://carefacility.doe.louisiana.gov/view.aspx?id=4438"
15013;"LA Delta Children Center";"Ouachita";"7500 Milhaven Road";"Monroe";"LA";71203;"Donna Guice, Director";"318-345-9000";"Child Day Care";"Class A";"No";"No";"7:30a - 4:00p";"7:30a - 4:00p";"7:30a - 4:00p";"7:30a - 4:00p";"7:30a - 12:00p";"Closed";"Closed";"Child Care";"No";"5 Stars";15013;"http://carefacility.doe.louisiana.gov/view.aspx?id=15013"
12392;"Majestic Youth Development Inc.";"Ouachita";"3312 Renwick Street";"Monroe";"LA";71203;"Victoria Ceaser, Director";"318-340-9990";"Child Day Care";"Class A";"No";"No";"7:00a - 5:00p";"7:00a - 5:00p";"7:00a - 5:00p";"7:00a - 5:00p";"7:00a - 5:00p";"Closed";"Closed";"Child Care";"No";"2 Stars";12392;"http://carefacility.doe.louisiana.gov/view.aspx?id=12392"
50046;"Radiance Child Development Center";"Ouachita";"3514 Harrison Street";"Monroe";"LA";71203;"Brenda Looney, Director";"318-855-3453";"Child Day Care";"Class A";"Yes";"No";"6:00a - 6:00a";"6:00a - 6:00a";"6:00a - 6:00a";"6:00a - 6:00a";"6:00a - 6:00a";"6:00a - 6:00a";"Closed";"Child Care";"No";"No Star Rating";50046;"http://carefacility.doe.louisiana.gov/view.aspx?id=50046"
8386;"The Chase Back-Up Child Care Center";"Ouachita";"782 Kansas Lane";"Monroe";"LA";71203;"Mornique Johnson, DirectorJennifer Green-Turner, Director Designee";"318-432-9140";"Child Day Care";"Class A";"No";"No";"6:30a - 6:00p";"6:30a - 6:00p";"6:30a - 6:00p";"6:30a - 6:00p";"6:30a - 6:00p";"5:45a - 4:45p";"Closed";"Child Care";"No";"No Star Rating";8386;"http://carefacility.doe.louisiana.gov/view.aspx?id=8386"
13673;"University of Louisiana at Monroe Child Development Center";"Ouachita";"702 Cole Avenue";"Monroe";"LA";71203;"Emily Williamson, DirectorCassandra Wyatt, Director Designee";"318-342-1913";"Child Day Care";"Class A";"No";"Field Trip Only";"7:15a - 5:15p";"7:15a - 5:15p";"7:15a - 5:15p";"7:15a - 5:15p";"7:15a - 5:15p";"Closed";"Closed";"Child Care";"No";"5 Stars";13673;"http://carefacility.doe.louisiana.gov/view.aspx?id=13673"
16097;"Anna's Lollipop Lane LLC.";"Morehouse";"1732 East Madison Street";"Bastrop";"LA";71220;"Shelly Etheridge, Director";"318-283-0015";"Child Day Care";"Class A";"No";"Yes";"6:00a - 6:00p";"6:00a - 6:00p";"6:00a - 6:00p";"6:00a - 6:00p";"6:00a - 6:00p";"Closed";"Closed";"Child Care";"No";"No Star Rating";16097;"http://carefacility.doe.louisiana.gov/view.aspx?id=16097"
15893;"Bright Beginnings Learning Academy";"Morehouse";"268 Harrington Street";"Bastrop";"LA";71220;"Kayla Bonner, Director";"318-281-2010";"Child Day Care";"Class A";"No";"No";"6:30a - 6:30p";"6:30a - 6:30p";"6:30a - 6:30p";"6:30a - 6:30p";"6:30a - 6:30p";"Closed";"Closed";"Child Care";"No";"1 Star";15893;"http://carefacility.doe.louisiana.gov/view.aspx?id=15893"
12887;"Little Angels Daycare Center";"Morehouse";"409 Cason Avenue";"Bastrop";"LA";71220;"Marcus Scott, Director DesigneeJacqueline Martin, Director";"318-281-7997";"Child Day Care";"Class A";"No";"Yes";"6:00a - 6:00p";"6:00a - 6:00p";"6:00a - 6:00p";"6:00a - 6:00p";"6:00a - 6:00p";"Closed";"Closed";"Child Care";"No";"No Star Rating";12887;"http://carefacility.doe.louisiana.gov/view.aspx?id=12887"
7981;"Little One's Daycare";"Morehouse";"602 Martin Luther King South";"Bastrop";"LA";71220;"Janice Fuller, DirectorGarnesha Alford, Director Designee";"318-281-6918";"Child Day Care";"Class A";"No";"Yes";"6:30a - 9:00p";"6:30a - 9:00p";"6:30a - 9:00p";"6:30a - 9:00p";"6:30a - 9:00p";"Closed";"Closed";"Child Care";"No";"2 Stars";7981;"http://carefacility.doe.louisiana.gov/view.aspx?id=7981"
5636;"Morehouse Community Improvement Organization";"Morehouse";"1602 West Madison Avenue";"Bastrop";"LA";71220;"Ethel Robinson, DirectorFleora Damon, Director Designee";"318-283-4938";"Child Day Care";"Class A";"No";"Yes";"7:00a - 6:00p";"7:00a - 6:00p";"7:00a - 6:00p";"7:00a - 6:00p";"7:00a - 6:00p";"Closed";"Closed";"Child Care";"No";"1 Star";5636;"http://carefacility.doe.louisiana.gov/view.aspx?id=5636"
14997;"Our House Child Care Center, LLC.";"Morehouse";"4534 Cedar Drive";"Bastrop";"LA";71220;"Regina Holmes-Sims, Director";"318-283-4900";"Child Day Care";"Class A";"Yes";"No";"6:30a - 12:00a";"6:30a - 12:00a";"6:30a - 12:00a";"6:30a - 12:00a";"6:30a - 12:00a";"Closed";"Closed";"Child Care";"No";"No Star Rating";14997;"http://carefacility.doe.louisiana.gov/view.aspx?id=14997"
116;"The PREP Center, Inc.";"Morehouse";"1906 Cooper Lake Road";"Bastrop";"LA";71220;"Lois Jordan, DirectorLisa Davis, Director Designee";"318-281-8819";"Child Day Care";"Class A";"No";"Yes";"6:30a - 6:00p";"6:30a - 6:00p";"6:30a - 6:00p";"6:30a - 6:00p";"6:30a - 6:00p";"Closed";"Closed";"Child Care";"No";"4 Stars";116;"http://carefacility.doe.louisiana.gov/view.aspx?id=116"
16036;"Sandra's ABC Childcare Center";"Union";"602 4th Street";"Bernice";"LA";71222;"LaZandra Banks, Director Designee";"318-285-7041";"Child Day Care";"Class A";"No";"No";"7:00a - 6:00p";"7:00a - 6:00p";"7:00a - 6:00p";"7:00a - 6:00p";"7:00a - 6:00p";"Closed";"Closed";"Child Care";"No";"No Star Rating";16036;"http://carefacility.doe.louisiana.gov/view.aspx?id=16036"
1122;"Union Head Start Center";"Union";"211 Willow Street";"Bernice";"LA";71222;"Martha Dean, Director DesigneePamela Harris, Director";"318-285-7180";"Child Day Care";"Class A";"No";"Field Trip Only";"8:00a - 3:00p";"8:00a - 3:00p";"8:00a - 3:00p";"8:00a - 3:00p";"8:00a - 3:00p";"Closed";"Closed";"Child Care";"No";"4 Stars";1122;"http://carefacility.doe.louisiana.gov/view.aspx?id=1122"
14761;"Toonie Bugs Child Development Center";"Ouachita";"2002 Highway 80 East";"Calhoun";"LA";71225;"Lauren Bastoe, Director";"318-397-7300";"Child Day Care";"Class A";"No";"Yes";"7:00a - 6:00p";"7:00a - 6:00p";"7:00a - 6:00p";"7:00a - 6:00p";"7:00a - 6:00p";"Closed";"Closed";"Child Care";"No";"No Star Rating";14761;"http://carefacility.doe.louisiana.gov/view.aspx?id=14761"
1724;"Pine Belt Multi-Purpose Agency - Jasper Henderson Head Start Center";"Jackson";"1031 Jasper Street";"Chatham";"LA";71226;"Alveria Howard, Director";"318-249-4604";"Child Day Care";"Class A";"No";"Yes";"8:00a - 2:30p";"8:00a - 2:30p";"8:00a - 2:30p";"8:00a - 2:30p";"8:00a - 2:30p";"Closed";"Closed";"Child Care";"No";"2 Stars";1724;"http://carefacility.doe.louisiana.gov/view.aspx?id=1724"
1643;"Delta Community Action Agency, Delhi Head Start";"Richland";"212 Cuthbert Street";"Delhi";"LA";71232;"Carl Walk, DirectorCarolyn Tanner, Director DesigneeMelvina Williams, Director Designee";"318-878-3258";"Child Day Care";"Class A";"No";"Yes";"7:30a - 4:00p";"7:30a - 4:00p";"7:30a - 4:00p";"7:30a - 4:00p";"7:30a - 4:00p";"Closed";"Closed";"Child Care";"No";"1 Star";1643;"http://carefacility.doe.louisiana.gov/view.aspx?id=1643"
11870;"Humble Beginnings Child Development Center";"Richland";"309 East First Street";"Delhi";"LA";71232;"Geneva Speight, Director";"318-878-7778";"Child Day Care";"Class A";"Yes";"No";"6:00a - 5:00p";"6:00a - 5:00p";"6:00a - 5:00p";"6:00a - 5:00p";"6:00a - 5:00p";"Closed";"Closed";"Child Care";"No";"No Star Rating";11870;"http://carefacility.doe.louisiana.gov/view.aspx?id=11870"
15921;"Downsville Charter School Pre K";"Union";"4787 Highway 151";"Downsville";"LA";71234;"Wendy Hinton, Director";"318-982-5318";"Child Day Care";"Class A";"No";"No";"7:00a - 3:30p";"7:00a - 3:30p";"7:00a - 3:30p";"7:00a - 3:30p";"7:00a - 3:30p";"Closed";"Closed";"Child Care";"No";"1 Star";15921;"http://carefacility.doe.louisiana.gov/view.aspx?id=15921"
7953;"Farmerville Head Start Center";"Union";"7199 Highway 33";"Farmerville";"LA";71241;"Jennifer Stringfellow, Director DesigneePamela Harris, Director";"318-368-0075";"Child Day Care";"Class A";"No";"Field Trip Only";"8:00a - 3:00p";"8:00a - 3:00p";"8:00a - 3:00p";"8:00a - 3:00p";"8:00a - 3:00p";"Closed";"Closed";"Child Care";"No";"4 Stars";7953;"http://carefacility.doe.louisiana.gov/view.aspx?id=7953"
11049;"Mom's Helper Daycare and Preschool II";"Union";"190 Hamm Road";"Farmerville";"LA";71241;"Lisa Allred, Director";"318-368-2081";"Child Day Care";"Class B";"No";"No";"7:00a - 5:30p";"7:00a - 5:30p";"7:00a - 5:30p";"7:00a - 5:30p";"7:00a - 5:30p";"Closed";"Closed";"Child Care";"No";"No Star Rating";11049;"http://carefacility.doe.louisiana.gov/view.aspx?id=11049"
15854;"Playhowse Too";"Union";"1107 Hwy 2";"Farmerville";"LA";71241;"Debbie Brown, Director";"318-368-4499";"Child Day Care";"Class A";"No";"No";"7:00a - 6:00p";"7:00a - 6:00p";"7:00a - 6:00p";"7:00a - 6:00p";"7:00a - 6:00p";"Closed";"Closed";"Child Care";"No";"No Star Rating";15854;"http://carefacility.doe.louisiana.gov/view.aspx?id=15854"
5078;"The Gingerbread House Day Care Center";"Union";"1011 Martin Luther King Jr. Drive";"Farmerville";"LA";71241;"Mary Young, DirectorBrandy Ellison, Director";"318-368-1978";"Child Day Care";"Class A";"No";"No";"7:00a - 5:00p";"7:00a - 5:00p";"7:00a - 5:00p";"7:00a - 5:00p";"7:00a - 5:00p";"Closed";"Closed";"Child Care";"No";"No Star Rating";5078;"http://carefacility.doe.louisiana.gov/view.aspx?id=5078"
1275;"West Street Trailer Park Day Care";"Union";"311 West Street";"Farmerville";"LA";71241;"Georgia Davis, DirectorLinda Austin, Director Designee";"318-368-7775";"Child Day Care";"Class A";"No";"No";"6:30a - 5:30p";"6:30a - 5:30p";"6:30a - 5:30p";"6:30a - 5:30p";"6:30a - 5:30p";"Closed";"Closed";"Child Care";"No";"No Star Rating";1275;"http://carefacility.doe.louisiana.gov/view.aspx?id=1275"
1355;"Pine Belt Multi-Purpose Agency Head Start - Union-Bee Center";"Jackson";"3039 East Sixth Street";"Hodge";"LA";71247;"Barbara Coleman, DirectorMargaret McDonald, Director";"318-259-7061";"Child Day Care";"Class A";"No";"Yes";"8:00a - 2:30p";"8:00a - 2:30p";"8:00a - 2:30p";"8:00a - 2:30p";"8:00a - 2:30p";"Closed";"Closed";"Child Care";"No";"3 Stars";1355;"http://carefacility.doe.louisiana.gov/view.aspx?id=1355"
9509;"Pine Belt Multi-Purpose Agency Head Start - C. C. Lewis Center Head Start";"Jackson";"305 Mayfield Street";"Jonesboro";"LA";71251;"Angela Hester, Director";"318-395-8070";"Child Day Care";"Class A";"No";"Yes";"8:00a - 2:30p";"8:00a - 2:30p";"8:00a - 2:30p";"8:00a - 2:30p";"8:00a - 2:30p";"Closed";"Closed";"Child Care";"No";"4 Stars";9509;"http://carefacility.doe.louisiana.gov/view.aspx?id=9509"
16109;"Shania Love Bug's";"Jackson";"1001 Leon Drive";"Jonesboro";"LA";71251;"Janice Lewis, Director";"318-259-2314";"Child Day Care";"Class A";"No";"No";"6:00a - 6:00p";"6:00a - 6:00p";"6:00a - 6:00p";"6:00a - 6:00p";"6:00a - 6:00p";"Closed";"Closed";"Child Care";"No";"No Star Rating";16109;"http://carefacility.doe.louisiana.gov/view.aspx?id=16109"
14319;"Sharon's Lil Angels Day Care Inc.";"Jackson";"605 Maxwell Drive";"Jonesboro";"LA";71251;"Sharon Satcher, Director";"318-395-2888";"Child Day Care";"Class A";"No";"No";"6:00a - 6:00p";"6:00a - 6:00p";"6:00a - 6:00p";"6:00a - 6:00p";"6:00a - 6:00p";"Closed";"Closed";"Child Care";"No";"2 Stars";14319;"http://carefacility.doe.louisiana.gov/view.aspx?id=14319"
11685;"Delta Community Action Head Start Lake Providence";"East Carroll";"300 Second Street";"Lake Providence";"LA";71254;"Elizabeth Threats, Director DesigneeCarl Walk, Director";"318-559-2450";"Child Day Care";"Class A";"No";"Yes";"7:30a - 4:00p";"7:30a - 4:00p";"7:30a - 4:00p";"7:30a - 4:00p";"7:30a - 4:00p";"Closed";"Closed";"Child Care";"No";"2 Stars";11685;"http://carefacility.doe.louisiana.gov/view.aspx?id=11685"
7281;"Wee Learner's Day Care Center";"East Carroll";"1437 1/2 Griffin Avenue";"Lake Providence";"LA";71254;"Kofi Darden-Hawkins, Director";"318-559-2193";"Child Day Care";"Class A";"Yes";"No";"6:00a - 6:00a";"6:00a - 6:00a";"6:00a - 6:00a";"6:00a - 6:00a";"6:00a - 6:00a";"6:00a - 6:00a";"6:00a - 6:00a";"Child Care";"No";"No Star Rating";7281;"http://carefacility.doe.louisiana.gov/view.aspx?id=7281"
1485;"Delta Community Action Agency - Mangham Head Start";"Richland";"421 Hixson Street";"Mangham";"LA";71259;"Carl Walk, DirectorDeborah Turner, Director";"318-248-3237";"Child Day Care";"Class A";"No";"Yes";"7:30a - 3:30p";"7:30a - 3:30p";"7:30a - 3:30p";"7:30a - 3:30p";"7:30a - 3:30p";"Closed";"Closed";"Child Care";"No";"4 Stars";1485;"http://carefacility.doe.louisiana.gov/view.aspx?id=1485"
37;"MCIO Head Start Program, Mer Rouge";"Morehouse";"8758 Nip Eckles Road";"Mer Rouge";"LA";71261;"Ethel Robinson, DirectorPaula Gray, Director Designee";"318-647-5017";"Child Day Care";"Class A";"No";"Yes";"6:00a - 6:00p";"6:00a - 6:00p";"6:00a - 6:00p";"6:00a - 6:00p";"6:00a - 6:00p";"Closed";"Closed";"Child Care";"No";"1 Star";37;"http://carefacility.doe.louisiana.gov/view.aspx?id=37"
696;"First Baptist Weekday Early Education/ ""Wee Care""";"West Carroll";"608 East Main Street";"Oak Grove";"LA";71263;"Lindsey Hankins, Director";"318-428-8695";"Child Day Care";"Class B";"No";"No";"7:00a - 5:30p";"7:00a - 5:30p";"7:00a - 5:30p";"7:00a - 5:30p";"7:00a - 5:30p";"Closed";"Closed";"Child Care";"No";"No Star Rating";696;"http://carefacility.doe.louisiana.gov/view.aspx?id=696"
1193;"MCIO Head Start Program Oak Grove";"West Carroll";"410 Combs Street";"Oak Grove";"LA";71263;"Ethel Robinson, DirectorOra Jones, Director DesigneeCatrina Goree, Director DesigneeKenisha Threats, Director Designee";"318-428-4790";"Child Day Care";"Class A";"No";"Yes";"6:00a - 6:00p";"6:00a - 6:00p";"6:00a - 6:00p";"6:00a - 6:00p";"6:00a - 6:00p";"Closed";"Closed";"Child Care";"No";"1 Star";1193;"http://carefacility.doe.louisiana.gov/view.aspx?id=1193"
5356;"Angels in Training Child Development Center, Inc.";"Richland";"5956 Fed. Highway 80";"Rayville";"LA";71269;"Tafta Miller, Director";"318-728-7070";"Child Day Care";"Class A";"No";"Yes";"6:30a - 6:00p";"6:30a - 6:00p";"6:30a - 6:00p";"6:30a - 6:00p";"6:30a - 6:00p";"Closed";"Closed";"Child Care";"No";"2 Stars";5356;"http://carefacility.doe.louisiana.gov/view.aspx?id=5356"
6349;"Delta Community Action Agency - Rayville Head Start #2";"Richland";"7 Cumpton Lane";"Rayville";"LA";71269;"Carl Walk, DirectorNorma Hill, Director Designee";"318-728-7819";"Child Day Care";"Class A";"No";"Yes";"7:30a - 4:00p";"7:30a - 4:00p";"7:30a - 4:00p";"7:30a - 4:00p";"7:30a - 4:00p";"Closed";"Closed";"Child Care";"No";"3 Stars";6349;"http://carefacility.doe.louisiana.gov/view.aspx?id=6349"
