"ID";"Corrective Action Plan Start";"Corrective Action Plan End";"Non Compliance Code";"Outcome Code";"Issue Completed Date"
30211071;"6/3/2021";"8/16/2021";"18.1.a. A family child care home shall maintain all completed parental forms on file";"Achieved";"8/16/2021"
30211071;"8/25/2021";"9/28/2021";"6.3.a.1. Approved training in basic first aid that includes rescue breathing and choke saving";"Achieved";"9/28/2021"
30211071;"10/27/2021";"12/15/2021";"6.3.c. Thereafter, the caregiver shall complete eight (8) hours of approved training annually";"Achieved";"12/15/2021"
30211071;"10/27/2021";"12/15/2021";"6.2.a. The caregiver shall obtain a medical examination within thirty (30) days of application";"Achieved";"12/15/2021"
30211071;"6/3/2021";"8/16/2021";"12.1.a.2. The child abuse and neglect hotline";"Achieved";"8/16/2021"
30255736;"4/19/2021";"5/7/2021";"12.1.d. Emergency consent forms shall be notarized";"Achieved";"5/7/2021"
30255736;"9/27/2021";"10/18/2021";"8.1.c. A family child care home shall conduct monthly fire evacuation drills";"Achieved";"10/18/2021"
30255736;"9/27/2021";"10/18/2021";"10.2.f.1. Cover garbage cans with lids, maintain them in a sanitary manner with liners, and empty them daily";"Achieved";"10/18/2021"
30215579;"6/28/2021";"8/30/2021";"6.4.a.3. Submit fingerprints for purposes of obtaining a criminal record background check";"Achieved";"8/30/2021"
30215579;"8/11/2022";"9/21/2022";"6.3.c. Thereafter, the caregiver shall complete eight (8) hours of approved training annually";"Achieved";"9/21/2022"
30215579;"8/11/2022";"9/21/2022";"7.3.b. Cleaning supplies, detergents, aerosol cans, pesticides, poisons, flammable materials, poisonous or unknown plants, medicines, alcoholic beverages or toxic materials";"Achieved";"9/15/2022"
30215579;"8/11/2022";"9/21/2022";"8.1.a. The care giver has developed and posted a written plan and drawing for emergency evacuation of the children";"Achieved";"9/14/2022"
30215579;"8/11/2022";"9/21/2022";"10.1.d. Care giver maintains records of annual health exams and immunizations for children";"Achieved";"9/14/2022"
30215579;"8/11/2022";"9/21/2022";"10.1.d.3. Immunization records are completed and updated according to the schedule recommended by the department.";"Achieved";"9/14/2022"
30215579;"8/11/2022";"9/21/2022";"12.1.b.-d. Notarized emergency information forms are completed on each child prior to the child's entry into the home";"Achieved";"9/14/2022"
30215579;"8/11/2022";"9/21/2022";"12.2.a.1.-11. Digital thermometer, disposable gloves, blunt tipped scissors, tweezers, bandage tape, sterile gauze, non-medicated adhesive strips, sealed packages of alcohol wipes";"Achieved";"9/14/2022"
30215579;"2/25/2021";"6/28/2021";"6.3.a.1. Approved training in basic first aid that includes rescue breathing and choke saving";"Achieved";"6/3/2021"
30215579;"2/25/2021";"6/28/2021";"6.3.c. Thereafter, the caregiver shall complete eight (8) hours of approved training annually";"Achieved";"3/25/2021"
30215579;"2/25/2021";"6/28/2021";"6.4.a.3. Submit fingerprints for purposes of obtaining a criminal record background check";"Not Achieved";"6/28/2021"
30274162;"4/4/2022";"5/7/2022";"7.2.c. Safety gates shall be provided at the top and bottom of stairs";"Achieved";"5/7/2022"
30274162;"4/4/2022";"5/7/2022";"7.5.c. Protective covers shall be installed on all unused electrical outlets";"Achieved";"5/7/2022"
30274162;"4/4/2022";"5/7/2022";"14.1.a. A family child care home shall post the daily routine";"Achieved";"5/7/2022"
30161487;"7/5/2022";"7/26/2022";"8.1.a. A family child care home shall develop and post a written plan for emergency evacuation";"Achieved";"7/25/2022"
30161487;"7/5/2022";"7/26/2022";"8.1.b. The evacuation plan shall include a drawing of the primary and secondary exits from all areas";"Achieved";"7/25/2022"
30161487;"10/27/2021";"12/1/2021";"8.1.a. The care giver has developed and posted a written plan and drawing for emergency evacuation of the children";"Achieved";"12/1/2021"
30222217;"10/7/2021";"11/18/2021";"6.3.a.1. Approved training in basic first aid that includes rescue breathing and choke saving";"Achieved";"11/10/2021"
30222217;"10/7/2021";"11/18/2021";"6.3.c. Thereafter, the caregiver shall complete eight (8) hours of approved training annually";"Achieved";"11/18/2021"
30222217;"10/7/2021";"11/18/2021";"6.4.a.3. Submit fingerprints for purposes of obtaining a criminal record background check";"Achieved";"11/18/2021"
30222217;"10/7/2021";"11/18/2021";"8.1.a. A family child care home shall develop and post a written plan for emergency evacuation";"Achieved";"11/10/2021"
30273418;"3/30/2022";"4/6/2022";"6.2.a. The caregiver shall obtain a medical examination within thirty (30) days of application";"Achieved";"4/6/2022"
30045176;"9/24/2021";"11/4/2021";"7.5.c. Protective covers shall be installed on all unused electrical outlets";"Achieved";"11/4/2021"
30061887;"2/4/2021";"4/12/2021";"6.2.a. The caregiver shall obtain a medical examination within thirty (30) days of application";"Achieved";"4/12/2021"
30061887;"2/4/2021";"4/12/2021";"8.3.c. Smoke detectors and carbon monoxide detectors shall have working batteries installed at all times";"Achieved";"4/12/2021"
30061887;"2/4/2021";"4/12/2021";"10.1.d.2. Children's medical examination records shall be updated every two years";"Achieved";"4/12/2021"
30061887;"2/4/2021";"4/12/2021";"12.1.b. Emergency information for each child and parental permission forms for emergency medical treatment";"Achieved";"4/12/2021"
30061887;"2/4/2021";"4/12/2021";"12.1.d. Emergency consent forms shall be notarized";"Achieved";"4/12/2021"
30061887;"2/2/2022";"2/17/2022";"6.3.c. Thereafter, the caregiver shall complete eight (8) hours of approved training annually";"Achieved";"2/17/2022"
30111486;"1/26/2022";"2/24/2022";"8.1.a. A family child care home shall develop and post a written plan for emergency evacuation";"Achieved";"2/24/2022"
30111486;"2/17/2021";"4/1/2021";"9.2.a.1. Documentation is available on site of rabies vaccinations for all cats and dogs kept on the premises.";"Achieved";"4/1/2021"
30111486;"2/17/2021";"4/1/2021";"6.3.c. Thereafter, the caregiver shall complete eight (8) hours of approved training annually";"Achieved";"3/16/2021"
30268634;"9/23/2021";"10/27/2021";"6.2.a. The caregiver shall obtain a medical examination within thirty (30) days of application";"Achieved";"9/29/2021"
30268634;"9/23/2021";"10/27/2021";"7.2.b. Stairs of four (4) or more steps shall have hand railings";"Achieved";"10/27/2021"
30268634;"9/23/2021";"10/27/2021";"7.2.d. Balconies, decks, porches, ramps, and play or living areas that are elevated";"Achieved";"10/27/2021"
30268634;"9/23/2021";"10/27/2021";"7.3.d. Store guns and other weapons in a locked cabinet or closet";"Achieved";"10/27/2021"
30268634;"9/14/2022";"9/23/2022";"10.1.d.2. Children's medical examination records shall be updated every two years";"Achieved";"9/23/2022"
30268634;"9/23/2021";"10/27/2021";"9.2.a.1. Keep documentation available on site of rabies vaccinations";"Achieved";"10/18/2021"
30268634;"9/23/2021";"10/27/2021";"12.2.d. Tweezers";"Achieved";"10/27/2021"
30268634;"9/23/2021";"10/27/2021";"12.2.e. Bandage tape";"Achieved";"10/27/2021"
30268634;"9/23/2021";"10/27/2021";"12.2.j. A first aid guide";"Achieved";"9/30/2021"
30268634;"9/23/2021";"10/27/2021";"14.1.a. A family child care home shall post the daily routine";"Achieved";"9/23/2021"
30268634;"9/23/2021";"10/27/2021";"7.2.c. Safety gates shall be provided at the top and bottom of stairs";"Achieved";"10/27/2021"
30262870;"12/20/2020";"1/16/2021";"7.5.c. Protective covers shall be installed on all unused electrical outlets";"Achieved";"1/16/2021"
30262870;"12/20/2020";"1/16/2021";"14.1.b.2. Nap times for children who need them";"Achieved";"1/16/2021"
30262870;"12/20/2020";"1/16/2021";"14.1.b.3. Indoor play time";"Achieved";"1/16/2021"
30262870;"12/20/2020";"1/16/2021";"14.1.b.4. Outdoor play time on days when temperatures are forty (40) degrees and above";"Achieved";"1/16/2021"
30262870;"12/20/2020";"1/16/2021";"14.1.b.5. A balance of active and quiet play";"Achieved";"1/16/2021"
30262870;"12/20/2020";"1/16/2021";"14.1.b.6. Time to learn self-help skills, such as hand washing, brushing teeth, dressing and toileting";"Achieved";"1/16/2021"
30262870;"12/20/2020";"1/16/2021";"14.1.a. A family child care home shall post the daily routine";"Achieved";"1/16/2021"
30262870;"12/20/2020";"1/16/2021";"14.1.b. The daily routine shall be appropriate to the ages of the children in care and include:";"Achieved";"1/16/2021"
30262870;"12/20/2020";"1/16/2021";"14.1.b.1. Specific meal times";"Achieved";"1/16/2021"
30040764;"3/29/2022";"4/25/2022";"6.3.c. Thereafter, the caregiver shall complete eight (8) hours of approved training annually";"Achieved";"4/25/2022"
30040764;"3/29/2022";"4/25/2022";"6.3.a.1. Approved training in basic first aid that includes rescue breathing and choke saving";"Achieved";"4/18/2022"
30040764;"4/26/2021";"5/25/2021";"6.3.c. Thereafter, the caregiver shall complete eight (8) hours of approved training annually";"Achieved";"5/25/2021"
30040764;"4/26/2021";"5/25/2021";"10.1.d.1. A general medical examination for all children shall be obtained by the parents within thirty (30) days";"Achieved";"5/25/2021"
30040764;"4/26/2021";"5/25/2021";"12.1.d. Emergency consent forms shall be notarized";"Achieved";"5/25/2021"
30040764;"4/26/2021";"5/25/2021";"16.1.a. Shall provide infants under thirty-five (35) inches tall with a crib, port-a-crib, or playpen";"Achieved";"5/25/2021"
30277841;"8/31/2022";"10/11/2022";"7.2.b. Stairs of four (4) or more steps shall have hand railings";"Achieved";"10/11/2022"
30277841;"8/31/2022";"10/11/2022";"7.2.c. Safety gates shall be provided at the top and bottom of stairs";"Achieved";"10/3/2022"
30277841;"8/31/2022";"10/11/2022";"7.2.d. Balconies, decks, porches, ramps, and play or living areas that are elevated";"Achieved";"10/11/2022"
30277841;"8/31/2022";"10/11/2022";"8.1.a. A family child care home shall develop and post a written plan for emergency evacuation";"Achieved";"10/3/2022"
30277841;"8/31/2022";"10/11/2022";"8.1.b. The evacuation plan shall include a drawing of the primary and secondary exits from all areas";"Achieved";"10/3/2022"
30277841;"8/31/2022";"10/11/2022";"9.2.a.1. Keep documentation available on site of rabies vaccinations";"Achieved";"10/11/2022"
30277841;"8/31/2022";"10/11/2022";"14.1.a. A family child care home shall post the daily routine";"Achieved";"10/3/2022"
30117171;"5/21/2021";"6/24/2021";"6.3.a.1. Approved training in basic first aid";"Achieved";"6/24/2021"
30117171;"5/21/2021";"6/24/2021";"6.3.b. Within twelve (12) months of initial registration, a caregiver shall obtain four (4) additional hours of training";"Achieved";"6/11/2021"
30271850;"1/6/2022";"3/7/2022";"12.2. First Aid Supplies";"Achieved";"2/9/2022"
30271850;"1/6/2022";"3/7/2022";"6.2.a. The caregiver shall obtain a medical examination within thirty (30) days of application";"Achieved";"3/7/2022"
30271850;"1/6/2022";"3/7/2022";"6.3.a.1. Approved training in basic first aid that includes rescue breathing and choke saving";"Achieved";"2/9/2022"
30271850;"1/6/2022";"3/7/2022";"8.1.a. A family child care home shall develop and post a written plan for emergency evacuation";"Achieved";"2/9/2022"
30271850;"1/6/2022";"3/7/2022";"8.1.b. The evacuation plan shall include a drawing of the primary and secondary exits from all areas";"Achieved";"2/9/2022"
30271850;"1/6/2022";"3/7/2022";"9.2.a.1. Keep documentation available on site of rabies vaccinations";"Achieved";"2/9/2022"
30271850;"1/6/2022";"3/7/2022";"12.1.a. A family child care home shall ensure that written emergency information is available near the telephone";"Achieved";"2/9/2022"
30271850;"1/6/2022";"3/7/2022";"14.1.a. A family child care home shall post the daily routine";"Achieved";"2/9/2022"
30250632;"10/19/2022";;"7.3.b. Store cleaning supplies out of the reach of children under six (6) years of age";"Pending";
30250632;"10/19/2022";;"8.1.b. The evacuation plan shall include a drawing of the primary and secondary exits from all areas";"Pending";
30250632;"10/19/2022";;"7.5.c. Protective covers shall be installed on all unused electrical outlets";"Pending";
30250632;"10/19/2022";;"10.1.d.1. A general medical examination for all children shall be obtained by the parents within thirty (30) days";"Pending";
30250632;"10/19/2022";;"8.1.a. A family child care home shall develop and post a written plan for emergency evacuation";"Pending";
30250632;"10/19/2022";;"12.1.b. Emergency information for each child and parental permission forms for emergency medical treatment";"Pending";
30272742;"2/15/2022";"3/28/2022";"6.2.a. The caregiver shall obtain a medical examination within thirty (30) days of application";"Achieved";"3/28/2022"
30272742;"2/15/2022";"3/28/2022";"7.2.d. Balconies, decks, porches, ramps, and play or living areas that are elevated";"Achieved";"3/28/2022"
30272742;"2/15/2022";"3/28/2022";"8.1.b. The evacuation plan shall include a drawing of the primary and secondary exits from all areas";"Achieved";"3/14/2022"
30272742;"2/15/2022";"3/28/2022";"14.1.a. A family child care home shall post the daily routine";"Achieved";"3/14/2022"
30077184;"12/1/2020";"2/24/2021";"6.6.a. A family child care home shall have no more than six children in care";"Achieved";
30077184;"6/29/2021";"8/10/2021";"6.3.a.1. Approved training in basic first aid";"Achieved";"7/22/2021"
30077184;"6/29/2021";"8/10/2021";"6.3.c. Thereafter, the caregiver shall complete eight (8) hours of approved training annually";"Achieved";"7/22/2021"
30077184;"6/29/2021";"8/10/2021";"10.1.d. Care giver maintains records of annual health exams and immunizations for children";"Achieved";"8/10/2021"
30077184;"6/29/2021";"8/10/2021";"10.1.d.3. Immunization records are completed and updated according to the schedule recommended by the department.";"Achieved";"8/10/2021"
30077184;"6/29/2021";"8/10/2021";"12.1.b.-d. Notarized emergency information forms are completed on each child prior to the child's entry into the home";"Achieved";"8/10/2021"
30007613;"1/21/2021";"3/30/2021";"6.3.c. Thereafter, the caregiver shall complete eight (8) hours of approved training annually";"Not Achieved";"3/30/2021"
30007613;"1/21/2021";"3/30/2021";"8.3.b. Digital carbon monoxide detectors shall be installed in all residences that use gas appliances,";"Achieved";"3/30/2021"
30007613;"1/21/2021";"3/30/2021";"10.1.d.1. A general medical examination for all children shall be obtained by the parents within thirty (30) days";"Not Achieved";"3/30/2021"
30007613;"1/21/2021";"3/30/2021";"10.1.d.3. Immunization records shall be completed and updated";"Not Achieved";"3/30/2021"
30007613;"1/21/2021";"3/30/2021";"12.1.b. Emergency information for each child and parental permission forms for emergency medical treatment";"Achieved";"3/30/2021"
30007613;"1/21/2021";"3/30/2021";"12.1.d. Emergency consent forms shall be notarized";"Achieved";"3/17/2021"
30007613;"1/21/2021";"3/30/2021";"18.1.a. A family child care home shall maintain all completed parental forms on file";"Not Achieved";"3/30/2021"
