"Faciliy Num";"Visit Date";"Visit_Description"
7011;"12/07/2022";"The following persons shall apply to the Identification Bureau of the Arkansas State Police for a nationwide criminal record check, to be conducted by the Federal Bureau of Investigation (FBI), which shall include a fingerprint check: (The individual is responsible for the cost of a nationwide check. Each request must be accompanied by a check or money order made out to the Arkansas State Police.) Fingerprints submitted will be used to check the criminal history records of the FBI. Individuals with results showing a prohibited offense shall be advised to contact the Licensing Unit for procedures to obtain the results and for procedures to update or make corrections to the record of their individual history.Each applicant to own or operate a child care facility At initial application and every five (5) years thereafter"
6619;"07/06/2023";"No Violations Cited"
6619;"04/13/2023";"No Violations Cited"
6619;"10/25/2022";"No Violations Cited"
6411;"05/16/2023";"No Violations Cited"
6411;"12/09/2022";"No Violations Cited"
1893;"09/07/2023";"No Violations Cited"
1893;"01/17/2023";"No Violations Cited"
1893;"11/29/2022";"No Violations Cited"
949;"06/29/2023";"No Violations Cited"
97;"08/29/2023";"No Violations Cited"
97;"10/24/2022";"No Violations Cited"
65;"07/18/2023";"At no time shall children be left unsupervised or unattended. The child care center shall provide additional staff for any temporary absence of primary child caring staff for activities such as breaks, meal preparation, transportation, etc."
65;"01/10/2023";"No Violations Cited"
28416;"05/23/2023";"No Violations Cited"
28416;"12/07/2022";"No Violations Cited"
26935;"09/11/2023";"No Violations Cited"
26935;"06/16/2023";"No Violations Cited"
26935;"05/19/2023";"No Violations Cited"
26935;"05/19/2023";"All medications and poisonous substances shall be kept in separately locked areas."
26935;"05/19/2023";"The facility shall provide a written procedure for reporting suspected licensing violations. Serious licensing violations shall be reported to the Licensing Unit. These include, but are not limited to, violations relating to transportation, inappropriate behavior guidance, leaving children unattended, or unsupervised, staff to child ratio violations, or any other violations that could imminently affect the health and safety of children."
26935;"05/09/2023";"No Violations Cited"
26935;"02/16/2023";"No Violations Cited"
26868;"09/08/2023";"No Violations Cited"
26868;"04/06/2023";"No Violations Cited"
26868;"12/06/2022";"No Violations Cited"
28114;"09/28/2023";"No Violations Cited"
28114;"09/07/2023";"No Violations Cited"
28114;"09/07/2023";"At no time shall children be left unsupervised or unattended. The child care center shall provide additional staff for any temporary absence of primary child caring staff for activities such as breaks, meal preparation, transportation, etc."
28114;"09/07/2023";"During lunch or outdoor play activities, if children of different age groups are together, the staff to child ratio for the respective age groups shall be maintained."
28114;"04/14/2023";"No Violations Cited"
38283;"06/13/2023";"No Violations Cited"
25940;"06/09/2023";"No Violations Cited"
25940;"05/31/2023";"No Violations Cited"
25940;"11/23/2022";"No Violations Cited"
25740;"06/28/2023";"No Violations Cited"
25740;"01/17/2023";"No Violations Cited"
25740;"11/14/2022";"No Violations Cited"
26193;"07/18/2023";"No Violations Cited"
26193;"01/10/2023";"No Violations Cited"
24913;"07/31/2023";"No Violations Cited"
24913;"02/10/2023";"No Violations Cited"
24913;"12/14/2022";"No Violations Cited"
24913;"11/09/2022";"No Violations Cited"
24791;"07/25/2023";"No Violations Cited"
24791;"01/03/2023";"No Violations Cited"
48971;"08/10/2023";"No Violations Cited"
48968;"08/10/2023";"No Violations Cited"
48954;"09/27/2023";"No Violations Cited"
48954;"08/10/2023";"No Violations Cited"
48945;"09/28/2023";"No Violations Cited"
48945;"08/07/2023";"No Violations Cited"
48937;"10/03/2023";"No Violations Cited"
48937;"08/07/2023";"No Violations Cited"
48938;"10/11/2023";"No Violations Cited"
48938;"08/07/2023";"No Violations Cited"
48939;"09/28/2023";"No Violations Cited"
48939;"08/07/2023";"No Violations Cited"
48754;"09/28/2023";"No Violations Cited"
48754;"09/08/2023";"No Violations Cited"
48754;"08/15/2023";"No Violations Cited"
48754;"08/04/2023";"No Violations Cited"
48715;"09/26/2023";"No Violations Cited"
48715;"08/28/2023";"No Violations Cited"
48715;"08/01/2023";"No Violations Cited"
48726;"09/26/2023";"No Violations Cited"
48726;"08/30/2023";"No Violations Cited"
48726;"08/01/2023";"No Violations Cited"
48725;"09/26/2023";"No Violations Cited"
48725;"08/30/2023";"No Violations Cited"
48725;"08/01/2023";"No Violations Cited"
48664;"09/21/2023";"No Violations Cited"
48664;"08/31/2023";"No Violations Cited"
48662;"09/26/2023";"No Violations Cited"
48662;"08/24/2023";"No Violations Cited"
48662;"08/01/2023";"No Violations Cited"
48663;"09/08/2023";"No Violations Cited"
48663;"08/30/2023";"No Violations Cited"
48665;"09/29/2023";"No Violations Cited"
48665;"08/29/2023";"No Violations Cited"
48665;"08/01/2023";"No Violations Cited"
48651;"09/26/2023";"No Violations Cited"
48651;"08/28/2023";"No Violations Cited"
48647;"09/28/2023";"No Violations Cited"
48647;"08/30/2023";"No Violations Cited"
48253;"09/15/2023";"No Violations Cited"
48253;"08/30/2023";"No Violations Cited"
48253;"07/27/2023";"No Violations Cited"
48253;"06/22/2023";"No Violations Cited"
48237;"08/08/2023";"No Violations Cited"
48237;"06/23/2023";"No Violations Cited"
48166;"09/27/2023";"No Violations Cited"
48166;"06/22/2023";"No Violations Cited"
48166;"06/07/2023";"No Violations Cited"
48166;"05/31/2023";"No Violations Cited"
48166;"04/14/2023";"No Violations Cited"
47615;"05/17/2023";"No Violations Cited"
14850;"10/05/2023";"No Violations Cited"
14850;"06/07/2023";"No Violations Cited"
14850;"02/28/2023";"No Violations Cited"
21161;"08/31/2023";"No Violations Cited"
21161;"05/19/2023";"No Violations Cited"
21161;"01/06/2023";"No Violations Cited"
13383;"08/31/2023";"No Violations Cited"
13383;"02/13/2023";"No Violations Cited"
13383;"01/06/2023";"No Violations Cited"
22056;"10/05/2023";"No Violations Cited"
22056;"06/02/2023";"No Violations Cited"
22056;"02/08/2023";"No Violations Cited"
22056;"12/06/2022";"No Violations Cited"
30976;"09/27/2023";"No Violations Cited"
30976;"06/02/2023";"No Violations Cited"
30976;"02/10/2023";"No Violations Cited"
30976;"02/03/2023";"No Violations Cited"
30976;"10/27/2022";"No Violations Cited"
36672;"08/18/2023";"No Violations Cited"
36672;"02/09/2023";"No Violations Cited"
36672;"12/08/2022";"No Violations Cited"
38281;"09/25/2023";"No Violations Cited"
38281;"08/18/2023";"No Violations Cited"
38281;"04/14/2023";"No Violations Cited"
38281;"02/09/2023";"No Violations Cited"
38281;"01/26/2023";"No Violations Cited"
38281;"12/06/2022";"No Violations Cited"
38281;"11/08/2022";"No Violations Cited"
16176;"05/08/2023";"Subparts 1 and 2(A) An EIDT must comply with all requirements of the applicable Minimum Licensing Standards for Child Care Centers. (B) A violation of the applicable Minimum Licensing Standards for Child Care Centers constitutes a violation of these standards."
16176;"05/08/2023";"Child care centers shall comply with the Minimum Requirements of the currently adopted Arkansas Fire Prevention Code as administered by local fire department or by the State Fire Marshal, who has final authority. Written verification of annual approval shall be maintained on file. (Note that the State and Local Fire Codes may not allow the use of basements or floors above ground level by children, first grade and younger, unless there is a ground level exit.)"
26554;"05/31/2023";"No Violations Cited"
26554;"12/07/2022";"Subparts 1 and 2(A) An EIDT must comply with all requirements of the applicable Minimum Licensing Standards for Child Care Centers. (B) A violation of the applicable Minimum Licensing Standards for Child Care Centers constitutes a violation of these standards."
26554;"12/07/2022";"Subparts 1 and 2An EIDT must appropriately supervise all beneficiaries based on each beneficiary’s needs."
26554;"12/07/2022";"Subparts 1 and 2Except as provided in subsection (2) below, the EIDT must provide at least the following minimum staff-to-beneficiary ratio for all beneficiaries: Age Group Ratio 0 to 18 months 1:4 18 to 36 months 1:6 3 to 4 years 1:8 4 years and above 1:9"
26554;"12/07/2022";"The child care facility shall maintain a record for each child in care which shall be on site. Records for children no longer enrolled may be maintained off site. Children’s records shall contain the following information:A written record of all significant changes in the child’s physical or emotional state and accidents, incidents or injuries, indicating the date, location, time of day, area or piece of equipment where the incident occurred (A copy of this shall be given to the parent on the day of occurrence);"
26554;"12/07/2022";"At no time shall children be left unsupervised or unattended. The child care center shall provide additional staff for any temporary absence of primary child caring staff for activities such as breaks, meal preparation, transportation, etc."
