"Faciliy #";"Facility Name";"Address";"City";"State";"Zip";"County";"Site Phone";"Facility_Type";"Website Address";"Contact Persons";"Voucher Participant";"ABC Program";"Head Start";"Better Beginnings";"DCCECE Assigned Staff";"DCCECE Office Address";"DCCECE Office City";"DCCECE Office Zip";"DCCECE Office Phone";"DCCECE Email Address";"Months of Operation";"Monday";"Tuesday";"Wednesday";"Thursday";"Friday";"Saturday";"Sunday";"Facility Rates for Ages Served";"Capacity Infant/Toddler";"Capacity Preschool";"Capacity School Age";"Capacity Sick Care";"DetailsRef"
31233;"Legacy Academy";"124 Darter Circle";"Lockesburg";"AR";71846;"Sevier";"(870) 642-8937";"Child Care Center";"-";"Leslie McCleskey";"No";"No";"No";1;"Terri Grice";"3809 Airport Plaza";" Texarkana";71854;"(870) 330-8266";"terri.grice@dhs.arkansas.gov";"January | February | March | April | May | August | September | October | November | December
June | July";"7:30:00 AM-5:30:00 PM";"7:30:00 AM-5:30:00 PM";"7:30:00 AM-5:30:00 PM";"7:30:00 AM-5:30:00 PM";"7:30:00 AM-5:30:00 PM";;;"
Preschool 30 to 72 Months-$18.00 per Day (7 Hours or More)
Preschool 30 to 72 Months-$11.25 per Day (Less than 7 Hours)
School Age 60 to 156 Months-$18.00 per Day (7 Hours or More)
School Age 60 to 156 Months-$11.25 per Day (Less than 7 Hours)
Toddler 18 to 36 Months-$19.50 per Day (7 Hours or More)
Toddler 18 to 36 Months-$11.25 per Day (Less than 7 Hours)";67;30;358;;"https://ardhslicensing.my.site.com/elicensing/s/search-provider/facilty-details?tab=CC&fid=a0k8z0000009NfgAAE&language=en_US"
36502;"The Stay and Play";"218 Williamson Loop";"Horatio";"AR";71842;"Sevier";"(870) 832-6576";"Licensed Child Care Family Home";"-";"Krystal Scott";"No";"No";"No";0;"Terri Grice";"3809 Airport Plaza";" Texarkana";71854;"(870) 330-8266";"terri.grice@dhs.arkansas.gov";"January | February | March | April | May | June | July | August | September | October | November | December
";"7:15:00 AM-5:00:00 PM";"7:15:00 AM-5:00:00 PM";"7:15:00 AM-5:00:00 PM";"7:15:00 AM-5:00:00 PM";"7:15:00 AM-5:00:00 PM";;;;;;;;"https://ardhslicensing.my.site.com/elicensing/s/search-provider/facilty-details?tab=CC&fid=a0k8z0000009NisAAE&language=en_US"
21219;"Wee Center";"1535 West Collin Raye Drive";"De Queen";"AR";71832;"Sevier";"(870) 642-2151";"Child Care Center";"-";"Connie Harp";"No";"No";"No";0;"Terri Grice";"3809 Airport Plaza";" Texarkana";71854;"(870) 330-8266";"terri.grice@dhs.arkansas.gov";"January | February | March | April | May | August | September | October | November | December
June | July";"7:30:00 AM-5:00:00 PM";"7:30:00 AM-5:00:00 PM";"7:30:00 AM-5:00:00 PM";"7:30:00 AM-5:00:00 PM";"7:30:00 AM-5:00:00 PM";;;"
Preschool 30 to 72 Months-$8.00 per Day (Less than 7 Hours)
Preschool 30 to 72 Months-$18.00 per Day (7 Hours or More)
Toddler 18 to 36 Months-$18.00 per Day (7 Hours or More)";10;48;;;"https://ardhslicensing.my.site.com/elicensing/s/search-provider/facilty-details?tab=CC&fid=a0k8z0000009NPVAA2&language=en_US"
28506;"The Happy House";"712 W Gilson Ave";"De Queen";"AR";71832;"Sevier";"(870) 642-5279";"Licensed Child Care Family Home";"-";"Virginia Arnold";"No";"No";"No";0;"Terri Grice";"3809 Airport Plaza";" Texarkana";71854;"(870) 330-8266";"terri.grice@dhs.arkansas.gov";"January | February | March | April | May | June | July | August | September | October | November | December
";"7:00:00 AM-5:00:00 PM";"7:00:00 AM-5:00:00 PM";"7:00:00 AM-5:00:00 PM";"7:00:00 AM-5:00:00 PM";"7:00:00 AM-5:00:00 PM";;;"
Preschool 30 to 72 Months-$14.00 per Day (7 Hours or More)";;;;;"https://ardhslicensing.my.site.com/elicensing/s/search-provider/facilty-details?tab=CC&fid=a0k8z0000009NXjAAM&language=en_US"
15925;"EVENING SHADE DAY CARE";"2 PARK CIRCLE";"EVENING SHADE";"AR";72532;"Sharp";"(870) 384-2655";"Licensed Child Care Family Home";"-";"LORENE CAHALL";"Yes";"No";"Yes";6;"Erin Smith";;;"AR";"-";"erin.smith@dhs.arkansas.gov";"January | February | March | April | May | June | July | August | September | October | November | December
";"7:00:00 AM-4:00:00 PM";"7:00:00 AM-4:00:00 PM";"7:00:00 AM-4:00:00 PM";"7:00:00 AM-4:00:00 PM";"7:00:00 AM-4:00:00 PM";;;"
Infant 0 to 18 Months-$32.50 per Day (Weekend Care)
Infant 0 to 18 Months-$19.50 per Day (7 Hours or More)
Infant 0 to 18 Months-$10.00 per Day (Less than 7 Hours)
Preschool 30 to 72 Months-$17.00 per Day (7 Hours or More)
Preschool 30 to 72 Months-$23.00 per Day (Night Care)
Preschool 30 to 72 Months-$27.50 per Day (Weekend Care)
Preschool 30 to 72 Months-$8.00 per Day (Less than 7 Hours)
School Age 60 to 156 Months-$20.00 per Day (Night Care)
School Age 60 to 156 Months-$8.00 per Day (Less than 7 Hours)
School Age 60 to 156 Months-$17.00 per Day (7 Hours or More)
School Age 60 to 156 Months-$25.00 per Day (Weekend Care)
Toddler 18 to 36 Months-$24.00 per Day (Night Care)
Toddler 18 to 36 Months-$17.50 per Day (7 Hours or More)
Toddler 18 to 36 Months-$9.00 per Day (Less than 7 Hours)
Toddler 18 to 36 Months-$29.50 per Day (Weekend Care)";;;;;"https://ardhslicensing.my.site.com/elicensing/s/search-provider/facilty-details?tab=CC&fid=a0k8z0000009NOdAAM&language=en_US"
45228;"Mrs. Krystal's Preschool";"2926 Highway 62/412";"Highland";"AR";72542;"Sharp";"(870) 751-1428";"Licensed Child Care Family Home";"https://www.facebook.com/Mrs-Krystals-Preschool-101244622694524";"Mrs. Krystal's Preschool";"Yes";"No";"No";5;"Erin Smith";;;"AR";"-";"erin.smith@dhs.arkansas.gov";"January | February | March | April | May | June | July | August | September | October | November | December
";"7:30:00 AM-5:15:00 PM";"7:30:00 AM-5:15:00 PM";"7:30:00 AM-5:15:00 PM";"7:30:00 AM-5:15:00 PM";"7:30:00 AM-5:15:00 PM";;;"
Infant 0 to 18 Months-$31.00 per Day (7 Hours or More)
Preschool 30 to 72 Months-$28.00 per Day (7 Hours or More)
School Age 60 to 156 Months-$15.00 per Day (Less than 7 Hours)
School Age 60 to 156 Months-$15.00 per Day (7 Hours or More)
Toddler 18 to 36 Months-$31.00 per Day (7 Hours or More)";;;;;"https://ardhslicensing.my.site.com/elicensing/s/search-provider/facilty-details?tab=CC&fid=a0k8z000000CORYAA4&language=en_US"
13660;"CAVE CITY HEAD START";"217 SCHOOL ROAD";"CAVE CITY";"AR";72521;"Sharp";"(870) 283-5341";"Child Care Center";"-";"Linda Cooper";"No";"No";"Yes";4;"Erin Smith";;;"AR";"-";"erin.smith@dhs.arkansas.gov";"January | February | March | April | May | September | October | November | December
June | July | August";"8:00:00 AM-3:00:00 PM";"8:00:00 AM-3:00:00 PM";"8:00:00 AM-3:00:00 PM";"8:00:00 AM-3:00:00 PM";"8:00:00 AM-3:00:00 PM";;;;;55;;;"https://ardhslicensing.my.site.com/elicensing/s/search-provider/facilty-details?tab=CC&fid=a0k8z0000009NN8AAM&language=en_US"
28339;"HIGHLAND HEAD START";"52 MEADOWBROOK DRIVE";"HIGHLAND";"AR";72542;"Sharp";"(870) 856-2545";"Child Care Center";"-";"Lauren Burton";"No";"Yes";"Yes";4;"Erin Smith";;;"AR";"-";"erin.smith@dhs.arkansas.gov";"January | February | March | April | May | September | October | November | December
June | July | August";"7:45:00 AM-3:00:00 PM";"7:45:00 AM-3:00:00 PM";"7:45:00 AM-3:00:00 PM";"7:45:00 AM-3:00:00 PM";"7:45:00 AM-3:00:00 PM";;;;;76;;;"https://ardhslicensing.my.site.com/elicensing/s/search-provider/facilty-details?tab=CC&fid=a0k8z0000009NXQAA2&language=en_US"
36214;"Highland Schools";"1627 US-62 #412";"Highland";"AR";72542;"Sharp";"(870) 856-3275";"Child Care Center";"-";"Stephanie Studer";"Yes";"Yes";"No";3;"Erin Smith";;;"AR";"-";"erin.smith@dhs.arkansas.gov";"January | February | March | April | May | August | September | October | November | December
June | July";"7:00:00 AM-4:30:00 PM";"7:00:00 AM-4:30:00 PM";"7:00:00 AM-4:30:00 PM";"7:00:00 AM-4:30:00 PM";"7:00:00 AM-4:30:00 PM";;;"
Infant 0 to 18 Months-$12.00 per Day (Less than 7 Hours)
Preschool 30 to 72 Months-$18.00 per Day (7 Hours or More)
Preschool 30 to 72 Months-$12.00 per Day (Less than 7 Hours)
Toddler 18 to 36 Months-$20.00 per Day (7 Hours or More)
Toddler 18 to 36 Months-$12.00 per Day (Less than 7 Hours)";49;81;;;"https://ardhslicensing.my.site.com/elicensing/s/search-provider/facilty-details?tab=CC&fid=a0k8z0000009NiDAAU&language=en_US"
14460;"CAVE CITY ABC PRESCHOOL";"711 NORTH MAIN";"CAVE CITY";"AR";72521;"Sharp";"(870) 283-5391";"Child Care Center";"-";"Lori Laman";"Yes";"Yes";"No";3;"Erin Smith";;;"AR";"-";"erin.smith@dhs.arkansas.gov";"January | February | March | April | May | September | October | November | December
June | July | August";"7:45:00 AM-3:00:00 PM";"7:45:00 AM-3:00:00 PM";"7:45:00 AM-3:00:00 PM";"7:45:00 AM-3:00:00 PM";"7:45:00 AM-3:00:00 PM";;;;;72;;;"https://ardhslicensing.my.site.com/elicensing/s/search-provider/facilty-details?tab=CC&fid=a0k8z0000009NNUAA2&language=en_US"
11262;"EVENING SHADE EARLY HEAD START";"200 SCHOOL DRIVE";"EVENING SHADE";"AR";72532;"Sharp";"(870) 266-3460";"Child Care Center";"-";"Carol Wilkes";"No";"No";"Yes";3;"Erin Smith";;;"AR";"-";"erin.smith@dhs.arkansas.gov";"January | February | March | April | May | August | September | October | November | December
June | July";"7:45:00 AM-3:00:00 PM";"7:45:00 AM-3:00:00 PM";"7:45:00 AM-3:00:00 PM";"7:45:00 AM-3:00:00 PM";"7:45:00 AM-3:00:00 PM";;;;10;0;;;"https://ardhslicensing.my.site.com/elicensing/s/search-provider/facilty-details?tab=CC&fid=a0k8z0000009NM7AAM&language=en_US"
30720;"HIGHLAND EARLY HEAD START";"2042 HWY 62/412";"HIGHLAND";"AR";72542;"Sharp";"(870) 856-2411";"Child Care Center";"-";"Gina Miller";"No";"No";"Yes";3;"Erin Smith";;;"AR";"-";"erin.smith@dhs.arkansas.gov";"January | February | March | April | May | September | October | November | December
June | July | August";"7:30:00 AM-4:30:00 PM";"7:30:00 AM-4:30:00 PM";"7:30:00 AM-4:30:00 PM";"7:30:00 AM-4:30:00 PM";"7:30:00 AM-4:30:00 PM";;;"
Infant 0 to 18 Months-$33.76 per Day (7 Hours or More)";39;;;;"https://ardhslicensing.my.site.com/elicensing/s/search-provider/facilty-details?tab=CC&fid=a0k8z0000009NdmAAE&language=en_US"
15922;"HIGHLAND WEE CARE DAY CARE AND LEARNING CENTER";"1647 HWY 62 412";"HIGHLAND";"AR";72542;"Sharp";"(870) 856-4990";"Early Intervention Day Treatment (EIDT)";"www.networkofcommunityoptions.org";"Judy Halmark";"Yes";"No";"No";3;"Chasity Mathis";"1600 Browns Lane Access Rd";" Jonesboro";72403;"(870) 910-8519";"chasity.mathis@dhs.arkansas.gov";"January | February | March | April | May | June | July | August | September | October | November | December
";"7:00:00 AM-5:00:00 PM";"7:00:00 AM-5:00:00 PM";"7:00:00 AM-5:00:00 PM";"7:00:00 AM-5:00:00 PM";"7:00:00 AM-5:00:00 PM";;;"
Infant 0 to 18 Months-$33.76 per Day (7 Hours or More)
Infant 0 to 18 Months-$5.00 per Day (Less than 7 Hours)
Preschool 30 to 72 Months-$5.00 per Day (Less than 7 Hours)
Preschool 30 to 72 Months-$20.00 per Day (7 Hours or More)
Toddler 18 to 36 Months-$5.00 per Day (Less than 7 Hours)
Toddler 18 to 36 Months-$17.00 per Day (7 Hours or More)";12;44;;;"https://ardhslicensing.my.site.com/elicensing/s/search-provider/facilty-details?tab=CC&fid=a0k8z0000009OZaAAM&language=en_US"
16234;"HIGHLAND WEE CARE CHILD ENRICHMENT CENTER";"1693 HWY 62/412";"HIGHLAND";"AR";72542;"Sharp";"(870) 856-5437";"Early Intervention Day Treatment (EIDT)";"networkofcommunityoptions.org";"Dakota Lemaster";"Yes";"No";"No";3;"Chasity Mathis";"1600 Browns Lane Access Rd";" Jonesboro";72403;"(870) 910-8519";"chasity.mathis@dhs.arkansas.gov";"January | February | March | April | May | June | July | August | September | October | November | December
";"7:00:00 AM-5:00:00 PM";"7:00:00 AM-5:00:00 PM";"7:00:00 AM-5:00:00 PM";"7:00:00 AM-5:00:00 PM";"7:00:00 AM-5:00:00 PM";;;"
Infant 0 to 18 Months-$5.00 per Day (Less than 7 Hours)
Infant 0 to 18 Months-$18.00 per Day (7 Hours or More)
Toddler 18 to 36 Months-$5.00 per Day (Less than 7 Hours)
Toddler 18 to 36 Months-$17.00 per Day (7 Hours or More)";54;;;;"https://ardhslicensing.my.site.com/elicensing/s/search-provider/facilty-details?tab=CC&fid=a0k8z0000009OZgAAM&language=en_US"
35883;"Happy Feet Too";"2489 HWY 62 412";"HIGHLAND";"AR";72542;"Sharp";"(850) 685-2131";"Child Care Center";"-";"Callie Wilson";"Yes";"No";"No";2;"Erin Smith";;;"AR";"-";"erin.smith@dhs.arkansas.gov";"January | February | March | April | May | June | July | August | September | October | November | December
";"7:30:00 AM-5:15:00 PM";"7:30:00 AM-5:15:00 PM";"7:30:00 AM-5:15:00 PM";"7:30:00 AM-5:15:00 PM";"7:30:00 AM-5:15:00 PM";;;"
Infant 0 to 18 Months-$26.00 per Day (7 Hours or More)
Preschool 30 to 72 Months-$26.00 per Day (7 Hours or More)
School Age 60 to 156 Months-$25.00 per Day (7 Hours or More)
School Age 60 to 156 Months-$22.00 per Day (Less than 7 Hours)
Toddler 18 to 36 Months-$26.00 per Day (7 Hours or More)";;20;;;"https://ardhslicensing.my.site.com/elicensing/s/search-provider/facilty-details?tab=CC&fid=a0k8z0000009NhpAAE&language=en_US"
30740;"KIDDO COLLEGE";"2985 HWY 62/412";"HIGHLAND";"AR";72543;"Sharp";"(850) 685-2131";"Child Care Center";"-";"Jeanette Massey";"Yes";"No";"No";2;"Erin Smith";;;"AR";"-";"erin.smith@dhs.arkansas.gov";"January | February | March | April | May | June | July | August | September | October | November | December
";"7:30:00 AM-5:15:00 PM";"7:30:00 AM-5:15:00 PM";"7:30:00 AM-5:15:00 PM";"7:30:00 AM-5:15:00 PM";"7:30:00 AM-5:15:00 PM";;;"
Infant 0 to 18 Months-$28.00 per Day (7 Hours or More)
Infant 0 to 18 Months-$8.00 per Day (Less than 7 Hours)
Preschool 30 to 72 Months-$10.00 per Day (Less than 7 Hours)
Preschool 30 to 72 Months-$20.00 per Day (7 Hours or More)
School Age 60 to 156 Months-$20.00 per Day (7 Hours or More)
School Age 60 to 156 Months-$15.00 per Day (Less than 7 Hours)
School Age 60 to 156 Months-$20.00 per Day (7 Hours or More)
School Age 60 to 156 Months-$8.50 per Day (Less than 7 Hours)
Toddler 18 to 36 Months-$20.00 per Day (7 Hours or More)
Toddler 18 to 36 Months-$7.50 per Day (Less than 7 Hours)";10;;36;;"https://ardhslicensing.my.site.com/elicensing/s/search-provider/facilty-details?tab=CC&fid=a0k8z0000009NdrAAE&language=en_US"
22459;"FROM THE BEGINNING";"120 Nix Ridge Rd";"Ash Flat";"AR";"72513-9017";"Sharp";"(870) 994-3103";"Early Intervention Day Treatment (EIDT)";"-";"Rachel Vannattan";"No";"No";"No";2;"Chasity Mathis";"1600 Browns Lane Access Rd";" Jonesboro";72403;"(870) 910-8519";"chasity.mathis@dhs.arkansas.gov";"January | February | March | April | May | June | July | August | September | October | November | December
";"7:00:00 AM-4:00:00 PM";"7:00:00 AM-4:00:00 PM";"7:00:00 AM-4:00:00 PM";"7:00:00 AM-4:00:00 PM";"7:00:00 AM-4:00:00 PM";;;"
Infant 0 to 18 Months-$21.00 per Day (7 Hours or More)
Preschool 30 to 72 Months-$20.00 per Day (7 Hours or More)
Toddler 18 to 36 Months-$20.00 per Day (7 Hours or More)
Toddler 18 to 36 Months-$20.00 per Day (7 Hours or More)";48;40;;;"https://ardhslicensing.my.site.com/elicensing/s/search-provider/facilty-details?tab=CC&fid=a0k8z0000009OZqAAM&language=en_US"
35479;"HUGS-N-TUGS Family Home Daycare/ Preschool";"2533 Highway 63";"Hardy";"AR";72542;"Sharp";"(870) 751-0311";"Licensed Child Care Family Home";"-";"Montana Lane";"No";"No";"No";0;"Erin Smith";;;"AR";"-";"erin.smith@dhs.arkansas.gov";"January | February | March | April | May | June | July | August | September | October | November | December
";"7:30:00 AM-5:30:00 PM";"7:30:00 AM-5:30:00 PM";"7:30:00 AM-5:30:00 PM";"7:30:00 AM-5:30:00 PM";"7:30:00 AM-5:30:00 PM";;;"
Infant 0 to 18 Months-$24.00 per Day (7 Hours or More)
Infant 0 to 18 Months-$14.00 per Day (Less than 7 Hours)
Preschool 30 to 72 Months-$20.00 per Day (7 Hours or More)
Preschool 30 to 72 Months-$12.00 per Day (Less than 7 Hours)
School Age 60 to 156 Months-$20.00 per Day (7 Hours or More)
School Age 60 to 156 Months-$12.00 per Day (Less than 7 Hours)
Toddler 18 to 36 Months-$20.00 per Day (7 Hours or More)
Toddler 18 to 36 Months-$12.00 per Day (Less than 7 Hours)";;;;;"https://ardhslicensing.my.site.com/elicensing/s/search-provider/facilty-details?tab=CC&fid=a0k8z0000009NhGAAU&language=en_US"
29037;"LITTLE FOX TROTTER ACADEMY";"13258 AR-263";"Fox";"AR";72051;"Stone";"(870) 363-4747";"Child Care Center";"-";"Lea Turner";"Yes";"Yes";"No";4;"Erin Smith";;;"AR";"-";"erin.smith@dhs.arkansas.gov";"January | February | March | April | May | August | September | October | November | December
June | July";"8:00:00 AM-3:00:00 PM";"8:00:00 AM-3:00:00 PM";"8:00:00 AM-3:00:00 PM";"8:00:00 AM-3:00:00 PM";"8:00:00 AM-3:00:00 PM";;;;;24;;;"https://ardhslicensing.my.site.com/elicensing/s/search-provider/facilty-details?tab=CC&fid=a0k8z0000009NZDAA2&language=en_US"
30540;"MOUNTAIN VIEW HEAD START / EARLY HEAD START";"19757 Highway 5 North";"Mountain View";"AR";72560;"Stone";"(870) 269-4341";"Child Care Center";"nadcinc.org";"Clara Salazar";"No";"No";"Yes";3;"Erin Smith";;;"AR";"-";"erin.smith@dhs.arkansas.gov";"January | February | March | April | May | June | August | September | October | November | December
July";"7:30:00 AM-4:30:00 PM";"7:30:00 AM-4:30:00 PM";"7:30:00 AM-4:30:00 PM";"7:30:00 AM-4:30:00 PM";"7:30:00 AM-4:30:00 PM";;;;30;79;;;"https://ardhslicensing.my.site.com/elicensing/s/search-provider/facilty-details?tab=CC&fid=a0k8z0000009NdGAAU&language=en_US"
28874;"MTN VIEW PRE-SCHOOL";"2008 KILLIAN STREET";"MOUNTAIN VIEW";"AR";72560;"Stone";"(870) 269-5603";"Child Care Center";"-";"Carrie Futrell";"Yes";"Yes";"No";3;"Erin Smith";;;"AR";"-";"erin.smith@dhs.arkansas.gov";"January | February | March | April | May | June | August | September | October | November | December
July";"7:40:00 AM-3:10:00 PM";"7:40:00 AM-3:10:00 PM";"7:40:00 AM-3:10:00 PM";"7:40:00 AM-3:10:00 PM";"7:40:00 AM-3:10:00 PM";;;"
Preschool 30 to 72 Months-$10.24 per Day (Less than 7 Hours)
Preschool 30 to 72 Months-$27.30 per Day (7 Hours or More)";;60;;;"https://ardhslicensing.my.site.com/elicensing/s/search-provider/facilty-details?tab=CC&fid=a0k8z0000009NYhAAM&language=en_US"
27471;"BUSY BEE DAY CARE";"205 GREEN AVENUE";"MOUNTAIN VIEW";"AR";72560;"Stone";"(870) 615-1636";"Licensed Child Care Family Home";"-";"RITA WARD";"Yes";"No";"No";3;"Erin Smith";;;"AR";"-";"erin.smith@dhs.arkansas.gov";"January | February | March | April | May | June | July | August | September | October | November | December
";"7:00:00 AM-4:00:00 PM";"7:00:00 AM-4:00:00 PM";"7:00:00 AM-4:30:00 PM";"7:00:00 AM-4:30:00 PM";"7:00:00 AM-4:30:00 PM";;;"
Infant 0 to 18 Months-$25.00 per Day (Less than 7 Hours)
Infant 0 to 18 Months-$25.00 per Day (7 Hours or More)
Preschool 30 to 72 Months-$25.00 per Day (Less than 7 Hours)
Preschool 30 to 72 Months-$25.00 per Day (7 Hours or More)
School Age 60 to 156 Months-$25.00 per Day (7 Hours or More)
Toddler 18 to 36 Months-$25.00 per Day (7 Hours or More)
Toddler 18 to 36 Months-$25.00 per Day (Less than 7 Hours)";;;;;"https://ardhslicensing.my.site.com/elicensing/s/search-provider/facilty-details?tab=CC&fid=a0k8z0000009NWEAA2&language=en_US"
22977;"TIGER CUBS DAY CARE";"23747 HIGHWAY 263";"TIMBO";"AR";72680;"Stone";"(870) 746-4303";"Child Care Center";"-";"Michelle Hughes";"Yes";"Yes";"No";2;"Erin Smith";;;"AR";"-";"erin.smith@dhs.arkansas.gov";"January | February | March | April | May | June | August | September | October | November | December
July";"7:45:00 AM-3:15:00 PM";"7:45:00 AM-3:15:00 PM";"7:45:00 AM-3:15:00 PM";"7:45:00 AM-3:15:00 PM";"7:45:00 AM-3:15:00 PM";;;"
Preschool 30 to 72 Months-$12.00 per Day (7 Hours or More)";;20;;;"https://ardhslicensing.my.site.com/elicensing/s/search-provider/facilty-details?tab=CC&fid=a0k8z0000009NRGAA2&language=en_US"
31054;"THE LEARNING TREE";"19127 Highway 5 North";"Mountain View";"AR";72560;"Stone";"(870) 269-5655";"Child Care Center";"darlenehopper@rocketmail.com";"Darlene Hopper";"No";"No";"No";1;"Erin Smith";;;"AR";"-";"erin.smith@dhs.arkansas.gov";"January | February | March | April | May | June | July | August | September | October | November | December
";"7:30:00 AM-5:30:00 PM";"7:30:00 AM-5:30:00 PM";"7:30:00 AM-5:30:00 PM";"5:30:00 AM-5:30:00 PM";"7:30:00 AM-5:30:00 PM";;;"
Infant 0 to 18 Months-$25.00 per Day (Less than 7 Hours)
Preschool 30 to 72 Months-$20.00 per Day (7 Hours or More)
Toddler 18 to 36 Months-$22.00 per Day (7 Hours or More)";8;31;;;"https://ardhslicensing.my.site.com/elicensing/s/search-provider/facilty-details?tab=CC&fid=a0k8z0000009NexAAE&language=en_US"
27832;"UAMS KIDS FIRST MOUNTAIN VIEW";"1810 OZARKA COLLEGE DRIVE";"MOUNTAIN VIEW";"AR";72560;"Stone";"(870) 269-2110";"Early Intervention Day Treatment (EIDT)";"-";"Daniel Cates";"No";"No";"No";1;"Chasity Mathis";"1600 Browns Lane Access Rd";" Jonesboro";72403;"(870) 910-8519";"chasity.mathis@dhs.arkansas.gov";"January | February | March | April | May | June | July | August | September | October | November | December
";"7:00:00 AM-4:30:00 PM";"7:00:00 AM-4:30:00 PM";"7:00:00 AM-4:30:00 PM";"7:00:00 AM-4:30:00 PM";"7:00:00 AM-4:30:00 PM";;;;23;65;;;"https://ardhslicensing.my.site.com/elicensing/s/search-provider/facilty-details?tab=CC&fid=a0k8z0000009OafAAE&language=en_US"
