id;name;facility_type;address;email;state;zip;phone;capacity;accepts_vouchers;food_program;serves_infant;serves_toddler;serves_preschool;serves_school_age;capital_quality_designation;accreditation_type;accreditation_expires;service_schedule;schedule_monday;schedule_tuesday;schedule_wednesday;schedule_thursday;schedule_friday;schedule_saturday;schedule_sunday;ages_served;license_type;license_type_definition;current_license_begin_date;current_license_expiration_date;facility_type_short;contact;languages_spoken;accreditation;mission_statement;original_license_issuance_date;url;lat;lng;region;capital_quality_participant;nontraditional;montessori;PreK_enhancement;early_childhood_education;home_provider;expanded_home_provider;faith_based;charter_school;before_and_after_program;employer_supported;quality_improved_network;early_head_start;head_start;federal_government_facility;dc_government_facility;private_school;private_elementary_and_middle_school;dcps;homeless;play_based_nursery_school
2043;UPO @ Frederick Douglass;Child Development Center;3240 Stanton RD;awhite@upo.org;DC;20020;(202) 889-2080;55;1;;Yes;Yes;Yes;No;Quality;;;All Year;07:00 AM-06:00 PM;07:00 AM-06:00 PM;07:00 AM-06:00 PM;07:00 AM-06:00 PM;07:00 AM-06:00 PM;Closed;Closed;0 - 5 years;Full License;A full license is issued when an applicant has demonstrated substantial complliance with the child development facilities regulations.;December 20, 2017;December 31, 2020;CDC;Anita White;English;None;In collaboration with families and the community, we will educate, empower and support children by providing continuous high quality comprehensive services to achieve successful parent engagement and positive child outcomes.;October 04, 2011;https://childcareconnections.osse.dc.gov/MychildCare/FacilityProfile?FacilityId=2043;38.8492679;-76.980645;SE;1;;;;1;;;;;;;;;;;1;;;;;
2158;UPO @ H. D. Woodson High School;Child Development Center;540 55th ST;lgreene@upo.org;DC;20019;(202) 724-8841;11;1;;Yes;Yes;No;No;Quality;;;All Year;08:00 AM-04:30 AM;08:00 AM-04:30 AM;08:00 AM-04:30 AM;08:00 AM-04:30 AM;08:00 AM-04:30 AM;Closed;Closed;0 - 3 years;Full License;A full license is issued when an applicant has demonstrated substantial complliance with the child development facilities regulations.;November 16, 2017;November 30, 2020;CDC;Lisa Greene;English;None;In collaboration with families and the community, we will educate, empower and support children by providing continuous high quality comprehensive services to achieve successful parent engagement and positive child outcomes.;September 03, 2013;https://childcareconnections.osse.dc.gov/MychildCare/FacilityProfile?FacilityId=2158;38.8968115;-76.9226988;NE;1;;;;1;;;;;;;;;;;1;;;;;
2701;UPO @ Ketcham Elementary School;Child Development Center;1919 15th ST;swilliams@upo.org;DC;20020;(202) 610-5872;32;1;;Yes;Yes;No;No;Preliminary;;;All Year;07:00 AM-06:00 PM;07:00 AM-06:00 PM;07:00 AM-06:00 PM;07:00 AM-06:00 PM;07:00 AM-06:00 PM;Closed;Closed;0 - 3 years;Full License;A full license is issued when an applicant has demonstrated substantial complliance with the child development facilities regulations.;July 02, 2019;January 31, 2022;CDC;Shirleeta Williams;English;None;This facility has no mission statement at this time.;January 29, 2019;https://childcareconnections.osse.dc.gov/MychildCare/FacilityProfile?FacilityId=2701;38.8660426;-76.9836211;SE;1;;;;1;;;;;;;;;;;1;;;;;
2045;UPO @ Luke C. Moore Academy;Child Development Center;1001 Monroe ST;csalas@upo.org;DC;20017;(202) 671-6313;8;1;1;Yes;Yes;No;No;Developing;;;All Year;07:00 AM-06:00 PM;07:00 AM-06:00 PM;07:00 AM-06:00 PM;07:00 AM-06:00 PM;07:00 AM-06:00 PM;Closed;Closed;0 - 3 years;Full License;A full license is issued when an applicant has demonstrated substantial complliance with the child development facilities regulations.;December 05, 2017;December 31, 2020;CDC;Charmie Salas;English;None;In collaboration with families and the community, we will educate, empower and support children by providing continuous high quality comprehensive services to achieve successful parent engagement and positive child outcomes.;October 04, 2011;https://childcareconnections.osse.dc.gov/MychildCare/FacilityProfile?FacilityId=2045;38.9322763;-76.9923163;NE;1;;;;;;;;;;;;1;;;;;;;;
2700;UPO @ Marie Reed Elementary School;Child Development Center;2195 Champlain ST;tchase@upo.org;DC;20009;(202) 238-4686;16;1;;Yes;Yes;No;No;Preliminary;;;All Year;07:00 AM-06:00 PM;07:00 AM-06:00 PM;07:00 AM-06:00 PM;07:00 AM-06:00 PM;07:00 AM-06:00 PM;Closed;Closed;0 - 3 years;Full License;A full license is issued when an applicant has demonstrated substantial complliance with the child development facilities regulations.;March 26, 2019;March 31, 2022;CDC;Tanisha Chase;English;None;This facility has no mission statement at this time.;March 26, 2019;https://childcareconnections.osse.dc.gov/MychildCare/FacilityProfile?FacilityId=2700;38.9194989;-77.0405247;NW;1;;;;1;;;;;;;;;;;1;;;;;
2221;UPO @ Paradise Early Childhood Center;Child Development Center;3513 Jay ST;jlemons@upo.org;DC;20019;(202) 627-2220;20;1;1;Yes;Yes;Yes;No;Quality;;;All Year;07:00 AM-06:00 PM;07:00 AM-06:00 PM;07:00 AM-06:00 PM;07:00 AM-06:00 PM;07:00 AM-06:00 PM;Closed;Closed;0 - 5 years;Full License;A full license is issued when an applicant has demonstrated substantial complliance with the child development facilities regulations.;April 01, 2018;March 31, 2021;CDC;Jacqueline Lemons;English;None;In collaboration with families and the community, we will educate, empower and support children by providing continuous high quality comprehensive services to achieve successful parent engagement and positive child outcomes.;February 19, 2015;https://childcareconnections.osse.dc.gov/MychildCare/FacilityProfile?FacilityId=2221;38.9057196;-76.9507304;NE;1;;;;;;;;;;;;1;;;;;;;;
2551;UPO @ Roosevelt High School;Child Development Center;4301 13th ST;jkoskey@upo.org;DC;20011;(202) 939-3609;16;1;;Yes;Yes;No;No;High-Quality;;;All Year;07:00 AM-06:00 PM;07:00 AM-06:00 PM;07:00 AM-06:00 PM;07:00 AM-06:00 PM;07:00 AM-06:00 PM;Closed;Closed;0 - 3 years;Full License;A full license is issued when an applicant has demonstrated substantial complliance with the child development facilities regulations.;October 03, 2017;October 31, 2020;CDC;Joyce koskey;English;None;In collaboration with families and the community, we will educate, empower and support children by providing continuous high quality comprehensive services to achieve successful parent engagement and positive child outcomes.;October 06, 2016;https://childcareconnections.osse.dc.gov/MychildCare/FacilityProfile?FacilityId=2551;38.9430828;-77.0288871;NW;1;;;;1;;;;;;;;;;;1;;;;;
2731;US Kids Child Development Center;Child Development Center;1800 F ST;mboswell@uskidsdc.org;DC;20405;(202) 233-4623;66;;;Yes;Yes;Yes;No;Not Participating;;;All Year;07:00 AM-06:30 PM;07:00 AM-06:30 PM;07:00 AM-06:30 PM;07:00 AM-06:30 PM;07:00 AM-06:30 PM;Closed;Closed;0 - 5 years;Full License;A full license is issued when an applicant has demonstrated substantial complliance with the child development facilities regulations.;August 20, 2020;February 22, 2021;CDC;Markieta Boswell;English;None;This facility does not currently participate in the Capital Quality program. Learn more about Capital Quality here.;August 26, 2019;https://childcareconnections.osse.dc.gov/MychildCare/FacilityProfile?FacilityId=2731;38.8971158;-77.0425678;NW;;;;;;;;;;;;;;;1;;;;;;
2215;USDA Child Development Center;Child Development Center;201 14th ST;smoore@kindercare.com;DC;20250;(202) 205-1133;118;;;Yes;Yes;Yes;No;Not Participating;NAEYC;October 01, 2021;All Year;06:30 AM-06:30 PM;06:30 AM-06:30 PM;06:30 AM-06:30 PM;06:30 AM-06:30 PM;06:30 AM-06:30 PM;Closed;Closed;0 - 5 years;Full License;A full license is issued when an applicant has demonstrated substantial complliance with the child development facilities regulations.;November 28, 2017;November 30, 2020;CDC;Seneca Moore;English;;This facility does not currently participate in the Capital Quality program. Learn more about Capital Quality here.;August 18, 2014;https://childcareconnections.osse.dc.gov/MychildCare/FacilityProfile?FacilityId=2215;38.8873051;-77.0327158;SW;;;;;;;;;;;;;;;1;;;;;;
2010;Vee's Early Education Center;Child Development Center;2130 Minnesota AVE;veesandassocgroup@gmail.com;DC;20020;(202) 889-6918;21;1;1;Yes;Yes;Yes;Yes;Progressing;None;January 01, 0001;All Year;07:00 AM-05:30 AM;07:00 AM-05:30 AM;07:00 AM-05:30 AM;07:00 AM-05:30 AM;07:00 AM-05:30 AM;Closed;Closed;0 - 5+ years;Full License;A full license is issued when an applicant has demonstrated substantial complliance with the child development facilities regulations.;December 23, 2017;December 31, 2020;CDC;Cherrealle Moore;English;;Vee’s Early Education Center is dedicated to the development of the whole child. Our goal is to provide a safe, stimulating and inclusive environment where children grow emotionally, socially, physically, and creatively in preparation for school readiness. The teachers and staff of Vee’s understands the importance of building and maintaining strong family partnerships. Together we understand the benefits of creating an early learning environment for all young children.;December 23, 2009;https://childcareconnections.osse.dc.gov/MychildCare/FacilityProfile?FacilityId=2010;38.8714069;-76.9753838;SE;1;;;;1;;;;;;;;;;;;;;;;
2112;Visionary Consulting Partners, LLC;Child Development Center;555 4th ST;paula.dubose@usdoj.gov;DC;20530;(202) 252-7067;10;;;Yes;Yes;Yes;Yes;Not Participating;;;All Year;07:00 AM-06:00 PM;07:00 AM-06:00 PM;07:00 AM-06:00 PM;07:00 AM-06:00 PM;07:00 AM-06:00 PM;Closed;Closed;0 - 5+ years;Full License;A full license is issued when an applicant has demonstrated substantial complliance with the child development facilities regulations.;November 06, 2017;December 29, 2020;CDC;Paula DuBose;English;None;This facility does not currently participate in the Capital Quality program. Learn more about Capital Quality here.;June 29, 2012;https://childcareconnections.osse.dc.gov/MychildCare/FacilityProfile?FacilityId=2112;38.8968449;-77.0156384;NW;;;;;;;;;;;;;;;1;;;;;;
2680;Wanda Yvette Thomas Smith;Child Development Home Expanded;3919 Clay PL;worldsyoungestscholars@rcn.com;DC;20019;(202) 398-4759;9;1;1;Yes;Yes;Yes;Yes;Progressing;;;All Year;06:30 AM-06:00 PM;06:30 AM-06:00 PM;06:30 AM-06:00 PM;06:30 AM-06:00 PM;06:30 AM-06:00 PM;06:30 AM-06:00 PM;06:30 AM-06:00 PM;0 - 5+ years;Full License;A full license is issued when an applicant has demonstrated substantial complliance with the child development facilities regulations.;August 15, 2018;August 31, 2021;CDX;Wanda Yvette Thomas Smith;English;None;My mission is to provide your child with a clean, safe, loving, and educational environment. Our goal is to work diligently with your child in preparing he/she for the next step and stages of their life.;August 15, 2018;https://childcareconnections.osse.dc.gov/MychildCare/FacilityProfile?FacilityId=2680;38.8927577;-76.9498403;NE;1;1;;;;;;;;;;;;;;;;;;;
1793;Washington Hebrew Congregation;Child Development Center;3935 Macomb ST;MBuchler@whctemple.org;DC;20016;(202) 895-6334;130;;;No;Yes;Yes;No;Not Participating;;;All Year;07:30 AM-06:30 PM;07:30 AM-06:30 PM;07:30 AM-06:30 PM;07:30 AM-06:30 PM;07:30 AM-06:30 PM;Closed;Closed;1 - 5 years;Full License;A full license is issued when an applicant has demonstrated substantial complliance with the child development facilities regulations.;June 25, 2020;June 30, 2023;CDC;Miryam Buchler;English;None;This facility does not currently participate in the Capital Quality program. Learn more about Capital Quality here.;June 30, 1992;https://childcareconnections.osse.dc.gov/MychildCare/FacilityProfile?FacilityId=1793;38.9338297;-77.0783552;NW;;;;;;;;1;;;;;;;;;;;;;
2679;Washington Yu Ying;Child Development Center;220 Taylor ST;adassignies@washingtonyuying.org;DC;20017;(202) 635-1950;8;;;Yes;Yes;No;No;Not Participating;;;All Year;07:30 AM-05:00 PM;07:30 AM-05:00 PM;07:30 AM-05:00 PM;07:30 AM-05:00 PM;07:30 AM-05:00 PM;Closed;Closed;0 - 3 years;Full License;A full license is issued when an applicant has demonstrated substantial complliance with the child development facilities regulations.;August 22, 2018;August 31, 2021;CDC;Amy Quinn;English;None;This facility does not currently participate in the Capital Quality program. Learn more about Capital Quality here.;August 22, 2018;https://childcareconnections.osse.dc.gov/MychildCare/FacilityProfile?FacilityId=2679;38.9413517;-77.0036704;NE;;;;;;;;;;;;;;;;;;;;;
2258;Waterfront Academy Inc;Child Development Center;60 I ST;melissa.rohan@waterfrontacademy.org;DC;20024;(202) 484-0044;31;;;No;Yes;Yes;Yes;Not Participating;;;School Year;08:00 AM-06:00 PM;08:00 AM-06:00 PM;08:00 AM-06:00 PM;08:00 AM-06:00 PM;08:00 AM-06:00 PM;Closed;Closed;1 - 5+ years;Full License;A full license is issued when an applicant has demonstrated substantial complliance with the child development facilities regulations.;May 21, 2019;October 28, 2020;CDC;Melissa Rohan;English;None;This facility does not currently participate in the Capital Quality program. Learn more about Capital Quality here.;November 02, 2015;https://childcareconnections.osse.dc.gov/MychildCare/FacilityProfile?FacilityId=2258;38.8790156;-77.0112236;SW;;;1;;;;;;;;;;;;;;;;;;
1736;Wibble Wobble Child Development Center;Child Development Center;1 Randle Circle;ipaanglin@yahoo.com;DC;20019;(202) 582-1011;35;1;;No;No;Yes;Yes;High-Quality;NAEYC;September 01, 2019;All Year;06:30 AM-06:00 PM;06:30 AM-06:00 PM;06:30 AM-06:00 PM;06:30 AM-06:00 PM;06:30 AM-06:00 PM;Closed;Closed;3 - 5+ years;Full License;A full license is issued when an applicant has demonstrated substantial complliance with the child development facilities regulations.;October 19, 2020;July 31, 2023;CDC;Patricia Anglin;English;;It is the mission of Wibble Wobble Child Development Learning Center to provide quality child care for all families in the community in a warm, nurturing, loving and educational environment. The child care needs of all economic levels are served, enabling families to obtain employment or to further their education. The teachers and staff of Wibble Wobble CDLC take pride in working with our children and their families to support preparing children for later success in school and life.;April 20, 1979;https://childcareconnections.osse.dc.gov/MychildCare/FacilityProfile?FacilityId=1736;38.8781538;-76.9624346;SE;1;;;;;;;;;;;1;;;;;;;;;
1898;Wilmer, Cutler, Pickering, Hale;Child Development Center;1899 Pennsylvania AVE;WILMERHALE@BRIGHTHORIZONS.COM;DC;20006;(202) 247-3135;18;;;Yes;Yes;Yes;Yes;Not Participating;;;All Year;08:00 AM-06:00 PM;08:00 AM-06:00 PM;08:00 AM-06:00 PM;08:00 AM-06:00 PM;08:00 AM-06:00 PM;Closed;Closed;0 - 5+ years;Full License;A full license is issued when an applicant has demonstrated substantial complliance with the child development facilities regulations.;July 30, 2020;July 31, 2023;CDC;Katherine Snyder;English;None;This facility does not currently participate in the Capital Quality program. Learn more about Capital Quality here.;December 05, 2003;https://childcareconnections.osse.dc.gov/MychildCare/FacilityProfile?FacilityId=1898;38.9005125;-77.043005;NW;;;;;;;;;;;1;;;;;;;;;;
2762;Winifred Thomas;Child Development Home Expanded;126 Yuma Street;khadijah.angels@gmail.com;DC;20032;(202) 425-8511;9;1;1;Yes;Yes;Yes;Yes;High-Quality;NAFCC;January 01, 2021;;07:00 AM-06:00 AM;07:00 AM-06:00 AM;07:00 AM-06:00 AM;07:00 AM-06:00 AM;07:00 AM-06:00 AM;07:00 AM-06:00 AM;07:00 AM-06:00 AM;0 - 5+ years;Full License;A full license is issued when an applicant has demonstrated substantial complliance with the child development facilities regulations.;June 10, 2020;June 30, 2023;CDX;Winifred Thomas;English;;This facility has no mission statement at this time.;June 10, 2020;https://childcareconnections.osse.dc.gov/MychildCare/FacilityProfile?FacilityId=2762;38.832252;-77.0046185;SE;1;1;;;;;;;;;;;;;;;;;;;
2684;Wonders Extended Day at Horace Mann;Child Development Center;4430 Newark ST;njessee@wonderslearning.org;DC;20016;(301) 654-5339;76;1;;No;No;No;Yes;Preliminary;;;All Year;07:30 AM-06:30 PM;07:30 AM-06:30 PM;07:30 AM-06:30 PM;07:30 AM-06:30 PM;07:30 AM-06:30 PM;Closed;Closed;5+ years;Full License;A full license is issued when an applicant has demonstrated substantial complliance with the child development facilities regulations.;October 25, 2018;October 31, 2021;CDC;Nikki Jessee;English;None;This facility has no mission statement at this time.;October 25, 2018;https://childcareconnections.osse.dc.gov/MychildCare/FacilityProfile?FacilityId=2684;38.9342923;-77.0878261;NW;1;;;;;;;;;;;;;;;;;;;;
2689;Wonders Extended Day at Milton;Child Development Center;6045 16th ST;njessee@wonderslearning.org;DC;20011;(301) 654-5339;46;1;;No;No;Yes;Yes;Preliminary;;;School Year;02:30 PM-06:30 PM;02:30 PM-06:30 PM;02:30 PM-06:30 PM;02:30 PM-06:30 PM;02:30 PM-06:30 PM;Closed;Closed;3 - 5+ years;Full License;A full license is issued when an applicant has demonstrated substantial complliance with the child development facilities regulations.;December 10, 2018;December 31, 2021;CDC;Nikki Jessee;English;None;This facility has no mission statement at this time.;December 10, 2018;https://childcareconnections.osse.dc.gov/MychildCare/FacilityProfile?FacilityId=2689;38.9640602;-77.0359645;NW;1;;;;;;;;;;;;;;;;;;;;
