"ServiceType";"ProviderName";"Building";"Street1";"Street2";"City";"State";"ZipCode";"Building(Mailing)";"Street1(Mailing)";"Street2(Mailing)";"City(Mailing)";"State(Mailing)";"ZipCode(Mailing)";"ContactPerson";"Phone";"LicenseNo";"LicenseName";"Capacity";"MinimumAge";"MaximumAge";"ExpirationDate";"Island";"Area"
"GCC";"WINDWARD CHURCH OF THE NAZARENE";;"45-232 PUAAE RD";;"KANEOHE";"HI";"96744";;"P O BOX  1633";;"KANEOHE";"HI";"96744";"KAY HISHINUMA";"808-235-8787";"14617";"WINDWARD NAZARENE ACADEMY PRESCHOOL";94;"2 years";"6 years";"20201130";"Oahu";"Kaneohe"
"GCC";"ST ANN CHURCH";;"46-125 HAIKU RD";;"KANEOHE";"HI";"96744";;"46-125 HAIKU RD";;"KANEOHE";"HI";"96744";;;"14151";"ST ANN EARLY LEARNING CENTER";168;"2 years";"5 years";"20211231";"Oahu";"Kaneohe"
"GCC";"AHA PUNANA LEO INC";;"5060 UAKEA RD";;"HANA";"HI";"96713";;"96 PUUHONU ST";;"HILO";"HI";"96720";"KAIMANA CABEBE";"808-248-8669";"17514";"PUNANA LEO O HANA";24;"2 years";"6 years";"20200930";"Maui";"Hana"
"GCC";"A CARING PLACE, LLP";;"260 N KAINALU DR";;"KAILUA";"HI";"96734";;"260 N KAINALU DR";;"KAILUA";"HI";"96734";"CAREN LEDER";"808-261-1388";"13614";"A CARING PLACE MONTESSORI PRESCHOOL";64;"2 years";"6 years";"20210430";"Oahu";"Kailua Town"
"GCC";"HONOLULU COMMUNITY ACTION PROGRAM INC";;"783 NORTH KING ST";"C24 & C25";"HONOLULU";"HI";"96817";;"1132 BISHOP STREET";"100";"HONOLULU";"HI";"96813";"MELANIE HO";"808-847-2400";"13416";"KAIULANI I & II HEAD START";40;"3 years";"6 years";"20210831";"Oahu";"Liliha"
"GCC";"STRODE MONTESSORI";;"810 RICHARDS ST., #124";;"HONOLULU";"HI";"96813";;"1041 NUUANU AVE., UNIT E";;"HONOLULU";"HI";"96814";"PAMELA STRODE";"808-425-4751";"17413";"STRODE MONTESSORI PRESCHOOL";45;"3 years";"6 years";"20211231";"Oahu";"DT Business District"
"GCC";"CENTRAL UNION CHURCH";;"1660 S BERETANIA ST";;"HONOLULU";"HI";"96826";;"1660 S BERETANIA";;"HONOLULU";"HI";"96826";"VERONIQUE BRAITHWAITE";"808-440-3065";"13040";"CENTRAL UNION CHURCH PRESCHOOL AND KINDERGARTEN";192;"2 years";"7 years";"20210630";"Oahu";"Punahou"
"GCC";"WAIANAE SEVENTH-DAY ADVENTIST CHURCH";;"86-072 FARRINGTON HWY";;"WAIANAE";"HI";"96792";;"86-072 FARRINGTON HWY";;"WAIANAE";"HI";"96792";"CHERYL KANESHIRO";"808-696-3988";"13947";"MALAMA NA KEIKI O WAIANAE PRESCHOOL";30;"2 years 6 months";"6 years";"20220131";"Oahu";"Waianae"
"GCC";"HONOLULU COMMUNITY ACTION PROGRAM INC";;"85-220 MCARTHUR ST";;"WAIANAE";"HI";"96792";;"1132 BISHOP ST";"SUITE 100";"HONOLULU";"HI";"96813";"SUZIE UYEDA";"808-847-2400";"17835";;0;;;"0";"Oahu";"Waianae"
"GCC";"HALE ALOHA NAZARENE SCHOOL";;"595 KUPULAU ROAD";;"HILO";"HI";"96720";;"595 KUPULAU ROAD";;"HILO";"HI";"96720";"STACIA BURTON";"808-959-4949";"11140";"HALE ALOHA NAZARENE SCHOOL";60;"2 years 6 months";"6 years";"20201031";"Hawaii";"Hilo"
"GCC";"KAMEHAMEHA SCHOOLS";;"41235 ILAUHOLE ST";;"WAIMANALO";"HI";"96795";;"41-235 ILAUHOLE STREET";;"WAIMANALO";"HI";"96795";"LANIRAE K.D. PEDRO";"808-534-8920";"13235";"KAMEHAMEHA PRESCHOOL WAIMANALO";80;"3 years";"6 years";"20201031";"Oahu";"Waimanalo"
"GCC";"HONPA HONGWANJI HILO BETSUIN";;"398 KILAUEA AVENUE";;"HILO";"HI";"96720";;"398 KILAUEA AVENUE";;"HILO";"HI";"96720";"MICHELLE KITAGAWA";"808-935-1857";"15581";"HILO HONGWANJI PRESCHOOL";80;"2 years";"7 years";"20210331";"Hawaii";"Hilo"
"GCC";"HONOLULU COMMUNITY ACTION PROGRAM INC";;"85-555B FARRINGTON HWY";;"WAIANAE";"HI";"96792";;"94-810 MOLOALO ST";"SUITE 200";"WAIPAHU";"HI";"96797";"JASON TAKIMOTO";"808-696-4815";"14038";"HCAP HEAD START 442";49;"3 years";"6 years";"20201130";"Oahu";"Waianae"
"GCC";"PARENTS AND CHILDREN TOGETHER";;"18-1235 VOLCANO HIGHWAY";;"MOUNTAINVIEW";"HI";"96771";;"27 WAIANUENUE AVENUE";;"HILO";"HI";"96720";"KEALA ROWLAND";"808-961-0570";"16796";"PACT HEAD START MT. VIEW PRE-PLUS";20;"3 years";"6 years";"20201019";"Hawaii";"Mountain View"
"GCC";"KIDZ KARE ENTERPRISES";;"1090 WAIMANO HOME ROAD";"ROOM 11";"PEARL CITY";"HI";"96782";;"94-432 PAWA WAY";;"MILILANI TOWN";"HI";"96789";"MERLE MORIKAWA";"808-256-2122";"17258";"KIDZ KARE PRESCHOOL AT PEARL CITY ELEMENTARY SCHOOL";20;"4 years";"6 years";"20210731";"Oahu";"Pearl City"
"GCC";"HONOLULU COMMUNITY ACTION PROGRAM INC";;"503 KAMOKU ST E-33";;"HONOLULU";"HI";"96826";;"1132 BISHOP ST, #100";;"HONOLULU";"HI";"96813";"KIMBERLY ITAGAKI";"808-847-2400";"17678";"ALA WAI ELEMENTARY HEAD START";20;"3 years";"6 years";"20210131";"Oahu";"McCully"
"GCC";"KAMAAINA CARE INC";;"45-435 AUMOKU ST";;"KANEOHE";"HI";"96744";;"156C HAMAKUA DR";;"KAILUA";"HI";"96734";"LOIS FOGELSTROM";"808-235-4833";"17384";"KAMAAINA KIDS CALVARY PRESCHOOL";110;"2 years";"6 years";"20201031";"Oahu";"Kaneohe"
"GCC";"PARENTS AND CHILDREN TOGETHER";;"145 WAINAKU STREET";;"HILO";"HI";"96720";;"27 WAIANUENUE AVENUE";;"HILO";"HI";"96720";"WENDY CORREA";"808-961-0570";"16804";"PACT HEAD START (PUUEO)";35;"3 years";"6 years";"20210312";"Hawaii";"Hilo"
"GCC";"KA HANA PONO DAYCARE";;"66-434 KAMEHAMEHA HWY";"COTTAGE 3 & 4";"HALEIWA";"HI";"96712";;"66-434 KAMEHAMEHA HWY. #3";;"HALEIWA";"HI";"96712";"BRENDA WATENE";"808-699-9945";"16680";"KA HANA PONO DAYCARE";18;"2 years";"6 years";"20201021";"Oahu";"Haleiwa"
"GCC";"KAMAAINA CARE INC";;"1052 ILIMA DR";;"HONOLULU";"HI";"96817";;"156 HAMAKUA DR";"#C";"KAILUA";"HI";"96734";"DAVINELL ESTOCADO";"808-595-6634";"15570";"KAMAAINA KIDS ALEWA HEIGHTS AT ST MARKS COPTIC ORTHODOX CHUR";36;"2 years";"6 years";"20220131";"Oahu";"Alewa Heights"
"GCC";"ST JOSEPH SCHOOL";;"999 ULULANI STREET";;"HILO";"HI";"96720";;"999 ULULANI STREET";;"HILO";"HI";"96720";"MARIE ROBERTS";"808-961-0424";"12610";"ST.  JOSEPH MONTESSORI-BASED PRESCHOOL";49;"2 years";"6 years";"20220831";"Hawaii";"Hilo"
"GCC";"KE KULA NIIHAU O KEKAHA";;"8135 KEKAHA RD";;"KEKAHA";"HI";"96752";;"PO BOX 129";;"KEKAHA";"HI";"96752";"JAMIE ""TIA"" KOERTE";"808-337-0481";"17395";"KE KULA NIIHAU O KEKAHA- KULA PEPE";15;"3 years";"6 years";"20201102";"Kauai";"Kekaha"
"GCC";"SPRINGS OF LIVING WATER";;"94-133 PAHU ST";;"WAIPAHU";"HI";"96797";;"94-133 PAHU ST";;"WAIPAHU";"HI";"96797";"KAREN CRUCE";"808-676-4673";"13779";"FAITH, HOPE & LOVE CHILD CARE & LEARNING CENTER";32;"2 years";"6 years";"20210324";"Oahu";"Waipahu"
"GCC";"AHA PUNANA LEO INC";;"103 SOUTH HIGH ST";;"WAILUKU";"HI";"96793";;"96 PUUHONU PLACE";;"HILO";"HI";"96720";"CHRISTINE KILI NAMAUU";"808-244-5676";"14466";"PUNANA LEO O MAUI";30;"2 years";"6 years";"20201031";"Maui";"Wailuku"
"GCC";"A ROOM TO GROW PRESCHOOL";;"3116 AKAHI ST";;"LIHUE";"HI";"96766";;"3195 ELUA ST";;"LIHUE";"HI";"96766";"VALERIE RITA";"808-652-7573";"17681";"A ROOM TO GROW PRESCHOOL TOO";32;"2 years 8 months";"8 years";"20210718";"Kauai";"Lihu'e"
"GCC";"OLELO CHRISTIAN ACADEMY";;"4212 RICE ST";;"LIHUE";"HI";"96766";;"PO BOX 3965";;"LIHUE";"HI";"96766";"LISA POOLE";"808-246-6535";"17686";"OCA PRESCHOOL";12;"3 years";"13 years";"20210117";"Kauai";"Lihu'e"
"GCC";"KEIKI O KA AINA PRESCHOOL INC";"CLASSROOM 5 AND 6";"87-790 KULAUKU ST";;"WAIANAE";"HI";"96792";;"3097 KALIHI ST";;"HONOLULU";"HI";"96819";"TAMELA R WILCOX";"808-843-2502";"17247";"KEIKI O KA AINA FAMILY LEARNING CENTER KA PUA PRESCHOOL";40;"2 years 6 months";"6 years";"20210803";"Oahu";"Maili"
"GCC";"ST PATRICK SCHOOL";"KB & KA";"3320 HARDING AVE";;"HONOLULU";"HI";"96816";"KB & KA";"3320 HARDING AVE";;"HONOLULU";"HI";"96816";"PATRICIA KIM";"808-734-8979";"16151";"ST PATRICK SCHOOL EARLY CHILDHOOD PROGRAM";79;"3 years";"6 years 6 months";"20210930";"Oahu";"Kaimuki"
"GCC";"KAUAI MONTESSORI PROJECT INC.";;"4534 UAHI ROAD";;"LIHUE";"HI";"96766";;"2127B KELIKOLI STREET";;"LIHUE";"HI";"96766";"MARCI WHITMAN";"808-443-4316";"17804";"KAUAI MONTESSORI PRESCHOOL";48;"2 years";"7 years";"20201009";"Kauai";"Lihu'e"
"GCC";"PARENTS AND CHILDREN TOGETHER";;"1485 LINAPUNI ST";;"HONOLULU";"HI";"96819";;"1485 LINAPUNI ST";"105";"HONOLULU";"HI";"96819";"JENNIFER FREMGEN";"808-842-5996";"13470";"PACT KPT HEAD START I";82;"3 years";"6 years";"20210228";"Oahu";"Kalihi"
"GCC";"SUNSHINE WORKS PRESCHOOL";;"98-1277 KAAHUMANU ST.";"#116";"AIEA";"HI";"96701";;"98-1425 KAAHUMANU ST.";"APT. C";"AIEA";"HI";"96701";;;"17794";"SUNSHINE WORKS PRESCHOOL";30;"2 years 5 months";"6 years";"20210228";"Oahu";"Waimalu"
"GCC";"WAIMALU GRACE BRETHREN CHURCH";;"94-1323 WAIPIO UKA ST";;"WAIPAHU";"HI";"96797";;"94-1323 WAIPIO UKA ST";;"WAIPAHU";"HI";"96797";"MARCIA ARAKAWA";"808-671-6700";"14209";"GRACE FELLOWSHIP CHILDRENS CENTER";100;"2 years";"6 years";"20210228";"Oahu";"Waipio"
"GCH";"MARTIN, VIRGINIA L";;;;;;;;;;;;;;"808-821-1676";"15251";"MERRY GO ROUND PRESCHOOL";12;"2 years 8 months";"12 years";"20210911";"Kauai";"Kapa'a"
"GCH";"YAMAGUCHI, ANNETTE E";;;;;;;;;;;;;;"808-312-3108";"16100";"ANNETTE AND SHERYL ANN YAMAGUCHI, A LICENSED DP";12;"2 months";"13 years";"20210131";"Oahu";"Waipahu"
"GCH";"ADAMSBENCE, DONNAMARIE";;;;;;;;;;;;;;"808-269-4429";"17777";"MALAMA MONTESSORI";12;"2 years";"8 years";"20210630";"Maui";"Kula"
"GCH";"KAIKALA, DEBORA ANN N";;;;;;;;;;;;;;"808-627-0783";"15416";"LEALEA NA KAMALII, A LICENSED DEMONSTRATION PROJECT";12;"3 months";"10 years";"20211130";"Oahu";"Mililani Town"
"GCH";"CONMY, VICTORIA";;;;;;;;;;;;;;"808-280-5354";"17828";"KULA PLAYSCHOOL";12;"3 years";"6 years";"20201031";;
"IT";"KAMAAINA CARE INC";;"784 KAMEHAMEHA HWY";;"PEARL CITY";"HI";"96782";;"156 HAMAKUA DR";"C";"KAILUA";"HI";"96734";"CHANELLE MATTOS";"808-455-3330";"13863";"KAMAAINA KIDS - PEARL CITY INFANT AND TODDLER PROGRAM";16;"6 weeks";"3 years";"20210128";"Oahu";"Pearl City"
"IT";"KAMAAINA CARE INC";;"930 LUNALILO ST";;"HONOLULU";"HI";"96822";;"156 HAMAKUA DR";"SUITE C";"KAILUA";"HI";"96734";"ERNESTINE MIRANDA";"808-599-2807";"13226";"KAMAAINA KIDS HONOLULU TODDLER PROGRAM";12;"1 year";"2 years";"20220228";"Oahu";"Makiki"
"IT";"MEO INC MAUI HEADSTART";;"97 MAHALANI STREET";;"WAILUKU";"HI";"96793";;"99 MAHALANI STREET";;"WAILUKU";"HI";"96793";"DEBORAH ""DEBBI"" AMARAL";"808-249-2988";"14990";"KAHI KAMALII INFANT TODDLER CENTER";15;"1 year";"4 years";"20210630";"Maui";"Wailuku"
"IT";"MONTESSORI SCHOOL OF MAUI INC";;"2933 BALDWIN AVE";;"MAKAWAO";"HI";"96768";;"2933 BALDWIN AVE";;"MAKAWAO";"HI";"96768";"MEGAN LACASSE";"808-572-0734";"14548";"MONTESSORI SCHOOL OF MAUI INFANT TODDLER CENTER";12;"1 year 6 months";"4 years";"20211031";"Maui";"Makawao"
"IT";"PARENTS AND CHILDREN TOGETHER";;"860 FOURTH ST";"#110";"PEARL CITY";"HI";"96782";;"1485 LINAPUNI ST";"#105";"HONOLULU";"HI";"96819";"ERMENIA TEASDALE";"808-676-2790";"15320";"PACT EARLY HEAD START AT LEEWARD HEALTH CENTER";8;"6 weeks";"4 years";"20210731";"Oahu";"Pearl City"
"IT";"WESLEY CHILDRENS PROGRAMS";;"1350 HUNAKAI ST";;"HONOLULU";"HI";"96816";;"1350 HUNAKAI ST";;"HONOLULU";"HI";"96816";"LORI-LEI TAGAMI";"808-732-2848";"13662";"WESLEY CHILDRENS PROGRAMS INFANT TODDLER PROGRAM";21;"6 months";"3 years";"20210331";"Oahu";"Waialae"
"IT";"HAWAII MONTESSORI INC.";;"74978 MANAWALEA STREET";;"KAILUA-KONA";"HI";"96740";;"74978 MANAWALEA STREET";;"KAILUA-KONA";"HI";"96740";"LISA KAHAWAII";"808-329-0700";"14603";"HAWAII MONTESSORI SCHOOLS, KONA CAMPUS -I/T PROGRAM";24;"6 weeks";"3 years 1 month";"20220928";"Hawaii";"Kailua-Kona"
"IT";"SEAGULL SCHOOLS INC";;"1130 ALAPAI ST";;"HONOLULU";"HI";"96813";;"1130 ALAPAI STREET";;"HONOLULU";"HI";"96813";"CHARLES LARSON";"808-533-0004";"13617";"THE EARLY EDUCATION CENTER TODDLER PROGRAM";28;"1 year 6 months";"3 years";"20201231";"Oahu";"DT Business District"
"IT";"ST PHILOMENA EARLY LEARNING CENTER";;"3300 ALA LAULANI ST";;"HONOLULU";"HI";"96818";;"3300 ALA LAULANI ST";;"HONOLULU";"HI";"96818";"PETER TEDTAOTAO";"808-833-8080";"14163";"ST PHILOMENA EARLY LEARNING CENTER - INFANT/TODDLER PROGRAM";35;"1 year 3 months";"3 years";"20201231";"Oahu";"Salt Lake"
"IT";"PARENTS AND CHILDREN TOGETHER";;"1485 LINAPUNI STREET";;"HONOLULU";"HI";"96819";;"1485 LINAPUNI ST";"105";"HONOLULU";"HI";"96819";"SALINA HARDY";"808-842-5996";"15678";"PACT EARLY HEAD START KPT PORTABLES";16;"6 weeks";"4 years";"20210228";"Oahu";"Kalihi"
"IT";"CASTLE MEDICAL CENTER";;"659 ULUKAHIKI ST";;"KAILUA";"HI";"96734";;"640 ULUKAHIKI ST";;"KAILUA";"HI";"96734";"CELIA WAIHEE";"808-263-5210";"13036";"CASTLE MEDICAL CENTER CHILD DEVELOPMENT CENTER";36;"6 weeks";"3 years";"20211120";"Oahu";"Olomana"
"IT";"KAMAAINA CARE INC";;"91-1841 FT WEAVER RD";;"EWA BEACH";"HI";"96706";;"156 HAMAKUA DR";"C";"KAILUA";"HI";"96734";"NICOLE SHIMASKAI";"808-499-0030";"13855";"KAMAAINA KIDS @ CFS EWA INFANT TODDLER";41;"6 weeks";"4 years";"20220815";"Oahu";"Ewa Beach"
"IT";"KAMAAINA CARE INC";;"345 KAHELU AVE";;"MILILANI TOWN";"HI";"96789";;"156C HAMAKUA DR";;"KAILUA";"HI";"96734";"KALAI LENCHANKO";"808-623-1322";"13860";"KAMAAINA KIDS MILILANI TECH PARK INFANT TODDLER";45;"1 year";"4 years";"20201123";"Oahu";"Mililani Town"
"IT";"THE EARLY SCHOOL";;"2510 BINGHAM ST";;"HONOLULU";"HI";"96826";;"2510 BINGHAM ST";;"HONOLULU";"HI";"96826";"FRANCES DOTE";"808-955-5881";"13621";"THE EARLY SCHOOL YOUNG CHILDRENS PROGRAM";20;"1 year 6 months";"3 years 6 months";"20210331";"Oahu";"Moiliili"
"IT";"PARENTS AND CHILDREN TOGETHER";;"41467 HIHIMANU ST";;"WAIMANALO";"HI";"96795";;"1485 LINAPUNI ST";"105";"HONOLULU";"HI";"96819";"SALINA HARDY";"808-259-6086";"15624";"PACT EARLY HEAD START JOB CORPS INFANT/TODDLER PROGRAM";8;"6 weeks";"4 years";"20201130";"Oahu";"Waimanalo"
"IT";"HAWAII COMMUNITY COLLEGE";;"200 W. KAWILI STREET";"BUILDING 3393";"HILO";"HI";"96720";;"200 W. KAWILI STREET";"BUILDING 3393";"HILO";"HI";"96720";"CHANELLE BABAGAY";"808-934-2630";"15440";"HAWAII COMMUNITY COLLEGE CHILDREN'S CENTER TODDLER ROOM";8;"1 year 6 months";"2 years 6 months";"20210408";"Hawaii";"Hilo"
"IT";"UNITY SCHOOL";;"3608 DIAMOND HEAD CIR";;"HONOLULU";"HI";"96815";;"3608 DIAMOND HEAD CIR";;"HONOLULU";"HI";"96815";"RANDI ROBERTS";"808-735-7666";"15476";"UNITY SCHOOL-FIRST STEPS";18;"1 year 6 months";"3 years";"20210331";"Oahu";"Diamond Head"
"IT";"KAMAAINA CARE INC";;"1052 ILIMA DR";;"HONOLULU";"HI";"96817";;"1052 ILIMA DR";;"HONOLULU";"HI";"96817";"DAVINELL ESTOCADO";"808-595-6634";"15571";"KAMAAINA KIDS ALEWA HEIGHTS INFANT TODDLER PROGRAM";26;"6 weeks";"3 years";"20201231";"Oahu";"Alewa Heights"
"IT";"THE SALVATION ARMY";;"845 22ND AVE";;"HONOLULU";"HI";"96816";;"845 22ND AVE";;"HONOLULU";"HI";"96816";"CANDACE ANN PANG";"808-732-2802";"13624";"THE SALVATION ARMY FAMILY TREATMENT SERVICES THERAPEUTIC NUR";22;"2 weeks";"2 years";"20201031";"Oahu";"Kaimuki"
"IT";"HAPPY KEIKI PRESCHOOL";;"1035 UNIVERSITY AVE";"102";"HONOLULU";"HI";"96826";;"408 POIPU DRIVE";;"HONOLULU";"HI";"96825";"HATSUMI VISAYA";"808-381-8185";"16617";"HAPPY KEIKI INFANT AND TODDLER PROGRAM AT UNIVERSITY AVENUE";18;"6 weeks";"2 years";"20201031";"Oahu";"Moiliili"
"IT";"THE COLE ACADEMY";;"780 KEOLU DR";;"KAILUA";"HI";"96734";;"46471 HOLOLIO ST";;"KANEOHE";"HI";"96744";"EMILY AWAYA LEONG";"808-261-3012";"16647";"THE COLE ACADEMY KAILUA I/T PROGRAM";27;"6 weeks";"2 years";"20201031";"Oahu";"Keolu Hills"
"IT";"MAUI FAMILY SUPPORT SERVICES, INC.";;"15 IPU AUMAKUA LANE";;"LAHAINA";"HI";"96761";;"1844 WILI PA LOOP";;"WAILUKU";"HI";"96793";"LARAE BALAG";"808-242-0900";"16699";"MFSS EARLY HEAD START CENTER-LAHAINA";8;"6 weeks";"4 years";"20201130";"Maui";"Lahaina"
"IT";"ALOHA KAI ACADEMY, INC.";;"954 BALDWIN AVENUE";;"PAIA";"HI";"96779";;"PO BOX 791925";;"PAIA";"HI";"96779";"MELANIE ADAMS";"808-283-3220";"16663";"ALOHA KAI ACADEMY, INC.";10;"1 year";"3 years";"20220228";"Maui";"Paia"
"IT";"KAMAAINA CARE INC";;"539 KAPAHULU AVE";;"HONOLULU";"HI";"96815";;"156 HAMAKUA DR";"C";"KAILUA";"HI";"96734";"LESLIE COLBY";"808-734-6112";"16321";"KAMAAINA KIDS ST. MARKS CHILDRENS CENTER INFANT/TODDLER PROG";18;"6 weeks";"2 years";"20210128";"Oahu";"Kapahulu"
"IT";"THE COLE ACADEMY";;"1041 10TH AVE";;"HONOLULU";"HI";"96816";;"1041 10TH AVE";;"HONOLULU";"HI";"96816";"DIANA MANCINI MARZULO";"808-732-4200";"15585";"THE COLE ACADEMY KAIMUKI IT PROGRAM";50;"6 weeks";"2 years 1 month";"20201231";"Oahu";"Kaimuki"
"IT";"KAMAAINA CARE INC";;"1965 BOUGAINVILLE AVENUE";;"KAPOLEI";"HI";"96707";;"156C HAMAKUA DR";;"KAILUA";"HI";"96734";"MICHELLE FULLER";"808-682-8150";"16408";"KAMAAINA KIDS KALAELOA INFANT TODDLER PROGRAM";45;"6 weeks";"4 years";"20210430";"Oahu";"Kapolei"
"IT";"KAMAAINA CARE INC";;"553 WAINEE STREET";;"LAHAINA";"HI";"96761";;"553 WAINEE STREET";;"LAHAINA";"HI";"96761";"STACY CLARK";"808-667-0422";"16115";"KAMAAINA KIDS LAHAINA INFANT TODDLER PROGRAM";28;"6 weeks";"3 years 1 month";"20220731";"Maui";"Lahaina"
"IT";"FAMILY SUPPORT SERVICES OF WEST HAWAII";"KEALAKEHE HIGH SCHOOL";"745000 PUOHULIHULI ST";"ROOM J-102";"KAILUA-KONA";"HI";"96740";;"75127 LUNAPULE ROAD";"SUITE 11";"KAILUA-KONA";"HI";"96740";"STACY BROWN";"808-313-3725";"16255";"FSSWH EARLY HEAD START TEEN PARENT CENTER AT KEALAKEHE";8;"6 weeks";"3 years";"20201012";"Hawaii";"Kailua-Kona"
"IT";"POPPINS USA INC";"SHERATON WAIKIKI HOTEL";"2255 KALAKAUA AVE";"434";"HONOLULU";"HI";"96815";"SHERATON WAIKIKI HOTEL";"2255 KALAKAUA AVE";"434";"HONOLULU";"HI";"96815";"ENA TOBIN";"808-931-8086";"16136";"POPPINS KEIKI HAWAII INFANT AND TODDLER PROGRAM";5;"3 months";"2 years 6 months";"20201031";"Oahu";"Waikiki"
"IT";"AHA PUNANA LEO INC";;"16-120 'OPUKAHA'IA STREET";;"KEAAU";"HI";"96749";;"96 PU'UHONU STREET";;"HILO";"HI";"96720";"KAYLA ASING";"808-982-8870";"15724";"PUNANA LEO O HILO - HI'I PEPE";19;"9 months";"4 years";"20201031";"Hawaii";"Keaau"
"IT";"PARENTS AND CHILDREN TOGETHER";;"53-594 KAMEHAMEHA HWY";;"HAUULA";"HI";"96717";;"1485 LINAPUNI ST";"SUITE 105";"HONOLULU";"HI";"96819";"SILVIA SHARRAR";"808-842-5996";"14726";"PACT  EARLY HEAD START AT PUNALUU INFANT TODDLER CENTER";8;"6 weeks";"4 years";"20201106";"Oahu";"Hauula"
"IT";"KAMAAINA CARE INC";;"10 MANINO CIRCLE";"BUILDING 26";"KIHEI";"HI";"96753";;"156C HAMAKUA DRIVE";;"KAILUA";"HI";"96734";"STACY CLARK";"808-874-8844";"15575";"KAMAAINA KIDS PIILANI - INFANT TODDLER PROGRAM";14;"6 weeks";"3 years";"20210331";"Maui";"Kihei"
"IT";"KAMAAINA CARE INC";;"98-939 MOANALUA ROAD";;"AIEA";"HI";"96701";;"156 C HAMAKUA DR";;"KAILUA";"HI";"96734";"TANYA ZUNIGA";"808-484-7830";"17030";"KAMAAINA KIDS ST TIMOTHY'S ACADEMY INFANT & TODDLER";20;"6 weeks";"3 years";"20210802";"Oahu";"Pearlridge"
"IT";"FAMILY SUPPORT SERVICES OF WEST HAWAII";"GREENWELL FAMILY DEVELOP";"81-6493 MAMALAHOA HIGHWAY";;"KEALAKEKUA";"HI";"96750";"FAMILY SUPPORT SERVICE WH";"75-127 LUNAPULE ROAD";"SUITE 11";"KAILUA-KONA";"HI";"96740";"STACY BROWN";"808-323-3303";"16916";"JACK & HELEN GREENWELL FAMILY DEV. CENTER";6;"6 weeks";"3 years";"20210724";"Hawaii";"Kealakekua"
"IT";"THE COLE ACADEMY";;"1033 ALA KAHAWAI ST";;"KAPOLEI";"HI";"96707";;"1033 ALA KAHAWAI ST";;"KAPOLEI";"HI";"96707";"SYREETA KING";"808-674-2244";"16937";"THE COLE ACADEMY - KAPOLEI INFANT AND TODDLER PROGRAM";80;"6 weeks";"3 years";"20210329";"Oahu";"Kapolei"
"IT";"PAHALA PRESCHOOL";"PAHALA UNITED METHODIST";"961225 HUAPALA ST";;"PAHALA";"HI";"96777";;"PO BOX 366";;"PAHALA";"HI";"96777";"KATHY ANDRADE";"808-928-8541";"16765";"PAHALA PRESCHOOL TODDLER PROGRAM";3;"6 weeks";"3 years";"20210430";"Hawaii";"Pahala"
"IT";"KAMAAINA CARE INC";;"5919 KALANIANAOLE HWY";;"HONOLULU";"HI";"96821";;"156 C HAMAKUA DR";;"KAILUA";"HI";"96734";"SHIRENA LEONG";"808-394-6055";"16906";"KAMAAINA KIDS HOLY TRINITY INFANT/TODDLER PROGRAM";18;"6 weeks";"3 years";"20210208";"Oahu";"Aina Haina"
"IT";"RAINBOW SCHOOL";;"300 ALA MOANA BLVD";"1 108";"HONOLULU";"HI";"96813";;"PO BOX 50043";;"HONOLULU";"HI";"96850";"SARAH PARAGOSO";"808-541-1701";"15942";"RAINBOW SCHOOL HONOLULU INFANT & TODDLER";16;"3 months";"2 years 4 months";"20201231";"Oahu";"DT Business District"
"IT";"HAPPY KEIKI PRESCHOOL";;"6650 HAWAII KAI DR";"#103";"HONOLULU";"HI";"96825";;"408 POIPU DR";;"HONOLULU";"HI";"96825";"HATSUMI VISAYA";"808-381-8185";"17509";"HAPPY KEIKI PRESCHOOL IT CENTER HAWAII KAI";10;"1 year";"3 years";"20220930";"Oahu";"Hawaii Kai"
"IT";"KAMAAINA CARE INC";;"45 JUDD ST";;"HONOLULU";"HI";"96817";;"156 HAMAKUA DR";"STE C";"KAILUA";"HI";"96734";"DAVINELL ESTOCADO";"808-585-9552";"17543";"KAMAAINA KIDS JUDD ST INFANT TODDLER PROGRAM";18;"6 weeks";"3 years";"20220402";"Oahu";"Liliha"
"IT";"MAUI FAMILY SUPPORT SERVICES, INC.";;"4111 HANA HIGHWAY";"H-101";"HANA";"HI";"96713";;"PO BOX 938";;"HANA";"HI";"96713";"LARAE BALAG";"808-242-0900";"17324";"MFSS -  HALE HIIPOI INFANT TODDLER CENTER";12;"6 weeks";"4 years";"20211130";"Maui";"Hana"
"IT";"PARENTS AND CHILDREN TOGETHER";"CLASSROOMS A & B";"87-790 KULAUKU ST";;"WAIANAE";"HI";"96792";;"94-366 PUPUPANI ST";"ROOM 302";"WAIPAHU";"HI";"96797";"SILVIA SHARRAR";"808-842-5996";"17253";"PACT EARLY HEAD START KA PUA";16;"6 weeks";"4 years";"20210203";"Oahu";"Maili"
"IT";"KEIKI O KA AINA PRESCHOOL INC";"CLASSROOM C";"87-790 KULAUKU ST";;"WAIANAE";"HI";"96792";;"3097 KALIHI ST";;"HONOLULU";"HI";"96819";"FRANCINE SUA-FILO";"808-670-2061";"17262";"KEIKI O KA AINA FAMILY LEARNING CENTER INFANT TODDLER";8;"6 weeks";"4 years";"20210203";"Oahu";"Maili"
