ServiceType;ProviderName;Building;Street1;Street2;City;State;ZipCode;Building(Mailing);Street1(Mailing);Street2(Mailing);City(Mailing);State(Mailing);ZipCode(Mailing);ContactPerson;Phone;LicenseNo;LicenseName;Capacity;MinimumAge;MaximumAge;LicensePeriodStart;LicensePeriodEnd
GCC;ONE LOVE MINISTRIES;;670 AUAHI ST;A4;HONOLULU;HI;96813;;670 AUAHI STREET;A4;HONOLULU;HI;96813;NAOMI KENNEY;808-440-8916;16878;KE ALOHA HOOKAHI PRESCHOOL;57;2 years;6 years;03/12/2017;03/11/2019
GCC;THE COLE ACADEMY;;1033 ALA KAHAWAI ST;;KAPOLEI;HI;96707;;1033 ALA KAHAWAI ST;;KAPOLEI;HI;96707;JANELLE AKUNA;808-674-2244;16936;THE COLE ACADEMY - KAPOLEI;96;2 years;6 years;09/30/2016;09/29/2018
GCC;HONOLULU COMMUNITY ACTION PROGRAM INC;;1141 KINAU ST;P-2;HONOLULU;HI;96814;;1132 BISHOP STREET;100;HONOLULU;HI;96813;KIM ITAGAKI;808-847-2400;16939;QUEEN KAAHUMANU ELEMENTARY ;20;3 years;6 years;04/01/2018;03/31/2020
GCC;OFFICE OF VP OF STUDENT AFFAIRS UNIVERSITY OF HAWAII;;2655 WOODLAWN DRIVE;PO 2;HONOLULU;HI;96822;;2600 CAMPUS RD;QLCSS 407;HONOLULU;HI;96822;WAYNE WATKINS;808-956-7963;16942;UNIVERSITY OF HAWAII AT MANOA ;22;3 years;6 years;07/29/2017;07/28/2018
GCC;RAINBOW SCHOOL;;59-578 KAMEHAMEHA HWY;;HALEIWA;HI;96712;;56-463 KAMEHAMEHA HWY;;KAHUKU;HI;96731;STEVEN ALBERT;808-638-0005;16770;RAINBOW SCHOOL SUNSET BEACH;17;2 years;6 years;07/27/2017;07/26/2019
GCC;KAMEHAMEHA SCHOOLS;;46-430 KAHUHIPA ST;;KANEOHE;HI;96744;;46-430 KAHUHIPA ST;;KANEOHE;HI;96744;ANDREA WAIA'U;808-534-8742;16845;KAMEHAMEHA PRESCHOOL HEEIA;114;3 years;6 years;10/01/2016;09/30/2018
GCC;KAUAI CHRISTIAN ACADEMY;;4000 KILAUEA RD;;KILAUEA;HI;96754;;PO BOX 1121;;KILAUEA;HI;96754;DANIEL PLUNKETT;808-828-0047;16785;KAUAI CHRISTIAN ACADEMY;43;2 years 8 months;6 years;09/27/2017;09/26/2018
GCC;KAMEHAMEHA SCHOOLS;;89-101 FARRINGTON HWY;;WAIANAE;HI;96792;;89-101 FARRINGTON HWY;;WAIANAE;HI;96792;KAILA LUI-KWAN;808-532-8250;16726;KAMEHAMEHA PRESCHOOL - NANAKULI ;80;3 years;6 years;07/01/2017;06/30/2019
GCC;PARENTS AND CHILDREN TOGETHER;;2133 WAIANUENUE AVENUE;;HILO;HI;96720;;27 WAIANUENUE AVENUE;;HILO;HI;96720;SANDY JONES;808-961-0570;16800;PACT HEAD START HILO CHILD ;80;3 years;6 years;10/20/2016;10/19/2018
GCC;PARENTS AND CHILDREN TOGETHER;KALANIANAOLE SCHOOL J-101;27-330 OLD MAMALAHOA HWY.;;PAPAIKOU;HI;96781;;27 WAIANUENUE AVENUE;;HILO;HI;96720;BEN NAKI;808-792-9762;16801;PACT HEAD START KALANIANAOLE ;30;3 years;6 years;01/20/2018;10/19/2018
GCC;KAMAILE ACADEMY;;85-180 ALA AKAU ST;;WAIANAE;HI;96792;;85-180 ALA AKAU ST;;WAIANAE;HI;96792;NATALIE ZISKO;808-697-7110;17409;KAMAILE ACADEMY PCS PRESCHOOL;80;3 years;6 years;08/03/2017;08/02/2018
GCC;AHA PUNANA LEO INC;;816 NIEHU STREET;A-LOUNGE;LAHAINA;HI;96761;;96 PUUHONU STREET;;HILO;HI;96720;KARYN KANEKOA;808-419-8316;17480;PUNANA LEO O LAHAINA;14;3 years;6 years;07/01/2017;06/30/2018
GCC;ST ELIZABETH PRESCHOOL;;99-312 MOANALUA RD;;AIEA;HI;96701;;99-312 MOANALUA RD;;AIEA;HI;96701;BERNARDA SINDOL;808-488-5322;17554;ST ELIZABETH PRESCHOOL;28;3 years;5 years;08/28/2017;08/27/2018
GCC;STRODE MONTESSORI;;810 RICHARDS ST., #124;;HONOLULU;HI;96813;;1041 NUUANU AVE., UNIT E;;HONOLULU;HI;96814;KELSEY AMRHEIN;808-425-4751;17413;STRODE MONTESSORI PRESCHOOL;45;3 years;6 years;01/01/2018;12/31/2018
GCC;KID'S GARDEN INTERNATIONAL;;1339 HUNAKAI ST;;HONOLULU;HI;96816;;1339 HUNAKAI ST;;HONOLULU;HI;96816;"ALMARIE ""MALIA"" LAGASO";808-737-9070;17417;KID'S GARDEN KAHALA;48;2 years;6 years;06/01/2018;05/31/2019
GCC;MAUI PREPARATORY ACADEMY;;4910 HONOAPIILANI HWY;;LAHAINA;HI;96761;;4910 HONOAPIILANI HWY;;LAHAINA;HI;96761;JENNIFER KAMBIC;808-665-9966;17505;MAUI PREPARATORY ACADEMY ;24;3 years;7 years;06/01/2018;04/30/2020
GCC;KIHEI BAPTIST CHAPEL;;1655 S. KIHEI ROAD;;KIHEI;HI;96753;;1655 S. KIHEI ROAD;;KIHEI;HI;96753;JULIE KORVER;808-875-2112;17535;KIHEI BAPTIST PRESCHOOL;24;3 years;6 years;01/01/2018;12/31/2018
GCC;AHA PUNANA LEO INC;;5060 UAKEA RD;;HANA;HI;96713;;96 PUUHONU ST;;HILO;HI;96720;KAIMANA CABEBE;808-248-8669;17514;PUNANA LEO O HANA;24;2 years;6 years;10/01/2017;09/30/2018
GCC;WAIPUNA CHAPEL;;17 OMAOPIO ROAD;;KULA;HI;96790;;17 OMAOPIO ROAD;;KULA;HI;96790;KAREN HARMER;808-878-6343;17426;WAIPUNA CHAPEL PRESCHOOL;25;3 years;6 years;08/01/2017;12/31/2018
GCC;WAILUKU UNION CHURCH;;327 SOUTH HIGH ST;;WAILUKU;HI;96793;;327 SOUTH HIGH ST;;WAILUKU;HI;96793;"TANYA ""KANANI"" KAN HAI";808-242-5950;14503;WAILUKU UNION PRESCHOOL;32;2 years;7 years;04/01/2017;03/31/2019
GCC;NATURAL BRIDGES;;2414 OKA ST;;KILAUEA;HI;96754;;PO BOX 727;;KILAUEA;HI;96754;KIRSTEN CRAIN;808-828-0353;15222;NATURAL BRIDGES;30;2 years 8 months;7 years;05/23/2017;05/22/2019
GCC;KONA HONGWANJI MISSION;;816630 MAMALAHOA HWY;;KEALAKEKUA;HI;96750;;PO BOX 769;;KEALAKEKUA;HI;96750;LEEANN ABE (TA, EFFECTIVE 6/16/16);808-323-3737;15584;KONA HONGWANJI PRESCHOOL;49;2 years;7 years;04/01/2017;03/31/2019
GCC;HONOLULU COMMUNITY ACTION PROGRAM INC;;92-1750 KUNIA DR;;KUNIA;HI;96759;;94-810 MOLOALO ST;SUITE 200;WAIPAHU;HI;96797;GRANT KOGAMI;808-621-5099;17588;HCAP HEAD START KUNIA III;20;3 years;6 years;08/30/2017;08/29/2018
GCC;LITTLE MONK SEAL MONTESSORI;;300 OHUKAI ROAD;B206;KIHEI;HI;96753;;PO BOX 532530;;KIHEI;HI;96753;MICHELLE LAZUKA;808-321-0028;17433;LITTLE MONK SEAL MONTESSORI;24;2 years 8 months;7 years;03/01/2018;02/28/2019
GCC;KULANIAKEA;;45-114 WAIKAPOKI RD;;KANEOHE;HI;96744;;117 N JUDD ST;;HONOLULU;HI;96817;WAILANI ROBINS;808-277-8650;17434;KULANIAKEA PRESCHOOL;24;2 years;6 years;01/01/2018;12/31/2018
GCC;DISNEY VACATION CLUB HAWAII MANAGEMENT COMPANY, LLC;;92-1185 ALIINUI DRIVE;;KAPOLEI;HI;96707;ATTN: OLIVIA HO;92-1185 ALIINUI DRIVE;;KAPOLEI;HI;96707;OLIVIA HO;808-674-6944;16902;DISNEY'S AUNTY'S BEACH HOUSE AT ;39;3 years;6 years;08/18/2017;08/17/2018
GCC;THE GROWING PATCH 24-HOUR CHILDREN'S ACADEMY;;99-080 KAUHALE ST;STE D14-15;AIEA;HI;96701;;91-1079 PAPAA ST;;KAPOLEI;HI;96707;ROSIE BATALLONES;808-367-1933;17578;THE GROWING PATCH 24-HOUR ;42;2 years 6 months;6 years;01/17/2018;01/16/2019
GCC;NA MAKA KINDERGARTEN PREP SCHOOL;;95-390 KUAHELANI AVE;STE 3F;MILILANI TOWN;HI;96789;;95-390 KUAHELANI AVE;STE 3F;MILILANI TOWN;HI;96789;MANDI SCOTT;808-953-4852;17534;NA MAKA KINDERGARTEN PREP SCHOOL ;18;2 years;6 years;02/16/2018;02/15/2019
GCC;IROQUOIS POINT PRESCHOOL;;5111 IROQUOIS AVE;;EWA BEACH;HI;96706;;5111 IROQUOIS AVE;;EWA BEACH;HI;96706;SHANIQUA KENNEDY;808-499-1279;17263;IROQUOIS POINT PRESCHOOL;34;3 years;6 years;08/11/2016;08/10/2018
GCC;VOLCANO SCHOOL OF ARTS AND SCIENCES;;99-128 OLD VOLCANO ROAD;;VOLCANO;HI;96785;;P. O. BOX 845;;VOLCANO;HI;96785;SERENA AIWOHI;808-985-9800;17558;VOLCANO SCHOOLS OF ARTS AND ;18;4 years;6 years;11/22/2017;07/22/2018
GCC;KA HALE O NA KEIKI PRESCHOOL;;45-3668 HONOKAA-WAIPIO RD;;HONOKAA;HI;96727;;45-3668 HONOKAA-WAIPIO RD;;HONOKAA;HI;96727;KATHY OSHIRO;808-775-9870;11400;KA HALE O NA KEIKI PRESCHOOL;37;2 years;7 years;10/29/2017;10/28/2019
GCC;KAUMANA DRIVE BAPTIST CHURCH;;388 KAUMANA DRIVE;;HILO;HI;96720;;388 KAUMANA DRIVE;;HILO;HI;96720;VERONICA HIGA;808-961-3309;11539;KAUMANA BAPTIST KEIKILAND;75;2 years;7 years;01/31/2018;01/30/2020
GCC;ST JOSEPH CHURCH;;1294 MAKAWAO AVE;;MAKAWAO;HI;96768;;1294 MAKAWAO AVE;;MAKAWAO;HI;96768;HELEN SOUZA;808-572-6235;14525;ST JOSEPH EARLY LEARNING CENTER;49;2 years;7 years;03/01/2017;02/28/2019
GCC;KAMEHAMEHA SCHOOLS;;4109 KEALIA RD;;ANAHOLA;HI;96703;;PO BOX 250;;KAUMAKANI;HI;96747;LOU ANN PETERS;808-335-0069;15566;KAMEHAMEHA SCHOOLS-NA KULA ;40;3 years;6 years;11/01/2016;10/31/2018
GCC;THE COLE ACADEMY;;780 KEOLU DR;;KAILUA;HI;96734;;46471 HOLOLIO ST;;KANEOHE;HI;96744;EMILY AWAYA LEONG;808-261-3012;16648;THE COLE ACADEMY KAILUA;60;2 years;7 years;10/09/2016;10/08/2018
GCC;KAMAAINA CARE INC;;98-939 MOANALUA ROAD;;AIEA;HI;96701;;156 C HAMAKUA DRIVE;;KAILUA;HI;96734;TANYA ZUNIGA;808-484-7830;17031;KAMAAINA KIDS ST. TIMOTHY'S ;88;2 years;7 years;08/03/2017;08/02/2019
GCC;KAHILI ADVENTIST SCHOOL;;41132 KUHIO HWY;;KAPAA;HI;96746;;PO BOX 1147;;KAPAA;HI;96746;MELBA GAPUZ;808-634-5423;17235;KAHILI ADVENTIST PRESCHOOL;12;2 years 8 months;7 years;06/13/2018;06/12/2020
GCC;HONOLULU COMMUNITY ACTION PROGRAM INC;;45-259 WAIKALUA ROAD;A5;KANEOHE;HI;96744;;94-810 MOLOALO ST;SUITE 200;WAIPAHU;HI;96797;JENNIFER TANELE;808-235-4172;17496;HCAP HEAD START BEN PARKER ;20;3 years;6 years;08/15/2017;08/14/2018
GCC;KUA O KA LA NEW CENTURY PUBLIC CHARTER SCHOOL;;14-3469 HOLIDAY ROAD;;PAHOA;HI;96778;;14-5322 KALAPANAKAPOHO RD;;PAHOA;HI;96778;DEANA WENTWORTH;808-756-8494;17560;KUA O KA LA NEW CENTURY PUBLIC ;20;3 years;5 years;08/25/2017;08/24/2018
GCC;KAMAAINA CARE INC;;55 MAKAWAO AVENUE;;MAKAWAO;HI;96768;;156 HAMAKUA DRIVE;C;KAILUA;HI;96734;KIM DAVIS;808-572-2919;17593;KAMAAINA KIDS MAKAWAO PRESCHOOL;33;2 years;6 years;07/01/2018;06/30/2019
GCC;HONOLULU COMMUNITY ACTION PROGRAM INC;;615 AUWAIOLIMU ST RM G-31;;HONOLULU;HI;96813;;615 AUWAIOLIMU ST RM G-31;;HONOLULU;HI;96813;KIMBERLY ITAGAKI;808-843-4318;17596;LINCOLN HEAD START;20;3 years;6 years;08/30/2017;08/29/2018
GCC;KAMAAINA CARE INC;;401 BALDWIN AVENUE;;PAIA;HI;96779;;156C HAMAKUA DRIVE;;KAILUA;HI;96734;KIM DAVIS;808-446-4642;17517;KAMAAINA KIDS PAIA PRESCHOOL;19;2 years;9 years;09/01/2017;08/31/2018
GCC;KAMAAINA CARE INC;;256 HINA AVENUE;;KAHULUI;HI;96732;;156C HAMAKUA DRIVE;;KAILUA;HI;96734;KIM DAVIS;808-446-4642;17580;KAMAAINA KIDS MAUI EVANGELICAL ;28;2 years;6 years;03/01/2018;02/28/2019
GCC;KAMEHAMEHA SCHOOLS;;2201 KAUMAKANI RD;;KAUMAKANI;HI;96747;;PO BOX 250;;KAUMAKANI;HI;96747;LOU ANN PETERS;808-335-0069;15567;KAMEHAMEHA SCHOOLS-NA KULA ;80;3 years;6 years;11/30/2016;11/29/2018
GCC;AHA PUNANA LEO INC;;45-233 KULAULI ST;C-5 & C-6;KANEOHE;HI;96744;;96 PUUHONU PL;;HILO;HI;96720;KA'UHANE LEE;808-236-0297;17102;PUNANA LEO O KO'OLAU POKO;49;2 years;6 years;10/01/2017;09/30/2019
GCC;MILILANI COMMUNITY CHURCH;;95-1100 KAAPEHA ST;;MILILANI TOWN;HI;96789;;95-1100 KAAPEHA ST;;MILILANI TOWN;HI;96789;SAYAKA NAKANO;808-200-7186;17455;MILILANI COMMUNITY CHURCH ;36;2 years;6 years;08/22/2017;08/21/2018
GCC;NA MANU LI'I CHILDREN'S CENTER;;500 MANONO ST;104;HILO;HI;96720;;333 ILIAHI ST;;HILO;HI;96720;FACILITY PHONE NUMBER;808-933-8585;17583;NA MANU LI'I CHILDREN'S CENTER;28;2 years;5 years;03/15/2018;02/13/2019
GCC;HONOLULU COMMUNITY ACTION PROGRAM INC;;41 1330 KALANIANAOLE HWY;;WAIMANALO;HI;96795;;1132 BISHOP STREET;STE 100;HONOLULU;HI;96813;KIMBERLY ITAGAKI;808-847-2400;14871;WAIMANALO ELEMENTARY PRE PLUS ;20;3 years;6 years;11/01/2016;10/31/2018
GCC;NA MAKA KINDERGARTEN PREP SCHOOL;;1254 S KING STREET;;HONOLULU;HI;96814;;1254 S KING STREET;;HONOLULU;HI;96814;MANDI SCOTT;808-953-4852;17589;NA MAKA KINDERGARTEN PREP SCHOOL ;16;2 years;6 years;12/04/2017;11/30/2018
GCC;PARENTS AND CHILDREN TOGETHER;;1434 LINAPUNI STREET;;HONOLULU;HI;96819;;1485 LINAPUNI STREET;SUITE 105;HONOLULU;HI;96819;LORI-LEI TAGAMI;808-792-9769;17462;PACT LINAPUNI HEAD START;20;3 years;6 years;08/01/2017;07/31/2018
GCC;KE KULA NIIHAU O KEKAHA;;8135 KEKAHA RD;;KEKAHA;HI;96752;;PO BOX 129;;KEKAHA;HI;96752;"JAMIE ""TIA"" KOERTE";808-337-0481;17395;KE KULA NIIHAU O KEKAHA- KULA PEPE;15;3 years;6 years;11/02/2017;09/01/2018
GCC;WAIALAE ELEMENTARY PUBLIC CHARTER SCHOOL;;;;;;0;;;;;;0;ANDREW AGUIRRE;808-733-4880;17398;WAIALAE ELEMENTARY PUBLIC CHARTER ;40;3 years;6 years;07/01/2018;06/30/2019
GCC;KAMEHAMEHA SCHOOLS;;1867 KAIKUNANE LP;;HONOLULU;HI;96817;;1850 MAKUAKANE ST;;HONOLULU;HI;96817;CASSANDRA BENNETT;808-842-8461;17464;KAMEHAMEHA PRESCHOOL KAPALAMA;96;3 years;6 years;09/01/2017;08/31/2018
GCC;HONOLULU COMMUNITY ACTION PROGRAM INC;;2106 10TH AVE;C4, C5 & C6;HONOLULU;HI;96816;;1132  BISHOP STREET;100;HONOLULU;HI;96813;PALOLO III;808-737-4167;13434;PALOLO I-III HEAD START;60;3 years;6 years;11/29/2016;11/28/2018
GCC;PARENTS AND CHILDREN TOGETHER;;15-890 KAHAKAI BOULEVARD;;PAHOA;HI;96778;;27 WAIANUENUE AVENUE;;HILO;HI;96720;KEALA ROWLAND;808-961-0570;16531;PACT HEAD START KEONEPOKO PRE-;20;3 years;6 years;10/01/2017;09/30/2019
GCC;KAMAAINA CARE INC;;45 JUDD STREET;;HONOLULU;HI;96817;;156 C HAMAKUA DR;;KAILUA;HI;96734;;;17472;KAMAAINA KIDS JUDD ST PRESCHOOL;18;2 years;7 years;11/21/2017;11/20/2018
GCC;MAKUA LANI CHRISTIAN ACADEMY;MAKUA LANI ACADEMY;LOWER CAMPUS;74-4907 PALANI ROAD;KAILUA-KONA;HI;96740;MAKUA LANI ACADEMY;PO BOX 1179;;KAILUA-KONA;HI;96745;NANCY BEGLEY;808-329-3093;17128;MAKUA LANI CHRISTIAN ACADEMY 4 ;16;3 years 8 months;6 years;05/08/2017;05/07/2019
GCC;HAWAII CONFERENCE OF SEVENTH DAY ADVENTISTS;;261 SOUTH PUUNENE AVENUE;;KAHULUI;HI;96732;;261 SOUTH PUUNENE AVENUE;;KAHULUI;HI;96732;JENNIFER TOMITA;808-793-2645;17131;MAUI ADVENTIST PRE ELEMENTARY ;27;2 years;7 years;04/01/2017;03/31/2019
GCC;WEE ACHIEVERS INC;;45-119 KANEOHE BAY DR;;KANEOHE;HI;96744;;1243 PUNANA LP;;KAILUA;HI;96734;TRISHA UEHARA;808-228-2873;17132;WEE ACHIEVERS INC;24;3 years;6 years;09/23/2017;09/22/2019
GCC;SAINT THERESA SCHOOL;;712 N SCHOOL ST;;HONOLULU;HI;96817;;712 N SCHOOL ST;;HONOLULU;HI;96817;ROXANNE CASIELO;808-536-4703;17177;SAINT THERESA SCHOOL;20;3 years;6 years;08/10/2017;08/09/2018
GCC;ALOHA KAI ACADEMY, INC.;;1445 BALDWIN AVENUE;;MAKAWAO;HI;96768;;PO BOX 791323;;PAIA;HI;96779;MELANIE ADAMS;808-283-3220;17182;ALOHA KAI ACADEMY, INC. - MAKAWAO ;18;2 years 8 months;7 years;01/01/2018;12/31/2018
GCC;KEIKI O KA AINA PRESCHOOL INC;CLASSROOM 5;87-790 KULAUKU ST;;WAIANAE;HI;96792;;3097 KALIHI ST;;HONOLULU;HI;96819;"FRANCINE SUA-FILO ""COOKIE""";808-670-2061;17247;KEIKI O KA AINA FAMILY LEARNING ;20;2 years 6 months;6 years;08/04/2017;08/03/2018
GCC;KAMEHAMEHA SCHOOLS;POD C-11 & POD C-12;87-790 KULAUKU ST;;WAIANAE;HI;96792;;87-790 KULAUKU ST;;WAIANAE;HI;96792;KAILA LUI-KWAN;808-532-8250;17248;KAMEHAMEHA PRESCHOOL - MA'ILI;40;3 years;6 years;08/04/2018;08/03/2020
GCC;WAIANAE COAST EARLY CHILDHOOD SERVICES, INC;POD B-6, POD B-7, POD B-8;87-790 KULAUKU ST;;WAIANAE;HI;96792;;84-1061 NOHOLIO RD;;WAIANAE;HI;96792;CASSIA SIMMS SMITH;808-695-9400;17249;WAIANAE EARLY EDUCATION CENTER AT ;76;2 years;6 years;08/01/2017;07/31/2018
GCC;HONOLULU COMMUNITY ACTION PROGRAM INC;POD C, CLASSROOMS 9 & 10;87-790 KULAUKU ST;;WAIANAE;HI;96792;;94-810 MOLOALO ST;SUITE 200;WAIPAHU;HI;96797;JASON TAKIMOTO;808-670-2032;17252;HCAP HEAD START KA PUA I & II;40;3 years;6 years;10/27/2017;10/26/2018
GCC;HALOALAUNUIAKEA EARLY LEARNING CENTER;;4402 WAI'ALO RD;;ELEELE;HI;96705;;PO BOX 1166;;KALAHEO;HI;96741;SASILY UILANI CORR-YORKMAN;808-335-5212;17137;HALOALAUNUIAKEA EARLY LEARNING ;45;2 years 8 months;6 years;08/31/2017;08/07/2018
GCC;KIDZ KARE ENTERPRISES;;1090 WAIMANO HOME ROAD;ROOM 11;PEARL CITY;HI;96782;;94-432 PAWA WAY;;MILILANI TOWN;HI;96789;MERLE MORIKAWA;808-256-2122;17258;KIDZ KARE PRESCHOOL AT PEARL CITY ;20;4 years;6 years;08/01/2017;07/31/2018
GCC;HIILEI PLAYGARDEN;;4551 KAPUNA RD;;KILAUEA;HI;96754;;PO BOX 471;;KILAUEA;HI;96754;BRIANNA ANSLEY;808-652-0100;17261;HIILEI PLAYGARDEN;28;2 years 6 months;7 years;08/25/2017;08/24/2018
GCC;PARENTS AND CHILDREN TOGETHER;;180 W. PUAINAKO STREET;;HILO;HI;96720;;27 WAIANUENUE AVENUE;;HILO;HI;96720;SANDY JONES;808-961-0570;17332;PACT HEAD START WAIAKEA ;18;3 years;6 years;08/07/2017;08/06/2018
GCC;HONOLULU COMMUNITY ACTION PROGRAM INC;;99-370 MOANALUA RD;ROOM 42;AIEA;HI;96701;;94-810 MOLOALO ST;SUITE 200;WAIPAHU;HI;96797;JENNIFER TANELE;808-843-4324;17266;HCAP HEAD START AIEA ELEMENTARY II;18;3 years;6 years;08/01/2017;07/31/2018
GCC;KAMAAINA CARE INC;;87-227 ST JOHNS ROAD;;WAIANAE;HI;96792;;156C HAMAKUA DR;;KAILUA;HI;96734;MICHELLE FULLER;808-696-9460;17336;KAMAAINA KIDS - MAILI PRESCHOOL;43;2 years;7 years;08/11/2017;08/10/2018
GCC;IMUA FAMILY SERVICES;;161 SOUTH WAKEA AVENUE;ROOM 108;KAHULUI;HI;96732;;161 SOUTH WAKEA AVENUE;;KAHULUI;HI;96732;GEMMA MEDINA;808-244-7467EXT 406;17339;IMUA INCLUSION PRESCHOOL;20;3 years;6 years;05/01/2018;04/30/2019
GCC;HONOLULU COMMUNITY ACTION PROGRAM INC;;99-370 MOANALUA RD;ROOM 41;AIEA;HI;96701;;94-810 MOLOALO ST;SUITE 200;WAIPAHU;HI;96797;JENNIFER TANELE;808-843-4303;17345;HCAP HEAD START AIEA ELEMENTARY  I;18;3 years;6 years;08/01/2017;07/31/2018
GCC;HONOLULU COMMUNITY ACTION PROGRAM INC;;5553 CORMORANT AVE;P-12;EWA BEACH;HI;96706;;94-810 MOLOALO ST;SUITE 200;WAIPAHU;HI;96797;SUZIE UYEDA;808-621-5099;17346;HCAP HEAD START IROQUOIS POINT;20;3 years;6 years;06/08/2018;06/07/2019
GCC;NA MAKA KINDERGARTEN PREP SCHOOL;;94-450 MOKUOLA ST;SUITE 102;WAIPAHU;HI;96797;;94-450 MOKUOLA ST;SUITE 102;WAIPAHU;HI;96797;MANDI SCOTT;808-798-6358;17350;NA MAKA KINDERGARTEN PREP;38;2 years;6 years;06/02/2018;06/01/2019
GCC;BRIGHT BEGINNING LEARNING CENTER;;54-113 KAWAIPUNA ST;;HAUULA;HI;96717;;P.O. BOX 638;;HAUULA;HI;96717;LARA WASSON;808-293-1801;17279;BRIGHT BEGINNING PRESCHOOL;70;3 years;6 years;09/02/2017;09/01/2018
GCC;KUALAPUU PUBLIC CONVERSION CHARTER SCHOOL;;260 FARRINGTON HIGHWAY;;KUALAPUU;HI;96757;;PO BOX 260;;KUALAPUU;HI;96757;LYDIA TRINIDAD;808-567-6900;17359;KUALAPUU PUBLIC CONVERSION ;19;4 years;6 years;02/01/2018;01/31/2019
GCC;FUN 2, 3 PRESCHOOL;;8992 KULA HIGHWAY;;KULA;HI;96790;;21 KOLOKEA WAY;;KULA;HI;96790;VICTORIA CUNNINGHAM;808-878-6068;17206;FUN 2, 3 PRESCHOOL;23;2 years;6 years;09/01/2017;08/31/2018
GCC;KE KULA O SAMUEL M. KAMAKAU, LPCS;;46-500 KUNEKI STREET;;KANEOHE;HI;96744;;46-500 KUNEKI STREET;;KANEOHE;HI;96744;MEAHILAHILA KEELING;808-235-9175;17364;NA PUALEI 'O SARAH KUPANIHI ;18;3 years;6 years;07/28/2018;07/27/2019
GCC;MONTESSORI EDUCATION CENTER OF HAWAII, INC.;;65-1197 OPELO ROAD;;KAMUELA;HI;96743;;PO BOX 967;;KAMUELA;HI;96743;BONNIE BECKETT;808-887-9214(EFF 10/15/13);17157;MONTESSORI EDUCATION CENTER OF ;49;2 years;8 years;10/04/2016;10/03/2018
GCC;HONOLULU COMMUNITY ACTION PROGRAM INC;;626 MCNEILL ST;ROOM F2;HONOLULU;HI;96817;;1132 BISHOP ST;SUITE 100;HONOLULU;HI;96813;GRANT KOGAMI;808-847-2400;17209;HCAP HEAD START KALIHI KAI ;20;3 years;6 years;07/01/2017;06/30/2019
GCC;PARENTS AND CHILDREN TOGETHER;;15-360 N. PUNI MAKAI ST.;;PAHOA;HI;96778;;27 WAIANUENUE AVENUE;;HILO;HI;96720;MAILIN MOY;808-965-3120;17368;PACT HEAD START (HAWAIIAN BEACHES);70;3 years;6 years;08/03/2017;08/02/2018
GCC;KINGS CATHEDRAL AND CHAPELS OAHU;;5740 KALANIANAOLE HWY;;HONOLULU;HI;96821;;5740 KALANIANAOLE HWY;;HONOLULU;HI;96821;ANN FUJII;808-373-7416;17216;KING'S KIDS EARLY LEARNING CENTER;49;2 years;7 years;04/28/2018;04/27/2019
GCC;KA UMEKE KAEO;;326 DESHA AVENUE;;HILO;HI;96720;;1500 KALANIANAOLE AVENUE;;HILO;HI;96720;LOUISA LEE;808-933-3482;17372;KA 'UMEKE KA'EO HAWAIIAN IMMERSION ;36;3 years;6 years;09/03/2017;09/02/2018
GCC;HONOLULU METROPOLITAN FOURSQUARE CHURCH;;429 WAIAKAMILO RD;;HONOLULU;HI;96817;;429 WAIAKAMILO RD;;HONOLULU;HI;96817;ELWIN AHU;808-312-1648;17373;METRO CHRISTIAN ACADEMY;36;2 years;7 years;12/01/2017;11/30/2018
GCC;CARDEN ACADEMY OF MAUI;;55 MAKAENA PLACE;;PUKALANI;HI;96788;;55 MAKAENA PLACE;;PUKALANI;HI;96788;ALYSHA ASUE;808-573-6651;17376;CARDEN ACADEMY OF MAUI;12;3 years;6 years;09/01/2017;09/30/2018
GCC;ABC FUN PRESCHOOL;;97A OLONA STREET;;HILO;HI;96720;;97A OLONA STREET;;HILO;HI;96720;PATRICIA MATSUO;808-934-2221;17222;ABC FUN PRESCHOOL;42;3 years;6 years;09/15/2017;09/14/2018
GCC;MONTESSORI OF OAHU;;2752 WOODLAWN DRIVE;5-114;HONOLULU;HI;96822;;2752 WOODLAWN DRIVE;5-114;HONOLULU;HI;96822;MARY LAWRENCE GALLAGHER;808-312-9605;17383;MOO SCHOOL;20;2 years;7 years;04/01/2018;03/31/2019
GCC;LAUPAHOEHOE COMMUNITY PUBLIC CHARTER SCHOOL;;35-2065 OLD MAMALAHOA HWY;;LAUPAHOEHOE;HI;96764;;P.O. BOX 189;;LAUPAHOEHOE;HI;96764;TRACY JARDINE;;17386;LAUPAHOEHOE COMMUNITY PUBLIC ;20;4 years;5 years;01/25/2018;01/24/2019
GCC;KAMEHAMEHA SCHOOLS;;15-3022 PUNA ROAD;;PAHOA;HI;96778;;101 AUPUNI STREET;SUITE 227;HILO;HI;96720;DIANE MAHER;808-935-2165;17390;KAMEHAMEHA PRESCHOOL-PAHOA;38;3 years;6 years;07/30/2017;01/29/2019
GCC;HAWAII KIDS CLUB LLC;;745565 LUHIA STREET;;KAILUA-KONA;HI;96740;;75-378 NANI KAILUA DRIVE;;KAILUA-KONA;HI;96740;PABLO PENALOZA;808-331-8000;17170;ALAKA'I ACADEMY;72;2 years;6 years;02/18/2017;02/17/2019
