"Facility";"Telephone";"ID";"Status";"Official";"Daytime Hours";"Nighttime Hours";"Daytime Ages";"Nighttime Ages";"Mailing Address";"Address";"City";"State";"Zip";"Licensee";"Mailing Address State";"Mailing Address City";"Mailing Address Zip";"DetailsURL";"Type of Care";"Star Rating";"Rating Expiration";"Accr Code";"Accreditations";"Accr Exp Date";"County"
"SECOND MOM CHILD CARE CENTER";"(334)832-9403";298;"Licensed";"SANDRA HILL - Director";"05:30 AM - 07:00 PM";"N/A - N/A";"6 WKS Through 12 YRS";"N/A";"2703 HIGHLAND AVENUE";"2703 HIGHLAND AVENUE";"MONTGOMERY";"AL";36107;"SECOND MOM'S CHILD CARE CENTER, LLC";"AL";"MONTGOMERY";36107;"https://apps.dhr.alabama.gov/daycare/daycare_results?ID=298";"Day Care Centers";1;"Daytime Hours: 05:30 AM - 07:00 PM";;;;"Montgomery"
"SECOND MOM'S TOO";"(334)832-1876";299;"Licensed";"SANDRA HILL - Director";"06:00 AM - 07:00 PM";"N/A - N/A";"2 1/2 YRS Through 14 YRS";"N/A";"2726 HIGHLAND AVE";"2726 HIGHLAND AVE";"MONTGOMERY";"AL";36107;"SANDRA HILL";"AL";"MONTGOMERY";36107;"https://apps.dhr.alabama.gov/daycare/daycare_results?ID=299";"Day Care Centers";1;"Daytime Hours: 06:00 AM - 07:00 PM";;;;"Montgomery"
"SHINING STARS LEARNING CENTER";"(334)593-9001";815;"Licensed";"VERONICA HINKLE - Director";"06:00 AM - 07:00 PM";"07:00 PM - 12:00 AM";"6 WKS Through 12 YRS";"6 WKS Through 12 YRS";"P O BOX 8281";"239 BROADWAY STREET";"MONTGOMERY";"AL";36110;"VERONICA HINKLE";"AL";"MONTGOMERY";36110;"https://apps.dhr.alabama.gov/daycare/daycare_results?ID=815";"Day Care Centers";1;"Daytime Hours: 06:00 AM - 07:00 PM";;;;"Montgomery"
"SOUTHLAWN CHILD CARE CENTER";"(334)286-1056";1461;"Licensed";"ELIZABETH SANKEY - Director";"05:30 AM - 05:30 PM";"N/A - N/A";"3 WKS Through 15 YRS";"N/A";"125 GREENLEAF DRIVE";"125 GREENLEAF DRIVE";"MONTGOMERY";"AL";36108;"SOUTHLAWN CHILD CARE CENTER, INC.";"AL";"MONTGOMERY";36108;"https://apps.dhr.alabama.gov/daycare/daycare_results?ID=1461";"Day Care Centers";1;"Daytime Hours: 05:30 AM - 05:30 PM";;;;"Montgomery"
"SOUTHLAWN ELEMENTARY HEAD START";"(334)312-5042";1485;"Licensed";"AMANDA WISE - Director";"07:30 AM - 03:00 PM";"N/A - N/A";"4 YRS Through 5 YRS";"N/A";"1062 ADAMS AVENUE";"5225 PATRICIA LN";"MONTGOMERY";"AL";36108;"MONTGOMERY COMMUNITY ACTION COMM., INC.";"AL";"MONTGOMERY";36104;"https://apps.dhr.alabama.gov/daycare/daycare_results?ID=1485";"Day Care Centers";;;;;;"Montgomery"
"ST JAMES FRANK LEU ELEM.PRESCHOOL";"(334)277-8033";2199;"Licensed";"LISA BEASLEY - Director";"07:30 AM - 05:45 PM";"N/A - N/A";"3 YRS Through 11 YRS";"N/A";"6000 VAUGHN ROAD";"6000 VAUGHN ROAD";"MONTGOMERY";"AL";36116;"ST JAMES PARISH SCHOOL INC";"AL";"MONTGOMERY";36116;"https://apps.dhr.alabama.gov/daycare/daycare_results?ID=2199";"Day Care Centers";;;;;;"Montgomery"
"SUCCESS BY 6/ SETH JOHNSON ELEM SCH PREK";"(334)284-8016";984;"Licensed";"ANITA MCCALL - Director";"07:30 AM - 02:00 PM";"N/A - N/A";"3 YRS Through 5 YRS";"N/A";"FAMILY GUIDANCE CENTER 4655 GATEWAY ST";"4550 NARROW LANE RD";"MONTGOMERY";"AL";36116;"FAMILY GUIDANCE CENTER OF ALABAMA";"AL";"MONTGOMERY";36108;"https://apps.dhr.alabama.gov/daycare/daycare_results?ID=984";"Day Care Centers";;;;;;"Montgomery"
"SUCCESS BY6/MLK ELEMENTARY PRE-K CLASS";"(334)284-8080";983;"Licensed";"DOROTHY FLOWERS - Director";"07:30 AM - 03:00 PM";"N/A - N/A";"3 YRS Through 5 YRS";"N/A";"FAMILY GUIDANCE CENTER 2358 FAIRLANE DRIVE";"4655 GATEWAY STREET";"MONTGOMERY";"AL";36108;"FAMILY GUIDANCE CENTER OF ALABAMA, INC.";"AL";"MONTGOMERY";36116;"https://apps.dhr.alabama.gov/daycare/daycare_results?ID=983";"Day Care Centers";;;;;;"Montgomery"
"SUCCESSFUL KIDS LEARNING CENTER";"(334)593-2331";603;"Licensed";"JACQUELINE CRITTENDON - Director";"05:30 AM - 07:00 PM";"07:00 PM - 12:00 AM";"4 WKS Through 12 YRS";"4 WKS Through 12 YRS";"2535 UPPER WETUMPKA ROAD";"2535 UPPER WETUMPKA ROAD";"MONTGOMERY";"AL";36107;"ASHLEY JONES";"AL";"MONTGOMERY";36107;"https://apps.dhr.alabama.gov/daycare/daycare_results?ID=603";"Day Care Centers";1;"Daytime Hours: 05:30 AM - 07:00 PM";;;;"Montgomery"
"SUGAR & SPICE LEARNING CENTER";"(334)647-8297";1653;"Licensed";"BRIAN PLEASANT - Director";"05:30 AM - 07:00 PM";"07:00 PM - 12:00 AM";"6 WKS Through 12 YRS";"6 WKS Through 12 YRS";"2650 LOWER WETUMPKA ROAD";"2650 LOWER WETUMPKA ROAD";"MONTGOMERY";"AL";36110;"KINGDOM LIFE MIN. DBA SUGAR & SPICE";"AL";"MONTGOMERY";36110;"https://apps.dhr.alabama.gov/daycare/daycare_results?ID=1653";"Day Care Centers";1;"Daytime Hours: 05:30 AM - 07:00 PM";;;;"Montgomery"
"SUGAR PLUM CHILD DEV. CENTER TOO!";"(334)356-4270";103;"Licensed";"ROBERT SMITH, JR. - Director";"06:00 AM - 07:00 PM";"07:00 PM - 12:00 AM";"6 WKS Through 18 YRS";"6 WKS Through 18 YRS";"P O BOX 3754";"417 DALRAIDA ROAD";"MONTGOMERY";"AL";36109;"CHERYL RICHARDS AND ROBERT SMITH, JR.";"AL";"MONTGOMERY";36109;"https://apps.dhr.alabama.gov/daycare/daycare_results?ID=103";"Day Care Centers";1;"Daytime Hours: 06:00 AM - 07:00 PM";;;;"Montgomery"
"TAYLOR ROAD HEAD START";"(334)279-5065";1477;"Licensed";"PHYLLIS RAINGE - Director";"07:30 AM - 03:30 PM";"N/A - N/A";"3 YRS Through 5 YRS";"N/A";"1060 ADAMS AVENUE";"7050-7060 UNIVERSITY CT";"MONTGOMERY";"AL";36117;"MONTG. COMM. ACTION COMMITTE & COMM. DEV";"AL";"MONTGOMERY";36104;"https://apps.dhr.alabama.gov/daycare/daycare_results?ID=1477";"Day Care Centers";;;;;;"Montgomery"
"THE LEARNING TREE - CARMICHAEL RD LOCATI";"(334)271-4733";1663;"Licensed";"RUBY DAVIS - Director";"06:30 AM - 06:00 PM";"N/A - N/A";"12 MOS Through 12 YRS";"N/A";"4120 CARMICHAEL RD";"4120 CARMICHAEL RD";"MONTGOMERY";"AL";36106;"ANGEL JANE, LLC DBA THE LEARNING TREE";"AL";"MONTGOMERY";36106;"https://apps.dhr.alabama.gov/daycare/daycare_results?ID=1663";"Day Care Centers";1;"Daytime Hours: 06:30 AM - 06:00 PM";;;;"Montgomery"
"THE LEARNING TREE - WOODLEY RD LOCATION";"(334)284-5560";1664;"Licensed";"MALIKA MATTHEWS - Director";"06:30 AM - 06:00 PM";"N/A - N/A";"6 WKS Through 12 YRS";"N/A";"3335 WOODLEY RD";"3335 WOODLEY RD";"MONTGOMERY";"AL";36116;"ANGEL JANE, LLC DBA THE LEARNING TREE";"AL";"MONTGOMERY";36116;"https://apps.dhr.alabama.gov/daycare/daycare_results?ID=1664";"Day Care Centers";1;"Daytime Hours: 06:30 AM - 06:00 PM";;;;"Montgomery"
"THE MCFORD KIDS ACADEMY INC";"(334)356-0125";1671;"Licensed";"TRELLIS COSBY - Director";"05:00 AM - 07:00 PM";"07:00 PM - 12:00 AM";"6 WKS Through 12 YRS";"6 WKS Through 12 YRS";"1720 MULBERRY ST";"1720 MULBERRY ST";"MONTGOMERY";"AL";36107;"ANGELA MCCALL JACKSON";"AL";"MONTGOMERY";36107;"https://apps.dhr.alabama.gov/daycare/daycare_results?ID=1671";"Day Care Centers";1;"Daytime Hours: 05:00 AM - 07:00 PM";;;;"Montgomery"
"THE SOURCE";"(334)202-4033";2224;"Exempt";"JOE WILLIAMS - Director";"N/A - N/A";"N/A - N/A";"N/A";"N/A";"2510 WINCHESTER ROAD";"7070 UNIVERSITY COURT";"MONTGOMERY";"AL";36117;"THE SOURCE";"AL";"MONTGOMERY";36106;"https://apps.dhr.alabama.gov/daycare/daycare_results?ID=2224";"Day Care Centers";;;;;;"Montgomery"
"THELMA SMILEY MORRIS ELEMEN HEAD START";"(334)399-0841";1478;"Licensed";"CHRISSY WILLIAMS - Director";"07:30 AM - 03:30 PM";"N/A - N/A";"3 YRS Through 5 YRS";"N/A";"1060 ADAMS AVENUE";"801 HILL STREET";"MONTGOMERY";"AL";36108;"MONTG.COMM.ACTION COMMITTEE & COMM. DEV";"AL";"MONTGOMERY";36104;"https://apps.dhr.alabama.gov/daycare/daycare_results?ID=1478";"Day Care Centers";;;;;;"Montgomery"
"TRANSFORMATION CENTER";"(334)272-8622";765;"Licensed";"DEBBIE PEAVY - Director";"07:00 AM - 03:00 PM";"N/A - N/A";"4 YRS Through 5 YRS";"N/A";"6000 ATLANTA HIGHWAY";"2625 LOWER WETUMPKA RD";"MONTGOMERY";"AL";36110;"TRANSFORMATION MONTGOMERY, INC";"AL";"MONTGOMERY";36117;"https://apps.dhr.alabama.gov/daycare/daycare_results?ID=765";"Day Care Centers";;;;;;"Montgomery"
"TRINITY PRESBYTERIAN CHURCH";"(334)262-3892";2211;"Exempt";"LUCY FREEMAN - Director";"N/A - N/A";"N/A - N/A";"N/A";"N/A";"1728 SOUTH HULL STREET";"1728 SOUTH HULL STREET";"MONTGOMERY";"AL";36104;"TRINITY PRESBYTERIAN CHURCH";"AL";"MONTGOMERY";36104;"https://apps.dhr.alabama.gov/daycare/daycare_results?ID=2211";"Day Care Centers";;;;;;"Montgomery"
"TRINITY PRESBYTERIAN SCHOOL";"(334)213-2140";2222;"Exempt";"LINDA HELMS - Director";"N/A - N/A";"N/A - N/A";"N/A";"N/A";"1700 EAST TRINITY BLVD";"1700 EAST TRINITY BLVD";"MONTGOMERY";"AL";36106;"TRINITY PRESBYTERIAN SCHOOL";"AL";"MONTGOMERY";36106;"https://apps.dhr.alabama.gov/daycare/daycare_results?ID=2222";"Day Care Centers";;;;;;"Montgomery"
"TRUE DIVINE CHILD CARE DEVELOPMENT CTR.";"(334)288-4558";1262;"Licensed";"KELLI NELSON - Director";"06:00 AM - 06:00 PM";"N/A - N/A";"6 WKS Through 12 YRS";"N/A";"4601 TROY HIGHWAY";"4601 TROY HIGHWAY";"MONTGOMERY";"AL";36116;"TRUE DIVINE BAPTIST CHURCH";"AL";"MONTGOMERY";36116;"https://apps.dhr.alabama.gov/daycare/daycare_results?ID=1262";"Day Care Centers";1;"Daytime Hours: 06:00 AM - 06:00 PM";;;;"Montgomery"
"TRUE WORD OF LIFE CH/OPEN ARMS LEARN.&DC";"(334)649-1065";78;"Licensed";"EWANDER PAYNE - Director";"06:30 AM - 06:00 PM";"N/A - N/A";"6 WKS Through 12 YRS";"N/A";"P O BOX 230876";"5855 WARES FERRY ROAD";"MONTGOMERY";"AL";36117;"TRUE WORD OF LIFE CHURCH";"AL";"MONTGOMERY";36123;"https://apps.dhr.alabama.gov/daycare/daycare_results?ID=78";"Day Care Centers";1;"Daytime Hours: 06:30 AM - 06:00 PM";;;;"Montgomery"
"VAUGHN ROAD PRESCHOOL, LLC";"(334)277-4815";783;"Licensed";"BARBARA ANDERSON - Director";"06:00 AM - 06:00 PM";"N/A - N/A";"6 WKS Through 12 YRS";"N/A";"P O BOX 241884";"8790 VAUGHN ROAD";"MONTGOMERY";"AL";36117;"VAUGHN ROAD PRESCHOOL, LLC";"AL";"MONTGOMERY";36124;"https://apps.dhr.alabama.gov/daycare/daycare_results?ID=783";"Day Care Centers";1;"Daytime Hours: 06:00 AM - 06:00 PM";;;;"Montgomery"
"W.S. GARRETT ELEM. SCHOOL HEAD START";"(334)399-2456";1482;"Licensed";"AUTHURINE CRUMP - Director";"07:30 AM - 03:30 PM";"N/A - N/A";"3 YRS Through 5 YRS";"N/A";"1060 ADAMS AVENUE";"555 MCLEMORE DRIVE";"MONTGOMERY";"AL";36117;"MONTGOMERY COMMUNITY ACTION HS/EHS";"AL";"MONTGOMERY";36104;"https://apps.dhr.alabama.gov/daycare/daycare_results?ID=1482";"Day Care Centers";;;;;;"Montgomery"
"WARES FERRY ROAD ELEM. SCHOOL HEAD START";"(334)263-3474";1481;"Licensed";"ANISSA CLAY - Director";"07:30 AM - 03:30 PM";"N/A - N/A";"3 YRS Through 5 YRS";"N/A";"1060 ADAMS AVENUE";"6425 WARES FERRY ROAD";"MONTGOMERY";"AL";36117;"MONTGOMERY COMMUNITY ACTION HS/EHS";"AL";"MONTGOMERY";36104;"https://apps.dhr.alabama.gov/daycare/daycare_results?ID=1481";"Day Care Centers";;;;;;"Montgomery"
"WONDERLAND ACADEMY I";"(334)832-9815";1346;"Licensed";"LULA GOLDSBY - Director";"06:30 AM - 07:00 PM";"N/A - N/A";"6 WKS Through 12 YRS";"N/A";"3118 LOWER WETUMPKA ROAD";"3118 LOWER WETUMPKA ROAD";"MONTGOMERY";"AL";36110;"LULA GOLDSBY";"AL";"MONTGOMERY";36110;"https://apps.dhr.alabama.gov/daycare/daycare_results?ID=1346";"Day Care Centers";1;"Daytime Hours: 06:30 AM - 07:00 PM";;;;"Montgomery"
"WOODLEY ROAD HEAD START";"(334)288-6535";1474;"Licensed";"BENJAMIN JONES - Director";"07:30 AM - 03:30 PM";"N/A - N/A";"3 YRS Through 5 YRS";"N/A";"1062 ADAMS AVENUE";"3065 WOODLEY ROAD";"MONTGOMERY";"AL";36108;"MONTGOMERY COMMUNITY ACTION CCD";"AL";"MONTGOMERY";36104;"https://apps.dhr.alabama.gov/daycare/daycare_results?ID=1474";"Day Care Centers";;;;;;"Montgomery"
"WORD OF LIFE CHURCH";"(334)356-2765";1492;"Licensed";"SHERRY JORDAN - Director";"06:00 AM - 05:30 PM";"N/A - N/A";"6 WKS Through 14 YRS";"N/A";"3325 WOODLEY ROAD";"3325 WOODLEY ROAD";"MONTGOMERY";"AL";36116;"WORD OF LIFE CHURCH";"AL";"MONTGOMERY";36116;"https://apps.dhr.alabama.gov/daycare/daycare_results?ID=1492";"Day Care Centers";1;"Daytime Hours: 06:00 AM - 05:30 PM";;;;"Montgomery"
"YIELDING VESSEL MINISTRY";"(334)356-1969";2217;"Exempt";"MELANIE MORRISON - Director";"N/A - N/A";"N/A - N/A";"N/A";"N/A";"5251 HAMPSTEAD HIGH ST. UNIT 111";"5251 HAMPSTEAD HIGH ST. UNIT 111";"MONTGOMERY";"AL";36116;"YIELDING VESSEL MINISTRY";"AL";"MONTGOMERY";36116;"https://apps.dhr.alabama.gov/daycare/daycare_results?ID=2217";"Day Care Centers";;;;;;"Montgomery"
"YMCA AT CLEVELAND AVENUE";"(334)265-0566";2345;"Exempt";"DARRYL WOODS - Director";"02:30 PM - 06:00 PM";"N/A - N/A";"04 YRS Through 12 YRS";"N/A";"1201 ROSA L PARKS";"1201 ROSA L PARKS";"MONTGOMERY";"AL";36108;"YMCA OF MONTGOMERY";"AL";"MONTGOMERY";36108;"https://apps.dhr.alabama.gov/daycare/daycare_results?ID=2345";"Day Care Centers";1;"Daytime Hours: 02:30 PM - 06:00 PM";;;;"Montgomery"
"YMCA GOODTIMES CENTER";"(334)279-8666";951;"Licensed";"DARRYL WOODS - Director";"07:00 AM - 06:00 PM";"N/A - N/A";"4 YRS Through 5 YRS";"N/A";"2325 MILL RIDGE DRIVE";"2325 MILL RIDGE DRIVE";"MONTGOMERY";"AL";36117;"THE YOUNG MEN'S CHRISTIAN ASSO.OFMONT.AL";"AL";"MONTGOMERY";36117;"https://apps.dhr.alabama.gov/daycare/daycare_results?ID=951";"Day Care Centers";;;;;;"Montgomery"
"YMCA OF GREATER MONTG TULANE GARD PRE-K";"(334)265-0566";952;"Licensed";"DARRYL WOODS - Director";"07:00 AM - 03:00 PM";"N/A - N/A";"4 YRS Through 5 YRS";"N/A";"1201 ROSA PARKS AVE";"1101 VICTOR TULANE CIRCLE";"MONTGOMERY";"AL";36104;"THE YOUNG MEN'S CHRISTIAN ASSO.OFMONT.AL";"AL";"MONTGOMERY";36108;"https://apps.dhr.alabama.gov/daycare/daycare_results?ID=952";"Day Care Centers";;;;;;"Montgomery"
"ZELIA STEPHENS HEAD START CENTER";"(334)229-4470";1488;"Licensed";"ANISSA CLAY - Director";"07:30 AM - 02:30 PM";"N/A - N/A";"3 YRS Through 5 YRS";"N/A";"1062 ADAMS AVE";"1100 TUSCALOOSA ST";"MONTGOMERY";"AL";36104;"MONTGOMERY COMMUNITY ACTION COMM &CDC";"AL";"MONTGOMERY";36104;"https://apps.dhr.alabama.gov/daycare/daycare_results?ID=1488";"Day Care Centers";;;;;;"Montgomery"
"7 HEAVEN LLC";"(334)538-4748";650;"Licensed";"DANA BULLOCK - Director";"06:30 AM - 05:00 PM";"N/A - N/A";"6 WKS Through 3 YRS";"N/A";"2109 MONA LISA DRIVE";"2109 MONA LISA DRIVE";"MONTGOMERY";"AL";36111;"DANA BULLOCK";"AL";"MONTGOMERY";36111;"https://apps.dhr.alabama.gov/daycare/daycare_results?ID=650";"Family Child Care Homes";1;"Daytime Hours: 06:30 AM - 05:00 PM";;;;"Montgomery"
"ALICE M GLOVER";"(334)281-2754";922;"Licensed";"ALICE GLOVER - Director";"06:00 AM - 07:00 PM";"07:00 PM - 12:00 AM";"0 WKS Through 10 YRS";"0 WKS Through 10 YRS";"5616 E SHADES VALLEY DR";"5616 E SHADES VALLEY DR";"MONTGOMERY";"AL";36108;"ALICE GLOVER";"AL";"MONTGOMERY";36108;"https://apps.dhr.alabama.gov/daycare/daycare_results?ID=922";"Family Child Care Homes";1;"Daytime Hours: 06:00 AM - 07:00 PM";;;;"Montgomery"
"ANITA THOMAS";"(334)269-5478";409;"Licensed";"ANITA THOMAS - Director";"06:00 AM - 06:00 PM";"N/A - N/A";"4 WKS Through 12 YRS";"N/A";"2129 WINDSOR AVE";"2129 WINDSOR AVE";"MONTGOMERY";"AL";36107;"ANITA THOMAS";"AL";"MONTGOMERY";36107;"https://apps.dhr.alabama.gov/daycare/daycare_results?ID=409";"Family Child Care Homes";;;;;;"Montgomery"
"BOUNTIFUL BLESSING CHILDCARE";"(334)354-4282";455;"Licensed";"STEPHANIE MCPHERSON - Director";"06:00 AM - 06:00 PM";"N/A - N/A";"6 WKS Through 5 YRS";"N/A";"3561 LEBRON ROAD";"3561 LEBRON ROAD";"MONTGOMERY";"AL";36111;"STEPHANIE MCPHERSON";"AL";"MONTGOMERY";36111;"https://apps.dhr.alabama.gov/daycare/daycare_results?ID=455";"Family Child Care Homes";1;"Daytime Hours: 06:00 AM - 06:00 PM";;;;"Montgomery"
"BRENDA'S DEV AND LEARNING HOME DAYCARE";"(334)517-8772";1733;"Licensed";"TANGERLERIA RONEY - Director";"07:00 AM - 05:30 PM";"07:00 PM - 12:00 AM";"6 WKS Through 12 YRS";"6 WKS Through 12 YRS";"2828 GREENBRIAR RD";"2828 GREENBRIAR RD";"MONTGOMERY";"AL";36111;"TANGERLERIA RONEY";"AL";"MONTGOMERY";36111;"https://apps.dhr.alabama.gov/daycare/daycare_results?ID=1733";"Family Child Care Homes";1;"Daytime Hours: 07:00 AM - 05:30 PM";;;;"Montgomery"
"BRIDGET'S CHRISTIAN CHILDCARE & LRN. CTR";"(334)492-0364";570;"Licensed";"BRIDGET TUCK - Director";"07:00 AM - 05:30 PM";"N/A - N/A";"6 WKS Through 5 YRS";"N/A";"4112 TANDY DRIVE";"4112 TANDY DRIVE";"MONTGOMERY";"AL";36106;"BRIDGET TUCK";"AL";"MONTGOMERY";36106;"https://apps.dhr.alabama.gov/daycare/daycare_results?ID=570";"Family Child Care Homes";1;"Daytime Hours: 07:00 AM - 05:30 PM";;;;"Montgomery"
"BROWN'S HOME DAY CARE";"(334)281-4084";515;"Licensed";"BARBARA BROWN - Director";"06:30 AM - 07:00 PM";"N/A - N/A";"6 WKS Through 5 YRS";"N/A";"261 SMALLBROOK DR";"261 SMALLBROOK DR";"MONTGOMERY";"AL";36116;"BARBARA BROWN";"AL";"MONTGOMERY";36116;"https://apps.dhr.alabama.gov/daycare/daycare_results?ID=515";"Family Child Care Homes";;;;;;"Montgomery"
"CAROLYN WHITE";"(334)593-9848";725;"Licensed";"CAROLYN WHITE - Director";"05:00 AM - 07:00 PM";"07:00 PM - 11:00 PM";"0 WKS Through 12 YRS";"0 WKS Through 12 YRS";"2175 BEVERLY DRIVE";"2175 BEVERLY DRIVE";"MONTGOMERY";"AL";36111;"CAROLYN WHITE";"AL";"MONTGOMERY";36111;"https://apps.dhr.alabama.gov/daycare/daycare_results?ID=725";"Family Child Care Homes";1;"Daytime Hours: 05:00 AM - 07:00 PM";;;;"Montgomery"
"CATHY BARNETT";"(334)271-9374";453;"Licensed";"CATHY BARNETT - Director";"07:30 AM - 05:30 PM";"N/A - N/A";"0 MOS Through 14 YRS";"N/A";"1875 GATEWOOD DR.";"1875 GATEWOOD DR.";"MONTGOMERY";"AL";36106;"CATHY BARNETT";"AL";"MONTGOMERY";36106;"https://apps.dhr.alabama.gov/daycare/daycare_results?ID=453";"Family Child Care Homes";;;;;;"Montgomery"
"DEBORA A SANDERS";"(334)647-1507";127;"Licensed";"DEBORA SANDERS - Director";"07:00 AM - 05:30 PM";"N/A - N/A";"0 WKS Through 5 YRS";"N/A";"40 GRACE CHAPEL TRAIL";"40 GRACE CHAPEL TRAIL";"PIKE ROAD";"AL";36064;"DEBORA SANDERS";"AL";"PIKE ROAD";36064;"https://apps.dhr.alabama.gov/daycare/daycare_results?ID=127";"Family Child Care Homes";;;;;;"Montgomery"
"DEBORAH SPEARS";"(334)782-8935";1374;"Licensed";"DEBORAH SPEARS - Director";"06:30 AM - 07:00 PM";"N/A - N/A";"0 WKS Through 10 YRS";"N/A";"1349 SUMMERFIELD PLACE";"1349 SUMMERFIELD PLACE";"MONTGOMERY";"AL";36117;"DEBORAH SPEARS";"AL";"MONTGOMERY";36117;"https://apps.dhr.alabama.gov/daycare/daycare_results?ID=1374";"Family Child Care Homes";;;;;;"Montgomery"
"EXCEL IN-HOME PRESCHOOL";"(334)274-5296";549;"Licensed";"JASMINE RICHARDS - Director";"07:00 AM - 05:00 PM";"N/A - N/A";"3 YRS Through 5 YRS";"N/A";"2221 SAGEWOOD DRIVE";"2221 SAGEWOOD DRIVE";"MONTGOMERY";"AL";36117;"JASMINE RICHARDS";"AL";"MONTGOMERY";36117;"https://apps.dhr.alabama.gov/daycare/daycare_results?ID=549";"Family Child Care Homes";1;"Daytime Hours: 07:00 AM - 05:00 PM";;;;"Montgomery"
"G & G'S PLAYHOUSE NIGHT-CARE";"(334)652-2144";370;"Licensed";"AVIS STALLWORTH - Director";"06:00 PM - 06:00 AM";"N/A - N/A";"5 YRS Through 12 YRS";"N/A";"752 LEDYARD PLACE";"752 LEDYARD PLACE";"MONTGOMERY";"AL";36109;"AVIS STALLWORTH-ELLIS";"AL";"MONTGOMERY";36109;"https://apps.dhr.alabama.gov/daycare/daycare_results?ID=370";"Family Child Care Homes";;;;;;"Montgomery"
"GRANNIES PLACE";"(662)378-6026";45;"Licensed";"LISA GEORGE - Director";"07:30 AM - 05:00 PM";"N/A - N/A";"0 WKS Through 6 YRS";"N/A";"733 LISMORE PL";"733 LISMORE PL";"MONTGOMERY";"AL";36117;"LISA GEORGE";"AL";"MONTGOMERY";36117;"https://apps.dhr.alabama.gov/daycare/daycare_results?ID=45";"Family Child Care Homes";;;;;;"Montgomery"
"GREAT EXPECTATIONS CHILD CARE";"(334)593-7189";3;"Licensed";"TRICIA JOHNSON - Director";"07:00 AM - 05:30 PM";"N/A - N/A";"0 WKS Through 16 YRS";"N/A";"5886 BRIDLE PATH LANE";"5886 BRIDLE PATH LANE";"MONTGOMERY";"AL";36116;"TRICIA JOHNSON";"AL";"MONTGOMERY";36116;"https://apps.dhr.alabama.gov/daycare/daycare_results?ID=3";"Family Child Care Homes";;;;;;"Montgomery"
"GROWING MINDS CHILDCARE";"(334)296-0516";767;"Licensed";"KIESHA JOHNSON - Director";"07:00 AM - 07:00 PM";"07:00 PM - 12:00 AM";"6 WKS Through 12 YRS";"6 WKS Through 12 YRS";"2082 REXFORD RD";"2082 REXFORD RD";"MONTGOMERY";"AL";36116;"KIESHA JOHNSON";"AL";"MONTGOMERY";36116;"https://apps.dhr.alabama.gov/daycare/daycare_results?ID=767";"Family Child Care Homes";;;;;;"Montgomery"
"HEAVEN'S LITTLE ONE'S IN HOME CHILDCARE";"(334)430-7573";246;"Licensed";"EBONEY BYRSE - Director";"06:00 AM - 07:00 PM";"07:00 PM - 06:00 AM";"6 WKS Through 12 YRS";"6 WKS Through 12 YRS";"2724 CHERRY STREET";"2724 CHERRY STREET";"MONTGOMERY";"AL";36107;"EBONEY BYRSE";"AL";"MONTGOMERY";36107;"https://apps.dhr.alabama.gov/daycare/daycare_results?ID=246";"Family Child Care Homes";1;"Daytime Hours: 06:00 AM - 07:00 PM";;;;"Montgomery"
"JACKIE'S HOME DAY CARE";"(334)676-3136";879;"Licensed";"JACQUELINE JAMES - Director";"07:00 AM - 05:30 PM";"N/A - N/A";"6 WKS Through 10 YRS";"N/A";"325 KROY DRIVE";"325 KROY DRIVE";"MONTGOMERY";"AL";36117;"JACQUELINE JAMES";"AL";"MONTGOMERY";36117;"https://apps.dhr.alabama.gov/daycare/daycare_results?ID=879";"Family Child Care Homes";1;"Daytime Hours: 07:00 AM - 05:30 PM";;;;"Montgomery"
"JENNY'S KINDERCARE";"(334)288-1603";1560;"Licensed";"CLEMENTINE MCCALL - Director";"06:30 AM - 05:30 PM";"N/A - N/A";"0 WKS Through 10 YRS";"N/A";"4324 ESMOND RD";"4324 ESMOND RD";"MONTGOMERY";"AL";36105;"CLEMENTINE MCCALL";"AL";"MONTGOMERY";36105;"https://apps.dhr.alabama.gov/daycare/daycare_results?ID=1560";"Family Child Care Homes";;;;;;"Montgomery"
"JOEANNAH CHAVIS";"(334)416-8562";528;"Licensed";"JOEANNAH CHAVIS - Director";"05:00 AM - 07:00 PM";"07:00 PM - 11:00 PM";"3 WKS Through 14 YRS";"3 WKS Through 14 YRS";"2136 BRIAR GATE DR";"2136 BRIAR GATE DR";"MONTGOMERY";"AL";36116;"JOEANNAH CHAVIS";"AL";"MONTGOMERY";36116;"https://apps.dhr.alabama.gov/daycare/daycare_results?ID=528";"Family Child Care Homes";;;;;;"Montgomery"
"JOHNSON'S IN HOME DAYCARE";"(334)288-5252";408;"Licensed";"GLORIA DUBOSE JOHNSON - Director";"06:00 AM - 07:00 PM";"07:00 PM - 12:00 AM";"0 WKS Through 14 YRS";"0 WKS Through 14 YRS";"3265 VIRGINIA LOOP CT";"3265 VIRGINIA LOOP CT";"MONTGOMERY";"AL";36116;"GLORIA DUBOSE JOHNSON";"AL";"MONTGOMERY";36116;"https://apps.dhr.alabama.gov/daycare/daycare_results?ID=408";"Family Child Care Homes";;;;;;"Montgomery"
