"id";"name";"address";"city";"state";"zip";"county";"phone";"location website";"email";"details";"main url";"facebook page";"career/employment url";"application/registration url";"parent handbook url";"infant (under 12 months)";"toddler (1-2yrs)";"preschools (2-3yrs)";"pre-kindergarden(4yr)";"before/afterschools";"camps";"logo url";"monday hour";"tuesday hour";"wednesday hour";"thursday hour";"friday hours";"saturday hour";"sunday hour"
1199381;"CENTRAL BUCKS COMMUNITY SCHOOL PAUL W KUTZ ELEM";"1950 TURK RD";"DOYLESTOWN";"PA";18901;"BUCKS";2156517874;;;;;;;;;;;;;;;;;;;;;;
1199382;"A CHILDS WORLD DEVELOPMENTAL CENTERS";"183 BRISTOL-OXFORD VLY";"LANGHORNE";"PA";19047;"BUCKS";2159498900;;;;;;;;;;;;;;;;;;;;;;
1199383;"GODS LOVE CHRISTIAN PRE-SCHOOL";"791 NEWTOWN-YARDLEY RD";"NEWTOWN";"PA";18940;"BUCKS";2154970506;;;;;;;;;;;;;;;;;;;;;;
1199384;"LIFE SPAN DAY CARE";"500 FAIRVIEW AVE";"QUAKERTOWN";"PA";18951;"BUCKS";;;;;;;;;;;;;;;;;;;;;;;
1199385;"ST PAULS EPISCOPAL CHURCH";"EDUCATION WING SCHOOL";"DOYLESTOWN";"PA";18901;"BUCKS";2157940162;;;;;;;;;;;;;;;;;;;;;;
1199386;"BUCKS GYMNASTICS CENTER II INC";"255 LR MORRISVILLE RD";"FALLSINGTON";"PA";19054;"Bucks";2152955354;;;;;;;;;;;;;;;;;;;;;;
1199387;"GODDARD SCHOOL";"102 STEWARD LN";"CHALFONT";"PA";18914;"BUCKS";2159972750;;;;;;;;;;;;;;;;;;;;;;
1199388;"EXPLORATION STATION-MCDONALD";"666 REEVES LN";"WARMINSTER";"PA";18974;"BUCKS";2156724978;;;;;;;;;;;;;;;;;;;;;;
1199389;"LIFESPAN DAYCARE INC";"349 S 9TH ST";"QUAKERTOWN";"PA";18951;"BUCKS";2158969917;;;;;;;;;;;;;;;;;;;;;;
1199390;"EXPLORATION STATION-WILLOWDALE";"760 NORRISTOWN RD";"WARMINSTER";"PA";18974;"BUCKS";2159209539;;;;;;;;;;;;;;;;;;;;;;
1199392;"DICKINSON COLLEGE CHILDRENS CENTER";"28 GARLAND AVE";"CARLISLE";"PA";17013;"CUMBERLAND";7172451088;;;;;;;;;;;;;;;;;;;;;;
1199393;"SMALL STEPS DAYCARE CENTER";"125 WOLF BRIDGE RD";"CARLISLE";"PA";17013;"CUMBERLAND";;;;;;;;;;;;;;;;;;;;;;;
1199394;"CHILDRENS FAMILY CENTER";"4909 LOUISE DR STE 108";"MECHANICSBURG";"PA";17055;"CUMBERLAND";7176975126;;;;;;;;;;;;;;;;;;;;;;
1199395;"THE GODDARD SCHOOL";"5049 RITTER RD";"MECHANICSBURG";"PA";17055;"CUMBERLAND";;;;;;;;;;;;;;;;;;;;;;;
1199396;"INSPIRATION STATION EARLY LEARNING CENTER";"2500 GETTYSBURG RD";"CAMP HILL";"PA";17011;"CUMBERLAND";7178106762;;;;;;;;;;;;;;;;;;;;;;
1199397;"BEST FRIENDS DAY CARE";"206 BRIDGE ST";"NEW CUMBERLAND";"PA";17070;"CUMBERLAND";7177743319;;;;;;;;;;;;;;;;;;;;;;
1199402;"DISCOVERY KIDS CHILDCARE CENTER INC";"135 E EMAUS ST";"MIDDLETOWN";"PA";17057;"DAUPHIN";7179444500;;;;;;;;;;;;;;;;;;;;;;
1199403;"KIDS ACADEMY";"4600 FRITCHEY ST";"HARRISBURG";"PA";17109;"DAUPHIN";7175415437;;;;;;;;;;;;;;;;;;;;;;
1199404;"YMCA SACC Paxtang";"RUTHERFORD SWAN ST";"HARRISBURG";"PA";17111;"DAUPHIN";7176523681;;;;;;;;;;;;;;;;;;;;;;
1199405;"A PLUS KIDS EARLY LEARNING CENTER";"1124 N 3RD ST";"HARRISBURG";"PA";17102;"DAUPHIN";7172341830;;;;;;;;;;;;;;;;;;;;;;
1199406;"FLH Inc aba The Goddard School";"4397 STURBRIDGE DR";"HARRISBURG";"PA";17110;"DAUPHIN";7175260404;;;;;;;;;;;;;;;;;;;;;;
1199407;"MIKAYLAS PLACE";"914 S 13TH ST";"HARRISBURG";"PA";17104;"DAUPHIN";7172344442;;;;;;;;;;;;;;;;;;;;;;
1199408;"COLLEEN KWIATKOWSKIS DAYCARE INC";"245 W HIGH STREET";"MIDDLETOWN";"PA";17057;"DAUPHIN";7179449608;;;;;;;;;;;;;;;;;;;;;;
1199409;"AVAS GARDEN";"2963A N 7TH ST";"HARRISBURG";"PA";17110;"DAUPHIN";7172144373;;;;;;;;;;;;;;;;;;;;;;
1199410;"CRADLES TO CRAYONS LEARNING CENTER LLC";"3700 RUTHERFORD ST";"HARRISBURG";"PA";17111;"DAUPHIN";7175640385;;;;;;;;;;;;;;;;;;;;;;
1199411;"YMCA SACC Rutherford";"6500 CLEARFIELD ST";"HARRISBURG";"PA";17111;"DAUPHIN";7176523681;;;;;;;;;;;;;;;;;;;;;;
1199412;"THE GODDARD SCHOOL-HERSHEY";"1035 MIDDLETOWN RD";"HUMMELSTOWN";"PA";17036;"DAUPHIN";7175662273;;;;;;;;;;;;;;;;;;;;;;
1199413;"EBENEZER-KUNKLE ELEMENTARY";"2401 FULLING MILL RD";"MIDDLETOWN";"PA";17057;"DAUPHIN";7179851650;;;;;;;;;;;;;;;;;;;;;;
1199414;"JORDANS PLACE DAY CARE LLC";"1010 ORCHARD DR";"HARRISBURG";"PA";17113;"DAUPHIN";7176088451;;;;;;;;;;;;;;;;;;;;;;
1199415;"CCLC AT HERSHEY";"400 CENTERVIEW DR";"HERSHEY";"PA";17033;"DAUPHIN";7175315484;;;;;;;;;;;;;;;;;;;;;;
1199416;"NEW BEGINNINGS EARLY CHILD DEV AND LRNG CTR LLC";"1419 N 2ND ST";"HARRISBURG";"PA";17102;"DAUPHIN";7172381800;;;;;;;;;;;;;;;;;;;;;;
1199417;"LINGLESTOWN EARLY LEARNING CENTER";"6085 LINGLESTOWN RD";"HARRISBURG";"PA";17112;"DAUPHIN";7174251183;;;;;;;;;;;;;;;;;;;;;;
1199418;"BRIGHT FUTURES LEARNING CENTERS INC";"550 WICONISCO ST";"HARRISBURG";"PA";17110;"DAUPHIN";7172368966;;;;;;;;;;;;;;;;;;;;;;
1199419;"DISCOVERY KIDS CHILDCARE CENTER INC";"1963 OBERLIN RD";"HARRISBURG";"PA";17111;"DAUPHIN";7179391723;;;;;;;;;;;;;;;;;;;;;;
1199429;"EDUCATIONAL BUILDING BLOCKS INC";"2094 CARLISLE RD";"YORK";"PA";17408;"YORK";7177641744;;;;;;;;;;;;;;;;;;;;;;
1199430;"ALL ABOARD CHILD CARE CENTER";"4304 N GEORGE STREET EXT";"MANCHESTER";"PA";17345;"YORK";;;;;;;;;;;;;;;;;;;;;;;
1199431;"PDS LEARNING CENTER";"325 MULBERRY ST";"YORK";"PA";17403;"YORK";7173249984;;;;;;;;;;;;;;;;;;;;;;
1199432;"PUNKIN PATCH CHILDCARE INC";"201 S CHARLES ST STE 1";"RED LION";"PA";17356;"YORK";7172446617;;;;;;;;;;;;;;;;;;;;;;
1199433;"NEW WORKS LEARNING CENTER LLC";"1054 2ND ST";"MOUNT WOLF";"PA";17347;"YORK";;;;;;;;;;;;;;;;;;;;;;;
1199434;"NORTH SALEM Y KIDS CLUB";"5061 N SALEM CHURCH RD";"DOVER";"PA";17315;"YORK";7172925622;;;;;;;;;;;;;;;;;;;;;;
1199435;"FAIRVIEW EARLY LEARNING AND COMMUNITY CENTER LLC";"465 S PINE ST";"YORK";"PA";17403;"YORK";7179001962;;;;;;;;;;;;;;;;;;;;;;
1199443;"GODDARD SCHOOL";"1246 BRIDGE RD";"SKIPPACK";"PA";19474;"Montgomery";6102229002;;;;;;;;;;;;;;;;;;;;;;
1199444;"UMASD EXTENDED DAY CALEY";"725 CALEY RD";"KING OF PRUSSIA";"PA";19406;"CHESTER";6102056495;;;;;;;;;;;;;;;;;;;;;;
1199445;"AMBLER YMCA/THOMAS FITZWATER ELEMENTARY SCHOOL";"30 SCHOOL LN";"WILLOW GROVE";"PA";19090;"MONTGOMERY";2156289950;;;;;;;;;;;;;;;;;;;;;;
1199446;"THE LEARNING EXPERIENCE";"901 S TROOPER RD";"NORRISTOWN";"PA";19403;"MONTGOMERY";;;;;;;;;;;;;;;;;;;;;;;
1199447;"MELC KINDERGARTEN CENTER";"230 HAVERFORD RD";"WYNNEWOOD";"PA";19096;"MONTGOMERY";6106588601;;;;;;;;;;;;;;;;;;;;;;
1199448;"GODDARD SCHOOL OF HORSHAM";"420 DRESHER RD STE B";"HORSHAM";"PA";19044;"MONTGOMERY";2153289868;;;;;;;;;;;;;;;;;;;;;;
1199449;"PFVY AUDUBON CHILD CARE AT MILL GROVE";"1201 PAWLINGS RD";"NORRISTOWN";"PA";19403;"MONTGOMERY";6105390900;;;;;;;;;;;;;;;;;;;;;;
1199450;"HATBORO HORSHAM HALLOWELL ELEMENTARY";"501 W MORELAND AVE";"HORSHAM";"PA";19044;"MONTGOMERY";2154205929;;;;;;;;;;;;;;;;;;;;;;
1199451;"EXTENDED SCHOOL DAY CHILDRENS CENTER";"1020 SANDY ST";"NORRISTOWN";"PA";19401;"MONTGOMERY";6105845420;;;;;;;;;;;;;;;;;;;;;;
1199452;"STARLIGHT ACADEMY";"1240 W MAIN ST";"NORRISTOWN";"PA";19401;"MONTGOMERY";6102722840;;;;;;;;;;;;;;;;;;;;;;
1199453;"THE GODDARD SCHOOL PLYMOUTH MEETING";"3025 WALTON RD";"PLYMOUTH MEETING";"PA";19462;"MONTGOMERY";6106163409;;;;;;;;;;;;;;;;;;;;;;
1199454;"PRESTIGE PLAY AND LEARN";"1246 W MAIN ST";"NORRISTOWN";"PA";19401;"MONTGOMERY";6102754809;;;;;;;;;;;;;;;;;;;;;;
1199455;"KINDERCARE LEARNING CENTER 224";"211 N HENDERSON RD";"KING OF PRUSSIA";"PA";19406;"CHESTER";;;;;;;;;;;;;;;;;;;;;;;
1199456;"CRYSTALS EARLY LEARNING CENTER";"244 E 8TH AVE";"CONSHOHOCKEN";"PA";19428;"MONTGOMERY";6108978883;;;;;;;;;;;;;;;;;;;;;;
1199457;"EXTENDED SCHOOL-DAY CHILDRENS CENTER-HANCOCK";"1520 ARCH ST";"NORRISTOWN";"PA";19401;"MONTGOMERY";4845760099;;;;;;;;;;;;;;;;;;;;;;
1199458;"JENKINTOWN ELEMENTARY SCHOOL";"317 HIGHLAND AVE";"JENKINTOWN";"PA";19046;"MONTGOMERY";;;;;;;;;;;;;;;;;;;;;;;
1199459;"LOWER PROVIDENCE TOWNSHIP";"100 PARKLANE DR";"NORRISTOWN";"PA";19403;"MONTGOMERY";6106353524;;;;;;;;;;;;;;;;;;;;;;
1199460;"WENTZS UCC PRESCHOOL";"3246 SKIPPACK PIKE";"LANSDALE";"PA";19446;"MONTGOMERY";6105844855;;;;;;;;;;;;;;;;;;;;;;
1199461;"NORTH PENN YMCA-SKIPACK ELEMENTARY SCHOOL";"4081 HECKLER RD";"CREAMERY";"PA";19430;"Montgomery";6108310995;;;;;;;;;;;;;;;;;;;;;;
1199462;"INTERNATIONAL MONTESSORI SCHOOLS FOUNDATION";"70 BUCKWALTER RD";"ROYERSFORD";"PA";19468;"MONTGOMERY";6109484264;;;;;;;;;;;;;;;;;;;;;;
1199463;"ST FRANCIS EARLY LEARNING CENTER";"636 BUTTONWOOD ST";"NORRISTOWN";"PA";19401;"MONTGOMERY";;;;;;;;;;;;;;;;;;;;;;;
1199464;"WHITEMARSH TOWNSHIP CEDAR GROVE BARN";"100 CEDAR GROVE RD";"CONSHOHOCKEN";"PA";19428;"MONTGOMERY";6108250206;;;;;;;;;;;;;;;;;;;;;;
1199465;"WEE R THE WORLD EARLY LEARNING CENTER INC";"2450 HAMILTON AVE";"ABINGTON";"PA";19001;"MONTGOMERY";2158309700;;;;;;;;;;;;;;;;;;;;;;
1199466;"MELC-Ridge Park Center";"KARRS LANE LITTLE RD";"PLYMOUTH MEETING";"PA";19428;"MONTGOMERY";6108281785;;;;;;;;;;;;;;;;;;;;;;
1199467;"GODDARD SCHOOL OF MONTGOMERYVILLE";"520 STUMP RD";"MONTGOMERYVILLE";"PA";18936;"MONTGOMERY";2153935996;;;;;;;;;;;;;;;;;;;;;;
1199468;"MARGARET GEORGE SCHOOL AND CHILD CARE CENTER";"491 ALLENDALE RD";"KING OF PRUSSIA";"PA";19406;"CHESTER";6107687838;;;;;;;;;;;;;;;;;;;;;;
1199469;"SUPPLEE CHURCH NURSERY SCHOOL";"855 E WELSH RD";"AMBLER";"PA";19002;"MONTGOMERY";2156464135;;;;;;;;;;;;;;;;;;;;;;
1199470;"STEPPING STONES AT CROSSROADS CHILDCARE";"855 OLD HUNTINGDON PIKE";"HUNTINGDON VALLEY";"PA";19006;"MONTGOMERY";2677765934;;;;;;;;;;;;;;;;;;;;;;
1199471;"THE GODDARD SCHOOL OF EAST NORRITON";"704 W GERMANTOWN PIKE";"NORRISTOWN";"PA";19403;"MONTGOMERY";6106306383;;;;;;;;;;;;;;;;;;;;;;
1199472;"KIDS WOLD CHILD CENTER INC";"1560 OLD YORK RD";"ABINGTON";"PA";19001;"MONTGOMERY";2155597799;;;;;;;;;;;;;;;;;;;;;;
1199473;"TRINITY CHURCH GULPH MILLS NURSERY AND KINDERGARTE";"966 TRINITY LN";"KING OF PRUSSIA";"PA";19406;"CHESTER";6108252707;;;;;;;;;;;;;;;;;;;;;;
1199474;"THE GODDARD SCHOOL";"489 S GULPH RD";"KING OF PRUSSIA";"PA";19406;"CHESTER";;;;;;;;;;;;;;;;;;;;;;;
1199475;"GODDARD SCHOOL OF SANATOGA";"2074 E HIGH ST";"POTTSTOWN";"PA";19464;"CHESTER";6109703336;;;;;;;;;;;;;;;;;;;;;;
1199476;"The Childrens Cottage";"215 TELFORD PIKE";"TELFORD";"PA";18969;"MONTGOMERY";2157239102;;;;;;;;;;;;;;;;;;;;;;
1199477;"ST CYRIL ACADEMY";"2500 UNIONVILLE PIKE";"HATFIELD";"PA";19440;"MONTGOMERY";2676429301;;;;;;;;;;;;;;;;;;;;;;
1199478;"THE SITTERS CLUBHOUSE";"333 E HIGH ST";"POTTSTOWN";"PA";19464;"CHESTER";4846245874;;;;;;;;;;;;;;;;;;;;;;
1199479;"THE LEARNING EXPERIENCE";"101 KEYSTONE DR";"ROYERSFORD";"PA";19468;"MONTGOMERY";2152194389;;;;;;;;;;;;;;;;;;;;;;
1199480;"MCIU EARLY LEARNING ACADEMY";"1605 W MAIN ST";"NORRISTOWN";"PA";19403;"MONTGOMERY";6107559404;;;;;;;;;;;;;;;;;;;;;;
1199481;"MATER DEI CHILD CARE CENTER";"2980 COWPATH RD";"HATFIELD";"PA";19440;"MONTGOMERY";2157992211;;;;;;;;;;;;;;;;;;;;;;
1199488;"GETTYSBURGS GROWING PLACE";"142 CONSTITUTION AVE";"GETTYSBURG";"PA";17325;"ADAMS";7173378211;;;;;;;;;;;;;;;;;;;;;;
1199489;"PA ELITE ALL STAR GYM INC";"105 S QUEEN ST";"LITTLESTOWN";"PA";17340;"ADAMS";7173594087;;;;;;;;;;;;;;;;;;;;;;
1199490;"ALLOWAY CREEK ELEMENTARY SCHOOL AGE PROGRAM";"162 NEWARK ST";"LITTLESTOWN";"PA";17340;"ADAMS";7173594146;;;;;;;;;;;;;;;;;;;;;;
1199494;"RIDGWAY YMCA SUMMER CAMP";"34 N BROAD ST";"RIDGWAY";"PA";15853;"ELK";8147761146;;;;;;;;;;;;;;;;;;;;;;
1199497;"KIDS WORLD";"101 SPRINGFIELD DR";"LAWRENCE";"PA";15055;"WASHINGTON";7247454333;;;;;;;;;;;;;;;;;;;;;;
1199498;"KIDS IN MOTION LEARNING CENTER LLC";"100 PLAZA DR";"ATLASBURG";"PA";15004;"Washington";7249470655;;;;;;;;;;;;;;;;;;;;;;
1199499;"SONYAS ENCHANTED GARDEN DAY CARE CENTER";"415 MCKEAN AVE";"DONORA";"PA";15033;"WASHINGTON";7243795222;;;;;;;;;;;;;;;;;;;;;;
1199500;"SPRINGBOARD AT CHARLEROI AREA ELEMENTARY CENTER";"75 FECSEN DR";"CHARLEROI";"PA";15022;"WASHINGTON";7244835554;;;;;;;;;;;;;;;;;;;;;;
1199503;"LITTLE BOMBERS LLC";"180 DELAWARE AVE";"PALMERTON";"PA";18071;"CARBON";6105336914;;;;;;;;;;;;;;;;;;;;;;
1199504;"LHH LEARN & PLAY CHILDCARE CENTER INC";"146 NORTH ST";"LEHIGHTON";"PA";18235;"CARBON";4844648378;;;;;;;;;;;;;;;;;;;;;;
1199506;"BRIGHTSIDE ACADEMY EARLY CARE EDUCATION";"415 SMITHFIELD ST";"PITTSBURGH";"PA";15222;"ALLEGHENY";;;;;;;;;;;;;;;;;;;;;;;
1199507;"Matilda Theiss Hll House";"1835 Center Avenue";"Pittsburgh";"PA";15219;"ALLEGHENY";4126676160;;;;;;;;;;;;;;;;;;;;;;
1199508;"CRAFTON CHILDRENS CORNER";"545 HAMILTON RD";"PITTSBURGH";"PA";15205;"ALLEGHENY";4129222273;;;;;;;;;;;;;;;;;;;;;;
1199509;"MT LEBANON EXTENDED DAY PROGRAM-LINCOLN";"2 RALSTON PL";"PITTSBURGH";"PA";15216;"ALLEGHENY";4125631474;;;;;;;;;;;;;;;;;;;;;;
1199510;"Cheryls Daycare Center";"1781 PINE HOLLOW RD";"MC KEES ROCKS";"PA";15136;"ALLEGHENY";4127719198;;;;;;;;;;;;;;;;;;;;;;
1199511;"LOIS JOHNSON MEMORIAL EXTENDED CARE";"3301 S PARK RD";"BETHEL PARK";"PA";15102;"ALLEGHENY";4128548506;;;;;;;;;;;;;;;;;;;;;;
1199512;"A TOTS SPOT DAYCARE AND EARLY LEARNING CENTER";"1605 LOWRIE ST";"PITTSBURGH";"PA";15212;"ALLEGHENY";4123238687;;;;;;;;;;;;;;;;;;;;;;
1199513;"LOVE AND CARE EDUCATIONAL CHILD CARE CENTER 2";"100 GRANT AVE";"DUQUESNE";"PA";15110;"ALLEGHENY";4124692941;;;;;;;;;;;;;;;;;;;;;;
1199514;"TENDER CARE LEARNING CENTER/WHITEHALL";"300 WEYMAN RD";"PITTSBURGH";"PA";15236;"ALLEGHENY";4128816720;;;;;;;;;;;;;;;;;;;;;;
1199515;"HERITAGE OUT OF SCHOOL TIME";"531 JONES AVE";"BRADDOCK";"PA";15104;"ALLEGHENY";4122712090;;;;;;;;;;;;;;;;;;;;;;
1199516;"BRASS RING LEARNING CENTER UNIT III";"104 WAGNER DR";"BETHEL PARK";"PA";15102;"ALLEGHENY";4128545858;;;;;;;;;;;;;;;;;;;;;;
1199517;"BRIGHTSIDE ACADEMY/HILL-HAZELWOOD";"828 HAZELWOOD AVE";"PITTSBURGH";"PA";15217;"ALLEGHENY";;;;;;;;;;;;;;;;;;;;;;;
1199518;"LEARNING LADDER CHILDCARE CENTER";"643 1/2 HILLSBORO ST";"PITTSBURGH";"PA";15204;"ALLEGHENY";4127710700;;;;;;;;;;;;;;;;;;;;;;
1199519;"CYNTHIA K FRANCKS CHILD CARE II";"801 seventh Street";"Verona";"PA";15147;"ALLEGHENY";4128280788;;;;;;;;;;;;;;;;;;;;;;
1199520;"METROPOLITAN PRESCHOOL AND NURSERY-WARNER CENTER";"332 5TH AVE";"PITTSBURGH";"PA";15222;"ALLEGHENY";;;;;;;;;;;;;;;;;;;;;;;
1199521;"FUTURE FOCUS CHILDCARE LLC";"100 MULBERRY LN";"PITTSBURGH";"PA";15235;"ALLEGHENY";4127232018;;;;;;;;;;;;;;;;;;;;;;
1199522;"KIDS AT HEART LEARNING CENTER LLC";"2800 OLD ELIZABETH RD";"WEST MIFFLIN";"PA";15122;"ALLEGHENY";4128965882;;;;;;;;;;;;;;;;;;;;;;
1199523;"MUSA/PARK ELEMENTARY SCHOOL";"4102 MAIN ST";"HOMESTEAD";"PA";15120;"ALLEGHENY";4127205719;;;;;;;;;;;;;;;;;;;;;;
1199524;"Little Kids Playcare";"875 OLD CLAIRTON RD";"CLAIRTON";"PA";15025;"ALLEGHENY";4126554163;;;;;;;;;;;;;;;;;;;;;;
1199525;"MUSHROOM FAMILY LRNG CTR";"1900 COCHRAN RD";"PITTSBURGH";"PA";15220;"ALLEGHENY";4125311225;;;;;;;;;;;;;;;;;;;;;;
1199526;"JUST LIKE HOME CHILD DAY CARE CENTER INC";"1000 INFINITY DR";"MONROEVILLE";"PA";15146;"ALLEGHENY";7245197767;;;;;;;;;;;;;;;;;;;;;;
1199527;"Little Bumble Bees Daycare LLC";"1705 MAPLE ST STE B2";"HOMESTEAD";"PA";15120;"ALLEGHENY";4129018636;;;;;;;;;;;;;;;;;;;;;;
1199528;"Mt Ararat Community Activity Center";"745 N NEGLEY AVE";"PITTSBURGH";"PA";15206;"ALLEGHENY";4124411868;;;;;;;;;;;;;;;;;;;;;;
1199529;"LEARN N PLAY DEVELOPMENT CENTER LLC";"519 PENN AVE";"TURTLE CREEK";"PA";15145;"ALLEGHENY";4128290240;;;;;;;;;;;;;;;;;;;;;;
1199530;"RAINBOWS END CHILD ACADEMY";"5849 FORBES AVE";"PITTSBURGH";"PA";15217;"ALLEGHENY";;;;;;;;;;;;;;;;;;;;;;;
1199531;"BRIGHTSIDE ACADEMY INC";"925 LIBERTY AVE";"PITTSBURGH";"PA";15222;"ALLEGHENY";4125600237;;;;;;;;;;;;;;;;;;;;;;
1199532;"DEAKINGS DAYCARE LLC";"515 N HIGHLAND AVE";"PITTSBURGH";"PA";15206;"ALLEGHENY";4123622575;;;;;;;;;;;;;;;;;;;;;;
1199533;"YMCA OF PITTSBURGH/HARTWOOD ELEMENTARY";"550 SAXONBURG BLVD";"INDIANA TWP";"PA";15051;"Allegheny";4127675488;;;;;;;;;;;;;;;;;;;;;;
1199534;"THE GODDARD SCHOOL";"3000 BROOKTREE RD";"WEXFORD";"PA";15090;"ALLEGHENY";;;;;;;;;;;;;;;;;;;;;;;
1199535;"YMCA OF GREATER PGH/MONTOUR ELEMENTARY";"221 CLEVER RD";"MC KEES ROCKS";"PA";15136;"ALLEGHENY";4127879622;;;;;;;;;;;;;;;;;;;;;;
1199536;"CHILDRENS EXPRESS LEARNING CENTER";"315 CENTER-NEW TEXAS RD";"PITTSBURGH";"PA";15239;"ALLEGHENY";4127957195;;;;;;;;;;;;;;;;;;;;;;
1199537;"MOTHER GOOSE AND FRIENDS LEARNING CENTER";"108 SIMPSON HOWELL RD";"ELIZABETH";"PA";15037;"ALLEGHENY";4128966421;;;;;;;;;;;;;;;;;;;;;;
1199538;"ST WINIFRED EARLY LEARNING CENTER";"550 SLEEPY HOLLOW RD";"PITTSBURGH";"PA";15228;"ALLEGHENY";4125616001;;;;;;;;;;;;;;;;;;;;;;
1199539;"YMCA OF GREATER PGH/DUQUESNE UNIVERSITY CDC";"1315 BLUFF ST";"PITTSBURGH";"PA";15219;"ALLEGHENY";4123965183;;;;;;;;;;;;;;;;;;;;;;
1199540;"MT NAZARETH LEARNING CENTER";"250 NAZARETH WAY";"PITTSBURGH";"PA";15229;"ALLEGHENY";4129319761;;;;;;;;;;;;;;;;;;;;;;
1199541;"METROPOLITAN PRESCHOOL AND NURSERY";"938 PENN AVE # 940";"PITTSBURGH";"PA";15222;"ALLEGHENY";4124345930;;;;;;;;;;;;;;;;;;;;;;
1199542;"Poppys Playhouse LLC";"611 BALDWIN ST";"BRIDGEVILLE";"PA";15017;"ALLEGHENY";4127195121;;;;;;;;;;;;;;;;;;;;;;
1199543;"FIRST CARE ACADEMY LLC";"800 GREENSBURG PIKE";"NORTH VERSAILLES";"PA";15137;"ALLEGHENY";4128298055;;;;;;;;;;;;;;;;;;;;;;
1199544;"BRIGHTSIDE ACADEMY EARLY CARE EDUCATION";"415 LYSLE BLVD";"MCKEESPORT";"PA";15132;"Allegheny";4126725510;;;;;;;;;;;;;;;;;;;;;;
1199545;"MILESTONES CHILD CARE CENTER LLC";"1130 S BRADDOCK AVE";"PITTSBURGH";"PA";15218;"ALLEGHENY";4123717922;;;;;;;;;;;;;;;;;;;;;;
1199546;"ST MALACHY SCHOOL";"343 FOREST GROVE RD";"CORAOPOLIS";"PA";15108;"ALLEGHENY";;;;;;;;;;;;;;;;;;;;;;;
1199547;"A PLACE TO GROW LEARNING CENTER";"1331 FREEPORT RD # A1331B";"PITTSBURGH";"PA";15238;"ALLEGHENY";4129631222;;;;;;;;;;;;;;;;;;;;;;
1199548;"Childrens Ark Creative Learning Center";"211 NELBON AVE";"PITTSBURGH";"PA";15235;"ALLEGHENY";4127272469;;;;;;;;;;;;;;;;;;;;;;
1199549;"SUPPORTING HANDS LEARNING CENTER LLC";"289 MONROEVILLE MALL";"MONROEVILLE";"PA";15146;"ALLEGHENY";;;;;;;;;;;;;;;;;;;;;;;
1199550;"The Caring Castle LLC";"5408 CLAIRTON BLVD";"PITTSBURGH";"PA";15236;"ALLEGHENY";4128842400;;;;;;;;;;;;;;;;;;;;;;
1199551;"Cyert Center for Early Education Penn Ave";"6555 PENN AVE";"PITTSBURGH";"PA";15206;"ALLEGHENY";4122683940;;;;;;;;;;;;;;;;;;;;;;
1199552;"ABK LEARNING AND DEVELOPMENT CENTER LLC";"BEDFORD HOPE CENTER";"PITTSBURGH";"PA";15219;"ALLEGHENY";4123635367;;;;;;;;;;;;;;;;;;;;;;
1199553;"YMCA OF GREATER PGH/WEST VIEW ELEMENTARY";"PERRY HIGHWAY";"WEST VIEW";"PA";15229;"Allegheny";4127611227;;;;;;;;;;;;;;;;;;;;;;
1199554;"HIGHLANDS CHILDCARE CENTER LLC";"2130 FREEPORT RD";"NATRONA HEIGHTS";"PA";15065;"ALLEGHENY";7248953772;;;;;;;;;;;;;;;;;;;;;;
1199555;"Dreamers & Achievers Corporation";"409 STATION ST";"WILMERDING";"PA";15148;"ALLEGHENY";4128562273;;;;;;;;;;;;;;;;;;;;;;
1199556;"INTERPLAY CHILD CARE CENTER";"2016 NOBLE ST";"SWISSVALE";"PA";15218;"Allegheny";;;;;;;;;;;;;;;;;;;;;;;
1199557;"Montessori Childrens Community";"474 CHADWICK ST";"SEWICKLEY";"PA";15143;"ALLEGHENY";4127418982;;;;;;;;;;;;;;;;;;;;;;
1199558;"DREWERYS DAY CARE";"715 BROADWAY AVE";"MC KEES ROCKS";"PA";15136;"ALLEGHENY";4124581688;;;;;;;;;;;;;;;;;;;;;;
1199559;"KYDZ NATION LLC";"212 YOST BLVD";"PITTSBURGH";"PA";15221;"ALLEGHENY";4127232412;;;;;;;;;;;;;;;;;;;;;;
1199560;"PROJECT DESTINY EARLY LRNG CTR AT CCAC/BYERS HALL";"808 RIDGE AVE";"PITTSBURGH";"PA";15212;"ALLEGHENY";4122316509;;;;;;;;;;;;;;;;;;;;;;
1199590;"DISCOVER THE WORLD CHILDRENS CENTER INC";"205 N MAIN ST";"ATHENS";"PA";18810;"BRADFORD";5708862496;;;;;;;;;;;;;;;;;;;;;;
1199591;"STEPPING STONES PRESCHOOL";"175 PAINE ST";"TROY";"PA";16947;"BRADFORD";5702979020;;;;;;;;;;;;;;;;;;;;;;
1199592;"WYALUSING VALLEY CHILDRENS CENTER INC";"42932 ROUTE 6";"WYALUSING";"PA";18853;"BRADFORD";5707465050;;;;;;;;;;;;;;;;;;;;;;
1199597;"LITTLE DREAMERS DAYCARE & PRESCHOOL";"401 GEORGIAN PL";"SOMERSET";"PA";15501;"SOMERSET";8147012444;;;;;;;;;;;;;;;;;;;;;;
1199598;"LITTLE BEARS CHILD CARE";"434 W GEORGE ST STE A";"CARMICHAELS";"PA";15320;"GREENE";7249662327;;;;;;;;;;;;;;;;;;;;;;
