"Provider Name";"Address";"City";"State";"Zip";"Telephone";"License Type";"License Number";"E-Mail";"Web Site";"Progamm Type";"Enrolled in Subsidized Child Care Program";"County";"ID";"DetailsURL"
"DRAMATIC PLAY PRESCHOOL, INC.";"Address not published";"at provider's request";"NC";28306;;"Five Star Center License";26002309;"dramaticplay.cc@gmail.com";"Not Available";"Child Care Center";"Yes";"Cumberland";26002309;"http://ncchildcaresearch.dhhs.state.nc.us/Main_info.asp?Facility_ID=26002309"
"ELIZABETH CASHWELL ELEMENTARY";"2970 LEGION RD";"FAYETTEVILLE";"NC";28306;"(910) 424-2312";"Four Star Center License";26002210;"patriciaeaton@ccs.k12.nc.us";"Not Available";"Child Care Center";"No";"Cumberland";26002210;"http://ncchildcaresearch.dhhs.state.nc.us/Main_info.asp?Facility_ID=26002210"
"ELIZABETH CASHWELL PRIME TIME";"2970 LEGION RD";"FAYETTEVILLE";"NC";28306;"(910) 424-2312";"Three Star Center License";26001574;"mindaf@ccs.k12.nc.us";"Not Available";"Child Care Center";"Yes";"Cumberland";26001574;"http://ncchildcaresearch.dhhs.state.nc.us/Main_info.asp?Facility_ID=26001574"
"FAITH CARE CHILDREN'S CENTER";"2922 LEGION RD";"FAYETTEVILLE";"NC";28306;"(910) 424-5908";"Four Star Center License";2659002;"faithcare@nc.rr.com";"Not Available";"Child Care Center";"Yes";"Cumberland";2659002;"http://ncchildcaresearch.dhhs.state.nc.us/Main_info.asp?Facility_ID=2659002"
"FOCUS POINTE LEARNING ACADEMY";"2968 CUMBERLAND ROAD";"FAYETTEVILLE";"NC";28306;"(910) 352-7554";"Three Star Center License";26002447;"focuspointelearning@gmail.com";"Not Available";"Child Care Center";"Yes";"Cumberland";26002447;"http://ncchildcaresearch.dhhs.state.nc.us/Main_info.asp?Facility_ID=26002447"
"FREEDOM CHRISTIAN ACADEMY";"3130 GILLESPIE ST";"FAYETTEVILLE";"NC";28306;"(910) 485-7777";"GS 110-106";26002065;"jroberson@fcapatriots.org";"Not Available";"Child Care Center";"No";"Cumberland";26002065;"http://ncchildcaresearch.dhhs.state.nc.us/Main_info.asp?Facility_ID=26002065"
"GOD'S LITTLE BLESSINGS DAYCARE";"4474 CUMBERLAND RD";"FAYETTEVILLE";"NC";28306;"(910) 426-9849";"Four Star Center License";26002043;"rileybuc4869@yahoo.com";"Not Available";"Child Care Center";"Yes";"Cumberland";26002043;"http://ncchildcaresearch.dhhs.state.nc.us/Main_info.asp?Facility_ID=26002043"
"HOLLAND HOMES HEAD START";"3039 ENTERPRISE AVENUE";"FAYETTEVILLE";"NC";28306;"(910) 323-1482";"Four Star Center License";26002407;"annie.kelly@actionpathways.ngo";"Not Available";"Child Care Center";"No";"Cumberland";26002407;"http://ncchildcaresearch.dhhs.state.nc.us/Main_info.asp?Facility_ID=26002407"
"HONEYCUTT PRIME TIME";"4665 LAKEWOOD DR";"FAYETTEVILLE";"NC";28306;"(910) 426-2020";"Three Star Center License";26001615;"mindaf@ccs.k12.nc.us";"Not Available";"Child Care Center";"Yes";"Cumberland";26001615;"http://ncchildcaresearch.dhhs.state.nc.us/Main_info.asp?Facility_ID=26001615"
"KIDZ KASTLE";"4820 CAMDEN ROAD";"FAYETTEVILLE";"NC";28306;"(910) 426-3557";"Four Star Center License";26001283;"kidzkastle03@yahoo.com";"Not Available";"Child Care Center";"Yes";"Cumberland";26001283;"http://ncchildcaresearch.dhhs.state.nc.us/Main_info.asp?Facility_ID=26001283"
"LAKEWOOD DRIVE KINDERCARE LEARNING CENTER";"5800 LAKEWOOD DRIVE";"FAYETTEVILLE";"NC";28306;"(910) 425-3369";"Three Star Center License";26002285;"julie.whittock@kindercare.com";"Not Available";"Child Care Center";"No";"Cumberland";26002285;"http://ncchildcaresearch.dhhs.state.nc.us/Main_info.asp?Facility_ID=26002285"
"LEAP OF FAITH CHRISTIAN PRESCHOOL";"1914 CAMDEN ROAD";"FAYETTEVILLE";"NC";28306;"(910) 829-0415";"Four Star Center License";26002414;"Pjpoet2005@yahoo.com";"Not Available";"Child Care Center";"Yes";"Cumberland";26002414;"http://ncchildcaresearch.dhhs.state.nc.us/Main_info.asp?Facility_ID=26002414"
"MS CAROLYN'S CHILD CARE";"2590 CUMBERLAND CREEK DR";"FAYETTEVILLE";"NC";28306;"(910) 425-6266";"Four Star Center License";26001078;"mscarolyns6266@gmail.com";"Not Available";"Child Care Center";"Yes";"Cumberland";26001078;"http://ncchildcaresearch.dhhs.state.nc.us/Main_info.asp?Facility_ID=26001078"
"MS. SONYA'S CHILDCARE LLC";"5049 THACKERAY DRIVE";"FAYETTEVILLE";"NC";28306;"(910) 723-0645";"Four Star Family CC Home License";26002162;"conqueror2005@aol.com";"Not Available";"Family Child Care Home";"Yes";"Cumberland";26002162;"http://ncchildcaresearch.dhhs.state.nc.us/Main_info.asp?Facility_ID=26002162"
"NEW CENTURY INTERNATIONAL ELEMENTARY";"7465 CENTURY CIRCLE";"FAYETTEVILLE";"NC";28306;"(910) 487-2340";"Five Star Center License";26002170;"patriciaeaton@ccs.k12.nc.us";"Not Available";"Child Care Center";"No";"Cumberland";26002170;"http://ncchildcaresearch.dhhs.state.nc.us/Main_info.asp?Facility_ID=26002170"
"NEW CENTURY PRIME TIME";"7465 CENTURY CIRCLE";"FAYETTEVILLE";"NC";28306;"(910) 487-2347";"Three Star Center License";26002023;"mindaf@ccs.k12.nc.us";"Not Available";"Child Care Center";"Yes";"Cumberland";26002023;"http://ncchildcaresearch.dhhs.state.nc.us/Main_info.asp?Facility_ID=26002023"
"NEW GENERATION'S CHILD CARE";"5837 COLUMBINE ROAD";"FAYETTEVILLE";"NC";28306;"(910) 339-5758";"Five Star Family CC Home License";26002181;"hatsaboveall@aol.com";"Not Available";"Family Child Care Home";"Yes";"Cumberland";26002181;"http://ncchildcaresearch.dhhs.state.nc.us/Main_info.asp?Facility_ID=26002181"
"NEW LIFE BAPTIST DAYCARE AND PRESCHOOL";"6501 CAMDEN RD";"FAYETTEVILLE";"NC";28306;"(910) 424-4580";"GS 110-106";26001406;"newlifedcps@gmail.com";"newlifehopemills.com";"Child Care Center";"Yes";"Cumberland";26001406;"http://ncchildcaresearch.dhhs.state.nc.us/Main_info.asp?Facility_ID=26001406"
"PAT'S HOME DAY CARE";"3214 GILLESPIE ST";"FAYETTEVILLE";"NC";28306;"(910) 424-7498";"Four Star Family CC Home License";26001294;"sugarmama@nc.rr.com";"Not Available";"Family Child Care Home";"Yes";"Cumberland";26001294;"http://ncchildcaresearch.dhhs.state.nc.us/Main_info.asp?Facility_ID=26001294"
"SANDY RIDGE CHILD CARE CENTER, INC. II";"2514 SAND HILL RD";"FAYETTEVILLE";"NC";28306;"(910) 484-1060";"Five Star Center License";26001921;"emalinethompson@yahoo.com";"Not Available";"Child Care Center";"Yes";"Cumberland";26001921;"http://ncchildcaresearch.dhhs.state.nc.us/Main_info.asp?Facility_ID=26001921"
"SANDY RIDGE CHILD CARE, INC.";"2514 SAND HILLS ROAD";"FAYETTEVILLE";"NC";28306;"(910) 484-1060";"Five Star Center License";26000533;"emalinethompson@yahoo.com";"Not Available";"Child Care Center";"Yes";"Cumberland";26000533;"http://ncchildcaresearch.dhhs.state.nc.us/Main_info.asp?Facility_ID=26000533"
"SERENITY CHILD CARE CENTER";"2900 CATALINA ROAD";"FAYETTEVILLE";"NC";28306;"(910) 286-5790";"Three Star Family CC Home License";26002460;"robertsonk02@gmail.com";"Not Available";"Family Child Care Home";"Yes";"Cumberland";26002460;"http://ncchildcaresearch.dhhs.state.nc.us/Main_info.asp?Facility_ID=26002460"
"SOUTHERN AVENUE HEAD START";"2229 SOUTHERN AVENUE";"FAYETTEVILLE";"NC";28306;"(910) 483-3782";"Five Star Center License";26002018;"annie.kelly@actionpathways.ngo";"Not Available";"Child Care Center";"No";"Cumberland";26002018;"http://ncchildcaresearch.dhhs.state.nc.us/Main_info.asp?Facility_ID=26002018"
"STONEY POINT PRIME TIME";"7411 ROCKFISH ROAD";"FAYETTEVILLE";"NC";28306;"(910) 424-8612";"Three Star Center License";26001575;"mindaf@ccs.k12.nc.us";"Not Available";"Child Care Center";"Yes";"Cumberland";26001575;"http://ncchildcaresearch.dhhs.state.nc.us/Main_info.asp?Facility_ID=26001575"
"STRICKLAND BRIDGE HEAD START";"2767 STRICKLAND BRIDGE ROAD";"FAYETTEVILLE";"NC";28306;"(910) 424-8614";"Five Star Center License";26000063;"tiffany.mcallister@actionpathways.ngo";"Not Available";"Child Care Center";"No";"Cumberland";26000063;"http://ncchildcaresearch.dhhs.state.nc.us/Main_info.asp?Facility_ID=26000063"
"TENDER LOVING CARE CHILD CARE CENTER";"2806 PINE SPRINGS DRIVE";"FAYETTEVILLE";"NC";28306;"(910) 630-1700";"Three Star Center License";26001782;"sweetcocc@embarqmail.com";"Not Available";"Child Care Center";"Yes";"Cumberland";26001782;"http://ncchildcaresearch.dhhs.state.nc.us/Main_info.asp?Facility_ID=26001782"
"THE SUNSHINE HOUSE, INC. #145-A";"5587 CAMDEN ROAD";"FAYETTEVILLE";"NC";28306;"(910) 424-1276";"Three Star Center License";26001539;"center145@sshouse.com";"Not Available";"Child Care Center";"Yes";"Cumberland";26001539;"http://ncchildcaresearch.dhhs.state.nc.us/Main_info.asp?Facility_ID=26001539"
"TOPEKA HEIGHTS HEAD START";"3240 CAMDEN ROAD";"FAYETTEVILLE";"NC";28306;"(910) 425-8733";"Five Star Center License";26000559;"tiffany.mcallister@actionpathways.ngo";"Not Available";"Child Care Center";"No";"Cumberland";26000559;"http://ncchildcaresearch.dhhs.state.nc.us/Main_info.asp?Facility_ID=26000559"
"WELOVE CHILDCARE";"1448 AULTROY DRIVE";"FAYETTEVILLE";"NC";28306;"(910) 299-2748";"Three Star Family CC Home License";26002302;"welovechildcare@gmail.com";"Not Available";"Family Child Care Home";"Yes";"Cumberland";26002302;"http://ncchildcaresearch.dhhs.state.nc.us/Main_info.asp?Facility_ID=26002302"
"WISDOM OF THE YOUNG CHILD";"5624 THACKERAY DR";"FAYETTEVILLE";"NC";28306;"(910) 261-5992";"Four Star Family CC Home License";26002325;"wotyc@yahoo.com";"Not Available";"Family Child Care Home";"Yes";"Cumberland";26002325;"http://ncchildcaresearch.dhhs.state.nc.us/Main_info.asp?Facility_ID=26002325"
"1ST START CHILD DEVELOPMENT CENTER, INC.";"1425 MCARTHUR ROAD";"FAYETTEVILLE";"NC";28311;"(910) 488-8881";"Four Star Center License";26002287;"adhccare@aol.com";"www.1stchilddc@aol.com";"Child Care Center";"Yes";"Cumberland";26002287;"http://ncchildcaresearch.dhhs.state.nc.us/Main_info.asp?Facility_ID=26002287"
"CHILDREN OF THE PROMISE ACADEMY LLC";"712 GLACIER CIR";"FAYETTEVILLE";"NC";28311;"(910) 500-6555";"Four Star Family CC Home License";26002401;"childrenofpromiseacademy12@yahoo.com";"Not Available";"Family Child Care Home";"Yes";"Cumberland";26002401;"http://ncchildcaresearch.dhhs.state.nc.us/Main_info.asp?Facility_ID=26002401"
"COLLEGE LAKES PRIME TIME";"4963 ROSEHILL ROAD";"FAYETTEVILLE";"NC";28311;"(910) 678-2451";"Three Star Center License";26001606;"mindaf@ccs.k12.nc.us";"Not Available";"Child Care Center";"Yes";"Cumberland";26001606;"http://ncchildcaresearch.dhhs.state.nc.us/Main_info.asp?Facility_ID=26001606"
"COZY CORNER CHILD CARE";"5329 RAMSEY STREET SUITE 33";"FAYETTEVILLE";"NC";28311;"(910) 488-2259";"Four Star Center License";26000934;"crosbycozyjsu@gmail.com";"www.childcarefayettevillenc.com";"Child Care Center";"Yes";"Cumberland";26000934;"http://ncchildcaresearch.dhhs.state.nc.us/Main_info.asp?Facility_ID=26000934"
"CREATIVE ENHANCEMENT AFTERSCHOOL CARE";"1507 SHAW RD";"FAYETTEVILLE";"NC";28311;"(910) 630-2330";"Five Star Center License";26002007;"joeflood@rocketmail.com";"Not Available";"Child Care Center";"Yes";"Cumberland";26002007;"http://ncchildcaresearch.dhhs.state.nc.us/Main_info.asp?Facility_ID=26002007"
"CREATIVE ENHANCEMENT DAY CARE";"1509 SHAW RD";"FAYETTEVILLE";"NC";28311;"(910) 630-2330";"Four Star Center License";26000709;"joeflood@rocketmail.com";"Not Available";"Child Care Center";"Yes";"Cumberland";26000709;"http://ncchildcaresearch.dhhs.state.nc.us/Main_info.asp?Facility_ID=26000709"
"ETHEL'S DAY CARE";"5635 WATERSPLASH LN";"FAYETTEVILLE";"NC";28311;"(910) 630-6186";"Two Star Family CC Home License";26002117;"ethelnewton59@yahoo.com";"Not Available";"Family Child Care Home";"No";"Cumberland";26002117;"http://ncchildcaresearch.dhhs.state.nc.us/Main_info.asp?Facility_ID=26002117"
"FAITH FAMILY CHILD CARE HOME";"212 TREADWAY CT";"FAYETTEVILLE";"NC";28311;"(331) 301-9856";"One Star Family CC Home License";26002452;"demosthenesrose@yahoo.com";"Not Available";"Family Child Care Home";"No";"Cumberland";26002452;"http://ncchildcaresearch.dhhs.state.nc.us/Main_info.asp?Facility_ID=26002452"
"FARMERS DAY CARE";"917 SPELLMAN DR";"FAYETTEVILLE";"NC";28311;"(910) 527-6501";"Four Star Center License";26001050;"farmerdaycare@yahoo.com";"Not Available";"Child Care Center";"Yes";"Cumberland";26001050;"http://ncchildcaresearch.dhhs.state.nc.us/Main_info.asp?Facility_ID=26001050"
"FOREVER KIDS ACADEMY";"Address not published";"at provider's request";"NC";28311;;"Four Star Center License";26002313;"foreverkids2inc@gmail.com";"Not Available";"Child Care Center";"Yes";"Cumberland";26002313;"http://ncchildcaresearch.dhhs.state.nc.us/Main_info.asp?Facility_ID=26002313"
"HEAVENLY HAVEN ACADEMY";"945 MCARTHUR ROAD";"FAYETTEVILLE";"NC";28311;"(910) 822-0730";"Five Star Center License";26001952;"donnapyleshh@gmail.com";"Not Available";"Child Care Center";"Yes";"Cumberland";26001952;"http://ncchildcaresearch.dhhs.state.nc.us/Main_info.asp?Facility_ID=26001952"
"HEAVENLY HAVEN CHILD DEVELOPMENT CENTER";"3311 ROSEHILL ROAD";"FAYETTEVILLE";"NC";28311;"(910) 488-9005";"Four Star Center License";26001732;"donnapyleshh@gmail.com";"Not Available";"Child Care Center";"Yes";"Cumberland";26001732;"http://ncchildcaresearch.dhhs.state.nc.us/Main_info.asp?Facility_ID=26001732"
"HOWARD HALL PRIME TIME";"526 ANDREWS ROAD";"FAYETTEVILLE";"NC";28311;"(910) 822-5100";"Three Star Center License";26001607;"mindaf@ccs.k12.nc.us";"Not Available";"Child Care Center";"Yes";"Cumberland";26001607;"http://ncchildcaresearch.dhhs.state.nc.us/Main_info.asp?Facility_ID=26001607"
"KINDERCARE LEARNING CENTERS LLC";"4243 RAMSEY STREET";"FAYETTEVILLE";"NC";28311;"(910) 488-9275";"Five Star Center License";2655187;"300931@klcorp.com";"Not Available";"Child Care Center";"Yes";"Cumberland";2655187;"http://ncchildcaresearch.dhhs.state.nc.us/Main_info.asp?Facility_ID=2655187"
"LITTLE BLESSINGS";"3810 ITHACA PLACE";"FAYETTEVILLE";"NC";28311;"(910) 670-9675";"Four Star Center License";26002289;"jesuslover2279@hotmail.com";"Not Available";"Child Care Center";"Yes";"Cumberland";26002289;"http://ncchildcaresearch.dhhs.state.nc.us/Main_info.asp?Facility_ID=26002289"
"LITTLE EINSTEINS CDC INC.";"3641 HASTINGS DRIVE";"FAYETTEVILLE";"NC";28311;"(910) 227-3553";"Four Star Family CC Home License";26002445;"littleeinsteinscdcinc@gmail.com";"Not Available";"Family Child Care Home";"No";"Cumberland";26002445;"http://ncchildcaresearch.dhhs.state.nc.us/Main_info.asp?Facility_ID=26002445"
"LITTLE MIRACLES DAY CARE HOME";"650 SUGAR RIDGE LN";"FAYETTEVILLE";"NC";28311;"(910) 822-1524";"Four Star Family CC Home License";26000560;"padensi2@aol.com";"Not Available";"Family Child Care Home";"Yes";"Cumberland";26000560;"http://ncchildcaresearch.dhhs.state.nc.us/Main_info.asp?Facility_ID=26000560"
"LONG HILL PRIME TIME";"6490 RAMSEY ST";"FAYETTEVILLE";"NC";28311;"(910) 488-1829";"Three Star Center License";26001605;"mindaf@ccs.k12.nc.us";"Not Available";"Child Care Center";"Yes";"Cumberland";26001605;"http://ncchildcaresearch.dhhs.state.nc.us/Main_info.asp?Facility_ID=26001605"
"MAMA AND DAUGHTER CHILD CARE";"5101 FLAT ROCK DRIVE";"FAYETTEVILLE";"NC";28311;"(910) 480-1500";"Four Star Center License";26001718;"m.dchildcare@yahoo.com";"Not Available";"Child Care Center";"Yes";"Cumberland";26001718;"http://ncchildcaresearch.dhhs.state.nc.us/Main_info.asp?Facility_ID=26001718"
"MS. E DAYCARE";"416 PLATINUM STREET";"FAYETTEVILLE";"NC";28311;"(910) 488-6587";"Three Star Family CC Home License";26001800;"ewatson416@gmail.com";"Not Available";"Family Child Care Home";"Yes";"Cumberland";26001800;"http://ncchildcaresearch.dhhs.state.nc.us/Main_info.asp?Facility_ID=26001800"
"MY HOME AWAY FROM HOME CHILD CARE, INC";"932 EAST WINDS LANE";"FAYETTEVILLE";"NC";28311;"(910) 822-2305";"Four Star Family CC Home License";26001953;"myhomeawayfromhome@ymail.com";"www.myhomeawayfromhomechildcare.com";"Family Child Care Home";"Yes";"Cumberland";26001953;"http://ncchildcaresearch.dhhs.state.nc.us/Main_info.asp?Facility_ID=26001953"
"NEW FOREVER YOUNG DAY CARE";"707 MCARTHUR RD";"FAYETTEVILLE";"NC";28311;"(910) 822-8443";"Four Star Center License";26000274;"almajflood@gmail.com";"Not Available";"Child Care Center";"Yes";"Cumberland";26000274;"http://ncchildcaresearch.dhhs.state.nc.us/Main_info.asp?Facility_ID=26000274"
"NORTHWOOD TEMPLE ACADEMY PRESCHOOL";"4200 RAMSEY STREET";"FAYETTEVILLE";"NC";28311;"(910) 822-7711";"GS 110-106";2655116;"dorthy.thomason@ntaeagles.org";"Not Available";"Child Care Center";"No";"Cumberland";2655116;"http://ncchildcaresearch.dhhs.state.nc.us/Main_info.asp?Facility_ID=2655116"
"SYLVIA THOMAS' SMALL DAY CARE";"332 CADMIUM COURT";"FAYETTEVILLE";"NC";28311;"(910) 822-1817";"Four Star Family CC Home License";26000504;"sthomas97@nc.rr.com";"Not Available";"Family Child Care Home";"Yes";"Cumberland";26000504;"http://ncchildcaresearch.dhhs.state.nc.us/Main_info.asp?Facility_ID=26000504"
"THE SUNSHINE HOUSE, INC. #146";"5770 RAMSEY STREET";"FAYETTEVILLE";"NC";28311;"(910) 488-0507";"Three Star Center License";26001543;"center146@sshouse.com";"Not Available";"Child Care Center";"Yes";"Cumberland";26001543;"http://ncchildcaresearch.dhhs.state.nc.us/Main_info.asp?Facility_ID=26001543"
"TINY IMPRINTS CHILDCARE";"695 DOWFIELD DRIVE";"FAYETTEVILLE";"NC";28311;"(910) 322-4973";"Three Star Family CC Home License";26002437;"shayeas@gmail.com";"Not Available";"Family Child Care Home";"Yes";"Cumberland";26002437;"http://ncchildcaresearch.dhhs.state.nc.us/Main_info.asp?Facility_ID=26002437"
"TRINITY CHILD CARE";"3727 ROSEHILL ROAD";"FAYETTEVILLE";"NC";28311;"(910) 488-6779";"Five Star Center License";26001874;"trinitych913@earthlink.net";"Not Available";"Child Care Center";"Yes";"Cumberland";26001874;"http://ncchildcaresearch.dhhs.state.nc.us/Main_info.asp?Facility_ID=26001874"
"TRINITY CHILD CARE II";"3727 ROSEHILL RD";"FAYETTEVILLE";"NC";28311;"(910) 488-6779";"Five Star Center License";2659014;"trinitychildcare@earthlink.net";"Not Available";"Child Care Center";"Yes";"Cumberland";2659014;"http://ncchildcaresearch.dhhs.state.nc.us/Main_info.asp?Facility_ID=2659014"
"WALSH PARKWAY KINDERCARE LEARNING CENTER";"3480 WALSH PARKWAY";"FAYETTEVILLE";"NC";28311;"(910) 425-4060";"Three Star Center License";26002462;"301989@kindercare.com";"Not Available";"Child Care Center";"No";"Cumberland";26002462;"http://ncchildcaresearch.dhhs.state.nc.us/Main_info.asp?Facility_ID=26002462"
"WARRENWOOD ELEMENTARY";"4618 ROSEHILL RD";"FAYETTEVILLE";"NC";28311;"(910) 488-6609";"Five Star Center License";26002173;"patriciaeaton@ccs.k12.nc.us";"Not Available";"Child Care Center";"No";"Cumberland";26002173;"http://ncchildcaresearch.dhhs.state.nc.us/Main_info.asp?Facility_ID=26002173"
"A'DORA'S CHILDCARE";"1305 SAPONA ROAD";"FAYETTEVILLE";"NC";28312;"(910) 580-3326";"Three Star Family CC Home License";26002370;"crystalj921@yahoo.com";"Not Available";"Family Child Care Home";"Yes";"Cumberland";26002370;"http://ncchildcaresearch.dhhs.state.nc.us/Main_info.asp?Facility_ID=26002370"
"ARMSTRONG ELEMENTARY";"3395 DUNN ROAD";"FAYETTEVILLE";"NC";28312;"(910) 483-2425";"Five Star Center License";26002204;"patriciaeaton@ccs.k12.nc.us";"Not Available";"Child Care Center";"Yes";"Cumberland";26002204;"http://ncchildcaresearch.dhhs.state.nc.us/Main_info.asp?Facility_ID=26002204"
"C3 CYNTHIA'S CUDDLING CARE";"609 DEEP CREEEK RD";"FAYETTEVILLE";"NC";28312;"(910) 491-3743";"Four Star Center License";26002382;"cynthmsly@yahoo.com";"Not Available";"Child Care Center";"No";"Cumberland";26002382;"http://ncchildcaresearch.dhhs.state.nc.us/Main_info.asp?Facility_ID=26002382"
"DIANE'S CHILD CARE AND LEARNING CENTER INC.";"1928 SIMON ST";"FAYETTEVILLE";"NC";28312;"(910) 829-9053";"Four Star Center License";26000954;"doressia02@gmail.com";"Not Available";"Child Care Center";"Yes";"Cumberland";26000954;"http://ncchildcaresearch.dhhs.state.nc.us/Main_info.asp?Facility_ID=26000954"
"PROMISE LAND CHILD CARE";"1504 ROYAL SPRINGS STREET";"FAYETTEVILLE";"NC";28312;"(910) 527-4601";"Four Star Center License";26001827;"evelynclark42@yahoo.com";"Not Available";"Child Care Center";"Yes";"Cumberland";26001827;"http://ncchildcaresearch.dhhs.state.nc.us/Main_info.asp?Facility_ID=26001827"
"RIVER COMMONS #1, HEAD START";"328 DEEP CREEK ROAD";"FAYETTEVILLE";"NC";28312;"(910) 323-5181";"Five Star Center License";26000109;"annie.kelly@actionpathways.ngo";"Not Available";"Child Care Center";"No";"Cumberland";26000109;"http://ncchildcaresearch.dhhs.state.nc.us/Main_info.asp?Facility_ID=26000109"
"RIVER COMMONS #2, HEAD START";"328 DEEP CREEK RD";"FAYETTEVILLE";"NC";28312;"(910) 323-5181";"Five Star Center License";26000193;"tiffany.mcallister@actionpathways.ngo";"Not Available";"Child Care Center";"No";"Cumberland";26000193;"http://ncchildcaresearch.dhhs.state.nc.us/Main_info.asp?Facility_ID=26000193"
"RIVERSIDE CHRISTIAN ACADEMY";"2010 MIDDLE RIVER LOOP";"FAYETTEVILLE";"NC";28312;"(910) 323-5313";"GS 110-106";26002297;"lwheeler@rcanc.us";"Not Available";"Child Care Center";"Yes";"Cumberland";26002297;"http://ncchildcaresearch.dhhs.state.nc.us/Main_info.asp?Facility_ID=26002297"
