ID;Title;Notice;Type;License_ID;Contact_Name;Street_Address;City;State;Zip;Lat;Lon;Phone;Url;Ages_Served;Monday_Hours;Tuesday_Hours;Wednesday_Hours;Thursday_Hours;Friday_Hours;Saturday_Hours;Sunday_Hours;Regulation;Total_Capacity;Licensed_Capacity;In_Operation;Total_Openings;Openings_As_Of;Staff_Languages_Offered;Environment;Meals;Program_Elements/Offerings;Provider_Primary_Language;Policies;Schedule;Year_Schedule;Extended_Hour_Care;Behavior_Related;Special_Needs;Special_Skills;Transportation;DHS_Subsidy;Spark_Rating
1527772;Community Action Head Start/EHS - Independence;Accepting Children During COV19 Reopen;License Center;CC502802;;495 I Street;Independence;OR;97351;44.8453446;-123.1901009;(503) 581-1152;http://www.mycommunityaction.org;1 Years 0 Months - 5 Years 12 Months;8:00am - 3:00pm;8:00am - 3:00pm;8:00am - 3:00pm;8:00am - 3:00pm;8:00am - 3:00pm;;;Licensed Child Care Center;28;28;30 Years and 0 Months;0;7/28/2020;Spanish;No Dogs, Covered Outdoor Play, No Pets At All, Outdoor Play Structure, No Cats, Completely Fenced Yard, Outdoor Play Area;USDA Food Program, Special Meal Requests Accommodated, Provides Breakfast, Snacks Provided, Breastfeeding Supported, Provides Lunch;Additional Lessons, Field Trips, Scheduled Activities, Organized Outdoor Activities, Preschool Curriculum;;Have Backup (substitute), Written Contract, Liability Insurance, Written Policies;Temp/Emergency, Part-time;School Year Only;;Autism, ADD/ADHD, Challenging Behavior Supervision/Supports;Diapering/Toileting Assistance, Wheelchair Access, Vision Impaired, Diabetes, Communication Supports, Mobility Assistance, Accessible Bathroom, Asthma, Hearing Impaired, Socialization Supports, Medication Monitoring, Specialized Equipment;Inclusion training, Domestic violence/abuse training, Behavioral issues training, Diversity training;Transportation to/from school, Transports to/from child's home;;5 Star Program
1525792;Vidal Day Care;Accepting Children During COV19 Reopen;Licensed Home;CF502851;Sanjuana;;Independence;OR;97351;;;(503) 837-0750;;0 Years 1 Months - 5 Years 12 Months;6:30am - 5:00pm;6:30am - 5:00pm;6:30am - 5:00pm;6:30am - 5:00pm;6:30am - 5:00pm;;;Certified Family Child Care;16;16;12 Years and 11 Months;4;10/21/2020;Spanish;No Dogs, Covered Outdoor Play, No Pets At All, Outdoor Play Structure, No Cats, Completely Fenced Yard, Outdoor Play Area;USDA Food Program, Provides Dinner, Special Meal Requests Accommodated, Provides Breakfast, Snacks Provided, Breastfeeding Supported, Provides Lunch;Additional Lessons, Dual Languages, Scheduled Activities, Organized Outdoor Activities, Support Distance Learning, Preschool Curriculum, Homework Assistance;Spanish;Have Backup (substitute), Written Contract, Written Policies;Full-time, Temp/Emergency, Part-time, Before School, After School;Full Year;Weekend (regular care on Saturday and/or Sunday), Occasional weekend, Flexible am, Flexible pm;No Experience/Willing To Learn;Diapering/Toileting Assistance;Domestic violence/abuse training, Medical support training;Near public transportation, Near school bus, Transports to/from child's home;Willing to accept DHS, DHS listed;5 Star Program
1525441;Hoemcare;Accepting Children During COV19 Reopen;Licensed Home;RF023432;Elaine;;Independence;OR;97351;;;(503) 871-5317;;0 Years 1 Months - 17 Years 12 Months;;;;;;;;Registered Family Child Care;10;10;27 Years and 3 Months;0;12/18/2020;;No Dogs, No Cats, Outdoor Play Area;USDA Food Program, Special Meal Requests Accommodated, Provides Breakfast, Snacks Provided, Breastfeeding Supported, Provides Lunch;Scheduled Activities, Organized Outdoor Activities, Support Distance Learning, Preschool Curriculum;;Charges a Late Fee, Have References, Written Contract, Liability Insurance, Written Policies;Full-time, Temp/Emergency, Part-time, Before School, Rotating, After School;Full Year;Occasional early morning, Occasional evening, Flexible am, Flexible pm;ADD/ADHD;Diabetes, Asthma;Inclusion training, Domestic violence/abuse training, Behavioral issues training, Medical support training, Diversity training;;NOT willing to accept DHS;4 Star Program
1527311;Preescolar Daycare Jalisco;Accepting Children During COV19 Reopen;Licensed Home;CF502469;Rita;;Independence;OR;97351;;;(503) 838-6394;;3 Years 0 Months - 4 Years 12 Months;6:00am - 6:30pm;6:00am - 6:30pm;6:00am - 6:30pm;6:00am - 6:30pm;6:00am - 6:30pm;;;Certified Family Child Care;16;16;16 Years and 5 Months;0;10/21/2020;Spanish;No Dogs, Covered Outdoor Play, No Pets At All, Outdoor Play Structure, No Cats, Completely Fenced Yard, Outdoor Play Area;USDA Food Program, Provides Breakfast, Snacks Provided, Breastfeeding Supported, Provides Lunch;Scheduled Activities, Organized Outdoor Activities, Support Distance Learning, Preschool Curriculum;Spanish;Have Backup (substitute), Charges a Late Fee, Have References, Written Contract, Must Be Potty Trained, Liability Insurance, Pay When Child Is In Care Or Not, Needs Payment In Advance, Written Policies;Full-time, Temp/Emergency;Full Year;Occasional early morning, Flexible am;ADD/ADHD, No Experience/Willing To Learn;Diapering/Toileting Assistance, Diabetes;Inclusion training, Domestic violence/abuse training, Behavioral issues training, Medical support training, Diversity training;;Willing to accept DHS, DHS listed;4 Star Program
1526243;Grandma's House Child Care;Accepting Children During COV19 Reopen;Licensed Home;CF501895;Elizabeth;;Independence;OR;97351;;;(503) 837-0141;;0 Years 1 Months - 12 Years 12 Months;5:30am - 5:30pm;5:30am - 5:30pm;5:30am - 5:30pm;5:30am - 5:30pm;5:30am - 5:30pm;;;Certified Family Child Care;16;16;10 Years and 4 Months;0;10/28/2020;;No Dogs, Covered Outdoor Play, No Pets At All, Outdoor Play Structure, No Cats, Completely Fenced Yard, Outdoor Play Area;USDA Food Program, Provides Breakfast, Snacks Provided, Provides Lunch;Scheduled Activities, Organized Outdoor Activities, Support Distance Learning, Preschool Curriculum, Homework Assistance;;Have Backup (substitute), Charges a Late Fee, Have References, Written Contract, Liability Insurance, Pay When Child Is In Care Or Not, Needs Payment In Advance, Written Policies;Full-time, Temp/Emergency, Drop-in, Before School, 24-Hour, After School;Full Year;Evening (after 6:30 pm), Overnight (Between 10pm and 3am);Autism, ADD/ADHD;Communication Supports, Asthma, Medication Monitoring, Specialized Equipment;;;Willing to accept DHS, DHS listed;3 Star Program
1526957;Maria's Daycare;Accepting Children During COV19 Reopen;Licensed Home;RF517869;Maria;;Independence;OR;97351;;;(503) 838-6605;;0 Years 1 Months - 13 Years 12 Months;6:00am - 5:00pm;6:00am - 5:00pm;6:00am - 5:00pm;6:00am - 5:00pm;6:00am - 5:00pm;;;Registered Family Child Care;10;10;15 Years and 5 Months;0;10/16/2020;Spanish;Pets Separate From Children, Outdoor Play Structure, Completely Fenced Yard, Outdoor Play Area;USDA Food Program, Provides Dinner, Special Meal Requests Accommodated, Provides Breakfast, Snacks Provided, Provides Lunch;Scheduled Activities, Organized Outdoor Activities, Homework Assistance;Spanish;Written Contract, Written Policies;Full-time, Temp/Emergency, Part-time, Drop-in, Before School, After School;Full Year;Occasional early morning, Occasional evening, Flexible am, Flexible pm;Autism, No Experience/Willing To Learn;Diapering/Toileting Assistance, Medication Monitoring;;Near school bus;Willing to accept DHS, DHS listed;3 Star Program
1526353;Noemi Day Care;Accepting Children During COV19 Reopen;Licensed Home;RF519571;Noemi;;Independence;OR;97351;;;(503) 838-9837;;0 Years 3 Months - 12 Years 12 Months;6:00am - 5:30pm;6:00am - 5:30pm;6:00am - 5:30pm;6:00am - 5:30pm;6:00am - 5:30pm;;;Registered Family Child Care;10;10;13 Years and 1 Months;0;10/21/2020;Spanish;No Dogs, Covered Outdoor Play, No Pets At All, Outdoor Play Structure, No Cats, Completely Fenced Yard;USDA Food Program, Provides Dinner, Provides Breakfast, Snacks Provided, Provides Lunch;Scheduled Activities, Organized Outdoor Activities, Support Distance Learning, Preschool Curriculum, Homework Assistance;Spanish;Written Contract, Written Policies;Full-time, Temp/Emergency, Part-time, Drop-in, Before School, After School;Full Year;Flexible am, Flexible pm;No Experience/Willing To Learn;;;;Willing to accept DHS, DHS listed;3 Star Program
1529133;Anna;Accepting Children During COV19 Reopen;Licensed Home;RF533788;Anna;;Independence;OR;97351;;;(971) 239-2216;;0 Years 1 Months - 17 Years 12 Months;6:30am - 10:30pm;6:30am - 10:30pm;6:30am - 10:30pm;6:30am - 10:30pm;6:30am - 10:30pm;6:30am - 10:30pm;6:30am - 10:30pm;Registered Family Child Care;10;10;3 Years and 1 Months;0;12/7/2020;Spanish;No Dogs, No Pets At All, Outdoor Play Structure, No Cats, Outdoor Play Area;USDA Food Program, Provides Dinner, Provides Breakfast, Snacks Provided, Provides Lunch;Field Trips, Scheduled Activities, Organized Outdoor Activities, Support Distance Learning, Preschool Curriculum, Homework Assistance;;Charges a Late Fee, Have References, Written Contract;Full-time, Temp/Emergency, Part-time, Drop-in, Before School, Open Holidays, After School;Full Year;;Autism, ADD/ADHD, No Experience/Willing To Learn;Vision Impaired, Diabetes, Asthma, Hearing Impaired, Medication Monitoring;Domestic violence/abuse training;Near school bus;Willing to accept DHS, DHS listed;C2Q
1529290;Ana's Daycare;Accepting Children During COV19 Reopen;Licensed Home;CF503134;Ana;;Independence;OR;97351;;;(503) 510-6704;;0 Years 2 Months - 12 Years 12 Months;6:00am - 6:30pm;6:00am - 6:30pm;6:00am - 6:30pm;6:00am - 6:30pm;6:00am - 6:30pm;;;Certified Family Child Care;12;12;2 Years and 7 Months;2;11/12/2020;Spanish;Completely Fenced Yard, Outdoor Play Area;USDA Food Program, Provides Dinner, Provides Breakfast, Snacks Provided, Provides Lunch;Field Trips, Scheduled Activities, Support Distance Learning;;Written Contract;Full-time, Temp/Emergency, Before School, After School;Full Year;;;;;;Willing to accept DHS, DHS listed;C2Q
1528322;Asher's All Star Child Care;Accepting Children During COV19 Reopen;Licensed Home;RF534927;Ashley;;Independence;OR;97351;;;(503) 269-3731;;0 Years 1 Months - 10 Years 12 Months;6:00am - 5:30pm;6:00am - 5:30pm;6:00am - 5:30pm;6:00am - 5:30pm;6:00am - 5:30pm;;;Registered Family Child Care;10;10;5 Years and 3 Months;0;9/14/2020;;No Dogs, Pets Separate From Children, Outdoor Play Structure, Outdoor Play Area;USDA Food Program, Provides Dinner, Special Meal Requests Accommodated, Provides Breakfast, Snacks Provided, Breastfeeding Supported, Provides Lunch;Field Trips, Scheduled Activities, Organized Outdoor Activities, Support Distance Learning, Homework Assistance;;Charges a Late Fee, Have References, Written Contract, Liability Insurance, Pay When Child Is In Care Or Not, Needs Payment In Advance, Written Policies;Full-time, Temp/Emergency, Part-time, Drop-in, Before School, Rotating, Open Holidays, After School;Full Year;Occasional overnight, Occasional early morning, Occasional evening, Occasional weekend, Flexible am, Flexible pm;Autism, ADD/ADHD, Challenging Behavior Supervision/Supports;Diapering/Toileting Assistance, Wheelchair Access, Vision Impaired, Diabetes, Accessible Bathroom, Asthma, Hearing Impaired, Medication Monitoring, Specialized Equipment;Medical support training;Near school bus;NOT willing to accept DHS;C2Q
1527383;Auntie M's Child Care;Accepting Children During COV19 Reopen;Licensed Home;CF501309;Melissa;;Independence;OR;97351;;;(503) 507-0957;;0 Years 1 Months - 11 Years 12 Months;5:30am - 5:30pm;5:30am - 5:30pm;5:30am - 5:30pm;5:30am - 5:30pm;5:30am - 5:30pm;;;Certified Family Child Care;16;16;14 Years and 8 Months;3;10/20/2020;;Pets Separate From Children, Outdoor Play Structure, Completely Fenced Yard, Outdoor Play Area;USDA Food Program, Provides Dinner, Special Meal Requests Accommodated, Provides Breakfast, Snacks Provided, Breastfeeding Supported, Provides Lunch;Field Trips, Scheduled Activities, Organized Outdoor Activities, Support Distance Learning, Preschool Curriculum, Homework Assistance;;Have Backup (substitute), Charges a Late Fee, Have References, Written Contract, Liability Insurance, Pay When Child Is In Care Or Not, Needs Payment In Advance, Written Policies;Full-time, Temp/Emergency, Part-time, Drop-in, Before School, Rotating, Open Holidays, After School;Full Year;Occasional overnight, Evening (after 6:30 pm), Occasional early morning, Occasional evening, Occasional weekend, Flexible am, Flexible pm;Autism, ADD/ADHD, Challenging Behavior Supervision/Supports;Diapering/Toileting Assistance, Nursing Care, Diabetes, Communication Supports, Physical Therapy, Asthma, Hearing Impaired, Socialization Supports, Medication Monitoring, Specialized Equipment;;Walking distance to school, Near school bus;Willing to accept DHS, DHS listed;C2Q
1530433;Caterpillar Playhouse;Accepting Children During COV19 Reopen;Licensed Home;RF535420;Kendra;;Independence;OR;97351;;;(503) 999-0719;;1 Years 0 Months - 12 Years 0 Months;8:00am - 4:00pm;8:00am - 4:00pm;8:00am - 4:00pm;8:00am - 4:00pm;8:00am - 4:00pm;;;Registered Family Child Care;10;10;1 Years and 0 Months;4;11/11/2020;;No Dogs, Pets Separate From Children, Outdoor Play Structure, Completely Fenced Yard, Outdoor Play Area;USDA Food Program, Special Meal Requests Accommodated, Provides Breakfast, Snacks Provided, Breastfeeding Supported, Provides Lunch;Scheduled Activities, Support Distance Learning;;Have Backup (substitute), Charges a Late Fee, Have References, Written Contract, Liability Insurance, Pay When Child Is In Care Or Not, Needs Payment In Advance, Written Policies;Full-time, Temp/Emergency, Before School, After School;Full Year;Occasional weekend, Flexible am, Flexible pm;No Experience/Willing To Learn;Diapering/Toileting Assistance;;Near school bus;Willing to accept DHS, DHS listed;C2Q
1529418;Crib Midget Day Care - Boatlanding;Accepting Children During COV19 Reopen;Licensed Home;CF503042;Sky;;Independence;OR;97351;;;(503) 798-0626;;0 Years 1 Months - 12 Years 12 Months;6:30am - 5:30pm;6:30am - 5:30pm;6:30am - 5:30pm;6:30am - 5:30pm;6:30am - 5:30pm;;;Certified Family Child Care;16;16;2 Years and 5 Months;0;10/28/2020;Spanish;Completely Fenced Yard, Outdoor Play Area;USDA Food Program, Provides Breakfast, Snacks Provided, Provides Lunch;Dual Languages, Scheduled Activities, Support Distance Learning;;Written Contract, Liability Insurance, Written Policies;Full-time, Temp/Emergency, Before School, After School;Full Year;;No Experience/Willing To Learn;;;;Willing to accept DHS, DHS listed;C2Q
1527850;Crib Midget Day Care - Evergreen;Accepting Children During COV19 Reopen;Licensed Home;CF502299;Naomi;;Independence;OR;97351;;;(503) 798-0626;;0 Years 1 Months - 10 Years 12 Months;12:00am - 11:59pm;12:00am - 11:59pm;12:00am - 11:59pm;12:00am - 11:59pm;12:00am - 11:59pm;12:00am - 11:59pm;12:00am - 11:59pm;Certified Family Child Care;15;15;7 Years and 1 Months;0;10/28/2020;Spanish;Pets Separate From Children, Outdoor Play Structure, Completely Fenced Yard, Outdoor Play Area;USDA Food Program, Provides Dinner, Provides Breakfast, Snacks Provided, Breastfeeding Supported, Provides Lunch;Field Trips, Scheduled Activities, Support Distance Learning, Homework Assistance;;Charges a Late Fee, Written Contract, Written Policies;Full-time, Temp/Emergency, Part-time, Drop-in, Before School, Rotating, 24-Hour, Open Holidays, After School;Full Year;Occasional overnight, Early Morning (Between 3am and 5:59am), Evening (after 6:30 pm), Occasional early morning, Overnight (Between 10pm and 3am), Weekend (regular care on Saturday and/or Sunday), Occasional evening, Occasional weekend, Flexible am, Flexible pm;Autism, ADD/ADHD, Challenging Behavior Supervision/Supports;Communication Supports, Socialization Supports;Domestic violence/abuse training, Behavioral issues training;Walking distance to school, Near school bus;Willing to accept DHS, DHS listed;C2Q
1528832;Gladys Luna;Accepting Children During COV19 Reopen;Licensed Home;RF533474;Gladys;;Independence;OR;97351;;;(541) 633-9748;;0 Years 3 Months - 11 Years 12 Months;6:00am - 6:00pm;6:00am - 6:00pm;6:00am - 6:00pm;6:00am - 6:00pm;6:00am - 6:00pm;;;Registered Family Child Care;10;10;3 Years and 6 Months;2;10/21/2020;Spanish;No Dogs, No Pets At All, Outdoor Play Structure, No Cats, Completely Fenced Yard, Outdoor Play Area;USDA Food Program, Provides Dinner, Provides Breakfast, Snacks Provided, Breastfeeding Supported, Provides Lunch;Scheduled Activities, Organized Outdoor Activities, Support Distance Learning, Preschool Curriculum, Homework Assistance;Spanish;Written Contract;Full-time, Temp/Emergency, Part-time, Before School, Open Holidays, After School;Full Year;Flexible am, Flexible pm;No Experience/Willing To Learn;Diapering/Toileting Assistance;;Walking distance to school, Near school bus;Willing to accept DHS, DHS listed;C2Q
1529450;Lizeth De la Torre;Accepting Children During COV19 Reopen;Licensed Home;CF503318;Lizeth De la Torre;;Independence;OR;97351;;;(503) 999-6418;;0 Years 1 Months - 12 Years 12 Months;5:00am - 10:00pm;5:00am - 10:00pm;5:00am - 10:00pm;5:00am - 10:00pm;5:00am - 10:00pm;5:00am - 10:00pm;;Certified Family Child Care;16;16;2 Years and 4 Months;0;11/12/2020;Spanish;Covered Outdoor Play, Pets Separate From Children, No Cats, Completely Fenced Yard, Outdoor Play Area;USDA Food Program, Provides Breakfast, Snacks Provided, Provides Lunch;Scheduled Activities, Organized Outdoor Activities, Support Distance Learning;;Written Contract;Full-time, Temp/Emergency, Before School, Open Holidays, After School;Full Year;Early Morning (Between 3am and 5:59am), Evening (after 6:30 pm), Occasional early morning, Weekend (regular care on Saturday and/or Sunday), Occasional evening, Occasional weekend;;Diapering/Toileting Assistance, Accessible Bathroom, Medication Monitoring;;;Willing to accept DHS, DHS listed;C2Q
