"License Number";"License Type";"Name of Program";"AddressLine1";"AddressLine2";"AddressLine3";"City";"State";"Zip";"County";"Phone";"License Status";"License Holder";"Capacity";"Type Of License";"Restrictions";"Services";"Licensing Authority";"Initial Effective Date";"Current Effective Date";"Expiration Date";"License Holder Lives Onsite"
810915;"Child Care Center";"Va Neighborhood Child Care Center";"1 VETERANS DR BLDG 68";;;"Minneapolis";"MN";"55417-2309";"Hennepin";"(612) 725-2271";"Active";"Minneapolis Va Employees Child Care Center";108;"Infants     Toddlers     Preschool     School-Age       ";"None";"Child Care Center";"Minnesota Department of Human Services";"11/01/1997";"01/01/2020";"12/31/2020";"   "
1102479;"Child Care Center";"Valley Learning Center";"3701 W OLD SHAKOPEE RD STE 400";;;"Bloomington";"MN";"55431-3559";"Hennepin";"(952) 303-6189";"Active";"Valley Learning Center Inc";82;"Infants     Toddlers     Preschool     School-Age       ";"None";"Child Care Center";"Minnesota Department of Human Services";"04/17/2020";"04/17/2020";"12/31/2020";"   "
802590;"Child Care Center";"Valley Preschool";"413 S Greeley St";" ";;"Stillwater";"MN";55082;"Washington";"(651) 439-8850";"Active";"Valley Preschool, Inc.";20;"Preschool     School-Age       ";"None";"Child Care Center";"Minnesota Department of Human Services";"09/01/1978";"01/01/2020";"12/31/2020";"   "
1090712;"Child Care Center";"Verndale Family Life Church";"402 Clark Dr NE";;;"Verndale";"MN";56481;"Wadena";"(218) 445-5568";"Active";"Verndale Area Christian Academy";71;"Infants     Toddlers     Preschool     School-Age       ";"None";"Child Care Center";"Minnesota Department of Human Services";"03/05/2018";"01/01/2020";"12/31/2020";"   "
1086770;"Child Care Center";"Virginia Drop In Day Care";"1325 9th St S";;;"Virginia";"MN";"55792-0000";"St. Louis";"(218) 290-6654";"Active";"Virginia Drop in Day Care";38;"Service: Drop-In child care Ages Served: Infants     Toddlers     Preschool     School-Age       ";"None";"Child Care Center";"Minnesota Department of Human Services";"12/16/2017";"01/01/2020";"12/31/2020";"   "
1082493;"Child Care Center";"Virginia Head Start";"506 N 9th Ave";;;"Virginia";"MN";55792;"St. Louis";"(218) 749-5437";"Active";"Arrowhead Economic Opportunity Agency, Inc.";60;"Preschool       ";"None";"Child Care Center";"Minnesota Department of Human Services";"09/19/2016";"09/21/2020";"12/31/2020";"   "
808374;"Child Care Center";"Visitation Child Care Center";"2455 Visitation Dr";;;"Mendota Heights";"MN";"55120-1696";"Dakota";"(651) 683-1739";"Active";"Convent of the Visitation School-Montessori";86;"Infants     Toddlers     Preschool       ";"None";"Child Care Center";"Minnesota Department of Human Services";"12/01/1994";"06/30/2020";"12/31/2020";"   "
1000081;"Child Care Center";"Wabasha Head Start";"611 Broadway AVE";" ";" ";"Wabasha";"MN";55981;"Wabasha";"(651) 565-3389";"Active";"Three Rivers Community Action, Inc.";20;"Preschool       ";"None";"Child Care Center";"Minnesota Department of Human Services";"08/20/1999";"01/01/2020";"12/31/2020";"   "
802615;"Child Care Center";"WACS Educare and Preschool";"1315 W Broadway";;;"Winona";"MN";55987;"Winona";"(507) 452-2890";"Active";"Winona Area Catholic Schools";150;"Toddlers     Preschool     School-Age       ";"None";"Child Care Center";"Minnesota Department of Human Services";"05/20/1987";"01/01/2020";"12/31/2020";"   "
805685;"Child Care Center";"Walker Head Start";"Walker Elementary School";;;"Walker";"MN";56484;"Cass";"(218) 547-1311";"Active";"Bi-County Community Action Programs, Inc.";20;"Preschool       ";"None";"Child Care Center";"Minnesota Department of Human Services";"02/25/1993";"01/01/2020";"12/31/2020";"   "
805063;"Child Care Center";"Warm World Child Development Center";"13575 58th St N";;;"Oak Park Heights";"MN";55082;"Washington";"(651) 275-5900";"Active";"Warm World Child Development Center, Inc";74;"Infants     Toddlers     Preschool       ";"None";"Child Care Center";"Minnesota Department of Human Services";"01/01/1999";"01/01/2020";"12/31/2020";"   "
802628;"Child Care Center";"Waseca Head Start";"501 ELM AVE E";;;"Waseca";"MN";"56093-3360";"Waseca";"(507) 835-1282";"Active";"Minnesota Valley Action Council, Inc.";17;"Preschool       ";"None";"Child Care Center";"Minnesota Department of Human Services";"09/01/1975";"01/01/2020";"12/31/2020";"   "
1015727;"Child Care Center";"Way of the Shepherd Montessori (The)";"13200 Central Ave NE";;;"Blaine";"MN";55434;"Anoka";"(763) 862-9110";"Active";"Way of the Shepherd Catholic Montessori (The)";45;"Preschool     School-Age       ";"None";"Child Care Center";"Minnesota Department of Human Services";"05/08/2002";"09/02/2020";"12/31/2020";"   "
1052448;"Child Care Center";"Way to Grow Preschool";"3333 4th St N";;;"Minneapolis";"MN";55412;"Hennepin";"(612) 263-5438";"Pending Reopening";"Way to Grow Inc";20;;"None";"Child Care Center";"Minnesota Department of Human Services";"07/27/2009";"01/01/2020";"12/31/2020";"   "
802633;"Child Care Center";"Wayzata Community Church Nursery School";"125 E Wayzata Blvd";" ";;"Wayzata";"MN";55391;"Hennepin";"(952) 473-2114";"Active";"Wayzata Community Church";146;"Toddlers     Preschool       ";"Summer Hours of Operation July Through August 
Tuesday  Wednesday Thursday 8:00am -1:00pm. ";"Child Care Center";"Minnesota Department of Human Services";"10/07/1954";"01/08/2020";"12/31/2020";"   "
810123;"Child Care Center";"WCCA Head Start Annandale";"250 Oak Ave North";;;"Annandale";"MN";55302;"Wright";"(320) 274-3318";"Active";"Wright County Community Action";20;"Preschool       ";"None";"Child Care Center";"Minnesota Department of Human Services";"03/18/1996";"01/01/2020";"12/31/2020";"   "
830966;"Child Care Center";"WCCA Head Start Buffalo";"1405 3rd Ave NE";;;"Buffalo";"MN";55313;"Wright";"(763) 682-1862";"Active";"Wright County Community Action";40;"Preschool       ";"None";"Child Care Center";"Minnesota Department of Human Services";"12/29/1998";"01/01/2020";"12/31/2020";"   "
830835;"Child Care Center";"WCCA Head Start Monticello";"9375 FENNING AVE NE";;;"Monticello";"MN";"55362-8569";"Wright";"(763) 272-2922";"Active";"Wright County Community Action";60;"Preschool       ";"None";"Child Care Center";"Minnesota Department of Human Services";"09/11/1998";"01/02/2020";"12/31/2020";"   "
830404;"Child Care Center";"WCCA Head Start Montrose";"115 2nd St S";"Montrose Early Childhood Center";;"Montrose";"MN";55363;"Wright";"(763) 682-8478";"Active";"Wright County Community Action";20;"Preschool       ";"None";"Child Care Center";"Minnesota Department of Human Services";"08/16/1997";"01/01/2020";"12/31/2020";"   "
804165;"Child Care Center";"WCCA Head Start Rogers";"10925 Trail Haven Rd";"Jesus People Church";;"Rogers";"MN";55374;"Hennepin";"(763) 428-0645";"Active";"Wright County Community Action";20;"Preschool       ";"None";"Child Care Center";"Minnesota Department of Human Services";"09/09/1991";"01/01/2020";"12/31/2020";"   "
804196;"Child Care Center";"WCCA Head Start-Delano";"3976 County Line Road";"Light of Christ Lutheran Church";;"Delano";"MN";55328;"Wright";"(763) 972-8120";"Active";"Wright County Community Action";18;"Preschool       ";"None";"Child Care Center";"Minnesota Department of Human Services";"09/18/1991";"01/01/2020";"12/31/2020";"   "
801103;"Child Care Center";"WCCA Head Start-Howard Lake";"625 Twelvth Ave. South";"St. John's Lutheran Church";;"Howard Lake";"MN";55349;"Wright";"(320) 543-2955";"Active";"Wright County Community Action";20;"Preschool       ";"None";"Child Care Center";"Minnesota Department of Human Services";"12/14/1971";"01/01/2020";"12/31/2020";"   "
801597;"Child Care Center";"WCCA Head Start-Mound";"2451 Fairview Lane";"St. John's Lutheran Church";;"Mound";"MN";55364;"Hennepin";"(952) 495-8174";"Active";"Wright County Community Action";20;"Preschool       ";"None";"Child Care Center";"Minnesota Department of Human Services";"09/07/1990";"01/01/2020";"12/31/2020";"   "
1088075;"Child Care Center";"We Care Child Care Center";"3553 Penn Ave N";;;"Minneapolis";"MN";55412;"Hennepin";"(612) 460-8657";"Active";"We Care Child Care Center";15;"Preschool     School-Age       ";"None";"Child Care Center";"Minnesota Department of Human Services";"03/22/2018";"01/01/2020";"12/31/2020";"   "
803815;"Child Care Center";"We Care Day Care, Inc.";"1200 4th Ave";" ";;"Worthington";"MN";"56187-2445";"Nobles";"(507) 372-7676";"Active";"We Care Day Care, Inc.";55;"Preschool     School-Age       ";"None";"Child Care Center";"Minnesota Department of Human Services";"10/25/1974";"01/01/2020";"12/31/2020";"   "
810167;"Child Care Center";"We Love Kids";"5408 Chicago Ave S";" ";;"Minneapolis";"MN";55417;"Hennepin";"(612) 823-7921";"Active";"Tooncis, Inc.";56;"Infants     Toddlers     Preschool     School-Age       ";"None";"Child Care Center";"Minnesota Department of Human Services";"04/29/1996";"01/01/2020";"12/31/2020";"   "
830651;"Child Care Center";"Wee Care Daycare/Learning Center";"935 4th St S";;;"Cannon Falls";"MN";55009;"Goodhue";"(507) 263-7930";"Closed";"Wee Care Daycare/Learning Center";66;;"None";"Child Care Center";"Minnesota Department of Human Services";"04/01/1998";"01/17/2020";"12/31/2020";"   "
1025092;"Child Care Center";"Wee Care Preschool of Marshall, Inc.";"501 S Whitney";;;"Marshall";"MN";56258;"Lyon";"(507) 532-6642";"Active";"Heidi Christine Aufenthie";36;"Preschool       ";"None";"Child Care Center";"Minnesota Department of Human Services";"08/29/2003";"08/17/2020";"12/31/2020";"   "
802654;"Child Care Center";"Wee Pals Child Care Center";"560 Dunnell Dr";" ";;"Owatonna";"MN";55060;"Steele";"(507) 451-8355";"Active";"Wee Pals Child Care Center, Inc.";106;"Infants     Toddlers     Preschool     School-Age       ";"None";"Child Care Center";"Minnesota Department of Human Services";"09/14/1970";"01/01/2020";"12/31/2020";"   "
1048642;"Child Care Center";"Wellcome Kids";"114 West Pleasant St";;;"Garden City";"MN";56034;"Blue Earth";"(507) 546-3295";"Active";"Wellcome Manor Family Services";58;"Infants     Toddlers     Preschool     School-Age       ";"None";"Child Care Center";"Minnesota Department of Human Services";"11/29/2007";"01/01/2020";"12/31/2020";"   "
800152;"Child Care Center";"West Side Head Start";"271 Belvidere St E";;;"Saint Paul";"MN";55107;"Ramsey";"(651) 298-4639";"Active";"Community Action Partnership of Ramsey and Washington Counties";80;"Preschool       ";"None";"Child Care Center";"Minnesota Department of Human Services";"08/20/1980";"01/01/2020";"12/31/2020";"   "
830816;"Child Care Center";"West St.Paul Head Start";"60 MARIE AVE E";;;"West St Paul";"MN";"55118-5910";"Dakota";"(952) 496-2125";"Active";"Scott-Carver-Dakota Cap Agency Inc.";20;"Preschool       ";"None";"Child Care Center";"Minnesota Department of Human Services";"09/15/1998";"01/01/2020";"12/31/2020";"   "
802679;"Child Care Center";"Westwood Early Childhood Center";"9001 CEDAR LAKE RD S";;;"St Louis Park";"MN";"55426-2354";"Hennepin";"(952) 545-5624";"Active";"Westwood Lutheran Church";100;"Infants     Toddlers     Preschool     School-Age       ";"None";"Child Care Center";"Minnesota Department of Human Services";"01/10/1984";"01/01/2020";"12/31/2020";"   "
1032135;"Child Care Center";"Westwood Preschool";"3121 Westwood Dr";;;"Excelsior";"MN";55331;"Hennepin";"(952) 224-7300";"Active";"Westwood Community Church";108;"Preschool       ";"None";"Child Care Center";"Minnesota Department of Human Services";"01/03/2005";"01/01/2020";"12/31/2020";"   "
830937;"Child Care Center";"White Bear Montessori School";"1201 E County Rd E";;;"White Bear Lake";"MN";55110;"Ramsey";"(651) 429-3710";"Active";"White Bear Montessori School";112;"Toddlers     Preschool     School-Age       ";"None";"Child Care Center";"Minnesota Department of Human Services";"12/07/1998";"10/01/2020";"12/31/2020";"   "
1086477;"Child Care Center";"White Pine Childcare Center";"4534 Constance Blvd NE";;;"Ham Lake";"MN";55304;"Anoka";"(763) 434-5186";"Active";"White Pine Childcare Center LLC";80;"Infants     Toddlers     Preschool       ";"None";"Child Care Center";"Minnesota Department of Human Services";"08/21/2017";"01/01/2020";"12/31/2020";"   "
1088485;"Child Care Center";"Whittier Childcare LTD";"2815 Nicollet Ave S";;;"Minneapolis";"MN";55408;"Hennepin";"(619) 639-5366";"Active";"Whittier Childcare LTD";48;"Infants     Toddlers     Preschool     School-Age       ";"None";"Child Care Center";"Minnesota Department of Human Services";"11/02/2017";"01/01/2020";"12/31/2020";"   "
1077975;"Child Care Center";"Whittier Wildflowers Preschool";"2608 Blaisdell Ave";;;"Minneapolis";"MN";55408;"Hennepin";"(612) 877-8992";"Active";"Whittier Wildflowers Preschool Inc";44;"Toddlers     Preschool       ";"None";"Child Care Center";"Minnesota Department of Human Services";"09/01/2015";"01/01/2020";"12/31/2020";"   "
802688;"Child Care Center";"Wilder Child Development Center";"911 Lafond Ave";;;"Saint Paul";"MN";55104;"Ramsey";"(651) 280-2600";"Active";"Amherst H Wilder Foundation";95;"Toddlers     Preschool     School-Age       ";"None";"Child Care Center";"Minnesota Department of Human Services";"06/01/1968";"06/08/2020";"12/31/2020";"   "
1095966;"Child Care Center";"Wildflower Early Learning Center";"5532 Hanrehan Lake Blvd";;;"Savage";"MN";55378;"Scott";"(612) 991-7612";"Active";"Wildflower Childcare LLC.";40;"Preschool       ";"None";"Child Care Center";"Minnesota Department of Human Services";"01/01/2019";"01/01/2020";"12/31/2020";"   "
1014164;"Child Care Center";"Willmar Head Start";"3821 Abbot Dr Rooms 112, 122, 126 & 130";"Toddler Town";;"Willmar";"MN";56201;"Kandiyohi";"(320) 214-0743";"Active";"United Community Action Partnership Inc";88;"Toddlers     Preschool       ";"None";"Child Care Center";"Minnesota Department of Human Services";"10/30/2001";"01/01/2020";"12/31/2020";"   "
1102775;"Child Care Center";"Willmar Head Start";"1311 HIGHWAY 71 NE";;;"Willmar";"MN";"56201-2174";"Kandiyohi";"(320) 235-0850";"Active";"United Community Action Partnership Inc";124;"Infants     Toddlers     Preschool       ";"None";"Child Care Center";"Minnesota Department of Human Services";"09/08/2020";"09/08/2020";"12/31/2020";"   "
1089963;"Child Care Center";"Willmar North Head Start";"2120 60th Ave NE";;;"Willmar";"MN";56201;"Kandiyohi";"(320) 235-0850";"Active";"United Community Action Partnership Inc";20;"Preschool       ";"None";"Child Care Center";"Minnesota Department of Human Services";"10/30/2017";"01/01/2020";"12/31/2020";"   "
1063117;"Child Care Center";"Willow & Sprout LLC";"3029 Wilson St NE";;;"Saint Anthony Village";"MN";55418;"Hennepin";"(612) 850-2019";"Active";"Willow & Sprout LLC";14;"Toddlers     Preschool       ";"None";"Child Care Center";"Minnesota Department of Human Services";"10/15/2012";"01/01/2020";"12/31/2020";"   "
1083797;"Child Care Center";"Windom Head Start";"1012 5th Ave";;;"Windom";"MN";56101;"Cottonwood";"(507) 537-1416";"Active";"United Community Action Partnership Inc";20;"Preschool       ";"None";"Child Care Center";"Minnesota Department of Human Services";"01/18/2017";"01/01/2020";"12/31/2020";"   "
802709;"Child Care Center";"Winona Area Learning Center";"1299 W 3rd St";;;"Winona";"MN";55987;"Winona";"(507) 494-1460";"Active";"Independent School District #861";16;"Infants     Toddlers     Preschool       ";"None";"Child Care Center";"Minnesota Department of Human Services";"04/23/1990";"01/01/2020";"12/31/2020";"   "
802724;"Child Care Center";"Wonder World Preschool Inc";"2809 Maple Ave";;;"Slayton";"MN";56172;"Murray";"(507) 836-8694";"Active";"Wonder World Preschool, Inc.";76;"Infants     Toddlers     Preschool     School-Age       ";"None";"Child Care Center";"Minnesota Department of Human Services";"11/14/1972";"01/01/2020";"12/31/2020";"   "
1093261;"Child Care Center";"Wood City Preschool LLC";"1806 Washington Ave";;;"Cloquet";"MN";55720;"Carlton";"(218) 879-4868";"Active";"Wood City Preschool LLC";50;"Infants     Toddlers     Preschool       ";"Per the fire inspector - The program has been granted temporary occupancy to the new infant classroom until 3/20/20. By 3/20/2";"Child Care Center";"Minnesota Department of Human Services";"06/25/2018";"02/13/2020";"12/31/2020";"   "
802729;"Child Care Center";"Woodbury Lutheran Preschool";"7380 Afton Rd";;;"Woodbury";"MN";55125;"Washington";"(651) 739-5146";"Active";"Woodbury Lutheran Preschool and Kindergarten";82;"Preschool       ";"None";"Child Care Center";"Minnesota Department of Human Services";"09/01/1976";"01/01/2020";"12/31/2020";"   "
802732;"Child Care Center";"Woodbury Preschool at the Grove";"7465 STEEPLEVIEW RD";;;"Woodbury";"MN";"55125-1533";"Washington";"(651) 738-9670";"Active";"Woodbury Preschool at the Grove";106;"Infants     Toddlers     Preschool       ";"None";"Child Care Center";"Minnesota Department of Human Services";"09/17/1973";"01/01/2020";"12/31/2020";"   "
802734;"Child Care Center";"Wooddale Academy";"6630 Shady Oak Rd";;;"Eden Prairie";"MN";55344;"Hennepin";"(952) 944-3770";"Active";"Wooddale Academy";258;"Infants     Toddlers     Preschool     School-Age       ";"None";"Child Care Center";"Minnesota Department of Human Services";"09/02/1970";"09/01/2020";"12/31/2020";"   "
