"full_name";"owner_name";"license_no";"license_status";"license_type";"mailing_address_line_1";"mailing_address_city";"mailing_address_state";"mailing_address_zipcode";"mailing_address_county";"mailing_address_phone";"physical_address_line_1";"physical_address_city";"physical_address_state";"physical_address_zipcode";"physical_address_county";"physical_address_phone";"director_first_name";"director_last_name";"capacity";"age_wks_lo";"age_mos_lo";"age_yrs_lo";"age_yrs_hi"
"Rochester Child Care Center Gonic School ""UP"" Program";"Rochester Child Care Center, Inc.";"CCCB-04766";"Active";"Center Based Program License";"95 Charles Street";"Rochester";"NH";03867;"Strafford";(603) 332-9333;"10 Railroad Avenue";"Rochester";"NH";03867;"Strafford";(603) 866-3431;"Allison   ";"Nichol-Snow";45;;10;4;12
"Rochester Child Care Center McClelland School ""UP"" Program";"Rochester Child Care Center";"CCCB-04524";"Active";"Center Based Program License";"95 Charles Street";"Rochester";"NH";03867;"Strafford";(603) 332-9333;"59 Brock Street";"Rochester";"NH";03867;"Strafford";(603) 276-0097;"Britta";"Grimes";45;;10;4;12
"Rochester Child Care Center Chamberlain School ""UP"" Program";"Rochester Chid Care Center, Inc.";"CCCB-04400";"Active";"Center Based Program License";"95 Charles Street";"Rochester";"NH";03867;"Strafford";(603) 276-0094;"65 Chamberlain Street ";"Rochester";"NH";03867;"Strafford";(603) 276-0094;"Amy       ";"Keen";45;;11;4;12
"Emmanuel Child Care Center";"Emmanuel Advent Christian Church";"CCCB-02769";"Active";"Center Based Program License";"PO Box 1812";"Rochester";"NH";03866-1812;"Strafford";(603) 332-5353;"24 Eastern Avenue";"Rochester";"NH";03867;"Strafford";(603) 332-5353;"Cynthia   ";"Blanchette";90;6;;;12
"Joyful Garden";"Tina Weaver";"CCFB-04466";"Active";"Family Based Program License";"19 Thomas Street";"Rochester";"NH";03867;"Strafford";(603) 335-2256;"19 Thomas Street";"Rochester";"NH";03867;"Strafford";(603) 335-2256;"Alexis    ";"Jackson";12;6;;;12
"Marion's Day Care";"Marion Bryant";"CCFB-04153";"Active";"Family Based Program License";"3 Hobart Street";"Rochester";"NH";03867;"Strafford";(603) 335-3266;"3 Hobart Street";"Rochester";"NH";03867;"Strafford";(603) 335-3266;"Marion    ";"Bryant";9;6;;;12
"Melissa's Munchkin Land";"Melissa Graves";"CCFB-05745";"Active";"Family Based Program License";"14 Washington Street";"Rochester";"NH";03867;"Strafford";(603) 335-8691;"14 Washington Street";"Rochester";"NH";03867;"Strafford";(603) 335-8691;"Melissa   ";"Graves";9;6;;;12
"YMCA of Strafford County Child Development Center & Rochester School Age Program";"The Granite YMCA";"CCCB-05649";"Active";"Center Based Program License";"35 Industrial Way, Suite 106";"Rochester";"NH";03867;"Strafford";(603) 332-7334;"35 Industrial Way, Suite 106";"Rochester";"NH";03867;"Strafford";(603) 332-7334;"April ";"Campbell";129;6;;;15
"Rochester Child Care Center Nancy Loud School ""UP"" Program";"Rochester Child Care Center, Inc.";"CCCB-06564";"Active";"Center Based Program License";"95 Charles Street";"Rochester";"NH";03867;"Strafford";(603) 332-9333;"5 Cocheco Avenue";"Rochester";"NH";03868;"Strafford";(603) 332-9333;"Jodi";"Mispilkin";34;;10;4;12
"Rochester Child Care Center School Street School ""UP"" Program";"Rochester Child Care Center, Inc.";"CCCB-06709";"Active";"Center Based Program License";"95 Charles Street";"Rochester";"NH";03867;"Strafford";(603) 332-9333;"13 School Street";"Rochester";"NH";03867;"Strafford";(603) 332-9333;"Britta";"Grimes";45;;10;4;12
"Rochester Child Care Center-Maple Street School ""UP"" Program";"Rochester Child Care Center Inc.";"CCCB-06549";"Active";"Center Based Program License";"95 Charles Street";"Rochester";"NH";03867;"Strafford";(603) 332-9333;"27 Maple Street";"Rochester";"NH";03867;"Strafford";(603) 332-9333;"Cora-Lynn";"Hoppe";30;;10;4;12
"Seeleygang Day Care";"Suzzette L. Seeley";"CCFB-06578";"Active";"Family Based Program License";"16 Echo Brook Road";"Rochester";"NH";03839;"Strafford";(603) 978-4450;"16 Echo Brook Road";"Rochester";"NH";03839;"Strafford";(603) 978-4450;"Suzzette";"Seeley";17;6;;;13
"Rochester Child Care Center Middle School ""UP"" Program";"Rochester Child Care Center, Inc.";"CCCB-06679";"Active";"Center Based Program License";"95 Charles Street";"Rochester";"NH";03867;"Strafford";(603) 332-9333;"47 Brock Street";"Rochester";"NH";03867;"Strafford";(603) 332-9333;"Brittney";"Holtby";45;;;6;14
"Lucky Ducks Child Care";"Diane Blanchette";"CCFB-06101";"Active";"Family Based Program License";"533 Silver Street";"Rollinsford";"NH";03869;"Strafford";(603) 749-6825;"533 Silver Street";"Rollinsford";"NH";03869;"Strafford";(603) 749-6825;"Diane";"Blanchette";9;;30;;10
"Fun Time University";"Timothy Laurion";"CCCB-04628";"Active";"Center Based Program License";"496 Beccaris Drive";"Rollinsford";"NH";03869;"Strafford";(603) 743-4562;"Rollinsford Grade School  487 Locust St.";"Rollinsford";"NH";03869;"Strafford";(603) 743-4562;"Timothy   ";"Laurion";30;;8;4;16
"Rye Country Day School";"K.M.H. Educational Services, Inc.";"CCCB-03049";"Active";"Center Based Program License";"PO Box 372";"Rye";"NH";03870;"Rockingham";(603) 964-4066;"1245 Washington Road";"Rye";"NH";03870;"Rockingham";(603) 964-4066;"Ann";"McNamara";99;;24;;6
"The Children's House Montessori School";"Drew's Cove, Inc.";"CCCB-04678";"Active";"Center Based Program License";"80 Sagamore Road";"Rye";"NH";03870;"Rockingham";(603) 436-5074;"80 Sagamore Road";"Rye";"NH";03870;"Rockingham";(603) 436-5074;"Katie     ";"Corradi";60;;18;;12
"Merrimack Valley Montessori School";"Merrimack Valley Montessori School, Inc.";"CCCB-01300";"Active";"Center Based Program License";"111 Lowell Road";"Salem";"NH";03079;"Rockingham";(603) 893-7310;"111 Lowell Road";"Salem";"NH";03079;"Rockingham";(603) 893-7310;"Alison    ";"Bourdelais";65;;33;;6
"Here We Grow Learning Center";"Here We Grow Learning Center Of Salem, LLC";"CCCB-05947";"Active";"Center Based Program License";"401 Main Street, Units 102 & 106";"Salem";"NH";03079;"Rockingham";(603) 890-1234;"401 Main Street Units102 & 106";"Salem";"NH";03079;"Rockingham";(603) 890-1234;"Jodi      ";"Solt";110;6;;;6
"Kid's Krossroads";"Kid's Krossroads, LLC";"CCCB-05431";"Active";"Center Based Program License";"15 Ermer Road, Suite 107";"Salem";"NH";03079;"Rockingham";(603) 890-0085;"15 Ermer Road, Suite 107";"Salem";"NH";03079;"Rockingham";(603) 890-0085;"Donna     ";"Cody";20;12;;;8
"Endless Opportunities for Children";"Lakeside Development, LLC";"CCCB-04641";"Active";"Center Based Program License";"PO Box 700";"Pelham";"NH";03076;"Hillsborough";(603) 893-7710;"47 Pelham Road";"Salem";"NH";03079;"Rockingham";(603) 893-7710;"Jaqueline ";"Bourque";50;;6;;12
"Discovery Club - Lancaster Elementary School";"Create and Discover Learning Center, Inc.";"CCCB-05073";"Active";"Center Based Program License";"196 Main Street";"Salem";"NH";03079;"Rockingham";(603) 894-7251;"54 Millville Street";"Salem";"NH";03079;"Rockingham";(603) 894-7251;"Alexandria";"Scholtz";45;;8;4;12
"Discovery Club @ Fiske Elementary";"Create & Discover Learning Center, Inc.";"CCCB-05182";"Active";"Center Based Program License";"196 Main Street";"Salem";"NH";03079;"Rockingham";(603) 894-7251;"14 Main Street";"Salem";"NH";03079;"Rockingham";(603) 894-7251;"Jennifer  ";"Crane";45;;8;4;12
"The Discovery Club @ North Salem Elementary";"Create and Discover Learning Center, Inc";"CCCB-05072";"Active";"Center Based Program License";"196 Main Street";"Salem";"NH";03079;"Rockingham";(603) 894-7251;"140 Zion Hill Road";"Salem";"NH";03079;"Rockingham";(603) 893-7062;"Cassandra";"Cammarano";45;;8;4;12
"Create and Discover Learning Center";"Create and Discover Learning Center, Inc.";"CCCB-04392";"Active";"Center Based Program License";"176 Main Street";"Salem";"NH";03079;"Rockingham";(603) 894-5250;"176 Main Street";"Salem";"NH";03079;"Rockingham";(603) 894-5250;"Ann-Louise";"Digiovanni";50;;24;;12
"Salem Boys and Girls Club Preschool";"Salem Boys and Girls Club, Inc.";"CCCB-02303";"Active";"Center Based Program License";"3 Geremonty Drive";"Salem";"NH";03079-1971;"Rockingham";(603) 898-7709;"3 Geremonty Drive";"Salem";"NH";03079;"Rockingham";(603) 898-7709;"Andrea    ";"Bergdoll";60;;33;;12
"Create & Discover Learning Center";"Create & Discover Learning Center, Inc.";"CCCB-05554";"Active";"Center Based Program License";"196 Main Street";"Salem";"NH";03079;"Rockingham";(603) 894-7251;"196 Main Street";"Salem";"NH";03079;"Rockingham";(603) 894-7251;"Donna     ";"Kulesz";70;6;;;12
"Little Scholars Learning Village";"Granite State Baptist Church Ministry, Inc.";"CCCB-00887";"Active";"Center Based Program License";"1 Sand Hill Road";"Salem";"NH";03079;"Rockingham";(603) 893-0898;"1 Sand Hill Road";"Salem";"NH";03079;"Rockingham";(603) 893-0898;"Danyelle";"DiCecca";100;6;;;12
"Littleville Learning Center";"Laura Devine";"CCCB-05682";"Active";"Center Based Program License";"8 Pleasant Street";"Salem";"NH";03079;"Rockingham";(603) 870-5327;"8 Pleasant Street";"Salem";"NH";03079;"Rockingham";(603) 870-5327;"Laura     ";"Devine";50;6;;;12
"Patsy's House Day Care & Learning Center";"Patricia Ranlett";"CCCB-04983";"Active";"Center Based Program License";"76 Lawrence Road";"Salem";"NH";03079;"Rockingham";(603) 898-5655;"76 Lawrence Road";"Salem";"NH";03079;"Rockingham";(603) 898-5655;"Beverly";"Sullivan";35;6;;;12
"Wonder Years Learning Center";"Wonder Years Learning Center, Inc.";"CCCB-04946";"Active";"Center Based Program License";"393 Main Street";"Salem";"NH";03079;"Rockingham";(603) 890-0155;"393 Main Street";"Salem";"NH";03079;"Rockingham";(603) 890-0155;"Cheryl    ";"Larosa";105;6;;;12
"Melissa Todt's Family Day Care";"Melissa Todt";"CCFB-05799";"Active";"Family Based Program License";"3 Shetland Circle";"Salem";"NH";03079;"Rockingham";(603) 893-6685;"3 Shetland Circle";"Salem";"NH";03079;"Rockingham";(603) 893-6685;"Melissa   ";"Todt";9;;2;;12
"Salem Kid Start Kindergarten";"Salem Kid Start Kindergarten, LLC";"CCCB-06642";"Active";"Center Based Program License";"101 School Street";"Salem";"NH";03079;"Rockingham";(603) 898-0015;"101 School Street";"Salem";"NH";03079;"Rockingham";(603) 898-0015;"Joanna";"Vorce";14;;;3;6
"Little Graduates Daycare";"Little Graduates Daycare, LLC";"CCFB-06704";"Active";"Family Based Program License";"9 Marie Avenue";"Salem";"NH";03079;"Rockingham";(603) 458-7792;"9 Marie Avenue";"Salem";"NH";03079;"Rockingham";(603) 458-7792;"Sherri";"Randall";9;6;;;10
"The Learning Cooperative";"Salem Family Resources - Success by 6";"CCCB-06504";"Active";"Center Based Program License";"171 Zion Hill Road";"Salem";"NH";03079;"Rockingham";(603) 898-5493;"171 Zion Hill Road";"Salem";"NH";03079;"Rockingham";(603) 898-5493;"Cindy";"Jury";24;;24;;10
"Janis' Home Child Care";"Janis' Home Child Care, LLC";"CCFB-06499";"Active";"Family Based Program License";"25 Palmer Street";"Salem";"NH";03079;"Rockingham";(603) 370-7763;"25 Palmer Street";"Salem";"NH";03079;"Rockingham";(603) 370-7763;"Janis";"Dupuis";9;6;;;12
"Discovery Club - Barron Elementary School";"Create and Discover Learning Center, Inc.";"CCCB-06645";"Active";"Center Based Program License";"196 Main Street";"Salem";"NH";03079;"Rockingham";(603) 894-7251;"55 Butler Street";"Salem";"NH";03079;"Rockingham";(603) 894-7251;"Julie";"Napolitano";45;;8;4;12
"The Learning Path of Salem";"The Learning Path, Inc.";"CCCB-06481";"Active";"Center Based Program License";"19 Keewaydin Drive";"Salem";"NH";03079;"Rockingham";(603) 890-5321;"19 Keewaydin Drive";"Salem";"NH";03079;"Rockingham";(603) 890-5321;"Rebecca";"Smith";120;6;;;17
"Kids With Spirit";"Salisbury Congregational Community Church";"CCCB-05586";"Active";"Center Based Program License";"PO Box 309";"Salisbury";"NH";03268-0309;"Merrimack";(603) 648-2733;"13 Franklin Road";"Salisbury";"NH";03268;"Merrimack";(603) 648-6100;"Nancy     ";"Young";20;;;5;14
"Sanbornton Recreation";"Town of Sanbornton Recreation Commission";"CCCB-05685";"Active";"Center Based Program License";"PO Box 124";"Sanbornton";"NH";03269;;(603) 286-2659;"Sanbornton Central School";"Sanbornton";"NH";03269;"Belknap";(603) 286-2659;"Dolores";"Elliott";45;;;5;13
"Hazel MacBrien Nursery School";"Hazel MacBrien Nursery School, Inc.";"CCCB-00952";"Active";"Center Based Program License";"PO Box 443";"Sanbornville";"NH";03872;"Carroll";(603) 522-6860;"173 Meadow St, United Methodist Chu";"Sanbornville";"NH";03872;"Carroll";(603) 522-6860;"Jaclyn";"McPherson";18;;;3;6
"Pine River Pond Country Daycare";"Amy Blackwood";"CCCB-05479";"Active";"Center Based Program License";"556 Pine River Pond Road";"Sanbornville";"NH";03872;"Carroll";(603) 522-9206;"556 Pine River Pond Road";"Sanbornville";"NH";03872;"Carroll";(603) 522-9206;"Amy       ";"Blackwood";21;6;;;12
"Wakefield Child Care Early Learning Center";"Marie V. Tucker";"CCCB-04616";"Active";"Center Based Program License";"PO Box 148";"Sanbornville";"NH";03872;"Carroll";(603) 522-3366;"18 School Street";"Sanbornville";"NH";03872;"Carroll";(603) 522-3366;"Donna     ";"Tilton";46;6;;;12
"Playmates Learning Center";"Linda Meehan";"CCCB-02316";"Active";"Center Based Program License";"PO Box 436";"Sandown";"NH";03873;"Rockingham";(603) 887-3128;"56 North Road";"Sandown";"NH";03873;"Rockingham";(603) 887-3128;"Linda";"Meehan";75;6;;;14
"Jiminy Cricket School";"Jiminy Cricket School";"CCCB-00579";"Active";"Center Based Program License";"89 North Road";"Sandown";"NH";03873;"Belknap";(603) 887-4818;"89 North Road";"Sandown";"NH";03873;"Rockingham";(603) 887-4818;"Christine ";"Higham";15;;;4;6
"Over The Rainbow Dayschool";"Melissa Fiorino";"CCFB-06004";"Active";"Family Based Program License";"3 Dandiview Acres";"Seabrook";"NH";03874;"Rockingham";(603) 760-2533;"3 Dandiview Acres";"Seabrook";"NH";03874;"Rockingham";(603) 760-2533;"Melissa   ";"Fiorino";17;6;;;13
"Southern District YMCA School's Out - Seabrook";"Southern District YMCA/Camp Lincoln, Inc.";"CCCB-04447";"Active";"Center Based Program License";"PO Box 925";"Exeter";"NH";03833;"Rockingham";(603) 642-3361;"256 Walton Road";"Seabrook";"NH";03874;"Belknap";(603) 642-3361;"Alyssa ";"Lapierre";50;;;5;15
"Miss Beth's Family Day Care";"Elizabeth R. Eckman-White";"CCFB-06548";"Active";"Family Based Program License";"49 Belgian Drive";"Seabrook";"NH";03874;"Rockingham";(603) 474-7990;"49 Belgian Drive";"Seabrook";"NH";03874;"Rockingham";(603) 474-7990;"Elizabeth";"Eckman-White";17;6;;;11
"Strafford County Head Start - Somersworth Center";"Strafford County Community Action Committee, Inc.";"CCCB-04308";"Active";"Center Based Program License";"PO Box 160";"Dover";"NH";03821;"Strafford";(603) 817-5458;"184 Maple Street";"Somersworth";"NH";03878;"Strafford";(603) 817-5458;"Brandie";"Trepanier";18;;;3;5
"Wentworth Douglass Hospital Early Learning @ The Works";"Wentworth Douglass Hospital, Inc.";"CCCB-06041";"Active";"Center Based Program License";"23 Works Way";"Somersworth";"NH";03878;"Strafford";"6037402630x3198";"23 Works Way";"Somersworth";"NH";03878;"Strafford";"6037402630x3198";"Kendra    ";"Bisson";60;;;3;12
"Little Folks School and Child Care";"Karen Gagnon";"CCCB-06020";"Active";"Center Based Program License";"29 Lil-Nor Avenue";"Somersworth";"NH";03878;"Strafford";(603) 692-4706;"29 Lil-Nor Avenue";"Somersworth";"NH";03878;"Strafford";(603) 692-4706;"Karen     ";"Gagnon";29;;;3;12
"Little Hands";"D & B Child Care Enterprises";"CCCB-05364";"Active";"Center Based Program License";"48-2 Wildflower Circle";"Somersworth";"NH";03878;"Strafford";(603) 692-5946;"48-2 Wildflower Circle";"Somersworth";"NH";03878;"Strafford";(603) 692-5946;"Doris     ";"Hatch";40;6;;;12
"The Works After School";"Wentworth Douglas Community Health Corporation";"CCCB-06133";"Active";"Center Based Program License";"23 Works Way";"Somersworth";"NH";03878;"Strafford";(603) 742-2163;"23 Works Way";"Somersworth";"NH";03878;"Strafford";(603) 742-2163;"Danielle";"Krenzer";42;;;6;14
"Somersworth Early Learning Center";"Somersworth Housing Authority";"CCCB-00845";"Active";"Center Based Program License";"35 Bartlett Avenue";"Somersworth";"NH";03878;"Strafford";(603) 692-2081;"15 Bartlett Avenue";"Somersworth";"NH";03878;"Strafford";(603) 692-2081;"Dawn      ";"Collins";161;6;;;15
"Little Steps Early Learning Center";"PMC Day Care Center, LLC";"CCCB-06737";"Active";"Center Based Program License";"7 Works Way";"Somersworth";"NH";03878;"Strafford";(603) 692-1845;"7 Works Way";"Somersworth";"NH";03878;"Strafford";(603) 692-1845;"Kathleen";"Collins";42;6;;;5
"Kid's Culture";"Kid's Culture LLC";"CCCB-06682";"Active";"Center Based Program License";"233 Route 108";"Somersworth";"NH";03878;"Strafford";(603) 337-5717;"233 Rte 108";"Somersworth";"NH";03878;"Strafford";(603) 337-5217;"Jade";"Sterling";42;6;;;12
"Live Wire Day Care And Preschool";"Live Wire Day Care and Preschool, Inc.";"CCCB-04038";"Active";"Center Based Program License";"PO Box 730";"Bradford";"NH";03221;"Belknap";(603) 938-2849;"#30 Route 114";"South Sutton";"NH";03273;"Merrimack";(603) 938-2849;"Janice    ";"Stewart-Hibbard";24;6;;;12
"Village Children's Center";"Janet J. Doig";"CCCB-04895";"Active";"Center Based Program License";"PO Box 346";"Spofford";"NH";03462;"Cheshire";(603) 363-4226;"43 Church Street";"Spofford";"NH";03462;"Cheshire";(603) 363-4226;"Janet     ";"Doig";20;;30;;12
"Whitehouse Early Learning Center";"Elaine White";"CCCB-06200";"Active";"Center Based Program License";"PO Box 238";"Strafford";"NH";03884;"Strafford";(603) 664-5025;"352 Province Road";"Strafford";"NH";03884;"Strafford";(603) 664-5025;"Elaine    ";"White";24;6;;;12
"Strafford KinderCampus";"Gina M. Hodgdon";"CCFB-06545";"Active";"Family Based Program License";"1255 Parker Mountain Road";"Strafford";"NH";03884;"Strafford";(603) 664-9025;"1255 Parker Mountain Road";"Strafford";"NH";03884;"Strafford";(603) 664-9025;"Gina";"Hodgdon";16;6;;;13
"Strafford Kinder Campus @ Strafford School";"Gina Hodgdon";"CCCB-06651";"Active";"Center Based Program License";"196 Ricky Nelson Road";"Strafford";"NH";03884;"Strafford";(603) 664-9025;"22 Roller Coaster Road";"Strafford";"NH";03884;"Strafford";(603) 664-9025;"Bethany";"Garboski";44;;11;4;13
"Acorn School";"Acorn School, Inc.";"CCCB-02171";"Active";"Center Based Program License";"P.O. Box 570";"Stratham";"NH";03885;"Rockingham";(603) 778-8285;"136 Winnicutt Road";"Stratham";"NH";03885;"Rockingham";(603) 778-8285;"Susan     ";"Bendroth";54;;;3;6
"Richie McFarland Children's Center";"Richie McFarland Children's Center, Inc.";"CCCB-01668";"Active";"Center Based Program License";"11 Sandy Point Road";"Stratham";"NH";03885;"Rockingham";(603) 778-8193;"11 Sandy Point Road";"Stratham";"NH";03885;"Rockingham";(603) 778-8193;"Margaret  ";"Small-Porter";13;;2;;6
"Bright Horizons at Timberland";"Bright Horizons Children's Centers, LLC";"CCCB-05444";"Active";"Center Based Program License";"200 Domain Drive";"Stratham";"NH";03885;"Rockingham";(603) 773-1260;"200 Domain Drive";"Stratham";"NH";03885;"Rockingham";(603) 773-1260;"Amy";"Benson";124;6;;;6
"Stratham Circle Learning Center";"Stratham Community Church";"CCCB-06000";"Active";"Center Based Program License";"P.O. Box 143";"Stratham";"NH";03885;"Rockingham";(603) 775-0311;"6 Emery Lane ";"Stratham";"NH";03885;"Rockingham";(603) 775-0311;"Elizabeth ";"Burbank";46;;33;;12
"Southern District YMCA School's Out - Stratham";"Southern District YMCA - Camp Lincoln, Inc.";"CCCB-04259";"Active";"Center Based Program License";"56 Linden Street";"Exeter";"NH";03833;"Rockingham";(603) 957-1930;"Stratham Memorial School, 39 Gifford Farm Road";"Stratham";"NH";03885;"Rockingham";(603) 642-3361;"Billie Jo ";"Gratton";90;;;5;15
"Debby's Day Care";"Debby Armstrong";"CCFB-05398";"Active";"Family Based Program License";"2 Pond View Drive";"Stratham";"NH";03885;"Rockingham";(603) 778-7050;"2 Pond View Drive";"Stratham";"NH";03885;"Rockingham";(603) 778-7050;"Debra     ";"Armstrong";9;;2;;15
