"rundate";"subtype";"ZIP";"LEGALNAME";"ADDRESS";"LICENSE";"LICENSE_EFFECTIVE";"LICENSE_EXPIRATION";"CITY";"COUNTY";"TELEPHONE";"FAXPHONE";"CAPACITY";"FACID";"N_LON";"N_LAT";"N_MCODE";"N_LCODE";"N_BLOCK";"FACTYPE";"state";"INFANT";"ONES";"TWOS";"THREE_TO_FIVE";"SCHOOL_AGE";"EMAIL"
12/1/2020;"CHILD CARE PUBLIC SCHOOL";"85050";"P.V.U.S.D.#69 - WILDFIRE ELEMENTARY SCHOOL";"3997 EAST LOCKWOOD DRIVE";"CDC-12731";8/1/2018;7/31/2021;"PHOENIX";"MARICOPA";"(480)346-3020";"(602)867-5244";185;"CDC12731";-111.988885;33.692975;;;;"C51";"AZ";"N/A";"N/A";"N/A";"LICENSED";"LICENSED";"kamoe@pvschools.net"
12/1/2020;"CHILD CARE PUBLIC SCHOOL";"85142";"Q.C.U.S.D.#95 - DESERT MOUNTAIN ELEMENTARY";"22301 SOUTH HAWES ROAD";"CDC-18875";9/2/2020;8/31/2023;"QUEEN CREEK";"MARICOPA";"(480)987-5935";"(480)907-7499";59;"CDC18875";;;;;;"C51";"AZ";"N/A";"N/A";"N/A";"N/A";"LICENSED";"sbarnett@qcusd.org"
12/1/2020;"CHILD CARE PUBLIC SCHOOL";"85142";"Q.C.U.S.D.#95 - FAITH MATHER SOSSAMAN ELEMENTARY";"22801 EAST VIA DEL JARDIN";"CDC-18288";7/17/2018;6/30/2021;"QUEEN CREEK";"MARICOPA";"(480)987-7420";"(480)987-7439";50;"CDC18288";;;;;;"C51";"AZ";"N/A";"N/A";"N/A";"LICENSED";"LICENSED";"sray2@qcusd.org"
12/1/2020;"CHILD CARE PUBLIC SCHOOL";"85142";"Q.C.U.S.D.#95 - FRANCES BRANDON-PICKETT ELEMENTARY";"22076 EAST VILLAGE LOOP";"CDC-18876";9/2/2020;8/31/2023;"QUEEN CREEK";"MARICOPA";"(480)987-7420";"(   )   -";59;"CDC18876";;;;;;"C51";"AZ";"N/A";"N/A";"N/A";"N/A";"LICENSED";"sbarnett@qcusd.org"
12/1/2020;"CHILD CARE PUBLIC SCHOOL";"85212";"Q.C.U.S.D.#95 - GATEWAY POLYTECHNIC ACADEMY";"5149 SOUTH SIGNAL BUTTE ROAD";"CDC-17351";7/1/2018;6/30/2021;"MESA";"MARICOPA";"(480)987-5935";"(480)987-7499";148;"CDC17351";;;;;;"C51";"AZ";"N/A";"N/A";"N/A";"LICENSED";"LICENSED";"Sringle@qcusd.org"
12/1/2020;"CHILD CARE PUBLIC SCHOOL";"85142";"Q.C.U.S.D.#95 - JACK BARNES ELEMENTARY SCHOOL";"20750 SOUTH 214TH STREET";"CDC-18666";7/23/2019;6/30/2022;"QUEEN CREEK";"MARICOPA";"(480)987-7400";"(480)987-7415";59;"CDC18666";;;;;;"C51";"AZ";"N/A";"N/A";"N/A";"LICENSED";"LICENSED";"rneish@qeusd.org"
12/1/2020;"CHILD CARE PUBLIC SCHOOL";"85142";"Q.C.U.S.D.#95 - KATHERINE MECHAM BARNEY ELEMENTARY";"19684 SOUTH 225TH PLACE";"CDC-18838";8/27/2020;7/31/2023;"QUEEN CREEK";"MARICOPA";"(480)474-6270";"(   )   -";245;"CDC18838";;;;;;"C51";"AZ";"N/A";"N/A";"N/A";"LICENSED";"LICENSED";"aruhser@qcusd.org"
12/1/2020;"CHILD CARE PUBLIC SCHOOL";"85242";"Q.C.U.S.D.#95 - QUEEN CREEK ELEMENTARY SCHOOL";"23636 SOUTH 204TH STREET";"CDC-14755";8/1/2018;7/31/2021;"QUEEN CREEK";"MARICOPA";"(480)987-5991";"(   )   -";59;"CDC14755";-111.643304;33.23355;;;;"C51";"AZ";"N/A";"N/A";"N/A";"LICENSED";"LICENSED";"sray2@qcusd.org"
12/1/2020;"CHILD CARE PUBLIC SCHOOL";"85142";"Q.C.U.S.D.#95 - QUEEN CREEK TOY BOX";"22149 EAST OCOTILLO ROAD";"CDC-10752";9/1/2018;8/31/2021;"QUEEN CREEK";"MARICOPA";"(480)987-5953";"(480)882-1276";45;"CDC10752";-111.605733;33.248462;;;;"C51";"AZ";"N/A";"N/A";"N/A";"LICENSED";"N/A";"dayala@qcusd.org"
12/1/2020;"CHILD CARE PUBLIC SCHOOL";"85212";"Q.C.U.S.D.#95 - SILVER VALLEY ELEMENTARY SCHOOL";"9737 EAST TOLEDO AVENUE";"CDC-18667";8/22/2019;7/31/2022;"MESA";"MARICOPA";"(480)987-7443";"(   )   -";369;"CDC18667";;;;;;"C51";"AZ";"N/A";"N/A";"N/A";"LICENSED";"LICENSED";"scruztorres@qcusd.org, Llynde@qcusd.org"
12/1/2020;"CHILD CARE PUBLIC SCHOOL";"85043";"R.E.S.D.#2 - RIVERSIDE ELEMENTARY SCHOOL";"1414 SOUTH 51ST AVENUE";"CDC-17697";8/1/2019;7/31/2022;"PHOENIX";"MARICOPA";"(602)477-8900";"(602)477-8921";59;"CDC17697";;;;;;"C51";"AZ";"N/A";"N/A";"N/A";"LICENSED";"N/A";"mpina@riverside.k12.az.us"
12/1/2020;"CHILD CARE PUBLIC SCHOOL";"85042";"R.E.S.D.#66 - BERNARD BLACK SCHOOL";"6550 SOUTH 27TH AVENUE";"CDC-12279";8/1/2020;7/31/2023;"PHOENIX";"MARICOPA";"(602)304-3180";"(602)304-3105";40;"CDC12279";-112.116535;33.386361;;;;"C51";"AZ";"N/A";"N/A";"N/A";"LICENSED";"N/A";"latrisha.centers@rsd.k12.az.us"
12/1/2020;"CHILD CARE PUBLIC SCHOOL";"85042";"R.E.S.D.#66 - BUSH HEAD START";"602 EAST SIESTA DRIVE";"CDC-5026";12/1/2018;11/30/2021;"PHOENIX";"MARICOPA";"(602)232-1946";"(602)304-4209";40;"CDC5026";-112.069246;33.365149;;;;"C51";"AZ";"N/A";"N/A";"N/A";"LICENSED";"N/A";"ceronica.zavala@rsd.k12.az.us"
12/1/2020;"CHILD CARE PUBLIC SCHOOL";"85042";"R.E.S.D.#66 - CAMPBELL SCHOOL";"2624 EAST SOUTH MOUNTAIN";"CDC-18315";8/1/2018;7/31/2021;"PHOENIX";"MARICOPA";"(602)232-4910";"(602)304-3105";59;"CDC18315";;;;;;"C51";"AZ";"N/A";"N/A";"N/A";"LICENSED";"N/A";"jack.day@rsdk12.az.us"
12/1/2020;"CHILD CARE PUBLIC SCHOOL";"85040";"R.E.S.D.#66 - CESAR CHAVEZ HEAD START";"4001 SOUTH 3RD STREET";"CDC-1167";9/1/2020;8/31/2023;"PHOENIX";"MARICOPA";"(602)232-4947";"(602)243-2637";59;"CDC1167";-112.069034;33.411729;;;;"C51";"AZ";"N/A";"N/A";"N/A";"LICENSED";"N/A";"sdbitsui@asu.edu"
12/1/2020;"CHILD CARE PUBLIC SCHOOL";"85040";"R.E.S.D.#66 - DAVIS HEAD START";"6209 SOUTH 15TH AVENUE";"CDC-5025";12/1/2018;11/30/2021;"PHOENIX";"MARICOPA";"(602)232-4283";"(602)304-4209";39;"CDC5025";-112.090371;33.390742;;;;"C51";"AZ";"N/A";"N/A";"N/A";"LICENSED";"N/A";"diane.alleyne@rsd.k12.az.us"
12/1/2020;"CHILD CARE PUBLIC SCHOOL";"85041";"R.E.S.D.#66 - ED PASTOR SCHOOL";"2101 WEST ALTA VISTA";"CDC-18316";8/21/2018;7/31/2021;"PHOENIX";"MARICOPA";"(602)304-3160";"(602)304-3105";59;"CDC18316";;;;;;"C51";"AZ";"N/A";"N/A";"N/A";"LICENSED";"N/A";"latrisha.centers@rsd.k12.az.us"
12/1/2020;"CHILD CARE PUBLIC SCHOOL";"85041";"R.E.S.D.#66 - I. CONCHOS";"1718 WEST VINEYARD";"CDC-18280";8/13/2018;7/31/2021;"PHOENIX";"MARICOPA";"(602)232-4910";"(602)304-3105";20;"CDC18280";;;;;;"C51";"AZ";"N/A";"N/A";"N/A";"LICENSED";"N/A";"latrisha.centers@rsd.k12.az.us"
12/1/2020;"CHILD CARE PUBLIC SCHOOL";"85040";"R.E.S.D.#66 - KENNEDY HEAD START";"6825 SOUTH 10TH STREET";"CDC-9883";8/1/2020;7/31/2023;"PHOENIX";"MARICOPA";"(602)232-4220";"(602)243-2637";20;"CDC9883";-112.058122;33.382727;;;;"C51";"AZ";"N/A";"N/A";"N/A";"LICENSED";"N/A";"dione.alleyn@rds.k12.az.us"
12/1/2020;"CHILD CARE PUBLIC SCHOOL";"85040";"R.E.S.D.#66 - M L KING HEAD START";"4615 SOUTH 22ND STREET";"CDC-1174";9/1/2020;8/31/2023;"PHOENIX";"MARICOPA";"(602)232-4919";"(602)304-3105";70;"CDC1174";-112.034077;33.404675;;;;"C51";"AZ";"N/A";"N/A";"N/A";"LICENSED";"N/A";"anna.marrero@rsd.k12.az.us"
12/1/2020;"CHILD CARE PUBLIC SCHOOL";"85041";"R.E.S.D.#66 - SOUTHWEST HEAD START";"1111 WEST DOBBINS";"CDC-18019";9/1/2020;8/31/2023;"PHOENIX";"MARICOPA";"(602)232-4910";"(602)232-4933";59;"CDC18019";;;;;;"C51";"AZ";"N/A";"N/A";"N/A";"LICENSED";"N/A";"latrisha.centers@rsd.k12.az.us"
12/1/2020;"CHILD CARE PUBLIC SCHOOL";"85042";"R.E.S.D.#66 - T. G.  BARR HEAD START";"2041 EAST VINEYARD ROAD";"CDC-1172";9/1/2020;8/31/2023;"PHOENIX";"MARICOPA";"(602)232-4900";"(602)243-2637";20;"CDC1172";-112.037641;33.385815;;;;"C51";"AZ";"N/A";"N/A";"N/A";"LICENSED";"N/A";"marthaftorres@rsd.k12.az.us"
12/1/2020;"CHILD CARE PUBLIC SCHOOL";"86514";"R.M.U.S.D.#27 - PRESCHOOL PROGRAM";"HC 61 BOX 40 MILE MARKER 448";"CDC-17099";11/1/2020;10/31/2023;"TEEC NOS POS";"APACHE";"(928)656-4252";"(928)656-4251";57;"CDC17099";;;;;;"C51";"AZ";"N/A";"N/A";"N/A";"LICENSED";"N/A";"sstilson@rmusd.net"
12/1/2020;"CHILD CARE PUBLIC SCHOOL";"85137";"R.U.S.D.#3 - RAY PRESCHOOL PROGRAM";"HIGHWAY 177";"CDC-6481";2/1/2018;1/31/2021;"KEARNY";"PINAL";"(520)363-5527";"(520)363-5005";59;"CDC6481";-110.90888;33.063516;;;;"C51";"AZ";"N/A";"N/A";"N/A";"LICENSED";"N/A";"Rochelle_Pacheco@RAYUSD.org"
12/1/2020;"CHILD CARE PUBLIC SCHOOL";"85938";"R.V.U.S.D.#10 - ROUND VALLEY PRIMARY PRESCHOOL";"940 B EAST MARICOPA STREET";"CDC-17455";11/1/2018;10/31/2021;"SPRINGERVILLE";"APACHE";"(928)333-6520";"(928)333-6685";20;"CDC17455";;;;;;"C51";"AZ";"N/A";"N/A";"N/A";"LICENSED";"N/A";"blarson@elks.net"
12/1/2020;"CHILD CARE PUBLIC SCHOOL";"85348";"S.C.E.S.D.#30 - SALOME ELEMENTARY SCHOOL";"38128 SAGUARO & MAIN";"CDC-16713";8/1/2019;7/31/2022;"SALOME";"LA PAZ";"(928)859-3339";"(928)859-3085";20;"CDC16713";-113.619619;33.781751;"E020";"m";"04012020100";"C51";"AZ";"N/A";"N/A";"N/A";"LICENSED";"N/A";"gdean@salomek8.org"
12/1/2020;"CHILD CARE PUBLIC SCHOOL";"85648";"S.C.V.U.S.D.#35 - CALABASAS PRESCHOOL";"131 CAMINO MARICOPA";"CDC-11478";7/1/2019;6/30/2022;"RIO RICO";"SANTA CRUZ";"(520)375-8525";"(520)281-7973";102;"CDC11478";-110.977317;31.434705;;;;"C51";"AZ";"N/A";"N/A";"N/A";"N/A";"N/A";
12/1/2020;"CHILD CARE PUBLIC SCHOOL";"85172";"S.E.S.D.#24 - STANFIELD ELEMENTARY SCHOOL";"515 SOUTH STANFIELD ROAD";"CDC-6080";3/1/2018;2/28/2021;"STANFIELD";"PINAL";"(520)424-3353";"(520)424-3798";40;"CDC6080";-111.963404;32.837637;;;;"C51";"AZ";"N/A";"N/A";"N/A";"LICENSED";"N/A";"rmaciast@roadrunners24.net"
12/1/2020;"CHILD CARE PUBLIC SCHOOL";"85901";"S.L.U.S.D.#10 - SHOW LOW HIGH SCHOOL - THE CUBBIE HOLE";"500 WEST OLD LINDEN ROAD";"CDC-17417";8/1/2018;7/31/2021;"SHOW LOW";"NAVAJO";"(928)537-6240";"(   )   -";10;"CDC17417";;;;;;"C51";"AZ";"N/A";"N/A";"N/A";"LICENSED";"N/A";"diana.abel@showlow.education"
12/1/2020;"CHILD CARE PUBLIC SCHOOL";"85354";"S.M.U.S.D.#90 - SADDLE MOUNTAIN PRESCHOOL";"38201 WEST INDIAN SCHOOL ROAD";"CDC-16428";5/1/2019;4/30/2022;"TONOPAH";"MARICOPA";"(623)474-5108";"(623)474-5190";45;"CDC16428";-112.874026;33.493587;;;;"C51";"AZ";"N/A";"N/A";"LICENSED";"LICENSED";"N/A";"Deena.Arrowood@smusd90.org"
12/1/2020;"CHILD CARE PUBLIC SCHOOL";"86336";"S.O.C.U.S.D.#9 - SEDONA INTEGRATED PRESCHOOL";"570 POSSE GROUND ROAD";"CDC-18353";8/7/2018;7/31/2021;"SEDONA";"COCONINO";"(928)204-6634";"(   )   -";20;"CDC18353";;;;;;"C51";"AZ";"N/A";"N/A";"N/A";"LICENSED";"N/A";"coleman@sedonak12.org"
12/1/2020;"CHILD CARE PUBLIC SCHOOL";"85350";"S.S.D.#11 - DESERT SONORA ELEMENTARY SCHOOL";"301 CARLISLE AVENUE";"CDC-17312";8/1/2018;7/31/2021;"SOMERTON";"YUMA";"(928)341-6300";"(928)341-6350";59;"CDC17312";;;;;;"C51";"AZ";"N/A";"N/A";"N/A";"LICENSED";"N/A";"marmenta@ssd11.org"
12/1/2020;"CHILD CARE PUBLIC SCHOOL";"85350";"S.S.D.#11 - ORANGE GROVE ELEMENTARY SCHOOL";"3525 W COUNTRY 16 1/2 ST";"CDC-17311";8/1/2018;7/31/2021;"SOMERTON";"YUMA";"(928)341-6200";"(928)341-6250";54;"CDC17311";;;;;;"C51";"AZ";"N/A";"N/A";"N/A";"LICENSED";"N/A";"marmenta@ssd11.org"
12/1/2020;"CHILD CARE PUBLIC SCHOOL";"85350";"S.S.D.#11 - TIERRA DEL SOL ELEMENTARY SCHOOL";"1002 NORTH SOMERTON AVENUE";"CDC-17310";8/1/2018;7/31/2021;"SOMERTON";"YUMA";"(928)341-6400";"(928)341-6450";59;"CDC17310";;;;;;"C51";"AZ";"N/A";"N/A";"N/A";"LICENSED";"N/A";"marmenta@ssd11.org"
12/1/2020;"CHILD CARE PUBLIC SCHOOL";"85350";"S.S.D.#11 - VALLE DEL ENCANTO PRESCHOOL";"400 NORTH CAESAR CHAVEZ AVENUE";"CDC-12461";2/1/2019;1/31/2022;"SOMERTON";"YUMA";"(928)341-6700";"(   )   -";20;"CDC12461";-114.717904;32.48577;;;;"C51";"AZ";"N/A";"N/A";"LICENSED";"LICENSED";"N/A";"marmenta@ssd11.org"
12/1/2020;"CHILD CARE PUBLIC SCHOOL";"85546";"S.U.S.D.#1 - BULLDOG BOULEVARD CHILD CARE CENTER";"1400 WEST  11TH STREET";"CDC-8292";9/1/2020;8/31/2023;"SAFFORD";"GRAHAM";"(928)348-7064";"(   )   -";38;"CDC8292";-109.724873;32.82798;;;;"C51";"AZ";"N/A";"18";"LICENSED";"LICENSED";"N/A";"ogomez@saffordusd.com"
12/1/2020;"CHILD CARE PUBLIC SCHOOL";"85546";"S.U.S.D.#1 - MOUNT GRAHAM CHILD CARE & GUIDANCE CE";"300 WEST DISCOVERY PARK BLVD";"CDC-7591";11/1/2019;10/31/2022;"SAFFORD";"GRAHAM";"(928)348-7060";"(928)348-7061";59;"CDC7591";-109.715699;32.802519;;;;"C51";"AZ";"11";"25";"LICENSED";"LICENSED";"N/A";"gcurtis@saffordusd.k12.az.us, jclonts@saffordusd.com"
12/1/2020;"CHILD CARE PUBLIC SCHOOL";"85706";"S.U.S.D.#12 - OCOTILLO PRESCHOOL";"5702 SOUTH CAMPBELL AVE";"CDC-6171";5/1/2018;4/30/2021;"TUCSON";"PIMA";"(520)545-3670";"(   )   -";373;"CDC6171";-110.943614;32.147417;;;;"C51";"AZ";"10";"18";"LICENSED";"LICENSED";"LICENSED";"paulo@susd12.org"
12/1/2020;"CHILD CARE PUBLIC SCHOOL";"85706";"S.U.S.D.#12 - SUNNYSIDE INFANT CENTER";"1725 EAST BILBY ROAD";"CDC-6066";4/1/2018;3/31/2021;"TUCSON";"PIMA";"(520)545-5355";"(   )   -";10;"CDC6066";-110.945138;32.141472;;;;"C51";"AZ";"10";"N/A";"N/A";"N/A";"N/A";"marial@susd12.org"
12/1/2020;"CHILD CARE PUBLIC SCHOOL";"85173";"S.U.S.D.#15 - J. F. KENNEDY ELEMENTARY";"1500 WEST PANTHER DRIVE";"CDC-8531";4/1/2018;3/31/2021;"SUPERIOR";"PINAL";"(520)689-3000";"(520)689-3170";44;"CDC8531";-111.109282;33.279984;;;;"C51";"AZ";"N/A";"N/A";"N/A";"LICENSED";"N/A";"Kzavala@superiorusd.org"
12/1/2020;"CHILD CARE PUBLIC SCHOOL";"86512";"S.U.S.D.#18 - SANDERS ELEMENTARY SCHOOL PRESCHOOL";"I-40 AND HIGHWAY 191 SOUTH";"CDC-15345";8/1/2019;7/31/2022;"SANDERS";"APACHE";"(928)688-3850";"(928)688-3888";58;"CDC15345";-109.334447;35.217269;;;;"C51";"AZ";"N/A";"N/A";"N/A";"LICENSED";"N/A";"Lena.Thompson@sandersusd.net"
12/1/2020;"CHILD CARE PUBLIC SCHOOL";"85629";"S.U.S.D.#30 - ANZA LINK PROGRAM";"15490 RANCHO SAHUARITA BLVD";"CDC-13960";2/1/2020;1/31/2023;"SAHUARITA";"PIMA";"(520)625-3502";"(520)648-6181";105;"CDC13960";-110.968886;31.96903;;;;"C51";"AZ";"N/A";"N/A";"N/A";"N/A";"LICENSED";"agonzalez2@sahuarita.net"
12/1/2020;"CHILD CARE PUBLIC SCHOOL";"85629";"S.U.S.D.#30 - COPPER VIEW LINK";"16200 S STARLIGHT VIEW LANE";"CDC-16343";8/1/2018;7/31/2021;"SAHUARITA";"PIMA";"(520)625-3502";"(   )   -";145;"CDC16343";-110.976659;31.956621;;;;"C51";"AZ";"N/A";"N/A";"N/A";"N/A";"LICENSED";"alexis.balderrama@sahuarita.net"
12/1/2020;"CHILD CARE PUBLIC SCHOOL";"85629";"S.U.S.D.#30 - EARLY CHILDHOOD CENTER";"16170 S STARLIGHT VIEW LANE";"CDC-16108";2/1/2018;1/31/2021;"SAHUARITA";"PIMA";"(520)625-3502";"(520)393-6219";145;"CDC16108";-110.97665;31.957126;;;;"C51";"AZ";"N/A";"N/A";"N/A";"LICENSED";"N/A";"cmcglothlen@sahuarita.net"
12/1/2020;"CHILD CARE PUBLIC SCHOOL";"85629";"S.U.S.D.#30 - SAHUARITA  L I N K";"350 SAHUARITA ROAD";"CDC-8694";3/1/2018;2/28/2021;"SAHUARITA";"PIMA";"(520)625-3502";"(   )   -";185;"CDC8694";-110.976299;31.958167;;;;"C51";"AZ";"N/A";"N/A";"N/A";"LICENSED";"LICENSED";"agonzalez2@sahuarita.net"
12/1/2020;"CHILD CARE PUBLIC SCHOOL";"85645";"S.U.S.D.#30 - SOPORI ELEMENTARY SCHOOL";"5000 W ARIVACA ROAD";"CDC-14487";9/1/2020;8/31/2023;"AMADO";"SANTA CRUZ";"(520)625-3502";"(   )   -";25;"CDC14487";-111.070505;31.728641;;;;"C51";"AZ";"N/A";"N/A";"N/A";"LICENSED";"N/A";"gwilliams@sahuarita.net"
12/1/2020;"CHILD CARE PUBLIC SCHOOL";"85629";"S.U.S.D.#30 - WRIGHTSON RIDGE LINK";"16325 SOUTH RANCHO SAHUARITA BLVD";"CDC-18491";2/11/2019;1/31/2022;"SAHUARITA";"PIMA";"(520)625-3502";"(   )   -";165;"CDC18491";;;;;;"C51";"AZ";"N/A";"N/A";"N/A";"N/A";"LICENSED";"akirby@sahuarita.net"
12/1/2020;"CHILD CARE PUBLIC SCHOOL";"85259";"S.U.S.D.#48 - ANASAZI ELEMENTARY SCHOOL";"12121 NORTH 124TH STREET";"CDC-13172";6/1/2019;5/31/2022;"SCOTTSDALE";"MARICOPA";"(480)484-7300";"(480)484-7901";320;"CDC13172";-111.813202;33.597246;;;;"C51";"AZ";"N/A";"N/A";"N/A";"LICENSED";"LICENSED";"lconti@susd.org"
12/1/2020;"CHILD CARE PUBLIC SCHOOL";"85253";"S.U.S.D.#48 - CHEROKEE ELEMENTARY PRESCHOOL- PANDA";"8801 NORTH 56TH STREET";"CDC-6775";10/1/2018;9/30/2021;"PARADISE VALLEY";"MARICOPA";"(480)684-8700";"(   )   -";233;"CDC6775";-111.960372;33.56569;;;;"C51";"AZ";"N/A";"N/A";"N/A";"LICENSED";"LICENSED";"lconti@susd.org"
12/1/2020;"CHILD CARE PUBLIC SCHOOL";"85260";"S.U.S.D.#48 - CHEYENNE TRADITIONAL SCHOOL";"13636 NORTH 100TH STREET";"CDC-13650";8/1/2019;7/31/2022;"SCOTTSDALE";"MARICOPA";"(480)748-6611";"(480)484-7901";225;"CDC13650";-111.865453;33.607632;;;;"C51";"AZ";"N/A";"N/A";"N/A";"LICENSED";"LICENSED";"lconti@susd.org"
12/1/2020;"CHILD CARE PUBLIC SCHOOL";"85258";"S.U.S.D.#48 - COCHISE ELEMENTARY SCHOOL";"9451 NORTH 84TH STREET";"CDC-13173";6/1/2019;5/31/2022;"SCOTTSDALE";"MARICOPA";"(480)797-6923";"(480)484-7901";59;"CDC13173";-111.899767;33.570852;;;;"C51";"AZ";"N/A";"N/A";"N/A";"LICENSED";"LICENSED";"LConti@susd.org"
12/1/2020;"CHILD CARE PUBLIC SCHOOL";"85255";"S.U.S.D.#48 - COPPER RIDGE ELEMENTARY SCHOOL";"10101 EAST THOMPSON PEAK PKWY";"CDC-10329";3/1/2018;2/28/2021;"SCOTTSDALE";"MARICOPA";"(480)748-6916";"(480)484-8669";345;"CDC10329";-111.863562;33.66745;;;;"C51";"AZ";"N/A";"N/A";"N/A";"LICENSED";"LICENSED";"lconti@susd.org"
12/1/2020;"CHILD CARE PUBLIC SCHOOL";"85255";"S.U.S.D.#48 - DESERT CANYON ELEMENTARY SCHOOL";"10203 EAST MCDOWELL MOUNTAIN RANCH ROAD";"CDC-13171";8/1/2019;7/31/2022;"SCOTTSDALE";"MARICOPA";"(480)484-6102";"(480)484-7901";185;"CDC13171";-111.859804;33.627793;;;;"C51";"AZ";"N/A";"N/A";"N/A";"LICENSED";"LICENSED";"lconti@susd.org"
12/1/2020;"CHILD CARE PUBLIC SCHOOL";"85251";"S.U.S.D.#48 - ECHO CANYON";"4330 NORTH 62ND STREET";"CDC-10319";3/1/2018;2/28/2021;"SCOTTSDALE";"MARICOPA";"(480)748-6642";"(480)484-7901";59;"CDC10319";-111.947829;33.499617;;;;"C51";"AZ";"N/A";"N/A";"N/A";"LICENSED";"N/A";"lconti@susd.org"
12/1/2020;"CHILD CARE PUBLIC SCHOOL";"85257";"S.U.S.D.#48 - HOHOKAM TRADITIONAL SCHOOL";"8451 EAST OAK STREET";"CDC-11323";4/1/2019;3/31/2022;"SCOTTSDALE";"MARICOPA";"(480)484-1800";"(480)484-7901";50;"CDC11323";-111.898808;33.472968;;;;"C51";"AZ";"N/A";"N/A";"N/A";"LICENSED";"N/A";"lconti@susd.org"
12/1/2020;"CHILD CARE PUBLIC SCHOOL";"85018";"S.U.S.D.#48 - HOPI ELEMENTARY SCHOOL";"5110 EAST LAFAYETTE BOULEVARD";"CDC-11616";6/23/2020;8/31/2022;"PHOENIX";"MARICOPA";"(480)748-6915";"(480)484-7901";285;"CDC11616";-111.97083;33.496562;;;;"C51";"AZ";"N/A";"N/A";"N/A";"LICENSED";"LICENSED";"lconti@susd.org"
12/1/2020;"CHILD CARE PUBLIC SCHOOL";"85253";"S.U.S.D.#48 - KIVA ELEMENTARY SCHOOL";"6911 EAST MCDONALD DRIVE";"CDC-10330";3/1/2018;2/28/2021;"SCOTTSDALE";"MARICOPA";"(480)748-6630";"(480)484-7901";289;"CDC10330";-111.932095;33.523891;;;;"C51";"AZ";"N/A";"N/A";"N/A";"LICENSED";"LICENSED";"lconti@susd.org"
12/1/2020;"CHILD CARE PUBLIC SCHOOL";"85258";"S.U.S.D.#48 - LAGUNA ELEMENTARY SCHOOL";"10475 EAST LAKEVIEW DRIVE";"CDC-6772";10/1/2018;9/30/2021;"SCOTTSDALE";"MARICOPA";"(480)748-6913";"(480)484-7901";408;"CDC6772";-111.855581;33.578707;;;;"C51";"AZ";"N/A";"N/A";"LICENSED";"LICENSED";"LICENSED";"lconti@susd.org"
12/1/2020;"CHILD CARE PUBLIC SCHOOL";"85251";"S.U.S.D.#48 - NAVAJO ELEMENTARY SCHOOL";"4525 NORTH GRANITE REEF ROAD";"CDC-6773";10/1/2018;9/30/2021;"SCOTTSDALE";"MARICOPA";"(480)484-2600";"(480)484-2601";57;"CDC6773";-111.900072;33.502757;;;;"C51";"AZ";"N/A";"N/A";"N/A";"LICENSED";"LICENSED";"lconti@susd.org"
12/1/2020;"CHILD CARE PUBLIC SCHOOL";"85251";"S.U.S.D.#48 - PIMA ELEMENTARY SCHOOL";"8330 EAST OSBORN ROAD";"CDC-10328";5/1/2018;4/30/2021;"SCOTTSDALE";"MARICOPA";"(480)797-7077";"(480)484-7901";265;"CDC10328";-111.899193;33.487765;;;;"C51";"AZ";"N/A";"N/A";"N/A";"LICENSED";"LICENSED";"lconti@susd.org"
12/1/2020;"CHILD CARE PUBLIC SCHOOL";"85268";"S.U.S.D.#48 - PUEBLO ELEMENTARY SCHOOL";"6320 NORTH 82ND STREET";"CDC-13174";6/1/2019;5/31/2022;"SCOTTSDALE";"MARICOPA";"(480)797-3000";"(480)484-7901";385;"CDC13174";-111.904588;33.529554;;;;"C51";"AZ";"N/A";"N/A";"LICENSED";"LICENSED";"LICENSED";"lconti@susd.org"
12/1/2020;"CHILD CARE PUBLIC SCHOOL";"85260";"S.U.S.D.#48 - REDFIELD ELEMENTARY SCHOOL";"9181 EAST REDFIELD ROAD";"CDC-11618";9/1/2019;8/31/2022;"SCOTTSDALE";"MARICOPA";"(480)797-6416";"(480)484-7901";445;"CDC11618";-111.883361;33.615048;;;;"C51";"AZ";"N/A";"N/A";"N/A";"LICENSED";"LICENSED";"lconti@susd.org"
12/1/2020;"CHILD CARE PUBLIC SCHOOL";"85018";"S.U.S.D.#48 - TAVAN ELEMENTARY SCHOOL";"4610 EAST OSBORN ROAD";"CDC-6777";10/1/2018;9/30/2021;"PHOENIX";"MARICOPA";"(480)797-6337";"(480)484-7901";59;"CDC6777";-111.982229;33.487618;;;;"C51";"AZ";"N/A";"N/A";"N/A";"LICENSED";"LICENSED";"lconti@susd.org"
12/1/2020;"CHILD CARE PUBLIC SCHOOL";"85257";"S.U.S.D.#48 - YAVAPAI ELEMENTARY SCHOOL";"701 NORTH MILLER ROAD";"CDC-6776";10/1/2018;9/30/2021;"SCOTTSDALE";"MARICOPA";"(480)484-3800";"(480)484-7901";58;"CDC6776";-111.917641;33.455763;;;;"C51";"AZ";"N/A";"N/A";"N/A";"LICENSED";"N/A";"lconti@susd.org"
12/1/2020;"CHILD CARE PUBLIC SCHOOL";"85635";"S.V.U.S.D.#68 - TOWN AND COUNTRY ELEMENTARY SCHOOL";"1313 SOUTH LENZNER";"CDC-6287";10/1/2019;9/30/2022;"SIERRA VISTA";"COCHISE";"(520)515-2980";"(   )   -";165;"CDC6287";-110.282677;31.540558;;;;"C51";"AZ";"N/A";"N/A";"N/A";"LICENSED";"N/A";"brenda.bland@svps.k12.az.us"
