"rundate";"subtype";"ZIP";"LEGALNAME";"ADDRESS";"LICENSE";"LICENSE_EFFECTIVE";"LICENSE_EXPIRATION";"CITY";"COUNTY";"TELEPHONE";"FAXPHONE";"CAPACITY";"FACID";"N_LON";"N_LAT";"N_BLOCK";"FACTYPE";"state";"INFANT";"ONES";"TWOS";"THREE_TO_FIVE";"SCHOOL_AGE";"EMAIL"
3/1/2022;"CHILD CARE PUBLIC SCHOOL";"85207";"M.U.S.D.#4 - RED MOUNTAIN CHILD DEVELOPMENT LAB";"7301 EAST BROWN ROAD";"CDC-7564";4/1/2019;3/31/2022;"MESA";"MARICOPA";"(480)472-8183";"(480)472-8187";25;"CDC7564";-111.673946;33.4368;40134201042066;"C51";"AZ";"N/A";"N/A";"N/A";"LICENSED";"N/A";"cekyke@mpsaz.org"
3/1/2022;"CHILD CARE PUBLIC SCHOOL";"85215";"M.U.S.D.#4 - RED MOUNTAIN RANCH KINDERU";"6650 EAST RAFTRIVER STREET";"CDC-6371";1/1/2021;12/31/2023;"MESA";"MARICOPA";"(480)472-7922";"(480)472-7251";59;"CDC6371";-111.687358;33.482685;40134202072000;"C51";"AZ";"N/A";"N/A";"N/A";"LICENSED";"N/A";"kafreehan@mpsaz.org"
3/1/2022;"CHILD CARE PUBLIC SCHOOL";"85207";"M.U.S.D.#4 - SALK - KINDERU";"7029 EAST BROWN ROAD";"CDC-18404";9/1/2021;8/31/2024;"MESA";"MARICOPA";"(480)472-8457";"(   )   -";25;"CDC18404";-111.679206;33.4368;40134201042011;"C51";"AZ";"N/A";"N/A";"N/A";"LICENSED";"N/A";"kafreehan@mpsaz.org"
3/1/2022;"CHILD CARE PUBLIC SCHOOL";"85225";"M.U.S.D.#4 - SIRRINE KINDERU";"591 WEST MESQUITE STREET";"CDC-18882";9/14/2020;8/31/2023;"CHANDLER";"MARICOPA";"(480)472-3628";"(480)472-7268";19;"CDC18882";-111.850442;33.34345;40134222092018;"C51";"AZ";"N/A";"N/A";"N/A";"LICENSED";"N/A";"kafreehan@mpsaz.org"
3/1/2022;"CHILD CARE PUBLIC SCHOOL";"85208";"M.U.S.D.#4 - STEVENSON KINDERU";"638 SOUTH 96TH STREET";"CDC-8661";6/1/2021;5/31/2024;"MESA";"MARICOPA";"(480)472-9051";"(480)472-0459";18;"CDC8661";-111.624224;33.403448;40134226301005;"C51";"AZ";"N/A";"N/A";"N/A";"LICENSED";"N/A";"kafreehan@mpsaz.org"
3/1/2022;"CHILD CARE PUBLIC SCHOOL";"85224";"M.U.S.D.#4 - SUMMIT KINDERU";"1560 WEST SUMMIT PLACE";"CDC-18643";8/12/2019;7/31/2022;"CHANDLER";"MARICOPA";"(480)472-3503";"(   )   -";50;"CDC18643";-111.869265;33.355002;40134222192002;"C51";"AZ";"N/A";"N/A";"N/A";"LICENSED";"N/A";"Kafreehan@mpsaz.org"
3/1/2022;"CHILD CARE PUBLIC SCHOOL";"85207";"M.U.S.D.#4 - TAFT - KINDERU";"9800 EAST QUARTERLINE ROAD";"CDC-6437";1/1/2021;12/31/2023;"MESA";"MARICOPA";"(480)472-9132";"(   )   -";18;"CDC6437";-111.620358;33.426124;40134201113013;"C51";"AZ";"N/A";"N/A";"N/A";"LICENSED";"N/A";"kafreehan@mpsaz.org"
3/1/2022;"CHILD CARE PUBLIC SCHOOL";"85202";"M.U.S.D.#4 - WASHINGTON KINDERU";"2260 WEST ISABELLA AVENUE";"CDC-18881";9/14/2020;8/31/2023;"MESA";"MARICOPA";"(480)472-4101";"(480)472-7269";25;"CDC18881";-111.880749;33.383534;40134222051009;"C51";"AZ";"N/A";"N/A";"N/A";"LICENSED";"N/A";"chorneman@mpsaz.org"
3/1/2022;"CHILD CARE PUBLIC SCHOOL";"85201";"M.U.S.D.#4 - WEBSTER KINDERU";"202 NORTH SYCAMORE";"CDC-18653";8/12/2019;7/31/2022;"MESA";"MARICOPA";"(480)472-7250";"(   )   -";25;"CDC18653";-111.870083;33.418962;40134213031010;"C51";"AZ";"N/A";"N/A";"N/A";"LICENSED";"N/A";"Kafreehan@mpsaz.org"
3/1/2022;"CHILD CARE PUBLIC SCHOOL";"85201";"M.U.S.D.#4 - WHITMAN KINDERU";"1829 NORTH GRAND";"CDC-16096";1/1/2021;12/31/2023;"MESA";"MARICOPA";"(480)472-5030";"(   )   -";25;"CDC16096";-111.834901;33.448872;40134205013013;"C51";"AZ";"N/A";"N/A";"N/A";"LICENSED";"N/A";"avdunning@mpsaz.org"
3/1/2022;"CHILD CARE PUBLIC SCHOOL";"85201";"M.U.S.D.#4 - WHITTIER - KINDERU";"733 NORTH LONGMORE";"CDC-13450";8/1/2019;7/31/2022;"MESA";"MARICOPA";"(480)472-4918";"(480)472-4905";50;"CDC13450";-111.864917;33.429222;40134212021004;"C51";"AZ";"N/A";"N/A";"N/A";"LICENSED";"N/A";"mecheccettini@mpsaz.org"
3/1/2022;"CHILD CARE PUBLIC SCHOOL";"85207";"M.U.S.D.#4 - ZAHARIS KINDERU";"9410 EAST MCKELLIPS";"CDC-18652";8/12/2019;7/31/2022;"MESA";"MARICOPA";"(480)308-7208";"(   )   -";25;"CDC18652";-111.628472;33.451529;40134201102019;"C51";"AZ";"N/A";"N/A";"N/A";"LICENSED";"N/A";"Kafreehan@mpsaz.org"
3/1/2022;"CHILD CARE PUBLIC SCHOOL";"85539";"M.U.S.D.#40 - LITTLE VANDAL PRESCHOOL";"4635 B EAST RAGUS ROAD";"CDC-11043";1/1/2022;12/31/2024;"MIAMI";"GILA";"(928)425-3271";"(928)425-7419";88;"CDC11043";-110.83;33.41;40070009002063;"C51";"AZ";"N/A";"N/A";"N/A";"LICENSED";"N/A";"sdorathy@miamiusd40.org"
3/1/2022;"CHILD CARE PUBLIC SCHOOL";"85741";"M.U.S.D.#6 - BUTTERFIELD - L.E.A.P.";"3400 WEST MASSINGALE ROAD";"CDC-7862";9/1/2019;8/31/2022;"TUCSON";"PIMA";"(520)352-2421";"(   )   -";59;"CDC7862";-111.039551;32.344804;40190046242007;"C51";"AZ";"N/A";"N/A";"N/A";"N/A";"LICENSED";"BE-BILLl@maranausd.org"
3/1/2022;"CHILD CARE PUBLIC SCHOOL";"85743";"M.U.S.D.#6 - COYOTE TRAIL L.E.A.P./ PRESCHOOL";"8000 NORTH SILVERBELL ROAD";"CDC-10155";3/1/2021;2/29/2024;"TUCSON";"PIMA";"(520)352-2421";"(   )   -";265;"CDC10155";-111.106448;32.351563;40190044261010;"C51";"AZ";"N/A";"N/A";"N/A";"LICENSED";"LICENSED";"l.w.ludeke@maranausd.org"
3/1/2022;"CHILD CARE PUBLIC SCHOOL";"85742";"M.U.S.D.#6 - DE GRAZIA L.E.A.P.";"5051 WEST OVERTON ROAD";"CDC-7863";9/1/2019;8/31/2022;"TUCSON";"PIMA";"(520)352-2421";"(   )   -";59;"CDC7863";-111.073925;32.373695;40190046453000;"C51";"AZ";"N/A";"N/A";"N/A";"N/A";"LICENSED";"DG-BILL@maranausd.org"
3/1/2022;"CHILD CARE PUBLIC SCHOOL";"85658";"M.U.S.D.#6 - DOVE MOUNTAIN C - S.T.E.M. K - 8 E.C.E. & L.E.A.P.";"5650 WEST MOORE ROAD";"CDC-18624";8/5/2019;7/31/2022;"MARANA";"PIMA";"(520)616-4506";"(   )   -";175;"CDC18624";-111.085456;32.439254;40190046381016;"C51";"AZ";"N/A";"N/A";"N/A";"LICENSED";"LICENSED";"l.w.ludeke@maranausd.org"
3/1/2022;"CHILD CARE PUBLIC SCHOOL";"85741";"M.U.S.D.#6 - DR. MARIANNA VALDEZ P.A.L. PRESCHOOL PROGRAM";"7651 NORTH OLDFATHER ROAD";"CDC-18726";11/22/2019;10/31/2022;"TUCSON";"PIMA";"(520)682-4815";"(   )   -";285;"CDC18726";-111.055663;32.345793;40190046473006;"C51";"AZ";"N/A";"N/A";"N/A";"LICENSED";"N/A";"a.m.clarke@maranausd.org"
3/1/2022;"CHILD CARE PUBLIC SCHOOL";"85741";"M.U.S.D.#6 - EARLY LEARNING AND RESOURCE CENTER PRESCHOOL";"7651 NORTH OLDFATHER ROAD";"CDC-7646";9/1/2019;8/31/2022;"TUCSON";"PIMA";"(520)352-2421";"(   )   -";50;"CDC7646";-111.055663;32.345793;40190046473006;"C51";"AZ";"N/A";"N/A";"N/A";"LICENSED";"N/A";"s.a.settles@maranausd.org"
3/1/2022;"CHILD CARE PUBLIC SCHOOL";"85653";"M.U.S.D.#6 - ESTES L.E.A.P./ PRESCHOOL";"11279 WEST GRIER ROAD #121";"CDC-12922";8/1/2021;7/31/2024;"MARANA";"PIMA";"(520)352-2421";"(   )   -";176;"CDC12922";-111.20561;32.453222;40190044302025;"C51";"AZ";"N/A";"N/A";"N/A";"LICENSED";"LICENSED";"EE-BILL@maranausd.org"
3/1/2022;"CHILD CARE PUBLIC SCHOOL";"85653";"M.U.S.D.#6 - GLADDEN FARMS L.E.A.P./ PRESCHOOL";"11745 WEST GLADDEN FARMS DRIVE";"CDC-17706";8/1/2019;7/31/2022;"MARANA";"PIMA";"(520)682-1180";"(   )   -";255;"CDC17706";-111.215561;32.433257;40190044312032;"C51";"AZ";"N/A";"N/A";"N/A";"LICENSED";"LICENSED";"GF-BILL@maranausd.org"
3/1/2022;"CHILD CARE PUBLIC SCHOOL";"85741";"M.U.S.D.#6 - IRONWOOD L.E.A.P.";"3300 WEST FREER DRIVE";"CDC-7869";8/1/2019;7/31/2022;"TUCSON";"PIMA";"(520)352-2421";"(   )   -";59;"CDC7869";-111.037354;32.377384;40190046312000;"C51";"AZ";"N/A";"N/A";"N/A";"N/A";"LICENSED";"IW-BILL@maranausd.com"
3/1/2022;"CHILD CARE PUBLIC SCHOOL";"85743";"M.U.S.D.#6 - PICTURE ROCKS L.E.A.P./ PRESCHOOL";"5875 NORTH SANDERS ROAD";"CDC-18733";10/30/2019;9/30/2022;"TUCSON";"PIMA";"(520)616-4506";"(   )   -";59;"CDC18733";-111.235546;32.310587;40190044252047;"C51";"AZ";"N/A";"N/A";"N/A";"LICENSED";"LICENSED";"s.a.settles@maranausd.org"
3/1/2022;"CHILD CARE PUBLIC SCHOOL";"85741";"M.U.S.D.#6 - QUAIL RUN L.E.A.P./ PRESCHOOL";"4600 WEST CORTARO FARMS RD";"CDC-7864";8/1/2019;7/31/2022;"TUCSON";"PIMA";"(520)352-2421";"(   )   -";102;"CDC7864";-111.063352;32.359239;40190046441002;"C51";"AZ";"N/A";"N/A";"N/A";"LICENSED";"LICENSED";"QR-BILL@maranausd.org"
3/1/2022;"CHILD CARE PUBLIC SCHOOL";"85743";"M.U.S.D.#6 - RATTLESNAKE RIDGE L.E.A.P./ PRESCHOOL";"8500 CONTINENTAL RESERVE LOOP";"CDC-13611";8/1/2019;7/31/2022;"TUCSON";"PIMA";"(520)352-2421";"(   )   -";204;"CDC13611";-111.124117;32.361018;40190044291034;"C51";"AZ";"N/A";"N/A";"N/A";"LICENSED";"LICENSED";"RR-BILL@maranausd.org"
3/1/2022;"CHILD CARE PUBLIC SCHOOL";"85653";"M.U.S.D.#6 - ROADRUNNER L.E.A.P./ PRESCHOOL";"16651 WEST CALLE CARMELA";"CDC-7983";10/1/2019;9/30/2022;"MARANA";"PIMA";"(520)352-2421";"(   )   -";59;"CDC7983";-111.323496;32.414822;40190044191024;"C51";"AZ";"N/A";"N/A";"N/A";"LICENSED";"LICENSED";"RE-BILL@maranausd.org"
3/1/2022;"CHILD CARE PUBLIC SCHOOL";"85743";"M.U.S.D.#6 - TIGER CUB LEARNING CENTER";"12000 WEST EMIGH ROAD";"CDC-6486";9/1/2019;8/31/2022;"TUCSON";"PIMA";"(520)616-6400";"(   )   -";48;"CDC6486";-111.220392;32.366309;40190044252075;"C51";"AZ";"9";"14";"LICENSED";"LICENSED";"N/A";"m.m.figueroa@maranausd.org"
3/1/2022;"CHILD CARE PUBLIC SCHOOL";"85743";"M.U.S.D.#6 - TWIN PEAKS L.E.A.P.";"7995 WEST TWIN PEAKS ROAD";"CDC-9627";8/1/2019;7/31/2022;"TUCSON";"PIMA";"(520)352-2421";"(   )   -";130;"CDC9627";-111.135494;32.374682;40190044271059;"C51";"AZ";"N/A";"N/A";"N/A";"N/A";"LICENSED";"TP-BILL@maranausd.org"
3/1/2022;"CHILD CARE PUBLIC SCHOOL";"86426";"M.V.S.D.#16 - FORT MOHAVE ELEMENTARY";"1760 JOY LANE";"CDC-17360";7/1/2021;6/30/2024;"FORT MOHAVE";"MOHAVE";"(928)768-3986";"(928)768-8075";59;"CDC17360";-114.588736;34.996868;40159520022037;"C51";"AZ";"N/A";"N/A";"N/A";"LICENSED";"N/A";"waxlerm@mvdistrict.net"
3/1/2022;"CHILD CARE PUBLIC SCHOOL";"85387";"N.U.S.D.#81 - DESERT OASIS ELEMENTARY SCHOOL";"17161 WEST BAJADA ROAD";"CDC-16625";8/1/2019;7/31/2022;"SURPRISE";"MARICOPA";"(623)556-5880";"(623)556-5898";59;"CDC16625";-112.431358;33.728944;40130405183009;"C51";"AZ";"N/A";"N/A";"N/A";"LICENSED";"LICENSED";"bstaten@nadaburgsd.org"
3/1/2022;"CHILD CARE PUBLIC SCHOOL";"85361";"N.U.S.D.#81 - NADABURG PRESCHOOL";"21419 WEST DOVE VALLEY ROAD";"CDC-16021";1/1/2021;12/31/2023;"WITTMANN";"MARICOPA";"(623)388-2321";"(623)388-2915";132;"CDC16021";-112.523601;33.782059;40130405182106;"C51";"AZ";"N/A";"56";"LICENSED";"LICENSED";"LICENSED";"msoto@nadaburgsd.org"
3/1/2022;"CHILD CARE PUBLIC SCHOOL";"85003";"O.E.S.D.#8 - ENCANTO ELEMENTARY SCHOOL";"1420 WEST OSBORN ROAD";"CDC-18614";8/5/2019;7/31/2022;"PHOENIX";"MARICOPA";"(602)707-2300";"(602)707-2340";35;"CDC18614";-112.090286;33.487895;40131104001014;"C51";"AZ";"N/A";"N/A";"N/A";"LICENSED";"N/A";"rflores@osbornsd.org"
3/1/2022;"CHILD CARE PUBLIC SCHOOL";"85014";"O.E.S.D.#8 - LONGVIEW ELEMENTARY SCHOOL";"1209 EAST INDIAN SCHOOL ROAD";"CDC-17483";1/1/2022;12/31/2024;"PHOENIX";"MARICOPA";"(602)707-2500";"(602)707-2040";25;"CDC17483";-112.055552;33.494576;40131106002005;"C51";"AZ";"N/A";"N/A";"N/A";"LICENSED";"N/A";"vasarisi@osbornsd.org, vshuss@osbornsd.org"
3/1/2022;"CHILD CARE PUBLIC SCHOOL";"85014";"O.E.S.D.#8 - MONTECITO COMMUNITY SCHOOL";"715 EAST MONTECITO AVENUE";"CDC-18873";8/5/2020;7/31/2023;"PHOENIX";"MARICOPA";"(602)707-2500";"(   )   -";165;"CDC18873";-112.063606;33.499005;40131086011002;"C51";"AZ";"N/A";"N/A";"N/A";"LICENSED";"N/A";"jsingh@osbornsd.org"
3/1/2022;"CHILD CARE PUBLIC SCHOOL";"85015";"O.E.S.D.#8 - SOLANO ELEMENTARY SCHOOL";"1526 WEST MISSOURI AVENUE";"CDC-17485";1/1/2022;12/31/2024;"PHOENIX";"MARICOPA";"(602)707-2500";"(602)707-2040";25;"CDC17485";-112.09242;33.516909;40131074003002;"C51";"AZ";"N/A";"N/A";"N/A";"LICENSED";"N/A";"vshuss@osbornsd.org"
3/1/2022;"CHILD CARE PUBLIC SCHOOL";"85623";"O.S.D.#2 - MOUNTAIN VISTA KINDERGARTEN PREP";"2618 EL PASEO";"CDC-17031";7/1/2020;6/30/2023;"ORACLE";"PINAL";"(520)896-3000";"(520)896-3062";59;"CDC17031";-110.80119;32.616402;40210022004039;"C51";"AZ";"N/A";"N/A";"N/A";"LICENSED";"N/A";"cnehrmeyer@osd2.org"
3/1/2022;"CHILD CARE PUBLIC SCHOOL";"85615";"P.E.D.#49 - VALLEY VIEW PRESCHOOL";"6849 EAST HIGHWAY 92";"CDC-17922";8/1/2020;7/31/2023;"HEREFORD";"COCHISE";"(520)366-5508";"(520)366-5592";59;"CDC17922";-110.203158;31.380134;40030021002012;"C51";"AZ";"N/A";"N/A";"N/A";"LICENSED";"N/A";"thompsond@psd49.net"
3/1/2022;"CHILD CARE PUBLIC SCHOOL";"85007";"P.E.S.D.#1 - BETHUNE ELEMENTARY SCHOOL";"1310 SOUTH 15TH AVENUE";"CDC-6333";10/1/2020;9/30/2023;"PHOENIX";"MARICOPA";"(602)257-4804";"(602)416-2013";205;"CDC6333";-112.091384;33.434771;40131148002012;"C51";"AZ";"N/A";"N/A";"N/A";"N/A";"LICENSED";"curtis.johnson@phxschools.org"
3/1/2022;"CHILD CARE PUBLIC SCHOOL";"85007";"P.E.S.D.#1 - CAPITOL  ELEMENTARY SCHOOL";"333 NORTH 16TH AVENUE";"CDC-6332";6/1/2019;5/31/2022;"PHOENIX";"MARICOPA";"(602)257-3835";"(602)257-3874";345;"CDC6332";-112.093827;33.451897;40131129004030;"C51";"AZ";"N/A";"N/A";"N/A";"N/A";"LICENSED";"curtis.johnson@phxschools.org"
3/1/2022;"CHILD CARE PUBLIC SCHOOL";"85007";"P.E.S.D.#1 - DUNBAR ELEMENTARY SCHOOL";"707 WEST GRANT STREET";"CDC-12397";10/1/2020;9/30/2023;"PHOENIX";"MARICOPA";"(602)257-3837";"(   )   -";225;"CDC12397";-112.083652;33.440774;40131143022016;"C51";"AZ";"N/A";"N/A";"N/A";"N/A";"LICENSED";"curtis.johnson@phxschools.org"
3/1/2022;"CHILD CARE PUBLIC SCHOOL";"85006";"P.E.S.D.#1 - EDISON ELEMENTARY SCHOOL";"804 NORTH 18TH STREET";"CDC-6331";2/1/2021;1/31/2024;"PHOENIX";"MARICOPA";"(602)523-5827";"(602)257-3704";265;"CDC6331";-112.043466;33.457283;40131133002004;"C51";"AZ";"N/A";"N/A";"N/A";"N/A";"LICENSED";"curtis.johnson@phxschools.org"
3/1/2022;"CHILD CARE PUBLIC SCHOOL";"85006";"P.E.S.D.#1 - EMERSON ELEMENTARY SCHOOL";"915 EAST PALM LANE";"CDC-6330";4/1/2021;3/31/2024;"PHOENIX";"MARICOPA";"(602)257-3908";"(602)257-3937";325;"CDC6330";-112.061975;33.469215;40131117003020;"C51";"AZ";"N/A";"N/A";"N/A";"N/A";"LICENSED";"curtis.johnson@phxschools.org"
3/1/2022;"CHILD CARE PUBLIC SCHOOL";"85034";"P.E.S.D.#1 - FAITH NORTH SCHOOL";"910 EAST WASHINGTON STREET";"CDC-10466";4/1/2021;3/31/2024;"PHOENIX";"MARICOPA";"(602)523-8619";"(602)416-2013";200;"CDC10466";-112.06161;33.448477;40131140001019;"C51";"AZ";"N/A";"N/A";"N/A";"LICENSED";"LICENSED";"diane.salazar@phxschools.org"
3/1/2022;"CHILD CARE PUBLIC SCHOOL";"85006";"P.E.S.D.#1 - GARFIELD ELEMENTARY SCHOOL";"811 NORTH 13TH STREET";"CDC-6312";4/1/2021;3/31/2024;"PHOENIX";"MARICOPA";"(602)523-8712";"(602)257-4866";305;"CDC6312";-112.054142;33.457821;40131132011001;"C51";"AZ";"N/A";"N/A";"N/A";"LICENSED";"LICENSED";"curtis.johnson@phxschools.org"
3/1/2022;"CHILD CARE PUBLIC SCHOOL";"85015";"P.E.S.D.#1 - HEARD ELEMENTARY SCHOOL";"2301 WEST THOMAS ROAD";"CDC-6329";3/1/2020;2/28/2023;"PHOENIX";"MARICOPA";"(602)257-3880";"(602)257-3881";265;"CDC6329";-112.108581;33.480531;40131168002004;"C51";"AZ";"N/A";"N/A";"N/A";"N/A";"LICENSED";"Curtis.johnson@phxschools.org"
3/1/2022;"CHILD CARE PUBLIC SCHOOL";"85034";"P.E.S.D.#1 - HERRERA ELEMENTARY SCHOOL";"1350 SOUTH 11TH STREET";"CDC-6328";4/1/2021;3/31/2024;"PHOENIX";"MARICOPA";"(602)452-6942";"(602)416-2013";505;"CDC6328";-112.058824;33.435296;40131172002004;"C51";"AZ";"N/A";"N/A";"N/A";"LICENSED";"LICENSED";"curtis.johnson@phxschools.org"
3/1/2022;"CHILD CARE PUBLIC SCHOOL";"85003";"P.E.S.D.#1 - KENILWORTH ELEMENTARY SCHOOL";"1210 NORTH 5TH AVENUE";"CDC-6326";4/1/2021;3/31/2024;"PHOENIX";"MARICOPA";"(602)257-3889";"(   )   -";265;"CDC6326";-112.080378;33.462851;40131130001008;"C51";"AZ";"N/A";"N/A";"N/A";"LICENSED";"LICENSED";"curtis.johnson@phxschools.org"
3/1/2022;"CHILD CARE PUBLIC SCHOOL";"85003";"P.E.S.D.#1 - LOWELL ELEMENTARY SCHOOL";"1121 SOUTH 3RD AVENUE";"CDC-6324";4/1/2021;3/31/2024;"PHOENIX";"MARICOPA";"(602)523-8896";"(602)257-6396";185;"CDC6324";-112.077096;33.435992;40131149002001;"C51";"AZ";"N/A";"N/A";"N/A";"N/A";"LICENSED";"curtis.johnson@phxschools.org"
3/1/2022;"CHILD CARE PUBLIC SCHOOL";"85009";"P.E.S.D.#1 - MAGNET TRADITIONAL SCHOOL";"2602 NORTH 23RD AVENUE";"CDC-6323";11/1/2021;10/31/2024;"PHOENIX";"MARICOPA";"(602)257-6282";"(602)257-6281";245;"CDC6323";-112.108666;33.477045;40131168002004;"C51";"AZ";"N/A";"N/A";"N/A";"N/A";"LICENSED";"karen.galindo@phxschools.org"
3/1/2022;"CHILD CARE PUBLIC SCHOOL";"85034";"P.E.S.D.#1 - SHAW MONTESSORI SCHOOL";"123 NORTH 13TH STREET";"CDC-6322";4/1/2021;3/31/2024;"PHOENIX";"MARICOPA";"(602)257-3909";"(602)257-2954";225;"CDC6322";-112.054055;33.449292;40131140001016;"C51";"AZ";"N/A";"N/A";"N/A";"LICENSED";"LICENSED";"curtis.johnson@phxschools.org"
3/1/2022;"CHILD CARE PUBLIC SCHOOL";"85006";"P.E.S.D.#1 - WHITTIER ELEMENTARY SCHOOL";"2000 NORTH 16TH STREET";"CDC-6321";4/1/2021;3/31/2024;"PHOENIX";"MARICOPA";"(602)523-8698";"(602)416-2013";185;"CDC6321";-112.047834;33.469505;40131117002012;"C51";"AZ";"N/A";"N/A";"N/A";"N/A";"LICENSED";"curtis.johnson@phxschools.org"
3/1/2022;"CHILD CARE PUBLIC SCHOOL";"85037";"P.E.S.D.#92 -  VILLA DE PAZ SCHOOL";"4940 NORTH 103RD AVENUE";"CDC-9484";8/1/2019;7/31/2022;"PHOENIX";"MARICOPA";"(623)772-2490";"(623)877-1028";75;"CDC9484";-112.283093;33.507149;40130820021004;"C51";"AZ";"N/A";"N/A";"N/A";"LICENSED";"N/A";"rjames@pesd92.org"
3/1/2022;"CHILD CARE PUBLIC SCHOOL";"85392";"P.E.S.D.#92 - CANYON BREEZE ELEMENTARY SCHOOL";"11675 WEST ENCANTO BLVD";"CDC-17030";9/1/2020;8/31/2023;"AVONDALE";"MARICOPA";"(623)772-2610";"(623)478-9912";59;"CDC17030";-112.310861;33.471171;40130820221029;"C51";"AZ";"N/A";"N/A";"N/A";"N/A";"LICENSED";"coliverossosa@pesd92.org"
3/1/2022;"CHILD CARE PUBLIC SCHOOL";"85305";"P.E.S.D.#92 - DESERT MIRAGE";"8605 WEST MARYLAND AVENUE";"CDC-6728";6/1/2021;5/31/2024;"GLENDALE";"MARICOPA";"(623)772-2550";"(623)877-1028";245;"CDC6728";-112.244844;33.528173;40130927102017;"C51";"AZ";"N/A";"N/A";"N/A";"LICENSED";"LICENSED";"rjames@pesd92.org"
3/1/2022;"CHILD CARE PUBLIC SCHOOL";"85392";"P.E.S.D.#92 - GARDEN LAKES ELEMENTARY SCHOOL";"10825 WEST GARDEN LAKES PKWY";"CDC-17027";9/1/2020;8/31/2023;"AVONDALE";"MARICOPA";"(623)772-2520";"(623)977-9545";59;"CDC17027";-112.291956;33.487991;40130820191004;"C51";"AZ";"N/A";"N/A";"N/A";"N/A";"LICENSED";"coliverossosa@pesd92.org"
3/1/2022;"CHILD CARE PUBLIC SCHOOL";"85392";"P.E.S.D.#92 - RIO VISTA ELEMENTARY SCHOOL";"10237 WEST ENCANTO BLVD";"CDC-17025";9/1/2020;8/31/2023;"AVONDALE";"MARICOPA";"(623)478-1972";"(   )   -";59;"CDC17025";-112.280007;33.471666;40130820242003;"C51";"AZ";"N/A";"N/A";"N/A";"N/A";"LICENSED";"coliverossosa@pesd92.org"
3/1/2022;"CHILD CARE PUBLIC SCHOOL";"85307";"P.E.S.D.#92 - SONORAN SKY ELEMENTARY SCHOOL";"10150 WEST MISSOURI AVENUE";"CDC-17026";12/1/2020;11/30/2023;"GLENDALE";"MARICOPA";"(623)772-2640";"(623)772-1005";60;"CDC17026";-112.278028;33.515772;40130927191005;"C51";"AZ";"N/A";"N/A";"N/A";"LICENSED";"LICENSED";"acraven@pesd92.org"
3/1/2022;"CHILD CARE PUBLIC SCHOOL";"85305";"P.E.S.D.#92 - SUNSET RIDGE ELEMENTARY SCHOOL";"8490 WEST MISSOURI AVENUE";"CDC-17024";9/1/2020;8/31/2023;"GLENDALE";"MARICOPA";"(623)772-2730";"(   )   -";59;"CDC17024";-112.243052;33.516198;40130927202004;"C51";"AZ";"N/A";"N/A";"N/A";"N/A";"LICENSED";"coliverossosa@pesd92.org"
3/1/2022;"CHILD CARE PUBLIC SCHOOL";"85337";"P.E.S.D.#94 - PALOMA PRESCHOOL";"38739 W I -8";"CDC-16002";1/1/2021;12/31/2023;"GILA BEND";"MARICOPA";"(928)683-2588";"(928)683-2093";25;"CDC16002";-112.89093325;32.92047353;40137233052400;"C51";"AZ";"N/A";"N/A";"N/A";"LICENSED";"N/A";"kturner@palomaesd.org"
3/1/2022;"CHILD CARE PUBLIC SCHOOL";"85544";"P.S.S.D.#12 - PINE STRAWBERRY PRESCHOOL/EXTENDED DAY";"RANDALL DRIVE & HWY. 87";"CDC-6214";8/1/2020;7/31/2023;"PINE";"GILA";"(928)476-3283";"(   )   -";28;"CDC6214";-111.454834;34.38812;40070001002034;"C51";"AZ";"N/A";"N/A";"N/A";"LICENSED";"N/A";"kratliff@pineesd.org"
3/1/2022;"CHILD CARE PUBLIC SCHOOL";"85339";"P.U.H.S.D.#210 - FAIRFAX KIDDIE COLLEGE";"8225 SOUTH 59TH AVENUE";"CDC-15257";12/1/2021;11/30/2024;"LAVEEN";"MARICOPA";"(602)764-9014";"(   )   -";25;"CDC15257";-112.183496;33.372721;40131166091007;"C51";"AZ";"N/A";"N/A";"N/A";"LICENSED";"N/A";"jlittleton@phoenixunion.org"
3/1/2022;"CHILD CARE PUBLIC SCHOOL";"85015";"P.U.H.S.D.#210 - METRO TECH CHILD CARE";"1900 WEST THOMAS ROAD";"CDC-1542";12/1/2021;11/30/2024;"PHOENIX";"MARICOPA";"(602)764-8064";"(602)764-8218";35;"CDC1542";-112.100143;33.480742;40131170001018;"C51";"AZ";"N/A";"11";"LICENSED";"LICENSED";"LICENSED";"jsanchez1@phoenixunion.org"
3/1/2022;"CHILD CARE PUBLIC SCHOOL";"86303";"P.U.S.D. #1 - DISCOVERY GARDENS - LINCOLN ELEMENTARY";"201 PARK AVENUE";"CDC-18363";7/1/2021;6/30/2024;"PRESCOTT";"YAVAPAI";"(928)917-3249";"(   )   -";20;"CDC18363";-112.477277;34.540473;40250011021003;"C51";"AZ";"N/A";"N/A";"N/A";"LICENSED";"N/A";"stacy.williams@prescottschools.com"
3/1/2022;"CHILD CARE PUBLIC SCHOOL";"86301";"P.U.S.D.#1 - DISCOVERY GARDEN EARLY CHILDHOOD CENTER";"300 EAST GURLEY STREET";"CDC-17350";7/1/2021;6/30/2024;"PRESCOTT";"YAVAPAI";"(928)442-1283";"(928)717-3280";185;"CDC17350";-112.465683;34.541977;40250009004071;"C51";"AZ";"N/A";"N/A";"LICENSED";"LICENSED";"N/A";"Stacy.williams@prescottschools.com"
