"Name";"Last Name";"First Name";"Type Of Care";"Street Address";"City";"ID";"Zip";"Area Code";"Phone";"Age Range";"Accepts ICCP";"Financial Assistance";"Quality Rating";"Health & Safety Check";"Type of Registration";"Website";"Full/Part Time Care";"Environment";"Accreditation";"Meals";"Elementary Schools";"Special Needs";"Languages";"Education";"Age Groups & Rates"
"TATER TOTS ACADEMY DAYCARE & PRESCHOOL LLC";"PASCOE";"SANDRA";"Child Care Center";"668 N STATE ST";"SHELLEY";614090;83274;208;"357-2222";"1 month 2 weeks to 12 years";"ICCP, State Licensed, QRIS";"Multi-child discount";"Step 2 of 6";"http://idahochildcarecheck.org/provider/11080";"ICCP, State Licensed, QRIS";;"Both";"Smoke Free Facility, No Pets, Outdoor Play Equipment, T.V. used less than 1 hr/day, Fenced Yard, Special needs accessible";;"Breakfast, Lunch, Afternoon Snack, USDA Food Program, Infant Formula Provided";"HAZEL STEWART, Sunrise Elementary";"ADHD/ADD";"English";"High School Diploma/GED";"<br/>0 - 12 Months : 24.50 Daily FT<br/>13-30 Months (1-2.5 years) : 21.00 Daily FT<br/>31-60 Months (2.5-5 years) : 21.00 Daily FT<br/>5 - 6 Years : 21.00 Daily FT<br/>6 - 12 Years : 21.00 Daily FT, 12.00 Other FT"
"LITTLE WOOD HEAD START";"DURFEE";"DIANA";"Child Care Center";"207 WEST A ST";"SHOSHONE";660913;83352;208;"886-7784";"3 years to 5 years";"State Licensed";"Other";"Not Participating in Steps to Quality";"http://idahochildcarecheck.org/provider/12024";"State Licensed";;"Full-Time";"Smoke Free Facility, No Pets, Outdoor Play Equipment, T.V. used less than 1 hr/day, Fenced Yard, Computer for children's use, Special needs accessible";;"Breakfast, Lunch";"DIETRICH, RICHFIELD, SHOSHONE";"Developmental Disability, Emotional/Behavioral Disability, Infant Monitoring Device, Motor Physically Impaired, Hearing Impaired, Visually Impaired, Significant Chronic Illness, ADHD/ADD, Other";"English, Spanish";"Ask Provider";
"LIL FROGGERS DAYCARE";"GRAY";"AMY";"(FCC)Group Child Care";;"SHOSHONE";516421;83352;208;"320-1879";"6 months to 12 years";"State Licensed";;"Not Participating in Steps to Quality";"http://idahochildcarecheck.org/provider/4109";"State Licensed";;"Both";"Smoke Free Facility, Outdoor Play Equipment, T.V. used less than 1 hr/day, Fenced Yard, Computer for children's use";;"Breakfast, Morning Snack, Lunch, Afternoon Snack";"SHOSHONE";"Developmental Disability, Hearing Impaired, ADHD/ADD";"English";"High School Diploma/GED";"<br/>0 - 12 Months : 20.00 Daily PT, 390.00 Monthly FT<br/>13-30 Months (1-2.5 years) : 20.00 Daily PT, 390.00 Monthly FT<br/>31-60 Months (2.5-5 years) : 20.00 Daily PT, 390.00 Monthly FT<br/>5 - 6 Years : 20.00 Daily PT, 390.00 Monthly FT<br/>6 - 12 Years : 20.00 Daily PT, 390.00 Monthly FT"
"CREATIVE CENTER FOR CHILDREN INC";"SHAW";"DONNA";"Child Care Center";"110 E 1ST S";"SODA SPRINGS";343458;83276;208;"547-4329";"1 month 2 weeks to 11 years";"ICCP, State Licensed";"Multi-child discount";"Not Participating in Steps to Quality";"http://idahochildcarecheck.org/provider/659";"ICCP, State Licensed";;"Both";"Smoke Free Facility, No Pets, Outdoor Play Equipment, Fenced Yard, Special needs accessible";;"Breakfast, Lunch, Afternoon Snack, USDA Food Program, Infant Formula Provided";"HOOPER, HOWARD E THIRKILL PRIMARY";"Developmental Disability, Emotional/Behavioral Disability, Infant Monitoring Device, Visually Impaired, ADHD/ADD";"English";"High School Diploma/GED";"<br/>0 - 12 Months : 16.50 Daily PT, 23.00 Daily FT<br/>13-30 Months (1-2.5 years) : 15.50 Daily PT, 20.50 Daily FT<br/>31-60 Months (2.5-5 years) : 14.00 Daily PT, 18.50 Daily FT<br/>5 - 6 Years : 14.00 Daily PT, 18.50 Daily FT, 6.00 Other PT"
"THE LEARNING TREE";"CHRISTENSEN";"TARALEE";"Child Care Center";"301 S 3RD W";"SODA SPRINGS";676008;83276;208;"547-3721";"1 week to 12 years";"ICCP, State Licensed";;"Not Participating in Steps to Quality";"http://idahochildcarecheck.org/provider/12255";"ICCP, State Licensed";;"Both";"Smoke Free Facility, No Pets, Outdoor Play Equipment, Fenced Yard";;"Lunch, Afternoon Snack, Special Meal Request, Parent to Provide Meals";;"Developmental Disability, Emotional/Behavioral Disability, Infant Monitoring Device, Motor Physically Impaired, Hearing Impaired, Visually Impaired, ADHD/ADD";"English, Spanish";"High School Diploma/GED, Some College, other";"<br/>0 - 12 Months : 2.50 Hourly FT, 215.00 Monthly PT, 425.00 Monthly FT<br/>13-30 Months (1-2.5 years) : 2.50 Hourly FT, 215.00 Monthly PT, 425.00 Monthly FT<br/>31-60 Months (2.5-5 years) : 2.50 Hourly FT, 215.00 Monthly PT, 425.00 Monthly FT<br/>5 - 6 Years : 2.50 Hourly FT, 215.00 Monthly PT, 425.00 Monthly FT<br/>6 - 12 Years : 2.50 Hourly FT, 215.00 Monthly PT, 425.00 Monthly FT"
"WONDERLAND DAY CARE";"BANKS";"PEGGY";"(FCC)Group Child Care";;"SPIRIT LAKE";291100;83869;208;"597-4947";"3 months to 12 years";"ICCP, State Licensed";;"Not Participating in Steps to Quality";"http://idahochildcarecheck.org/provider/3352";"ICCP, State Licensed";;"Full-Time";"Smoke Free Facility, Outdoor Play Equipment, T.V. used less than 1 hr/day, Fenced Yard, Computer for children's use";;"Breakfast, Lunch, Afternoon Snack, USDA Food Program";"SPIRIT LAKE";;"English";"High School Diploma/GED";"<br/>0 - 12 Months : 450.00 Monthly FT<br/>13-30 Months (1-2.5 years) : 450.00 Monthly FT<br/>31-60 Months (2.5-5 years) : 450.00 Monthly FT<br/>5 - 6 Years : 450.00 Monthly FT<br/>6 - 12 Years : 450.00 Monthly FT"
"LAKELAND BASE - SPIRIT LAKE";"ADAMS";"SUSAN";"(FCC)Group Child Care";;"SPIRIT LAKE";747574;83869;208;"712-8412";"5 years to 12 years";"ICCP, State Licensed";"Multi-child discount";"Type of Registration ICCP, State Licensed";"http://idahochildcarecheck.org/provider/13083";;;"Both";"Smoke Free Facility, No Pets, T.V. used less than 1 hr/day, Fenced Yard, Computer for children's use, Special needs accessible";;"Dinner, USDA Food Program";"SPIRIT LAKE";;"English";"Bachelor's Degree, other, Some College, child related";"<br/>5 - 6 Years : 150.00 Monthly PT, 225.00 Monthly FT<br/>6 - 12 Years : 150.00 Monthly PT, 225.00 Monthly FT"
"KARISSAS KLUBHOUSE";"THORHAUG";"KARISSA";"Child Care Center";"710 E MEADOWHURST DR";"ST MARIES";279038;83861;208;"582-1431";"3 weeks to 12 years";"ICCP, State Licensed, QRIS";"Multi-child discount";"Step 3 of 6";"http://idahochildcarecheck.org/provider/8271";"ICCP, State Licensed, QRIS";;"Both";"Smoke Free Facility, No Pets, T.V. used less than 1 hr/day";;"Breakfast, Morning Snack, Lunch, Afternoon Snack";"HEYBURN";;"English";"Some College, other";"<br/>0 - 12 Months : 20.00 Daily FT<br/>13-30 Months (1-2.5 years) : 20.00 Daily FT<br/>31-60 Months (2.5-5 years) : 20.00 Daily FT<br/>5 - 6 Years : 20.00 Daily FT<br/>6 - 12 Years : 20.00 Daily FT"
"PEGGYS PLACE DAYCARE & PRESCHOOL LLC";"LUCHINI";"PEGGY";"Child Care Center";"829 CEDAR ST";"ST MARIES";364377;83861;208;"245-2900";"1 month 2 weeks to 12 years";"ICCP, State Licensed";;"Type of Registration ICCP, State Licensed";"http://idahochildcarecheck.org/provider/8627";;;"Both";"Smoke Free Facility, Outdoor Play Equipment, Fenced Yard";;"Breakfast, Morning Snack, Afternoon Snack, Parent to Provide Meals";;;"English";"Some College, other";"<br/>0 - 12 Months : 325.00 Monthly PT, 550.00 Monthly FT<br/>13-30 Months (1-2.5 years) : 300.00 Monthly PT, 510.00 Monthly FT<br/>31-60 Months (2.5-5 years) : 300.00 Monthly PT, 480.00 Monthly FT, 80.00 Other PT, 115.00 Other FT<br/>5 - 6 Years : 250.00 Monthly PT, 420.00 Monthly FT, 10.00 Other PT, 15.00 Other FT<br/>6 - 12 Years : 250.00 Monthly PT, 420.00 Monthly FT, 10.00 Other PT, 15.00 Other FT"
"STEPPING STONES CHILDRENS CENTER LLC";"MILLIGAN";"KERRY";"Child Care Center";"12228 W BRIDGER BAY DR";"STAR";585958;83669;208;"286-9362";"1 month 2 weeks to 12 years";"ICCP, State Licensed, QRIS";"Multi-child discount";"Step 3 of 6";"http://idahochildcarecheck.org/provider/10947";"ICCP, State Licensed, QRIS";"http://steppingstoneschildcenter.com";"Both";"Smoke Free Facility, No Pets, Outdoor Play Equipment, T.V. used less than 1 hr/day, Fenced Yard, Computer for children's use, Special needs accessible";;"Morning Snack, Afternoon Snack, Parent to Provide Meals";"EAGLE, MIDDLETO HEIGHTS, MIDDLETON MILL CREEK, NORTH STAR CHARTER SCHOOL, STAR, Vision Charter School";"Emotional/Behavioral Disability, ADHD/ADD";"English";"Some College, other";"<br/>0 - 12 Months : 775.00 Monthly FT<br/>13-30 Months (1-2.5 years) : 610.00 Monthly FT<br/>31-60 Months (2.5-5 years) : 610.00 Monthly FT<br/>5 - 6 Years : 610.00 Monthly FT<br/>6 - 12 Years : 383.00 Monthly FT"
"DONNAS LEARNING CENTER";"RHOTEN";"DONNA";"(FCC)Group Child Care";;"STAR";440942;83669;208;"870-1897";"1 week to 12 years";"ICCP, State Licensed, QRIS";"Multi-child discount";"Step 3 of 6";"http://idahochildcarecheck.org/provider/784";"ICCP, State Licensed, QRIS";"http://www.donnaslearningcenter.com";"Both";"Smoke Free Facility, Outdoor Play Equipment, Fenced Yard, Special needs accessible";;"Breakfast, Morning Snack, Lunch, Afternoon Snack, USDA Food Program";"CECIL D ANDRUS, SEVEN OAKS, STAR";"Developmental Disability, Emotional/Behavioral Disability, Infant Monitoring Device, Motor Physically Impaired, Hearing Impaired, Visually Impaired, Significant Chronic Illness, ADHD/ADD";"English";"CDA, Bachelor's Degree, Child Related";"<br/>0 - 12 Months : 150.00 Weekly FT<br/>13-30 Months (1-2.5 years) : 150.00 Weekly FT<br/>31-60 Months (2.5-5 years) : 130.00 Weekly FT<br/>5 - 6 Years : 120.00 Weekly FT<br/>6 - 12 Years : 100.00 Weekly FT"
"LITTLE MIRACLES";"DAWSON";"SARAH";"Child Care Center";"439 N STAR RD";"STAR";265490;83669;208;"286-0388";"1 month 2 weeks to 12 years";"ICCP, State Licensed";"Multi-child discount, Other";"Not Participating in Steps to Quality";"http://idahochildcarecheck.org/provider/9267";"ICCP, State Licensed";"http://www.littlemiracleslearning.com";"Both";"Smoke Free Facility, Outdoor Play Equipment, T.V. used less than 1 hr/day, Fenced Yard, Computer for children's use, Special needs accessible";;"Morning Snack, Afternoon Snack, Parent to Provide Meals";"NORTH STAR CHARTER SCHOOL, STAR";"ADHD/ADD";"English";"Bachelor's Degree, Child Related";"<br/>0 - 12 Months : 160.00 Monthly PT, 640.00 Monthly FT<br/>13-30 Months (1-2.5 years) : 160.00 Monthly PT, 640.00 Monthly FT<br/>31-60 Months (2.5-5 years) : 124.00 Monthly PT, 512.00 Monthly FT<br/>5 - 6 Years : 300.00 Monthly PT, 300.00 Monthly FT<br/>6 - 12 Years : 125.00 Monthly PT, 200.00 Monthly FT"
"KINNEY CARES DAYCARE";"KINNEY";"CHARLOTTE";"(FCC)Group Child Care";;"STAR";520271;83669;208;"286-7614";"1 month 2 weeks to 10 years";"State Licensed";;"Not Participating in Steps to Quality";"http://idahochildcarecheck.org/provider/809";"State Licensed";;"Full-Time";"Smoke Free Facility, No Pets, Outdoor Play Equipment, T.V. used less than 1 hr/day, Fenced Yard";;"Breakfast, Lunch, Afternoon Snack, USDA Food Program";"STAR";;"English";"High School Diploma/GED";"<br/>0 - 12 Months : 180.00 Weekly FT<br/>13-30 Months (1-2.5 years) : 160.00 Weekly FT<br/>31-60 Months (2.5-5 years) : 140.00 Weekly FT<br/>5 - 6 Years : 130.00 Weekly FT"
"GINA KINDSTRANDS CHILD CARE";"KINDSTRAND";"GINA";"Family Child Care";;"STAR";1140767;83669;208;"949-8293";"2 years to 12 years";"ICCP";;"Type of Registration ICCP";"http://idahochildcarecheck.org/provider/14755";;;"Both";"Smoke Free Facility, Outdoor Play Equipment, T.V. used less than 1 hr/day, Fenced Yard";;"Breakfast, Morning Snack, Lunch, Afternoon Snack, Special Meal Request";"STAR";;"English";"Some College, other";"<br/>0 - 12 Months : 202.00 Weekly FT<br/>13-30 Months (1-2.5 years) : 202.00 Weekly FT<br/>31-60 Months (2.5-5 years) : 157.00 Weekly FT<br/>5 - 6 Years : 157.00 Weekly FT<br/>6 - 12 Years : 157.00 Weekly FT"
"STAR SCHOLARS PRESCHOOL & CHILD CARE";"SNOW";"CHRISTINE";"(FCC)Group Child Care";;"STAR";622687;83669;208;"286-7326";"1 year to 8 years";"ICCP, State Licensed";;"Type of Registration ICCP, State Licensed";"http://idahochildcarecheck.org/provider/11218";;"http://www.starscholars.com";"Both";"Smoke Free Facility, Outdoor Play Equipment, T.V. used less than 1 hr/day, Fenced Yard, Computer for children's use";"NAFCC";"Breakfast, Lunch, Afternoon Snack, USDA Food Program, Special Meal Request";"STAR";"Developmental Disability, Emotional/Behavioral Disability, Motor Physically Impaired, Hearing Impaired, ADHD/ADD";"English, Spanish";"Master's Degree, child related";"<br/>0 - 12 Months : 100.00 Weekly PT, 125.00 Weekly FT<br/>13-30 Months (1-2.5 years) : 100.00 Weekly PT, 125.00 Weekly FT<br/>31-60 Months (2.5-5 years) : 100.00 Weekly PT, 125.00 Weekly FT<br/>5 - 6 Years : 100.00 Weekly PT, 125.00 Weekly FT<br/>6 - 12 Years : 100.00 Weekly PT, 125.00 Weekly FT"
"CHELSIES CHILD CARE";"MOSELEY";"CHELSIE";"Family Child Care";;"STAR";1050594;83669;951;"892-5484";"3 years to 13 years";"ICCP";;"Type of Registration ICCP";"http://idahochildcarecheck.org/provider/14184";;;"Both";"Smoke Free Facility, No Pets, T.V. used less than 1 hr/day, Fenced Yard";;"Breakfast, Lunch, Afternoon Snack";"STAR";;"English";"High School Diploma/GED";"<br/>31-60 Months (2.5-5 years) : 4.00 Hourly PT, 500.00 Monthly FT<br/>5 - 6 Years : 4.00 Hourly PT, 500.00 Monthly FT<br/>6 - 12 Years : 4.00 Hourly PT, 500.00 Monthly FT"
"A CHILDS GARDEN";"NELSON";"SHAWNA";"Child Care Center";"1149 S 7TH W";"SUGAR CITY";256364;83448;208;"589-1698";"3 months to 12 years";"ICCP, State Licensed";"Multi-child discount";"Not Participating in Steps to Quality";"http://idahochildcarecheck.org/provider/502";"ICCP, State Licensed";;"Both";"Smoke Free Facility, Outdoor Play Equipment, Fenced Yard, Computer for children's use";;"Breakfast, Morning Snack, Lunch, Afternoon Snack, Dinner";"CENTRAL, KERSHAW";"Developmental Disability, Emotional/Behavioral Disability, Motor Physically Impaired, Hearing Impaired, Significant Chronic Illness, ADHD/ADD, Other";"English";"High School Diploma/GED";"<br/>0 - 12 Months : 2.50 Hourly PT, 2.50 Hourly FT<br/>13-30 Months (1-2.5 years) : 2.50 Hourly PT, 2.50 Hourly FT<br/>31-60 Months (2.5-5 years) : 2.50 Hourly PT, 2.50 Hourly FT<br/>5 - 6 Years : 2.50 Hourly PT, 2.50 Hourly FT<br/>6 - 12 Years : 2.50 Hourly PT, 2.50 Hourly FT"
"SARAHS HOME DAYCARE";"BROWN";"SARAH";"(FCC)Group Child Care";;"TETONIA";808942;83452;208;"390-9442";"6 months to 13 years";"ICCP, State Licensed";;"Not Participating in Steps to Quality";"http://idahochildcarecheck.org/provider/13488";"ICCP, State Licensed";;"Both";"Smoke Free Facility, Outdoor Play Equipment";;"Breakfast, Morning Snack, Lunch, Afternoon Snack, Dinner, USDA Food Program, Special Meal Request";;;"English";"High School Diploma/GED";"<br/>0 - 12 Months : 2.75 Hourly PT, 3.00 Hourly FT, 300.00 Monthly FT<br/>13-30 Months (1-2.5 years) : 2.75 Hourly PT, 3.00 Hourly FT, 300.00 Monthly FT<br/>31-60 Months (2.5-5 years) : 2.75 Hourly PT, 3.00 Hourly FT, 300.00 Monthly FT<br/>5 - 6 Years : 2.75 Hourly PT, 3.00 Hourly FT, 280.00 Monthly FT<br/>6 - 12 Years : 2.75 Hourly PT, 3.00 Hourly FT, 271.00 Monthly FT"
"TROY TOTS LLC";"LARSON";"DANICA";"Child Care Center";"714 RACHEL ST";"TROY";1142079;83871;208;"596-2628";"1 month 2 weeks to 8 years";"ICCP, State Licensed";;"Type of Registration ICCP, State Licensed";"http://idahochildcarecheck.org/provider/14767";;;"Both";"Smoke Free Facility, Fenced Yard, Special needs accessible";;"Morning Snack, Lunch, Afternoon Snack";;;"English";"Bachelor's Degree, Child Related";"<br/>0 - 12 Months : 400.00 Monthly PT, 675.00 Monthly FT<br/>13-30 Months (1-2.5 years) : 400.00 Monthly PT, 675.00 Monthly FT<br/>31-60 Months (2.5-5 years) : 350.00 Monthly PT, 550.00 Monthly FT<br/>5 - 6 Years : 350.00 Monthly PT, 550.00 Monthly FT<br/>6 - 12 Years : 350.00 Monthly PT, 550.00 Monthly FT"
"TROY PRESCHOOL";"CHAMBERLIN";"HEATHER";"Child Care Center";"100 N MAIN ST";"TROY";1056236;83871;208;"835-4442";"3 years to 5 years";"State Licensed";"Continuing Scholarship Program";"Type of Registration State Licensed";"http://idahochildcarecheck.org/provider/14262";;;"Part-Time";"Smoke Free Facility, No Pets, T.V. used less than 1 hr/day, Special needs accessible";;"Morning Snack, Afternoon Snack";;"Developmental Disability, Emotional/Behavioral Disability, Motor Physically Impaired, Hearing Impaired, Visually Impaired, Significant Chronic Illness, ADHD/ADD";"English";"Ask Provider";"<br/>31-60 Months (2.5-5 years) : 145.00 Other FT<br/>5 - 6 Years : 145.00 Other FT"
"FELIPE CABRAL MIGRANT SEASONAL HEAD START";"FLORES";"AMANDA";"Child Care Center";"1122 WASHINGTON ST S";"TWIN FALLS";624148;83301;208;"550-5877";"1 week to 5 years";"State Licensed, QRIS";"Multi-child discount";"Step 6 of 6";"http://idahochildcarecheck.org/provider/11252";"State Licensed, QRIS";;"Both";"Smoke Free Facility, No Pets, Outdoor Play Equipment, Fenced Yard, Special needs accessible";;"Breakfast, Morning Snack, Lunch, Afternoon Snack, USDA Food Program";"BICKEL, HARRISON, LINCOLN, OREGON TRAIL";"Developmental Disability";"English, Spanish";"Bachelor's Degree, other";
"COLLEGE OF SOUTHERN IDAHO EARLY CHILDHOOD ED LEARNING CN";"MCFARLING";"PATTY";"Child Care Center";"315 FALLS AVE";"TWIN FALLS";291658;83301;208;"732-6870";"1 year to 5 years";"ICCP, State Licensed, QRIS";"One-time Scholarship Program, Continuing Scholarship Program, Other";"Step 6 of 6";"http://idahochildcarecheck.org/provider/198";"ICCP, State Licensed, QRIS";"http://www.csi.educhildcare";"Both";"Smoke Free Facility, No Pets, Outdoor Play Equipment, T.V. used less than 1 hr/day, Fenced Yard, Special needs accessible";;"Breakfast, Lunch, Afternoon Snack, USDA Food Program, Infant Formula Provided";"HARRISON";"Developmental Disability, Emotional/Behavioral Disability, Motor Physically Impaired, Hearing Impaired, Visually Impaired, ADHD/ADD";"English, Spanish, Bosnian";"Bachelor's Degree, Child Related, Ask Provider";"<br/>13-30 Months (1-2.5 years) : 585.00 Monthly FT<br/>31-60 Months (2.5-5 years) : 510.00 Monthly FT"
"BRIGHT FUTURES EARLY HEAD START";"THUESON";"ANA";"Child Care Center";"1122 WASHINGTON ST S STE B";"TWIN FALLS";1132893;83301;208;"405-6817";"1 week to 3 years";"ICCP, State Licensed, QRIS";"Other";"Step 6 of 6";"http://idahochildcarecheck.org/provider/14671";"ICCP, State Licensed, QRIS";"http://communitycouncilofidaho.org";"Full-Time";"Smoke Free Facility, Outdoor Play Equipment, Fenced Yard, Special needs accessible";;"Breakfast, Lunch, Afternoon Snack, USDA Food Program";;"Developmental Disability, Emotional/Behavioral Disability, Motor Physically Impaired, Hearing Impaired, Visually Impaired, ADHD/ADD";"English, Spanish";"Some College, other";
"KIDS CAN BE KIDS PRESCHOOL- 187";"MCFARLAND";"CHRIS";"Child Care Center";"187 ASPENWOOD DR";"TWIN FALLS";531576;83301;208;"734-6694";"3 years to 9 years";"ICCP, State Licensed, QRIS";;"Step 4 of 6";"http://idahochildcarecheck.org/provider/4439";"ICCP, State Licensed, QRIS";;"Both";"Smoke Free Facility, No Pets, Outdoor Play Equipment, T.V. used less than 1 hr/day, Fenced Yard, Special needs accessible";;"Morning Snack, Lunch, Afternoon Snack";"MORNINGSIDE, OREGON TRAIL";"Developmental Disability, Emotional/Behavioral Disability, Motor Physically Impaired, Hearing Impaired, Visually Impaired, Significant Chronic Illness, ADHD/ADD";"English";"High School Diploma/GED";"<br/>31-60 Months (2.5-5 years) : 325.00 Monthly PT, 425.00 Monthly FT<br/>5 - 6 Years : 325.00 Monthly FT<br/>6 - 12 Years : 250.00 Monthly FT"
"STEP AHEAD LEARNING CENTER";"SERRANO";"TRACY";"Child Care Center";"273 SHOUP AVE W";"TWIN FALLS";427306;83301;208;"736-2000";"1 year 1 month to 6 years";"ICCP, State Licensed, QRIS";"Multi-child discount";"Step 3 of 6";"http://idahochildcarecheck.org/provider/194";"ICCP, State Licensed, QRIS";;"Both";"Smoke Free Facility, No Pets, Outdoor Play Equipment, T.V. used less than 1 hr/day, Fenced Yard, Computer for children's use";;"Breakfast, Morning Snack, Lunch, Afternoon Snack";"I B PERRINE, LINCOLN";"Developmental Disability, Emotional/Behavioral Disability, Infant Monitoring Device, Motor Physically Impaired, Hearing Impaired, Visually Impaired, Significant Chronic Illness, ADHD/ADD";"English";"Ask Provider";"<br/>13-30 Months (1-2.5 years) : 125.00 Weekly FT, 542.00 Monthly FT<br/>31-60 Months (2.5-5 years) : 90.00 Weekly PT, 110.00 Weekly FT, 477.00 Monthly FT, 50.00 Other FT<br/>5 - 6 Years : 80.00 Weekly PT, 110.00 Weekly FT, 477.00 Monthly FT<br/>6 - 12 Years : 80.00 Weekly PT, 477.00 Monthly FT"
"ALL ABOUT KIDS CHILDCARE & PRESCHOOL";"STEPHENS";"HEATHER";"(FCC)Group Child Care";;"TWIN FALLS";206647;83301;208;"731-2470";"1 year 4 months to 10 years";"ICCP, State Licensed, QRIS";"Multi-child discount";"Step 3 of 6";"http://idahochildcarecheck.org/provider/801";"ICCP, State Licensed, QRIS";;"Both";"Smoke Free Facility, Outdoor Play Equipment, T.V. used less than 1 hr/day, Fenced Yard";;"Breakfast, Morning Snack, Lunch, Afternoon Snack, USDA Food Program";"MORNINGSIDE";"Developmental Disability, Emotional/Behavioral Disability, Motor Physically Impaired, Hearing Impaired, Visually Impaired, ADHD/ADD";"English";"High School Diploma/GED";"<br/>0 - 12 Months : 350.00 Monthly PT, 500.00 Monthly FT<br/>13-30 Months (1-2.5 years) : 345.00 Monthly PT, 450.00 Monthly FT<br/>31-60 Months (2.5-5 years) : 325.00 Monthly PT, 450.00 Monthly FT<br/>5 - 6 Years : 300.00 Monthly PT, 425.00 Monthly FT<br/>6 - 12 Years : 300.00 Monthly PT, 425.00 Monthly FT"
