"ID";"Inspection Date";"Primary Type";"Complaint";"Rule Description";"Finding Category";"Non Compliance Level";"Correction Date";"Correction Verification";"Finding Description"
10761;"2019-05-17";"Announced, Annual Inspection";;;;;;;
10761;"2019-01-14";"Unannounced, Annual Inspection";;;;;;;
10761;"2018-04-24";"Announced, Annual Inspection";;;;;;;
12139;"2020-10-26";"Follow-Up Inspection";;;;;;;
12139;"2020-10-14";"Announced, Annual Inspection";;;;;;;
12139;"2020-02-18";"Unannounced, Annual Inspection";;;;;;;
12139;"2020-01-22";"Complaint, Investigation Inspection";"02/03/2020";"90-12(5)(a)-(f); interactions with children";"Citation";"High";"2020-02-25";"Correction Verified";"The provider did not comply with the Child Guidance and Interaction rule by having an inappropriate interaction between a caregiver and a child. In the facility, the provider used oregano essential oil as a form of discipline."
12139;"2019-11-04";"Non On-Site Inspection";;;;;;;
12139;"2019-10-21";"Announced, Annual Inspection";;;;;;;
12139;"2019-03-04";"Unannounced, Annual Inspection";;;;;;;
12139;"2018-11-19";"Follow-Up Inspection";;;;;;;
12139;"2018-10-25";"Announced, Annual Inspection";;;;;;;
12139;"2018-05-10";"Follow-Up Inspection";;;;;;;
12139;"2018-04-30";"Unannounced, Annual Inspection";;;;;;;
140;"2020-10-20";"Announced, Annual Inspection";;;;;;;
140;"2020-06-05";"Unannounced, Annual Inspection";;;;;;;
140;"2019-10-28";"Announced, Annual Inspection";;;;;;;
140;"2019-03-29";"Unannounced, Annual Inspection";;;;;;;
140;"2018-10-09";"Announced, Annual Inspection";;;;;;;
140;"2018-05-31";"Follow-Up Inspection";;;;;;;
140;"2018-04-23";"Unannounced, Annual Inspection";;;;;;;
140;"2018-03-27";"Non On-Site Inspection";;;;;;;
39074;"2021-03-08";"Non On-Site Inspection";;;;;;;
39074;"2021-02-25";"Non On-Site Inspection";;;;;;;
39074;"2021-02-18";"Pre-Inspection";;;;;;;
3835;"2020-10-29";"Non On-Site Inspection";;;;;;;
3835;"2020-09-25";"Unannounced, Annual Inspection";;;;;;;
3835;"2020-05-19";"Announced, Annual Inspection";;;;;;;
3835;"2020-01-16";"Follow-Up Inspection";;;;;;;
3835;"2019-12-30";"Unannounced, Annual Inspection";;"100-11(1); Provide and maintain active supervision";"Repeat Citation";"High";"2019-12-30";"Correction Verified";"The provider did not comply with the Child Supervision and Security rule by not providing and maintaining active supervision of each child at all times.  In the Mix classroom, the caregiver stated that they had 16 children in their care when there were 17 children in their care. This was a repeat rule violation."
3835;"2019-05-08";"Follow-Up Inspection";;;;;;;
3835;"2019-04-17";"Announced, Annual Inspection";;"100-11(1); Provide and maintain active supervision";"Citation";"High";"2019-04-17";"Correction Verified";"The provider did not comply with the Child Supervision and Security rule by having children who were not actively supervised. In the 2/3-year-old classroom, the caregivers did not know the number of children in their care."
3835;"2018-10-29";"Follow-Up Inspection";;;;;;;
3835;"2018-10-11";"Unannounced, Annual Inspection";;;;;;;
3835;"2018-04-04";"Announced, Annual Inspection";;;;;;;
47814;"2020-12-14";"Non On-Site Inspection";;;;;;;
47814;"2020-12-11";"Announced, Annual Inspection";;;;;;;
47814;"2020-09-14";"Unannounced, Annual Inspection";;;;;;;
47814;"2020-03-05";"Pre-Inspection";;;;;;;
47814;"2019-12-03";"Announced, Annual Inspection";;;;;;;
47814;"2019-04-09";"Unannounced, Annual Inspection";;;;;;;
47814;"2018-11-30";"Announced, Annual Inspection";;;;;;;
47814;"2018-05-08";"Unannounced, Annual Inspection";;;;;;;
78862;"2020-11-30";"Follow-Up Inspection";;;;;;;
78862;"2020-11-24";"Pre-Inspection";;;;;;;
28207;"2020-06-03";"Announced, Annual Inspection";;;;;;;
28207;"2019-11-07";"Follow-Up Inspection";;;;;;;
28207;"2019-10-02";"Unannounced, Annual Inspection";;;;;;;
28207;"2019-04-08";"Announced, Annual Inspection";;;;;;;
28207;"2018-12-17";"Non On-Site Inspection";;;;;;;
28207;"2018-12-10";"Unannounced, Annual Inspection";;;;;;;
28207;"2018-04-23";"Announced, Annual Inspection";;;;;;;
52096;"2020-11-24";"Announced, Annual Inspection";;;;;;;
52096;"2020-02-11";"Unannounced, Annual Inspection";;;;;;;
52096;"2019-10-24";"Follow-Up Inspection";;;;;;;
52096;"2019-10-11";"Announced, Annual Inspection";;;;;;;
52096;"2019-05-10";"Unannounced, Annual Inspection";;;;;;;
52096;"2018-10-08";"Announced, Annual Inspection";;;;;;;
52096;"2018-07-10";"Follow-Up Inspection";;;;;;;
52096;"2018-06-14";"Unannounced, Annual Inspection";;;;;;;
16391;"2021-03-15";"Follow-Up Inspection";;"90-13(4); choking hazards";"Repeat Citation";"Moderate";"2021-03-15";"Follow-up required to verify compliance/maintenance";"The provider did not comply with the Child Safety and Injury Prevention rule by not ensuring that all choking hazards were kept inaccessible as required by rule. In the kitchen drawer, there was a small rubber cap. This was a repeat rule violation."
16391;"2021-03-02";"Unannounced, Annual Inspection";;"90-13(4); choking hazards";"Repeat Citation";"Moderate";"2021-03-02";"Correction Verified";"The provider did not comply with the Child Safety and Injury Prevention rule by not ensuring that choking hazards were kept inaccessible to children younger than three years old. In a drawer in the kitchen and on the floor of the dining room and kitchen, there was a small magnet, lid, and small rubber cap accessible. This was a repeat rule violation."
16391;"2021-03-02";"Unannounced, Annual Inspection";;"90-6(2); Shall not endanger children";"Citation";"High";"2021-03-02";"Correction Verified";"The provider did not comply with the Administration Records rule but not ensuring to protect children from conduct that endangers children in care, or is contrary to the health, morals, welfare, and safety of the public. At the time of the inspection, the provider was not wearing a mask around the children."
16391;"2020-09-09";"Announced, Annual Inspection";;;;;;;
16391;"2020-03-12";"Follow-Up, Additional Follow-Up Inspection";;;;;;;
16391;"2020-02-20";"Follow-Up Inspection";;"90-13(4); choking hazards";"Repeat Citation";"Moderate";"2020-02-20";"Correction Verified";"The provider did not comply with the Child Safety and Injury Prevention rule by not keeping choking hazards inaccessible to children younger than 3 years of age. In the living room, there were small building cubes and a pen cap on the floor. This was a repeat rule violation."
16391;"2020-02-12";"Unannounced, Annual Inspection";;"90-13(4); choking hazards";"Citation";"Moderate";"2020-02-12";"Correction Verified";"The provider did not comply with the Child Safety and Injury Prevention rule by not keeping choking hazards inaccessible to children younger than 3 years of age. In the living room, there were broken crayons on the floor. This was a repeat rule violation."
16391;"2019-10-23";"Follow-Up Inspection";;;;;;;
16391;"2019-10-11";"Announced, Annual Inspection";;;;;;;
16391;"2019-01-04";"Follow-Up Inspection";;;;;;;
16391;"2018-12-07";"Unannounced, Annual Inspection";;"90-19(12)(a)-(c); trampoline with safety net";"Citation";"High";"2019-01-04";"Correction Verified";"The provider did not comply with the Play Equipment rule by having a trampoline that was not placed at least 3 feet away from any structure or object onto which a child could fall. In the outdoor area, there was a landscaping rock within 3 feet of a trampoline."
16391;"2018-12-07";"Unannounced, Annual Inspection";;"90-13(12)(a)-(b); firearms";"Citation";"High";"2018-12-07";"Correction Verified";"The provider did not comply with the Child Safety and Injury Prevention rule by having a firearm that was accessible to children. In the master bedroom,  there was a firearm in an unlocked closet."
16391;"2018-10-12";"Pre-Inspection";;;;;;;
16391;"2018-07-27";"Follow-Up Inspection";;;;;;;
16391;"2018-07-10";"Announced, Annual Inspection";;"90-8(1)(a)-(c); background check - new covered individual";"Citation";"High";"2018-07-10";"Correction Verified";"The provider did not ensure that an online CCL background screening form was submitted within 10 working days from when a child who resides in the facility turns 12 years old.  At the time of the inspection, one individual did not have a background check."
16391;"2018-07-10";"Announced, Annual Inspection";;"90-13(2)(c); choking hazards";"Citation";"Moderate";"2018-07-10";"Correction Verified";"The provider did not ensure that for children younger than 3 years of age, choking hazards were inaccessible to children in care.  In the bathroom, there were cotton balls accessible to children in care. This was a repeat noncompliant finding."
16391;"2018-07-10";"Announced, Annual Inspection";;"90-13(2)(b); sharp objects, edges, corners, points";"Citation";"Moderate";"2018-07-10";"Correction Verified";"The provider did not ensure that sharp objects were inaccessible to children in care.  In the outdoor play area, there were pruning shears accessible to children in care.  This was  a repeat noncompliant finding."
16391;"2018-03-27";"Follow-Up, Additional Follow-Up Inspection";;;;;;;
77261;"2020-10-26";"Follow-Up Inspection";;;;;;;
77261;"2020-10-06";"Pre-Inspection";;;;;;;
29965;"2020-10-22";"Announced, Annual Inspection";;;;;;;
29965;"2020-02-21";"Unannounced, Annual Inspection";;;;;;;
29965;"2019-10-15";"Announced, Annual Inspection";;;;;;;
29965;"2019-01-25";"Unannounced, Annual Inspection";;;;;;;
29965;"2018-10-10";"Announced, Annual Inspection";;;;;;;
29965;"2018-04-20";"Unannounced, Annual Inspection";;;;;;;
29964;"2020-09-25";"Announced, Annual Inspection";;;;;;;
29964;"2020-01-07";"Unannounced, Annual Inspection";;;;;;;
29964;"2019-08-05";"Announced, Annual Inspection";;;;;;;
29964;"2019-01-25";"Unannounced, Annual Inspection";;;;;;;
29964;"2018-07-26";"Non On-Site Inspection";;;;;;;
29964;"2018-06-26";"Announced, Annual Inspection";;"40 - 1) i); documentation of preservice training";"Citation";"Low";"2018-08-27";"Correction Verified";"The provider did not ensure there was documentation of required training. At the time of the inspection, documentation of pre-service training was not available for review."
29964;"2018-06-26";"Announced, Annual Inspection";;"40 - 2) b); background checks";"Citation";"High";"2018-07-26";"Correction Verified";"The provider did not ensure that all Covered Individuals have current background screenings. At the time of the inspection, there were Covered Individuals without current background screenings."
80220;"2020-09-11";"Pre-Inspection";;;;;;;
80221;"2020-09-11";"Pre-Inspection";;;;;;;
80221;"2020-09-11";"Pre-Inspection";;;;;;;
45716;"2020-09-18";"Announced, Annual Inspection";;;;;;;
45716;"2020-02-21";"Unannounced, Annual Inspection";;;;;;;
45716;"2019-08-29";"Non On-Site Inspection";;;;;;;
45716;"2019-08-07";"Announced, Annual Inspection";;;;;;;
45716;"2019-02-11";"Non On-Site Inspection";;;;;;;
45716;"2019-01-25";"Unannounced, Annual Inspection";;"40 - 2) b); background checks";"Citation";"High";"2019-02-11";"Correction Verified";"The provider did not comply with the Background Checks regulations by allowing covered individuals to be involved with children in care before they passed a background check.  In the facility, new caregivers were allowed to be involved with children in care before passing the background check."
45716;"2018-06-28";"Announced, Annual Inspection";;;;;;;
29642;"2020-06-15";"Announced, Annual Inspection";;;;;;;
29642;"2020-01-10";"Unannounced, Annual Inspection";;;;;;;
29642;"2019-07-31";"Non On-Site Inspection";;;;;;;
29642;"2019-06-12";"Announced, Annual Inspection";;;;;;;
29642;"2018-10-29";"Follow-Up Inspection";;;;;;;
29642;"2018-10-23";"Unannounced, Annual Inspection";;"40 - 3) a); active supervision";"Citation";"High";"2018-10-29";"Correction Verified";"The provider did not comply with the Supervision and Ratios requirements. At the time of the inspection, caregivers did not know the number of children in their care."
29642;"2018-04-25";"Announced, Annual Inspection";;;;;;;
39276;"2020-09-17";"Non On-Site Inspection";;;;;;;
39276;"2020-09-02";"Announced, Annual Inspection";;;;;;;
39276;"2020-06-12";"Follow-Up Inspection";;;;;;;
39276;"2020-03-12";"Unannounced, Annual Inspection";;"90-13(9)(a)-(c); toxic or hazardous chemicals";"Citation";"Moderate";"2020-03-12";"Correction Verified";"The provider did not comply with the Child Safety and Injury Prevention rule by having toxic or hazardous chemicals accessible. In the front bathroom and outdoor shed, there was disinfecting spray, gasoline and insect killer accessible. This was a repeat rule violation."
39276;"2020-03-12";"Unannounced, Annual Inspection";;"90-17(1); medications inaccessible";"Citation";"Moderate";"2020-03-12";"Correction Verified";"The provider did not comply with the Medications rule by having medication accessible to children. In the back left room, there were medications accessible. This was a repeat rule violation."
39276;"2019-09-16";"Follow-Up Inspection";;;;;;;
39276;"2019-08-26";"Announced, Annual Inspection";;"90-24(15); infants sleep in equipment designed for sleet";"Citation";"High";"2019-09-16";"Correction Verified";"The provider did not comply with the Infant and Toddler rule by not sleeping infants in equipment designed for sleep such as a crib, bassinet, porta-crib or playpen. At the time of the inspection, the provider stated that a 9 month old was placed to sleep on a mat on the floor."
39276;"2019-02-05";"Follow-Up Inspection";;;;;;;
39276;"2019-01-24";"Unannounced, Annual Inspection";;;;;;;
39276;"2018-09-04";"Non On-Site Inspection";;;;;;;
39276;"2018-07-30";"Announced, Annual Inspection";;;;;;;
39276;"2018-04-30";"Follow-Up Inspection";;;;;;;
39276;"2018-03-29";"Unannounced, Annual Inspection";;;;;;;
74144;"2020-12-29";"Follow-Up Inspection";;;;;;;
74144;"2020-12-14";"Unannounced, Annual Inspection";;;;;;;
74144;"2020-02-28";"Pre-Inspection";;;;;;;
74320;"2021-01-07";"Pre-Inspection";;;;;;;
74320;"2019-10-31";"Non On-Site Inspection";;;;;;;
74320;"2019-10-28";"Non On-Site Inspection";;;;;;;
74320;"2019-10-24";"Non On-Site Inspection";;;;;;;
74320;"2019-10-18";"Follow-Up Inspection";;;;;;;
74320;"2019-10-16";"DWS Pre-Approval";;;;;;;
28618;"2020-12-28";"Non On-Site Inspection";;;;;;;
28618;"2020-12-18";"Announced, Annual Inspection";;;;;;;
28618;"2020-09-15";"Non On-Site Inspection";;;;;;;
28618;"2020-08-13";"Unannounced, Annual Inspection";;;;;;;
28618;"2019-12-27";"Non On-Site Inspection";;;;;;;
28618;"2019-12-13";"Announced, Annual Inspection";;;;;;;
28618;"2019-07-12";"Follow-Up Inspection";;;;;;;
28618;"2019-06-20";"Unannounced, Annual Inspection";;"50-11(2)(a)-(b); school age children outdoors while caregiver indoors";"Citation";"High";"2019-06-20";"Correction Verified";"The provider did not comply with the Child Supervision and Security rule by allowing school-aged children to play outside when there was not an outdoor area with a fence or barrier that was at least 4 feet high.  At the time of the inspection, school-aged children were playing on the porch that did not have a 4 foot high fence or barrier."
28618;"2018-12-21";"Announced, Annual Inspection";;;;;;;
28618;"2018-07-27";"Follow-Up Inspection";;;;;;;
28618;"2018-07-11";"Unannounced, Annual Inspection";;;;;;;
28618;"2018-04-02";"Non On-Site Inspection";;;;;;;
15117;"2021-02-16";"Announced, Annual Inspection";;;;;;;
15117;"2021-02-16";"Announced, Annual Inspection";;;;;;;
15117;"2020-09-24";"Unannounced, Annual Inspection";;;;;;;
15117;"2020-01-15";"Announced, Annual Inspection";;;;;;;
15117;"2019-11-06";"Follow-Up Inspection";;;;;;;
15117;"2019-10-07";"Unannounced, Annual Inspection";;;;;;;
15117;"2019-02-14";"Non On-Site Inspection";;;;;;;
15117;"2019-02-11";"Announced, Annual Inspection";;;;;;;
