"County";"CLR#";"Name";"Location Address";"City";"State";"Zip";"Phone";"Mailing Address";"Mailing City";"Mailing Zip";"Expiration Date";"Capacity";"Age Range Of Service";"Transporation Service";"Non Traditional";"Stars Rating";"Provider Type";"Active CCAP Children";"Address 2";"Serves Children with Special Needs"
"CAMPBELL";"L357715";"Sts. Peter and Paul School";"2160 California Cross Road";"California";"KY";41007;"(859) 635-4382";"2160 California Cross Road";" California";41007;"04/30/2020";23;"Two_To_School";"N";"No Information Available";5;"Licensed";"N";;"No Information Available"
"NICHOLAS";"L359459";"Sugar and Spice Childcare Center";"1000 Maysville Rd";"Carlisle";"KY";40311;"(859) 484-2209";"1000 Maysville Rd";" Carlisle";40311;"08/31/2020";49;"Infant To School Age";"N";"No Information Available";1;"Licensed";"Y";;"Y"
"CUMBERLAND";"C5716";"Sugar-N-Spice Daycare";"610 Old Columbia Road";"Burkesville";"KY";42717;"(270) 864-2984";"P.O. Box 63";" Burkesville";42717;"10/31/2021";6;"No Information Available";"N";"N";3;"Certified";"N";;"No Information Available"
"FAYETTE";"L357776";"Summit Christian Preschool";"2780 Clays Mill Road";"Lexington";"KY";40503;"(859) 277-0503";"2780 Clays Mill Road";" Lexington";40503;"09/30/2020";71;"Toddler To Two_To_School";"N";"N";5;"Licensed";"N";;"No Information Available"
"JEFFERSON";"L352643";"Summit Heights Parents Out Program";"7400 Outer Loop";"Louisville";"KY";40228;"(502) 239-3526";"7400 Outer Loop";" Louisville";40228;"11/30/2020";160;"Infant To Two_To_School";"N";"N";1;"Licensed";"N";;"No Information Available"
"BOYD";"L353979";"Summit School Age Child Care";"830 State Route 716";"Ashland";"KY";41102;"(606) 928-4566";"830 State Route 716";" Ashland";41102;"02/29/2020";99;"Toddler To School_Age";"Y";"N";3;"Licensed";"Y";;"Y"
"KENTON";"L383836";"Summit View Academy Afterschool Program";"5006 Madison Pike";"Independence";"KY";41051;"(859) 431-2075";"333 Madison Avenue";" Covington";41011;"02/29/2020";75;"School_Age";"N";"No Information Available";3;"Licensed";"Y";;"Y"
"JEFFERSON";"L383190";"Sunnyside Child Care";"4223 Cane Run Road";"Louisville";"KY";40216;"(502) 883-3598";"4223 Cane Run Road";" Louisville";40216;"07/31/2020";68;"Infant To School Age";"Y";"No Information Available";3;"Licensed";"Y";;"N"
"UNION";"L358028";"Superior Child Care";"519 North Morgan Street";"Morganfield";"KY";42437;"(270) 389-0209";"519 North Morgan Street";" Morganfield";42437;"05/31/2020";79;"Infant To School Age";"N";"N";4;"Licensed";"Y";;"Y"
"FAYETTE";"C0812";"Susan Kline";"3840 Walhampton Drive";"Lexington";"KY";40517;"(859) 271-6718";"3840 Walhampton Drive";" Lexington";40517;"10/31/2021";6;"No Information Available";"N";"N";2;"Certified";"Y";;"No Information Available"
"FAYETTE";"C2364";"Susan's Children's House";"2019 Rambler Road";"Lexington";"KY";40503;"(859) 278-8290";"2019 Rambler Road";" Lexington";40503;"03/31/2021";6;"No Information Available";"N";"N";3;"Certified";"N";;"N"
"DAVIESS";"L379572";"Sweet Peas LLC";"3271 Alvey Park Drive, Suite B";"Owensboro";"KY";42303;"(270) 231-2945";"3271 Alvey Park Drive, Suite B";" Owensboro";42303;"11/30/2020";60;"Infant To School Age";"N";"No Information Available";3;"Licensed";"Y";;"Y"
"WARREN";"L353818";"T. C. Cherry After-School Program";"1001 Liberty Avenue";"Bowling Green";"KY";42101;"(270) 991-5740";"1227 Westen Avenue, BG-WC CommEd";" Bowling Green";42104;"12/31/2020";75;"School_Age";"Y";"N";1;"Licensed";"Y";;"Y"
"WEBSTER";"L382042";"T.A.M.K.E Child Care / Learning Center";"25 Highway 41 South";"Sebree";"KY";42455;"(270) 835-2341";"P O Box 176";" Sebree";42455;"10/31/2020";40;"Infant To School Age";"N";"N";3;"Licensed";"Y";;"Y"
"CLARK";"C5247";"T.L.K. Child Care";"18 Oliver Street";"Winchester";"KY";40391;"(859) 744-9172";"18 Oliver Street";" Winchester";40391;"01/31/2020";6;"No Information Available";"N";"N";1;"Certified";"Y";;"No Information Available"
"JEFFERSON";"L383339";"Talk Childcare to Me";"5108 Terry Road";"Louisville";"KY";40216;"(502) 742-2273";"5108 Terry Road";" Louisville";40216;"05/31/2020";40;"Infant To School Age";"Y";"Y";3;"Licensed";"Y";;"Y"
"HARDIN";"C68494";"Tammy Caldera's Day Care";"142 Portobello Road";"Radcliff";"KY";40160;"(270) 312-4441";"142 Portobello Road";" Radcliff";40160;"01/31/2021";6;"No Information Available";"N";"Y";1;"Certified";"Y";;"N"
"GRAYSON";"L354073";"Tammy Embry's Play School";"103 Kelly Street";"Leitchfield";"KY";42754;"(270) 259-4792";"103 Kelly Street";" Leitchfield";42754;"01/31/2021";99;"Infant To School Age";"N";"Y";2;"Licensed";"Y";;"Y"
"GRAYSON";"L356519";"Tammy Embry's Play School #2";"1316 Asbury Street";"Leitchfield";"KY";42754;"(270) 230-8708";"103 Kelly Street";" Leitchfield";42754;"12/31/2020";31;"School_Age";"N";"N";2;"Licensed";"Y";;"Y"
"FAYETTE";"L359179";"Tammy Madison - Circle of Friends";"1133 Parklawn Drive";"Lexington";"KY";40517;"(859) 273-8026";"1133 Parklawn Drive";" Lexington";40517;"05/31/2020";12;"Infant To School Age";"N";"N";1;"Licensed";"Y";;"N"
"PENDLETON";"C4036";"Tammy's Daycare";"1205 Hwy 159 North";"Falmouth";"KY";41040;"(859) 654-2982";"1205 Hwy 159 North";" Falmouth";41040;"02/28/2021";6;"No Information Available";"N";"No Information Available";1;"Certified";"N";;"No Information Available"
"GREENUP";"L358364";"Tammy's Kids World Daycare, Inc.";"110 Saint Christopher Drive";"Ashland";"KY";41101;"(606) 833-0040";"110 Saint Christopher Drive";" Ashland";41101;"11/30/2020";49;"Toddler To School_Age";"N";"N";4;"Licensed";"Y";;"N"
"KNOX";"L355450";"Tarry-Here Daycare";"2047 Ky 459";"Barbourville";"KY";40906;"(606) 546-5823";"2047 Ky 459";" Barbourville";40906;"05/31/2020";12;"Infant To School Age";"N";"N";2;"Licensed";"Y";;"No Information Available"
"KENTON";"L383835";"Taylor Mill Elementary Afterschool Program";"5907 Taylor Mill Road";"Taylor Mill";"KY";41015;"(859) 431-2075";"333 Madison Avenue";" Covington";41015;"02/29/2020";75;"School_Age";"N";"No Information Available";3;"Licensed";"Y";;"Y"
"KENTON";"L383210";"Taylor Mill KinderCare";"5129 Old Taylor Mill Road";"Taylor Mill";"KY";41015;"(859) 491-5710";"1732 Crooks Road";" Troy";48084;"11/30/2020";144;"Infant To School Age";"Y";"No Information Available";3;"Licensed";"Y";;"Y"
"KENTON";"L383544";"Taylor Mill Learning Center";"6367 Taylor Mill Rd.";"Independence";"KY";41015;"(859) 356-0217";"6367 Taylor Mill Rd.";" Independence";41015;"01/31/2020";76;"Infant To School Age";"Y";"No Information Available";3;"Licensed";"Y";;"Y"
"BOURBON";"L383482";"Taylor Tot Child Center Inc.";"13 East 19th Street";"Paris";"KY";40361;"(859) 707-3034";"13 East 19th Street";" Paris";40361;"04/30/2020";40;"Infant To Two_To_School";"N";"No Information Available";1;"Licensed";"Y";;"No Information Available"
"HARDIN";"L381725";"Taylor Tots Children's Center";"4550 Rineyville-big Springs Road";"Rineyville";"KY";40162;"(270) 360-8687";"4550 Rineyville-big Springs Road";" Rineyville";40162;"05/31/2020";99;"Infant To School Age";"N";"No Information Available";3;"Licensed";"Y";;"No Information Available"
"PIKE";"L383344";"Teachable Moments";"507 Central Avenue";"South Williamson";"KY";41503;"(606) 237-1343";"507 Central Avenue";" South Williamson";41503;"04/30/2020";55;"Infant To School Age";"N";"Y";3;"Licensed";"Y";;"Y"
"TAYLOR";"L383753";"Teachable Moments Child Care Center";"621 W. Main Street";"Campbellsville";"KY";42718;"(270) 849-2020";"621 W. Main Street";" Campbellsville";42718;"04/30/2020";34;"Infant To School Age";"N";"No Information Available";2;"Licensed";"Y";;"No Information Available"
"SCOTT";"L383935";"Teaching Learning Caring Childcare";"529 East Washington Street";"Georgetown";"KY";40324;"(859) 867-9988";"529 East Washington Street";" Georgetown";40324;"10/31/2020";60;"Infant To School Age";"N";"No Information Available";1;"Licensed";"Y";;"Y"
"MASON";"C71028";"Teena Reed";"307 Duke of York St.";"Maysville";"KY";41056;"(606) 375-0094";"307 Duke of York St.";" Maysville";41056;"04/30/2020";6;"No Information Available";"N";"No Information Available";1;"Certified";"N";;"No Information Available"
"SCOTT";"C71063";"Teffany Buntin";"509 Gano Ave";"Georgetown";"KY";40324;"(502) 408-6983";"509 Gano Ave";" Georgetown";40324;"05/31/2021";6;"No Information Available";"N";"No Information Available";1;"Certified";"N";;"No Information Available"
"MADISON";"L383289";"Telford Community Center YMCA";"450 Tates Creek Rd.";"Richmond";"KY";40475;"(859) 623-9356";"1100 East Main Street";" Richmond";40475;"02/29/2020";180;"School_Age";"Y";"No Information Available";1;"Licensed";"Y";;"Y"
"MADISON";"L383918";"Telford Community Center YMCA Boonesborough";"1441 Boonesborough Road";"Richmond";"KY";40745;"(859) 623-9356";"1100 East Main St.";" Richmond";40475;"08/31/2020";100;"School_Age";"N";"No Information Available";1;"Licensed";"N";;"No Information Available"
"MADISON";"L383288";"Telford Community Center YMCA, Inc.";"2399 Lancaster Rd.";"Richmond";"KY";40475;"(859) 623-9356";"1100 East Main Street";" Richmond";40475;"02/29/2020";91;"School_Age";"N";"No Information Available";1;"Licensed";"Y";;"Y"
"MADISON";"L383290";"Telford Community Center YMCA, Inc.";"75 Old Us 25 North";"Berea";"KY";40475;"(859) 623-9356";"1100 East Main Street";" Richmond";40475;"02/29/2020";70;"School_Age";"N";"No Information Available";1;"Licensed";"Y";;"Y"
"JEFFERSON";"L358445";"Temple Academy Daycare and Learning Center";"723 South 45th Street";"Louisville";"KY";40211;"(502) 749-5655";"723 South 45th Street";" Louisville";40211;"05/31/2020";111;"Infant To School Age";"Y";"N";3;"Licensed";"Y";;"Y"
"FAYETTE";"L353889";"Temple Adath Israel Preschool";"124 North Ashland Avenue";"Lexington";"KY";40502;"(859) 269-1915";"124 North Ashland Avenue";" Lexington";40502;"03/31/2020";67;"Toddler To Two_To_School";"N";"N";1;"Licensed";"N";;"No Information Available"
"JEFFERSON";"L352526";"Temple Trager Early Childhood Education Center";"5101 U.S. Highway 42";"Louisville";"KY";40241;"(502) 423-1444";"5101 U.S. Highway 42";" Louisville";40241;"12/31/2020";195;"Infant To School Age";"N";"No Information Available";"Not Participating";"Licensed";"N";;"No Information Available"
"LEWIS";"C6357";"Tena's Daycare";"9725 Ky 59";"Vanceburg";"KY";41179;"(606) 796-0949";"9725 Ky 59";" Vanceburg";41179;"11/30/2021";6;"No Information Available";"N";"Y";4;"Certified";"Y";;"No Information Available"
"WARREN";"L383585";"Tender Care Early Learning Center";"1423 Scottsville Rd.";"Bowling Green";"KY";42104;"(270) 267-0036";"1423 Scottsville Rd.";" Bowling Green";42104;"05/31/2020";70;"Infant To Two_To_School";"N";"No Information Available";1;"Licensed";"Y";;"No Information Available"
"BOONE";"L359364";"Tender Love & Care Learning Center";"7220 Turfway Road";"Florence";"KY";41042;"(859) 360-2893";"7220 Turfway Road";" Florence";41042;"03/31/2020";99;"Infant To School Age";"Y";"Y";1;"Licensed";"Y";;"N"
"CLINTON";"C2057";"Tender Touch In Home";"139 Clifton Parrigin Road";"Albany";"KY";42602;"(606) 387-4150";"139 Clifton Parrigin Road";" Albany";42602;"07/31/2021";6;"No Information Available";"N";"N";3;"Certified";"N";;"Y"
"BOONE";"L383869";"Tender, Love & Care Learning Center #2";"8415 Us Highway 42";"Florence";"KY";41018;"(859) 282-0074";"491 Erlanger Rd.";" Erlanger";41018;"03/31/2020";97;"Infant To School Age";"Y";"No Information Available";1;"Licensed";"Y";;"No Information Available"
"JEFFERSON";"C54855";"Teresa Stallings";"3401 Pineland Drive";"Louisville";"KY";40219;"(502) 966-0882";"3401 Pineland Drive";" Louisville";40219;"04/30/2021";6;"No Information Available";"N";"Y";1;"Certified";"N";;"No Information Available"
"MONTGOMERY";"C6330";"Teresa's Daycare";"617 2nd Street";"Mt. Sterling";"KY";40353;"(859) 432-8326";"617 2nd Street";" Mt. Sterling";40353;"10/31/2021";6;"No Information Available";"N";"N";1;"Certified";"N";;"Y"
"BULLITT";"C6620";"Teresa's Tots";"415 Old Preston Hwy S";"Shepherdsville";"KY";40165;"(502) 531-0748";"415 Old Preston Hwy S";" Shepherdsville";40165;"11/30/2020";6;"No Information Available";"N";"N";1;"Certified";"Y";;"Y"
"FAYETTE";"C7095";"Terrie Carroll";"1714 Harrogate Road";"Lexington";"KY";40505;"(859) 299-2715";"1714 Harrogate Road";" Lexington";40505;"04/30/2020";6;"No Information Available";"N";"N";1;"Certified";"Y";;"No Information Available"
"JEFFERSON";"C54996";"The ABC Garden Family Childcare";"118 Alger Avenue";"Louisville";"KY";40214;"(502) 851-1465";"118 Alger Avenue";" Louisville";40214;"12/31/2021";6;"No Information Available";"N";"Y";3;"Certified";"Y";;"No Information Available"
"WARREN";"L358441";"The Academy For Little People";"1710 Old Louisville Road";"Bowling Green";"KY";42101;"(270) 782-5437";"2999 Ky Highway 185";" Bowling Green";42101;"02/29/2020";120;"Toddler To School_Age";"N";"N";1;"Licensed";"Y";;"No Information Available"
"PULASKI";"L383786";"The Ark ChildCare Center #2";"67 Parkers Mill Road";"Somerset";"KY";42501;"(606) 219-2807";"203 Robin Drive";" Somerset";42503;"10/31/2020";70;"Infant To School Age";"N";"No Information Available";3;"Licensed";"Y";;"Y"
"PULASKI";"L383621";"The Ark Childcare Center Corporation";"41 Jordan's Way";"Somerset";"KY";42501;"(606) 677-2045";"203 Robin Drive";" Somerset";42501;"09/30/2020";70;"Infant To School Age";"N";"Y";3;"Licensed";"Y";;"Y"
"OLDHAM";"L383693";"The B Hive Childcare Academy";"230 Yager Ave.";"Lagrange";"KY";40031;"(502) 265-7133";"4413 Grand Circle";" Crestwood";40014;"02/29/2020";129;"Infant To School Age";"N";"No Information Available";1;"Licensed";"Y";;"No Information Available"
"POWELL";"L359407";"The Baby Ranch, LLC";"797 North Bend";"Stanton";"KY";40380;"(606) 481-0312";"797 North Bend";" Stanton";40380;"06/30/2020";12;"Infant To School Age";"N";"No Information Available";3;"Licensed";"Y";;"No Information Available"
"KENTON";"C5693";"The Best Part";"332 Trevor Street";"Covington";"KY";41011;"(859) 907-0442";"332 Trevor Street";" Covington";41011;"08/31/2021";6;"No Information Available";"N";"N";3;"Certified";"Y";;"No Information Available"
"FRANKLIN";"L383690";"The Capital Academy";"317 Capital Avenue";"Frankfort";"KY";40601;"(502) 699-2399";"317 Capital Avenue";" Frankfort";40601;"02/29/2020";35;"Infant To Two_To_School";"N";"No Information Available";1;"Licensed";"Y";;"Y"
"FAYETTE";"L353863";"The Centenary School";"2800 Tates Creek Road";"Lexington";"KY";40502;"(859) 266-4100";"2800 Tates Creek Rd";" Lexington";40502;"02/29/2020";319;"Infant To School Age";"N";"N";1;"Licensed";"Y";;"No Information Available"
"OLDHAM";"L358642";"The Chatter Box";"6317 Hwy 329";"Crestwood";"KY";40014;"(502) 384-0910";"6317 Hwy 329";" Crestwood";40014;"03/31/2020";20;"Toddler To Two_To_School";"N";"No Information Available";1;"Licensed";"N";;"No Information Available"
"CHRISTIAN";"L356909";"The Children's Academy of Hopkinsville";"120 Iroquois Drive";"Hopkinsville";"KY";42240;"(270) 881-1055";"120 Iroquois Drive";" Hopkinsville";42240;"03/31/2020";120;"Infant To School Age";"N";"N";3;"Licensed";"Y";;"Y"
"JEFFERSON";"L359435";"The Children's Center at YUM! Brands";"1900 Colonel Sanders Lane";"Louisville";"KY";40213;"(502) 874-7800";"1900 Colonel Sanders Lane";" Louisville";40213;"07/31/2020";70;"Infant To Two_To_School";"N";"No Information Available";1;"Licensed";"N";;"No Information Available"
"PULASKI";"L355972";"The Children's House";"309 Park Avenue";"Somerset";"KY";42503;"(606) 676-0057";"309 Park Avenue";" Somerset";42503;"09/30/2020";99;"Infant To School Age";"N";"N";4;"Licensed";"Y";;"Y"
"BOONE";"L358943";"The Children's House of Hebron";"2151 North Bend Road";"Hebron";"KY";41048;"(859) 586-4085";"2151 North Bend Road";" Hebron";41048;"04/30/2020";240;"Toddler To School_Age";"Y";"N";1;"Licensed";"Y";;"No Information Available"
"BOONE";"L383195";"The Children's House of Union";"8551 Us Highway 42";"Florence";"KY";41042;"(859) 746-2100";"8551 Us Highway 42";" Florence";41042;"08/31/2020";178;"Infant To School Age";"Y";"No Information Available";1;"Licensed";"N";;"No Information Available"
"BOONE";"L358379";"The Children's Place (TCP) Child Care Center";"1784 Petersburg Road";"Hebron";"KY";41048;"(859) 534-5761";"P.O. Box 503";" Hebron";41048;"01/31/2020";66;"Infant To School Age";"N";"N";1;"Licensed";"N";;"Y"
"NELSON";"L357486";"The Clubhouse Center";"360 Arnold Lane";"Bloomfield";"KY";40008;"(502) 252-7463";"360 Arnold Lane";" Bloomfield";40008;"08/31/2020";100;"Two_To_School To School_Age";"Y";"N";5;"Licensed";"Y";;"Y"
"ALLEN";"L358229";"The CORE of Scottsville & Allen County";"309 West Cherry Street";"Scottsville";"KY";42164;"(270) 237-5704";"309 West Cherry Street";" Scottsville";42164;"08/31/2020";140;"Two_To_School To School_Age";"Y";"N";3;"Licensed";"Y";;"Y"
"SCOTT";"L358222";"The Corral ASP Southern Elementary";"1200 Fairfax Way";"Georgetown";"KY";40324;"(502) 863-0771";"1200 Fairfax Way";" Georgetown";40324;"07/31/2020";275;"School_Age";"Y";"N";1;"Licensed";"Y";;"N"
"LAUREL";"L383432";"The Creek Academy";"75 Capital Drive";"London";"KY";40741;"(606) 877-9682";"75 Capital Drive";" London";40741;"01/31/2021";42;"Two_To_School";"N";"No Information Available";"Not Participating";"Licensed";"N";;"No Information Available"
"BOURBON";"L354492";"The Derby Club";"367 Bethlehem Road";"Paris";"KY";40361;"(859) 987-2199";"367 Bethlehem Road";" Paris";40361;"08/31/2020";385;"School_Age";"N";"N";5;"Licensed";"Y";;"N"
"SHELBY";"L383275";"The Discovery Gym";"116 Main Street";"Shelbyville";"KY";40065;"(502) 437-0705";"116 Main Street";" Shelbyville";40065;"02/29/2020";64;"Toddler To Two_To_School";"N";"No Information Available";1;"Licensed";"N";;"No Information Available"
"FAYETTE";"L383124";"The Dolphin Club After School Program";"340 Wilson Downing Road";"Lexington";"KY";40517;"(859) 381-3589";"340 Wilson Downing Road";" Lexington";40517;"02/29/2020";200;"School_Age";"N";"No Information Available";1;"Licensed";"Y";;"Y"
"MCCRACKEN";"L380141";"The Early Learning Academy";"1920 North 13th Street";"Paducah";"KY";42001;"(270) 444-8883";"1920 North 13th Street";" Paducah";42001;"12/31/2020";40;"Infant To School Age";"N";"Y";1;"Licensed";"Y";;"Y"
"JEFFERSON";"L355974";"The Enrichment Center";"702 East Gray Street";"Louisville";"KY";40202;"(502) 583-2940";"702 East Gray Street";" Louisville";40202;"09/30/2020";129;"Infant To School Age";"Y";"N";1;"Licensed";"Y";;"N"
"HENDERSON";"L355167";"The Family Connection Kid's Club";"9190 Us 60 East";"Spottsville";"KY";42458;"(270) 831-5139";"9190 US 60 East";" Spottsville";42458;"03/31/2020";99;"School_Age";"N";"N";3;"Licensed";"Y";;"Y"
"FRANKLIN";"L383356";"The Frankfort Child Development Center, LLC";"375 Versailles Road";"Frankfort";"KY";40601;"(502) 352-4567";"375 Versailles Road";" Frankfort";40601;"06/30/2020";70;"Infant To School Age";"Y";"No Information Available";3;"Licensed";"Y";;"Y"
"FRANKLIN";"L357671";"The Frankfort Christian Academy";"1349 U.S. Highway 421 South";"Frankfort";"KY";40601;"(502) 695-0744";"1349 U.S. Highway 421 South";" Frankfort";40601;"04/30/2020";112;"Two_To_School";"N";"No Information Available";5;"Licensed";"N";;"No Information Available"
"JEFFERSON";"L358331";"The Gardner School";"9401 Mill Brook Drive";"Louisville";"KY";40223;"(502) 412-3088";"9401 Mill Brook Drive";" Louisville";40223;"09/30/2020";180;"Infant To Two_To_School";"N";"No Information Available";1;"Licensed";"N";;"No Information Available"
