"ID";"Name";"Address";"State";"City";"Zip";"Phone";"Services";"License Expires";"Capacity";"Facility Type";"DetailsRef";"Contact Name";"Financial Assistance";"Additional Classroom Types";"Night and Weekend Hours";"Meals Served";"Languages Spoken";"Bright Stars Rating";"RIDE CECE Approval";"Foundational Regulations";"Accepts CCAP";"Last date updated";"Website";"About Us";"Operation Hours Monday";"Operation Hours Tuesday";"Operation Hours Wednesday";"Operation Hours Thursday";"Operation Hours Friday";"Operation Hours Saturday";"Operation Hours Sunday";"Age Group"
4752;"Dreamland Learning Center III";"1588 Newport Avenue";"RI";"Pawtucket";2861;"(401) 655-1000";;;196;"Center";"https://exceed.ri.gov/program-search-details/4752";"Meaghan Smith";"CCAP";"Not Applicable";"None";;;0;"N/A";"DHS";"Yes";6/1/2020;;"This program has not yet provided this information.";;;;;;;;"2 months - 4 years, 3 - 5 years, 5+ years"
4780;"Primrose Preschool";"101 Frenchtown Road";"RI";"East Greenwich";2818;"(504) 756-7240";;;27;"Center";"https://exceed.ri.gov/program-search-details/4780";"Julia Liberati";"Information  by program";"Not Applicable";"None";;;0;"N/A";"DHS";"No";6/8/2020;;"This program has not yet provided this information.";;;;;;;;"3 - 5 years, 1 - 4 years"
4781;"Indigo Bethea";"79 Fillmore Street";"RI";"Providence";2908;"(401) 226-8281";;;8;"Home";"https://exceed.ri.gov/program-search-details/4781";"Indigo Bethea";"CCAP";"Not Applicable";"None";;;0;"N/A";"DHS";"Yes";6/1/2020;;"This program has not yet provided this information.";;;;;;;;"All age groups"
4784;"Carmen Sanchez";"171 MelroseSt.";"RI";"Providence";2907;"(401) 941-0872";;;6;"Home";"https://exceed.ri.gov/program-search-details/4784";"Carmen Sanchez";"Information  by program";"Not Applicable";"None";;;0;"N/A";"DHS";"No";6/11/2020;;"This program has not yet provided this information.";;;;;;;;"All age groups"
4796;"Master Han's US Taekwondo - Branch";"650 Branch Ave";"RI";"Providence";2904;"(401) 331-7900";;;200;"Center";"https://exceed.ri.gov/program-search-details/4796";"Saron Vongsavang";"Information  by program";"Not Applicable";"None";"Afternoon,Snack";"Korean,Mon-Khmer,,Cambodian,Spanish";0;"N/A";"DHS";"No";6/8/2020;"http://ustcomplex.com";"This program has not yet provided this information.";"6:30am - 6:00pm";"6:30am - 6:00pm";"6:30am - 6:00pm";"6:30am - 6:00pm";"6:30am - 6:00pm";;;"5+ years"
4797;"Little Learners Preschool";"1535 Hartford Avenue";"RI";"Johnston";2919;"(401) 996-7200";;;28;"Center";"https://exceed.ri.gov/program-search-details/4797";"Joan Tenerella";"Information  by program";"Not Applicable";"None";;;0;"N/A";"DHS";"No";6/8/2020;;"This program has not yet provided this information.";;;;;;;;"2 months - 4 years, 3 - 5 years"
4801;"CCAP Child Development Center";"1725 Broad Street";"RI";"Cranston";2905;"(401) 209-6868";;;44;"Center";"https://exceed.ri.gov/program-search-details/4801";"Toni Enright";"Information  by program";"Not Applicable";"None";;;0;"N/A";"DHS";"No";6/1/2020;;"This program has not yet provided this information.";;;;;;;;"2 months - 4 years, 3 - 5 years"
3946;"Beth Snyder";"134 Berry Lane";"RI";"Bristol";2809;"(508) 944-3508";;;6;"Home";"https://exceed.ri.gov/program-search-details/3946";"Beth Snyder";"Information  by program";"Not Applicable";"None";"Breakfast,Lunch,Afternoon,Snack";;0;"N/A";"DHS";"No";6/1/2020;"http://www.smallwonderschildcareri.com";"Small Wonders Child Care is a state-licensed, Early Childhood Facility that offers child care and early learning based on  RIELDS and NAEYC  standards for preschool children, ages 3, 4 and 5 years old.  Small Wonders Child Care provides busy families with quality childcare and early learning at an affordable price. We have an environment that is nurturing and fun as well as providing personalized attention to each child. We have convenient weekday hours available for the particular needs of your family.  ";"8:00am - 5:00pm";"8:00am - 5:00pm";"8:00am - 5:00pm";"8:00am - 5:00pm";"8:00am - 5:00pm";;;"All age groups"
3973;"Keyla Lluberes De Ortiz";"154 Early Street";"RI";"Providence";2907;"(401) 461-1036";;;8;"Home";"https://exceed.ri.gov/program-search-details/3973";"Keyla Lluberes De Ortiz";"CCAP";"Not Applicable";"None";;;0;"N/A";"DHS";"Yes";6/1/2020;;"This program has not yet provided this information.";;;;;;;;"All age groups"
3977;"Fresh Start Learning Center";"1165 Admiral Luce Street";"RI";"Middletown";2842;"(401) 619-0372";;;63;"Center";"https://exceed.ri.gov/program-search-details/3977";"RoseEllen Shultz";"CCAP";"Not Applicable";"None";;;0;"N/A";"DHS";"Yes";6/1/2020;;"This program has not yet provided this information.";"7:00am - 6:00pm";"7:00am - 6:00pm";"7:00am - 6:00pm";"7:00am - 6:00pm";"7:00am - 6:00pm";;;"2 months - 4 years, 3 - 5 years"
3978;"Claudia Taveras";"73 Marion Avenue";"RI";"Providence";2905;"(401) 301-0953";;;6;"Home";"https://exceed.ri.gov/program-search-details/3978";"Claudia Taveras";"CCAP";"Not Applicable";"None";;;0;"N/A";"DHS";"Yes";6/1/2020;;"This program has not yet provided this information.";;;;;;;;"All age groups"
3992;"Cristina Feliz";"267 Bayview Ave";"RI";"Cranston";2905;"(401) 942-2081";;;;"Home";"https://exceed.ri.gov/program-search-details/3992";"Cristina Feliz";"CCAP";"Not Applicable";"None";;;0;;"DHS";"Yes";;;"This program has not yet provided this information.";;;;;;;;
3995;"Rosa Felix";"67 Whittier Avenue";"RI";"Providence";2907;"(401) 533-9503";;;6;"Home";"https://exceed.ri.gov/program-search-details/3995";"Rosa Felix";"CCAP";"Not Applicable";"None";;;0;"N/A";"DHS";"Yes";6/1/2020;;"This program has not yet provided this information.";;;;;;;;"All age groups"
4005;"Pamela Joseph";"32 Knowles Street";"RI";"Pawtucket";2860;"(401) 725-4319";;;8;"Home";"https://exceed.ri.gov/program-search-details/4005";"Pamela Joseph";"Information  by program";"Not Applicable";"None";;;0;"N/A";"DHS";"No";6/11/2020;;"This program has not yet provided this information.";;;;;;;;"All age groups"
4011;"Dominga Herrera";"49 High School Ave";"RI";"Cranston";2910;;;;5;"Home";"https://exceed.ri.gov/program-search-details/4011";"Dominga Herrera";"CCAP";"Not Applicable";"None";;;0;"N/A";"DHS";"Yes";6/1/2020;;"This program has not yet provided this information.";;;;;;;;"All age groups"
4358;"Cadence Academy Preschool EG";"934 Main St.";"RI";"East Greenwich";2818;"(401) 884-0440";;;86;"Center";"https://exceed.ri.gov/program-search-details/4358";"Krystal Pereira";"CCAP";"Not Applicable";"None";"Breakfast,Morning,Snack,Lunch,Afternoon,Snack";"American,Sign,Language,Spanish";0;"N/A";"DHS";"Yes";6/1/2020;"https://www.cadence-academy.com/schools/east-greenwich-ri-preschool/";"The East Greenwich school is conveniently located on the North Kingstown/East Greenwich line. Our teachers are dedicated to providing the highest quality child care and learning for the young children in our infant, toddler, preschool and pre-kindergarten programs. We offer both a вЂњsurround careвЂќ program for kindergartners who attend the East Greenwich elementary schools and an exciting summer camp program.";"6:30am - 6:00pm";"6:30am - 6:00pm";"6:30am - 6:00pm";"6:30am - 6:00pm";"6:30am - 6:00pm";;;"2 months - 4 years, 3 - 5 years, 5+ years"
4359;"Cadence Academy Preschool Lincoln";"25 Blackstone Valley Place";"RI";"Lincoln";2865;"(401) 334-2210";;;;"Center";"https://exceed.ri.gov/program-search-details/4359";"Heather Grocott";"CCAP";"Not Applicable";"None";"Breakfast,Lunch,Afternoon,Snack";;0;;"DHS";"Yes";;"https://www.cadence-academy.com/schools/lincoln-ri-preschool/?utm_campaign=local_seo&amp;utm_medium=local_listing&amp;utm_source=google";"Cadence Academy Preschool, Lincoln offers high quality child care and learning for infants, toddlers, preschool, pre-Kindergarten, Kindergarten, and school-age children. Our вЂњsurround careвЂќ program also offers care for school-aged children before and after school and a full day program for school vacations, summer vacation, holidays and school closings. We also provide transportation to and from Lincoln and Cumberland schools!    The center is located in the business park between the Lincoln Mall and Lincoln High School, behind Amica Insurance. Our building includes bright, developmentally appropriate classrooms and large outdoor playgrounds. We also offer the Itty Bitty Sports program and KinderDance weekly.    We offer affordable rates, convenient hours and a great location minutes off all major highways. In addition, we utilize a nationally recognized curriculum and approach to education that you will see in action in all our centers, which provides a strong foundation for childrenвЂ™s academic success. Our teachers provide a warm, nurturing environment in which every child can be successful. Children retain more when theyвЂ™re having fun so our programs emphasize learning through play.";"6:30am - 6:00pm";"6:30am - 6:00pm";"6:30am - 6:00pm";"6:30am - 6:00pm";"6:30am - 6:00pm";;;
4360;"Cadence Academy Preschool NK";"4094 Quaker Lane";"RI";"North Kingstown";2852;"(401) 480-2094";;;;"Center";"https://exceed.ri.gov/program-search-details/4360";"Leigh Wolpensinger";"CCAP";"Not Applicable";"None";"Breakfast,Lunch,Afternoon,Snack";;0;;"DHS";"Yes";;;"This program has not yet provided this information.";"6:30am - 6:00pm";"6:30am - 6:00pm";"6:30am - 6:00pm";"6:30am - 6:00pm";"6:30am - 6:00pm";;;
4361;"Cadence Academy Preschool Smith.";"22 Cedar Swamp Rd.";"RI";"Smithfield";2917;"(401) 727-4474";;;;"Center";"https://exceed.ri.gov/program-search-details/4361";"Tanya  Pierce";"CCAP";"Not Applicable";"None";"Breakfast,Lunch,Afternoon,Snack";;0;;"DHS";"Yes";;"https://www.cadence-academy.com/schools/smithfield-ri-preschool/";"This program has not yet provided this information.";"6:30am - 6:00pm";"6:30am - 6:00pm";"6:30am - 6:00pm";"6:30am - 6:00pm";"6:30am - 6:00pm";;;
4362;"Cadence Academy Preschool Westerly";"42 Franklin St.";"RI";"Westerly";2891;"(401) 315-5544";;;;"Center";"https://exceed.ri.gov/program-search-details/4362";"Meghan  Johnson";"CCAP";"Not Applicable";"None";"Breakfast,Lunch,Afternoon,Snack,Evening,Snack";"American,Sign,Language,Spanish";0;;"DHS";"Yes";;"https://www.cadence-academy.com/schools/westerly-ri-preschool/";"Our state-of-the-art Westerly facility welcomes infants, toddlers, preschoolers and pre-kindergartners. We are open from 6:30am to 6:00pm, Monday through Friday, to fit the needs of our busy families. The center is conveniently located on Route 1, not far from the beautiful Westerly beaches. Our building includes bright, developmentally appropriate, fun classrooms and large outdoor playgrounds. As you will see our Westerly center is warm, inviting, and designed with young children in mind.    We utilize The ChildrenвЂ™s Workshop Curriculum, a framework we developed that draws inspiration from Creative Curriculum and the Rhode Island Early Learning Standards which you will see in action in all our centers. Children retain more when theyвЂ™re having fun so our programs emphasize learning through play. Our curriculum provides a strong foundation for childrenвЂ™s academic success and our teachers provide a warm, nurturing environment in which every child can be successful.";"6:30am - 6:00pm";"6:30am - 6:00pm";"6:30am - 6:00pm";"6:30am - 6:00pm";"6:30am - 6:00pm";;;
4386;"Ms. Carol's Learning Center LLC";"1326 Plainfield Pike";"RI";"Cranston";2920;"(401) 946-2211";;;32;"Center";"https://exceed.ri.gov/program-search-details/4386";"Carol DeBritto";"CCAP";"Not Applicable";"None";;;0;"N/A";"DHS";"Yes";6/1/2020;;"This program has not yet provided this information.";;;;;;;;"2 months - 4 years, 3 - 5 years"
4392;"Leonidas Ubiera";"1448 Plainfield Pike";"RI";"Cranston";2920;"(401) 942-6129";;;6;"Home";"https://exceed.ri.gov/program-search-details/4392";"Leonidas Ubiera";"CCAP";"Not Applicable";"None";;;0;"N/A";"DHS";"Yes";6/1/2020;;"This program has not yet provided this information.";;;;;;;;"All age groups"
4393;"Yudelka Gomez";"189 Bellevue Ave. Appartment 2";"RI";"Providence";2907;"(401) 270-7480";;;5;"Home";"https://exceed.ri.gov/program-search-details/4393";"Yudelka Gomez";"CCAP";"Not Applicable";"None";;;0;"N/A";"DHS";"Yes";6/1/2020;;"This program has not yet provided this information.";;;;;;;;"All age groups"
4403;"Creative Early Learning Ctr LLC U3";"2952 Hartford Ave.";"RI";"Johnston";2919;"(401) 934-2807";;;16;"Center";"https://exceed.ri.gov/program-search-details/4403";"Donna Torres";"CCAP";"Not Applicable";"None";;;0;"N/A";"DHS";"Yes";6/1/2020;;"This program has not yet provided this information.";;;;;;;;"2 months - 4 years"
4404;"Creative Early Learn. Ctr LLC U5&amp;4";"2952 Hartford Avenue";"RI";"Johnston";2919;"(401) 934-2807";;;60;"Center";"https://exceed.ri.gov/program-search-details/4404";"Meghann Houle";"CCAP";"Not Applicable";"None";;;0;"N/A";"DHS";"Yes";6/1/2020;;"This program has not yet provided this information.";;;;;;;;"3 - 5 years, 1 - 4 years"
4427;"Jacqueline Bello";"246 Gallatin St";"RI";"Providence";2907;"(401) 781-0516";;;6;"Home";"https://exceed.ri.gov/program-search-details/4427";"Jacqueline Bello";"CCAP";"Not Applicable";"None";;;0;"N/A";"DHS";"Yes";6/1/2020;;"This program has not yet provided this information.";;;;;;;;"All age groups"
4428;"Aristomedia Taveras";"185 Mount Pleasant Avenue Appartment 2";"RI";"Providence";2901;"(401) 272-0186";;;4;"Home";"https://exceed.ri.gov/program-search-details/4428";"Aristomedia Taveras";"CCAP";"Not Applicable";"None";;;0;"N/A";"DHS";"Yes";6/1/2020;;"This program has not yet provided this information.";;;;;;;;"All age groups"
4429;"Yamilka De Jesus";"271 Massachusetts Ave";"RI";"Providence";2905;"(401) 563-7264";;;5;"Home";"https://exceed.ri.gov/program-search-details/4429";"Yamilka De Jesus";"CCAP";"Not Applicable";"None";;;0;"N/A";"DHS";"Yes";6/1/2020;;"This program has not yet provided this information.";;;;;;;;"All age groups"
4445;"Clara Portes";"74 Barrows St";"RI";"Providence";2909;"(401) 944-6391";;;6;"Home";"https://exceed.ri.gov/program-search-details/4445";"Clara Portes";"CCAP";"Not Applicable";"None";;;0;"N/A";"DHS";"Yes";6/1/2020;;"This program has not yet provided this information.";;;;;;;;"All age groups"
4446;"Stadium School";"100 Crescent Ave";"RI";"Cranston";2910;(401) 456-9100;;;;"School";"https://exceed.ri.gov/program-search-details/4446";"Kimberly O'Connell";"Information  by program";"Not Applicable";"None";;;0;"N/A";"Basic Education Program";"No";6/22/2020;;"This program has not yet provided this information.";;;;;;;;"3 - 5 years"
4447;"Edgewood Highland School";"160 Pawtuxet Avenue";"RI";"Cranston";2905;(401) 456-9100;;;;"School";"https://exceed.ri.gov/program-search-details/4447";"Kimberly O'Connell";"Information  by program";"Not Applicable";"None";;;0;"N/A";"Basic Education Program";"No";6/9/2020;;"This program has not yet provided this information.";;;;;;;;"3 - 5 years"
4448;"Highlander Elementary Charter School";"42 Lexington Ave";"RI";"Providence";2907;"(401) 277-2600";;;;"School";"https://exceed.ri.gov/program-search-details/4448";" ";"Information  by program";"Not Applicable";"None";;;0;"N/A";"Basic Education Program";"No";6/22/2020;"http://www.highlandercharter.org";"This program has not yet provided this information.";;;;;;;;"3 - 5 years"
4449;"Cranston Early Learning Center";"45 Sprague Avenue";"RI";"Cranston";2910;(401) 456-9100;;;;"School";"https://exceed.ri.gov/program-search-details/4449";"Kimberly OConnell";"Information  by program";"Not Applicable";"None";;;0;"N/A";"Basic Education Program";"No";6/19/2020;;"This program has not yet provided this information.";;;;;;;;"3 - 5 years"
4450;"Stadium School";"100 Crescent Ave";"RI";"Cranston";2910;(401) 456-9100;;;;"School";"https://exceed.ri.gov/program-search-details/4450";"Kimberly OConnell";"Information  by program";"Not Applicable";"None";;;0;"N/A";"Basic Education Program";"No";6/22/2020;;"This program has not yet provided this information.";;;;;;;;"3 - 5 years"
4480;"Edgewood Highland School";"160 Pawtuxet Avenue";"RI";"Cranston";2905;(401) 456-9100;;;;"School";"https://exceed.ri.gov/program-search-details/4480";"Kimberly OConnell";"Information  by program";"Not Applicable";"None";;;0;"N/A";"Basic Education Program";"No";6/9/2020;;"This program has not yet provided this information.";;;;;;;;"3 - 5 years"
4481;"Orchard Farms Elementary School";"1555 Scituate Avenue";"RI";"Cranston";2921;(401) 456-9100;;;;"School";"https://exceed.ri.gov/program-search-details/4481";"Kimberly OConnell";"Information  by program";"Not Applicable";"None";;;0;"N/A";"Basic Education Program";"No";6/22/2020;;"This program has not yet provided this information.";;;;;;;;"3 - 5 years"
4482;"Asa Messer Elementary School";"1655 Westminster Street";"RI";"Providence";2909;"(401) 456-9100";;;;"School";"https://exceed.ri.gov/program-search-details/4482";"Christen Ahern";"Information  by program";"Not Applicable";"None";;;0;"N/A";"Basic Education Program";"No";6/22/2020;"https://www.providenceschools.org/messer";"This program has not yet provided this information.";;;;;;;;"3 - 5 years"
4485;"Ariana Bobie";"134 Verndale Ave";"RI";"Providence";2905;"(401) 781-2814";;;5;"Home";"https://exceed.ri.gov/program-search-details/4485";"Ariana Bobie";"CCAP";"Not Applicable";"None";;;0;"N/A";"DHS";"Yes";6/1/2020;;"This program has not yet provided this information.";;;;;;;;"All age groups"
4486;"Zoila Mendez";"88 Lexington Ave Appartment 1";"RI";"Providence";2907;;;;5;"Home";"https://exceed.ri.gov/program-search-details/4486";"Zoila Mendez";"CCAP";"Not Applicable";"None";;;0;"N/A";"DHS";"Yes";6/1/2020;;"This program has not yet provided this information.";;;;;;;;"All age groups"
