"ShortName";"ProviderName";"ProviderNumber";"Address";"City";"State";"Zip";"County";"LocationNumber";"FacilityNumber";"Regulations";"ContactName";"ContactPhone";"LicenseeName";"AgesServed";"Stars";"DayCapacity";"NightCapacity";"MonthsOpen";"Accreditation";"Mon";"Tue";"Wed";"Thu";"Fri";"Sat";"Sun";"FacilityID";"GroupSize";"ChildrenUnder7"
"Kenworthy Christian Childcare";"Kenworthy Christian Childcare";3000588383;"15201 Golden Rd";"Tomah";"WI";"54660-6720";"Monroe County";2;"N/A";"Regular Certified";"Drew Kenworthy";"(608) 387-1170";"Drew Kenworthy";"6 Week(s) - 12 Year(s)";"2 Stars";;;"Jan - Dec";;"7:00AM - 5:00PM";"7:00AM - 5:00PM";"7:00AM - 5:00PM";"7:00AM - 5:00PM";"7:00AM - 5:00PM";"Closed";"Closed";"3000588383_2";6;3
"Kidcare On Camelot";"Kidcare On Camelot";9000583619;"3491 Camelot Ave";"Sparta";"WI";54656;"Monroe County";1;1015426;"Licensed Family";"Patricia Stange";"(608) 769-1175";"Patricia Stange";"0 Week(s) - 13 Year(s)";"2 Stars";8;0;"Jan - Dec";;"5:00AM - 5:00PM";"5:00AM - 5:00PM";"5:00AM - 5:00PM";"5:00AM - 5:00PM";"5:00AM - 5:00PM";"Closed";"Closed";"9000583619_1";;
"Kids Kountry Learning Center Ltd";"Kids Kountry Learning Center Ltd";3000559393;"1319 Mark Ave";"Tomah";"WI";54660;"Monroe County";1;520043;"Licensed Group";"Vera Kress-Dechant";"(608) 372-5437";"Vera Kress Dechant";"6 Week(s) - 13 Year(s)";"2 Stars";80;0;"Jan - Dec";;"6:30AM - 5:30PM";"6:30AM - 5:30PM";"6:30AM - 5:30PM";"6:30AM - 5:30PM";"6:30AM - 5:30PM";"Closed";"Closed";"3000559393_1";;
"Leaps And Bounds Child Care";"Leaps And Bounds Child Care";8000587118;"31857 Fremont Ave";"Tomah";"WI";"54660-6571";"Monroe County";1;2000367;"Licensed Group";"Tera Lang";"(608) 372-6828";"Jerome Lang";"4 Week(s) - 13 Year(s)";"2 Stars";16;0;"Jan - Dec";;"6:00AM - 6:00PM";"6:00AM - 6:00PM";"6:00AM - 6:00PM";"6:00AM - 6:00PM";"6:00AM - 6:00PM";"Closed";"Closed";"8000587118_1";;
"Noah's Ark Christian Learning Center";"Noah's Ark Christian Learning Center";7000577937;"1105 Butts Ave";"Tomah";"WI";54660;"Monroe County";1;520390;"Licensed Group";"Krysta Deede";"(608) 372-4543";"Dean Baumgarten";"2 Year(s), 6 Month(s) - 12 Year(s)";"2 Stars";50;0;"Jan - Dec";;"7:30AM - 5:30PM";"7:30AM - 5:30PM";"7:30AM - 5:30PM";"7:30AM - 5:30PM";"7:30AM - 5:30PM";"Closed";"Closed";"7000577937_1";;
"Nurturing Nest Child Care";"Nurturing Nest Child Care";4000588794;"950 Saddlewood Ave";"Sparta";"WI";"54656-8834";"Monroe County";1;"N/A";"Regular Certified";"Nichole Ebel-Bailey";"(608) 487-4637";"Nichole Ebel-Bailey";"2 Year(s) - 12 Year(s)";"2 Stars";;;"Jan - Dec";;"6:00AM - 5:15PM";"6:00AM - 5:15PM";"6:00AM - 5:15PM";"6:00AM - 5:15PM";"6:00AM - 5:15PM";"Closed";"Closed";"4000588794_1";6;3
"Sophia Lopez";"Sophia Lopez";6000589956;"614 Monroe St";"Sparta";"WI";"54656-1905";"Monroe County";1;"N/A";"Regular Certified";"Sophia Lopez";"(608) 269-0055";"Sophia Lopez";"6 Week(s) - 12 Year(s)";"2 Stars";;;"Jan - Dec";;"7:00AM - 5:30PM";"7:00AM - 5:30PM";"7:00AM - 5:30PM";"7:00AM - 5:30PM";"7:00AM - 5:30PM";"Closed";"Closed";"6000589956_1";6;3
"Superior Children's Learning Center";"Superior Children's Learning Center";2000589912;"1400 N Superior Ave";"Tomah";"WI";"54660-1132";"Monroe County";1;2004801;"Licensed Group";"Amanda Finnigan";"(608) 567-2008";"Amanda Finnigan";"6 Week(s) - 10 Year(s)";"2 Stars";29;0;"Jan - Dec";;"6:30AM - 6:00PM";"6:30AM - 6:00PM";"6:30AM - 6:00PM";"6:30AM - 6:00PM";"6:30AM - 6:00PM";"Closed";"Closed";"2000589912_1";;
"Ahuco Head Start Center";"Ahuco Head Start Center";1000556721;"321 Epoch Rd";"Tomah";"WI";54660;"Monroe County";3;520372;"Licensed Group";"Tori Moake";"(608) 372-6669";"Marlon Whiteeagle";"3 Year(s) - 7 Year(s)";;20;0;"Aug - May";;"7:00AM - 4:30PM";"7:00AM - 4:30PM";"7:00AM - 4:30PM";"7:00AM - 4:30PM";"7:00AM - 4:30PM";"Closed";"Closed";"1000556721_3";;
"Pam's Precious Moments Day Care";"Pam's Precious Moments Day Care";8000564088;"820 Terry Ct";"Sparta";"WI";54656;"Monroe County";2;1014254;"Licensed Family";"Pam Erickson";"(608) 269-1824";"Pamela Erickson";"6 Week(s) - 13 Year(s)";;8;0;"Jan - Dec";;"6:30AM - 5:30PM";"6:30AM - 5:30PM";"6:30AM - 5:30PM";"6:30AM - 5:30PM";"6:30AM - 5:30PM";"Closed";"Closed";"8000564088_2";;
"Perry's Playhouse";"Perry's Playhouse";3000584793;"1851 River Road";"Sparta";"WI";54656;"Monroe County";1;1013838;"Licensed Family";"Lesa Perry";"(608) 633-2871";"Lesa Perry";"4 Week(s) - 13 Year(s)";;8;0;"Jan - Dec";;"6:30AM - 5:30PM";"6:30AM - 5:30PM";"6:30AM - 5:30PM";"6:30AM - 5:30PM";"6:30AM - 5:00PM";"Closed";"Closed";"3000584793_1";;
"Smile Care";"Smile Care";2000575642;"4519 Halley Ave";"Sparta";"WI";"54656-3847";"Monroe County";2;1014256;"Licensed Family";"Cindy Bruggeman";"(608) 269-3383";"Cindy Brueggeman";"6 Week(s) - 12 Year(s)";;8;0;"Jan - Dec";;"7:00AM - 5:15PM";"7:00AM - 5:15PM";"7:00AM - 5:15PM";"7:00AM - 5:15PM";"7:00AM - 5:15PM";"Closed";"Closed";"2000575642_2";;
"Tomah School Of Childhood";"Tomah School Of Childhood";5000577925;"115 W Lacrosse St";"Tomah";"WI";54660;"Monroe County";1;520178;"Licensed Group";"Kimberly Eckelberg";"(608) 372-2969";"Jennifer Kilpatrick";"3 Year(s) - 7 Year(s)";;47;0;"Sep - Jun";;"7:00AM - 5:30PM";"7:00AM - 5:30PM";"7:00AM - 5:30PM";"7:00AM - 5:30PM";"7:00AM - 5:30PM";"Closed";"Closed";"5000577925_1";;
"Oconto Head Start Center";"Oconto Head Start Center";4000564934;"810 Scherer Ave";"Oconto";"WI";"54153-1110";"Oconto County";32;1012355;"Licensed Group";"Nicole Wiedemeier";"(920) 834-4721";"Amy Stefanovic";"3 Year(s) - 6 Year(s)";"5 Stars";20;0;"Sep - May";"Head Start Performance Standards";"7:30AM - 4:30PM";"7:30AM - 4:30PM";"7:30AM - 4:30PM";"7:30AM - 4:30PM";"7:30AM - 4:30PM";"Closed";"Closed";"4000564934_32";;
"Precious Cargo";"Precious Cargo";7000582187;"1231 Corine Ct";"Pulaski";"WI";"54162-9009";"Oconto County";1;1014335;"Licensed Family";"Sheri Bishop";"(920) 822-8116";"Sheri Bishop";"6 Week(s) - 13 Year(s)";"5 Stars";8;0;"Jan - Dec";;"6:00AM - 5:30PM";"6:00AM - 5:30PM";"6:00AM - 5:30PM";"6:00AM - 5:30PM";"6:00AM - 5:30PM";"Closed";"Closed";"7000582187_1";;
"Building Blocks Childcare Center";"Building Blocks Childcare Center";2000589342;"6090 County Rd S";"Sobieski";"WI";"54171-9782";"Oconto County";1;2003742;"Licensed Group";"Theresa Schulte";"(920) 822-1380";"Theresa Schulte";"6 Week(s) - 13 Year(s)";"3 Stars";46;0;"Jan - Dec";;"5:30AM - 6:00PM";"5:30AM - 6:00PM";"5:30AM - 6:00PM";"5:30AM - 6:00PM";"5:30AM - 6:00PM";"Closed";"Closed";"2000589342_1";;
"Country Kids Family Day Care";"Country Kids Family Day Care";8000559208;"7973 Regal Ln";"Pulaski";"WI";54162;"Oconto County";1;1005027;"Licensed Family";"Tammie Lacount";"(920) 660-2192";"Tammie La Count";"6 Week(s) - 13 Year(s)";"3 Stars";8;0;"Jan - Dec";;"5:00AM - 5:00PM";"5:00AM - 5:00PM";"5:00AM - 5:00PM";"5:00AM - 5:00PM";"5:00AM - 5:00PM";"Closed";"Closed";"8000559208_1";;
"Oconto Area Non-Profit Child Care Inc.";"Oconto Area Non-Profit Child Care Inc.";8000559088;"1007 Pecor St";"Oconto";"WI";54153;"Oconto County";1;420470;"Licensed Group";"Aimee M Clough";"(920) 834-5211";"Bridgett Finger";"6 Week(s) - 13 Year(s)";"3 Stars";70;0;"Jan - Dec";;"6:00AM - 6:00PM";"6:00AM - 6:00PM";"6:00AM - 6:00PM";"6:00AM - 6:00PM";"6:00AM - 6:00PM";"Closed";"Closed";"8000559088_1";;
"Sunshine Child Center Inc";"Sunshine Child Center Inc";6000559096;"213 W Park St";"Gillett";"WI";54124;"Oconto County";2;1009731;"Licensed Group";"Rhonda Badeau";"(920) 855-6303";"Jennifer Van Kauwenberg";"6 Week(s) - 13 Year(s)";"3 Stars";50;0;"Jan - Dec";;"5:00AM - 6:00PM";"5:00AM - 6:00PM";"5:00AM - 6:00PM";"5:00AM - 6:00PM";"5:00AM - 6:00PM";"Closed";"Closed";"6000559096_2";;
"Jamie's Child Care";"Jamie's Child Care";1000559111;"294 Park Ave";"Oconto Falls";"WI";54154;"Oconto County";1;1015196;"Licensed Family";"Jamie Warner";"(920) 373-2971";"Jamie Warner";"6 Week(s) - 13 Year(s)";"2 Stars";8;0;"Jan - Dec";;"5:00AM - 5:00PM";"5:00AM - 5:00PM";"5:00AM - 5:00PM";"5:00AM - 5:00PM";"5:00AM - 5:00PM";"Closed";"Closed";"1000559111_1";;
"Kim Dercks Daycare";"Kim Dercks Daycare";5000582645;"9650 Dudzik Rd";"Krakow";"WI";"54137-9703";"Oconto County";1;2000935;"Licensed Family";"Kim Albers";"(920) 609-2159";"Kim Albers";"6 Week(s) - 13 Year(s)";"2 Stars";8;0;"Jan - Dec";;"5:30AM - 5:30PM";"5:30AM - 5:30PM";"5:30AM - 5:30PM";"5:30AM - 5:30PM";"5:30AM - 5:30PM";"Closed";"Closed";"5000582645_1";;
"Large Fry's";"Large Fry's";9000559089;"304 E Main St";"Lena";"WI";"54139-9488";"Oconto County";4;2000219;"Licensed Group";"Debra Samsa";"(920) 604-3556";"Debra Samsa";"2 Year(s) - 13 Year(s)";"2 Stars";20;0;"Jan - Dec";;"5:30AM - 5:30PM";"5:30AM - 5:30PM";"5:30AM - 5:30PM";"5:30AM - 5:30PM";"5:30AM - 5:30PM";"Closed";"Closed";"9000559089_4";;
"Little Giggles Childcare";"Little Giggles Childcare";5000589135;"5618 Elm Ave";"Oconto";"WI";"54153-9510";"Oconto County";1;2003371;"Licensed Family";"Elizabeth Coshenet";"(920) 604-0727";"Elizabeth Coshenet";"6 Week(s) - 12 Year(s)";"2 Stars";8;0;"Jan - Dec";;"6:30AM - 4:15PM";"6:30AM - 4:15PM";"6:30AM - 4:15PM";"6:30AM - 4:15PM";"6:30AM - 4:15PM";"Closed";"Closed";"5000589135_1";;
"Play Days";"Play Days";6000588716;"308 Orchard Cir";"Gillett";"WI";"54124-9310";"Oconto County";1;"N/A";"Regular Certified";"Danielle Baumgarten";"(920) 737-2291";"Danielle Baumgarten";"3 Month(s) - 13 Year(s)";"2 Stars";;;"Jan - Dec";;"6:00AM - 5:00PM";"6:00AM - 5:00PM";"6:00AM - 5:00PM";"6:00AM - 5:00PM";"6:00AM - 5:00PM";"Closed";"Closed";"6000588716_1";6;3
"Cuddle Bugs Childcare";"Cuddle Bugs Childcare";7000589357;"5823 Main St";"Abrams";"WI";"54101-9684";"Oconto County";1;2003790;"Licensed Family";"Colleen Miller";"(920) 328-8172";"Colleen Miller";"6 Week(s) - 12 Year(s)";;8;0;"Jan - Dec";;"5:30AM - 5:30PM";"5:30AM - 5:30PM";"5:30AM - 5:30PM";"5:30AM - 5:30PM";"5:30AM - 5:30PM";"Closed";"Closed";"7000589357_1";;
"Oconto Preschool Center Inc";"Oconto Preschool Center Inc";3000577893;"810 Scherer Ave";"Oconto";"WI";54153;"Oconto County";3;1010875;"Licensed Group";"Christina Daul";"(920) 834-7808";"Lauren Resch";"3 Year(s) - 5 Year(s)";;13;0;"Aug - May";;"8:00AM - 3:30PM";"8:00AM - 3:30PM";"8:00AM - 3:30PM";"8:00AM - 3:30PM";"8:00AM - 3:30PM";"Closed";"Closed";"3000577893_3";;
"Rhinelander Head Start";"Rhinelander Head Start";4000564934;"1872 N Stevens St";"Rhinelander";"WI";"54501-2161";"Oneida County";6;620091;"Licensed Group";"Jodi Belille";"(715) 369-3050";"Amy Stefanovic";"3 Year(s) - 7 Year(s)";"5 Stars";20;0;"Sep - Jun";"Head Start Performance Standards";"7:30AM - 4:30PM";"7:30AM - 4:30PM";"7:30AM - 4:30PM";"7:30AM - 4:30PM";"7:30AM - 4:30PM";"Closed";"Closed";"4000564934_6";;
"Early Childhood Academy Inc";"Early Childhood Academy Inc";1000589001;"1601 W Davenport St";"Rhinelander";"WI";"54501-2987";"Oneida County";1;2003173;"Licensed Group";"Lacey Pasanen";"(715) 362-3658";"Kaitlin Haase";"6 Week(s) - 8 Year(s)";"4 Stars";55;0;"Jan - Dec";;"6:30AM - 5:30PM";"6:30AM - 5:30PM";"6:30AM - 5:30PM";"6:30AM - 5:30PM";"6:30AM - 5:30PM";"Closed";"Closed";"1000589001_1";;
"First Steps Early Learning Center";"First Steps Early Learning Center";9000587609;"915 Lincoln St";"Rhinelander";"WI";"54501-3545";"Oneida County";1;2001078;"Licensed Group";"Tricia Pugh";"(715) 901-1282";"Tricia Pugh";"6 Week(s) - 9 Year(s)";"4 Stars";40;0;"Jan - Dec";;"6:30AM - 5:45PM";"6:30AM - 5:45PM";"6:30AM - 5:45PM";"6:30AM - 5:45PM";"6:30AM - 5:45PM";"Closed";"Closed";"9000587609_1";;
"Busy Bees Daycare";"Busy Bees Daycare";7000558527;"3664 Lake Thompson Rd";"Rhinelander";"WI";"54501-8313";"Oneida County";2;1016119;"Licensed Family";"Dawn Stolzman";"(224) 616-0213";"Dawn Stolzman";"6 Week(s) - 13 Year(s)";"3 Stars";8;0;"Jan - Dec";;"5:30AM - 5:30PM";"5:30AM - 5:30PM";"5:30AM - 5:30PM";"5:30AM - 5:30PM";"5:30AM - 4:30PM";"Closed";"Closed";"7000558527_2";;
"Little Sunshines Learning Center";"Little Sunshines Learning Center";2000589742;"1805 Superior St";"Three Lakes";"WI";"54562-9284";"Oneida County";1;2004466;"Licensed Group";"Danielle Froseth";"(715) 891-1244";"Rachael Kirby";"6 Week(s) - 12 Year(s)";"3 Stars";35;0;"Jan - Dec";;"7:00AM - 5:30PM";"7:00AM - 5:30PM";"7:00AM - 5:30PM";"7:00AM - 5:30PM";"7:00AM - 5:30PM";"Closed";"Closed";"2000589742_1";;
"The Y Fit And Fun Afterschool Prog";"The Y Fit And Fun Afterschool Prog";7000573797;"2003 E Winnebago St";"Rhinelander";"WI";"54501-8876";"Oneida County";15;2000845;"Licensed Group";"Abbie Cline";"(715) 362-9622";"Amy O'melia";"5 Year(s) - 14 Year(s), 7 Month(s)";"3 Stars";50;0;"Sep - Jun";;"6:30AM - 5:30PM";"6:30AM - 5:30PM";"6:30AM - 5:30PM";"6:30AM - 5:30PM";"6:30AM - 5:30PM";"Closed";"Closed";"7000573797_15";;
"Tiny Tykes Child Care Center Llc";"Tiny Tykes Child Care Center Llc";588010;"6930 W School St";"Three Lakes";"WI";"54562-9035";"Oneida County";1;2001605;"Licensed Group";"Rachel Wiedeman";"(715) 891-8067";"Rachel Wiedeman";"6 Week(s) - 13 Year(s)";"3 Stars";25;0;"Jan - Dec";;"6:00AM - 6:00PM";"6:00AM - 6:00PM";"6:00AM - 6:00PM";"6:00AM - 6:00PM";"6:00AM - 6:00PM";"Closed";"Closed";"588010_1";;
"Ymca Youth Development Center";"Ymca Youth Development Center";7000573797;"511 S Pelham St";"Rhinelander";"WI";"54501-3316";"Oneida County";6;1010540;"Licensed Group";"Diane Zarembka";"(715) 362-9622";"Amy O'melia";"6 Week(s) - 15 Year(s)";"3 Stars";107;0;"Jan - Dec";;"6:30AM - 5:30PM";"6:30AM - 5:30PM";"6:30AM - 5:30PM";"6:30AM - 5:30PM";"6:30AM - 5:30PM";"Closed";"Closed";"7000573797_6";;
"North Country Montessori";"North Country Montessori";7000585527;"8961 County J";"Woodruff";"WI";"54568-9309";"Oneida County";1;1014918;"Licensed Group";"Candice Henderson";"(715) 356-4678";"Candice Henderson";"2 Week(s) - 14 Year(s)";"2 Stars";28;0;"Jan - Dec";;"7:00AM - 6:00PM";"7:00AM - 6:00PM";"7:00AM - 6:00PM";"7:00AM - 6:00PM";"7:00AM - 6:00PM";"Closed";"Closed";"7000585527_1";;
"Ymca Day Camp";"Ymca Day Camp";7000573797;"2003 E Winnebago St";"Rhinelander";"WI";"54501-8876";"Oneida County";8;1011438;"Licensed Camp";"Abbie Cline";"(715) 362-9622";"Amy O'melia";"5 Year(s) - 18 Year(s)";"2 Stars";120;0;"Jun - Sep";;"6:30AM - 5:30PM";"6:30AM - 5:30PM";"6:30AM - 5:30PM";"6:30AM - 5:30PM";"6:30AM - 5:30PM";"Closed";"Closed";"7000573797_8";;
"Little Sunshines Learning Center Ii Llc";"Little Sunshines Learning Center Ii Llc";7000590127;"9241 County J";"Minocqua";"WI";"54548-9321";"Oneida County";1;2005145;"Licensed Group";"Tiffany Papapetru";"(715) 358-5437";"Rachael Kirby";"6 Week(s) - 13 Year(s)";;59;0;"Jan - Dec";;"6:30AM - 5:30PM";"6:30AM - 5:30PM";"6:30AM - 5:30PM";"6:30AM - 5:30PM";"6:30AM - 5:30PM";"Closed";"Closed";"7000590127_1";;
"Tiny Tykes Daycare";"Tiny Tykes Daycare";581610;"1256 Curran St";"Rhinelander";"WI";"54501-2205";"Oneida County";4;2005734;"Regular Certified";"Amanda Engstrom";"(715) 360-7016";"Amanda Engstrom";"3 Week(s) - 12 Year(s)";;;;"Jan - Dec";;"6:30AM - 5:30PM";"6:30AM - 5:30PM";"6:30AM - 5:30PM";"6:30AM - 5:30PM";"6:30AM - 4:30PM";"Closed";"Closed";"581610_4";6;3
"Crescent Lake Bible Camp";"Crescent Lake Bible Camp";5000589585;"2750 Bible Camp Rd";"Rhinelander";"WI";"54501-9471";"Oneida County";2;2004141;"Licensed Camp";"Maria Rudesill";"(715) 203-0500";"Gary Grobner";"5 Year(s) - 15 Year(s)";;60;0;"Jun - Aug";;"7:00AM - 6:00PM";"7:00AM - 6:00PM";"7:00AM - 6:00PM";"7:00AM - 6:00PM";"7:00AM - 6:00PM";"Closed";"Closed";"5000589585_2";;
"Little Explorers Preschool";"Little Explorers Preschool";2000589492;"6065 State Highway 70 E";"Saint Germain";"WI";"54558-8703";"Oneida County";1;2003970;"Licensed Group";"Gwendolyn Reese";"(715) 479-2173";"Jefferson Maines";"2 Year(s), 6 Month(s) - 6 Year(s)";;22;0;"Sep - Jun";;"8:30AM - 12:00PM";"8:30AM - 12:00PM";"8:30AM - 12:00PM";"8:30AM - 12:00PM";"Closed";"Closed";"Closed";"2000589492_1";;
"Mr. David's Second Home Child Care";"Mr. David's Second Home Child Care";5000589915;"3942 Lakeshore Dr";"Rhinelander";"WI";"54501-9519";"Oneida County";1;"N/A";"Regular Certified";"David Hartmann";"(715) 362-3199";"David Hartmann";"4 Year(s) - 12 Year(s)";;;;"Jan - Dec";;"6:00AM - 10:00PM";"6:00AM - 10:00PM";"6:00AM - 10:00PM";"6:00AM - 10:00PM";"6:00AM - 10:00PM";"6:00AM - 10:00PM";"6:00AM - 10:00PM";"5000589915_1";6;3
"My Little Angels Child Care";"My Little Angels Child Care";2000587502;"518 Norway St";"Rhinelander";"WI";"54501-3339";"Oneida County";1;2000506;"Licensed Family";"Tammy Evenstad";"(715) 420-0467";"Tammy Evenstad";"6 Week(s) - 14 Year(s)";;8;0;"Jan - Dec";;"7:00AM - 7:00PM";"7:00AM - 7:00PM";"7:00AM - 7:00PM";"7:00AM - 7:00PM";"7:00AM - 7:00PM";"Closed";"Closed";"2000587502_1";;
"Nicolet Child Care";"Nicolet Child Care";6000590616;"91 N Courtney St";"Rhinelander";"WI";"54501-3072";"Oneida County";2;2005593;"Probationary Licensed Family";"Brandi Neri";"(715) 525-1670";"Brandi Neri";"6 Week(s) - 13 Year(s)";;8;0;"Jan - Dec";;"5:00AM - 5:30PM";"5:00AM - 5:30PM";"5:00AM - 5:30PM";"5:00AM - 5:30PM";"5:00AM - 5:30PM";"5:00AM - 5:30PM";"5:00AM - 5:30PM";"6000590616_2";;
"Apple Tree Connections Llc";"Apple Tree Connections Llc";8000582658;"5020 N Providence Ave";"Appleton";"WI";"54913-8060";"Outagamie County";1;1012086;"Licensed Group";"Tina Tillman";"(920) 560-5437";"Tina Tillman";"6 Week(s) - 13 Year(s)";"5 Stars";150;0;"Jan - Dec";;"6:30AM - 5:30PM";"6:30AM - 5:30PM";"6:30AM - 5:30PM";"6:30AM - 5:30PM";"6:30AM - 5:30PM";"Closed";"Closed";"8000582658_1";;
"Appleton's Community Childcare Ctr";"Appleton's Community Childcare Ctr";1000559971;"208 S Pine St";"Kimberly";"WI";54136;"Outagamie County";2;1007814;"Licensed Group";"Karyn Vanryzin";"(920) 788-8740";"Brian Tate";"6 Week(s) - 13 Year(s)";"5 Stars";75;0;"Jan - Dec";;"6:30AM - 5:30PM";"6:30AM - 5:30PM";"6:30AM - 5:30PM";"6:30AM - 5:30PM";"6:30AM - 5:30PM";"Closed";"Closed";"1000559971_2";;
"Bridges Child Enrichment Center";"Bridges Child Enrichment Center";9000559709;"313 S State St";"Appleton";"WI";"54911-5929";"Outagamie County";1;420071;"Licensed Group";"Nicole Desten";"(920) 739-3840";"Matthew Rehbein";"6 Week(s) - 13 Year(s)";"5 Stars";116;0;"Jan - Dec";"National Association for the Education of Young Children (NAEYC)";"6:45AM - 5:30PM";"6:45AM - 5:30PM";"6:45AM - 5:30PM";"6:45AM - 5:30PM";"6:45AM - 5:30PM";"Closed";"Closed";"9000559709_1";;
"Creative Child Learning Center";"Creative Child Learning Center";1000587531;"1901 N Richmond St";"Appleton";"WI";"54911-2732";"Outagamie County";1;2000961;"Licensed Group";"Angela Paltzer";"(920) 734-0888";"Angela Paltzer";"2 Year(s) - 10 Year(s)";"5 Stars";60;0;"Jan - Dec";;"6:45AM - 6:00PM";"6:45AM - 6:00PM";"6:45AM - 6:00PM";"6:45AM - 6:00PM";"6:45AM - 6:00PM";"Closed";"Closed";"1000587531_1";;
"Growing Hands Family Child Care";"Growing Hands Family Child Care";1000574241;"4480 Coriander Ct";"Kaukauna";"WI";"54130-4556";"Outagamie County";1;1005527;"Licensed Family";"Sarah Fleming";"(920) 851-3384";"Sarah Fleming";"6 Week(s) - 11 Year(s)";"5 Stars";8;0;"Jan - Dec";;"6:00AM - 5:00PM";"6:00AM - 5:00PM";"6:00AM - 5:00PM";"6:00AM - 5:00PM";"6:00AM - 5:00PM";"Closed";"Closed";"1000574241_1";;
"Kindercare Learning Ctr - Appleton";"Kindercare Learning Ctr - Appleton";580590;"332 Metro Dr";"Appleton";"WI";54913;"Outagamie County";18;1010032;"Licensed Group";"Amber Runge";"(920) 739-6963";"John Wyatt";"6 Week(s) - 13 Year(s)";"5 Stars";103;0;"Jan - Dec";"National Association for the Education of Young Children (NAEYC)";"6:30AM - 6:00PM";"6:30AM - 6:00PM";"6:30AM - 6:00PM";"6:30AM - 6:00PM";"6:30AM - 6:00PM";"Closed";"Closed";"580590_18";;
"Kindercare Learning Ctr - Truman";"Kindercare Learning Ctr - Truman";580590;"749 Truman St";"Kimberly";"WI";54136;"Outagamie County";10;1010059;"Licensed Group";"Jill Schlag";"(920) 687-3111";"John Wyatt";"6 Week(s) - 13 Year(s)";"5 Stars";160;0;"Jan - Dec";"National Association for the Education of Young Children (NAEYC)";"6:00AM - 6:00PM";"6:00AM - 6:00PM";"6:00AM - 6:00PM";"6:00AM - 6:00PM";"6:00AM - 6:00PM";"Closed";"Closed";"580590_10";;
"Kindercare Learning Ctrs 1304";"Kindercare Learning Ctrs 1304";555710;"3036 N Ballard Rd";"Appleton";"WI";54911;"Outagamie County";18;420184;"Licensed Group";"Emmy Geurts";"(920) 749-9878";"John Wyatt";"6 Week(s) - 13 Year(s)";"5 Stars";111;0;"Jan - Dec";"National Association for the Education of Young Children (NAEYC)";"5:45AM - 6:00PM";"5:45AM - 6:00PM";"5:45AM - 6:00PM";"5:45AM - 6:00PM";"5:45AM - 6:00PM";"Closed";"Closed";"555710_18";;
"Oneida Head Start";"Oneida Head Start";8000560408;"N7210 Seminary Rd";"Oneida";"WI";54155;"Outagamie County";2;420164;"Licensed Group";"Deborah Thundercloud";"(920) 496-5200";"Oneida Nation Oneida Nation";"3 Year(s) - 6 Year(s)";"5 Stars";76;0;"Sep - May";"Head Start Performance Standards";"7:30AM - 5:00PM";"7:30AM - 5:00PM";"7:30AM - 5:00PM";"7:30AM - 5:00PM";"7:30AM - 5:00PM";"Closed";"Closed";"8000560408_2";;
"Our Shepherd Child Care Center";"Our Shepherd Child Care Center";7000575147;"3335 N Lynndale Dr";"Appleton";"WI";54914;"Outagamie County";1;1006019;"Licensed Group";"Ann Potter";"(920) 733-3344";"John Yale";"6 Week(s) - 13 Year(s)";"5 Stars";135;0;"Jan - Dec";;"7:00AM - 5:30PM";"7:00AM - 5:30PM";"7:00AM - 5:30PM";"7:00AM - 5:30PM";"7:00AM - 5:30PM";"Closed";"Closed";"7000575147_1";;
"Thedacare Child Learning Center";"Thedacare Child Learning Center";8000580338;"1818 N Meade St";"Appleton";"WI";54911;"Outagamie County";1;1009843;"Licensed Group";"Stacy Goss";"(920) 832-0800";"Stacy Goss";"6 Week(s) - 6 Year(s)";"5 Stars";76;0;"Jan - Dec";"National Association for the Education of Young Children (NAEYC)";"5:00AM - 6:30PM";"5:00AM - 6:30PM";"5:00AM - 6:30PM";"5:00AM - 6:30PM";"5:00AM - 6:30PM";"Closed";"Closed";"8000580338_1";;
"Uw Oshkosh Head Start Celc";"Uw Oshkosh Head Start Celc";4000559624;"313 S State St";"Appleton";"WI";"54911-5929";"Outagamie County";47;2002050;"Licensed Group";"Lori Fafnis";"(920) 731-3720";"University Of Wisconsin - Madison";"3 Year(s) - 6 Year(s)";"5 Stars";120;0;"Sep - Jun";"Head Start Performance Standards";"7:30AM - 4:00PM";"7:30AM - 4:00PM";"7:30AM - 4:00PM";"7:30AM - 4:00PM";"7:30AM - 4:00PM";"Closed";"Closed";"4000559624_47";;
"Uw Oshkosh Head Start East Appleton";"Uw Oshkosh Head Start East Appleton";4000559624;"1800 S Lawe St";"Appleton";"WI";"54915-2473";"Outagamie County";51;2003560;"Licensed Group";"Teresa Coppus";"(920) 410-3072";"University Of Wisconsin - Madison";"3 Year(s) - 6 Year(s)";"5 Stars";94;0;"Sep - Jun";"Head Start Performance Standards";"7:30AM - 4:00PM";"7:30AM - 4:00PM";"7:30AM - 4:00PM";"7:30AM - 4:00PM";"7:30AM - 4:00PM";"Closed";"Closed";"4000559624_51";;
