"Application Type";"County";"Facility Name";"Facility Number";"Line Address 1";"City";"ZIP Code";"Contact Name";"Contact Phone";"License Date";"Capacity";"From Age";"To Age";"Hours";"Months";"Full Time"
"CERTIFIED FAMILY";"54. RUSK";"LITTLE STARS DAYCARE";"       ";"W10724 Lone Pine Rd";"Bruce";"54819-9743";"Graves, Amanda L ";"715-943-2127";11/19/2010;3;"0 Year(s), 0 Month(s), 6 Week(s)";"12 Year(s), 0 Month(s), 0 Week(s)";"07:00 AM-05:00 PM";"Jan-Dec";"Y"
"CERTIFIED FAMILY";"54. RUSK";"MARILYN HUFFMAN";"       ";"W5301 Main Valley Rd";"Tony";"54563";"Huffman, Marilyn  ";"715-322-4548";5/4/2003;3;"0 Year(s), 0 Month(s), 0 Week(s)";"12 Year(s), 11 Month(s), 0 Week(s)";"-11:59 PM";"Jan-Dec";" "
"CERTIFIED FAMILY";"54. RUSK";"SANDRA MINKS";"       ";"N4801 White Birch Ridge Rd";"Ladysmith";"54848";"Minks, Sandra  ";"715-532-5814";1/6/2002;3;"0 Year(s), 0 Month(s), 0 Week(s)";"12 Year(s), 0 Month(s), 0 Week(s)";"05:30 AM-05:00 PM";"Jan-Dec";"Y"
"CERTIFIED FAMILY";"54. RUSK";"SHAUN JOCHIMSEN";"2000578";"N4806 White Birch Ridge Rd";"Ladysmith";"54848-9209";"Jochimsen, Shaun  ";"715-532-0506";7/13/2012;3;"0 Year(s), 0 Month(s), 4 Week(s)";"12 Year(s), 0 Month(s), 0 Week(s)";"05:30 AM-05:30 PM";"Jan-Dec";"Y"
"CERTIFIED FAMILY";"55. ST. CROIX";"AMANDA BUSBY";"       ";"1205 Namekagon Loop";"Hudson";"54016";"Busby, Amanda M ";"715-381-0026";3/2/2002;3;"0 Year(s), 0 Month(s), 0 Week(s)";"7 Year(s), 0 Month(s), 0 Week(s)";"06:00 AM-04:30 PM";"Jan-Dec";"Y"
"CERTIFIED FAMILY";"55. ST. CROIX";"AMY ENGLEBRETSON";"       ";"1116 Michaelson St N";"Hudson";"54016-9461";"Englebretson, Amy J ";"715-529-0712";10/26/2012;3;"0 Year(s), 0 Month(s), 0 Week(s)";"7 Year(s), 0 Month(s), 0 Week(s)";"06:00 AM-05:30 PM";"Jan-Dec";"Y"
"CERTIFIED FAMILY";"55. ST. CROIX";"CAITLIN MARTY";"       ";"622 6th St N";"Hudson";"54016-1073";"Marty, Caitlin  ";"715-381-7297";4/1/2008;3;"0 Year(s), 0 Month(s), 0 Week(s)";"12 Year(s), 0 Month(s), 0 Week(s)";"07:00 AM-05:30 PM";"Jan-Dec";"Y"
"CERTIFIED FAMILY";"55. ST. CROIX";"MELISSA WRIGHT";"       ";"350 Paquin Dr";"Somerset";"54025-7586";"Wright, Melissa S ";"715-247-3868";12/4/2012;3;"0 Year(s), 0 Month(s), 0 Week(s)";"13 Year(s), 0 Month(s), 0 Week(s)";"07:00 AM-05:00 PM";"Jan-Dec";"Y"
"CERTIFIED FAMILY";"55. ST. CROIX";"PARKER'S FAMILY DAY CARE";"1000885";"967 Daily Rd";"Hudson";"54016";"Parker, Brigh M ";"715-381-7259";4/15/1999;3;"0 Year(s), 0 Month(s), 0 Week(s)";"12 Year(s), 11 Month(s), 0 Week(s)";"07:00 AM-05:00 PM";"Jan-Dec";" "
"CERTIFIED FAMILY";"55. ST. CROIX";"VALERIE WEBBER";"       ";"1155 Pinewood Trail";"New Richmond";"54017";"Webber, Valerie L ";"715-216-4377";2/6/2012;3;"0 Year(s), 0 Month(s), 0 Week(s)";"10 Year(s), 0 Month(s), 0 Week(s)";"06:00 AM-06:00 PM";"Jan-Dec";"Y"
"CERTIFIED FAMILY";"56. SAUK";"ABC'S AND 123'S PRESCHOOL AND DC";"       ";"404 Ellinwood Ave";"Reedsburg";"53959";"Witt, Lisa C ";"608-768-1823";9/20/2001;3;"0 Year(s), 0 Month(s), 0 Week(s)";"12 Year(s), 0 Month(s), 0 Week(s)";"05:10 AM-09:30 PM";"Jan-Dec";"Y"
"CERTIFIED FAMILY";"56. SAUK";"DEPOT DAYCARE";"       ";"304 W Jefferson St";"Spring Green";"53588";"Pardee, Teresa A ";"608-588-3015";9/16/2007;3;"0 Year(s), 2 Month(s), 0 Week(s)";"13 Year(s), 0 Month(s), 0 Week(s)";"06:00 AM-08:00 PM";"Jan-Dec";"Y"
"CERTIFIED FAMILY";"56. SAUK";"IZA PRETSCH";"       ";"E4304 Us Highway 14 And 60";"Spring Green";"53588-9508";"Pretsch, Iza A ";"608-588-7261";11/29/2003;3;"0 Year(s), 3 Month(s), 0 Week(s)";"12 Year(s), 11 Month(s), 0 Week(s)";"06:00 AM-07:00 PM";"Jan-Dec";"Y"
"CERTIFIED FAMILY";"56. SAUK";"PEGGY BURGETTE";"       ";"517 Grove St";"Baraboo";"53913";"Burgette, Peggy A ";"608-434-0351";3/29/2005;3;"0 Year(s), 0 Month(s), 6 Week(s)";"11 Year(s), 0 Month(s), 0 Week(s)";"07:30 AM-11:30 PM";"Jan-Dec";"Y"
"CERTIFIED FAMILY";"56. SAUK";"RACHEL NICKSIC";"       ";"1820 8th St";"Baraboo";"53913-1878";"Nicksic, Rachel M ";"608-547-5135";10/9/2012;3;"0 Year(s), 0 Month(s), 0 Week(s)";"12 Year(s), 0 Month(s), 0 Week(s)";"06:00 AM-08:00 PM";"Jan-Dec";"Y"
"CERTIFIED FAMILY";"56. SAUK";"SWEET DREAMS CHILDCARE";"1007278";"540 N Pine St";"Reedsburg";"53959";"Swartz, Candice M ";"608-434-1334";1/2/2003;3;"0 Year(s), 0 Month(s), 4 Week(s)";"12 Year(s), 0 Month(s), 0 Week(s)";"07:31 PM-11:31 PM";"Jan-Dec";"Y"
"CERTIFIED FAMILY";"56. SAUK";"TAMMY BLOSS";"       ";"106 Short St";"Rock Springs";"53961";"Bloss, Tammy L ";"608-522-5028";1/24/2008;3;"0 Year(s), 0 Month(s), 6 Week(s)";"12 Year(s), 11 Month(s), 0 Week(s)";"05:30 AM-08:30 PM";"Jan-Dec";"Y"
"CERTIFIED FAMILY";"56. SAUK";"TEACHABLE MOMENTS";"1012161";"906 Justin Cir";"Reedsburg";"53959-2245";"Gray, Jeri A ";"608-604-5049";8/11/2005;3;"0 Year(s), 0 Month(s), 0 Week(s)";"12 Year(s), 0 Month(s), 0 Week(s)";"07:30 AM-05:00 PM";"Jan-Dec";"Y"
"CERTIFIED FAMILY";"56. SAUK";"TRINA'S LOVING CARE TLC";"       ";"801 Madison St";"Sauk City";"53583-1503";"Williams, Trina M ";"608-434-6240";7/3/2012;3;"0 Year(s), 0 Month(s), 6 Week(s)";"10 Year(s), 0 Month(s), 0 Week(s)";"06:15 AM-05:30 PM";"Jan-Dec";"Y"
"CERTIFIED FAMILY";"57. SAWYER";"BONNIE SCHULTZ";"       ";"7161 N Boylan Rd";"Stone Lake";"54876";"Schultz, Bonnie  ";"715-865-4892";11/5/2001;3;"0 Year(s), 0 Month(s), 6 Week(s)";"12 Year(s), 11 Month(s), 0 Week(s)";"06:00 AM-06:00 PM";"Jan-Dec";"Y"
"CERTIFIED FAMILY";"57. SAWYER";"CARRIE KEENAN";"       ";"15994 W Williams Rd";"Hayward";"54843-2020";"Keenan, Carrie N ";"715-634-0721";8/21/2009;3;"0 Year(s), 0 Month(s), 6 Week(s)";"12 Year(s), 11 Month(s), 0 Week(s)";"07:00 AM-05:00 PM";"Sep-Jun";"Y"
"CERTIFIED FAMILY";"57. SAWYER";"EMILY WOHLING";"       ";"10749 N Namekagon Ln";"Hayward";"54843-4060";"Wohling, Emily  ";"715-634-0398";7/8/2011;3;"0 Year(s), 0 Month(s), 0 Week(s)";"0 Year(s), 0 Month(s), 0 Week(s)";"06:00 AM-10:30 PM";"Jan-Dec";"Y"
"CERTIFIED FAMILY";"57. SAWYER";"LITTLE BEGINNINGS";"2000781";"11851 N Eaton Rd";"Hayward";"54843-6408";"Moenkedick, Dawn M ";"715-558-3380";8/8/2011;3;"0 Year(s), 1 Month(s), 0 Week(s)";"12 Year(s), 11 Month(s), 0 Week(s)";"06:00 AM-06:00 PM";"Jan-Dec";"Y"
"CERTIFIED FAMILY";"57. SAWYER";"NANCY FRANSON";"       ";"15681 W Nelson Lake Rd";"Hayward";"54843-7346";"Franson, Nancy  ";"715-634-3416";10/1/2008;3;"0 Year(s), 0 Month(s), 6 Week(s)";"12 Year(s), 11 Month(s), 0 Week(s)";"06:45 AM-05:30 PM";"Jan-Dec";"Y"
"CERTIFIED FAMILY";"57. SAWYER";"NANCYS DAY CARE CENTER";"630642 ";"N5735 County Rd W";"Winter";"54896";"Sward, Nancy  ";"715-266-4242";5/14/1997;3;"0 Year(s), 0 Month(s), 0 Week(s)";"12 Year(s), 11 Month(s), 0 Week(s)";"07:00 AM-05:30 PM";"Jan-Dec";" "
"CERTIFIED FAMILY";"57. SAWYER";"NICOLE COLEMAN";"       ";"10542 W Church St";"Radisson";"54867";"Coleman, Nicole L ";"715-945-2846";1/27/2002;3;"0 Year(s), 0 Month(s), 6 Week(s)";"12 Year(s), 11 Month(s), 0 Week(s)";"06:00 AM-06:00 PM";"Jan-Dec";"Y"
"CERTIFIED FAMILY";"57. SAWYER";"NICOLE LANCOUR";"       ";"9203 N Rohlf Rd";"Hayward";"54843";"Lancour, Nicole  ";"715-634-4747";1/1/2010;3;"0 Year(s), 3 Month(s), 0 Week(s)";"12 Year(s), 11 Month(s), 0 Week(s)";"05:00 AM-05:00 PM";"Jan-Dec";"Y"
"CERTIFIED FAMILY";"57. SAWYER";"RITA ERICKSON";"       ";"16207 W Boylan Rd";"Stone Lake";"54876";"Erickson, Rita  ";"715-865-2326";6/27/2006;3;"0 Year(s), 0 Month(s), 6 Week(s)";"11 Year(s), 11 Month(s), 0 Week(s)";"07:00 AM-05:30 PM";"Jan-Dec";"Y"
"CERTIFIED FAMILY";"57. SAWYER";"SHELLY ASP";"       ";"10890 N Smith Rd";"Hayward";"54843";"Asp, Shelly J ";"715-634-9319";7/16/2004;3;"0 Year(s), 0 Month(s), 4 Week(s)";"12 Year(s), 11 Month(s), 0 Week(s)";"07:30 AM-05:00 PM";"Jan-Dec";"Y"
"CERTIFIED FAMILY";"57. SAWYER";"SUSAN MADISON";"       ";"10471 Lakewood Dr";"Hayward";"54843";"Madison, Susan A ";"715-634-8120";10/25/2001;3;"0 Year(s), 0 Month(s), 6 Week(s)";"12 Year(s), 11 Month(s), 0 Week(s)";"07:30 AM-06:00 PM";"Jan-Dec";"Y"
"CERTIFIED FAMILY";"57. SAWYER";"WENDY BOYLAN";"       ";"17037 W County Hill Rd";"Hayward";"54843-7190";"Boylan, Wendy  ";"715-558-0451";9/27/2012;3;"0 Year(s), 0 Month(s), 0 Week(s)";"12 Year(s), 11 Month(s), 0 Week(s)";"06:30 AM-06:30 PM";"Jan-Dec";"Y"
"CERTIFIED FAMILY";"58. SHAWANO";"A BRIGHT BEGINNING AT JACKIE'S HOME";"1008329";"920 Knoke St";"Gresham";"54128";"Fischer, Jacqueline A  ";"715-787-3550";9/1/2004;8;"0 Year(s), 0 Month(s), 6 Week(s)";"13 Year(s), 0 Month(s), 0 Week(s)";"05:00 AM-06:00 PM";"Mar-Mar";"Y"
"CERTIFIED FAMILY";"58. SHAWANO";"BRANDI'S TOT SPOT";"       ";"W141 Shawano Line Rd";"Oconto Falls";"54154-9441";"List, Brandi Ann P ";"920-676-0033";3/14/2011;6;"0 Year(s), 1 Month(s), 0 Week(s)";"13 Year(s), 0 Month(s), 0 Week(s)";"06:00 AM-10:00 PM";"Jan-Dec";"Y"
"CERTIFIED FAMILY";"58. SHAWANO";"KOUNTRY KIDS DAY CARE";"       ";"W11511 Ford Ln";"Gresham";"54128-8986";"Juga, Teresa J ";"715-853-7085";7/13/2006;6;"0 Year(s), 0 Month(s), 6 Week(s)";"12 Year(s), 11 Month(s), 0 Week(s)";"05:30 AM-06:30 PM";"Dec-Dec";"Y"
"CERTIFIED FAMILY";"58. SHAWANO";"LITTLE WONDERS";"       ";"201 Se Limit St";"Cecil";"54111";"Fouts, Julie  ";"715-745-2732";5/10/2009;0;"0 Year(s), 0 Month(s), 0 Week(s)";"12 Year(s), 11 Month(s), 0 Week(s)";"-";" - ";" "
"CERTIFIED FAMILY";"58. SHAWANO";"VERY BEST KIDS FAMILY CHILD CARE";"       ";"W8102 County Road Mmm";"Shawano";"54166";"Stinski, Terrie Stinkski S ";"715-524-2532";10/4/2004;0;"0 Year(s), 6 Month(s), 0 Week(s)";"13 Year(s), 0 Month(s), 0 Week(s)";"-09:00 PM";"Sep-Sep";"Y"
"CERTIFIED FAMILY";"58. SHAWANO";"WILDA VELE";"       ";"W5127 Mahkukih St 8";"Neopit";"54150";"Vele, Wilda L ";"715-880-0094";6/26/2006;2;"5 Year(s), 0 Month(s), 0 Week(s)";"12 Year(s), 0 Month(s), 0 Week(s)";"10:30 AM-07:15 PM";"Sep-Sep";"Y"
"CERTIFIED FAMILY";"59. SHEBOYGAN";"ANNA MAE ZABEL";"       ";"1640 N 10th St";"Sheboygan";"53081";"Zabel, Anna Mae  ";"920-457-2682";10/21/2000;3;"0 Year(s), 1 Month(s), 0 Week(s)";"12 Year(s), 11 Month(s), 0 Week(s)";"05:30 AM-05:30 PM";"Jan-Dec";"Y"
"CERTIFIED FAMILY";"59. SHEBOYGAN";"BONNIE L. SUEMNICHT";"       ";"1607 Superior Ave";"Sheboygan";"53081";"Suemnicht, Bonnie L ";"920-207-0991";2/14/2005;0;"0 Year(s), 0 Month(s), 0 Week(s)";"12 Year(s), 11 Month(s), 0 Week(s)";"-";" - ";"Y"
"CERTIFIED FAMILY";"59. SHEBOYGAN";"BRENDA MIRON";"       ";"3101 S 20th St";"Sheboygan";"53081-6503";"Miron, Brenda A ";"920-452-9309";1/7/2011;3;"0 Year(s), 1 Month(s), 0 Week(s)";"12 Year(s), 11 Month(s), 0 Week(s)";"01:30 PM-11:59 PM";"Jan-Dec";"Y"
"CERTIFIED FAMILY";"59. SHEBOYGAN";"BUSY BEE INC";"1008536";"1402 Logan Ave";"Sheboygan";"53083";"Wiegert, Terry  ";"920-459-7374";5/29/1997;3;"0 Year(s), 1 Month(s), 0 Week(s)";"12 Year(s), 11 Month(s), 0 Week(s)";"06:10 AM-07:15 AM";"Jan-Dec";"Y"
"CERTIFIED FAMILY";"59. SHEBOYGAN";"CAMIELLE L. GORAL";"       ";"N593 Silver Creek Cascade Rd";"Random Lake";"53075";"Goral, Camielle L ";"920-994-4961";3/25/2004;3;"0 Year(s), 1 Month(s), 0 Week(s)";"12 Year(s), 11 Month(s), 0 Week(s)";"07:00 AM-06:00 PM";"Jan-Dec";"Y"
"CERTIFIED FAMILY";"59. SHEBOYGAN";"CARRIE L. MENTINK";"       ";"3810 N 45th St";"Sheboygan";"53083";"Mentink, Carrie L ";"920-457-7556";12/18/2000;3;"0 Year(s), 1 Month(s), 0 Week(s)";"12 Year(s), 11 Month(s), 0 Week(s)";"07:00 AM-05:00 PM";"Jan-Dec";"Y"
"CERTIFIED FAMILY";"59. SHEBOYGAN";"CHEE YANG";"       ";"1129 Saint Clair Ave";"Sheboygan";"53081-3325";"Yang, Chee  ";"920-254-9534";3/11/2005;3;"0 Year(s), 0 Month(s), 6 Week(s)";"12 Year(s), 11 Month(s), 0 Week(s)";"06:00 PM-11:59 PM";"Jan-Dec";"Y"
"CERTIFIED FAMILY";"59. SHEBOYGAN";"COLLEEN THILL";"       ";"2320 N 23rd St";"Sheboygan";"53083-4445";"Thill, Colleen B ";"920-208-6721";5/23/2008;3;"0 Year(s), 1 Month(s), 0 Week(s)";"12 Year(s), 11 Month(s), 0 Week(s)";"06:00 AM-05:00 PM";"Jan-Dec";"Y"
"CERTIFIED FAMILY";"59. SHEBOYGAN";"DEBBIE FELSINGER";"       ";"1746 N 9th St";"Sheboygan";"53081";"Felsinger, Debbie A ";"920-457-2933";1/2/2002;3;"0 Year(s), 1 Month(s), 0 Week(s)";"12 Year(s), 11 Month(s), 0 Week(s)";"05:00 AM-05:30 PM";"Jan-Dec";"Y"
"CERTIFIED FAMILY";"59. SHEBOYGAN";"DEBRA J. WILLIAMS";"       ";"2124 N 9th St";"Sheboygan";"53081";"Williams, Debra J ";"920-208-0095";11/19/2003;3;"0 Year(s), 0 Month(s), 6 Week(s)";"12 Year(s), 11 Month(s), 0 Week(s)";"06:15 AM-10:15 PM";"Jan-Dec";"Y"
"CERTIFIED FAMILY";"59. SHEBOYGAN";"DIANE  T. PUDDY";"       ";"2735 N 7th St";"Sheboygan";"53083";"Puddy, Diane T ";"920-452-7428";2/1/2007;2;"0 Year(s), 1 Month(s), 0 Week(s)";"12 Year(s), 11 Month(s), 0 Week(s)";"02:15 PM-11:15 PM";"Jan-Dec";"Y"
"CERTIFIED FAMILY";"59. SHEBOYGAN";"JUANITA R. DIMARTINO";"       ";"1319 Greenfield Ave";"Sheboygan";"53081-7260";"Dimartino, Juanita R ";"920-457-2005";12/12/2011;3;"0 Year(s), 0 Month(s), 6 Week(s)";"12 Year(s), 11 Month(s), 0 Week(s)";"06:00 AM-10:00 PM";"Jan-Dec";"Y"
"CERTIFIED FAMILY";"59. SHEBOYGAN";"JUDY'S FAMILY CHILD CARE CENTER";"1008475";"1120 Cherry Ln";"Sheboygan";"53081-6936";"Kuhn, Judith A ";"920-459-7262";6/22/1999;3;"0 Year(s), 1 Month(s), 0 Week(s)";"12 Year(s), 11 Month(s), 0 Week(s)";"04:30 AM-06:00 AM";"Jan-Dec";"Y"
"CERTIFIED FAMILY";"59. SHEBOYGAN";"KAREN HINZ";"       ";"N230 Sauk Trail Rd";"Cedar Grove";"53013";"Hinz, Karen A ";"920-668-6435";9/27/2004;3;"0 Year(s), 1 Month(s), 0 Week(s)";"11 Year(s), 11 Month(s), 0 Week(s)";"06:00 AM-10:00 PM";"Jan-Dec";"Y"
"CERTIFIED FAMILY";"59. SHEBOYGAN";"KIDDIE KORRAL II";"       ";"3726 N 45th St";"Sheboygan";"53083-2532";"Kimball, Amanda L ";"920-287-7247";5/7/2012;3;"0 Year(s), 1 Month(s), 0 Week(s)";"12 Year(s), 11 Month(s), 0 Week(s)";"05:30 AM-06:30 PM";"Jan-Dec";"Y"
"CERTIFIED FAMILY";"59. SHEBOYGAN";"KOU VUE YANG";"       ";"1505 Sunnyside Ave";"Sheboygan";"53081-7739";"Yang, Kou Vue  ";"920-452-7449";7/8/2008;3;"0 Year(s), 1 Month(s), 0 Week(s)";"12 Year(s), 11 Month(s), 0 Week(s)";"06:30 AM-09:30 PM";"Jan-Dec";"Y"
"CERTIFIED FAMILY";"59. SHEBOYGAN";"LITTLE RAINBOWS INC";"1010595";"515 Bluff Ave";"Sheboygan";"53081";"Wiegert, D. Elise  ";"920-458-6621";5/24/2006;3;"0 Year(s), 1 Month(s), 0 Week(s)";"12 Year(s), 11 Month(s), 0 Week(s)";"07:30 AM-08:00 AM";"Jan-Dec";"Y"
"CERTIFIED FAMILY";"59. SHEBOYGAN";"NICOLE T. STEWART";"       ";"918 Grand Ave";"Sheboygan";"53083-4133";"Stewart, Nicole T ";"920-287-4696";2/7/2009;3;"0 Year(s), 1 Month(s), 0 Week(s)";"12 Year(s), 0 Month(s), 0 Week(s)";"05:30 AM-09:30 PM";"Jan-Dec";"Y"
"CERTIFIED FAMILY";"59. SHEBOYGAN";"ONE BABY AT A TIME";"       ";"2601 N 11th St";"Sheboygan";"53083";"Unrein, Judith  ";"920-457-4283";11/8/2002;1;"0 Year(s), 1 Month(s), 0 Week(s)";"12 Year(s), 11 Month(s), 0 Week(s)";"07:00 AM-07:00 PM";"Jan-Dec";"Y"
"CERTIFIED FAMILY";"59. SHEBOYGAN";"PATTI'S DAY CARE";"430990 ";"412 Michigan Ave";"Sheboygan";"53081";"Ludwig, Patricia D  ";"920-452-4181";5/27/1997;3;"0 Year(s), 1 Month(s), 0 Week(s)";"12 Year(s), 11 Month(s), 0 Week(s)";"07:00 PM-11:00 PM";"Jan-Dec";"Y"
"CERTIFIED FAMILY";"59. SHEBOYGAN";"SARAH STEGEMEYER";"       ";"105 Walnut St";"Sheboygan Fls";"53085-1328";"Stegemeyer, Sarah M ";"920-706-6091";6/18/2004;3;"0 Year(s), 1 Month(s), 0 Week(s)";"12 Year(s), 11 Month(s), 0 Week(s)";"05:00 AM-05:00 PM";"Jan-Dec";"Y"
"CERTIFIED FAMILY";"59. SHEBOYGAN";"SHIRLEY'S MUNCHKINLAND";"431004 ";"1527 Georgia Ave";"Sheboygan";"53081";"Repinski, Shirley  ";"920-452-7972";5/27/1997;3;"0 Year(s), 1 Month(s), 0 Week(s)";"12 Year(s), 11 Month(s), 0 Week(s)";"05:30 PM-09:30 PM";"Jan-Dec";"Y"
"CERTIFIED FAMILY";"59. SHEBOYGAN";"SMILE TIME DAYCARE";"       ";"816 Forest Blvd";"Sheboygan Fls";"53085-2564";"Rizzi, Melinda S ";"920-467-9520";1/12/2010;3;"0 Year(s), 1 Month(s), 0 Week(s)";"12 Year(s), 11 Month(s), 0 Week(s)";"05:30 AM-06:30 PM";"Jan-Dec";"Y"
"CERTIFIED FAMILY";"59. SHEBOYGAN";"TANYA'S DAY CARE";"       ";"1122 High Ave";"Sheboygan";"53081-5827";"Rohde, Tanya S ";"920-457-7254";5/26/2008;3;"0 Year(s), 1 Month(s), 0 Week(s)";"12 Year(s), 11 Month(s), 0 Week(s)";"07:00 AM-06:00 PM";"Jan-Dec";"Y"
"CERTIFIED FAMILY";"59. SHEBOYGAN";"TERRI FLORES";"       ";"N3017 Harbor Lights Ln 1";"Cascade";"53011-1340";"Flores, Terri A ";"920-838-0080";11/7/2000;1;"5 Year(s), 0 Month(s), 0 Week(s)";"12 Year(s), 11 Month(s), 0 Week(s)";"-11:00 PM";"Jan-Dec";"Y"
"CERTIFIED FAMILY";"59. SHEBOYGAN";"THERESA FLESSERT";"       ";"20 N Hiawatha Cir";"Sheboygan";"53081-7018";"Flessert, Theresa M ";"920-207-8203";1/26/2006;3;"0 Year(s), 1 Month(s), 0 Week(s)";"12 Year(s), 11 Month(s), 0 Week(s)";"06:00 AM-10:00 PM";"Jan-Dec";"Y"
"CERTIFIED FAMILY";"59. SHEBOYGAN";"WENDY VERSTEGEN";"       ";"616 End Ct";"Sheboygan";"53081-2746";"Verstegen, Wendy K ";"920-457-2212";9/8/2006;3;"0 Year(s), 1 Month(s), 0 Week(s)";"12 Year(s), 11 Month(s), 0 Week(s)";"06:30 AM-05:30 PM";"Jan-Dec";"Y"
"CERTIFIED FAMILY";"60. TAYLOR";"CRADLES TO CRAYONS CHILD CARE";"       ";"N8867 Business Highway 13";"Westboro";"54490-9718";"Gumz, Laurie J ";"715-427-5672";8/4/2008;3;"0 Year(s), 0 Month(s), 0 Week(s)";"12 Year(s), 0 Month(s), 0 Week(s)";"06:00 AM-06:00 PM";"Jan-Dec";"Y"
"CERTIFIED FAMILY";"60. TAYLOR";"DONNAS DAY CARE";"630525 ";"515 Grahl St";"Medford";"54451";"Seidel, Donna M ";"715-748-3410";6/4/2000;3;"0 Year(s), 0 Month(s), 0 Week(s)";"12 Year(s), 0 Month(s), 0 Week(s)";"06:00 AM-06:00 PM";"Jan-Dec";"Y"
"CERTIFIED FAMILY";"60. TAYLOR";"EMILY HOLUB";"       ";"991 West St";"Rib Lake";"54470-9674";"Holub, Emily E ";"715-905-1122";4/5/2012;3;"0 Year(s), 0 Month(s), 0 Week(s)";"12 Year(s), 0 Month(s), 0 Week(s)";"01:00 AM-04:00 PM";"Jan-Dec";"Y"
"CERTIFIED FAMILY";"60. TAYLOR";"HEATHER ALBERS";"       ";"129 N Second St";"Medford";"54451-1464";"Albers, Heather L ";"715-748-4046";1/7/2005;3;"0 Year(s), 0 Month(s), 0 Week(s)";"12 Year(s), 0 Month(s), 0 Week(s)";"07:00 AM-11:00 PM";"Jan-Dec";"Y"
"CERTIFIED FAMILY";"60. TAYLOR";"LAURA STREBIG";"       ";"306 E Conrad Dr";"Medford";"54451-2033";"Strebig, Laura E ";"715-748-2707";12/1/2009;3;"0 Year(s), 0 Month(s), 0 Week(s)";"12 Year(s), 11 Month(s), 0 Week(s)";"05:30 AM-05:30 PM";"Jan-Dec";"Y"
"CERTIFIED FAMILY";"60. TAYLOR";"LITTLE ANGELS DAYCARE";"1016118";"N3902 Shattuck St";"Medford";"54451";"Krueger, Sheila M ";"715-748-2746";4/18/2011;3;"0 Year(s), 1 Month(s), 0 Week(s)";"12 Year(s), 0 Month(s), 0 Week(s)";"05:00 PM-09:00 PM";"Jan-Dec";"Y"
"CERTIFIED FAMILY";"60. TAYLOR";"MICHELLE JOHNSON";"       ";"265 Mcsloy St";"Gilman";"54433";"Johnson, Michelle M ";"715-447-8280";6/1/2010;3;"0 Year(s), 0 Month(s), 6 Week(s)";"12 Year(s), 0 Month(s), 0 Week(s)";"05:00 AM-09:00 PM";"Jan-Dec";"Y"
"CERTIFIED FAMILY";"60. TAYLOR";"NORTHWOODS CHILD CARE";"1015132";"W12844 County Road M";"Gilman";"54433-9350";"Sedivy, Patricia J ";"715-668-5749";3/15/2010;3;"0 Year(s), 0 Month(s), 6 Week(s)";"11 Year(s), 11 Month(s), 0 Week(s)";"05:30 AM-06:45 PM";"Jan-Dec";"Y"
"CERTIFIED FAMILY";"61. TREMPEALEAU";"ANGELA ENGEN";"       ";"202 4th Ave S";"Strum";"54770-7849";"Engen, Angela R ";"715-695-2749";8/4/2011;3;"0 Year(s), 0 Month(s), 6 Week(s)";"12 Year(s), 0 Month(s), 0 Week(s)";"06:30 AM-06:30 PM";"Jan-Dec";"Y"
"CERTIFIED FAMILY";"61. TREMPEALEAU";"ANNA MAE RUD";"       ";"50800 Caroline St";"Osseo";"54758-7184";"Rud, Anna Mae A ";"715-533-5144";9/5/2011;3;"0 Year(s), 0 Month(s), 0 Week(s)";"11 Year(s), 11 Month(s), 0 Week(s)";"07:00 AM-08:00 PM";"Jan-Dec";"Y"
"CERTIFIED FAMILY";"61. TREMPEALEAU";"CARING FOR KIDS";"530507 ";"24043 A St";"Independence";"54747";"Feuling, Shirley  ";"715-985-3998";6/1/1997;3;"0 Year(s), 0 Month(s), 2 Week(s)";"12 Year(s), 0 Month(s), 0 Week(s)";"07:30 AM-10:30 PM";"Jan-Dec";"Y"
"CERTIFIED FAMILY";"61. TREMPEALEAU";"CARMEN HOLMEN";"       ";"W15055 Riphenberg Rd";"Osseo";"54758-8607";"Holmen, Carmen A ";"715-597-3895";2/17/2010;3;"0 Year(s), 0 Month(s), 0 Week(s)";"11 Year(s), 11 Month(s), 0 Week(s)";"06:00 AM-10:00 PM";"Jan-Dec";"Y"
"CERTIFIED FAMILY";"61. TREMPEALEAU";"CONSTANCE SKWIERAWSKI";"       ";"11684 Gray St";"Trempealeau";"54661";"Skierawski, Constance J ";"608-534-5561";10/6/2002;3;"4 Year(s), 0 Month(s), 0 Week(s)";"11 Year(s), 11 Month(s), 0 Week(s)";"07:00 AM-08:00 AM";"Jan-Dec";" "
"CERTIFIED FAMILY";"61. TREMPEALEAU";"DONNA FERNHOLZ";"       ";"35482 S 4th St";"Independence";"54747";"Fernholz, Donna L ";"715-985-2201";9/1/2001;3;"0 Year(s), 0 Month(s), 0 Week(s)";"12 Year(s), 11 Month(s), 0 Week(s)";"05:00 AM-05:00 PM";"Jan-Dec";"Y"
"CERTIFIED FAMILY";"61. TREMPEALEAU";"DONNA'S DAYCARE";"2001035";"W25897 Mill Rd";"Arcadia";"54612-8245";"Sonsalla, Donna M ";"608-323-3734";12/4/2007;3;"0 Year(s), 0 Month(s), 6 Week(s)";"11 Year(s), 11 Month(s), 0 Week(s)";"06:30 AM-05:00 PM";"Jan-Dec";"Y"
