"Provider Id";"Complaint Received";"Requirement";"Description";"Allegation Description";"Plan to Correct";"Allegation Findings"
"K820051773";"8/5/2020";"340:110-3-85(c)(1)";"Required individuals. Background investigations are required, per 10 O.S.  401 et seq., Oklahoma Child Care Facilities Licensing Act (Licensing Act), unless an exception per (3) of this subsection applies for:";"Background investigations: person at the home during child care hours does not have a background check";;"Substantiated"
"K820015611";"3/5/2019";"340:110-3-85(b)(1)";"General. The caregiver is a responsible, mature, healthy adult capable of understanding and complying with licensing requirements, and meeting the needs of children in care. The caregiver demonstrates good judgment, as evidenced by prudent and responsible behavior reasonably ensuring children's health, safety, and well-being.";"staff/personnel-judgment";"To keep record of each child enrolled.";"Substantiated"
"K820015611";"3/5/2019";"340:110-3-88(c)(3)";"Daily attendance records, including arrival and departure times for each child, are maintained and on file a minimum of 120 calendar days.";"Additional non-compliance found during course of investigation:Records/attendance";"My plan on corrective action of my records/attendance is to keep record of each child that is enrolled.";"Substantiated"
"K820052546";"9/13/2019";"340:110-3-92(b)(3)";"punishing or threatening children in association with food, rest, or toilet learning;";"Additional non-compliance found during the course of the investigation. Behavior and guidance-provider used rest time as a form of discipline.";"Typed for provider. Purchased a bean bag chair. The bean bag chair will be placed in the living room. Will bring children to living room and have them sit in bean bag chair for time out. Will have self or assistant sit in the living room with the child. Will also complete Addressing Challenging Behaviors course through CECPD. Will not use rest time as a form of discipline.";"Substantiated"
"K820048724";"2/14/2020";"340:110-3-92";"Behavior and guidance";"Behavior and guidance- primary caregiver used inappropriate discipline.";"Typed for provider. Ms. Couch will take a Behavior and Guidance training. She will submit proof of completion of the training to child care services. Ms. Couch will be more conscious of her tone of voice towards children.";"Substantiated"
"K830023692";"1/9/2019";"340:110-3-287(a)";"Supervision. Supervision means the function of observing, overseeing, and guiding a child or group of children, including an awareness of, and responsibility for the ongoing activity of each child, and being near enough to intervene when needed. The program is required to maintain supervision at all times.";"supervision";"I will create a new form that will allow teachers to do a head count when children exit the classroom to go outside the building for activities. The form will also allow the teachers to check off list as children re-enter the classroom or building. Teachers are required to interact and walk around the outside facility to be able to always supervise.";"Substantiated"
"K830023692";"1/9/2019";"340:110-3-280(a)(1)(K)";"an incident that exposes children to an imminent risk of harm, such as a child leaving the facility without program knowledge or being left alone on- or off-site or in a vehicle;";"staff/personnel-reporting";"All staff will be required to attend a training over Licensing Requirements on March 21, 2019. On subject that we would like to stress is ""when to report incidents and accidents.""";"Substantiated"
"K830023692";"1/9/2019";"340:110-3-288(c)(2)(C)";"yelling at a child out of anger or using harsh or profane language;";"inappropriate discipline";"A training will be conducted by our TA specialist, Danetta Tate, over appropriate practice and on how to speak to children.";"Substantiated"
"K830023692";"1/9/2019";"340:110-3-284(c)(2)(C)";"demonstrate good judgment as evidenced by prudent and responsible behavior that reasonably ensures the health and safety of children;";"staff/personnel-judgment";"All staff will be required to attend a training over Licensing Requirements on March 21, 2019. On subject that we would like to stress is ""when to report incidents and accidents.""";"Substantiated"
"K820032001";"5/7/2019";"340:110-3-88(a)";"General requirements. Children's records are kept on Oklahoma Department of Human Services (DHS) provided forms or on forms containing the same information. Records are kept current and easily accessible. DHS staff are allowed access to all records.";"Additional noncompliance found during the investigation: Records: Children's records: Child information cards provided are not completed with all of the required information.";"Card were sent home with parents for completion or correction.";"Substantiated"
"K830025037";"5/30/2019";"340:110-3-282(a)";"General. Background investigation requirements are met.";"Staff was allowed to work with background investigation showing an invalid Preliminary determination.";"Resubmit correct Kansas out of state request and resubmit background check. Done on 05/31/2019.";"Substantiated"
"K830054662";"8/12/2019";"340:110-3-287(a)";"Supervision. Supervision means the function of observing, overseeing, and guiding a child or group of children, including an awareness of, and responsibility for the ongoing activity of each child, and being near enough to intervene when needed. The program is required to maintain supervision at all times.";"Supervision (SERIOUS) - Five-year-old child was left at the splash pad";"Training will be provided during the school year to prepare our summer staff to be prepared for all contingencies that might occur during the summer camp. We have hired a new director to oversee the staff and the owner will oversee the training.";"Substantiated"
