"Name";"City";"County";"Zip";"Address";"Phone";"Email";"Type of Care";"License Effective Date";"License Expiration Date";"Facility Total Capacity";"Facility Age Range";"Hours of operation";"UrlID";"Mailing Address";"Mailing City";"Mailing State";"Mailing ZIP";"Email2";"Director";"Child Care Specialist";"ID"
"ROBINSON, TYRONDA ";"SAINT LOUIS ";"ST LOUIS";63135;"915 NEARBROOK AVE ";"(314) 659-6972";;"Reg";;;;;"-";"https://healthapps.dhss.mo.gov/childcaresearch/Facility.aspx?LID=002998985";;;;;;;;2998985
"RODD KINGDOM MINISTRY CHILD CARE DEVELOPMENT CENTER";"ST LOUIS";"ST LOUIS";"63116-3634";"4011 THOLOZAN AVE ";"(314) 910-2523";;"LICENSE EXEMPT PROGRAM";"08/01/2023";;20;"6 WEEKS - 13 YEARS";" 6:00 AM- 6:00 PM";"https://healthapps.dhss.mo.gov/childcaresearch/Facility.aspx?LID=002648906";;;;;;;;2648906
"RODD KINGDOM MINISTRY CHILD CARE DEVELOPMENT CENTER";"ST LOUIS";"ST LOUIS";"63116-3634";"4011 THOLOZAN AVE ";"(314) 910-2523";;"LICENSE EXEMPT PROGRAM";"08/01/2023";;20;"6 WEEKS - 13 YEARS";" 6:00 AM- 6:00 PM";"https://healthapps.dhss.mo.gov/childcaresearch/Facility.aspx?LID=002648906";;;;;;;;2648906
"ROGERS, LISA ";"FLORISSANT ";"ST LOUIS";63033;"1910 MONFORT DR ";"(314) 341-6258";;"Reg";;;;;"-";"https://healthapps.dhss.mo.gov/childcaresearch/Facility.aspx?LID=003017649";;;;;;;;3017649
"ROSE BUD'S DAYCARE, LLC";"ST LOUIS";"ST LOUIS";"63125-3734";"108 SYLVANWOOD TER ";"(314) 200-6977";;"FAMILY HOME";"08/28/2021";;10;"BIRTH - 8 YEARS";" 6:00 AM- 9:00 PM";"https://healthapps.dhss.mo.gov/childcaresearch/Facility.aspx?LID=002712827";" ";;;;"rosebudsdaycarellc@gmail.com";"REEVES, SHEILA LEE";"MICHELLE (SHELLEY) TRUESDALE";2712827
"ROSI ACADEMY, INC.";"BRENTWOOD";"ST LOUIS";63144;"8900 MANCHESTER RD ";"(314) 968-0515";;"CHILD CARE CENTER";"08/28/2021";;284;"6 WEEKS - 10 YEARS";" 6:00 AM- 9:00 PM";"https://healthapps.dhss.mo.gov/childcaresearch/Facility.aspx?LID=001723933";" ";;;;"mpolston@rosiacademy.com";"POLSTON, MICHELLE J";"TANISHA BELL";1723933
"ROSS, DAISHIA ";"FLORISSANT ";"ST LOUIS";63033;"1175 ELDER DR ";"(314) 625-0634";;"Reg";;;;;"-";"https://healthapps.dhss.mo.gov/childcaresearch/Facility.aspx?LID=002953657";;;;;;;;2953657
"ROSS, LARETHA ";"SAINT LOUIS ";"ST LOUIS";63138;"1815 SANTA BLAS WALK APT 4 ";"(314) 341-6611";;"Reg";;;;;"-";"https://healthapps.dhss.mo.gov/childcaresearch/Facility.aspx?LID=002812228";;;;;;;;2812228
"ROUND-ABOUT CHILDCARE";"ST LOUIS";"ST LOUIS";"63115-2025";"4710 SACRAMENTO AVE ";"(314) 382-2143";;"FAMILY HOME";"08/28/2021";;10;"6 WEEKS - 12 YEARS";" 6:00 AM- 9:00 PM";"https://healthapps.dhss.mo.gov/childcaresearch/Facility.aspx?LID=001760116";" ";;;;"jlow_60@yahoo.com";"HARRIS-BURGESS, JENNIFER";"REGINA WATKINS";1760116
"ROYALTY CHILD DEVELOPMENT CENTER";"ST LOUIS";"ST LOUIS";"63107-1737";"3721 KOSSUTH AVE ";"(314) 706-2854";;"CHILD CARE CENTER";"07/06/2023";;54;"BIRTH - 13 YEARS";" 6:00 AM- 6:00 PM";"https://healthapps.dhss.mo.gov/childcaresearch/Facility.aspx?LID=002958009";;;;;;;;2958009
"RUCKER, SOPHIA ";"SAINT LOUIS ";"ST LOUIS";63136;"8928 MAYFIELD CT ";"(314) 504-6555";;"Reg";;;;;"-";"https://healthapps.dhss.mo.gov/childcaresearch/Facility.aspx?LID=002976249";;;;;;;;2976249
"SACRED HEART VILLA";"ST LOUIS";"ST LOUIS";63110;"2108 MACKLIND ";"(314) 771-2224";;"LICENSE EXEMPT PROGRAM";"06/01/2023";;150;"24 MONTHS - 6 YEARS";" 6:30 AM- 6:00 PM";"https://healthapps.dhss.mo.gov/childcaresearch/Facility.aspx?LID=000263727";" ";;;;"kdoder@sacredheartvilla.org";"DODER, KRIS";"CHARMEL WILLIAMS";263727
"SACRED HEARTS DAY CARE";"ST LOUIS";"ST LOUIS";63118;"2752 MIAMI ";"(314) 771-7544";;"CHILD CARE CENTER";"08/28/2021";;20;"6 WEEKS - 12 YEARS";" 6:00 AM-11:59 PM";"https://healthapps.dhss.mo.gov/childcaresearch/Facility.aspx?LID=000971935";" ";;;;"Only1nemo@sbcglobal.net";"MCDONALD, NENOMOSHIA PLESHETTE";"REGINA WATKINS";971935
"SAINT LOUIS MONTESSORI LLC";"ST LOUIS";"ST LOUIS";"63110-2029";"5033 NORTHRUP AVE ";"(314) 376-4504";;"CHILD CARE CENTER";"08/28/2021";;52;"6 WEEKS - 6 YEARS";" 6:00 AM- 9:00 PM";"https://healthapps.dhss.mo.gov/childcaresearch/Facility.aspx?LID=002864351";;;;;;;;2864351
"SALEM LUTHERAN, SCHOOL ";"BLACK JACK ";"ST LOUIS";63033;"5190 PARKER RD ";"(314) 741-8220";;"Sch";;;;;"-";"https://healthapps.dhss.mo.gov/childcaresearch/Facility.aspx?LID=002030779";;;;;;;;2030779
"SAMPSON, TYESHIA ";"SAINT ANN ";"ST LOUIS";63074;"10003 STEPHENS PL ";"(314) 724-9818";;"Reg";;;;;"-";"https://healthapps.dhss.mo.gov/childcaresearch/Facility.aspx?LID=002842437";;;;;;;;2842437
"SAMUEL CHURCH PREKINDERGARTEN SCHOOL";"CLAYTON";"ST LOUIS";"63105-3618";"320 N FORSYTH BLVD ";"(314) 721-5437";;"LICENSE EXEMPT PROGRAM";"12/01/2022";;63;"24 MONTHS - 5 YEARS";" 9:00 AM- 2:45 PM";"https://healthapps.dhss.mo.gov/childcaresearch/Facility.aspx?LID=000414804";" ";;;;"samuelpreschool@me.com";"STRAUSS, JANE";"TANISHA BELL";414804
"SANTA TERESITA PRESCHOOL";"ST LOUIS";"ST LOUIS";"63111-1812";"5418 LOUISIANA AVE ";"(314) 351-1318";;"LICENSE EXEMPT PROGRAM";"02/01/2023";;28;"24 MONTHS - 5 YEARS";" 7:00 AM- 5:30 PM";"https://healthapps.dhss.mo.gov/childcaresearch/Facility.aspx?LID=002669670";;;;;;;;2669670
"SANTA TERESITA PRESCHOOL";"ST LOUIS";"ST LOUIS";"63111-1812";"5418 LOUISIANA AVE ";"(314) 351-1318";;"LICENSE EXEMPT PROGRAM";"02/01/2023";;28;"24 MONTHS - 5 YEARS";" 7:00 AM- 5:30 PM";"https://healthapps.dhss.mo.gov/childcaresearch/Facility.aspx?LID=002669670";;;;;;;;2669670
"SAPPINGTON CHILD CARE CENTER & SUMMER DAY CAMP";"ST LOUIS";"ST LOUIS";63126;"9915 EMIL ST ";"(314) 843-4971";;"CHILD CARE CENTER";"09/13/2022";;155;"24 MONTHS - 12 YEARS";" 6:00 AM- 9:00 PM";"https://healthapps.dhss.mo.gov/childcaresearch/Facility.aspx?LID=000652922";" ";;;;"cegladieux@gmail.com";"GORDON, TERESA M";"MICHELLE (SHELLEY) TRUESDALE";652922
"SAUL SPIELBERG EARLY CHILDHOOD CENTER";"ST LOUIS";"ST LOUIS";63141;"13788 CONWAY RD ";"(314) 434-3404";;"LICENSE EXEMPT PROGRAM";"04/01/2023";;144;"6 WEEKS - 6 YEARS";" 7:30 AM- 6:00 PM";"https://healthapps.dhss.mo.gov/childcaresearch/Facility.aspx?LID=000213245";" ";;;;"LLOURIE@UNITEDHEBREW.ORG";"LOURIE, LAUREN";"TANISHA BELL";213245
"SCAIFE, TERRIANA ";"FLORISSANT ";"ST LOUIS";63033;"1383 BELTOWER DR APT 15 ";"(314) 475-4977";;"Reg";;;;;"-";"https://healthapps.dhss.mo.gov/childcaresearch/Facility.aspx?LID=002921502";;;;;;;;2921502
"SCHMIDT, LINDA ";"SAINT LOUIS ";"ST LOUIS";63136;"9872 NOLTE AVE ";"(314) 736-2255";;"Reg";;;;;"-";"https://healthapps.dhss.mo.gov/childcaresearch/Facility.aspx?LID=001535646";;;;;;;;1535646
"SCHUTZ, CLARISSA ANN";"ST LOUIS";"ST LOUIS";"63128-4409";"4855 BOGARD CT ";"(314) 892-3071";;"FAMILY HOME";"08/28/2021";;10;"6 WEEKS - 12 YEARS";" 6:00 AM- 9:00 PM";"https://healthapps.dhss.mo.gov/childcaresearch/Facility.aspx?LID=000179631";" ";;;;"SHAREBEARDAYCARE@GMAIL.COM";"SCHUTZ, CLARISSA ANN; JOHNSON-BELL, RACHELE";"THERESA ZEHNLE";179631
"SET TO LEARN CHILD CARE HOME";"ST LOUIS";"ST LOUIS";"63112-2113";"6021 SUBURBAN AVE ";"(314) 727-5043";;"FAMILY HOME";"08/28/2021";;10;"BIRTH - 12 YEARS";" 6:00 AM- 6:00 AM";"https://healthapps.dhss.mo.gov/childcaresearch/Facility.aspx?LID=001679938";" ";;;;"LADONNACTHOMAS@YAHOO.COM";"THOMAS, LADONNA CARRIE";"SHALINDA WALLACE";1679938
"SHAMODD & ME";"ST LOUIS";"ST LOUIS";"63138-1908";"1615 PARKER RD ";"(314) 227-5314";;"FAMILY HOME";"07/19/2022";;10;"6 WEEKS - 6 YEARS";" 6:00 AM- 6:00 AM";"https://healthapps.dhss.mo.gov/childcaresearch/Facility.aspx?LID=002630380";" ";;;;"shamoddandme@yahoo.com";"GEORGE, KIMBERLY MARIE";"SHALINDA WALLACE";2630380
"SHAPES & COLORS";"BERKELEY";"ST LOUIS";"63134-3413";"4417 BILOXI AVE ";"(314) 429-0221";;"FAMILY HOME";"08/28/2021";;10;"6 WEEKS - 12 YEARS";" 6:00 AM- 6:00 AM";"https://healthapps.dhss.mo.gov/childcaresearch/Facility.aspx?LID=001660877";" ";;;;"yolandahicks33@yahoo.com";"HICKS, YOLANDA SHERILL";"KATHERINE D SIMS";1660877
"SHARP-MCCULLEY, KAREN ";"SAINT LOUIS ";"ST LOUIS";63114;"10541 LOCUST AVE ";"(314) 346-4495";;"Reg";;;;;"-";"https://healthapps.dhss.mo.gov/childcaresearch/Facility.aspx?LID=002980172";;;;;;;;2980172
"SHAW, LASHALLE ";"SAINT LOUIS ";"ST LOUIS";63138;"1200 COVE LN ";"(314) 562-2563";;"Reg";;;;;"-";"https://healthapps.dhss.mo.gov/childcaresearch/Facility.aspx?LID=002252459";;;;;;;;2252459
"SHAW, QUINA ";"SAINT LOUIS ";"ST LOUIS";63114;"2206 WOLTER AVE ";"(314) 912-5080";;"Reg";;;;;"-";"https://healthapps.dhss.mo.gov/childcaresearch/Facility.aspx?LID=002905557";;;;;;;;2905557
"SHAW, TRACY ";"FLORISSANT ";"ST LOUIS";63031;"1035 BERCHMANS LN ";"(314) 239-0352";;"Reg";;;;;"-";"https://healthapps.dhss.mo.gov/childcaresearch/Facility.aspx?LID=001925742";;;;;;;;1925742
"SHEARD, PRISCILLA ";"SAINT LOUIS ";"ST LOUIS";63134;"6655 AMORA DR ";"(314) 778-8657";;"Reg";;;;;"-";"https://healthapps.dhss.mo.gov/childcaresearch/Facility.aspx?LID=002269861";;;;;;;;2269861
"SHEGOG, YEKSHEA ";"SAINT LOUIS ";"ST LOUIS";63111;"4634 VIRGINIA AVE ";"(314) 701-0622";;"Reg";;;;;"-";"https://healthapps.dhss.mo.gov/childcaresearch/Facility.aspx?LID=002758832";;;;;;;;2758832
"SHINING STARS CHILDCARE LLC";"ST LOUIS";"ST LOUIS";"63121-5142";"7032 NATURAL BRIDGE RD ";"(314) 381-8380";;"CHILD CARE CENTER";"11/01/2022";;46;"3 MONTHS - 12 YEARS";" 6:00 AM- 9:00 PM";"https://healthapps.dhss.mo.gov/childcaresearch/Facility.aspx?LID=002520614";" ";;;;"childcareshiningstars@gmail.com";;"KATHERINE D SIMS";2520614
"SHIRLEE GREEN PRESCHOOL";"ST LOUIS";"ST LOUIS";"63141-8201";"11645 LADUE RD ";"(314) 569-0048";;"LICENSE EXEMPT PROGRAM";"12/01/2022";;120;"6 WEEKS - 6 YEARS";" 7:00 AM- 6:00 PM";"https://healthapps.dhss.mo.gov/childcaresearch/Facility.aspx?LID=000701262";" ";;;;"bcartwright@sestl.org";"CARTWRIGHT, BRANDI NICOLE";"TANISHA BELL";701262
"SILAS, BRIDGETT ";"FLORISSANT ";"ST LOUIS";63034;"5612 TEAK CT ";"(314) 486-0055";;"Reg";;;;;"-";"https://healthapps.dhss.mo.gov/childcaresearch/Facility.aspx?LID=002976329";;;;;;;;2976329
"SLAUGHTER, LARKRESHA ";"SAINT LOUIS ";"ST LOUIS";63137;"320 BANFF CIR ";"(314) 461-8258";;"Reg";;;;;"-";"https://healthapps.dhss.mo.gov/childcaresearch/Facility.aspx?LID=002942963";;;;;;;;2942963
"SLOAN, ANNIE ";"SAINT LOUIS ";"ST LOUIS";63136;"10552 LORD DR ";"(314) 885-9856";;"Reg";;;;;"-";"https://healthapps.dhss.mo.gov/childcaresearch/Facility.aspx?LID=000869047";;;;;;;;869047
"SMART KIDS CHILD DEVELOPMENT CENTER, LLC";"ST LOUIS";"ST LOUIS";"63138-1958";"12027 BELLEFONTAINE RD ";"(314) 274-7545";;"CHILD CARE CENTER";"08/28/2021";;60;"BIRTH - 15 YEARS";" 6:00 AM- 6:00 AM";"https://healthapps.dhss.mo.gov/childcaresearch/Facility.aspx?LID=002605881";" ";;;;"smartkcdc1@gmail.com";"BRYANT, AVONDA R";"PATRICK OMALLEY";2605881
"SMART KIDS NURSERY, LLC";"ST LOUIS";"ST LOUIS";"63136-5635";"10069 VISCOUNT DR ";"(314) 723-3492";;"CHILD CARE CENTER";"10/05/2021";;19;"BIRTH - 5 YEARS";" 6:00 AM- 6:00 PM";"https://healthapps.dhss.mo.gov/childcaresearch/Facility.aspx?LID=002176836";" ";;;;"thehappyglad@yahoo.com";"BROWN, JEREMY NATHAN";"DENISE ELAYNE KOCH";2176836
"SMITH, DAWN ";"SAINT LOUIS ";"ST LOUIS";63118;"2636 OREGON AVE ";"(314) 366-2867";;"Reg";;;;;"-";"https://healthapps.dhss.mo.gov/childcaresearch/Facility.aspx?LID=001885714";;;;;;;;1885714
"SMITH, ELISA DANIELLE";"EUREKA";"ST LOUIS";"63025-2139";"219 FOREST HILLS DR ";"(636) 795-9316";;"FAMILY HOME";"08/28/2021";;10;"6 WEEKS - 12 YEARS";" 6:00 AM- 9:00 PM";"https://healthapps.dhss.mo.gov/childcaresearch/Facility.aspx?LID=002494644";" ";;;;"bandesmith@yahoo.com";"SMITH, ELISA DANIELLE";"MICHELLE (SHELLEY) TRUESDALE";2494644
"SMITH, EVYONNE ";"MARYLAND HEIGHTS ";"ST LOUIS";63043;"11950 GLENVALLEY DR ";"(314) 792-2193";;"Reg";;;;;"-";"https://healthapps.dhss.mo.gov/childcaresearch/Facility.aspx?LID=002094139";;;;;;;;2094139
"SMITH, TAWANDA ";"SAINT LOUIS ";"ST LOUIS";63136;"1637 DELLRIDGE CT ";"(314) 397-6509";;"Reg";;;;;"-";"https://healthapps.dhss.mo.gov/childcaresearch/Facility.aspx?LID=001148154";;;;;;;;1148154
"SMITH, TRENTISS ";"FLORISSANT ";"ST LOUIS";63033;"5160 CAMPFIRE TRL APT M ";"(314) 718-9827";;"Reg";;;;;"-";"https://healthapps.dhss.mo.gov/childcaresearch/Facility.aspx?LID=001349697";;;;;;;;1349697
"SOULARD EDUCATION CENTER, INC.";"ST LOUIS";"ST LOUIS";"63104-4323";"1111 VICTOR ST ";"(314) 865-2799";;"CHILD CARE CENTER";"05/16/2023";;12;"24 MONTHS - 4 YEARS";" 7:00 AM- 6:00 PM";"https://healthapps.dhss.mo.gov/childcaresearch/Facility.aspx?LID=001144185";;;;;;;;1144185
"SOULARD EDUCATION CENTER, INC.";"ST LOUIS";"ST LOUIS";"63104-4324";"1110 VICTOR ST ";"(314) 865-2799";;"CHILD CARE CENTER";"02/23/2023";;40;"36 MONTHS - 12 YEARS";" 6:00 AM- 9:00 PM";"https://healthapps.dhss.mo.gov/childcaresearch/Facility.aspx?LID=002883492";" ";;;;"amy.cross@soulardschool.org";"CHRISTMAN, SARAH ELIZABETH";"JOYCE E GREEN";2883492
"YMCA SOUTH COUNTY PRESCHOOL";"ST LOUIS";"ST LOUIS";63128;"12736 SOUTHFORK RD ";"(314) 849-9622";;"LICENSE EXEMPT PROGRAM";"12/01/2022";;40;"36 MONTHS - 5 YEARS";" 9:00 AM-12:00 PM";"https://healthapps.dhss.mo.gov/childcaresearch/Facility.aspx?LID=000934350";;;;;;;;934350
"SOUTHMINSTER PRESBYTERIAN CHURCH";"ST LOUIS";"ST LOUIS";"63126-2308";"10126 E WATSON RD ";"(314) 843-1133";;"LICENSE EXEMPT PROGRAM";"05/01/2023";;40;"24 MONTHS - 5 YEARS";" 9:00 AM-12:30 PM";"https://healthapps.dhss.mo.gov/childcaresearch/Facility.aspx?LID=000701486";" ";;;;"cheinlein@southminsterstlouis.org";"HEINLEIN, CINDY";"THERESA ZEHNLE";701486
"SOUTHSIDE EARLY CHILDHOOD CENTER";"ST LOUIS";"ST LOUIS";"63104-2209";"2101 S JEFFERSON AVE ";"(314) 865-0322";;"CHILD CARE CENTER";"08/28/2021";;145;"6 WEEKS - 5 YEARS";" 6:00 AM- 9:00 PM";"https://healthapps.dhss.mo.gov/childcaresearch/Facility.aspx?LID=000174467";" ";;;;"JWEAVER@SOUTHSIDE-ECC.ORG";"MCKINNEY, STEPHANIE ANN";"JOYCE E GREEN";174467
"SOUTHSIDE EARLY CHILDHOOD CENTER";"ST LOUIS";"ST LOUIS";"63103-2264";"1881 PINE ST ";"(314) 533-0975";;"CHILD CARE CENTER";"08/28/2021";;40;"36 MONTHS - 5 YEARS";" 8:00 AM- 4:15 PM";"https://healthapps.dhss.mo.gov/childcaresearch/Facility.aspx?LID=002832779";"2101 S JEFFERSON AVE ";"ST LOUIS";"MO";"63104-2209";"jweaver@southside-ecc.org";"NOBLOT, LINDSEY D";"JOYCE E GREEN";2832779
"SOUTHSIDE EARLY CHILDHOOD CENTER";"ST LOUIS";"ST LOUIS";"63118-4175";"3740 MARINE AVE ";"(314) 533-0975";;"CHILD CARE CENTER";"08/28/2021";;80;"36 MONTHS - 5 YEARS";" 6:00 AM- 9:00 PM";"https://healthapps.dhss.mo.gov/childcaresearch/Facility.aspx?LID=002832788";;;;;;;;2832788
"SPANN-BAKER, PAMELA MARIA";"FLORISSANT";"ST LOUIS";"63033-4050";"3828 WINDEMER DR ";"(314) 583-2470";;"FAMILY HOME";"08/28/2021";;10;"6 WEEKS - 12 YEARS";" 6:00 AM- 9:00 PM";"https://healthapps.dhss.mo.gov/childcaresearch/Facility.aspx?LID=001875565";" ";;;;"pmspann@yahoo.com";"SPANN-BAKER, PAMELA MARIA";"CHARMEL WILLIAMS";1875565
"SPARK STEAM ACADEMY, LLC";"ST LOUIS";"ST LOUIS";"63133-1738";"7340 SAINT CHARLES ROCK RD ";"(314) 282-0042";;"CHILD CARE CENTER";"07/05/2023";;63;"6 WEEKS - 12 YEARS";" 6:00 AM- 9:00 PM";"https://healthapps.dhss.mo.gov/childcaresearch/Facility.aspx?LID=002860686";" ";;;;"spark.steamacademy@yahoo.com";"FOSTER, KAYUNDRA NICOLE";"DENISE ELAYNE KOCH";2860686
"SPECIAL SCHOOL DISTRICT OF ST. LOUIS COUNTY";"FLORISSANT";"ST LOUIS";63033;"1700 DERHAKE RD ";"(314) 989-7616";;"CHILD CARE CENTER";"08/28/2021";;36;"24 MONTHS - 5 YEARS";" 6:00 AM- 9:00 PM";"https://healthapps.dhss.mo.gov/childcaresearch/Facility.aspx?LID=002226004";" ";;;;"MCSMITH2@SSDMO.ORG";"SMITH, MALIRIE CHANNEL";"CHARMEL WILLIAMS";2226004
"SPELLMAN, SHONTA ";"SAINT LOUIS ";"ST LOUIS";63138;"11348 RED RIVER DR ";"(314) 918-5965";;"Reg";;;;;"-";"https://healthapps.dhss.mo.gov/childcaresearch/Facility.aspx?LID=002984865";;;;;;;;2984865
"SPIEGEL, LAVINA GALE";"ST LOUIS";"ST LOUIS";63144;"2446 HIGH SCHOOL DR ";"(314) 962-1962";;"FAMILY HOME";"08/28/2021";;8;"6 WEEKS - 24 MONTHS";" 6:00 AM- 9:00 PM";"https://healthapps.dhss.mo.gov/childcaresearch/Facility.aspx?LID=000319917";" ";;;;"BRIGHTBEGINNINGS123@YAHOO.COM";"SPIEGEL, LAVINA GALE";"TANISHA BELL";319917
"SPIEGEL, LAVINA GALE";"ST LOUIS";"ST LOUIS";63144;"3135 S BRENTWOOD BLVD ";"(314) 968-0000";;"CHILD CARE CENTER";"08/28/2021";;60;"6 WEEKS - 5 YEARS";" 6:00 AM- 9:00 PM";"https://healthapps.dhss.mo.gov/childcaresearch/Facility.aspx?LID=001749791";"2446 HIGH SCHOOL DR ";"BRENTWOOD";"MO";63144;"BrightBeginnings1234@yahoo.com";"JOHNSTON, CRISTINA GALE";"TANISHA BELL";1749791
"SPIRIT & TRUTH DAYCARE & PRESCHOOL";"HAZELWOOD";"ST LOUIS";63042;"8727 DUNN RD ";"(314) 830-2803";;"LICENSE EXEMPT PROGRAM";"12/01/2022";;48;"24 MONTHS - 16 YEARS";" 6:00 AM- 6:00 PM";"https://healthapps.dhss.mo.gov/childcaresearch/Facility.aspx?LID=001764612";;;;;;;;1764612
"SPIRIT & TRUTH DAYCARE & PRESCHOOL";"HAZELWOOD";"ST LOUIS";63042;"8727 DUNN RD ";"(314) 830-2803";;"LICENSE EXEMPT PROGRAM";"12/01/2022";;48;"24 MONTHS - 16 YEARS";" 6:00 AM- 6:00 PM";"https://healthapps.dhss.mo.gov/childcaresearch/Facility.aspx?LID=001764612";;;;;;;;1764612
"SPRING GARDEN CHILDCARE CENTER";"ST LOUIS";"ST LOUIS";"63137-4430";"10633 SPRING GARDEN DR ";"(314) 662-2356";;"FAMILY HOME";"08/28/2021";;10;"BIRTH - 12 YEARS";" 6:00 AM- 6:00 AM";"https://healthapps.dhss.mo.gov/childcaresearch/Facility.aspx?LID=001901393";" ";;;;"TLC59900@AOL.COM";"COLLINS, VIVIAN";"KATHERINE D SIMS";1901393
"SPROUT";"ST LOUIS";"ST LOUIS";"63139-1535";"5570 FYLER AVE ";"(314) 517-6659";;"CHILD CARE CENTER";"08/28/2021";;31;"BIRTH - 12 YEARS";" 7:00 AM- 6:00 PM";"https://healthapps.dhss.mo.gov/childcaresearch/Facility.aspx?LID=002792830";" ";;;;"info@sproutstl.com";"K'NUCKLES, SHARLENCEIA DAWN";"REGINA WATKINS";2792830
"ST JOHNS EARLY CHILDHOOD CENTER";"CHESTERFIELD";"ST LOUIS";63017;"15370 OLIVE BLVD ";"(636) 530-7529";;"LICENSE EXEMPT PROGRAM";"05/01/2023";;130;"BIRTH - 5 YEARS";" 9:00 AM- 3:00 PM";"https://healthapps.dhss.mo.gov/childcaresearch/Facility.aspx?LID=001142007";" ";;;;"STJOHNSECC@GMAIL.COM";"GATTI, KAREN";"THERESA ZEHNLE";1142007
"ST LOUIS PUBLIC SCHOOLS";"ST LOUIS";"ST LOUIS";63106;"3035 CASS AVE ";"(314) 531-9028";;"CHILD CARE CENTER";"08/28/2021";;36;"BIRTH - 5 YEARS";" 6:00 AM- 9:00 PM";"https://healthapps.dhss.mo.gov/childcaresearch/Facility.aspx?LID=000186534";" ";;;;"Latasha.Anderson@slps.org";"SMITH, MIIKO ALICIA";"JOYCE E GREEN";186534
"ST LUCAS PRESCHOOL";"ST LOUIS";"ST LOUIS";63126;"11735 DENNY RD ";"(314) 884-6126";;"LICENSE EXEMPT PROGRAM";"02/01/2023";;101;"24 MONTHS - 5 YEARS";" 9:00 AM- 3:00 PM";"https://healthapps.dhss.mo.gov/childcaresearch/Facility.aspx?LID=000271389";" ";;;;"kblessing@stlucasucc.org";"BLESSING, KELLY LYNN";"MICHELLE (SHELLEY) TRUESDALE";271389
"ST LUKES PRESCHOOL";"ST LOUIS";"ST LOUIS";"63125-4027";"2761 TELEGRAPH RD ";"(314) 892-0002";;"LICENSE EXEMPT PROGRAM";"01/01/2023";;36;"24 MONTHS - 5 YEARS";" 9:00 AM-12:00 PM";"https://healthapps.dhss.mo.gov/childcaresearch/Facility.aspx?LID=000260373";" ";;;;"stlukespreschool1@gmail.com";"KNESE, STACEY LYNNE";"MICHELLE (SHELLEY) TRUESDALE";260373
"ST LUKES PRESCHOOL";"MANCHESTER";"ST LOUIS";"63021-7460";"444 BRIGHTFIELD TRL ";"(636) 227-1227";;"LICENSE EXEMPT PROGRAM";"03/01/2023";;33;"24 MONTHS - 5 YEARS";" 7:00 AM- 5:30 PM";"https://healthapps.dhss.mo.gov/childcaresearch/Facility.aspx?LID=000890675";" ";;;;"stlukespreschoolmanchester@gmail.com";"WARREN, SARAH ROSE";"TANISHA BELL";890675
"ST PETERS PLAYGROUP";"LADUE";"ST LOUIS";63124;"110 N WARSON RD ";"(314) 993-6774";;"LICENSE EXEMPT PROGRAM";"03/01/2023";;39;"20 MONTHS - 36 MONTHS";" 9:15 AM-12:30 PM";"https://healthapps.dhss.mo.gov/childcaresearch/Facility.aspx?LID=000876520";" ";;;;"PLAYGROUP@STPETERSEPISCOPAL.ORG";"REYNOLDS, LISA";"TANISHA BELL";876520
"ST. JAMES THE GREATER EARLY CHILDHOOD EDUCATION CENTER";"ST LOUIS";"ST LOUIS";"63139-3434";"1360 TAMM AVE ";"(314) 647-5244";;"LICENSE EXEMPT PROGRAM";"07/01/2023";;85;"36 MONTHS - 5 YEARS";" 6:00 AM- 9:00 PM";"https://healthapps.dhss.mo.gov/childcaresearch/Facility.aspx?LID=002782583";" ";;;;"earlychildhood@stjamesthegreater.org";"GISSY, TONI ANN";"JOYCE E GREEN";2782583
"ST. JOAN OF ARC KID KARE PROGRAM";"ST LOUIS";"ST LOUIS";"63139-1935";"3548 SULPHUR AVE ";"(314) 353-5384";;"LICENSE EXEMPT PROGRAM";"08/01/2023";;38;"24 MONTHS - 6 YEARS";" 7:00 AM- 6:00 PM";"https://healthapps.dhss.mo.gov/childcaresearch/Facility.aspx?LID=001834055";;;;;;;;1834055
"ST. JOHN'S COMPASS AFTER SCHOOL PROGRAM";"ST LOUIS";"ST LOUIS";"63116-1615";"3738 MORGANFORD RD ";"(314) 773-0126";;"LICENSE EXEMPT PROGRAM";"07/01/2023";;60;"6 YEARS - 14 YEARS";" 7:30 AM- 5:30 PM";"https://healthapps.dhss.mo.gov/childcaresearch/Facility.aspx?LID=002856155";;;;;;;;2856155
"ST. JOHN'S COMPASS AFTER SCHOOL PROGRAM";"ST LOUIS";"ST LOUIS";"63116-1615";"3738 MORGANFORD RD ";"(314) 773-0126";;"LICENSE EXEMPT PROGRAM";"07/01/2023";;60;"6 YEARS - 14 YEARS";" 7:30 AM- 5:30 PM";"https://healthapps.dhss.mo.gov/childcaresearch/Facility.aspx?LID=002856155";;;;;;;;2856155
"ST. LOUIS CHILDREN'S HOSPITAL";"ST LOUIS";"ST LOUIS";"63110-1189";"321 S NEWSTEAD AVE ";"(314) 454-4700";;"CHILD CARE CENTER";"08/28/2021";;235;"6 WEEKS - 10 YEARS";" 6:00 AM- 9:00 PM";"https://healthapps.dhss.mo.gov/childcaresearch/Facility.aspx?LID=000168492";" ";;;;"margaret.zitko@bjc.org";"ZITKO, MARGARET A";"JOYCE E GREEN";168492
