"ID";"Type";"Name";"Address";"City";"State";"Zip";"County";"Phone";"Email";"Website";"Capacity";"Operational Information";"Sunday";"Monday";"Tuesday";"Wednesday";"Thursday";"Friday";"Saturday";"Infants (0-12 months)";"Toddler (12-24 months)";"Toddler (24-36 months)";"Pre-School (3-5 years old)";"School-Age (6-12 years old)";"Full Day Care";"Half Day Care";"Weekend Care";"Drop-In Care";"Night Care";"Provides Transportation";"Child and Adult Food Program";"Accepts Subsidies";"Certified Nature Explore Classroom";"Implementing WY ELG/ELF";"Accepts Special Needs";"Pet Free Environment";"Has Cat(s)";"Has Dog(s)";"Has Other Pet(s)"
43;"FCCC";"The Cabbage Patch";"1957 1/2 Snowy Range Rd.";"Laramie";"WY";82070;"Albany";"307-760-2591";"ilvwnickell@hotmail.com";;15;"Regular/Year Round";"Closed";"06:00 AM - 06:00 PM";"06:00 AM - 06:00 PM";"06:00 AM - 06:00 PM";"06:00 AM - 06:00 PM";"06:00 AM - 06:00 PM";"Closed";"Yes";"Yes";"Yes";"Yes";"Yes";"Yes";"Yes";;;;"Yes";;"Yes";;;;;;;
2341;"CCC";"The Crane Academy";"2132 Cougar Ave";"Cody";"WY";82414;"Park";"307-586-1865";"thecraneacademy@gmail.com";;75;"Regular/Year Round";"Closed";"07:00 AM - 05:30 PM";"07:00 AM - 05:30 PM";"07:00 AM - 05:30 PM";"07:00 AM - 05:30 PM";"07:00 AM - 05:30 PM";"Closed";"Yes";"Yes";"Yes";"Yes";"Yes";"Yes";"Yes";;;;;"Yes";"Yes";;;;"Yes";;;
16911;"FCCH";"The Kid Zone";"171 Lazy Pants Loop";"Glendo";"WY";82213;"Platte";"307-331-9914";"lmholkan@gmail.com";;10;"Regular/Year Round";"Closed";"07:30 AM - 05:30 PM";"07:30 AM - 05:30 PM";"07:30 AM - 05:30 PM";"07:30 AM - 05:30 PM";"07:30 AM - 05:30 PM";"Closed";"Yes";"Yes";"Yes";"Yes";"Yes";"Yes";"Yes";;;;;;"Yes";;;;;;;
1546;"CCC";"The Learning Garden";"620 Avenue A";"Powell";"WY";82435;"Park";"307-754-2825";"tlg2825@yahoo.com";;68;"Regular/Year Round";"Closed";"07:30 AM - 05:30 PM";"07:30 AM - 05:30 PM";"07:30 AM - 05:30 PM";"07:30 AM - 05:30 PM";"07:30 AM - 05:30 PM";"Closed";"Yes";"Yes";"Yes";"Yes";"Yes";"Yes";"Yes";;"Yes";;"Yes";"Yes";"Yes";;;;"Yes";;;
1669;"CCC";"The Learning Tree Christian School";"820 W Fetterman";"Buffalo";"WY";82834;"Johnson";"307-684-7509";"learningtreechristianschool@gmail.com";;86;"Closed Summer : September to May";"Closed";"08:00 AM - 03:15 PM";"08:00 AM - 03:15 PM";"08:00 AM - 03:15 PM";"08:00 AM - 03:15 PM";"08:00 AM - 12:00 AM";"Closed";;;;"Yes";"Yes";;"Yes";;;;;;"Yes";;;"Yes";;;;
16865;"CCC";"The Learning Tree Daycare and Preschool, LLC";"203 W. Flying Circle Dr.";"Gillette";"WY";82716;"Campbell";"(307)";"learningtreegillette@gmail.com";;101;"Regular/Year Round";"Closed";"06:00 AM - 05:30 PM";"06:00 AM - 05:30 PM";"06:00 AM - 05:30 PM";"06:00 AM - 05:30 PM";"06:00 AM - 05:30 PM";"Closed";"Yes";"Yes";"Yes";"Yes";;"Yes";"Yes";;;;;;"Yes";;;;;;;
2463;"FCCH";"The Little School House";"1801 E Warlow Dr. #1";"Gillette";"WY";82716;"Campbell";"307-257-4798";"jessicadejong@yahoo.com";"https:////thelittleschoolhouse-daycarecenter.business.site";10;"Regular/Year Round";"06:00 AM - 06:00 PM";"06:00 AM - 06:00 PM";"06:00 AM - 06:00 PM";"06:00 AM - 06:00 PM";"06:00 AM - 06:00 PM";"06:00 AM - 06:00 PM";"06:00 AM - 06:00 PM";"Yes";"Yes";"Yes";"Yes";;"Yes";"Yes";"Yes";"Yes";"Yes";;"Yes";"Yes";;;;;;"Yes";
2086;"CCC";"The Montessori School of the Tetons";"1240 Huff Ln";"Jackson";"WY";83001;"Teton";"307-734-2747";"tetonmontessori@gmail.com";"https://www.tetonmontessori.com";25;"Regular/Year Round";"Closed";"07:30 AM - 05:30 PM";"07:30 AM - 05:30 PM";"07:30 AM - 05:30 PM";"07:30 AM - 05:30 PM";"07:30 AM - 05:30 PM";"Closed";;;"Yes";"Yes";;"Yes";"Yes";;;;;;;;;;"Yes";;;
1436;"CCC";"The Neighborhood School";"3919 Central Ave";"Cheyenne";"WY";82001;"Laramie";"307-632-3339";"theneighborhoodschool.wyo@gmail.com";;187;"Regular/Year Round";"Closed";"07:00 AM - 05:30 PM";"07:00 AM - 05:30 PM";"07:00 AM - 05:30 PM";"07:00 AM - 05:30 PM";"07:00 AM - 05:30 PM";"Closed";"Yes";"Yes";"Yes";"Yes";"Yes";"Yes";;;;;"Yes";;"Yes";;;"Yes";"Yes";;;
2535;"CCC";"THE OPEN SCHOOL";"414 SOUTH 24TH";"Laramie";"WY";82070;"Albany";"307-745-7256";"openschool1@hotmail.com shellmcfate@yahoo.com";"https://www.laramieopenschool.org";101;"Regular/Year Round";"Closed";"07:30 AM - 05:30 PM";"07:30 AM - 05:30 PM";"07:30 AM - 05:30 PM";"07:30 AM - 05:30 PM";"07:30 AM - 05:30 PM";"Closed";;;;"Yes";;"Yes";"Yes";;;;;;"Yes";;;"Yes";"Yes";;;
2386;"CCC";"The Preschool Academy";"308 W. Juniper";"Gillette";"WY";82718;"Campbell";"307-686-5145";"thepreschoolacademy307@gmail.com";;45;"Regular/Year Round";"Closed";"07:00 AM - 05:30 PM";"07:00 AM - 05:30 PM";"07:00 AM - 05:30 PM";"07:00 AM - 05:30 PM";"07:00 AM - 05:30 PM";"Closed";;;;"Yes";"Yes";;"Yes";;;;;;;;;;;;;
17004;"FCCC";"The Pumpkins Patch";"1014 S. 5th Street";"Laramie";"WY";82070;"Albany";"210-865-6824";"scornehlsen@gmail.com";;13;"Regular/Year Round";"Closed";"07:40 AM - 05:15 PM";"07:40 AM - 05:15 PM";"07:40 AM - 05:15 PM";"07:40 AM - 05:15 PM";"07:40 AM - 05:15 PM";"Closed";"Yes";"Yes";"Yes";"Yes";;"Yes";"Yes";;;;;;;;;;;;;
2401;"CCC";"The REAL Center";"125 S. Cole St";"Pinedale";"WY";82941;"Sublette";"307-367-7325";"real125c@outlook.com";;36;"Regular/Year Round";"Closed";"05:30 AM - 07:00 PM";"05:30 AM - 07:00 PM";"05:30 AM - 07:00 PM";"05:30 AM - 07:00 PM";"05:30 AM - 07:00 PM";"Closed";"Yes";"Yes";"Yes";"Yes";"Yes";"Yes";"Yes";"Yes";"Yes";;;"Yes";"Yes";;;;"Yes";;;
2183;"CCC";"The Seedlings Center";"1008 8th Street";"Cody";"WY";82414;"Park";"307-578-2616";"jbrown1@codyregionalhealth.org";;37;"Regular/Year Round";"Closed";"06:00 AM - 06:30 PM";"06:00 AM - 06:30 PM";"06:00 AM - 06:30 PM";"06:00 AM - 06:30 PM";"06:00 AM - 06:30 PM";"Closed";"Yes";"Yes";"Yes";"Yes";;"Yes";"Yes";;"Yes";;;;"Yes";;;"Yes";"Yes";;;
2008;"CCC";"The Tot Spot";"104 S. Burma";"Gillette";"WY";82716;"Campbell";"307-680-4422";"bandt_smith@yahoo.com";"https://https://www.totspotgillette.com";46;"Regular/Year Round";"Closed";"07:00 AM - 05:30 PM";"07:00 AM - 05:30 PM";"07:00 AM - 05:30 PM";"07:00 AM - 05:30 PM";"07:00 AM - 05:30 PM";"Closed";"Yes";"Yes";"Yes";"Yes";"Yes";"Yes";"Yes";;"Yes";;;"Yes";"Yes";;;"Yes";"Yes";;;
17157;"FCCH";"The Urban Mustard Seed";"606 South 8th Street";"Laramie";"WY";82070;"Albany";"307-761-5507";"mustardseedwy@gmail.com";"https://urbanmustardseedllc.weebly.com";10;"Regular/Year Round";"Closed";"07:30 AM - 03:30 PM";"07:30 AM - 03:30 PM";"07:30 AM - 03:30 PM";"07:30 AM - 03:30 PM";"07:30 AM - 03:30 PM";"Closed";"Yes";"Yes";"Yes";"Yes";"Yes";"Yes";"Yes";;;;;;;;;;;;"Yes";
1554;"FCCC";"Time of Wonder Childcare";"3220 Sage Drive";"Laramie";"WY";82070;"Albany";"307-399-4604";"arnoldbateman7@yahoo.com";;15;"Regular/Year Round";"Closed";"07:00 AM - 05:00 PM";"07:00 AM - 05:00 PM";"07:00 AM - 05:00 PM";"07:00 AM - 05:00 PM";"07:00 AM - 05:00 PM";"Closed";"Yes";"Yes";"Yes";"Yes";;"Yes";"Yes";;;;"Yes";;;;;;;;;
1863;"FCCH";"Tina's Tiny Tots";"1614 Sunnyhill Dr";"Cheyenne";"WY";82001;"Laramie";"307-287-7134";"tinarobinett@yahoo.com";;10;"Regular/Year Round";"Closed";"07:30 AM - 05:30 PM";"07:30 AM - 05:30 PM";"07:30 AM - 05:30 PM";"07:30 AM - 05:30 PM";"07:30 AM - 05:30 PM";"Closed";"Yes";"Yes";"Yes";"Yes";"Yes";"Yes";"Yes";;;;;;"Yes";;;;;;;
2012;"FCCC";"TINA'S TOYS - N - TOTS";"1591 N. MILL CREEK";"Casper";"WY";82604;"Natrona";"307-267-4171";"Hmooselady@bresnan.net";;15;"Regular/Year Round";"Closed";"07:30 AM - 05:15 PM";"07:30 AM - 05:15 PM";"07:30 AM - 05:15 PM";"07:30 AM - 05:15 PM";"07:30 AM - 05:15 PM";"Closed";"Yes";"Yes";"Yes";"Yes";;"Yes";"Yes";;;;;"Yes";"Yes";;;;;;;
2143;"FCCH";"Tiny Camels Daycare";"808 Glacier Drive";"Gillette";"WY";82718;"Campbell";"307-660-7260";"sisnerosn@yahoo.com";;7;"Closed Summer : August to May";"Closed";"06:30 AM - 05:00 PM";"06:30 AM - 05:00 PM";"06:30 AM - 05:00 PM";"06:30 AM - 05:00 PM";"06:30 AM - 05:00 PM";"Closed";"Yes";"Yes";"Yes";"Yes";"Yes";"Yes";"Yes";;"Yes";;;;;;;;;"Yes";"Yes";
17230;"FCCH";"Tiny Explorers, LLC";"405 Aspen Drive #8";"Jackson";"WY";83001;"Teton";"307-699-2080";"dianewmcgee@gmail.com";;5;"Regular/Year Round";"Closed";"08:30 AM - 04:30 PM";"08:30 AM - 04:30 PM";"08:30 AM - 04:30 PM";"Closed";"Closed";"Closed";;"Yes";"Yes";;"Yes";"Yes";;;;;;;;;;;;;;
17174;"CCC";"Tiny Hearts Child Care and Preschool";"601 SE. WY Blvd.";"Casper";"WY";82609;"Natrona";"307-315-5122";"tinyheartschildcare21@gmail.com";;42;"Regular/Year Round";"Closed";"06:30 AM - 06:00 PM";"06:30 AM - 06:00 PM";"06:30 AM - 06:00 PM";"06:30 AM - 06:00 PM";"06:30 AM - 06:00 PM";"Closed";"Yes";"Yes";"Yes";"Yes";;"Yes";"Yes";;;;;;"Yes";;;;;;;
17316;"FCCH";"Tiny Hearts Preschool";"1327 9th West Ave Unit A";"Kemmerer";"WY";83101;"Lincoln";"307-679-1091";"tinyhearts.stuart@gmail.com";;6;"Closed Summer : September to May";"Closed";"09:00 AM - 11:30 PM";"09:00 AM - 11:30 PM";"09:00 AM - 11:30 PM";"09:00 AM - 11:30 PM";"Closed";"Closed";;;;"Yes";;;;;;;;;;;;;;;;
16945;"FCCH";"Tiny Tigers Daycare LLC";"4414 Sullivan St.";"Cheyenne";"WY";82009;"Laramie";"307-920-0644";"jess4missions@gmail.com";"https://www.tinytigersdaycare.com";8;"Regular/Year Round";"Closed";"07:00 AM - 05:30 PM";"07:00 AM - 05:30 PM";"07:00 AM - 05:30 PM";"07:00 AM - 05:30 PM";"07:00 AM - 05:30 PM";"Closed";"Yes";"Yes";"Yes";"Yes";"Yes";"Yes";"Yes";;"Yes";;;;;;;;;;;
17063;"FCCH";"Tiny Toes Family Childcare";"1804 E. 19th Street";"Cheyenne";"WY";82001;"Laramie";"307-630-9905";"valerie.burkins@gmail.com";;10;"Regular/Year Round";"Closed";"07:15 AM - 05:30 PM";"07:15 AM - 05:30 PM";"07:15 AM - 05:30 PM";"07:15 AM - 05:30 PM";"07:15 AM - 05:30 PM";"Closed";"Yes";"Yes";"Yes";"Yes";;"Yes";;;;;;"Yes";"Yes";;;;;;"Yes";
16989;"FCCC";"Tiny Tot Adventures";"117 Hough St";"Dubois";"WY";82513;"Fremont";"307-455-3557";"tinytotadventures@gmail.com";;15;"Regular/Year Round";"Closed";"08:30 AM - 05:00 PM";"08:30 AM - 05:00 PM";"08:30 AM - 05:00 PM";"08:30 AM - 05:00 PM";"08:30 AM - 05:00 PM";"Closed";"Yes";"Yes";"Yes";"Yes";"Yes";"Yes";"Yes";;"Yes";;;;"Yes";;;;"Yes";;;
2428;"CCC";"Tiny Treasures Child Care";"704 Bent Ave.";"Cheyenne";"WY";82007;"Laramie";"307-426-5003";"nay66@bresnan.net";;41;"Regular/Year Round";"Closed";"06:30 AM - 05:30 PM";"06:30 AM - 05:30 PM";"06:30 AM - 05:30 PM";"06:30 AM - 05:30 PM";"06:30 AM - 05:30 PM";"Closed";"Yes";"Yes";"Yes";"Yes";"Yes";"Yes";"Yes";;"Yes";;;"Yes";"Yes";;;;;;;
16910;"CCC";"Toddler Town";"711 Warren Ave.";"Cheyenne";"WY";82007;"Laramie";"307-632-2822";"toddlertown2018@gmail.com";"https://www.toddlertownwy.com";86;"Regular/Year Round";"Closed";"05:30 AM - 07:00 PM";"05:30 AM - 07:00 PM";"05:30 AM - 07:00 PM";"05:30 AM - 07:00 PM";"05:30 AM - 07:00 PM";"Closed";"Yes";"Yes";"Yes";"Yes";"Yes";"Yes";"Yes";;;;;;"Yes";;;;;;;
2507;"CCC";"Toddler Town Learning Center LLC";"2007 S. Douglas Hwy Suite C";"Gillette";"WY";82718;"Campbell";"307-299-4611";"brittsosa18@gmail.com";"https://toddler-town.com";87;"Regular/Year Round";"Closed";"07:00 AM - 05:30 PM";"07:00 AM - 05:30 PM";"07:00 AM - 05:30 PM";"07:00 AM - 05:30 PM";"07:00 AM - 05:30 PM";"Closed";"Yes";"Yes";"Yes";"Yes";"Yes";"Yes";"Yes";;"Yes";;"Yes";;"Yes";;;;;;;
1992;"CCC";"TONGUE RIVER CHILD'S PLACE";"84 DAYTON STREET";"Ranchester";"WY";82839;"Sheridan";"307-655-2226";"tongueriverchildsplace@hotmail.com";;63;"Regular/Year Round";"Closed";"07:00 AM - 06:00 PM";"07:00 AM - 06:00 PM";"07:00 AM - 06:00 PM";"07:00 AM - 06:00 PM";"07:00 AM - 06:00 PM";"Closed";"Yes";"Yes";"Yes";"Yes";"Yes";"Yes";"Yes";;;;;"Yes";"Yes";;;;;;;
14865;"CCC";"Tongue River Child's Place Preschool";"124 Dayton Street";"Ranchester";"WY";82839;"Sheridan";"307-655-2226";"tongueriverchildsplace@hotmail.com";;30;"Closed Summer : August to June";"Closed";"07:00 AM - 06:00 PM";"07:00 AM - 06:00 PM";"07:00 AM - 06:00 PM";"07:00 AM - 06:00 PM";"07:00 AM - 06:00 PM";"Closed";;;"Yes";"Yes";"Yes";"Yes";"Yes";;;;;;"Yes";;;;;;;
17146;"CCC";"Tongue River Twisters Gymnastics Fit and Fun Kids";"2945 W. 5th St.";"Sheridan";"WY";82801;"Sheridan";"307-672-1899";"tonguerivertwisters@yahoo.com";;36;"Regular/Year Round";"Closed";"07:00 AM - 04:30 PM";"07:00 AM - 04:30 PM";"07:00 AM - 04:30 PM";"07:00 AM - 04:30 PM";"07:00 AM - 04:30 PM";"Closed";"Yes";"Yes";"Yes";"Yes";"Yes";"Yes";"Yes";;;;;;"Yes";;;;;;;
2381;"FCCC";"Tots in Motion";"1514 Barratt";"Laramie";"WY";82070;"Albany";"307-760-7336";"lori3067@aol.com";;15;"Regular/Year Round";"Closed";"07:00 AM - 05:30 PM";"07:00 AM - 05:30 PM";"07:00 AM - 05:30 PM";"07:00 AM - 05:30 PM";"07:00 AM - 05:30 PM";"Closed";"Yes";"Yes";"Yes";"Yes";;"Yes";"Yes";;;;"Yes";"Yes";;;;;;;;
2058;"FCCC";"Tracy's Daycare and Preschool";"2458 Thayne-Bedford County RD 122";"Thayne";"WY";83127;"Lincoln";"307-883-2627";"tracywolfley@silverstar.com";;15;"Regular/Year Round";"Closed";"07:30 AM - 05:30 PM";"07:30 AM - 05:30 PM";"07:30 AM - 05:30 PM";"07:30 AM - 05:30 PM";"07:30 AM - 05:30 PM";"Closed";"Yes";"Yes";"Yes";"Yes";"Yes";"Yes";"Yes";;"Yes";;;"Yes";"Yes";;;"Yes";;;"Yes";
1864;"FCCC";"TRINITY LUTHERAN PRESCHOOL";"419 E. PARK";"Riverton";"WY";82501;"Fremont";"307-857-5710";"cmyers@tlsrivwyo.org";;11;"Regular/Year Round : August to September";"Closed";"08:00 AM - 11:00 AM";"08:00 AM - 11:00 AM";"08:00 AM - 11:00 AM";"08:00 AM - 11:00 AM";"08:00 AM - 11:00 AM";"Closed";;;;"Yes";;;"Yes";;;;;;;;;;;;;
2005;"CCC";"Trinity Lutheran Preschool";"50 Yellow Creek RD";"Evanston";"WY";82930;"Uinta";"307-789-1063";"oha_wy@yahoo.com";;55;"Closed Summer : September to May";"Closed";"09:00 AM - 02:00 PM";"09:00 AM - 02:00 PM";"09:00 AM - 02:00 PM";"09:00 AM - 02:00 PM";"09:00 AM - 02:00 PM";"Closed";;;;"Yes";;"Yes";;;;;;;;;;;"Yes";;;
2407;"CCC";"Trinity Lutheran School";"1111 East 22nd. St.";"Cheyenne";"WY";82001;"Laramie";"307-635-2802";"childcare@trinitycheyenne.org";;71;"Closed Summer : August to May";"Closed";"07:00 AM - 05:30 PM";"07:00 AM - 05:30 PM";"07:00 AM - 05:30 PM";"07:00 AM - 05:30 PM";"07:00 AM - 05:30 PM";"Closed";;;;"Yes";"Yes";"Yes";"Yes";;;;"Yes";;"Yes";;;;;;;
14960;"CCC";"True North Academy";"1619 Stampede Ave";"Cody";"WY";82414;"Park";"307-586-2335";"ky@cody.church";;50;"Regular/Year Round";"Closed";"07:30 AM - 05:30 PM";"07:30 AM - 05:30 PM";"07:30 AM - 05:30 PM";"07:30 AM - 05:30 PM";"07:30 AM - 05:30 PM";"Closed";"Yes";"Yes";"Yes";"Yes";"Yes";"Yes";"Yes";;;;;;"Yes";;;;;;;
17159;"FCCH";"Twin Cliffs Kids";"961 Aspen Court";"Afton";"WY";83110;"Lincoln";"307-887-3429";"tiawna.jensen@gmail.com";;10;"Regular/Year Round";"Closed";"06:00 AM - 05:30 PM";"06:00 AM - 05:30 PM";"06:00 AM - 05:30 PM";"06:00 AM - 05:30 PM";"06:00 AM - 05:00 PM";"Closed";"Yes";"Yes";"Yes";"Yes";;"Yes";;;;;;;"Yes";;;;;;;
17337;"FCCH";"Twinkle, Twinkle, Little Stars Daycare, LLC";"1104 Whitewater Drive";"Rock Springs";"WY";82901;"Sweetwater";"307-389-3831";"htara342@gmail.com";;10;"Regular/Year Round";"Closed";"07:30 AM - 05:00 PM";"07:30 AM - 05:00 PM";"07:30 AM - 05:00 PM";"07:30 AM - 05:00 PM";"07:30 AM - 05:00 PM";"Closed";"Yes";"Yes";"Yes";"Yes";;"Yes";"Yes";;;;;;;;;;;;;
17312;"CCC";"Under the Sycamore Tree";"712 Storey Blvd.";"Cheyenne";"WY";82009;"Laramie";"307-634-3734";;;40;"Closed Summer : September to May";"Closed";"08:00 AM - 03:30 PM";"08:00 AM - 03:30 PM";"08:00 AM - 03:30 PM";"08:00 AM - 03:30 PM";"08:00 AM - 03:30 PM";"Closed";;;;"Yes";;;"Yes";;;;;;;;;;;;;
1867;"FCCC";"UNITED METHODIST CO-OP PRESCHOOL";"1116 W. PARK AVE";"Riverton";"WY";82501;"Fremont";"307-851-6199";"mistibolte@ymail.com";;15;"Closed Summer : August to May";"Closed";"08:15 AM - 11:00 AM";"08:15 - 11:00";"08:15 - 11:00";"08:15 - 11:00";"08:15 - 11:00";"Closed";;;;"Yes";;;"Yes";;;;;;;;;;;;;
2022;"CCC";"VALLEY CHRISTIAN SCHOOL";"2441 East E St.";"Torrington";"WY";82240;"Goshen";"307-532-3133";"admin@vcs78.com";;33;"Regular/Year Round";"Closed";"07:30 AM - 05:30 PM";"07:30 AM - 05:30 PM";"07:30 AM - 05:30 PM";"07:30 AM - 05:30 PM";"07:30 AM - 05:30 PM";"Closed";;;;"Yes";"Yes";"Yes";"Yes";;;;;;"Yes";;;;;;;
17090;"FCCH";"Valley Kids Preschool";"200 West North Street";"Baggs";"WY";82321;"Carbon";"307-477-0015";"baggsvalleykidspreschool@gmail.com";;10;"Closed Summer : September to May";"Closed";"08:00 AM - 03:00 PM";"08:00 AM - 03:00 PM";"08:00 AM - 03:00 PM";"08:00 AM - 03:00 PM";"Closed";"Closed";;;;"Yes";"Yes";;"Yes";;;;;;"Yes";;;;;;;
17153;"CCC";"Valley Village Childcare";"1012 Bridge Avenue";"Saratoga";"WY";82331;"Carbon";"307-326-3567";"valleyvillage307@gmail.com";;37;"Regular/Year Round";"Closed";"07:30 AM - 05:30 PM";"07:30 AM - 05:30 PM";"07:30 AM - 05:30 PM";"07:30 AM - 05:30 PM";"07:30 AM - 05:30 PM";"Closed";"Yes";"Yes";"Yes";"Yes";"Yes";"Yes";"Yes";;"Yes";;;;"Yes";;;;;;;
14862;"FCCC";"Veritas Academy";"2025 23rd St";"Cody";"WY";82414;"Park";"307-250-5167";"office@codyveritas.com";"https://www.codyveritas.com";14;"Closed Summer : September to May";"Closed";"08:30 AM - 12:00 PM";"08:30 AM - 12:00 PM";"08:30 AM - 12:00 PM";"08:30 AM - 12:00 PM";"08:30 AM - 12:00 PM";"Closed";;;;"Yes";;;"Yes";;;;;;;;;;;;;
1643;"FCCH";"Verlynn's Daycare";"1791 HWY 411";"Fort Bridger";"WY";82933;"Uinta";"307-782-6527";"rvanglen@union-tel.com";;10;"Regular/Year Round";"Closed";"07:00 AM - 05:15 PM";"07:00 AM - 05:15 PM";"07:00 AM - 05:15 PM";"07:00 AM - 05:15 PM";"07:00 AM - 05:15 PM";"Closed";"Yes";"Yes";"Yes";"Yes";"Yes";"Yes";"Yes";;"Yes";;;"Yes";"Yes";;;"Yes";;"Yes";;
17143;"FCCC";"We Care Daycare";"120 N 15th East";"Riverton";"WY";82501;"Fremont";"307-851-0914";"cro_royal@hotmail.com";;15;"Regular/Year Round";"Closed";"07:30 AM - 05:30 PM";"07:30 AM - 05:30 PM";"07:30 AM - 05:30 PM";"07:30 AM - 05:30 PM";"07:30 AM - 05:30 PM";"Closed";"Yes";"Yes";"Yes";"Yes";;"Yes";;;"Yes";;;;"Yes";;;;;"Yes";"Yes";
2275;"CCC";"WEE CARE / COMMUNITY HOSPITAL";"2000 CAMPBELL DRIVE";"Torrington";"WY";82240;"Goshen";"307-534-7026";"casey.geho@bannerhealth.com";;29;"Regular/Year Round";"Closed";"06:45 - 06:00";"06:45 - 06:00";"06:45 - 06:00";"06:45 - 06:00";"06:45 - 06:00";"Closed";"Yes";"Yes";"Yes";"Yes";"Yes";"Yes";"Yes";;;;;;"Yes";;;;;;;
2024;"FCCH";"WEE COTTAGE DAY CARE";"441 Florence Ave";"Sheridan";"WY";82801;"Sheridan";"307-751-1952";"philling65@gmail.com";;10;"Regular/Year Round";"Closed";"05:45 AM - 05:15 PM";"05:45 AM - 05:15 PM";"05:45 AM - 05:15 PM";"05:45 AM - 05:15 PM";"05:45 AM - 05:15 PM";"Closed";"Yes";"Yes";"Yes";"Yes";;"Yes";;;;;;"Yes";"Yes";;;;;;;
2025;"CCC";"WEE FOLKS PLACE";"Hwy 72 MINER&#39;S PLAZA #8";"Hanna";"WY";82327;"Carbon";"307-325-6579";"weefolksplace@gmail.com";;40;"Closed Summer : September to May";"Closed";"09:00 AM - 03:00 PM";"09:00 AM - 03:00 PM";"09:00 AM - 03:00 PM";"09:00 AM - 03:00 PM";"Closed";"Closed";;;;"Yes";;"Yes";"Yes";;;;;;;;;;;;;
2023;"CCC";"WEE PALS PRESCHOOL";"2972 MAIN STREET";"Torrington";"WY";82240;"Goshen";"307-532-4377";"Weepalsteach@gmail.com";;30;"Closed Summer : September to May";"Closed";"07:45 AM - 12:00 PM";"07:45 AM - 12:00 PM";"07:45 AM - 12:00 PM";"07:45 AM - 12:00 PM";"07:45 AM - 12:00 PM";"Closed";;;;"Yes";;;"Yes";;;;;;;;;;;;;
1980;"FCCC";"Welcome to the Jungle";"2315 Hitching Post Drive";"Green River";"WY";82935;"Sweetwater";"307-871-3778";"welcometothejungle_daycare@yahoo.com";;15;"Regular/Year Round";"Closed";"06:30 AM - 06:00 PM";"06:30 AM - 06:00 PM";"06:30 AM - 06:00 PM";"06:30 AM - 06:00 PM";"06:30 AM - 06:00 PM";"Closed";"Yes";"Yes";"Yes";"Yes";"Yes";"Yes";"Yes";;"Yes";;;"Yes";"Yes";;;;;;;
2404;"CCC";"Weston County Childrens Center";"104 Stampede";"Newcastle";"WY";82701;"Weston";"307-746-4560";"fgregory@region3.co";;92;"Regular/Year Round";"Closed";"06:30 AM - 05:30 PM";"06:30 AM - 05:30 PM";"06:30 AM - 05:30 PM";"06:30 AM - 05:30 PM";"06:30 AM - 05:30 PM";"Closed";"Yes";"Yes";"Yes";"Yes";"Yes";"Yes";"Yes";;"Yes";;"Yes";"Yes";"Yes";;;"Yes";;;;
2343;"CCC";"WESTON COUNTY CHILDRENS CENTER/UPTON";"629 SHERIDAN";"Upton";"WY";82730;"Weston";"307-468-2200";"myladmills@gmail.com";;42;"Closed Summer : September to May";"Closed";"08:15 AM - 03:00 PM";"08:15 AM - 03:00 PM";"08:15 AM - 03:00 PM";"08:15 AM - 03:00 PM";"Closed";"Closed";;;;"Yes";;;"Yes";;;;;"Yes";;;;"Yes";"Yes";;;
2122;"FCCH";"Where the Child Things Are";"8 Sage Drive";"Riverton";"WY";82501;"Fremont";"307-321-2191";"8sagechildthings@gmail.com";;10;"Regular/Year Round";"Closed";"07:00 AM - 04:30 PM";"07:00 AM - 04:30 PM";"07:00 AM - 04:30 PM";"07:00 AM - 04:30 PM";"07:00 AM - 04:00 PM";"Closed";"Yes";"Yes";"Yes";"Yes";;"Yes";"Yes";;;;;;"Yes";;;;;"Yes";"Yes";
2088;"FCCC";"Wiggle Worm Daycare";"33 Red Fox Drive";"Riverton";"WY";82501;"Fremont";"307-851-9449";"hllyberry07@yahoo.com";;15;"Regular/Year Round";"Closed";"07:00 AM - 05:30 PM";"07:00 AM - 05:30 PM";"07:00 AM - 05:30 PM";"07:00 AM - 05:30 PM";"07:00 AM - 05:30 PM";"Closed";"Yes";"Yes";"Yes";"Yes";"Yes";"Yes";"Yes";;;;"Yes";"Yes";"Yes";;;;;;"Yes";
17218;"FCCH";"Wild & Free Childcare";"915 E Harney Street";"Laramie";"WY";82072;"Albany";"307-277-6322";"wildandfreechildcarecenter@gmail.com";;10;"Regular/Year Round";"Closed";"07:30 AM - 05:30 PM";"07:30 AM - 05:30 PM";"07:30 AM - 05:30 PM";"07:30 AM - 05:30 PM";"07:30 AM - 05:30 PM";"Closed";"Yes";"Yes";"Yes";"Yes";"Yes";"Yes";"Yes";;;;;;"Yes";;;;;;;
2509;"CCC";"Winsor Castle Childcare and Preschool Center";"1827 Stampede Ave";"Cody";"WY";82414;"Park";"307-578-8090";"aj.schmidtberger@gmail.com";;46;"Regular/Year Round";"Closed";"07:00 AM - 05:30 PM";"07:00 AM - 05:30 PM";"07:00 AM - 05:30 PM";"07:00 AM - 05:30 PM";"07:00 AM - 05:30 PM";"Closed";"Yes";"Yes";"Yes";"Yes";"Yes";"Yes";"Yes";;"Yes";;"Yes";"Yes";"Yes";;;;"Yes";;;
