"id";"name";"street";"city";"state";"zip";"phone";"county";"email";"website";"rating";"ages_served";"schedule";"environment";"special_needs";"languages";"license_id";"care_type";"meals";"financial_assistance";"animals_pets";"transportation";"elementary_schools";"hours_of_operation_monday";"hours_of_operation_tuesday";"hours_of_operation_wednesday";"hours_of_operation_thursday";"hours_of_operation_friday";"hours_of_operation_saturday";"hours_of_operation_sunday";"latitude";"longitude";"alternate_phone"
3446;"Youth Services *";"Bldg 1318 Aerobee East Ave";"White Sands Missile Range";"NM";88002;"575-678-7859";"Dona Ana";"reina.a.marquez.naf@mail.mil";;"2-STAR Basic Licensure";"6-12, 13 years and up";"Full & Part Time, School Year";"No Swimming Pool; Wheelchair Accessible; Non Faith-based";"Specific training on inclusive practices; Experience with Inclusion";"English; Spanish; Bilingual";159595;"Child Care Center";"Breakfast; Lunch; Afternoon Snack; Evening Snack";"Accepts Full Time Child Care Assistance; Accepts Part Time Child Care Assistance";"Fish or Amphibian";"School bus stop is close to Provider";;"6:00 AM - 06:00 PM";"6:00 AM - 06:00 PM";"6:00 AM - 06:00 PM";"6:00 AM - 06:00 PM";"8:00 AM - 10:00 PM";;;32.3813982;-106.495241;
2808;"J.P. Thomas Child Development Center *";"272 Picatinny Avenue";"White Sands";"NM";88002;"575-678-2059";"Dona Ana";"rebecca.l.dirks.naf@mail.mil";"www.wsmrcyss.com";"5-STAR";"Infant, 1, 2, 3, 4, 5 years old";"Full & Part Time, Full Year";"No Swimming Pool; Wheelchair Accessible; Non Faith-based; Outdoor play area fenced";"Program has strong commitment to inclusion; Specific training on inclusive practices";"English";17504;"Child Care Center";"Breakfast; Lunch; Afternoon Snack; Special Diet";"Sibling Discount; Sliding scale based on family size/income; Accepts Full Time Child Care Assistance; Accepts Part Time Child Care Assistance";"No Pets or Animals";"Transportation Not Provided";;"6:00 AM - 06:00 PM";"6:00 AM - 06:00 PM";"6:00 AM - 06:00 PM";"6:00 AM - 06:00 PM";"6:00 AM - 06:00 PM";;;32.3859586;-106.4954633;
3445;"Alan A. Nord School-Age Program";"Bldg 1316 Aberdeen Ave";"White Sands";"NM";88002;"575-678-4140";"Dona Ana";"edward.a.leadingham.civ@mail.mil";;"5-STAR";"5, 6-12 years old";"Full & Part Time, Full Year";"No Swimming Pool; Wheelchair Accessible; Non Faith-based";"Program has strong commitment to inclusion; Specific training on inclusive practices; Experience with Inclusion";"English";159594;"School Age Program";"Breakfast; Morning Snack; Lunch; Afternoon Snack";"Sibling Discount; Sliding scale based on family size/income; Accepts Full Time Child Care Assistance; Accepts Part Time Child Care Assistance";"No Pets or Animals";"Transportation Provided";"White Sands Elem. - White Sands";"6:00 AM - 06:00 PM";"6:00 AM - 06:00 PM";"6:00 AM - 06:00 PM";"6:00 AM - 06:00 PM";"6:00 AM - 06:00 PM";;;32.3798703;-106.48561;
2970;"Dona Ana County Head Start - Berino (TEMP CLOSED)";"455 Shrode Rd";"Berino";"NM";88021;"575-647-8733 EXT 111";"Dona Ana";;"www.nmsu.edu/headstart";"2-STAR Basic Licensure";"3, 4, 5 years old";"Part-Time, School Year";;;;149220;"(CCC) Head Start";;"Head Start; FREE-CALL FOR SESSION START/END TIMES";;;;;;;;;;;32.0466949;-106.61369;
3179;"(FCCH) (SS) B. Vivar (EMERG OPEN)";"Ohara & Shore Oaks";"Anthony";"NM";88021;"915-207-4499";"Dona Ana";;;"No Rating - Registered";"Infant, 1, 2, 3, 4, 5, 6-12, 13 years and up";"Full & Part Time, Full Year";"No Smoking; No Swimming Pool; No Guns (FCCH Only); Non Faith-based";"No Experience or Training";"Spanish Speaking Only";110223;"Family Child Care";"Breakfast; Morning Snack; Lunch; Afternoon Snack; Dinner; Evening Snack";"Accepts Full Time Child Care Assistance; Accepts Part Time Child Care Assistance";"No Pets or Animals";"Transportation Provided; Walking Distance to School; School bus stop is close to Provider";"Gadsden Elem. - Anthony";"12:00 AM - 11:59 PM";"12:00 AM - 11:59 PM";"12:00 AM - 11:59 PM";"12:00 AM - 11:59 PM";"12:00 AM - 11:59 PM";"12:00 AM - 11:59 PM";"12:00 AM - 11:59 PM";32.021841;-106.608898;
4506;"(FCCH) (SSB) Little Rascals (EMERG OPEN)";"E O Hara Rd & Anthony Dr";"Anthony";"NM";88021;"915-408-5853";"Dona Ana";"daycare.rascalslittle@gmail.com";;"2-STAR Basic Licensure";"Infant, 1, 2, 3, 4, 5, 6-12 years old";"Full & Part Time, Full Year";"No Smoking; No Swimming Pool; Faith-based; No Guns (FCCH Only); Outdoor play area fenced";"Specific training on inclusive practices; Experience with Inclusion";"English; Spanish; Bilingual";140996;"Family Child Care";"Breakfast; Morning Snack; Lunch; Afternoon Snack; Dinner";"Accepts Full Time Child Care Assistance; Accepts Part Time Child Care Assistance";"Dog(s)";"Transportation Provided; Transportation Not Provided; School bus stop is close to Provider";"Anthony Elem. - Anthony; Gadsden Elem. - Anthony";"6:00 AM - 09:00 PM";"6:00 AM - 09:00 PM";"6:00 AM - 09:00 PM";"6:00 AM - 09:00 PM";"6:00 AM - 09:00 PM";"6:00 AM - 04:00 PM";;32.021684;-106.6046785;
3170;"(FCCH) (SS) Daisy Day Care";"Ohara Rd & Provincio";"Anthony";"NM";88021;"575-882-7042";"Dona Ana";"daisydaycare28@gmail.com";;"5-STAR";"1, 2, 3, 4, 5, 6-12 years old";"Full & Part Time, Full Year";"No Smoking; No Swimming Pool; No Guns (FCCH Only); Non Faith-based; Outdoor play area fenced";"Program has strong commitment to inclusion; Specific training on inclusive practices; Experience with Inclusion";"Spanish Speaking Only";20647;"Family Child Care";"Breakfast; Morning Snack; Lunch; Afternoon Snack; Dinner; Evening Snack";"Sibling Discount; Rates Negotiable; Accepts Full Time Child Care Assistance; Accepts Part Time Child Care Assistance";"No Pets or Animals";"Transportation Provided";"Gadsden Elem. - Anthony; Loma Linda Elem. - Anthony";"5:30 AM - 10:00 PM";"5:30 AM - 10:00 PM";"5:30 AM - 10:00 PM";"5:30 AM - 10:00 PM";"5:30 AM - 10:00 PM";"5:30 AM - 10:00 PM";"5:30 AM - 10:00 PM";32.0212647;-106.6050699;"915-494-1300"
1755;"Cradles and Crayons";"1205 Anthony Dr";"Anthony";"NM";88021;"575-882-2366";"Dona Ana";"anthony.cradles7@gmail.com";;"5-STAR";"Infant, 1, 2, 3, 4, 5, 6-12 years old";"Full & Part Time, Full Year";"No Swimming Pool; Wheelchair Accessible; Non Faith-based; Outdoor play area fenced";"Specific training on inclusive practices";"English; Spanish; Bilingual";110583;"Child Care Center";"Breakfast; Lunch; Afternoon Snack";"Accepts Full Time Child Care Assistance; Accepts Part Time Child Care Assistance";"Fish or Amphibian";"Transportation Provided";"Anthony Elem. - Anthony; Berino Elem. - Anthony; Gadsden Elem. - Anthony; La Union Elem. - Anthony; Loma Linda Elem. - Anthony; Vado Elem. - Vado";"6:00 AM - 06:30 PM";"6:00 AM - 06:30 PM";"6:00 AM - 06:30 PM";"6:00 AM - 06:30 PM";"6:00 AM - 06:30 PM";;;32.0153724;-106.6050959;
4519;"NMPreK-C Cradles and Crayons # 7 (EMERG OPEN)";"1205 Anthony";"Anthony";"NM";88021;"575-882-2366";"Dona Ana";;;" ";"3 years old";"Part-Time, School Year";;;;;"(CCC) NM PreK";;"FREE-CALL FOR SESSION START/END TIMES";;;;;;;;;;;32.0153724;-106.6050959;
4649;"NMPreK-P Gadsden High School (Satellite:North)";"6301 Highway 28";"Anthony";"NM";88021;"575-882-6300";"Dona Ana";;;" ";"4 years old";"Part-Time, School Year";;;"English";;"(CCC) NM PreK";;"FREE-CALL FOR SESSION START/END TIMES";;;;;;;;;;;31.9977287;-106.6593421;
4058;"(FCCH) (SS) I. Hernandez-Aldaz";;"Anthony";"NM";88021;"915-487-8106";"Dona Ana";;;"No Rating - Registered";"Infant, 1, 2, 3, 4, 5, 6-12 years old";"Full & Part Time, Full Year";"No Smoking; No Swimming Pool; No Guns (FCCH Only); Non Faith-based";"Experience with Inclusion";"Spanish Speaking Only";166563;"(FCC) Registered Family Child Care";"Lunch; Afternoon Snack; Dinner";"Accepts Full Time Child Care Assistance; Accepts Part Time Child Care Assistance";"No Pets or Animals";"School bus stop is close to Provider";"Anthony Elem. - Anthony; Gadsden Elem. - Anthony";"7:00 AM - 10:00 PM";"7:00 AM - 10:00 PM";"7:00 AM - 10:00 PM";"7:00 AM - 10:00 PM";"7:00 AM - 10:00 PM";;;32.0133208;-106.6016454;
4446;"NMPreK-C (FCCH) (SS) Pequenuelos (TEMP CLOSED)";"852 Golf Course Rd";"Anthony";"NM";88021;"915-471-6898";"Dona Ana";;;" ";"3, 4 years old";"Part-Time, School Year";;;;;"(CCC) NM PreK";;"FREE-CALL FOR SESSION START/END TIMES";;;;;;;;;;;32.0154527;-106.5958015;
2750;"(FCCH) (SS) Pequenuelos Child Care & PreK (TEMP CLOSED)";"4th & Landers";"Anthony";"NM";88021;"915-471-6898";"Dona Ana";"olgacasillas6164@gmail.com";;"5-STAR";"Infant, 1, 2, 3, 4, 5, 6-12 years old";"Full & Part Time, Full Year";"No Smoking; No Swimming Pool; No Guns (FCCH Only); Non Faith-based; Outdoor play area fenced";"Specific training on inclusive practices; Experience with Inclusion";"Spanish Speaking Only";139110;"Family Child Care";"Breakfast; Morning Snack; Lunch; Afternoon Snack; Dinner; Evening Snack; Special Diet";"Sibling Discount; Rates Negotiable; Sliding scale based on family size/income; Accepts Full Time Child Care Assistance; Accepts Part Time Child Care Assistance";"Outdoor Only; Dog(s)";"Transportation Provided; School bus stop is close to Provider";"Anthony Elem. - Anthony; Gadsden Elem. - Anthony; Loma Linda Elem. - Anthony";"5:30 AM - 07:30 PM";"5:30 AM - 07:30 PM";"5:30 AM - 07:30 PM";"5:30 AM - 07:30 PM";"5:30 AM - 07:30 PM";;;32.0154049;-106.5957896;
4648;"NMPreK-P Santa Teresa High School (Satellite:GAC)";"100 Airport Road";"Santa Teresa";"NM";88008;"575-589-5300";"Dona Ana";;;" ";"4 years old";"Part-Time, School Year";;;"English";;"(CCC) NM PreK";;"FREE-CALL FOR SESSION START/END TIMES";;;;;;;;;;;31.8632907;-106.651973;
2304;"(FCCH) (SSB) Little Sunshine Day Care (EMERG OPEN)";"Sanderling Dr. & Edgemont";"Santa Teresa";"NM";88008;"915-740-9555";"Dona Ana";"alelujan07@yahoo.com";;"5-STAR";"Infant, 1, 2, 3, 4, 5, 6-12 years old";"Full & Part Time, Full Year";"No Smoking; No Swimming Pool; Wheelchair Accessible; Faith-based; No Guns (FCCH Only); Outdoor play area fenced";"Specific training on inclusive practices";"English; Spanish; Bilingual";118059;"Family Child Care";"Breakfast; Morning Snack; Lunch; Afternoon Snack; Dinner";"Sibling Discount; Rates Negotiable; Accepts Full Time Child Care Assistance; Accepts Part Time Child Care Assistance";"Hamsters/Guinea Pigs/Mice; Fish or Amphibian";"Transportation Provided";"La Union Elem. - Anthony; Santa Teresa Elem. - Santa Teresa";"6:30 AM - 06:00 PM";"6:30 AM - 06:00 PM";"6:30 AM - 06:00 PM";"6:30 AM - 06:00 PM";"6:30 AM - 06:00 PM";;;31.867414;-106.6532856;
4655;"NMPreK-C Bumble Bee Learning Center (EMERG OPEN)";"105 Comerciantes Blvd";"Santa Teresa";"NM";88008;"575-589-4017";"Dona Ana";"dlira@bumblebeeprek.com";;" ";"3, 4 years old";"Part-Time, School Year";;;;;"(CCC) NM PreK";;"FREE-CALL FOR SESSION START/END TIMES";;;;;;;;;;;31.8731669;-106.6530784;
2100;"(FCCH) (SS) EC Day Care (EMERG OPEN)";"McNutt Rd & Arcraft";"Santa Teresa";"NM";88008;"575-332-4440";"Dona Ana";"cesar.carrasco@elp.rr.com";;"2-STAR Basic Licensure";"4, 5, 6-12 years old";"Full & Part Time, Full Year";"No Smoking; No Swimming Pool; Non Faith-based; Guns kept locked & inaccessible to children";"Specific training on inclusive practices; Experience with Inclusion";"Spanish Speaking Only";123915;"Family Child Care";"Breakfast; Morning Snack; Lunch; Afternoon Snack; Dinner";"Sibling Discount; Rates Negotiable; Accepts Full Time Child Care Assistance; Accepts Part Time Child Care Assistance";"No Pets or Animals";"Transportation Provided; School bus stop is close to Provider";"La Union Elem. - Anthony; Santa Teresa Elem. - Santa Teresa";"7:00 AM - 05:00 PM";"7:00 AM - 05:00 PM";"7:00 AM - 05:00 PM";"7:00 AM - 05:00 PM";"7:00 AM - 05:00 PM";;;31.8714513;-106.6502459;
4072;"(FCCH) (SS) M. Reyes Martinez";"Baywood";"Santa Teresa";"NM";88008;"915-207-5837";"Dona Ana";;;"No Rating - Registered";"Infant, 1, 2, 3, 4, 5, 6-12 years old";"Full & Part Time, Full Year";"No Smoking; No Swimming Pool; No Guns (FCCH Only); Non Faith-based; Outdoor play area fenced";"Specific training on inclusive practices; Experience with Inclusion";"Spanish Speaking Only";126593;"(FCC) Registered Family Child Care";"Breakfast; Morning Snack; Lunch; Afternoon Snack; Dinner";"Sibling Discount; Accepts Full Time Child Care Assistance; Accepts Part Time Child Care Assistance";"No Pets or Animals";"Transportation Provided";"La Union Elem. - Anthony";"6:00 AM - 05:45 PM";"6:00 AM - 05:45 PM";"6:00 AM - 05:45 PM";"6:00 AM - 05:45 PM";"6:00 AM - 05:45 PM";;;31.8760813;-106.657439;"915-207-3950"
3640;"Bumble Bee Learning Center (EMERG OPEN)";"5805 McNutt Rd";"Santa Teresa";"NM";88008;"575-589-1679";"Dona Ana";"dlira@bumblebeeprek.com";;"5-STAR";"Infant, 1, 2, 3, 4, 5, 6-12, 13 years and up";"Full & Part Time, Full Year";"No Swimming Pool; Wheelchair Accessible; Non Faith-based; Outdoor play area fenced";"Program has strong commitment to inclusion; Specific training on inclusive practices; Experience with Inclusion";"English; Spanish; Bilingual";163463;"Child Care Center";"Breakfast; Lunch; Afternoon Snack; Dinner";"Sibling Discount; Accepts Full Time Child Care Assistance; Accepts Part Time Child Care Assistance";"Hamsters/Guinea Pigs/Mice; Fish or Amphibian";"Transportation Provided";"All Local Schools";"6:00 AM - 06:00 PM";"6:00 AM - 06:00 PM";"6:00 AM - 06:00 PM";"6:00 AM - 06:00 PM";"6:00 AM - 06:00 PM";;;31.8744824;-106.6498827;"915-342-7411"
4452;"(FCCH) (SSB) M. Felix";"McNutt & Ray Ward";"Santa Teresa";"NM";88008;"915-626-8331";"Dona Ana";"miriamcita86@yahoo.com";;"No Rating - Registered";"Infant, 1, 2, 3, 4, 5, 6-12 years old";"Full & Part Time, Full Year";"No Smoking; No Swimming Pool; Wheelchair Accessible; No Guns (FCCH Only); Non Faith-based; Outdoor play area fenced";"Program has strong commitment to inclusion; Experience with Inclusion";"English; Spanish; Bilingual";167588;"(FCC) Registered Family Child Care";"Breakfast; Lunch; Afternoon Snack; Dinner";"Accepts Full Time Child Care Assistance; Accepts Part Time Child Care Assistance";"No Pets or Animals";"Transportation Provided";"Riverside Elem. - Sunland Park; Santa Teresa Elem. - Santa Teresa";"6:00 AM - 06:00 PM";"6:00 AM - 06:00 PM";"6:00 AM - 06:00 PM";"6:00 AM - 06:00 PM";"6:00 AM - 06:00 PM";;;31.8388807;-106.6195558;
3811;"NMPreK-P On-Track PreK at Sunland Park (GAC)";"4950 McNutt Rd.";"Sunland Park";"NM";88063;"575-882-6740";"Dona Ana";;;" ";"4 years old";"Part-Time, School Year";;;"English";;"(CCC) NM PreK";;"FREE-CALL FOR SESSION START/END TIMES";;;;;;;;;;;31.8422;-106.6195363;
4888;"New Mexico Children First Inc. (EMERG OPEN)";"4926 McNutt";"Sunland Park";"NM";88063;"575-502-5054";"Dona Ana";"acastillo@nmchildrenfirst.com";;"2-STAR Basic Licensure";"Infant, 1, 2, 3, 4, 5, 6-12 years old";"Full & Part Time, Full Year";"No Swimming Pool; Wheelchair Accessible; Non Faith-based; Outdoor play area fenced";"Program has strong commitment to inclusion; Specific training on inclusive practices; Experience with Inclusion";"English; Spanish; Bilingual";173806;"Child Care Center";"Breakfast; Lunch; Afternoon Snack; Dinner";"Accepts Full Time Child Care Assistance; Accepts Part Time Child Care Assistance";"Fish or Amphibian";;;"6:00 AM - 06:00 PM";"6:00 AM - 06:00 PM";"6:00 AM - 06:00 PM";"6:00 AM - 06:00 PM";"6:00 AM - 06:00 PM";;;31.8390144;-106.6191486;
3613;"(FCCH) The Cotton Patch Learning Center (TEMP CLOSED)";"Border Land & Art Craft";"Anthony";"NM";88021;"915-525-3673";"Dona Ana";"evangelinaramos21@yahoo.com";;"2-STAR Basic Licensure";"Infant, 1, 2, 3, 4, 5, 6-12 years old";"Full & Part Time, Full Year";"No Smoking; No Swimming Pool; Wheelchair Accessible; No Guns (FCCH Only); Non Faith-based; Outdoor play area fenced";"Experience or Training in Special Needs; Program has strong commitment to inclusion; Experience with Inclusion";"English; Spanish; Bilingual";71290;"Family Child Care";"Breakfast; Morning Snack; Lunch; Afternoon Snack; Dinner";"Accepts Full Time Child Care Assistance; Accepts Part Time Child Care Assistance";"No Pets or Animals";"Transportation Not Provided; School bus stop is close to Provider";"La Union Elem. - Anthony";"6:30 AM - 06:00 PM";"6:30 AM - 06:00 PM";"6:30 AM - 06:00 PM";"6:30 AM - 06:00 PM";"6:30 AM - 06:00 PM";;;31.8889489;-106.6446573;
4647;"NMPreK-P Riverside Elementary (Satellite:GAC)";"4085 McNutt";"Sunland Park";"NM";88063;"575-589-1663";"Dona Ana";;;" ";"4 years old";"Part-Time, School Year";;;"English";;"(CCC) NM PreK";;"FREE-CALL FOR SESSION START/END TIMES";;;;;;;;;;;31.8162494;-106.6003962;
3333;"(FCCH) (SS) Happy Little Faces (EMERG OPEN)";"McNutt & Riverside";"Sunland Park";"NM";88063;"915-799-2473";"Dona Ana";"marvinmtz@hotmail.com";;"2-STAR Basic Licensure";"Infant, 1, 2, 3, 4, 5, 6-12 years old";"Full & Part Time, Full Year";"No Smoking; No Swimming Pool; No Guns (FCCH Only); Non Faith-based";"No Experience or Training";"Spanish Speaking Only";90594;"Family Child Care";"Breakfast; Morning Snack; Lunch; Afternoon Snack; Dinner";"Sibling Discount; Rates Negotiable; Accepts Full Time Child Care Assistance; Accepts Part Time Child Care Assistance";"Indoor/Outdoor; Cat(s)";"Transportation Provided; Walking Distance to School";"Riverside Elem. - Sunland Park";"6:00 AM - 06:00 PM";"6:00 AM - 06:00 PM";"6:00 AM - 06:00 PM";"6:00 AM - 06:00 PM";"6:00 AM - 06:00 PM";;;31.8186141;-106.5987156;"575-874-0611"
4076;"(FCCH) (SS) Luz Saenz's Child Care (EMERG OPEN)";"Behind Riverside Elem";"Sunland Park";"NM";88063;"575-589-2167";"Dona Ana";"lozoya1970@hotmail.com";;"2-STAR Basic Licensure";"Infant, 1, 2, 3, 4, 5, 6-12 years old";"Full & Part Time, Full Year";"No Smoking; No Swimming Pool; Wheelchair Accessible; No Guns (FCCH Only); Non Faith-based; Outdoor play area fenced";"Experience with Inclusion";"Spanish Speaking Only";122438;"Family Child Care";"Breakfast; Morning Snack; Lunch; Afternoon Snack; Dinner; Evening Snack";"Accepts Full Time Child Care Assistance; Accepts Part Time Child Care Assistance";"Outdoor Only; Dog(s)";"Transportation Provided; Walking Distance to School";"Riverside Elem. - Sunland Park";"6:00 AM - 11:59 PM";"6:00 AM - 11:59 PM";"6:00 AM - 11:59 PM";"6:00 AM - 11:59 PM";"6:00 AM - 11:59 PM";"6:00 AM - 11:59 PM";;31.8128833;-106.6008337;"915-630-4443"
4401;"(FCCH) Wonderland Day Care * (EMERG OPEN)";"McNutt";"Sunland Park";"NM";88063;"575-805-3102";"Dona Ana";;;"2-STAR Basic Licensure";"2, 3, 4, 5, 6-12 years old";"Full & Part Time, Full Year";"No Smoking; No Swimming Pool; No Guns (FCCH Only); Non Faith-based; Outdoor play area fenced";"No Experience or Training";"English; Spanish; Bilingual";166575;"Family Child Care";"Breakfast; Morning Snack; Lunch; Afternoon Snack; Dinner; Evening Snack";"Sibling Discount; Accepts Full Time Child Care Assistance; Accepts Part Time Child Care Assistance";"No Pets or Animals";"Transportation Provided";"Desert View Elem. - Sunland Park";"6:00 AM - 11:59 PM";"6:00 AM - 11:59 PM";"6:00 AM - 11:59 PM";"6:00 AM - 11:59 PM";"6:00 AM - 11:59 PM";"6:00 AM - 11:59 PM";"6:00 AM - 11:59 PM";31.8179772;-106.5976566;
4084;"(FCCH) Montenegros Day Care (EMERG OPEN)";"Unknown";"Sunland Park";"NM";88063;"915-249-5874";"Dona Ana";"lorenaarmendariz994@gmail.com";;"2-STAR Basic Licensure";"Infant, 1, 2, 3, 4, 5, 6-12, 13 years and up";"Full & Part Time, Full Year";"No Smoking; No Swimming Pool; Wheelchair Accessible; No Guns (FCCH Only); Non Faith-based; Outdoor play area fenced";"Program has strong commitment to inclusion; Experience with Inclusion";"English; Spanish; Bilingual";166906;"Family Child Care";"Breakfast; Morning Snack; Lunch; Afternoon Snack; Dinner; Evening Snack";"Sibling Discount; Rates Negotiable; Accepts Full Time Child Care Assistance; Accepts Part Time Child Care Assistance";"No Pets or Animals";"Transportation Provided";"Riverside Elem. - Sunland Park";"6:00 AM - 06:00 PM";"6:00 AM - 06:00 PM";"6:00 AM - 06:00 PM";"6:00 AM - 06:00 PM";"6:00 AM - 06:00 PM";"8:00 AM - 05:00 PM";"8:00 AM - 05:00 PM";31.8141115;-106.5990839;
3900;"NMPreK-C Cradles and Crayons # 5 (EMERG OPEN)";"3915 McNutt";"Sunland Park";"NM";88063;"575-589-5036";"Dona Ana";"cradlesandcrayons5@yahoo.com";;" ";"3, 4 years old";"Part-Time, School Year";;;;;"(CCC) NM PreK";;"FREE-CALL FOR SESSION START/END TIMES";;;;;;;;;;;31.8151337;-106.5969609;
1735;"Cradles & Crayons 5 (EMERG OPEN)";"3915 McNutt St";"Sunland Park";"NM";88063;"575-589-5036";"Dona Ana";"cradlesandcrayons5@yahoo.com";;"5-STAR";"Infant, 1, 2, 3, 4, 5, 6-12 years old";"Full & Part Time, Full Year";"No Swimming Pool; Wheelchair Accessible; Non Faith-based; Outdoor play area fenced";"Program has strong commitment to inclusion; Experience with Inclusion";"English; Spanish; Bilingual";78666;"Child Care Center";"Breakfast; Lunch; Afternoon Snack";"Rates Negotiable; Sliding scale based on family size/income; Accepts Full Time Child Care Assistance; Accepts Part Time Child Care Assistance";"Fish or Amphibian";"Transportation Provided";"Desert View Elem. - Sunland Park; Riverside Elem. - Sunland Park; Santa Teresa Elem. - Santa Teresa; Sunland Park Elem. - Sunland Park";"6:00 AM - 06:30 PM";"6:00 AM - 06:30 PM";"6:00 AM - 06:30 PM";"6:00 AM - 06:30 PM";"6:00 AM - 06:30 PM";;;31.8151337;-106.5969609;
