"Name";"LegalEntityName";"Type";"StarRating";"Street";"City";"State";"Zip";"Latitude";"Longitude";"Phone";"Fax";"Email";"Website";"Program";"OtherProgramOffered";"ReferralStatus";"MaximumCapacity";"ProvisionalLicense";"RevokedLicense";"CountiesServed";"SchoolDistrict";"Curriculum";"LeadOrganization";"HoursSunday";"HoursMonday";"HoursTuesday";"HoursWednesday";"HoursThursday";"HoursFriday";"HoursSaturday";"CallerLanguage";"HeadStart";"Languages";"GeneralSchedule";"ServiceSchedule";"SpecialAccomodations";"SubsidyStatus";"PaymentOption";"AdditionalFee";"MealOptions";"Discounts";"CertificateNumber";"UID"
"Meyersdale Area Sd";;;0;"261 Industrial Park Road";"Meyersdale";"PA";15552;39.796107;-79.042336;0;;;;"PKC";"PKC";"INA";;"N";"N";"Somerset";"Meyersdale Area";"Creative Curriculum";"Tableland Services, Inc.";;;;;;;;;;;;;;;;;;;;"50830d9efee596231d0f1a9fbf9fe320"
"The Learning Lamp Preschool At Rockwood";;;1;"435 Somerset Ave";"Rockwood";"PA";15557;39.917703;-79.158869;8149262312;;;;"PKC";"CCP,PKC";"INN";20;"N";"N";"Somerset";"Rockwood Area";"Creative Curriculum";"The Learning Lamp";;;;;;;;;;;;;;;;;;;"CER-00153896";"6a1b6fcb292fcddeb8c42e803e841ae2"
"Rockwood";;;0;"439 Somerset Ave";"Rockwood";"PA";15557;39.917161;-79.160176;0;;;;"PKC";"PKC";"INA";;"N";"N";"Somerset";"Rockwood Area";"Creative Curriculum";"Tableland Services, Inc.";;;;;;;;;;;;;;;;;;;;"8bae88de3c0d4fc973f11c1ec8491118"
"The Family Center Somerset Family Center";;;0;"192 Smith St";"Salisbury";"PA";15558;39.752119;-79.08327;8146622721;;;;"NFP";"NFP";"INA";;"N";"N";"Somerset";;;"Somerset County Commissioners";;;;;;;;;;;;;;;;;;;;"2da5a641eaa337c64febf3359f35dedf"
"Salisbury-Elk Lick Elementary";;;0;"Po Box 68";"Salisbury";"PA";15558;39.751519;-79.083474;0;;;;"PKC";"PKC";"INN";;"N";"N";"Somerset";"Salisbury-Elk Lick";"Creative Curriculum";"Tableland Services, Inc.";;;;;;;;;;;;;;;;;;;;"dc268e1a2a861aaf0e98596e7094dfa9"
"The Rainbow Connection Learning Center Llc";"The Rainbow Connection Learning Center Llc";"CTR";1;"1036 Schoolhouse Road";"Sipesville";"PA";15561;40.097981;-79.089384;8144446156;;;;"CCP";"CCP";"ACT";107;"N";"N";;"North Star - Serviced by school bus";;;;"6:00 AM - 6:00 PM";"6:00 AM - 6:00 PM";"6:00 AM - 6:00 PM";"6:00 AM - 6:00 PM";"6:00 AM - 6:00 PM";;;"No";;"Full Year, Weekdays";"Full Year, Weekdays";;"Eligible Subsidy Provider";;"Bounced Check, Field Trip, Late Payment, Late Pick-up, Snack, Tuition";"AM Snack, PM Snack";;"CER-00165824";"8558109434d78d12cde019d160b99815"
"Somerset Area Sd Sipesville Elementary";;;0;"1036 Schoolhouse Road";"Sipesville";"PA";15561;40.097981;-79.089384;8144447256;;;;"HDS";"HDS";"INN";;"N";"N";"Somerset";;"Creative Curriculum";"Tableland Services, Inc.";;;;;;;;;;;;;;;;;;;;"1e9dc55944d684b1010a6cbf5a88517a"
"Penny Berkebiles Group Child Care";"Penny Berkebile";"GRP";1;"3722 Stoystown Rd";"Stoystown";"PA";15563;40.095543;-78.953973;8148935201;;;;"CCP";"CCP";"ACT";12;"N";"N";;;;;;"4:30 AM - 5:30 PM";"4:30 AM - 5:30 PM";"4:30 AM - 5:30 PM";"4:30 AM - 5:30 PM";"4:30 AM - 5:30 PM";;;"No";"American Sign Language";"School District Holidays, Early Dismissal School Days, School District Snow Days, Before School, After School, School Year Only, Summer Only, Full Year";"School District Holidays, Early Dismissal School Days, School District Snow Days, Before School, After School, School Year Only, Summer Only, Full Year";;"Eligible Subsidy Provider";"CAO, CIS, Child Care Works/Subsidy Participation";"Late Payment, Late Pick-up";"Breakfast, Lunch, PM Snack, Dinner";;"CER-00162969";"e9fa648a9121dcfea85fec6fb7077540"
"North Star Ms / Kantner El";;;4;"3598 Whistler Rd";"Stoystown";"PA";15563;40.104006;-78.931549;8148935339;;;;"HDS";"HDS";"INA";;"N";"N";"Somerset";"North Star";"Creative Curriculum";"Tableland Services, Inc.";;;;;;;;;;;;;;;;;;;;"57c06515aac98fe0afadec29d7b2affb"
"Shade Elementary";;;0;"203 Mcgreagor Ave";"Cairnbrook";"PA";15924;40.121219;-78.814293;0;;;;"HDS";"HDS,PKC";"INN";;"N";"N";"Somerset";"Shade-Central City";"Creative Curriculum";"Tableland Services, Inc.";;;;;;;;;;;;;;;;;;;;"76ed70d9a5271e037a54ad2d476b1b3f"
"Kaufman Mennonite Church";;;4;"916 Miller Picking Rd";"Davidsville";"PA";15928;40.233119;-78.918332;8147010329;;;"www.capfsc.org";"HDS";"HDS,PKC";"INA";;"N";"N";"Somerset";"Conemaugh Township Area";;"Tableland Services, Inc.";;;;;;;;;;;;;;;;;;;;"b37ed776d706dfd93f0d86143aec959f"
"Ywca Kuddle Korner Day Care";"Ywca Of Greater Johnstown";"CTR";1;"119 Hoffman Ave Ste 1";"Windber";"PA";15963;40.244022;-78.849624;8144676939;;;;"CCP";"CCP";"ACT";77;"N";"N";;"Windber Area - Serviced by school bus";;;;"6:30 AM - 5:30 PM";"6:30 AM - 5:30 PM";"6:30 AM - 5:30 PM";"6:30 AM - 5:30 PM";"6:30 AM - 5:30 PM";;;"No";;"School District Holidays, Early Dismissal School Days, School District Snow Days, Before School, After School, School Year Only, Summer Only, Full Year";"School District Holidays, Early Dismissal School Days, School District Snow Days, Before School, After School, School Year Only, Summer Only, Full Year";;"Eligible Subsidy Provider";"CAO, CIS, Child Care Works/Subsidy Participation";;"AM Snack, PM Snack";"Multi-Child ($1.00)";"CER-00165941";"f9e69ed589a222aa54869b719728e95f"
"Little Ramblers Daycare & Preschool";"Little Ramblers Daycare & Preschool Llc";"CTR";1;"3616 Graham Ave";"Windber";"PA";15963;40.215897;-78.802588;8145096194;;;;"CCP";"CCP";"ACT";43;"N";"N";;;;;;"6:00 AM - 6:00 PM";"6:00 AM - 6:00 PM";"6:00 AM - 6:00 PM";"6:00 AM - 6:00 PM";"6:00 AM - 6:00 PM";;;"No";;"Early Dismissal School Days, School District Snow Days, Before School, After School, Full Year, Drop-In Care, Flexible Schedule";"Early Dismissal School Days, School District Snow Days, Before School, After School, Full Year, Drop-In Care, Flexible Schedule";;"Eligible Subsidy Provider";"Child Care Works/Subsidy Participation, Child Welfare Agency/DHS Participation";;"Breakfast, Lunch, PM Snack";;"CER-00157954";"43afbccd72821dd60c0ec44b7382ec38"
"Windber";;;4;"821 Sugar Maple Dr";"Windber";"PA";15963;40.223793;-78.79225;8146194836;;;"www.capfsc.org";"HDS";"HDS";"INA";;"N";"N";"Somerset";"Windber Area";;"Tableland Services, Inc.";;;;;;;;;;;;;;;;;;;;"a5523afeebfbe4d6a5adb2d2772fc7a0"
"Sullivan County Pre K";;;4;"11026 Route 220";"Dushore";"PA";18614;41.543057;-76.401232;3143142100;;;"www.wyalusingvalleychildrenscenter.com";"LNS";"CCP,PKC,LNS";"INA";23;"N";"N";"Sullivan";"Towanda Area , Wyalusing Area , Sullivan County";;"Wyalusing Valley Childrens Center Inc";;;;;;;;;;;;;;;;;;;"CER-00159257";"8e037840c7c7731ea732129e572f1cf0"
"Patricia Pitus Day Care";"Patricia Pitus";"CTR";2;"700 Marion St";"Forest City";"PA";18421;41.654911;-75.454921;5707855595;;;;"CCP";"CCP";"ACT";21;"N";"N";;"Forest City Regional - Serviced by school bus";;;;"6:00 AM - 5:30 PM";"6:00 AM - 5:30 PM";"6:00 AM - 5:30 PM";"6:00 AM - 5:30 PM";"6:00 AM - 5:30 PM";;;"No";;"School District Holidays, Early Dismissal School Days, School District Snow Days, Before School, After School, School Year Only, Summer Only, Full Year, Weekdays, Sick Care, Drop-In Care, Flexible Schedule";"School District Holidays, Early Dismissal School Days, School District Snow Days, Before School, After School, School Year Only, Summer Only, Full Year, Weekdays, Sick Care, Drop-In Care, Flexible Schedule";;"Eligible Subsidy Provider";"CAO, CIS, Child Care Works/Subsidy Participation";"Late Payment, Late Pick-up";"Breakfast, Lunch, PM Snack, Child and Adult Care Food Program (CACFP) Meals, Special Dietary Needs";;"CER-00161654";"3210ab6528475552e437e2a8c0ec534a"
"Tiny Treasures Child Care Center";"Tiny Treasures Child Care Center Inc";"CTR";0;"117 Main St Ste 2";"Forest City";"PA";18421;41.630793;-75.479423;5707852707;;;;"CCP";"CCP";"ACT";57;"N";"N";;;;;;"6:30 AM - 6:00 PM";"6:30 AM - 6:00 PM";"6:30 AM - 6:00 PM";"6:30 AM - 6:00 PM";"6:30 AM - 6:00 PM";;;"No";"American Sign Language, Spanish";"School District Holidays, Early Dismissal School Days, School District Snow Days, Before School, After School, School Year Only, Summer Only, Full Year, Weekdays";"School District Holidays, Early Dismissal School Days, School District Snow Days, Before School, After School, School Year Only, Summer Only, Full Year, Weekdays";;"Eligible Subsidy Provider";"Child Care Works/Subsidy Participation, Child Welfare Agency/DHS Participation, Scholarships/United Way/Sliding Fee Scales";"Bounced Check, Early School Dismissal, Field Trip, Late Payment, Late Pick-up, Registration";"Breakfast, AM Snack, Lunch, PM Snack, Child and Adult Care Food Program (CACFP) Meals";"Employee (50%)";"CER-00160118";"ed5e5813155192322938888529a1af80"
"Amelias Daycare";;"GRP";1;"38 Grand Ave";"Forest City";"PA";18421;41.65179;-75.465289;0;;;;"CCP";"CCP";"INN";;"N";"N";;;;;;;;;;;;;"No";;;;;"Eligible Subsidy Provider";;;;;"CER-00158554";"6d37bcb1807e119881de0b0e310df7b2"
"Forest City Regional Sd";;;0;"100 Susquehanna St";"Forest City";"PA";18421;41.64429;-75.472727;0;;;;"PKC";"PKC";"INN";;"N";"N";"Susquehanna";"Forest City Regional";"Houghton Mifflin";"Forest City Regional Schl District";;;;;;;;;;;;;;;;;;;;"8277393388620a85efe3d348e9af570a"
"Treasure House Child Development Center";"Northeastern Child Care Services";;3;"264 S Main St";"Montrose";"PA";18801;41.829835;-75.880685;5702784722;;;"www.nechildcare.org";"PKC";"CCP,PKC";"ACT";61;"N";"N";"Susquehanna";"Montrose Area";"Creative Curriculum";"Northeastern Child Care Services";;;;;;;;;;;;;;;;;;;"CER-00159459";"91516de6812d17ab896bc9ec40e54d2b"
"Elk Lake Center";;;4;"Po Box 100";"Dimock";"PA";18816;0;0;5702783953;;;;"HDS";"HDS,PKC";"INA";;"N";"N";"Susquehanna";"Elk Lake , Montrose Area";"Creative Curriculum";"Scranton Lackawanna Human Development Agency";;;;;;;;;;;;;;;;;;;;"530800f7613772bffe7a189d57adb5ce"
"Kathy Sollers Day Care";"Kathryn Soller";"FMY";1;"881 Randolph Rd";"Great Bend";"PA";18821;41.989013;-75.739122;5708794209;;;;"CCP";"CCP";"ACT";6;"N";"N";;"Blue Ridge - Serviced by school bus";;;;"5:30 AM - 5:30 PM";"5:30 AM - 5:30 PM";"5:30 AM - 5:30 PM";"5:30 AM - 5:30 PM";"5:30 AM - 5:30 PM";;;"No";;"School District Holidays, Early Dismissal School Days, School District Snow Days, Before School, After School, Full Year, Weekdays";"School District Holidays, Early Dismissal School Days, School District Snow Days, Before School, After School, Full Year, Weekdays";;"Eligible Subsidy Provider";"CAO, CIS, Child Care Works/Subsidy Participation";"Late Payment, Late Pick-up, Meal";"AM Snack, PM Snack";;"CER-00155428";"fd87ab9794cf64c9b5369198b932dc00"
"Mountain View Loc";;;4;"11748 State Route 106";"Kingsley";"PA";18826;41.745209;-75.741325;5704348327;;;;"HDS";"HDS";"INA";;"N";"N";"Susquehanna";"Mountain View";"Creative Curriculum";"Scranton Lackawanna Human Development Agency";;;;;;;;;;;;;;;;;;;;"9b87763379828ccee6a1254340a3e6c5"
"Mountain View Sd";;;0;"Rr 1";"Kingsley";"PA";18826;0;0;0;;;;"PKC";"PKC";"INN";;"N";"N";"Susquehanna";"Mountain View";"Creative Curriculum";"Mt View School District";;;;;;;;;;;;;;;;;;;;"1fa32334fc72c348cc7b8a6a2ea862c9"
"Endless Mountain Learning Center Inc";"Endless Mountain Learning Center Inc";;4;"117 Jackson St";"New Milford";"PA";18834;41.872443;-75.725229;5704655437;;;"www.emlcinc.com";"PKC";"CCP,PKC";"ACT";74;"N";"N";"Susquehanna";"Blue Ridge";"Locally Designed, Other";"Endless Mountain Learning Center Inc";;;;;;;;;;;"After School, Before School, Full Year, School District Holidays, School Year";"After School, Before School, Full Year, School District Holidays, School Year";;;;;;;"CER-00167778";"7f20fef3b683c0a5d48bef7ca5acebd2"
"Blue Ridge Elementary";;;0;"5058 School Rd";"New Milford";"PA";18834;41.899335;-75.738382;0;;;;"PKC";"PKC";"INA";;"N";"N";"Susquehanna";"Blue Ridge";;"Scranton Lackawanna Human Development Agency";;;;;;;;;;;;;;;;;;;;"2928f3442625453d1fe30df33bbdea38"
"New Milford Early Headstart";"Scranton Lackawanna Human Development Agency";;4;"54 Church St";"New Milford";"PA";18834;41.87307;-75.725618;5709636836;;;;"HDS";"CCP,HDS";"ACT";14;"N";"N";"Susquehanna";;;"Scranton Lackawanna Human Development Agency";;;;;;;;;;;;;;;;;;;"CER-00163900";"0b41875906c146ca28e3ece07031315b"
"Mrs Colleens Childcare Too Llc";"Mrs Colleens Childcare Too Llc";"GRP";2;"90 Wood Rd";"Springville";"PA";18844;41.681035;-75.922113;5709652611;;;;"CCP";"CCP";"ACT";12;"N";"N";;;;;;"6:30 AM - 5:30 PM";"6:30 AM - 5:30 PM";"6:30 AM - 5:30 PM";"6:30 AM - 5:30 PM";"6:30 AM - 5:30 PM";;;"No";;"School District Holidays, Early Dismissal School Days, School District Snow Days, Before School, After School, Full Year, Weekdays, Drop-In Care";"School District Holidays, Early Dismissal School Days, School District Snow Days, Before School, After School, Full Year, Weekdays, Drop-In Care";;"Eligible Subsidy Provider";"Child Care Works/Subsidy Participation";"Bounced Check, Early School Dismissal, Late Payment, Late Pick-up, Registration, Tuition";"Breakfast, Lunch, PM Snack, Special Dietary Needs";;"CER-00167430";"9f9248b3045e3f84827265f93ddfaac1"
"Clarks Childcare Services Llc";"Clarks Childcare Services Llc";"GRP";2;"90 Wood Rd";"Springville";"PA";18844;41.681035;-75.922113;5709652182;;;;"CCP";"CCP";"ACT";12;"N";"N";;;;;;"6:30 AM - 5:30 PM";"6:30 AM - 5:30 PM";"6:30 AM - 5:30 PM";"6:30 AM - 5:30 PM";"6:30 AM - 5:30 PM";;;"No";;"School District Holidays, Early Dismissal School Days, School District Snow Days, Before School, After School, Full Year, Weekdays, Drop-In Care";"School District Holidays, Early Dismissal School Days, School District Snow Days, Before School, After School, Full Year, Weekdays, Drop-In Care";;"Eligible Subsidy Provider";"Child Care Works/Subsidy Participation";"Bounced Check, Early School Dismissal, Late Payment, Late Pick-up, Registration, Tuition";"Breakfast, Lunch, PM Snack, Special Dietary Needs";;"CER-00167417";"daaba72f70fa34d23a7b9bc882a3df84"
"Kimberly Rogers";"Kimberly Rogers";"FMY";2;"490 Main St";"Susquehanna";"PA";18847;41.960823;-75.585171;6078218194;;;"https://lyriaangeldust.wixsite.com/kimberlyschildcare";"CCP";"CCP";"ACT";6;"N";"N";;"Susquehanna Community - Serviced by school bus";;;;"6:30 AM - 6:00 PM";"6:30 AM - 6:00 PM";"6:30 AM - 6:00 PM";"6:30 AM - 6:00 PM";"6:30 AM - 6:00 PM";;;"No";"American Sign Language, Spanish";"School District Holidays, Early Dismissal School Days, School District Snow Days, Before School, After School, Full Year, Weekdays, Drop-In Care";"School District Holidays, Early Dismissal School Days, School District Snow Days, Before School, After School, Full Year, Weekdays, Drop-In Care";;"Eligible Subsidy Provider";"Child Care Works/Subsidy Participation";"Art Supplies, Cot, Early School Dismissal, Insurance, Late Payment, Late Pick-up, Meal, Registration, Snack, Supplies";"Breakfast, Lunch, PM Snack, Special Dietary Needs";;"CER-00151969";"cfa819b9696419b832904259adc6a844"
"West Hill Friends";"Linda Schell";"FMY";1;"893 W Main St";"Susquehanna";"PA";18847;41.943451;-75.610631;5708534536;;;;"CCP";"CCP";"ACT";6;"N";"N";;;;;;"6:30 AM - 5:00 PM";"6:30 AM - 5:00 PM";"6:30 AM - 5:00 PM";"6:30 AM - 5:00 PM";"6:30 AM - 5:00 PM";;;"No";;"School District Holidays, Early Dismissal School Days, School District Snow Days, Before School, After School, Full Year, Weekdays, Drop-In Care";"School District Holidays, Early Dismissal School Days, School District Snow Days, Before School, After School, Full Year, Weekdays, Drop-In Care";;"Eligible Subsidy Provider";"Child Care Works/Subsidy Participation";;"Breakfast, AM Snack, PM Snack";;"CER-00157198";"7be87e775d7c013a403ede740dff722f"
"Tiny Totz";"Traci Fissel";"CTR";1;"280 N Main St";"Susquehanna";"PA";18847;41.966358;-75.586959;5708535050;;;;"CCP";"CCP";"ACT";42;"N";"N";;;;;;"6:00 AM - 5:30 PM";"6:00 AM - 5:30 PM";"6:00 AM - 5:30 PM";"6:00 AM - 5:30 PM";"6:00 AM - 5:30 PM";;;"No";;"School District Holidays, Early Dismissal School Days, School District Snow Days, Before School, After School, School Year Only, Summer Only, Full Year, Weekdays, Flexible Schedule";"School District Holidays, Early Dismissal School Days, School District Snow Days, Before School, After School, School Year Only, Summer Only, Full Year, Weekdays, Flexible Schedule";;"Eligible Subsidy Provider";"Child Care Works/Subsidy Participation";"Bounced Check, Early School Dismissal, Late Pick-up";"Breakfast, AM Snack, Lunch, PM Snack";"Multi-Child (10% - apply to each child's rate)";"CER-00158262";"1d0b596f77db02d463d40e958c701d45"
"Susquehanna Community School District";;;0;"3192 Turnpike St";"Susquehanna";"PA";18847;41.951084;-75.590639;0;;;;"HDS";"HDS";"INA";;"N";"N";"Susquehanna";;"Other";"Susquehanna Community School Dist";;;;;;;;;;;;;;;;;;;;"c0568321fa75b8614f2171d26c1cfc7f"
"Tracy Catherman";"Tracy Catherman";"FMY";3;"9 Grant St";"Wellsboro";"PA";16901;41.747408;-77.29598;5704391951;;;;"CCP";"CCP";"ACT";6;"N";"N";;"Wellsboro Area - Walking distance to school";;;;"5:00 AM - 5:00 PM";"5:00 AM - 5:00 PM";"5:00 AM - 5:00 PM";"5:00 AM - 5:00 PM";"5:00 AM - 5:00 PM";;;"No";;"School District Holidays, Early Dismissal School Days, School District Snow Days, Before School, After School, School Year Only, Summer Only, Full Year, Weekdays, Drop-In Care, Flexible Schedule";"School District Holidays, Early Dismissal School Days, School District Snow Days, Before School, After School, School Year Only, Summer Only, Full Year, Weekdays, Drop-In Care, Flexible Schedule";;"Eligible Subsidy Provider";"Child Care Works/Subsidy Participation, Child Welfare Agency/DHS Participation";"Bounced Check, Late Payment, Late Pick-up";"Breakfast, AM Snack, Lunch, PM Snack, Dinner, Child and Adult Care Food Program (CACFP) Meals, Special Dietary Needs";;"CER-00166878";"7dd55ce14ea665992067bbec819245c5"
"Pamela Anderson-Meyer";"Pamela Anderson-Meyer";"FMY";1;"1132 Cherry Street Ext";"Wellsboro";"PA";16901;41.742219;-77.312778;5707241092;;;;"CCP";"CCP";"ACT";6;"N";"N";;"Wellsboro Area - Serviced by school bus";;;"7:00 AM - 10:00 PM";"5:30 AM - 11:00 PM";"5:30 AM - 11:00 PM";"5:30 AM - 11:00 PM";"5:30 AM - 11:00 PM";"5:30 AM - 11:00 PM";"7:00 AM - 10:00 PM";;"No";;"School District Holidays, Early Dismissal School Days, School District Snow Days, Before School, After School, Summer Only, Full Year, Overnight Care, Evening Care, Weekdays, Weekend Care, Drop-In Care, Flexible Schedule";"School District Holidays, Early Dismissal School Days, School District Snow Days, Before School, After School, Summer Only, Full Year, Overnight Care, Evening Care, Weekdays, Weekend Care, Drop-In Care, Flexible Schedule";;"Eligible Subsidy Provider";"Child Care Works/Subsidy Participation, Child Welfare Agency/DHS Participation";"Late Pick-up";"Breakfast, AM Snack, Lunch, PM Snack, Dinner, Child and Adult Care Food Program (CACFP) Meals, Special Dietary Needs";;"CER-00166239";"095f22cba48410f310e2b9cf2a865c7e"
"Judys Family Daycare";"Judy Schultz";"FMY";1;"8 Ellis St";"Wellsboro";"PA";16901;41.756246;-77.306332;5707244292;;;;"CCP";"CCP";"ACT";6;"N";"N";;"Wellsboro Area - Serviced by school bus";;;;"7:00 AM - 5:00 PM";"7:00 AM - 5:00 PM";"7:00 AM - 5:00 PM";"7:00 AM - 5:00 PM";"7:00 AM - 5:00 PM";;;"No";;"Early Dismissal School Days, School District Snow Days, Before School, After School, School Year Only, Summer Only, Full Year, Weekdays";"Early Dismissal School Days, School District Snow Days, Before School, After School, School Year Only, Summer Only, Full Year, Weekdays";;"Eligible Subsidy Provider";"CAO, CIS, Child Care Works/Subsidy Participation";"Late Payment, Late Pick-up";"Breakfast, Lunch, PM Snack, Child and Adult Care Food Program (CACFP) Meals";;"CER-00158029";"f24b2729bae5dda95a6ade01dcf613e5"
"Wellsboro Head Start";;;0;"29 East Ave";"Wellsboro";"PA";16901;41.748588;-77.296372;0;;;;"HDS";"HDS";"INA";;"N";"N";"Tioga";"Wellsboro Area";"Creative Curriculum";"Bradford Tioga Head Start Inc.";;;;;;;;;;;;;;;;;;;;"d6cc830559432bbcc21d9266802ed550"
"Blossburg Head Start";;;0;"228 Main St";"Blossburg";"PA";16912;41.679959;-77.064876;0;;;;"HDS";"HDS";"INA";;"N";"N";"Tioga";;;"North Penn Comprehensive Health Services";;;;;;;;;;;;;;;;;;;;"3e006a0312f702745b4d0c6cf698a798"
"Blossburg";;;0;"228 Main St";"Blossburg";"PA";16912;41.680007;-77.064876;0;;;;"HDS";"HDS";"INA";;"N";"N";"Tioga";"Southern Tioga";"Creative Curriculum";"Bradford Tioga Head Start Inc.";;;;;;;;;;;;;;;;;;;;"c864707d5255675cdda984143ebd6b22"
