"Facility Name";"License Number";"Owner";"Program Type";"Address";"County";"City";"Zip";"License Effective Date";"License Expiration Date";"Facility Status";"Telephone Number";"Maximum Capacity";"recUrl";"ID"
"Northwest Kansas Educational Service Center Head Start Logan County";"0061435-010";"Northwest Kansas Educational Service Center";"Head Start Child Care Center";"412 W 2nd Street";"Logan";"Oakley";67748;"11/01/2017";"10/31/2018";"Open";"785-671-4276";24;"https://kscapportalp.dcf.ks.gov/OIDS/Comp_details.aspx?fid=118693";118693
"Robbens Nest";"0006152-011";"Francine Robben";"Licensed Day Care Home";;"Logan";"Oakley";67748;"11/01/2017";"10/31/2018";"Open";;10;"https://kscapportalp.dcf.ks.gov/OIDS/Comp_details.aspx?fid=11765";11765
"Rocking H Daycare";"0501039-003";"Roberta Holzmeister";"Licensed Day Care Home";;"Logan";"Oakley";67748;"09/01/2017";"08/31/2018";"Open";;10;"https://kscapportalp.dcf.ks.gov/OIDS/Comp_details.aspx?fid=5000000000000002081";5E+018
"Vickys Daycare Home";"0011069-015";"Vicky Sulzman";"Licensed Day Care Home";;"Logan";"Oakley";67748;"10/01/2017";"09/30/2018";"Open";;10;"https://kscapportalp.dcf.ks.gov/OIDS/Comp_details.aspx?fid=21501";21501
"Bright Beginnings Childcare";"0039844-017";"Sarah Howland";"Group Day Care Home";"312 N Marks Ave";"Decatur";"Oberlin";67749;"02/23/2018";"02/28/2019";"Open";"785-475-4049";12;"https://kscapportalp.dcf.ks.gov/OIDS/Comp_details.aspx?fid=77693";77693
"Bumble Bees Daycare";"0501500-002";"Brittany Samms";"Group Day Care Home";"108 S Buffalo Ave";"Decatur";"Oberlin";67749;"10/20/2017";"10/31/2018";"Open";"785-470-1872";12;"https://kscapportalp.dcf.ks.gov/OIDS/Comp_details.aspx?fid=5000000000000003003";5E+018
"Cheryl Sauvage Day Care Home";"0006260-008";"Cheryl Sauvage";"Licensed Day Care Home";;"Decatur";"Oberlin";67749;"11/01/2017";"10/31/2018";"Open";;10;"https://kscapportalp.dcf.ks.gov/OIDS/Comp_details.aspx?fid=11981";11981
"Happy Apple Home Daycare";"0026263-016";"Heather Koerperich";"Group Day Care Home";;"Decatur";"Oberlin";67749;"11/01/2017";"10/31/2018";"Open";;12;"https://kscapportalp.dcf.ks.gov/OIDS/Comp_details.aspx?fid=50989";50989
"Little Hands Daycare";"0003537-009";"Marie Berls";"Group Day Care Home";;"Decatur";"Oberlin";67749;"11/01/2017";"10/31/2018";"Open";;12;"https://kscapportalp.dcf.ks.gov/OIDS/Comp_details.aspx?fid=6569";6569
"Little Red Play Staytion";"0059836-009";"Shelly Macfee";"Group Day Care Home";;"Decatur";"Oberlin";67749;"11/30/2017";"11/30/2018";"Open";;12;"https://kscapportalp.dcf.ks.gov/OIDS/Comp_details.aspx?fid=115495";115495
"Little Tykes";"0500684-004";"Justine Tuttle";"Group Day Care Home";"505 E Ash";"Decatur";"Oberlin";67749;"11/01/2017";"10/31/2018";"Open";"785-470-7305";12;"https://kscapportalp.dcf.ks.gov/OIDS/Comp_details.aspx?fid=5000000000000001371";5E+018
"Brandis Greenhouse Daycare";"0074025-004";"Brandi Keller";"Licensed Day Care Home";;"Gove";"Quinter";67752;"11/01/2017";"10/31/2018";"Open";;10;"https://kscapportalp.dcf.ks.gov/OIDS/Comp_details.aspx?fid=143873";143873
"Giggles N Butterflies";"0076103-003";"Karin Lemon";"Group Day Care Home";"319 W 6th St";"Gove";"Quinter";67752;"12/29/2017";"12/31/2018";"Open";"785-299-9086";12;"https://kscapportalp.dcf.ks.gov/OIDS/Comp_details.aspx?fid=148029";148029
"Tender Hearts Child Care Center";"0050687-013";"Gove County Medical Center";"Child Care Center";"504 Castle Rock Rd";"Gove";"Quinter";67752;"02/01/2018";"01/31/2019";"Open";"785-754-3937";27;"https://kscapportalp.dcf.ks.gov/OIDS/Comp_details.aspx?fid=97657";97657
"Tender Hearts Group Daycare";"0042655-009";"Gove County Medical Center";"Group Day Care Home";;"Gove";"Quinter";67752;"04/01/2018";"03/31/2019";"Open";;12;"https://kscapportalp.dcf.ks.gov/OIDS/Comp_details.aspx?fid=82759";82759
"Countryside Kiddos";"0500322-006";"Jacquelyn Moss";"Licensed Day Care Home";;"Thomas";"Rexford";67753;"08/04/2017";"08/31/2018";"Open";;10;"https://kscapportalp.dcf.ks.gov/OIDS/Comp_details.aspx?fid=5000000000000000647";5E+018
"ABC Preschool And Child Care Center";"0007118-010";"ABC Preschool Inc";"Child Care Center";"104 W Webster";"Cheyenne";"Saint Francis";67756;"02/01/2018";"01/31/2019";"Open";"785-332-4813";24;"https://kscapportalp.dcf.ks.gov/OIDS/Comp_details.aspx?fid=13685";13685
"Henderson Day Care Home";"0009070-015";"Cynthia Henderson";"Licensed Day Care Home";;"Cheyenne";"Saint Francis";67756;"12/01/2017";"11/30/2018";"Open";;10;"https://kscapportalp.dcf.ks.gov/OIDS/Comp_details.aspx?fid=17531";17531
"Little Haven Daycare";"0028754-006";"Jill Bracelin";"Licensed Day Care Home";;"Cheyenne";"Saint Francis";67756;"06/04/2018";"03/31/2019";"Open";;10;"https://kscapportalp.dcf.ks.gov/OIDS/Comp_details.aspx?fid=55919";55919
"Little Indians Daycare";"0500921-004";"Cassondra Krien";"Licensed Day Care Home";"1475 Road 15";"Cheyenne";"Saint Francis";67756;"06/01/2018";"05/31/2019";"Open";"785-332-4553";10;"https://kscapportalp.dcf.ks.gov/OIDS/Comp_details.aspx?fid=5000000000000001845";5E+018
"Little Lady Bug Day Care";"0501146-003";"Janice Skeers";"Group Day Care Home";"521 S Adams St";"Cheyenne";"Saint Francis";67756;"07/31/2017";"07/31/2018";"Open";"785-772-1943";12;"https://kscapportalp.dcf.ks.gov/OIDS/Comp_details.aspx?fid=5000000000000002295";5E+018
"Scribbles And Giggles Daycare";"0500837-004";"Trista Lauer";"Licensed Day Care Home";"116 E Second";"Cheyenne";"Saint Francis";67756;"03/01/2018";"02/28/2019";"Open";"785-332-4385";10;"https://kscapportalp.dcf.ks.gov/OIDS/Comp_details.aspx?fid=5000000000000001677";5E+018
"Main Street Day Care";"0501646-001";"Sarah Klinge";"Group Day Care Home";;"Wallace";"Sharon Springs";67758;"04/20/2018";"07/19/2018";"Open";;12;"https://kscapportalp.dcf.ks.gov/OIDS/Comp_details.aspx?fid=5000000000000003295";5E+018
"Sandys Daycare";"0001167-011";"Sandra Cullens";"Group Day Care Home";"218 N Main";"Wallace";"Sharon Springs";67758;"01/01/2018";"12/31/2018";"Open";"785-821-2316";12;"https://kscapportalp.dcf.ks.gov/OIDS/Comp_details.aspx?fid=1875";1875
"Starlight Daycare";"0500831-005";"Erin Shively";"Licensed Day Care Home";"228 Boeke";"Wallace";"Sharon Springs";67758;"04/23/2018";"07/22/2018";"Open";"620-218-0088";10;"https://kscapportalp.dcf.ks.gov/OIDS/Comp_details.aspx?fid=5000000000000001665";5E+018
"A To Z Daycare";"0062450-008";"Amy Zarate";"Group Day Care Home";"1700 Wooden Rd";"Ford";"Dodge City";67801;"11/01/2017";"10/31/2018";"Open";"620-390-8363";12;"https://kscapportalp.dcf.ks.gov/OIDS/Comp_details.aspx?fid=120723";120723
"ABC Daycare";"0017201-011";"Tracy Smith";"Licensed Day Care Home";;"Ford";"Dodge City";67801;"04/01/2018";"03/31/2019";"Open";;10;"https://kscapportalp.dcf.ks.gov/OIDS/Comp_details.aspx?fid=33323";33323
"Anderea Lee Smith Day Care Home";"0006425-010";"Anderea Smith";"Licensed Day Care Home";"1501 Avenue G";"Ford";"Dodge City";67801;"11/01/2017";"10/31/2018";"Open";"620-225-3112";10;"https://kscapportalp.dcf.ks.gov/OIDS/Comp_details.aspx?fid=12309";12309
"Chrisles Child Care";"0075063-003";"Ana Chavez";"Group Day Care Home";;"Ford";"Dodge City";67801;"09/01/2017";"08/31/2018";"Open";;12;"https://kscapportalp.dcf.ks.gov/OIDS/Comp_details.aspx?fid=145949";145949
"Cocos House";"0075238-003";"Nicole McCluskey";"Licensed Day Care Home";"404 La Vista Blvd";"Ford";"Dodge City";67801;"09/01/2017";"08/31/2018";"Open";"214-687-7892";10;"https://kscapportalp.dcf.ks.gov/OIDS/Comp_details.aspx?fid=146299";146299
"Denice L Stecklein Day Care Home";"0036301-017";"Denice Stecklein";"Licensed Day Care Home";;"Ford";"Dodge City";67801;"03/01/2018";"02/28/2019";"Open";;10;"https://kscapportalp.dcf.ks.gov/OIDS/Comp_details.aspx?fid=70755";70755
"Dodge City Community College CDC";"0000143-013";"Dodge City Community College";"Child Care Center";;"Ford";"Dodge City";67801;"03/01/2018";"02/28/2019";"Open";;52;"https://kscapportalp.dcf.ks.gov/OIDS/Comp_details.aspx?fid=189";189
"Dodge City Daycare";"0500381-006";"Samaria Estrella";"Licensed Day Care Home";"1805 6th Ave";"Ford";"Dodge City";67801;"02/01/2018";"01/31/2019";"Open";"620-253-6826";10;"https://kscapportalp.dcf.ks.gov/OIDS/Comp_details.aspx?fid=5000000000000000765";5E+018
"Genoveva Martinez Day Care Home";"0064648-010";"Genoveva Martinez";"Licensed Day Care Home";"2322 Fairway Dr";"Ford";"Dodge City";67801;"05/01/2018";"04/30/2019";"Open";"620-225-7674";10;"https://kscapportalp.dcf.ks.gov/OIDS/Comp_details.aspx?fid=125119";125119
"Gina L Wilson Day Care Home";"0006995-008";"Gina Wilson";"Licensed Day Care Home";;"Ford";"Dodge City";67801;"09/01/2017";"08/31/2018";"Open";;10;"https://kscapportalp.dcf.ks.gov/OIDS/Comp_details.aspx?fid=13443";13443
"Irma Veronica Hefner Day Care Home";"0005643-013";"Irma Hefner";"Group Day Care Home";;"Ford";"Dodge City";67801;"01/01/2018";"12/31/2018";"Open";;12;"https://kscapportalp.dcf.ks.gov/OIDS/Comp_details.aspx?fid=10753";10753
"Kylas Daycare";"0073914-004";"Kyla Keller";"Licensed Day Care Home";;"Ford";"Dodge City";67801;"09/01/2017";"08/31/2018";"Open";;10;"https://kscapportalp.dcf.ks.gov/OIDS/Comp_details.aspx?fid=143651";143651
"Lindsey Cecil Day Care Home";"0501699-001";"Lindsey Cecil";"Licensed Day Care Home";;"Ford";"Dodge City";67801;"05/15/2018";"08/13/2018";"Open";;10;"https://kscapportalp.dcf.ks.gov/OIDS/Comp_details.aspx?fid=5000000000000003401";5E+018
"Little Angel Day Care Home";"0052609-014";"Deborah Foote";"Licensed Day Care Home";;"Ford";"Dodge City";67801;"12/01/2017";"11/30/2018";"Open";;10;"https://kscapportalp.dcf.ks.gov/OIDS/Comp_details.aspx?fid=101231";101231
"Little Buckaroos Daycare";"0074232-004";"Brooke VanDegrift";"Licensed Day Care Home";"809 12th Ave";"Ford";"Dodge City";67801;"12/01/2017";"11/30/2018";"Open";"620-253-0273";10;"https://kscapportalp.dcf.ks.gov/OIDS/Comp_details.aspx?fid=144287";144287
"Little Learners Preschool Center";"0060617-011";"Diane Clark";"Child Care Center";"1000 6th Ave";"Ford";"Dodge City";67801;"07/01/2017";"06/30/2018";"Open";"620-338-8647";12;"https://kscapportalp.dcf.ks.gov/OIDS/Comp_details.aspx?fid=117057";117057
"Little Peoples Workshop Day Care Home";"0005587-013";"Paula Mercado";"Group Day Care Home";;"Ford";"Dodge City";67801;"06/01/2018";"05/31/2019";"Open";;12;"https://kscapportalp.dcf.ks.gov/OIDS/Comp_details.aspx?fid=10643";10643
"Little Smiles Childcare";"0068221-010";"Jennifer Kreger";"Licensed Day Care Home";;"Ford";"Dodge City";67801;"12/01/2017";"11/30/2018";"Open";;10;"https://kscapportalp.dcf.ks.gov/OIDS/Comp_details.aspx?fid=132265";132265
"Little Stars Daycare";"0060057-013";"Julia Estrella";"Licensed Day Care Home";"1821 Barham Blvd";"Ford";"Dodge City";67801;;"09/15/2017";"License Expired";"620-408-9449";;"https://kscapportalp.dcf.ks.gov/OIDS/Comp_details.aspx?fid=115937";115937
"Little Steps Daycare";"0076362-003";"Veronica Garcia";"Group Day Care Home";"207 Texas Trl";"Ford";"Dodge City";67801;"03/08/2018";"03/31/2019";"Open";"316-821-1005";12;"https://kscapportalp.dcf.ks.gov/OIDS/Comp_details.aspx?fid=148547";148547
"Marguerite C Ferrell Day Care Home";"0015332-011";"Marguerite Ferrell";"Licensed Day Care Home";"2425 Webster Ave";"Ford";"Dodge City";67801;"08/01/2017";"07/31/2018";"Open";"620-225-7089";10;"https://kscapportalp.dcf.ks.gov/OIDS/Comp_details.aspx?fid=29669";29669
"Martin Family Day Care Home";"0061986-011";"Melissa Martin";"Group Day Care Home";"101 1/2 Cottonwood Ave";"Ford";"Dodge City";67801;"07/01/2018";"06/30/2019";"Open";"620-227-9796";12;"https://kscapportalp.dcf.ks.gov/OIDS/Comp_details.aspx?fid=119795";119795
"Miles Family Daycare";"0075726-003";"Jacqueline Miles";"Licensed Day Care Home";;"Ford";"Dodge City";67801;"06/01/2018";"05/31/2019";"Open";;10;"https://kscapportalp.dcf.ks.gov/OIDS/Comp_details.aspx?fid=147275";147275
"Paulas Day Care";"0068761-009";"Paula Carbajal";"Licensed Day Care Home";;"Ford";"Dodge City";67801;;"11/14/2016";"License Suspended";;;"https://kscapportalp.dcf.ks.gov/OIDS/Comp_details.aspx?fid=133345";133345
"Robbin L Boyd Day Care Home";"0028627-009";"Robbin Boyd";"Licensed Day Care Home";;"Ford";"Dodge City";67801;"12/01/2017";"11/30/2018";"Open";;10;"https://kscapportalp.dcf.ks.gov/OIDS/Comp_details.aspx?fid=55669";55669
"Rosalba Melendez Chavez Day Care Home";"0069194-009";"Rosalba Chavez";"Licensed Day Care Home";;"Ford";"Dodge City";67801;"04/01/2018";"03/31/2019";"Open";;10;"https://kscapportalp.dcf.ks.gov/OIDS/Comp_details.aspx?fid=134211";134211
"Shelia Dawn Eichman Day Care Home";"0027192-010";"Shelia Eichman";"Group Day Care Home";;"Ford";"Dodge City";67801;"11/01/2017";"10/31/2018";"Open";;10;"https://kscapportalp.dcf.ks.gov/OIDS/Comp_details.aspx?fid=52823";52823
"Stay 2 Learn Daycare";"0062719-014";"Stephanie Duncan";"Group Day Care Home";;"Ford";"Dodge City";67801;"01/01/2018";"12/31/2018";"Open";;12;"https://kscapportalp.dcf.ks.gov/OIDS/Comp_details.aspx?fid=121261";121261
"Stephanie Gail Hampton Day Care Home";"0021519-010";"Stephanie Hampton";"Licensed Day Care Home";;"Ford";"Dodge City";67801;"06/01/2018";"05/31/2019";"Open";;10;"https://kscapportalp.dcf.ks.gov/OIDS/Comp_details.aspx?fid=41767";41767
"Tamara Spears Daycare Home";"0501494-004";"Tamara Spears";"Licensed Day Care Home";;"Ford";"Dodge City";67801;"05/03/2018";"05/31/2019";"Open";;10;"https://kscapportalp.dcf.ks.gov/OIDS/Comp_details.aspx?fid=5000000000000002991";5E+018
"Tereeva Mann Child Care";"0501028-004";"Tereeva Mann";"Group Day Care Home";;"Ford";"Dodge City";67801;"09/09/2017";"09/30/2018";"Open";;12;"https://kscapportalp.dcf.ks.gov/OIDS/Comp_details.aspx?fid=5000000000000002059";5E+018
"The Learning Block";"0017510-013";"Diane Dahna";"Group Day Care Home";;"Ford";"Dodge City";67801;"10/01/2017";"09/30/2018";"Open";;12;"https://kscapportalp.dcf.ks.gov/OIDS/Comp_details.aspx?fid=33925";33925
"USD 443 Early Childhood Program";"0040692-013";"USD 443";"Child Care Center";;"Ford";"Dodge City";67801;"11/01/2017";"10/31/2018";"Open";;17;"https://kscapportalp.dcf.ks.gov/OIDS/Comp_details.aspx?fid=79193";79193
"We Shine Child Day Care Home";"0059166-010";"Amy Hernandez";"Group Day Care Home";"311 Campus";"Ford";"Dodge City";67801;"10/01/2017";"09/30/2018";"Open";"620-225-3976";12;"https://kscapportalp.dcf.ks.gov/OIDS/Comp_details.aspx?fid=114155";114155
"Ashland Community Daycare";"0069222-013";"Jennifer Gillum";"Licensed Day Care Home";"506 Main";"Clark";"Ashland";67831;"09/01/2017";"08/31/2018";"Open";"620-635-0434";10;"https://kscapportalp.dcf.ks.gov/OIDS/Comp_details.aspx?fid=134267";134267
"Happy Time Daycare";"0501474-003";"Rhonda Pike";"Licensed Day Care Home";;"Clark";"Ashland";67831;"02/05/2018";"09/30/2018";"Open";;10;"https://kscapportalp.dcf.ks.gov/OIDS/Comp_details.aspx?fid=5000000000000002951";5E+018
"Janes Home Daycare";"0075316-003";"Mary Jane Bernardo";"Licensed Day Care Home";;"Clark";"Ashland";67831;"10/01/2017";"09/30/2018";"Open";;10;"https://kscapportalp.dcf.ks.gov/OIDS/Comp_details.aspx?fid=146455";146455
"Jays Nest";"0070745-007";"Jannica Null";"Licensed Day Care Home";;"Clark";"Ashland";67831;"12/01/2017";"11/30/2018";"Open";;10;"https://kscapportalp.dcf.ks.gov/OIDS/Comp_details.aspx?fid=137313";137313
"Rainbow Connection Preschool";"0022165-009";"Rainbow Connection Preschool Inc";"Preschool";;"Clark";"Ashland";67831;"03/01/2018";"02/28/2019";"Open";;20;"https://kscapportalp.dcf.ks.gov/OIDS/Comp_details.aspx?fid=43027";43027
"Chanteils Day Care";"0036969-013";"Chanteil Smith";"Licensed Day Care Home";;"Gray";"Cimarron";67835;"12/01/2017";"11/30/2018";"Open";;10;"https://kscapportalp.dcf.ks.gov/OIDS/Comp_details.aspx?fid=72067";72067
"Creative Kids Daycare";"0056367-009";"Devin Werner";"Licensed Day Care Home";;"Gray";"Cimarron";67835;"10/01/2017";"09/30/2018";"Open";;10;"https://kscapportalp.dcf.ks.gov/OIDS/Comp_details.aspx?fid=108557";108557
"Faith and Friends Daycare";"0074895-003";"Rachel Vantuyl";"Licensed Day Care Home";;"Gray";"Cimarron";67835;"09/01/2017";"08/31/2018";"Open";;10;"https://kscapportalp.dcf.ks.gov/OIDS/Comp_details.aspx?fid=145613";145613
"Kids World Child Care Center";"0024637-011";"Tammy Richardson";"Child Care Center";;"Gray";"Cimarron";67835;"02/01/2018";"01/31/2019";"Open";;42;"https://kscapportalp.dcf.ks.gov/OIDS/Comp_details.aspx?fid=47809";47809
"Little Rascals";"0501655-001";"Shelby Taulman";"Group Day Care Home";;"Gray";"Cimarron";67835;"04/04/2018";"07/03/2018";"Open";;12;"https://kscapportalp.dcf.ks.gov/OIDS/Comp_details.aspx?fid=5000000000000003313";5E+018
"Magical Adventures Daycare";"0041615-015";"Holly Lynn";"Licensed Day Care Home";;"Gray";"Cimarron";67835;"11/01/2017";"10/31/2018";"Open";;10;"https://kscapportalp.dcf.ks.gov/OIDS/Comp_details.aspx?fid=80843";80843
"Simply Spoiled";"0022153-005";"Tracey Moore";"Licensed Day Care Home";;"Gray";"Cimarron";67835;"08/01/2017";"07/31/2018";"Open";;10;"https://kscapportalp.dcf.ks.gov/OIDS/Comp_details.aspx?fid=43003";43003
"Learn While Wee Grow Day Care Home";"0058151-012";"USD 216 Deerfield Schools";"Group Day Care Home";;"Kearny";"Deerfield";67838;"04/01/2018";"03/31/2019";"Open";;12;"https://kscapportalp.dcf.ks.gov/OIDS/Comp_details.aspx?fid=112125";112125
"Babies to Tots";"0075391-003";"Vicki Franklin";"Licensed Day Care Home";;"Lane";"Dighton";67839;"03/01/2018";"02/28/2019";"Open";;10;"https://kscapportalp.dcf.ks.gov/OIDS/Comp_details.aspx?fid=146605";146605
"Kids R Us";"0051578-006";"Susan Wilson";"Group Day Care Home";;"Lane";"Dighton";67839;"08/01/2017";"07/31/2018";"Open";;12;"https://kscapportalp.dcf.ks.gov/OIDS/Comp_details.aspx?fid=99267";99267
"Little People Daycare";"0014167-017";"Christine Birney Carter";"Group Day Care Home";"230 W James St";"Lane";"Dighton";67839;"01/01/2018";"12/31/2018";"Open";"620-397-5823";12;"https://kscapportalp.dcf.ks.gov/OIDS/Comp_details.aspx?fid=27409";27409
"Love Budds Daycare";"0076061-002";"Aubree Budd";"Licensed Day Care Home";"300 W James St";"Lane";"Dighton";67839;"07/19/2017";"07/31/2018";"Open";"620-214-9367";10;"https://kscapportalp.dcf.ks.gov/OIDS/Comp_details.aspx?fid=147945";147945
"Adams Family Daycare";"0011866-011";"Corrine Adams";"Licensed Day Care Home";;"Finney";"Garden City";67846;"05/01/2018";"04/30/2019";"Open";;10;"https://kscapportalp.dcf.ks.gov/OIDS/Comp_details.aspx?fid=23033";23033
"Alice Ann Ledesma Group Day Care Home";"0050635-015";"Alice Ledesma";"Group Day Care Home";;"Finney";"Garden City";67846;"11/01/2017";"10/31/2018";"Open";;12;"https://kscapportalp.dcf.ks.gov/OIDS/Comp_details.aspx?fid=97561";97561
"Angies Angels";"0036579-005";"Angela Reed";"Group Day Care Home";"2330 Idlewild Way";"Finney";"Garden City";67846;"02/14/2018";"02/28/2019";"Open";"316-217-4239";12;"https://kscapportalp.dcf.ks.gov/OIDS/Comp_details.aspx?fid=71301";71301
"Brandy R May Day Care Home";"0011231-015";"Brandy May";"Licensed Day Care Home";;"Finney";"Garden City";67846;"03/01/2018";"02/28/2019";"Open";;10;"https://kscapportalp.dcf.ks.gov/OIDS/Comp_details.aspx?fid=21825";21825
"Carlas Little Friends";"0053551-013";"Carla McGregor";"Licensed Day Care Home";;"Finney";"Garden City";67846;"09/01/2017";"08/31/2018";"Open";;10;"https://kscapportalp.dcf.ks.gov/OIDS/Comp_details.aspx?fid=103033";103033
"Cassies Kinder Care";"0501712-001";"Cassandra Nolan";"Licensed Day Care Home";;"Finney";"Garden City";67846;"05/22/2018";"08/20/2018";"Open";;10;"https://kscapportalp.dcf.ks.gov/OIDS/Comp_details.aspx?fid=5000000000000003427";5E+018
"Deborah Leanne Tomlin Day Care Home";"0056538-014";"Deborah Tomlin";"Licensed Day Care Home";"1609 Safford";"Finney";"Garden City";67846;"05/01/2018";"04/30/2019";"Open";"620-276-8504";10;"https://kscapportalp.dcf.ks.gov/OIDS/Comp_details.aspx?fid=108899";108899
"First United Methodist Church Preschool";"0035654-010";"First United Methodist Church Garden City Kansas";"Preschool";"1106 N Main St";"Finney";"Garden City";67846;"12/01/2017";"11/30/2018";"Open";"620-275-9171";36;"https://kscapportalp.dcf.ks.gov/OIDS/Comp_details.aspx?fid=69489";69489
"Freeman Day Care Home";"0026837-009";"Kathy Freeman";"Licensed Day Care Home";;"Finney";"Garden City";67846;"11/01/2017";"10/31/2018";"Open";;10;"https://kscapportalp.dcf.ks.gov/OIDS/Comp_details.aspx?fid=52121";52121
"Garden City Family YMCA SAP";"0000188-012";"YMCA of Southwest Kansas Inc";"School Age Program";"1224 Center";"Finney";"Garden City";67846;"09/01/2017";"08/31/2018";"Open";"620-275-1199";120;"https://kscapportalp.dcf.ks.gov/OIDS/Comp_details.aspx?fid=255";255
"Grandma Sugars Daycare";"0039254-010";"Betty Brungardt";"Licensed Day Care Home";;"Finney";"Garden City";67846;"01/01/2018";"12/31/2018";"Open";;10;"https://kscapportalp.dcf.ks.gov/OIDS/Comp_details.aspx?fid=76527";76527
"Hannahs Daycare";"0501057-003";"Hannah Roth";"Licensed Day Care Home";;"Finney";"Garden City";67846;"12/01/2017";"11/30/2018";"Open";;10;"https://kscapportalp.dcf.ks.gov/OIDS/Comp_details.aspx?fid=5000000000000002117";5E+018
"Jeans Daycare";"0009093-011";"Jean Hernandez";"Licensed Day Care Home";"2605 Coachman Ln";"Finney";"Garden City";67846;"11/01/2017";"10/31/2018";"Open";"620-287-5534";10;"https://kscapportalp.dcf.ks.gov/OIDS/Comp_details.aspx?fid=17577";17577
