"Program Type";"Number";"Program Name";"Address";"City";"State";"Zip";"Program Status";"Administrator(s)";"County";"License Begin Date";"License Expiration Date";"SUTQ Rating";"Phone";"Type";"Accreditations";"Meals";"Before School Care";"Evening Care";"Special Needs";"Transportation";"After School Care";"Overnight Care";"Field Trips";"Early Childhood Education Grant";"Head Start";"Private Kindergarten";"Publicly Funded Child Care";"Liability Insurance";"Monday";"Tuesday";"Wednesday";"Thursday";"Friday";"Saturday";"Sunday"
"Licensed Type B Family Child Care Home";2180018253;"CODA'S CUBS";"4008 HOWARD ST";"YOUNGSTOWN";"OH";44512;"CONTINUOUS LICENSE";;"MAHONING";"January 14, 2019";"Continuous";;"234-232-2098";"B";;"+";"+";"+";;"+";"+";"+";"+";;;;"+";;"MIDNIGHT to MIDNIGHT";"MIDNIGHT to MIDNIGHT";"MIDNIGHT to MIDNIGHT";"MIDNIGHT to MIDNIGHT";"MIDNIGHT to MIDNIGHT";"MIDNIGHT to MIDNIGHT";"MIDNIGHT to MIDNIGHT"
"Licensed Type B Family Child Care Home";925191900;"COLEMAN, STACEY";"54 LABELLE";"YOUNGSTOWN";"OH";44507;"CONTINUOUS LICENSE";;"MAHONING";"January 1, 2014";"Continuous";;"330-360-7258";"B";;;;;;;;;;;;;"+";;"MIDNIGHT to MIDNIGHT";"MIDNIGHT to MIDNIGHT";"MIDNIGHT to MIDNIGHT";"MIDNIGHT to MIDNIGHT";"MIDNIGHT to MIDNIGHT";"MIDNIGHT to MIDNIGHT";"MIDNIGHT to MIDNIGHT"
"Licensed Type B Family Child Care Home";2180018046;"CORA'S ANGELS";"884 E. BOSTON AVE.";"YOUNGSTOWN";"OH";44502;"CONTINUOUS LICENSE";;"MAHONING";"February 11, 2019";"Continuous";2;"330-212-9511";"B";;"+";"+";"+";;;"+";"+";;;;;"+";"+";"MIDNIGHT to MIDNIGHT";"MIDNIGHT to MIDNIGHT";"MIDNIGHT to MIDNIGHT";"MIDNIGHT to MIDNIGHT";"MIDNIGHT to MIDNIGHT";"MIDNIGHT to MIDNIGHT";"MIDNIGHT to MIDNIGHT"
"Licensed Child Care Center";2170014770;"CRAWLING TO DESTINY DAY CARE & LEARNING CENTER II";"3980 HILLMAN WAY";"BOARDMAN";"OH";44512;"CONTINUOUS LICENSE";"Paula Giddens, Tiffanie Bufford, Fatma Arslanyilmaz-Goroglu";"MAHONING";"August 1, 2017";"Continuous";4;"330-707-4445";"C";;;;;;;;;;;;;"+";;"06:00 AM to 05:30 PM";"06:00 AM to 05:30 PM";"06:00 AM to 05:30 PM";"06:00 AM to 05:30 PM";"06:00 AM to 05:30 PM";"CLOSED";"CLOSED"
"Licensed Child Care Center";100322;"CRAWLING TO DESTINY PRESCHOOL / LEARNING CENTER";"11 OVERHILL RD";"BOARDMAN";"OH";44512;"CONTINUOUS LICENSE";"Uma Paudel, Margo Naze, Tiffanie Bufford";"MAHONING";"March 25, 2015";"Continuous";3;"330-953-1005";"C";;;;;;;;;;;;;"+";;"06:00 AM to 05:30 PM";"06:00 AM to 05:30 PM";"06:00 AM to 05:30 PM";"06:00 AM to 05:30 PM";"06:00 AM to 05:30 PM";"CLOSED";"CLOSED"
"Licensed Child Care Center";100439;"CREATIVE CORNER LEARNING CENTER III INC";"425 CRESTVIEW DRIVE";"YOUNGSTOWN";"OH";44512;"CONTINUOUS LICENSE";"LISA SO-JONES, Margaret Gaines";"MAHONING";"January 11, 2017";"Continuous";;"234-254-4155";"C";;;"+";;;;"+";;"+";;;;"+";;"06:30 AM to 06:30 PM";"06:30 AM to 06:30 PM";"06:30 AM to 06:30 PM";"06:30 AM to 06:30 PM";"06:30 AM to 06:30 PM";"CLOSED";"CLOSED"
"Licensed Child Care Center";101052;"CREATIVE CORNER LEARNING CENTER, INC.";"1463 SHIELDS RD";"YOUNGSTOWN";"OH";44511;"CONTINUOUS LICENSE";"LISA SO-JONES, JODI JOHNSTON";"MAHONING";"February 2, 1982";"Continuous";2;"330-270-1550";"C";;;"+";;;;"+";;"+";;;;"+";;"06:00 AM to 06:30 PM";"06:00 AM to 06:30 PM";"06:00 AM to 06:30 PM";"06:00 AM to 06:30 PM";"06:00 AM to 06:30 PM";"CLOSED";"CLOSED"
"Licensed Child Care Center";106577;"DAVIS FAMILY YMCA";"45 MCCLURG ROAD";"BOARDMAN";"OH";44512;"CONTINUOUS LICENSE";"ADELE TAYLOR";"MAHONING";"February 5, 2007";"Continuous";;"330-480-5656";"C";;"+";;;;;;;"+";;;;"+";;"09:00 AM to 06:00 PM";"09:00 AM to 06:00 PM";"09:00 AM to 06:00 PM";"09:00 AM to 06:00 PM";"09:00 AM to 06:00 PM";"CLOSED";"CLOSED"
"Licensed Child Care Center";2210025490;"DIVERSITY EXPRESS CHILDCARE LLC";"496 GLENWOOD AVE SUITE 12";"YOUNGSTOWN";"OH";44502;"PROVISIONAL LICENSE";"Kenya Dothard";"MAHONING";"March 9, 2022";"March 8, 2023";;"234-232-7606";"C";;"+";"+";;;;;;;;;;"+";;"05:30 AM to 08:00 PM";"05:30 AM to 08:00 PM";"05:30 AM to 08:00 PM";"05:30 AM to 08:00 PM";"05:30 AM to 08:00 PM";"CLOSED";"CLOSED"
"Ohio Department of Education Licensed Preschool";1210024780;"DOBBINS EARLY LEARNING CENTER";"3030 DOBBINS RD";"POLAND";"OH";44514;"CONTINUOUS LICENSE";;"MAHONING";"September 7, 2021";"Continuous";;;"P";;;;;;;;;;;;;;;"09:00 AM to 02:00 PM";"09:00 AM to 02:00 PM";"09:00 AM to 02:00 PM";"09:00 AM to 02:00 PM";"09:00 AM to 02:00 PM";"CLOSED";"CLOSED"
"Ohio Department of Education Licensed Preschool";1000020818;"DOBBINS ELEMENTARY PSESC";"3030 DOBBINS RD";"POLAND";"OH";44514;"CONTINUOUS LICENSE";;"MAHONING";"August 25, 2015";"Continuous";4;;"P";;"+";;;;"+";;;"+";;;;;;"08:00 AM to 11:15 AM";"08:00 AM to 11:15 AM";"08:00 AM to 11:15 AM";"08:00 AM to 11:15 AM";"CLOSED";"CLOSED";"CLOSED"
"Licensed Type B Family Child Care Home";974848090;"DONALDSON, TOMARA";"781 FAIRMONT";"YOUNGSTOWN";"OH";44510;"CONTINUOUS LICENSE";;"MAHONING";"January 1, 2014";"Continuous";;"330-746-5670";"B";;"+";"+";"+";;;"+";"+";;;;;"+";;"MIDNIGHT to MIDNIGHT";"MIDNIGHT to MIDNIGHT";"MIDNIGHT to MIDNIGHT";"MIDNIGHT to MIDNIGHT";"MIDNIGHT to MIDNIGHT";"MIDNIGHT to MIDNIGHT";"MIDNIGHT to MIDNIGHT"
"Licensed Child Care Center";105867;"EAGLE'S CHRISTIAN PRESCHOOL & CHILD CARE";"2733 MARKET STREET";"YOUNGSTOWN";"OH";44507;"CONTINUOUS LICENSE";"JAMIE KHOURY, Stacy Cupples";"MAHONING";"August 25, 2003";"Continuous";4;"330-783-5668";"C";;"+";"+";"+";;"+";"+";"+";"+";"+";;;"+";;"06:00 AM to 08:00 PM";"06:00 AM to 08:00 PM";"06:00 AM to 08:00 PM";"06:00 AM to 08:00 PM";"06:00 AM to 08:00 PM";"CLOSED";"CLOSED"
"Licensed Child Care Center";2200022478;"EARLY BIRD LEARNING CENTER";"8526 SOUTH AVE";"YOUNGSTOWN";"OH";44514;"CONTINUOUS LICENSE";"ASHLEY RUDLOFF, MELINDA MARRIOTTI";"MAHONING";"November 6, 2020";"Continuous";4;"330-953-0580";"C";;;;;;;;;;;;;"+";;"06:00 AM to 06:00 PM";"06:00 AM to 06:00 PM";"06:00 AM to 06:00 PM";"06:00 AM to 06:00 PM";"06:00 AM to 06:00 PM";"CLOSED";"CLOSED"
"Licensed Type B Family Child Care Home";2210025177;"EBONY LENOIR";"2615 WINDSOR AVE";"YOUNGSTOWN";"OH";44502;"PROVISIONAL LICENSE";;"MAHONING";"April 6, 2022";"April 5, 2023";;"234-228-9381";"B";;"+";"+";;;"+";"+";;"+";;;;"+";;"06:00 AM to 11:30 PM";"06:00 AM to 11:30 PM";"06:00 AM to 11:30 PM";"06:00 AM to 11:30 PM";"06:00 AM to 11:30 PM";"CLOSED";"CLOSED"
"Ohio Department of Education Licensed Preschool";1000020534;"ECLC AT ST. JOSEPH";"4565 NEW RD";"AUSTINTOWN";"OH";44515;"CONTINUOUS LICENSE";;"MAHONING";"September 3, 2014";"Continuous";;;"P";;;"+";;;;"+";;;;;;;;"07:30 AM to 05:00 PM";"07:30 AM to 05:00 PM";"07:30 AM to 05:00 PM";"07:30 AM to 05:00 PM";"07:30 AM to 05:00 PM";"CLOSED";"CLOSED"
"Licensed Type B Family Child Care Home";908618242;"EILAND, LORETTA";"120 LINCOLN PARK DR";"YOUNGSTOWN";"OH";44506;"CONTINUOUS LICENSE";;"MAHONING";"January 1, 2014";"Continuous";;"330-744-5316";"B";;"+";"+";"+";;"+";"+";"+";"+";;;;"+";;"03:30 AM to 11:45 PM";"03:30 AM to 11:45 PM";"03:30 AM to 11:45 PM";"03:30 AM to 11:45 PM";"03:30 AM to 11:45 PM";"CLOSED";"CLOSED"
"Licensed Type A Family Child Care Home";2210024798;"ELSA E MUNOZ";"517 TENNEY AVE";"CAMPBELL";"OH";44405;"PROVISIONAL LICENSE";;"MAHONING";"September 17, 2021";"September 16, 2022";;"330-261-6664";"A";;"+";"+";"+";;"+";"+";"+";"+";;;;"+";"+";"MIDNIGHT to MIDNIGHT";"MIDNIGHT to MIDNIGHT";"MIDNIGHT to MIDNIGHT";"MIDNIGHT to MIDNIGHT";"MIDNIGHT to MIDNIGHT";"MIDNIGHT to MIDNIGHT";"MIDNIGHT to MIDNIGHT"
"Licensed Child Care Center";101654;"FIRST FEDERATED CHURCH - SUNSHINE PRESCHOOL";"10786 MAHONING AVE";"NORTH JACKSON";"OH";44451;"CONTINUOUS LICENSE";"Ashlee Johnson";"MAHONING";"September 14, 1984";"Continuous";3;"330-538-3307";"C";;;"+";;;;"+";;"+";;;;"+";;"06:00 AM to 06:00 PM";"06:00 AM to 06:00 PM";"06:00 AM to 06:00 PM";"06:00 AM to 06:00 PM";"06:00 AM to 06:00 PM";"CLOSED";"CLOSED"
"Licensed Child Care Center";100170;"FIRST PRESBYTERIAN CHURCH WEEKDAY NURSERY SCHOOL";"140 W MAIN ST";"CANFIELD";"OH";44406;"CONTINUOUS LICENSE";"Toni Rusu";"MAHONING";"November 17, 1970";"Continuous";;"330-533-2879";"C";;;;;;;;;;;;;;;"09:00 AM to 04:00 PM";"09:00 AM to 04:00 PM";"09:00 AM to 04:00 PM";"09:00 AM to 04:00 PM";"09:00 AM to 01:00 PM";"CLOSED";"CLOSED"
"Licensed Type B Family Child Care Home";2190020731;"FOOTPRINTS ON YOUR HEART";"1331 JACOBS RD";"YOUNGSTOWN";"OH";44505;"CONTINUOUS LICENSE";;"MAHONING";"January 8, 2020";"Continuous";1;"330-502-7585";"B";;"+";"+";"+";;"+";"+";"+";"+";"+";;;"+";"+";"MIDNIGHT to MIDNIGHT";"MIDNIGHT to MIDNIGHT";"MIDNIGHT to MIDNIGHT";"MIDNIGHT to MIDNIGHT";"MIDNIGHT to MIDNIGHT";"MIDNIGHT to MIDNIGHT";"MIDNIGHT to MIDNIGHT"
"Licensed Child Care Center";105736;"FOR KIDS' SAKE, INC.";"1245 BOARDMAN-CANFIELD RD";"BOARDMAN";"OH";44512;"CONTINUOUS LICENSE";"CINDY ALLEGRETTO";"MAHONING";"October 14, 2002";"Continuous";;"330-726-6878";"C";;;;;;;"+";;;;;;;;"06:30 AM to 06:00 PM";"06:30 AM to 06:00 PM";"06:30 AM to 06:00 PM";"06:30 AM to 06:00 PM";"06:30 AM to 06:00 PM";"CLOSED";"CLOSED"
"Licensed Type B Family Child Care Home";923730187;"FRANKLIN, LATONYA";"3087 KIWATHA RD";"YOUNGSTOWN";"OH";44511;"CONTINUOUS LICENSE";;"MAHONING";"January 1, 2014";"Continuous";;"330-333-3079";"B";;"+";"+";;;;;;;;;;"+";;"07:00 AM to 05:00 PM";"07:00 AM to 05:00 PM";"07:00 AM to 05:00 PM";"07:00 AM to 05:00 PM";"07:00 AM to 05:00 PM";"07:00 AM to 05:00 PM";"CLOSED"
"Licensed Type B Family Child Care Home";935281183;"FRANKLIN, RHONDA";"2410 OHIO AVE";"YOUNGSTOWN";"OH";44504;"CONTINUOUS LICENSE";;"MAHONING";"January 1, 2014";"Continuous";;"330-937-2252";"B";;"+";"+";"+";;;;;;;;;"+";;"MIDNIGHT to MIDNIGHT";"MIDNIGHT to MIDNIGHT";"MIDNIGHT to MIDNIGHT";"MIDNIGHT to MIDNIGHT";"MIDNIGHT to MIDNIGHT";"MIDNIGHT to MIDNIGHT";"MIDNIGHT to MIDNIGHT"
"Licensed Type B Family Child Care Home";907130647;"FROST, BARBARA";"444 COHASSET DRIVE";"YOUNGSTOWN";"OH";44511;"CONTINUOUS LICENSE";;"MAHONING";"January 1, 2014";"Continuous";;"330-744-1539";"B";;"+";"+";"+";;;"+";;;;;;"+";;"MIDNIGHT to MIDNIGHT";"MIDNIGHT to MIDNIGHT";"MIDNIGHT to MIDNIGHT";"MIDNIGHT to MIDNIGHT";"MIDNIGHT to MIDNIGHT";"MIDNIGHT to MIDNIGHT";"MIDNIGHT to MIDNIGHT"
"Licensed Child Care Center";100253;"GROWING KIDS ACADEMY";"2935 SUITE #1 MARKET STREET";"YOUNGSTOWN";"OH";44507;"CONTINUOUS LICENSE";"KYARA AUSTIN";"MAHONING";"July 24, 2014";"Continuous";4;"330-788-9559";"C";;"+";"+";;;;"+";;;;;;"+";;"06:00 AM to 06:30 PM";"06:00 AM to 06:30 PM";"06:00 AM to 06:30 PM";"06:00 AM to 06:30 PM";"06:00 AM to 06:30 PM";"CLOSED";"CLOSED"
"Licensed Type B Family Child Care Home";998923064;"HAKEEM, SHAHRA";"566 COHASSET DR";"YOUNGSTOWN";"OH";44511;"CONTINUOUS LICENSE";;"MAHONING";"January 1, 2014";"Continuous";;"330-746-4435";"B";;"+";;"+";;"+";;"+";"+";;;;"+";;"MIDNIGHT to MIDNIGHT";"MIDNIGHT to MIDNIGHT";"MIDNIGHT to MIDNIGHT";"MIDNIGHT to MIDNIGHT";"MIDNIGHT to MIDNIGHT";"MIDNIGHT to MIDNIGHT";"MIDNIGHT to MIDNIGHT"
"Licensed Child Care Center";100249;"HAPPY CAMPERS LEARNING CENTER";"518 E .INDIANOLA AVE.";"YOUNGSTOWN";"OH";44502;"CONTINUOUS LICENSE";"TRACY JORDAN";"MAHONING";"December 1, 2008";"Continuous";2;"330-788-4300";"C";;"+";"+";;;;"+";;;;;;"+";;"06:30 AM to 07:30 PM";"06:30 AM to 07:30 PM";"06:30 AM to 07:30 PM";"06:30 AM to 07:30 PM";"06:30 AM to 07:30 PM";"CLOSED";"CLOSED"
"Ohio Department of Education Licensed Preschool";1000018458;"HARDING ELEMENTARY SCHOOL";"1903 CORDOVA AVE";"YOUNGSTOWN";"OH";44504;"CONTINUOUS LICENSE";;"MAHONING";"September 24, 2011";"Continuous";4;"330-744-7517";"P";;"+";;;;"+";;;;"+";;;;;"08:15 AM to 03:30 PM";"08:15 AM to 03:30 PM";"08:15 AM to 03:30 PM";"08:15 AM to 03:30 PM";"08:15 AM to 03:30 PM";"CLOSED";"CLOSED"
"Licensed Type B Family Child Care Home";953359614;"HARRISON, SHELIA";"4118 RUSH BLVD";"BOARDMAN";"OH";44512;"CONTINUOUS LICENSE";;"MAHONING";"January 1, 2014";"Continuous";;"330-783-1246";"B";;"+";"+";"+";;;;"+";;;;;"+";;"MIDNIGHT to 11:45 PM";"MIDNIGHT to 11:45 PM";"MIDNIGHT to 11:45 PM";"MIDNIGHT to 11:45 PM";"MIDNIGHT to 11:45 PM";"MIDNIGHT to 11:45 PM";"MIDNIGHT to 11:45 PM"
"Licensed Type B Family Child Care Home";906623493;"HEARD, DESEREE";"173 S JACKSON ST";"YOUNGTOWN";"OH";44506;"CONTINUOUS LICENSE";;"MAHONING";"October 27, 2016";"Continuous";;"330-540-5080";"B";;"+";;"+";;"+";;"+";;;;;"+";;"MIDNIGHT to 07:30 AM";"MIDNIGHT to 07:30 AM";"MIDNIGHT to 07:30 AM";"MIDNIGHT to 07:30 AM";"MIDNIGHT to 07:30 AM";"MIDNIGHT to 07:30 AM";"MIDNIGHT to 07:30 AM"
"Licensed Child Care Center";106978;"HEAVEN'S LITTLE ANGELS CHILD CARE & PRESCHOOL";"1944 S. MERIDIAN";"YOUNGSTOWN";"OH";44511;"CONTINUOUS LICENSE";"Jessica Fox, NICOLE FOX";"MAHONING";"February 17, 2009";"Continuous";4;"330-953-1606";"C";;;;;;;;;;;;;"+";;"06:30 AM to 06:00 PM";"06:30 AM to 06:00 PM";"06:30 AM to 06:00 PM";"06:30 AM to 06:00 PM";"06:30 AM to 06:00 PM";"CLOSED";"CLOSED"
"Licensed Type B Family Child Care Home";938036493;"HEROD, JEANINNE C";"526 KENMORE";"YOUNGSTOWN";"OH";44511;"CONTINUOUS LICENSE";;"MAHONING";"January 1, 2014";"Continuous";;"330-743-2642";"B";;"+";"+";"+";;;"+";;;;;;"+";;"07:00 AM to 11:00 PM";"07:00 AM to 11:00 PM";"07:00 AM to 11:00 PM";"07:00 AM to 11:00 PM";"07:00 AM to 11:00 PM";"CLOSED";"CLOSED"
"Licensed Child Care Center";101809;"HITCHCOCK WOODS DAY CARE CENTER LLC";"8482 HITCHCOCK ROAD";"BOARDMAN";"OH";44512;"CONTINUOUS LICENSE";"PATRICIA WELSH, ABBEY LOREE";"MAHONING";"August 1, 1985";"Continuous";2;"330-758-2108";"C";;;;;;;;;;;;;"+";;"06:00 AM to 06:00 PM";"06:00 AM to 06:00 PM";"06:00 AM to 06:00 PM";"06:00 AM to 06:00 PM";"06:00 AM to 06:00 PM";"CLOSED";"CLOSED"
"Ohio Department of Education Licensed Preschool";1000018569;"HOLY FAMILY";"2731 CENTER RD";"POLAND";"OH";44514;"CONTINUOUS LICENSE";;"MAHONING";"September 24, 2011";"Continuous";;"330-757-3713";"P";;"+";"+";;;;"+";;"+";;;;;;"07:30 AM to 02:30 PM";"CLOSED";"07:30 AM to 02:30 PM";"CLOSED";"07:30 AM to 02:30 PM";"CLOSED";"CLOSED"
"Ohio Department of Education Licensed Preschool";1000018718;"HOLY FAMILY EARLY LEARNING CENTER AT ST. LUKE'S";"5235 SOUTH AVE";"BOARDMAN";"OH";44512;"CONTINUOUS LICENSE";;"MAHONING";"September 24, 2011";"Continuous";;"330-744-8451";"P";;;"+";;;;"+";;"+";;;;;;"07:30 AM to 05:30 PM";"07:30 AM to 05:30 PM";"07:30 AM to 05:30 PM";"07:30 AM to 05:30 PM";"07:30 AM to 05:30 PM";"CLOSED";"CLOSED"
"Licensed Child Care Center";100305;"HOPES & DREAMS CHILDCARE CENTER";"4490 NORQUEST BLVD";"YOUNGSTOWN";"OH";44515;"CONTINUOUS LICENSE";"Jennifer Cosma";"MAHONING";"November 14, 2014";"Continuous";3;"330-707-4911";"C";;"+";"+";;;;"+";;;;;;"+";;"06:00 AM to 06:00 PM";"06:00 AM to 06:00 PM";"06:00 AM to 06:00 PM";"06:00 AM to 06:00 PM";"06:00 AM to 06:00 PM";"CLOSED";"CLOSED"
"Licensed Type B Family Child Care Home";903156199;"HOWELL, CELESTE";"131 MILLET AVE.";"YOUNGSTOWN";"OH";44509;"CONTINUOUS LICENSE";;"MAHONING";"January 1, 2014";"Continuous";;"330-553-1007";"B";;"+";"+";"+";;"+";"+";;;;;;"+";;"05:30 AM to 11:45 PM";"05:30 AM to 11:45 PM";"05:30 AM to 11:45 PM";"05:30 AM to 11:45 PM";"05:30 AM to 11:45 PM";"05:30 AM to 11:45 PM";"05:30 AM to 11:45 PM"
"Licensed Type B Family Child Care Home";952936546;"HOWELL, CRYSTAL";"2714 SHIRLEY RD";"YOUNGSTOWN";"OH";44502;"CONTINUOUS LICENSE";;"MAHONING";"January 1, 2014";"Continuous";;"330-402-8272";"B";;;;;;;;;;;;;"+";;"MIDNIGHT to MIDNIGHT";"MIDNIGHT to MIDNIGHT";"MIDNIGHT to MIDNIGHT";"MIDNIGHT to MIDNIGHT";"MIDNIGHT to MIDNIGHT";"MIDNIGHT to MIDNIGHT";"MIDNIGHT to MIDNIGHT"
"Licensed Type B Family Child Care Home";967486339;"HUNTER, CASSANDRA";"4127 RUSH BLVD";"YOUNGSTOWN";"OH";44512;"CONTINUOUS LICENSE";;"MAHONING";"January 1, 2014";"Continuous";;"330-750-0279";"B";;"+";"+";"+";;;"+";;;;;;"+";;"MIDNIGHT to 11:45 PM";"MIDNIGHT to 11:45 PM";"MIDNIGHT to 11:45 PM";"MIDNIGHT to 11:45 PM";"MIDNIGHT to 11:45 PM";"MIDNIGHT to 11:45 PM";"MIDNIGHT to 11:45 PM"
"Licensed Type B Family Child Care Home";941080895;"HUNTER, PECOLA";"339 WALLACE ST";"YOUNGSTOWN";"OH";44502;"CONTINUOUS LICENSE";;"MAHONING";"January 1, 2014";"Continuous";;"330-747-7373";"B";;"+";"+";"+";;;;"+";;;;;"+";"+";"06:30 AM to 06:30 AM";"06:30 AM to 06:30 AM";"06:30 AM to 06:30 AM";"06:30 AM to 06:30 AM";"06:30 AM to 06:30 AM";"06:30 AM to 06:30 AM";"06:30 AM to 06:30 AM"
"Licensed Type B Family Child Care Home";937945701;"ISOM, DENISE";"107 N NAVARRE AVE";"YOUNGSTOWN";"OH";44515;"CONTINUOUS LICENSE";;"MAHONING";"January 1, 2014";"Continuous";2;"330-884-9715";"B";;"+";;"+";;;"+";;;;;;"+";;"MIDNIGHT to MIDNIGHT";"MIDNIGHT to MIDNIGHT";"MIDNIGHT to MIDNIGHT";"MIDNIGHT to MIDNIGHT";"MIDNIGHT to MIDNIGHT";"MIDNIGHT to MIDNIGHT";"MIDNIGHT to MIDNIGHT"
"Licensed Type B Family Child Care Home";2190019330;"ITHICA STEWART";"4017 HOWARD ST.";"YOUNGSTOWN";"OH";44512;"CONTINUOUS LICENSE";;"MAHONING";"April 4, 2019";"Continuous";;"330-951-9768";"B";;"+";;;;;;"+";"+";;;;"+";;"CLOSED";"CLOSED";"CLOSED";"CLOSED";"07:00 PM to MIDNIGHT";"MIDNIGHT to MIDNIGHT";"MIDNIGHT to 08:00 PM"
"Ohio Department of Education Licensed Preschool";1000018073;"JACKSON-MILTON SCHOOL";"14110 MAHONING AVE";"NORTH JACKSON";"OH";44451;"CONTINUOUS LICENSE";;"MAHONING";"September 24, 2011";"Continuous";4;"330-965-7828";"P";;;;;;"+";;;;"+";;;;;"08:15 AM to 03:30 PM";"08:15 AM to 03:30 PM";"08:15 AM to 03:30 PM";"08:15 AM to 03:30 PM";"08:15 AM to 03:30 PM";"CLOSED";"CLOSED"
"Licensed Child Care Center";100062;"JCC EARLY LEARNING CENTER";"505 GYPSY LANE";"YOUNGSTOWN";"OH";44505;"CONTINUOUS LICENSE";"Adrienne Achenbach";"MAHONING";"June 15, 1970";"Continuous";4;"330-746-3250";"C";;;;;;;;;;;;;"+";;"06:45 AM to 06:00 PM";"06:45 AM to 06:00 PM";"06:45 AM to 06:00 PM";"06:45 AM to 06:00 PM";"06:45 AM to 06:00 PM";"CLOSED";"CLOSED"
"Licensed Type B Family Child Care Home";915246377;"JONES, BRITANY";"31 WEST GLENAVEN";"YOUNGSTOWN";"OH";44507;"CONTINUOUS LICENSE";;"MAHONING";"August 11, 2015";"Continuous";;"330-233-5746";"B";;"+";"+";"+";;"+";"+";"+";"+";;;;"+";;"MIDNIGHT to 11:45 PM";"MIDNIGHT to 11:45 PM";"MIDNIGHT to 11:45 PM";"MIDNIGHT to 11:45 PM";"MIDNIGHT to 11:45 PM";"MIDNIGHT to 11:45 PM";"MIDNIGHT to 11:45 PM"
"Licensed Type B Family Child Care Home";963073573;"JONES, LYNETTA";"2828 SHIRLEY AVE";"YOUNGSTOWN";"OH";44502;"CONTINUOUS LICENSE";;"MAHONING";"May 4, 2015";"Continuous";;"330-610-5174";"B";;;;;;;;;;;;;"+";;"06:00 AM to 11:30 PM";"06:00 AM to 11:30 PM";"06:00 AM to 11:30 PM";"06:00 AM to 11:30 PM";"06:00 AM to 11:30 PM";"06:00 AM to 08:00 PM";"06:00 AM to 08:00 PM"
"Licensed Type A Family Child Care Home";2180018528;"KAREN PAYNE";"692 FOREST RIDGE DRIVE";"BOARDMAN";"OH";44512;"CONTINUOUS LICENSE";;"MAHONING";"January 23, 2019";"Continuous";;"563-370-0322";"A";;"+";;"+";;"+";;"+";;;;;"+";;"MIDNIGHT to 07:00 AM";"MIDNIGHT to 07:00 AM";"MIDNIGHT to 07:00 AM";"MIDNIGHT to 07:00 AM";"MIDNIGHT to 07:00 AM";"CLOSED";"CLOSED"
"Licensed Type B Family Child Care Home";944360021;"KATES, SHAYLA";"924 BENNINGTON ST";"YOUNGSTOWN";"OH";44505;"CONTINUOUS LICENSE";;"MAHONING";"February 3, 2014";"Continuous";;"330-406-0966";"B";;"+";"+";"+";;"+";"+";"+";"+";;;;"+";;"MIDNIGHT to MIDNIGHT";"MIDNIGHT to MIDNIGHT";"MIDNIGHT to MIDNIGHT";"MIDNIGHT to MIDNIGHT";"MIDNIGHT to MIDNIGHT";"MIDNIGHT to MIDNIGHT";"MIDNIGHT to MIDNIGHT"
"Licensed Type B Family Child Care Home";2170014450;"KEISHA BROCK";"2944 NOEL DR.";"YOUNGSTOWN";"OH";44509;"CONTINUOUS LICENSE";;"MAHONING";"July 7, 2017";"Continuous";;"330-718-8921";"B";;"+";"+";"+";;"+";"+";"+";;"+";"+";"+";"+";;"07:30 PM to 07:00 AM";"07:30 PM to 07:00 AM";"07:30 PM to 07:00 AM";"07:30 PM to 07:00 AM";"07:30 PM to 07:00 AM";"MIDNIGHT to MIDNIGHT";"MIDNIGHT to MIDNIGHT"
"Licensed Type B Family Child Care Home";2190020589;"KETEVA JONES / LITTLE AL'S ANGELS";"630 PASADENA AVE";"YOUNGSTOWN";"OH";44502;"CONTINUOUS LICENSE";;"MAHONING";"February 21, 2020";"Continuous";;"234-303-7527";"B";;"+";;;;;"+";"+";;;;;"+";;"MIDNIGHT to MIDNIGHT";"MIDNIGHT to MIDNIGHT";"MIDNIGHT to MIDNIGHT";"MIDNIGHT to MIDNIGHT";"MIDNIGHT to MIDNIGHT";"CLOSED";"CLOSED"
"Licensed Child Care Center";106780;"KIDDIN' AROUND";"1300 BOARDMAN-CANFIELD RD";"BOARDMAN";"OH";44512;"CONTINUOUS LICENSE";"Kimberly Frisbie";"MAHONING";"January 25, 2008";"Continuous";;"330-758-8585";"C";;;;;;"+";"+";;;;;;"+";;"06:00 AM to 06:30 PM";"06:00 AM to 06:30 PM";"06:00 AM to 06:30 PM";"06:00 AM to 06:30 PM";"06:00 AM to 06:30 PM";"CLOSED";"CLOSED"
"Licensed Child Care Center";100093;"KIDSTOWN CHILDCARE AND PRESCHOOL";"55 STADIUM DRIVE";"BOARDMAN";"OH";44512;"CONTINUOUS LICENSE";"THERESHA ZINNICKER, Dana Bradway, Theresa Boano";"MAHONING";"September 12, 2011";"Continuous";4;"330-729-5437";"C";;"+";;"+";;"+";"+";;;;;;"+";;"06:30 AM to 06:00 PM";"06:30 AM to 06:00 PM";"06:30 AM to 06:00 PM";"06:30 AM to 06:00 PM";"06:30 AM to 06:00 PM";"CLOSED";"CLOSED"
