"FacilityID";"InspectionID";"Inspection Date";"Violation Summary";"Code Sub Section";"Violation Category";"Violation Status"
"QueensDC40498";"5b6b4d07945bce32151e5b92d8a2d402";" 11/12/21";"Teaching and supervisory staff trained in abuse/maltreatment identification and reporting. 2 hours of training received every 24 months. Training provided by OCFS approved trainer. New staff trained within 3 months of hire";"43.14(a)";"Minor violations (General Violations)";"OPEN"
"QueensDC14371";"5f0fb74ffc19282f7b5a3fd9044f0748";" 1/13/22";"Electrical/chemical/mechanical hazards observed at time of inspection.";"47.59(f)";"Violations requiring immediate correction (Public Health Hazards)";"OPEN"
"QueensDC14371";"5f0fb74ffc19282f7b5a3fd9044f0748";" 1/13/22";"Enrolled children 6 months to 59 months have Not received FDA approved annual influenza immunization by December 31 of the year";"47.25(a)(2)(B)";"Violations requiring correction within two weeks (Critical Violations)";"OPEN"
"QueensDC14371";"5f0fb74ffc19282f7b5a3fd9044f0748";" 1/13/22";"At time of inspection child care service facility observed Not maintained or in disrepair. Dry sweeping observed in areas occupied by children.";"47.49(a)";"Violations requiring correction within two weeks (Critical Violations)";"OPEN"
"QueensDC14371";"5f0fb74ffc19282f7b5a3fd9044f0748";" 1/13/22";"At time of inspection floors/walls ceilings were observed Not maintained; in disrepair or covered in a toxic finish.";"47.41(j)";"Minor violations (General Violations)";"OPEN"
"QueensDC38537";"09fc1b0da0cf00de8beea8140335534f";" 11/30/21";"Uncleared staff observed having unsupervised contact with children. Current SCR clearance is over 2 years old. Documents Not available at time of inspection";"47.19(c)(2)";"Violations requiring immediate correction (Public Health Hazards)";"CORRECTED"
"QueensDC38537";"09fc1b0da0cf00de8beea8140335534f";" 11/30/21";"Uncleared staff observed having unsupervised contact with children. Current SCR clearance is over 2 years old. Documents Not available at time of inspection";"47.19(c)(2)";"Violations requiring immediate correction (Public Health Hazards)";"OPEN"
"QueensDC38537";"09fc1b0da0cf00de8beea8140335534f";" 11/30/21";"At time of inspection it was determined that child care service failed to ensure staff received required training within time frames and/or failed to maintain training records.";"47.37(b)(1)";"Violations requiring correction within two weeks (Critical Violations)";"CORRECTED"
"QueensDC38537";"09fc1b0da0cf00de8beea8140335534f";" 11/30/21";"At time of inspection it was determined that child care service allows staff to perform their duties that are Not healthy or are incapable of carrying out their duties. Staff medical clearances are Not maintained by child care service.";"47.33(b)";"Minor violations (General Violations)";"CORRECTED"
"QueensDC38537";"09fc1b0da0cf00de8beea8140335534f";" 11/30/21";"Staff and volunteers obtain documentation showing immunization with 2 doses measles/mumps, 1 dose rubella, 2 doses varicella and 1 dose Tdap. Medical exemptions only. History of measles, mumps or rubella shall Not replace MMR vaccine except in presence of MMR varicella antibodies.";"47.33(c)(1)";"Minor violations (General Violations)";"CORRECTED"
"QueensDC38537";"09fc1b0da0cf00de8beea8140335534f";" 11/30/21";"Staff and volunteers obtain documentation showing immunization with 2 doses measles/mumps, 1 dose rubella, 2 doses varicella and 1 dose Tdap. Medical exemptions only. History of measles, mumps or rubella shall Not replace MMR vaccine except in presence of MMR varicella antibodies.";"47.33(c)(1)";"Minor violations (General Violations)";"OPEN"
"QueensDC2267";"17b12750236c8505740c12fe3152eea0";" 12/9/21";"Food Protection Certificate is available for inspection";"81.15(b)";"Minor violations (General Violations)";"OPEN"
"QueensDC2345";"3b342dee293294e6eab30b803303bb1a";" 12/9/21";"Staff and volunteers obtain documentation showing immunization with 2 doses measles/mumps, 1 dose rubella, 2 doses varicella and 1 dose Tdap. Medical exemptions only. History of measles, mumps or rubella shall Not replace MMR vaccine except in presence of MMR varicella antibodies.";"47.33(c)(1)";"Minor violations (General Violations)";"OPEN"
"QueensDC22642";"842007dcd99d48d3133d1dc756a07004";" 9/23/21";"At time of inspection it was determined that child care service failed to ensure staff received required training within time frames and/or failed to maintain training records.";"47.37(b)(1)";"Violations requiring correction within two weeks (Critical Violations)";"CORRECTED"
"QueensDC33175";"b8aa3fadaf28684a998bf0e86c4c64af";" 1/14/22";"Enrolled children 6 months to 59 months have Not received FDA approved annual influenza immunization by December 31 of the year";"47.25(a)(2)(B)";"Violations requiring correction within two weeks (Critical Violations)";"OPEN"
"QueensDC25758";"8f1ff1cee4317a56d21f7c88b709312b";" 9/15/21";"Fingerprint screening Not arranged for current and prospective personnel; Results Not satisfactory or CAP was Not approved";"47.19(c)(1)";"Violations requiring immediate correction (Public Health Hazards)";"OPEN"
"QueensDC25758";"8f1ff1cee4317a56d21f7c88b709312b";" 9/15/21";"Fire extinguishers observed Not to be inspected or maintained at time of inspection.";"47.59(b)";"Violations requiring correction within two weeks (Critical Violations)";"OPEN"
"QueensDC25758";"8f1ff1cee4317a56d21f7c88b709312b";" 9/15/21";"Required food protection procedures were Not implemented at time of inspection. Holder of food protection certificate was Not on site during hours of food preparation activity.";"47.61(a)";"Violations requiring correction within two weeks (Critical Violations)";"OPEN"
"QueensDC25758";"8f1ff1cee4317a56d21f7c88b709312b";" 9/15/21";"Child care service teaching staff acting as assistant teachers do Not meet age and educational requirements.";"47.13(f)";"Minor violations (General Violations)";"OPEN"
"QueensDC25758";"8f1ff1cee4317a56d21f7c88b709312b";" 9/15/21";"At time of inspection child care service unable to document that all children enrolled have had an age appropriate medical evaluation.";"47.25(a)(1)";"Minor violations (General Violations)";"CORRECTED"
"QueensDC25758";"8f1ff1cee4317a56d21f7c88b709312b";" 9/15/21";"At time of inspection it was determined that child care service allows staff to perform their duties that are Not healthy or are incapable of carrying out their duties. Staff medical clearances are Not maintained by child care service.";"47.33(b)";"Minor violations (General Violations)";"CORRECTED"
"QueensDC25758";"8f1ff1cee4317a56d21f7c88b709312b";" 9/15/21";"Staff and volunteers obtain documentation showing immunization with 2 doses measles/mumps, 1 dose rubella, 2 doses varicella and 1 dose Tdap. Medical exemptions only. History of measles, mumps or rubella shall Not replace MMR vaccine except in presence of MMR varicella antibodies.";"47.33(c)(1)";"Minor violations (General Violations)";"CORRECTED"
"QueensDC25636";"c8fa1367cca545619df6f8ae3dc37402";" 1/19/22";"Enrolled children 6 months to 59 months have Not received FDA approved annual influenza immunization by December 31 of the year";"47.25(a)(2)(B)";"Violations requiring correction within two weeks (Critical Violations)";"OPEN"
"QueensDC25636";"c8fa1367cca545619df6f8ae3dc37402";" 1/19/22";"At time of inspection child care service unable to document that all children enrolled have had an age appropriate medical evaluation.";"47.25(a)(1)";"Minor violations (General Violations)";"OPEN"
"QueensDC31907";"cd9d9037966e758f2edfd67045df0ca1";" 1/19/22";"At time of inspection floors/walls ceilings were observed Not maintained; in disrepair or covered in a toxic finish.";"47.41(j)";"Minor violations (General Violations)";"OPEN"
"QueensDC31905";"f36f683a0602b74dc931b96c9707aa71";" 1/19/22";"Staff immunization records kept confidential, on site and available for inspection upon whether paper or electronic upon request";"47.33(c)(2)";"Minor violations (General Violations)";"OPEN"
"QueensDC31905";"f36f683a0602b74dc931b96c9707aa71";" 1/19/22";"At time of inspection floors/walls ceilings were observed Not maintained; in disrepair or covered in a toxic finish.";"47.41(j)";"Minor violations (General Violations)";"OPEN"
"QueensDC2259";"341b2b3f9ca89d38615182fbc50670c6";" 6/7/21";"All teachers have Not received training in infectious disease control and reporting.";"47.37(b)(2)";"Violations requiring correction within two weeks (Critical Violations)";"CORRECTED"
"QueensDC2259";"341b2b3f9ca89d38615182fbc50670c6";" 6/7/21";"Staff and volunteers obtain documentation showing immunization with 2 doses measles/mumps, 1 dose rubella, 2 doses varicella and 1 dose Tdap. Medical exemptions only. History of measles, mumps or rubella shall Not replace MMR vaccine except in presence of MMR varicella antibodies.";"47.33(c)(1)";"Minor violations (General Violations)";"CORRECTED"
"QueensDC18698";"1898dee28f839da9dd122a5725776be9";" 12/1/21";"Each staff member has documentation showing they received 2 doses measles/mumps vaccine, 1 dose rubella vaccine, 2 doses varicella vaccine and 1 dose Tdap";"43.11(c)(1)";"Minor violations (General Violations)";"OPEN"
"QueensDC18698";"1898dee28f839da9dd122a5725776be9";" 12/1/21";"School operator conducts pre-employment credential and qualification review";"43.13(b)";"Minor violations (General Violations)";"OPEN"
"QueensDC33272";"9069f9fc9461350b5c478ef25798f726";" 11/10/21";"School operator arranges for fingerprinting";"43.13(c)(1)";"Violations requiring immediate correction (Public Health Hazards)";"OPEN"
"QueensDC33272";"9069f9fc9461350b5c478ef25798f726";" 11/10/21";"Premises free of electrical, chemical, mechanical and other hazards.";"43.22(e)";"Violations requiring immediate correction (Public Health Hazards)";"OPEN"
"QueensDC33272";"9069f9fc9461350b5c478ef25798f726";" 11/10/21";"School-based child care program failed to submit Notice of Filing.";43.05;"Violations requiring correction within two weeks (Critical Violations)";"OPEN"
"QueensDC33272";"9069f9fc9461350b5c478ef25798f726";" 11/10/21";"Adequately stocked first aid kit Not provided or maintained at the time of inspection.";"43.21(c)";"Violations requiring correction within two weeks (Critical Violations)";"OPEN"
"QueensDC33272";"9069f9fc9461350b5c478ef25798f726";" 11/10/21";"Fire drills conducted monthly and logged. Drill log on site and available for inspection upon request of DOHMH and FDNY";"43.22(c)";"Violations requiring correction within two weeks (Critical Violations)";"OPEN"
"QueensDC33272";"9069f9fc9461350b5c478ef25798f726";" 11/10/21";"Smoke and carbon monoxide detectors with audible alarm are provided in accordance with applicable law or as required by DOHMH or FDNY";"43.22(f)";"Violations requiring correction within two weeks (Critical Violations)";"OPEN"
"QueensDC33272";"9069f9fc9461350b5c478ef25798f726";" 11/10/21";"Walls and ceiling in commercial building Not properly constructed; Not maintained in good repair; unclean";"131.09(f)";"Minor violations (General Violations)";"OPEN"
"QueensDC33272";"9069f9fc9461350b5c478ef25798f726";" 11/10/21";"Commercial building regularly cleaned; kept clean and in good repair; kept free of overcrowding.";"131.09(g)";"Minor violations (General Violations)";"OPEN"
"QueensDC33272";"9069f9fc9461350b5c478ef25798f726";" 11/10/21";"Written Safety plan describes organization chart staff job descriptions and supervisor responsibility";"43.07(b)(1)";"Minor violations (General Violations)";"OPEN"
"QueensDC33272";"9069f9fc9461350b5c478ef25798f726";" 11/10/21";"School-based child care staff observed caring for children while unhealthy. Staff medical certificate of fitness Not provided.";"43.11(b)";"Minor violations (General Violations)";"OPEN"
"QueensDC33272";"9069f9fc9461350b5c478ef25798f726";" 11/10/21";"Each staff member has documentation showing they received 2 doses measles/mumps vaccine, 1 dose rubella vaccine, 2 doses varicella vaccine and 1 dose Tdap";"43.11(c)(1)";"Minor violations (General Violations)";"OPEN"
"QueensDC33272";"9069f9fc9461350b5c478ef25798f726";" 11/10/21";"School operator conducts pre-employment credential and qualification review";"43.13(b)";"Minor violations (General Violations)";"OPEN"
"QueensDC33272";"9069f9fc9461350b5c478ef25798f726";" 11/10/21";"Teaching and supervisory staff trained in abuse/maltreatment identification and reporting. 2 hours of training received every 24 months. Training provided by OCFS approved trainer. New staff trained within 3 months of hire";"43.14(a)";"Minor violations (General Violations)";"OPEN"
"QueensDC1334";"c1a4eab0da37d4e9935b170ddd159edf";" 10/19/21";"Fingerprint screening Not arranged for current and prospective personnel; Results Not satisfactory or CAP was Not approved";"47.19(c)(1)";"Violations requiring immediate correction (Public Health Hazards)";"CORRECTED"
"QueensDC1334";"c1a4eab0da37d4e9935b170ddd159edf";" 10/19/21";"Uncleared staff observed having unsupervised contact with children. Current SCR clearance is over 2 years old. Documents Not available at time of inspection";"47.19(c)(2)";"Violations requiring immediate correction (Public Health Hazards)";"CORRECTED"
