"Facility Name";"Site Address";"Zip";"City";"County";"State";"Phone";"Facility Type";"License Type";"Expiration Date";"Administrator";"Business Hours";"Business Days";"Capacity";"Ages";"Inspector";"Provider ID";"Subsidy";"Address 2";"Quality Level";"Qualification";"License/Facility ID#";"Registration Duration"
"PCCA Head Start - Shiloh";"13602 Martinsville Highway";24069;"Cascade";"Pittsylvania";"VA";"(434) 685-3381";"Child Day Center";"Two Year";"Jan. 11, 2022";"Angela Barnes";"9:00 am - 3:00 pm";"Monday - Friday";20;"2 years 11 months - 5 years 11 months";"Rebecca Forestier: (540) 309-2835";15109;"No";;4;;787707;
"PCCA Head Start-Bethel Baptist Church";"6620 Old Richmond Road";24540;"Danville";"Pittsylvania";"VA";"(434) 432-8911";"Child Day Center";"Two Year";"Oct. 7, 2022";"Angela Barnes";"9:00am - 3:00pm";"Monday - Friday";20;"3 years - 5 years 11 months";"Rebecca Forestier: (540) 309-2835";14537;"No";;5;;759533;
"Rita Saunders";"117 Highland Road";24557;"Gretna";"Pittsylvania";"VA";"(434) 656-3201";"Family Day Home";"Two Year";"Jan. 14, 2022";;"6:00am - 6:00 pm";"Monday - Friday";12;"Birth - 12 years 11 months";"Victoria E Dawson: (540) 309-2674";20656;"No";;;;992391;
"Faith Christian Academy";"361 Main Street";24563;"Hurt";"Pittsylvania";"VA";"(434) 324-8276";"Religious Exempt Child Day Center";"Exempt";"Sept. 30, 2025";"Ms. Lisa A. Moore";"7:30 am - 5:30 pm";"Monday - Friday";50;"3 years - 12 years 11 months";"Karen Fanin: (540) 204-9631";17105;"No";;;;875014;
"Greater United Apostolic Church";"5656 US Highway 29";24527;"Blairs";"Pittsylvania";"VA";"(434) 229-7921";"Religious Exempt Child Day Center";"Exempt";"Aug. 20, 2021";"Illyana Beard";"7:30 am - 5:30 pm";"Monday - Friday";60;"3 years - 12 years 11 months";"Monique D Anderson: (540) 309-2397";46630;"No";;;;1106023;
"Hurt Pentecostal Holiness Church";"1212 Grit Road";24563;"Hurt";"Pittsylvania";"VA";"(434) 324-4295";"Religious Exempt Child Day Center";"Exempt";"May 29, 2021";"Judy Bruce";"6:30 AM - 6:00 PM";"Monday - Friday";40;"1 year 3 months - 6 years 11 months";"Karen Fanin: (540) 204-9631";40471;"No";;;;1105706;
"Imagination Land Child Day Care";"478 B. Wythe Creek Road";23662;"Poquoson";"Poquoson";"VA";"(757) 868-3902";"Child Day Center";"Two Year";"Nov. 21, 2021";"Ms Robin Forrest";"6am - 6pm";"Monday - Friday";72;"1 month - 12 years 11 months";"Michele Patchett: (757) 439-6816";45242;"Yes";;;;1108571;
"Playtime Child Care & Learning Center, LLC";"502 Wythe Creek Road";23662;"Poquoson";"Poquoson";"VA";"(757) 868-6908";"Child Day Center";"Two Year";"Oct. 16, 2022";"Mrs. Betty Nesbitt";"6:00am - 6:00pm";"Monday - Friday";165;"1 month - 12 years 11 months";"Michele Patchett: (757) 439-6816";9060;"No";;;;225018;
"Victory Family YMCA -Poquoson Primary School";"19 Odd Road";23662;"Poquoson";"Poquoson";"VA";"(757) 659-0826";"Child Day Center";"Two Year";"Dec. 5, 2020";"Ms. Nick Johansen";"5:30 am - 6:00 pm";"Monday - Friday";100;"4 years 9 months - 12 years 11 months";"Christine Mahan: (757) 404-0568";35022;"No";;;;1106260;
"Victory Family YMCA at Poquoson Middle School";"985 Poquoson Avenue";23662;"Poquoson";"Poquoson";"VA";"(757) 327-0685";"Child Day Center";"Two Year";"March 7, 2022";"Ms. Clare Lorio";"6:30 AM - 6:00 PM";"Monday - Friday";200;"4 years 9 months - 12 years 11 months";"Christine Mahan: (757) 404-0568";31709;"No";;;;1105681;
"Trinity United Methodist Church";"1294 Poquoson Avenue";23662;"Poquoson";"Poquoson";"VA";"(757) 868-6174 (16)";"Religious Exempt Child Day Center";"Exempt";"Oct. 6, 2021";"Ms. Brenda J. Chapman";"9:15 a.m. - 12:45p.m.";"Monday - Friday";102;"2 years 6 months - 5 years 11 months";"Shelika M Bowman: (757) 755-5389";30345;"No";;;;1104925;
"AlphaBEST @ Brighton Elementary";"1100 Portsmouth Boulevard";23704;"Portsmouth";"Portsmouth";"VA";"(757) 807-0850";"Child Day Center";"Two Year";"March 2, 2022";"Ilka Mccoy";"6:00 AM - 6:00 PM";"Monday - Friday";75;"4 years - 12 years";"Jackie Ware: (757) 404-3063";45488;"Yes";;;;1108646;
"AlphaBEST @ Churchland Academy Elementary";"4061 River Shore Road";23703;"Portsmouth";"Portsmouth";"VA";"(757) 807-0202";"Child Day Center";"Two Year";"March 2, 2022";"Ilka Mccoy";"6:00 AM - 6:00 PM";"Monday - Friday";75;"3 years - 12 years 11 months";"Jackie Ware: (757) 404-3063";45485;"Yes";;;;1108643;
"AlphaBEST @ Churchland Elementary";"5601 Michael Lane";23703;"Portsmouth";"Portsmouth";"VA";"(757) 807-0624";"Child Day Center";"Two Year";"March 2, 2022";"Ilka Mccoy";"6:00 AM - 6:00 PM";"Monday - Friday";75;"4 years - 12 years";"Jackie Ware: (757) 404-3063";45484;"Yes";;;;1108642;
"AlphaBEST @ Churchland Primary Elementary";"5700 Hedgerow Lane";23703;"Portsmouth";"Portsmouth";"VA";"(757) 807-0196";"Child Day Center";"Two Year";"March 2, 2022";"James Highsmith";"6:00 AM - 6:00 PM";"Monday - Friday";75;"4 years - 12 years";"Jackie Ware: (757) 404-3063";45481;"Yes";;;;1108639;
"AlphaBEST @ Douglass Park Elementary";"34 Grand Street";23701;"Portsmouth";"Portsmouth";"VA";"(757) 807-1142";"Child Day Center";"Two Year";"March 2, 2022";"Ray Menefee";"6:00 am - 6:00 pm";"Monday - Friday";75;"4 years - 12 years 11 months";"Chris Robinson: (757) 404-2322";45483;"Yes";;;;1108641;
"AlphaBEST @ Hodges Manor Elementary";"1201 Cherokee Road";23701;"Portsmouth";"Portsmouth";"VA";"(757) 807-0312";"Child Day Center";"Two Year";"March 2, 2022";"Ebonie King";"6:00 AM - 6:00 PM";"Monday - Friday";75;"4 years - 12 years";"Jackie Ware: (757) 404-3063";45482;"Yes";;;;1108640;
"AlphaBEST @ John Tyler Elementary";"3649 Hartford Street";23707;"Portsmouth";"Portsmouth";"VA";"(757) 807-0762";"Child Day Center";"Two Year";"March 2, 2022";"Ilka Mccoy";"6:00 am - 6:00 pm";"Monday - Friday";75;"4 years - 12 years 11 months";"Chris Robinson: (757) 404-2322";45478;"Yes";;;;1108636;
"AlphaBEST @ Lakeview Elementary";"1300 Horne Avenue";23701;"Portsmouth";"Portsmouth";"VA";"(757) 807-0594";"Child Day Center";"Two Year";"March 2, 2022";"Nicoleray Menefee";"6:00 a.m. - 6:00 p.m.";"Monday - Friday";75;"4 years - 12 years 11 months";"Chris Robinson: (757) 404-2322";45487;"Yes";;;;1108645;
"AlphaBEST @ Mt. Hermon Preschool Center";"3000 North Street";23707;"Portsmouth";"Portsmouth";"VA";"(757) 807-0200";"Child Day Center";"Two Year";"March 2, 2022";"Ms. James Highsmith";"6:00 AM - 6:00 PM";"Monday - Friday";75;"3 years 11 months - 5 years 11 months";"Jackie Ware: (757) 404-3063";45601;"Yes";;;;1108670;
"AlphaBEST @ Olive Branch Preschool Center";"415 Mimosa Road";23701;"Portsmouth";"Portsmouth";"VA";"(757) 807-1095";"Child Day Center";"Two Year";"March 2, 2022";"Ms. Ilka Mccoy";"6:00 AM - 6:00 PM";"Monday - Friday";75;"4 years - 12 years";"Jackie Ware: (757) 404-3063";45600;"Yes";;;;1108669;
"AlphaBEST @ Park View Elementary";"260 Elm Avenue";23704;"Portsmouth";"Portsmouth";"VA";"(757) 807-0667";"Child Day Center";"Two Year";"March 2, 2022";"Ilka Mccoy";"6:00 AM - 6:00 PM";"Monday - Friday";75;"4 years 11 months - 12 years";"Jackie Ware: (757) 404-3063";45486;"Yes";;;;1108644;
"AlphaBEST @ Simonsdale Elementary";"4841 Clifford Street";23701;"Portsmouth";"Portsmouth";"VA";"(757) 807-0869";"Child Day Center";"Two Year";"March 2, 2022";"James Highsmith";"6:00 AM - 6:00 PM";"Monday - Friday";75;"4 years - 12 years";"Jackie Ware: (757) 404-3063";45480;"Yes";;;;1108638;
"AlphaBEST @ Victory Elementary";"2828 Greenwood Drive";23701;"Portsmouth";"Portsmouth";"VA";;"Child Day Center";"Two Year";"March 2, 2022";"Ray Menefee";"6:00 am - 6:00 pm";"Monday - Friday";75;"5 years - 12 years 11 months";"Chris Robinson: (757) 404-2322";45490;"Yes";;;;1108648;
"AlphaBEST @ Westhaven Elementary";"3701 Clifford Street";23707;"Portsmouth";"Portsmouth";"VA";"(757) 807-0612";"Child Day Center";"Two Year";"March 2, 2022";"Ilka Mccoy";"6:00 AM - 6:00 PM";"Monday - Friday";75;"4 years - 12 years";"Jackie Ware: (757) 404-3063";45491;"Yes";;;;1108649;
"AlphaBest@James hurst Elementary";"18 Dahlgreen Avenue";23702;"Portsmouth";"Portsmouth";"VA";"(757) 807-0279";"Child Day Center";"Two Year";"March 2, 2022";"Ray Menefe";"6:00 am - 6:00 pm";"Monday - Friday";75;"4 years - 12 years 11 months";"Chris Robinson: (757) 404-2322";45479;"Yes";;;;1108637;
"Angela Hines";"354 Starboard St";23702;"Portsmouth";"Portsmouth";"VA";"(757) 537-6749";"Family Day Home";"One Year";"Oct. 17, 2021";;"6:00am - 6:00pm";"Monday - Friday";12;"1 month - 12 years 11 months";"Rene Old: (757) 404-1784";41771;"Yes";;;;1109045;
"Babysteps Child Development Center Too";"6219 Portsmouth Boulevard";23701;"Portsmouth";"Portsmouth";"VA";"(757) 966-2572";"Child Day Center";"Two Year";"March 19, 2022";"Ms. Kamla Mcintyre";"6:30a.m. - 6:30p.m.";"Monday - Friday";94;"1 month - 12 years";"Kimberly Sampson: (757) 354-7307";42545;"Yes";;;;1108149;
"Cavalier Annex Head Start Center";"404 Viking Street";23701;"Portsmouth";"Portsmouth";"VA";"(757) 246-9170";"Child Day Center";"Two Year";"May 11, 2022";"Mrs. Shikee Franklin";"9:30 am - 3:30 pm";"Monday - Friday";38;"2 years 11 months - 5 years 11 months";"Adrianna Walden: (757) 404-2487";40070;"No";;3;;1107452;
"Cavalier Manor Center";"1218 Cavalier Boulevard";23701;"Portsmouth";"Portsmouth";"VA";"(757) 246-9170";"Child Day Center";"Two Year";"May 8, 2021";"Shikee Franklin";"8:30 a.m. - 2:30 p.m.";"Monday - Friday";99;"2 years 11 months - 5 years 11 months";"Rene Old: (757) 404-1784";39349;"No";;3;;1107245;
"Children's Harbor - Olde Towne";"620 London Street";23704;"Portsmouth";"Portsmouth";"VA";"(757) 397-2980";"Child Day Center";"Two Year";"May 23, 2022";"Ms. Alecia Petty";"6:00 am - 6:00 pm";"Monday - Friday";120;"1 month - 12 years 11 months";"Kimberly Sampson: (757) 354-7307";14605;"Yes";;3;;763786;
"Christopher Academy";"3300 Cedar Lane";23703;"Portsmouth";"Portsmouth";"VA";"(757) 484-6776";"Child Day Center";"Two Year";"Feb. 2, 2021";"Ms. Miriam Terry";"6:00am - 6:00pm";"Monday - Friday";100;"3 years - 12 years 11 months";"Heather Harrell: (757) 334-4329";22542;"No";;;;1043441;
"Churchland KinderCare #1348";"6025 Churchland Boulevard";23703;"Portsmouth";"Portsmouth";"VA";"(757) 484-9377";"Child Day Center";"Two Year";"Feb. 21, 2022";"Ms. Minerva Lubin";"6:00am - 6:30 pm";"Monday - Friday";140;"1 month - 12 years 11 months";"Heather Harrell: (757) 334-4329";8383;"Yes";;3;;17710;
"Creative Learners Academy";"3200 & 3204 Victory Boulevard";23702;"Portsmouth";"Portsmouth";"VA";;"Child Day Center";"Conditional";"Feb. 17, 2021";"Ms. Theresa Roseborough";"5:30am - 7:00pm";"Monday - Friday";72;"1 month - 12 years";"Adrianna Walden: (757) 404-2487";46105;"Yes";;;;1108775;
"Criss Cross Childcare, LLC";"6220 A Portsmouth Boulevard";23701;"Portsmouth";"Portsmouth";"VA";"(757) 214-1956";"Child Day Center";"Two Year";"March 29, 2022";"Ms. Tracy Cross";"6:00am - 6:00pm";"Monday - Friday";76;"1 year 4 months - 12 years 11 months";"Adrianna Walden: (757) 404-2487";45697;"Yes";;;;1108692;
"Denise Godfrey";"2214 Queen Street";23704;"Portsmouth";"Portsmouth";"VA";"(757) 399-5052";"Family Day Home";"Two Year";"Oct. 18, 2021";;"7:00 a.m. - 11:00 p.m.";"Monday - Friday";12;"Birth - 12 years 11 months";"Adrianna Walden: (757) 404-2487";18996;"Yes";;;;943421;
"Effingham Street Family YMCA";"1013 Effingham Street";23704;"Portsmouth";"Portsmouth";"VA";"(757) 399-5511";"Child Day Center";"Two Year";"Feb. 13, 2021";"Ms. Megan Kadesch";"6:30 a.m. - 6:00 p.m.";"Monday - Friday";154;"4 years - 12 years 11 months";"Chris Robinson: (757) 404-2322";15843;"Yes";;;;833401;
"Gentle Touch Learning Center LLC";"3621 Turnpike Road";23707;"Portsmouth";"Portsmouth";"VA";"(757) 399-5437";"Child Day Center";"Two Year";"Aug. 12, 2022";"Tawana Frater";"6:00 a.m. - 6:00 p.m.";"Monday - Friday";30;"16 months - 12 years";"Emily Walsh: (757) 404-2575";41130;"Yes";;;;1107732;
"Gifted Minds Academy, Inc.";"3500 King Street";23707;"Portsmouth";"Portsmouth";"VA";"(757) 399-1920";"Child Day Center";"Two Year";"Sept. 18, 2021";"Ms. Shirley P Cherry";"7:00 AM - 9:00 PM";"Monday - Friday";32;"1 month - 12 years 11 months";"Emily Walsh: (757) 404-2575";36721;"Yes";;2;;1106625;
"HRCAP J E Parker Head Start";"2430 Turnpike Road";23704;"Portsmouth";"Portsmouth";"VA";"(757) 337-8486";"Child Day Center";"Two Year";"May 11, 2022";"Mrs. Edith White";"8:30 am - 2:30 pm";"Monday - Friday";16;"2 years 11 months - 5 years 11 months";"Adrianna Walden: (757) 404-2487";40071;"No";;3;;1107453;
"HRCAP Portsmouth Head Start";"3303 Airline Boulevard";23701;"Portsmouth";"Portsmouth";"VA";"(757) 673-0548";"Child Day Center";"Two Year";"Feb. 3, 2022";"Nancy Null";"8:30 a.m. - 2:30 p.m.";"Monday - Friday";114;"2 years 11 months - 5 years 11 months";"Trisha Brown: (757) 404-2601";39509;"No";" Suite 1-A";;;1107293;
"Horizons Hampton Roads @ Portsmouth Regional School";"2301 Oregon Avenue";23701;"Portsmouth";"Portsmouth";"VA";"(757) 412-0249";"Short Term Child Day Center";"Two Year";"June 27, 2022";"Ms. Elaine Lyons";"8 a - p p";"Monday - Friday";135;"5 years - 12 years 11 months";"Emily Walsh: (757) 404-2575";37255;"No";;;;1097957;
"Ida Barbour Early Learning Center";"1400 Camden Avenue";23704;"Portsmouth";"Portsmouth";"VA";"(757) 397-3097";"Child Day Center";"Two Year";"Nov. 1, 2021";"Ms. Diane Barrington";"6:00 a.m. - 6:00 p.m.";"Monday - Friday";60;"1 month - 7 years 11 months";"Adrianna Walden: (757) 404-2487";8392;"Yes";;;;18139;
"JFK Head Start";"12 Grand Street";23704;"Portsmouth";"Portsmouth";"VA";"(757) 606-2494";"Child Day Center";"Two Year";"Oct. 19, 2021";"Shikee Franklin";"7:30 a - 4:30 p";"Monday - Friday";40;"2 years 11 months - 5 years 11 months";"Kimberly Sampson: (757) 354-7307";41007;"No";;;;1107701;
"Jump'n Jellybeans Daycare & Learning Center";"805 Rodman Avenue";23707;"Portsmouth";"Portsmouth";"VA";"(757) 393-5867";"Child Day Center";"Two Year";"Oct. 13, 2021";"Ms. Aneika N Parson";"6:00AM - 12:00AM";"Monday - Sunday";51;"1 month - 12 years";"Kimberly Sampson: (757) 354-7307";43005;"Yes";;;;1108192;
"JumpStart Creative C.D.C.";"3737 High Street";23707;"Portsmouth";"Portsmouth";"VA";"(757) 393-5902";"Child Day Center";"Two Year";"Jan. 5, 2022";"Ms. Richelle Scott";"5:30am - 11:30pm";"Monday - Friday";95;"1 month - 12 years 11 months";"Chris Robinson: (757) 404-2322";41131;"Yes";;;;1107733;
"KinderCare Learning Center at Churchland";"5700 Trucker Street";23703;"Portsmouth";"Portsmouth";"VA";"(757) 484-1965";"Child Day Center";"Two Year";"Jan. 19, 2021";"Ms. Joverna Chambers";"6:00 a.m. - 6:30 p.m.";"Monday - Friday";102;"1 month - 12 years 11 months";"Heather Harrell: (757) 334-4329";8933;"Yes";;3;;176382;
"La Petite Academy #7139";"3903 Cedar Lane";23703;"Portsmouth";"Portsmouth";"VA";"(757) 483-4325";"Child Day Center";"Two Year";"Jan. 12, 2021";"Ms. Joyce Colontuono";"6:00am - 6:00pm";"Monday - Friday";115;"1 month - 12 years 11 months";"Trisha Brown: (757) 404-2601";10772;"No";;;;507421;
"LaShama Patterson";"3808 Stateflower Court";23703;"Portsmouth";"Portsmouth";"VA";"(757) 686-0644";"Family Day Home";"Two Year";"June 15, 2021";;"6:00 a.m. - 6:00 p.m.";"Monday - Friday";10;"1 month - 12 years";"Emily Walsh: (757) 404-2575";30595;"Yes";;;;1105859;
"Montessori Preparatory School";"4811 High St.";23703;"Portsmouth";"Portsmouth";"VA";"(757) 484-7229";"Child Day Center";"Two Year";"Feb. 23, 2021";"Mrs. Marilyn Jennings";"9:00am - 1:00pm";"Monday - Friday";40;"2 years - 5 years 6 months";"Trisha Brown: (757) 404-2601";20415;"No";;;;984046;
"Mrs. Dana Harris";"4005 Ebbtide Lane";23703;"Portsmouth";"Portsmouth";"VA";"(757) 484-8159";"Family Day Home";"Three Year";"Dec. 6, 2022";;"6:30 a.m. - 5:30 p.m.";"Monday - Friday";12;"1 month - 12 years 11 months";"Rene Old: (757) 404-1784";30559;"No";;;;1105839;
"Mrs. Darlene Hill";"1808 Roanoke Avenue";23704;"Portsmouth";"Portsmouth";"VA";"(757) 399-1297";"Family Day Home";"Two Year";"June 8, 2022";;"6:00 a.m. - 5:00 p.m.";"Monday - Friday";5;"Birth - 5 years 11 months";"Trisha Brown: (757) 404-2601";30495;"No";;;;1105803;
"Mrs. Florence Blount-Davis";"3812 Sugar Creek Circle";23703;"Portsmouth";"Portsmouth";"VA";"(757) 967-8086";"Family Day Home";"Conditional";"March 27, 2021";;"6:00am - 6:00pm";"Monday - Friday";12;"2 years - 6 years 11 months";"Heather Harrell: (757) 334-4329";46524;"No";;;;1110079;
"Mrs. Kathy Riffe";"7 Brent Crescent";23703;"Portsmouth";"Portsmouth";"VA";"(757) 484-9624";"Family Day Home";"Two Year";"Sept. 4, 2021";;"6:30 a.m. - 5:30 p.m.";"Monday - Friday";12;"1 month - 12 years 11 months";"Trisha Brown: (757) 404-2601";20861;"No";;;;998390;
"Mrs. LaToya Wade";"1122 Lakeview Drive";23701;"Portsmouth";"Portsmouth";"VA";"(757) 618-3780";"Family Day Home";"Two Year";"Jan. 21, 2022";;"7:00 am - 5:00pm";"Monday - Friday";12;"1 month - 12 years";"Trisha Brown: (757) 404-2601";44647;"Yes";;;;1109672;
"Mrs. Ofelia Godwin";"5927 Eagle Point";23703;"Portsmouth";"Portsmouth";"VA";"(757) 638-3378";"Family Day Home";"Two Year";"Oct. 18, 2022";;"7:00 a.m. - 5:00 p.m.";"Monday - Friday";12;"1 month - 12 years 11 months";"Chris Robinson: (757) 404-2322";37921;"No";;;;1108283;
"Mrs. Patricia Hardy";"20 Appomattox Avenue";23702;"Portsmouth";"Portsmouth";"VA";"(757) 537-3494";"Family Day Home";"Two Year";"June 15, 2022";;"6:00am - 5:00pm";"Monday - Friday";12;"6 months - 8 years 11 months";"Kimberly Sampson: (757) 354-7307";30663;"Yes";;;;1105891;
"Mrs. Sheran Oliver";"4828 Hatton Point Road";23703;"Portsmouth";"Portsmouth";"VA";"(757) 729-0501";"Family Day Home";"Two Year";"Dec. 17, 2021";;"6:30 am - 5:30 p.m.";"Monday - Friday";11;"1 month - 5 years 11 months";"Adrianna Walden: (757) 404-2487";19278;"No";;;;949852;
"Mrs. Terry Landy";"624 Broad Street";23707;"Portsmouth";"Portsmouth";"VA";"(757) 393-2868";"Family Day Home";"Two Year";"May 14, 2021";;"6:00 a.m. - 6:00 p.m.";"Monday - Friday";12;"1 month - 12 years 11 months";"Emily Walsh: (757) 404-2575";18897;"Yes";;1;;940545;
"Mrs. Tonya Spralling";"703 Hancock Avenue";23701;"Portsmouth";"Portsmouth";"VA";"(757) 558-9034";"Family Day Home";"One Year";"June 20, 2021";;"6:30 am - 5:30 pm";"Monday to Friday";12;"1 month - 12 years";"Rene Old: (757) 404-1784";30510;"Yes";;;;1105812;
"Ms. Clara Robinson";"8 Tidal Court";23703;"Portsmouth";"Portsmouth";"VA";"(850) 341-1672";"Family Day Home";"One Year";"March 3, 2021";;"6 AM - 9 PM";"Sunday - Saturday";12;"1 year - 12 years";"Emily Walsh: (757) 404-2575";44555;"Yes";;1;;1109649;
"Ms. Eboni Cuffee";"2711 Barclay Avenue";23702;"Portsmouth";"Portsmouth";"VA";"(757) 305-3274";"Family Day Home";"Conditional";"April 25, 2021";;"6am - 6pm";"Monday - Friday";12;"16 months - 6 years 11 months";"Adrianna Walden: (757) 404-2487";46603;"No";;;;1110085;
"Ms. Janet Ward";"1118 Baskerville Lane";23701;"Portsmouth";"Portsmouth";"VA";"(757) 800-3518";"Family Day Home";"One Year";"June 15, 2021";;"5:00 am - 7:00 pm";"Monday - Friday";10;"1 month - 12 years";"Kimberly Sampson: (757) 354-7307";45908;"Yes";;;;1109963;
"Ms. Jenita Harris";"2207 Des Moines Avenue";23704;"Portsmouth";"Portsmouth";"VA";"(757) 339-1991";"Family Day Home";"One Year";"Oct. 12, 2021";;"6:00 am - 6:00 pm";"Monday - Friday";12;"1 year - 12 years";"Rene Old: (757) 404-1784";46066;"No";;;;1109984;
"Ms. Letitia Paige";"2216 Parker Avenue";23704;"Portsmouth";"Portsmouth";"VA";"(757) 337-2229";"Family Day Home";"One Year";"May 12, 2021";;"12:00am - 11:59pm";"Monday - Saturday";12;"4 months - 12 years 11 months";"Kimberly Sampson: (757) 354-7307";35578;"Yes";;;;1107574;
"Ms. Lisa Brooks";"717 Graystone Way";23704;"Portsmouth";"Portsmouth";"VA";"(757) 399-2292";"Family Day Home";"One Year";"April 23, 2021";;"6:00am - 11:00pm";7;5;"3 months - 11 years";"Emily Walsh: (757) 404-2575";44808;"Yes";;;;1109709;
"Ms. Mary Almy";"1315 Coltrane Dr";23701;"Portsmouth";"Portsmouth";"VA";"(757) 541-3144";"Family Day Home";"One Year";"Nov. 29, 2020";;"6:30am - 7:00pm";"Monday - Friday";12;"1 month - 12 years 11 months";"Chris Robinson: (757) 404-2322";43718;"Yes";;;;1109413;
"Ms. Patricia Bly";"37 Frailey Place";23702;"Portsmouth";"Portsmouth";"VA";"(757) 409-2952";"Family Day Home";"Conditional";"May 1, 2021";;"6:30AM - 5:45PM";"Monday - Friday";5;"6 months - 12 years 11 months";"Chris Robinson: (757) 404-2322";46356;"No";;;;1110050;
"Ms. Regina Moore";"3700 Pinebark Road";23703;"Portsmouth";"Portsmouth";"VA";"(757) 483-9689";"Family Day Home";"Two Year";"March 27, 2022";;"6:30am - 5:30p";"Monday - Friday";12;"1 month - 12 years 11 months";"Trisha Brown: (757) 404-2601";44878;"No";;;;1109736;
"Ms. Rhonda Bost";"14 Shoal Court";23703;"Portsmouth";"Portsmouth";"VA";"(757) 515-8690";"Family Day Home";"Two Year";"Jan. 16, 2022";;"7:00am - 5:00pm";"Monday - Friday";12;"2 months - 12 years 11 months";"Heather Harrell: (757) 334-4329";43861;"No";;;;1109461;
"Ms. Sonitha Harris";"5812 Arden Street";23703;"Portsmouth";"Portsmouth";"VA";"(757) 638-3092";"Family Day Home";"Two Year";"Jan. 17, 2022";;"7:00 a.m - 5:00 p.m.";"Monday - Friday";12;"1 month - 8 years 11 months";"Chris Robinson: (757) 404-2322";42027;"Yes";;;;1109163;
