"Facility Name";"Site Address";"Zip";"City";"County";"State";"Phone";"Facility Type";"License Type";"Expiration Date";"Administrator";"Business Hours";"Business Days";"Capacity";"Ages";"Inspector";"Provider ID";"Subsidy";"Address 2";"Quality Level";"Qualification";"License/Facility ID#";"Registration Duration"
"Lake Ridge Creative Preschool and Summer Camp";"12400 Oakwood Drive";22192;"Woodbridge";"Prince William";"VA";"(703) 491-1593";"Child Day Center";"Two Year";"Jan. 30, 2025";"Deanna York";"8:30am - 5:00pm";"Monday - Friday";62;"3 years - 12 years 11 months";"Beth Velke: (804) 629-8302";15725;"No";;;;827826;
"Lakeridge KinderCare Center #000417";"12781 Harbor Drive";22192;"Woodbridge";"Prince William";"VA";"(703) 491-1100";"Child Day Center";"Two Year";"Aug. 22, 2024";"Patricia Mena";"6:00 a.m. - 6:30 p.m.";"Monday - Friday";136;"1 month - 12 years 11 months";"Shawanda Henderson: (540) 216-1434";8788;"Yes";;;;113259;
"Laura's Daycare Center";"3746 Hedgeman Street";22026;"Dumfries";"Prince William";"VA";"(703) 221-6705";"Child Day Center";"Two Year";"July 8, 2024";"Urica Edmond";"6:30 am - 6:00 pm";"Monday - Friday";17;"2 years - 6 years 11 months";"Cathy Aylor: (540) 222-6352";45828;"Yes";;;;1108709;
"Learning Paths Academy At Dominion Valley #35";"5255 Merchants View Square";"20169-5440";"Haymarket";"Prince William";"VA";"(703) 753-7480";"Child Day Center";"Two Year";"Feb. 4, 2025";"Ms. Tina Raymond";"6:30 a.m. - 6:30 p.m.";"Monday - Friday";200;"Birth - 12 years 11 months";"Morgan Bryson: (540) 270-0057";36849;"Yes";;;;1106649;
"Learning Paths Academy at Ashland (#29)";"5555 Assateague Place";"20112-5434";"Manassas";"Prince William";"VA";"(703) 680-2100";"Child Day Center";"Two Year";"July 27, 2024";"Ms. Leslie Davies";"6:00 a.m. - 6:00 p.m.";"Monday - Friday";203;"1 month - 12 years 11 months";"Laura Brindle: (540) 905-2062";34550;"Yes";;;;1106192;
"Life Time Kids Camp";"7801 Limestone Drive";20155;"Gainesville";"Prince William";"VA";"(703) 743-6100";"Short Term Child Day Center";"Two Year";"Aug. 30, 2023";"Ms. Nicole Marine";"7:00 AM - 6:00 PM";"Monday - Friday";150;"5 years - 12 years 11 months";"Sharon Allen: (540) 272-2941";45177;"No";;;;1098088;
"Linton Hall School";"9535 Linton Hall Road";"20136-1217";"Bristow";"Prince William";"VA";"(571) 428-2565";"Child Day Center";"Two Year";"May 24, 2025";"Ms. Michelle Adzima";"7:00 a.m. - 6:00 p.m.";"Monday - Friday";116;"2 years - 12 years 11 months";"Angela Dudek: (804) 629-8167";12851;"No";;;;651887;
"Little Lambs";"14514 Telegraph Road";22192;"Woodbridge";"Prince William";"VA";"(703) 490-4565";"Child Day Center";"Two Year";"Oct. 22, 2024";"Heather Clark";"6:30 a.m. - 6:00 p.m.";"Monday - Friday";71;"1 month - 12 years 11 months";"Donna Liberman: (540) 359-5244";24841;"Yes";;;;1082179;
"Little Rocketeers Child Care";"9345 Devlins Grove Place";"20136-1038";"Bristow";"Prince William";"VA";"(571) 248-6959";"Child Day Center";"Two Year";"March 23, 2024";"Ms. Eileen Infantes";"6:30 a.m. - 6:30 p.m.";"Monday - Friday";59;"Birth - 12 years 11 months";"Beth Velke: (804) 629-8302";33560;"Yes";;;;1105983;
"Marsha Johnson-Colquhoun";"8917 Hanson Grove Court";20109;"Manassas";"Prince William";"VA";"(347) 528-6018";"Family Day Home";"One Year";"Aug. 20, 2024";;"7:00 am - 5:00 pm";"Monday - Friday";9;"Birth - 7 years 11 months";"Shawanda Henderson: (540) 216-1434";49194;"No";;;;1110476;
"Minnieland Academy At Rippon #6";"2100 Rippon Boulevard";"22191-3916";"Woodbridge";"Prince William";"VA";"(703) 680-3299";"Child Day Center";"Two Year";"Jan. 30, 2025";"Charlotte Nicely";"6:30 a.m - 6:00 p.m.";"Monday - Friday";108;"Birth - 12 years 11 months";"Angela Dudek: (804) 629-8167";9174;"Yes";;;;262215;
"Minnieland Academy at Cardinal #16";"14910 Feeder Lane";"22193-1896";"Woodbridge";"Prince William";"VA";"(703) 878-3371";"Child Day Center";"Two Year";"Jan. 25, 2024";"Ilka Mccoy";"6:30 a.m. - 6:00 p.m.";"Monday - Friday";155;"Birth - 12 years 11 months";"Donna Liberman: (540) 359-5244";15724;"Yes";;;;827800;
"Minnieland Academy at Dale City (#1)";"13923 Minnieville Road";"22193-2326";"Woodbridge";"Prince William";"VA";"(703) 670-9444";"Child Day Center";"Two Year";"Oct. 29, 2024";"Nicole Ervin";"6:00 a.m. - 6:30 p.m.";"Monday - Friday";105;"2 years - 12 years 11 months";"Angela Dudek: (804) 629-8167";8323;"Yes";;;;13358;
"Minnieland Academy at Heathcote #40";"15040 Heathcote Boulevard";"20169-6251";"Haymarket";"Prince William";"VA";"(703) 753-9690";"Child Day Center";"Two Year";"Feb. 18, 2024";"Diane J Woods";"7:00 a.m. - 5:30 p.m.";"Monday - Friday";187;"Birth - 12 years 11 months";"Shawanda Henderson: (540) 216-1434";36297;"Yes";;;;1106513;
"Minnieland Academy at Occoquan #12";"1511 Old Bridge Road";22192;"Woodbridge";"Prince William";"VA";"(703) 491-5035";"Child Day Center";"Two Year";"Nov. 9, 2023";"Ms. Tameiko Brown";"6:30 a.m. - 6:00 p.m.";"Monday - Friday";260;"Birth - 12 years 11 months";"Keesha Minor: (540) 340-2672";20376;"Yes";;;;982973;
"Mr. Akwasi Owusu";"4023 Sapling Way";22172;"Triangle";"Prince William";"VA";"(703) 291-0136";"Family Day Home";"One Year";"April 10, 2024";;"6:00am - 6:00pm";"Monday - Friday";12;"4 months - 12 years 11 months";"Shawanda Henderson: (540) 216-1434";39587;"Yes";;;;1108622;
"Mrs. Abida Nadeem";"14201 Sharpshinned Drive";20155;"Gainesville";"Prince William";"VA";"(703) 501-1474";"Family Day Home";"One Year";"Dec. 17, 2023";;"7:00 a.m. - 5:30 p.m.";"Monday - Friday";12;"1 month - 12 years 11 months";"Angela Dudek: (804) 629-8167";39742;"No";;;;1108644;
"Mrs. Grace Quashigah";"15380 Grist Mill Terrace";22191;"Woodbridge";"Prince William";"VA";"(571) 297-5922";"Family Day Home";"Two Year";"Aug. 9, 2024";;"6:30 a.m. - 5:00 p.m.";"Monday - Friday";5;"Birth - 12 years 11 months";"Sharon Allen: (540) 272-2941";40246;"Yes";;;;1108738;
"Mrs. Katiuska Bonilla";"8967 Hanson Grove Court";20109;"Manassas";"Prince William";"VA";"(571) 991-7539";"Family Day Home";"Two Year";"Aug. 18, 2025";;"7:00 a.m. - 5:30 p.m.";"Monday - Friday";12;"1 month - 12 years 11 months";"Laura Brindle: (540) 905-2062";40207;"No";;;;1108734;
"Mrs. Rochelle Westmoreland";"16039 Eagle Roost Court";22191;"Woodbridge";"Prince William";"VA";"(703) 232-3707";"Family Day Home";"Two Year";"July 24, 2025";;"24 hour care";"Monday - Sunday";12;"Birth - 12 years 11 months";"Cathy Aylor: (540) 222-6352";39534;"Yes";;;;1108611;
"Mrs. Stephanie Manley";"13904 Gum Lane";22193;"Woodbridge";"Prince William";"VA";"(703) 897-1096";"Family Day Home";"One Year";"March 14, 2024";;"6:00 a.m. - 6:00 p.m.";"Monday - Friday";7;"2 months - 5 years 11 months";"Angela Dudek: (804) 629-8167";42331;"Yes";;;;1109249;
"Ms Katherine van der Rest";"9500 Kendall Knolls Lane";20181;"Nokesville";"Prince William";"VA";"(540) 303-1680";"Family Day Home";"One Year";"Feb. 14, 2024";;"7:30am - 5:00pm";"Monday - Friday";12;"Birth - 12 years 11 months";"Sharon Allen: (540) 272-2941";42160;"No";;;;1109200;
"Ms Niaz Hawramee";"14096 Albert Way";20155;"Gainesville";"Prince William";"VA";"(703) 853-9562";"Family Day Home";"One Year";"April 5, 2024";;"7:00 AM - 5:00 PM";"Monday - Friday";12;"3 months - 5 years 11 months";"Keesha Minor: (540) 340-2672";44061;"No";;;;1109508;
"Ms. Abena Sakyi";"4505 Glendale Road";22193;"Woodbridge";"Prince William";"VA";"(703) 867-3244";"Family Day Home";"One Year";"July 23, 2024";;"6 a.m. - 8 p.m.";"Monday - Saturday";12;"1 month - 12 years 11 months";"Morgan Bryson: (540) 270-0057";25028;"Yes";;;;1084538;
"Ms. Abida Naz";"14712 Parson Weems Loop";22193;"Woodbridge";"Prince William";"VA";"(571) 247-4650";"Family Day Home";"One Year";"July 27, 2024";;"24/7 - 24/7";"Monday - Sunday";12;"2 months - 12 years 11 months";"Laura Brindle: (540) 905-2062";30605;"Yes";;;;1105866;
"Ms. Afrooz Ghobadi";"15268 Sky Valley Drive";20169;"Haymarket";"Prince William";"VA";"(703) 896-0500";"Family Day Home";"One Year";"July 16, 2024";;"8:00 AM - 5:00 PM";"Monday - Friday";12;"2 months - 4 years 11 months";"Keesha Minor: (540) 340-2672";45045;"No";;;;1109777;
"Ms. Alicia Quiroga";"13131 Drew Hunt Court";22192;"Woodbridge";"Prince William";"VA";"(703) 492-0591";"Family Day Home";"One Year";"Dec. 4, 2023";;"7:00 a.m. - 5:00 p.m.";"Monday - Friday";12;"3 months - 6 years 11 months";"Laura Brindle: (540) 905-2062";26241;"No";;;;1100511;
"Ms. Amineh Aboubakri";"15830 Bobolink Drive";22191;"Woodbridge";"Prince William";"VA";"(703) 447-2121";"Family Day Home";"Two Year";"July 6, 2025";;"7:00 a.m. - 5:30 p.m.";"Monday - Friday";9;"Birth - 12 years 11 months";"Cathy Aylor: (540) 222-6352";36839;"Yes";;;;1107994;
"Ms. Amra Rashid";"5134 Olivia Way";22025;"Dumfries";"Prince William";"VA";"(703) 623-8295";"Family Day Home";"Three Year";"May 18, 2024";;"7:30 a.m. - 5:30 p.m.";"Monday - Friday";12;"2 months - 5 years 11 months";"Sharon Allen: (540) 272-2941";26252;"No";;;;1100731;
"Ms. Angela Young";"14213 Sharpshinned Drive";"20155-5833";"Gainesville";"Prince William";"VA";"(703) 754-4647";"Family Day Home";"One Year";"May 1, 2024";;"7:00 a.m. - 5:30 p.m.";"Monday - Friday";12;"2 months - 12 years 11 months";"Laura Brindle: (540) 905-2062";30279;"No";;;;1105760;
"Ms. Anjum Chohan";"4058 Elkwood Court";22193;"Woodbridge";"Prince William";"VA";"(703) 342-8842";"Family Day Home";"One Year";"May 10, 2024";;"7:00 a.m. - 6:00 p.m.";"Monday - Friday";12;"2 months - 12 years 11 months";"Shawanda Henderson: (540) 216-1434";25969;"Yes";;;;1097010;
"Ms. Blanca Martinez";"15472 Wheatfield Road";22193;"Woodbridge";"Prince William";"VA";"(703) 583-6523";"Family Day Home";"One Year";"Jan. 25, 2024";;"6:00 a.m. - 6:00 p.m.";"Monday - Friday";12;"1 month - 5 years 11 months";"Shawanda Henderson: (540) 216-1434";25402;"No";;;;1089408;
"Ms. Catalina Lagunas";"1270 Everett Avenue";22191;"Woodbridge";"Prince William";"VA";"(703) 593-4902";"Family Day Home";"One Year";"April 6, 2024";;"7:00 a.m. - 6:00 p.m.";"Monday - Friday";12;"1 month - 12 years 11 months";"Beth Velke: (804) 629-8302";42649;"No";;;;1109353;
"Ms. Cheman Waise";"8586 Brickshire Lane";20112;"Manassas";"Prince William";"VA";"(571) 494-7265";"Family Day Home";"One Year";"Nov. 8, 2023";;"7:30 AM - 7:30 PM";"Monday - Friday";12;"1 month - 12 years 11 months";"Morgan Bryson: (540) 270-0057";44524;"Yes";;;;1109639;
"Ms. Christine Mensah";"13778 Tartan Hills Parkway";20136;"Bristow";"Prince William";"VA";"(703) 366-3837";"Family Day Home";"Two Year";"Jan. 4, 2025";;"6:45 a.m. - 5:30 p.m.";"Monday - Friday";12;"1 month - 12 years 11 months";"Angela Dudek: (804) 629-8167";33764;"No";;;;1107016;
"Ms. Claudia Ventura";"3002 Adams Street";22193;"Woodbridge";"Prince William";"VA";"(703) 596-6630";"Family Day Home";"One Year";"Sept. 22, 2024";;"7:00 am - 5:00 pm";"Monday - Friday";12;"4 months - 12 years 11 months";"Beth Velke: (804) 629-8302";42588;"Yes";;;;1109330;
"Ms. Cristabel Alfaro";"15707 Brandywine Road";22025;"Dumfries";"Prince William";"VA";"(703) 585-4471";"Family Day Home";"Three Year";"Feb. 26, 2026";;"7:00 a.m. - 5:30 p.m.";"Monday - Friday";12;"Birth - 11 years 11 months";"Beth Velke: (804) 629-8302";39103;"No";;;;1108542;
"Ms. Cynthia Fournier";"12313 Antietam Road";22192;"Woodbridge";"Prince William";"VA";"(703) 491-4720";"Family Day Home";"Three Year";"Sept. 26, 2026";;"6:00 a.m. - 6:00 p.m.";"Monday - Friday";9;"Birth - 12 years 11 months";"Beth Velke: (804) 629-8302";25679;"No";;;;1093413;
"Ms. Cynthia Johnson";"5402 Lomax Way";22193;"Woodbridge";"Prince William";"VA";"(703) 580-8618";"Family Day Home";"One Year";"Jan. 10, 2024";;"6:00 a.m. - 6:00 p.m.";"Monday - Friday";12;"Birth - 12 years 11 months";"Beth Velke: (804) 629-8302";23493;"Yes";;;;1063174;
"Ms. Denise Green";"5648 Northton Court";22193;"Woodbridge";"Prince William";"VA";"(571) 229-0058";"Family Day Home";"One Year";"Dec. 2, 2023";;"6:00 AM - 6:00 PM";"Monday - Friday";12;"Birth - 12 years 11 months";"Keesha Minor: (540) 340-2672";45228;"Yes";;;;1109848;
"Ms. Diana Cunningham";"5951 Coiner House Place";20112;"Manassas";"Prince William";"VA";"(703) 878-0989";"Family Day Home";"Three Year";"March 4, 2026";;"6:00 a.m. - 6:00 p.m.";"Monday - Friday";12;"1 year 4 months - 12 years 11 months";"Angela Dudek: (804) 629-8167";20301;"No";;;;979310;
"Ms. Earmie Washington";"3640 Stonewall Manor Drive";22172;"Triangle";"Prince William";"VA";"(703) 441-9091";"Family Day Home";"Two Year";"Aug. 24, 2024";;"6:00 a.m. - 6:00 p.m.";"Monday - Friday";12;"1 month - 12 years 11 months";"Beth Velke: (804) 629-8302";26355;"No";;;;1102343;
"Ms. Edith Williams";"14335 Rehfield Court";"22193-3740";"Dale city";"Prince William";"VA";"(703) 680-7074";"Family Day Home";"Two Year";"Sept. 24, 2025";;"6:00 a.m. - 6:00 p.m.";"Monday - Friday";12;"1 month - 12 years 11 months";"Keesha Minor: (540) 340-2672";34685;"Yes";;;;1107309;
"Ms. Elizabeth Wheeler";"14831 Ashby Oak Court";20169;"Haymarket";"Prince William";"VA";"(571) 264-6193";"Family Day Home";"Two Year";"Sept. 17, 2024";;"8:00 a.m. - 5:00 p.m.";"Monday - Friday";12;"Birth - 12 years 11 months";"Laura Brindle: (540) 905-2062";25503;"No";;;;1091003;
"Ms. Erika Pinto";"8210 Tenbrook Drive";20155;"Gainesville";"Prince William";"VA";;"Family Day Home";"One Year";"May 4, 2024";;"7:00 a.m. - 5:00 p.m.";"Monday - Friday";12;"Birth - 5 years 11 months";"Laura Brindle: (540) 905-2062";40802;"No";;;;1108829;
"Ms. Fatoumata Scott";"9045 Falcon Glen Court";20136;"Bristow";"Prince William";"VA";"(703) 753-2826";"Family Day Home";"One Year";"Feb. 26, 2024";;"6:00 A.M. - 6:00 P.M.";"Monday - Friday";5;"1 year - 10 years 11 months";"Laura Brindle: (540) 905-2062";34353;"No";;;;1107202;
"Ms. Ghazala Shah";"14086 Baneberry Circle";20112;"Manassas";"Prince William";"VA";"(703) 680-4610";"Family Day Home";"One Year";"Sept. 8, 2024";;"6:00 am - 6:00 pm";"Monday - Saturday";12;"Birth - 12 years 11 months";"Angela Dudek: (804) 629-8167";32096;"Yes";;;;1106457;
"Ms. Hirut Yigezu";"15850 Aerial View Road";22193;"Woodbridge";"Prince William";"VA";"(703) 583-4438";"Family Day Home";"One Year";"Feb. 15, 2024";;"7:00 a.m - 7:00 p.m.";"Monday - Friday";12;"1 month - 12 years 11 months";"Morgan Bryson: (540) 270-0057";41532;"No";;;;1108966;
"Ms. Huma Farrukh";"15369 Tina Lane";22193;"Woodbridge";"Prince William";"VA";"(703) 897-6379";"Family Day Home";"Provisional";"Dec. 7, 2023";;"6:00 AM - 6:00 PM";"Monday - Friday";12;"Birth - 11 years 11 months";"Angela Dudek: (804) 629-8167";41493;"No";;;;1108953;
"Ms. Kamala Siwakoti";"13013 Tyree Way";20136;"Bristow";"Prince William";"VA";"(703) 369-2401";"Family Day Home";"One Year";"Nov. 6, 2023";;"6:00 a.m. - 6:00 p.m.";"Monday - Friday";12;"Birth - 12 years 11 months";"Sharon Allen: (540) 272-2941";27180;"No";;;;1105170;
"Ms. Karen Phillips";"13412 Marumsco Drive";22191;"Woodbridge";"Prince William";"VA";"(703) 477-1186";"Family Day Home";"One Year";"Sept. 20, 2024";;"24 hours";"Sunday - Saturday";12;"5 years - 12 years 11 months";"Angela Dudek: (804) 629-8167";36634;"No";;;;1107936;
"Ms. Kaylin Khan";"6585 Davis Ford Road";20111;"Manassas";"Prince William";"VA";"(703) 869-1680";"Family Day Home";"One Year";"March 26, 2024";;"8:30 am - 4:00 pm";"Monday - Friday";12;"2 years - 12 years 11 months";"Morgan Bryson: (540) 270-0057";42297;"No";;;;1109239;
"Ms. Lafye Russell";"3432 Soaring Circle";22193;"Woodbridge";"Prince William";"VA";"(703) 670-6077";"Family Day Home";"Three Year";"May 5, 2025";;"5:30am - 5:30pm";"Monday - Friday";12;"1 year - 12 years 11 months";"Beth Velke: (804) 629-8302";35563;"Yes";;;;1107566;
"Ms. Lena Yap";"14894 Courage Drive";22193;"Woodbridge";"Prince William";"VA";"(703) 590-7413";"Family Day Home";"Two Year";"Aug. 26, 2025";;"6:00 a.m. - 6:30 p.m.";"Monday - Friday";12;"2 months - 6 years 11 months";"Morgan Bryson: (540) 270-0057";34774;"No";;;;1107344;
"Ms. Leslie Van Horn";"13232 Nancy Court";22193;"Dale city";"Prince William";"VA";"(703) 505-1471";"Family Day Home";"Three Year";"Sept. 23, 2024";;"7:00 a.m. - 5:30 p.m.";"Monday - Friday";12;"Birth - 12 years 11 months";"Keesha Minor: (540) 340-2672";35972;"Yes";;;;1107714;
"Ms. Ligia Pavon";"2113 Patrick Street";"22191-2532";"Woodbridge";"Prince William";"VA";"(703) 398-2836";"Family Day Home";"One Year";"Feb. 8, 2024";;"7:00 a.m. - 6:00 p. m.";"Monday - Friday";12;"2 months - 12 years 11 months";"Beth Velke: (804) 629-8302";31352;"Yes";;;;1106181;
"Ms. Lina Kobrosli";"5724 Macintosh Loop";20169;"Haymarket";"Prince William";"VA";"(571) 435-5035";"Family Day Home";"Two Year";"Feb. 10, 2025";;"7:00 a.m. - 5:00 p.m.";"Monday - Friday";12;"2 months - 12 years 11 months";"Sharon Allen: (540) 272-2941";29563;"No";;;;1105655;
"Ms. Linda Thompson";"2803 Myrtlewood Drive";22026;"Dumfries";"Prince William";"VA";"(703) 441-1266";"Family Day Home";"Two Year";"June 29, 2025";;"6:00 a.m - 6:30 p.m.";"Monday - Friday";12;"6 months - 12 years 11 months";"Beth Velke: (804) 629-8302";19010;"Yes";;;;943862;
"Ms. Mahdiya Sindi";"12259 Scarlet Maple Drive";20155;"Gainesville";"Prince William";"VA";"(703) 868-0251";"Family Day Home";"One Year";"Jan. 14, 2024";;"7:30 am - 5:30 pm";"Monday - Friday";12;"1 month - 5 years 11 months";"Morgan Bryson: (540) 270-0057";45371;"No";;;;1109880;
"Ms. Marcela Rodriguez-Camacho";"4458 Davis Fairfax Lane";22192;"Woodbridge";"Prince William";"VA";"(703) 659-2886";"Family Day Home";"One Year";"Nov. 2, 2023";;"6:30 a.m. - 6:00 p.m.";"Monday - Friday";12;"3 months - 10 years 11 months";"Donna Liberman: (540) 359-5244";32354;"No";;;;1106541;
"Ms. Maria Brown";"3399 Logstone Drive";22172;"Triangle";"Prince William";"VA";"(703) 221-6022";"Family Day Home";"Two Year";"Nov. 20, 2024";;"6:00am - 5:00pm";"Monday - Friday";12;"Birth - 10 years 11 months";"Angela Dudek: (804) 629-8167";38946;"No";;;;1108509;
"Ms. Maria Miller";"1613 Mount High Street";22192;"Woodbridge";"Prince William";"VA";"(571) 503-5451";"Family Day Home";"Two Year";"Jan. 7, 2024";;"7:00 a.m. - 6:00 p.m.";"Monday - Friday";5;"3 months - 12 years 11 months";"Beth Velke: (804) 629-8302";32024;"Yes";;;;1106423;
"Ms. Mavis Boakye";"3456 Belleplain Court";22026;"Dumfries";"Prince William";"VA";"(703) 634-2249";"Family Day Home";"Provisional";"March 9, 2023";;"6:00 a.m. - 6:30 p.m.";"Monday - Saturday";4;"Birth - 12 years 11 months";"Angela Dudek: (804) 629-8167";36921;"Yes";;;;1108018;
"Ms. Mia Ford";"9255 Alvyn Lake Circle";20136;"Bristow";"Prince William";"VA";"(240) 691-2349";"Family Day Home";"One Year";"June 18, 2024";;"6:30 AM - 6:00 PM";"Monday - Friday";4;"3 months - 12 years 11 months";"Angela Dudek: (804) 629-8167";44164;"No";;;;1109539;
"Ms. Neelam Abbas";"1607 Heron Way";22191;"Woodbridge";"Prince William";"VA";"(571) 243-5249";"Family Day Home";"One Year";"Sept. 1, 2024";;"24 hours a day";"Monday - Sunday";12;"Birth - 12 years 11 months";"Morgan Bryson: (540) 270-0057";32222;"Yes";;;;1106503;
"Ms. Phyllis King";"18518 Quantico Gateway Drive";22172;"Triangle";"Prince William";"VA";"(571) 212-4268";"Family Day Home";"One Year";"March 28, 2024";;"5:00 a.m. - 5:00 p.m.";"Monday - Friday";12;"3 months - 12 years 11 months";"Shawanda Henderson: (540) 216-1434";41126;"No";;;;1108893;
"Ms. Rana Khan";"18519 Kerill Road";22172;"Triangle";"Prince William";"VA";"(571) 435-3272";"Family Day Home";"One Year";"May 12, 2024";;"6:00 am - 6:00 pm";"Monday - Friday";12;"Birth - 12 years 11 months";"Beth Velke: (804) 629-8302";33219;"Yes";;;;1106825;
"Ms. Rebecca Washington";"1806 Irene Court";22191;"Woodbridge";"Prince William";"VA";"(703) 492-1203";"Family Day Home";"Three Year";"Oct. 4, 2025";;"6:00 a.m. - 6:00 a.m.";"Monday - Sunday";12;"1 month - 12 years 11 months";"Angela Dudek: (804) 629-8167";38025;"Yes";;;;1108299;
"Ms. Rebecca Williams";"14340 Rehfield Court";22193;"Woodbridge";"Prince William";"VA";"(703) 580-1065";"Family Day Home";"Two Year";"Aug. 14, 2025";;"24hrs";"Sunday - Saturday";12;"1 month - 12 years 11 months";"Keesha Minor: (540) 340-2672";27476;"Yes";;;;1105249;
"Ms. Roza Sharifi";"10208 Aqua View Court";20181;"Nokesville";"Prince William";"VA";"(703) 368-6914";"Family Day Home";"Three Year";"Dec. 24, 2024";;"7:00 a.m. - 5:00 p.m.";"Monday - Friday";12;"1 year 1 month - 12 years 11 months";"Sharon Allen: (540) 272-2941";29407;"No";;;;1105611;
"Ms. Rubina JanJua";"14513 Darbydale Avenue";22193;"Woodbridge";"Prince William";"VA";"(571) 299-7038";"Family Day Home";"One Year";"July 5, 2024";;"6:00 a.m. - 6:00 p.m.";"Monday - Friday";12;"Birth - 12 years 11 months";"Shawanda Henderson: (540) 216-1434";36835;"Yes";;;;1107991;
