"Provider Name";"Address 1";"Address 2";"City";"State";"ZIP";"Mail Address 1";"Mail Address 2";"Mail City";"Mail State";"Mail ZIP";"Phone";"Fax Number";"Director/Owner";"Status";"License/Registration Issue Date";"Provider Type";"Approved to Accept Child Care Assistance?";"QRS Level";"Current Vacancies";"Capacity";"Monday hours";"Tuesday hours";"Wednesday hours";"Thursday hours";"Friday hours";"Saturday hours";"Sunday hours";"Rates";"County";"URL";"License Expiration Date";"Visit Report"
"SCFY West";"3503 W Locust ST";;"Davenport";"IA";52804;"624 E 4th ST";;"Davenport";"IA";52801;"(563) 323-5770";;", ";"Active";"7/15/2020";"Licensed Center";"Yes";;;90;" 6:00AM -  6:00PM";" 6:00AM -  6:00PM";" 6:00AM -  6:00PM";" 6:00AM -  6:00PM";" 6:00AM -  6:00PM";;;"Infant (up to 24 months)  Half-Day/17.00| Infant (up to 24 months)  Half-Day/17.00| Infant (up to 36 months)  Half-Day/17.00| Infant (up to 36 months)  Half-Day/17.00| Preschool (24 to Kindergarten)  Half-Day/17.00| Preschool (24 to Kindergarten)  Half-Day/17.00| Preschool (36 to Kindergarten)  Half-Day/17.00| Preschool (36 to Kindergarten)  Half-Day/17.00| School Age (K and up)  Half-Day/17.00| School Age (K and up)  Half-Day/17.00";"Scott";"https://ccmis.dhs.state.ia.us/ClientPortal/ProviderDetails.aspx?PID=49847";"8/31/2022";"https://secureapp.dhs.state.ia.us/dhs_titan_public/caprica/document/GetProviderEvaluation/49847"
"SCFY-Paul Norton Kids Club";"4485 Greenbrier Dr";;"Bettendorf";"IA";52722;"624 E 4th St";;"Davenport";"IA";52801;"(563) 322-5725";;", ";"Active";"11/1/2019";"Licensed Center";"Yes";4;;75;" 6:00AM -  6:00PM";" 6:00AM -  6:00PM";" 6:00AM -  6:00PM";" 6:00AM -  6:00PM";" 6:00AM -  6:00PM";;;"Preschool (24 to Kindergarten)  Half-Day/9.50| Preschool (24 to Kindergarten)  Half-Day/9.50| Preschool (36 to Kindergarten)  Half-Day/9.50| Preschool (36 to Kindergarten)  Half-Day/9.50| School Age (K and up)  Half-Day/9.50| School Age (K and up)  Half-Day/9.50";"Scott";"https://ccmis.dhs.state.ia.us/ClientPortal/ProviderDetails.aspx?PID=21134";"10/31/2021";"https://secureapp.dhs.state.ia.us/dhs_titan_public/caprica/document/GetProviderEvaluation/21134"
"Shakeyse Lee";"12 Riverview LN";;"Bettendorf";"IA";52722;"12 Riverview LN";;"Bettendorf";"IA";52722;"(563) 313-0214";;"Lee, Shakeyse";"Active";"6/17/2020";"Registered Child Development Home A";"Yes";;;8;"12:00AM - 11:59PM";"12:00AM - 11:59PM";"12:00AM - 11:59PM";"12:00AM - 11:59PM";"12:00AM - 11:59PM";"12:00AM - 11:59PM";"12:00AM - 11:59PM";"Infant (up to 24 months)  Hourly/7.00| Infant (up to 24 months)  Hourly/7.00| Infant (up to 24 months)  Hourly/7.00| Infant (up to 36 months)  Hourly/7.00| Infant (up to 36 months)  Hourly/7.00| Infant (up to 36 months)  Hourly/7.00| Preschool (24 to Kindergarten)  Hourly/7.00| Preschool (24 to Kindergarten)  Hourly/7.00| Preschool (36 to Kindergarten)  Hourly/7.00| Preschool (36 to Kindergarten)  Hourly/7.00| School Age (K and up)  Hourly/7.00| School Age (K and up)  Hourly/7.00";"Scott";"https://ccmis.dhs.state.ia.us/ClientPortal/ProviderDetails.aspx?PID=40292";"5/31/2022";
"Shanita Williams";"2802 Leclaire ST";;"Davenport";"IA";52803;"2802 Leclaire ST";;"Davenport,";"IA";52803;"(563) 949-7843";;"Williams, Shanita";"Active";"11/14/2019";"Registered Child Development Home B";"Yes";;"Infant/Toddler: 0+Preschool: 0+School Age: 0";12;" 5:30AM - 11:30PM";" 5:30AM - 11:30PM";" 5:30AM - 11:30PM";" 5:30AM - 11:30PM";" 5:30AM - 11:30PM";" 6:00AM -  7:00PM";" 6:00AM -  7:00PM";"Infant (up to 24 months)  Half-Day/20.00| Infant (up to 24 months)  Half-Day/20.00| Infant (up to 24 months)  Half-Day/20.00| Infant (up to 36 months)  Half-Day/20.00| Infant (up to 36 months)  Half-Day/20.00| Infant (up to 36 months)  Half-Day/20.00| Preschool (24 to Kindergarten)  Half-Day/20.00| Preschool (24 to Kindergarten)  Half-Day/20.00| Preschool (36 to Kindergarten)  Half-Day/20.00| Preschool (36 to Kindergarten)  Half-Day/20.00| School Age (K and up)  Half-Day/20.00| School Age (K and up)  Half-Day/20.00";"Scott";"https://ccmis.dhs.state.ia.us/ClientPortal/ProviderDetails.aspx?PID=39383";"10/31/2021";
"Shannon Ramirez";"428 S Lincoln AVE";;"Davenport";"IA";52802;"428 S Lincoln AVE";;"Davenport";"IA";52802;"(563) 650-4098";;"Ramirez, Shannon";"Active";"4/1/2019";"Registered Child Development Home A";"Yes";;"Infant/Toddler: 1+Preschool: 1+School Age: 0";8;" 4:00AM -  6:00PM";" 4:00AM -  6:00PM";" 4:00AM -  6:00PM";" 4:00AM -  6:00PM";" 4:00AM -  6:00PM";" 4:00AM -  6:00PM";" 4:00AM -  6:00PM";"Infant (up to 24 months)  Half-Day/12.98| Infant (up to 24 months)  Half-Day/12.98| Infant (up to 24 months)  Half-Day/12.98| Infant (up to 36 months)  Half-Day/12.98| Infant (up to 36 months)  Half-Day/12.98| Infant (up to 36 months)  Half-Day/12.98| Preschool (24 to Kindergarten)  Half-Day/12.98| Preschool (24 to Kindergarten)  Half-Day/12.98| Preschool (24 to Kindergarten)  Half-Day/12.98| Preschool (36 to Kindergarten)  Half-Day/12.98| Preschool (36 to Kindergarten)  Half-Day/12.98| Preschool (36 to Kindergarten)  Half-Day/12.98| School Age (K and up)  Half-Day/12.98| School Age (K and up)  Half-Day/12.98| School Age (K and up)  Half-Day/12.98";"Scott";"https://ccmis.dhs.state.ia.us/ClientPortal/ProviderDetails.aspx?PID=19534";"3/31/2021";
"Shardae McGowan";"5581 Kristi LN";;"Bettendorf";"IA";52722;"5581 Kristi LN";;"Bettendof";"IA";52722;"(563) 549-1165";;"McGowan, Shardae";"Active";"10/1/2019";"Registered Child Development Home B";"Yes";;;12;"12:00AM - 11:59PM";"12:00AM - 11:59PM";"12:00AM - 11:59PM";"12:00AM - 11:59PM";"12:00AM - 11:59PM";"12:00AM - 11:59PM";"12:00AM - 11:59PM";"Infant (up to 24 months)  Half-Day/12.98| Infant (up to 24 months)  Half-Day/12.98| Infant (up to 36 months)  Half-Day/12.98| Infant (up to 36 months)  Half-Day/12.98| Preschool (24 to Kindergarten)  Half-Day/12.98| Preschool (24 to Kindergarten)  Half-Day/12.98| Preschool (36 to Kindergarten)  Half-Day/12.98| Preschool (36 to Kindergarten)  Half-Day/12.98| School Age (K and up)  Half-Day/12.98| School Age (K and up)  Half-Day/12.98";"Scott";"https://ccmis.dhs.state.ia.us/ClientPortal/ProviderDetails.aspx?PID=22911";"9/30/2021";
"Share and Care Christian Preschool";"14 Grove Road";;"Eldridge";"IA";52748;"14 Grove Road";;"Eldridge";"IA";52748;"(563) 285-7111";;", ";"Active";"10/29/2020";"Licensed Center";"No";5;;40;" 8:30AM - 11:30AM";" 8:30AM - 11:00AM";" 8:30AM - 11:30AM";" 8:30AM - 11:00AM";" 8:30AM - 11:30AM";;;;"Scott";"https://ccmis.dhs.state.ia.us/ClientPortal/ProviderDetails.aspx?PID=33880";"10/31/2022";"https://secureapp.dhs.state.ia.us/dhs_titan_public/caprica/document/GetProviderEvaluation/33880"
"Sharna Hawkins";"1616 W 42nd ST APT 14";;"Davenport";"IA";52806;"1616 W 42nd ST APT 14";;"Davenport";"IA";52806;"(563) 650-9507";;"Hawkins, Sharna";"Active";"5/6/2019";"Non-Registered Child Care Home";"Yes";;;5;"12:00AM - 11:59PM";"12:00AM - 11:59PM";"12:00AM - 11:59PM";"12:00AM - 11:59PM";"12:00AM - 11:59PM";"12:00AM - 11:59PM";"12:00AM - 11:59PM";"Infant (up to 24 months)  Hourly/8.19| Infant (up to 24 months)  Hourly/8.19| Infant (up to 36 months)  Hourly/8.19| Infant (up to 36 months)  Hourly/8.19";"Scott";"https://ccmis.dhs.state.ia.us/ClientPortal/ProviderDetails.aspx?PID=41172";"4/30/2021";
"Sharon Schieberl";"4350 Aspen Hills CIR";;"Bettendorf";"IA";52722;"4350 Aspen Hills CIR";;"Bettendorf";"IA";52722;"(563) 332-2802";;"Schieberl, Sharon";"Active";"1/1/2020";"Registered Child Development Home C1";"No";;;8;" 7:30AM -  5:15PM";" 7:30AM -  5:15PM";" 7:30AM -  5:15PM";" 7:30AM -  5:15PM";" 7:30AM -  5:15PM";;;;"Scott";"https://ccmis.dhs.state.ia.us/ClientPortal/ProviderDetails.aspx?PID=19578";"12/31/2021";
"Shayla LaMonte";"1134 E 29th ST";;"Davenport";"IA";52803;"1134 E 29th ST";;"Davenport";"IA";52803;"(563) 484-9536";;"McCellan, Shayla";"Active";"7/1/2020";"Registered Child Development Home C1";"Yes";;;8;"12:00AM - 11:59PM";"12:00AM - 11:59PM";"12:00AM - 11:59PM";"12:00AM - 11:59PM";"12:00AM - 11:59PM";"12:00AM - 11:59PM";"12:00AM - 11:59PM";"Infant (up to 24 months)  Hourly/5.00| Infant (up to 24 months)  Hourly/5.00| Infant (up to 24 months)  Hourly/5.00| Infant (up to 24 months)  Hourly/5.00| Infant (up to 36 months)  Hourly/5.00| Infant (up to 36 months)  Hourly/5.00| Infant (up to 36 months)  Hourly/5.00| Infant (up to 36 months)  Hourly/5.00| Preschool (24 to Kindergarten)  Hourly/5.00| Preschool (24 to Kindergarten)  Hourly/5.00| Preschool (24 to Kindergarten)  Hourly/5.00| Preschool (24 to Kindergarten)  Hourly/5.00| Preschool (36 to Kindergarten)  Hourly/5.00| Preschool (36 to Kindergarten)  Hourly/5.00| Preschool (36 to Kindergarten)  Hourly/5.00| Preschool (36 to Kindergarten)  Hourly/5.00| School Age (K and up)  Hourly/5.00| School Age (K and up)  Hourly/5.00| School Age (K and up)  Hourly/5.00| School Age (K and up)  Hourly/5.00";"Scott";"https://ccmis.dhs.state.ia.us/ClientPortal/ProviderDetails.aspx?PID=43804";"6/30/2022";
"Sheila Monroe";"108 Crestview DR APT 1B";;"Eldridge";"IA";52748;"108 Crestview DR APT 1B";;"Eldridge";"IA";52748;"(563) 285-8487";;"Monroe, Sheila";"Active";"7/1/2019";"Registered Child Development Home A";"Yes";;;8;"12:00AM - 11:59PM";"12:00AM - 11:59PM";"12:00AM - 11:59PM";"12:00AM - 11:59PM";"12:00AM - 11:59PM";"12:00AM - 11:59PM";"12:00AM - 11:59PM";"Infant (up to 24 months)  Half-Day/12.98| Infant (up to 36 months)  Half-Day/12.98| Preschool (24 to Kindergarten)  Half-Day/12.98| Preschool (36 to Kindergarten)  Half-Day/12.98| School Age (K and up)  Half-Day/12.98";"Scott";"https://ccmis.dhs.state.ia.us/ClientPortal/ProviderDetails.aspx?PID=48861";"6/30/2021";
"Sherry Brix";"18315 240th ST";;"Davenport";"IA";52807;"18315 240th ST";;"Davenport";"IA";52807;"(563) 320-6288";;"Brix, Sherry";"Active";"2/1/2020";"Registered Child Development Home B";"Yes";;;12;" 5:30AM -  5:00PM";" 5:30AM -  5:00PM";" 5:30AM -  5:00PM";" 5:30AM -  5:00PM";" 5:30AM -  5:00PM";;;"Infant (up to 24 months)  Half-Day/13.00| Infant (up to 24 months)  Half-Day/13.00| Infant (up to 36 months)  Half-Day/13.00| Infant (up to 36 months)  Half-Day/13.00| Preschool (24 to Kindergarten)  Half-Day/13.00| Preschool (24 to Kindergarten)  Half-Day/13.00| Preschool (36 to Kindergarten)  Half-Day/13.00| Preschool (36 to Kindergarten)  Half-Day/13.00";"Scott";"https://ccmis.dhs.state.ia.us/ClientPortal/ProviderDetails.aspx?PID=19377";"1/31/2022";
"Shining Light Learning Center";"5074 N Pine ST";;"Davenport";"IA";52806;"5074 N Pine ST";;"Davenport";"IA";52806;"(563) 388-9081";;", ";"Active";"2/29/2020";"Licensed Center";"Yes";3;;80;" 7:00AM -  5:30PM";" 7:00AM -  5:30PM";" 7:00AM -  5:30PM";" 7:00AM -  5:30PM";" 7:00AM -  5:30PM";;;"Infant (up to 24 months)  Half-Day/20.50| Infant (up to 24 months)  Half-Day/20.50| Infant (up to 36 months)  Half-Day/20.50| Infant (up to 36 months)  Half-Day/20.50| Preschool (24 to Kindergarten)  Half-Day/20.50| Preschool (24 to Kindergarten)  Half-Day/20.50| Preschool (36 to Kindergarten)  Half-Day/20.50| Preschool (36 to Kindergarten)  Half-Day/20.50| School Age (K and up)  Half-Day/20.50| School Age (K and up)  Half-Day/20.50";"Scott";"https://ccmis.dhs.state.ia.us/ClientPortal/ProviderDetails.aspx?PID=19690";"2/28/2022";"https://secureapp.dhs.state.ia.us/dhs_titan_public/caprica/document/GetProviderEvaluation/19690"
"Shirley Evans";"2737 W 35th ST";;"Davenport";"IA";52806;"2737 W 35th ST";;"Davenport";"IA";52806;"(563) 449-2210";;"Evans, Shirley";"Active";"6/1/2020";"Registered Child Development Home B";"Yes";;;12;"12:00AM - 11:59PM";"12:00AM - 11:59PM";"12:00AM - 11:59PM";"12:00AM - 11:59PM";"12:00AM - 11:59PM";"12:00AM - 11:00PM";;"Infant (up to 24 months)  Hourly/2.70| Infant (up to 24 months)  Hourly/2.70| Infant (up to 24 months)  Hourly/2.70| Infant (up to 24 months)  Hourly/2.70| Infant (up to 36 months)  Hourly/2.70| Infant (up to 36 months)  Hourly/2.70| Infant (up to 36 months)  Hourly/2.70| Infant (up to 36 months)  Hourly/2.70| Preschool (24 to Kindergarten)  Hourly/2.70| Preschool (24 to Kindergarten)  Hourly/2.70| Preschool (24 to Kindergarten)  Hourly/2.70| Preschool (24 to Kindergarten)  Hourly/2.70| Preschool (36 to Kindergarten)  Hourly/2.70| Preschool (36 to Kindergarten)  Hourly/2.70| Preschool (36 to Kindergarten)  Hourly/2.70| Preschool (36 to Kindergarten)  Hourly/2.70| School Age (K and up)  Hourly/2.70| School Age (K and up)  Hourly/2.70| School Age (K and up)  Hourly/2.70| School Age (K and up)  Hourly/2.70";"Scott";"https://ccmis.dhs.state.ia.us/ClientPortal/ProviderDetails.aspx?PID=43507";"5/31/2022";
"Shirley Rothweiler";"6815 W 11th ST";;"Davenport";"IA";52804;"6815 W 11th ST";;"Davenport";"IA";52804;"(563) 940-0325";;"Rothweiler, Shirley";"Active";"6/1/2019";"Registered Child Development Home B";"Yes";;;12;" 4:30AM -  5:30PM";" 4:30AM -  5:30PM";" 4:30AM -  5:30PM";" 4:30AM -  5:30PM";" 4:30AM -  5:30PM";" 4:30AM -  5:30PM";" 4:30AM -  5:30PM";"Infant (up to 24 months)  Half-Day/35.00| Infant (up to 24 months)  Half-Day/35.00| Infant (up to 24 months)  Half-Day/35.00| Infant (up to 36 months)  Half-Day/35.00| Infant (up to 36 months)  Half-Day/35.00| Infant (up to 36 months)  Half-Day/35.00| Preschool (24 to Kindergarten)  Half-Day/35.00| Preschool (24 to Kindergarten)  Half-Day/35.00| Preschool (24 to Kindergarten)  Half-Day/35.00| Preschool (36 to Kindergarten)  Half-Day/35.00| Preschool (36 to Kindergarten)  Half-Day/35.00| Preschool (36 to Kindergarten)  Half-Day/35.00| School Age (K and up)  Half-Day/35.00| School Age (K and up)  Half-Day/35.00| School Age (K and up)  Half-Day/35.00";"Scott";"https://ccmis.dhs.state.ia.us/ClientPortal/ProviderDetails.aspx?PID=20988";"5/31/2021";
"Shydia Banister";"1921 Lillie AVE";;"Davenport";"IA";52804;"1921 Lillie AVE";;"Davenport";"IA";52804;"(563) 505-0029";;"Banister, Shydia";"Active";"4/1/2020";"Registered Child Development Home B";"Yes";2;"Infant/Toddler: 0+Preschool: 1+School Age: 1";12;"12:00AM - 11:59PM";"12:00AM - 11:59PM";"12:00AM - 11:59PM";"12:00AM - 11:59PM";"12:00AM - 11:59PM";"12:00AM - 11:59PM";"12:00AM - 11:59PM";"Infant (up to 24 months)  Half-Day/13.50| Infant (up to 36 months)  Half-Day/13.50| Preschool (24 to Kindergarten)  Half-Day/13.50| Preschool (36 to Kindergarten)  Half-Day/13.50| School Age (K and up)  Half-Day/13.50";"Scott";"https://ccmis.dhs.state.ia.us/ClientPortal/ProviderDetails.aspx?PID=28440";"3/31/2022";
"Skip-A-Long Child Development Services";"3520 Crow Creek RD";;"Davenport";"IA";52807;"3520 Crow Creek RD";;"Davenport";"IA";52807;"(563) 441-9998";;", ";"Active";"12/1/2019";"Licensed Center";"Yes";5;;184;" 6:00AM -  6:00PM";" 6:00AM -  6:00PM";" 6:00AM -  6:00PM";" 6:00AM -  6:00PM";" 6:00AM -  6:00PM";;;"Infant (up to 24 months)  Half-Day/28.84| Infant (up to 24 months)  Half-Day/28.84| Infant (up to 24 months)  Half-Day/28.84| Infant (up to 36 months)  Half-Day/28.84| Infant (up to 36 months)  Half-Day/28.84| Infant (up to 36 months)  Half-Day/28.84| Preschool (24 to Kindergarten)  Half-Day/28.84| Preschool (24 to Kindergarten)  Half-Day/28.84| Preschool (24 to Kindergarten)  Half-Day/28.84| Preschool (36 to Kindergarten)  Half-Day/28.84| Preschool (36 to Kindergarten)  Half-Day/28.84| Preschool (36 to Kindergarten)  Half-Day/28.84| School Age (K and up)  Half-Day/28.84| School Age (K and up)  Half-Day/28.84| School Age (K and up)  Half-Day/28.84";"Scott";"https://ccmis.dhs.state.ia.us/ClientPortal/ProviderDetails.aspx?PID=19680";"11/30/2021";"https://secureapp.dhs.state.ia.us/dhs_titan_public/caprica/document/GetProviderEvaluation/19680"
"Small Wonders Childcare, LLC";"2839 E 44th ST ";;"Davenport";"IA";52807;"2839 E 44th ST";;"Davenport";"IA";52807;"(602) 710-4555";;"Rodriguez, Lauri";"Active";"9/24/2020";"Registered Child Development Home C";"Yes";;;16;"12:00AM - 11:59PM";"12:00AM - 11:59PM";"12:00AM - 11:59PM";"12:00AM - 11:59PM";"12:00AM - 11:59PM";"12:00AM - 11:59PM";"12:00AM - 11:59PM";"Infant (up to 24 months)  Hourly/12.00| Infant (up to 24 months)  Hourly/12.00| Infant (up to 24 months)  Hourly/12.00| Infant (up to 24 months)  Hourly/12.00| Infant (up to 36 months)  Hourly/12.00| Infant (up to 36 months)  Hourly/12.00| Infant (up to 36 months)  Hourly/12.00| Infant (up to 36 months)  Hourly/12.00| Preschool (24 to Kindergarten)  Hourly/12.00| Preschool (24 to Kindergarten)  Hourly/12.00| Preschool (24 to Kindergarten)  Hourly/12.00| Preschool (24 to Kindergarten)  Hourly/12.00| Preschool (36 to Kindergarten)  Hourly/12.00| Preschool (36 to Kindergarten)  Hourly/12.00| Preschool (36 to Kindergarten)  Hourly/12.00| Preschool (36 to Kindergarten)  Hourly/12.00| School Age (K and up)  Hourly/12.00| School Age (K and up)  Hourly/12.00| School Age (K and up)  Hourly/12.00| School Age (K and up)  Hourly/12.00";"Scott";"https://ccmis.dhs.state.ia.us/ClientPortal/ProviderDetails.aspx?PID=49437";"12/31/2021";
"St Alphonsus Early Childhood Education Center";"2626 Boies Ave";;"Davenport";"IA";52802;"2618 Boies Ave";;"Davenport";"IA";52802;"(563) 323-3204";;", ";"Active";"8/6/2020";"Licensed Center";"Yes";4;;144;" 7:00AM -  6:00PM";" 7:00AM -  6:00PM";" 7:00AM -  6:00PM";" 7:00AM -  6:00PM";" 7:00AM -  6:00PM";;;"Infant (up to 24 months)  Hourly/6.00| Infant (up to 24 months)  Hourly/6.00| Infant (up to 24 months)  Hourly/6.00| Infant (up to 24 months)  Hourly/6.00| Infant (up to 36 months)  Hourly/6.00| Infant (up to 36 months)  Hourly/6.00| Infant (up to 36 months)  Hourly/6.00| Infant (up to 36 months)  Hourly/6.00| Preschool (24 to Kindergarten)  Hourly/6.00| Preschool (24 to Kindergarten)  Hourly/6.00| Preschool (24 to Kindergarten)  Hourly/6.00| Preschool (24 to Kindergarten)  Hourly/6.00| Preschool (36 to Kindergarten)  Hourly/6.00| Preschool (36 to Kindergarten)  Hourly/6.00| Preschool (36 to Kindergarten)  Hourly/6.00| Preschool (36 to Kindergarten)  Hourly/6.00| School Age (K and up)  Hourly/6.00| School Age (K and up)  Hourly/6.00| School Age (K and up)  Hourly/6.00| School Age (K and up)  Hourly/6.00";"Scott";"https://ccmis.dhs.state.ia.us/ClientPortal/ProviderDetails.aspx?PID=19421";"8/31/2022";"https://secureapp.dhs.state.ia.us/dhs_titan_public/caprica/document/GetProviderEvaluation/19421"
"St Ambrose Univ Childrens Campus";"1301 W Lombard ST";;"Davenport";"IA";52804;"1301 W Lombard ST";;"Davenport";"IA";52804;"(563) 333-5799";;", ";"Active";"5/19/2020";"Licensed Center";"Yes";5;;80;" 6:45AM -  5:30PM";" 6:45AM -  5:30PM";" 6:45AM -  5:30PM";" 6:45AM -  5:30PM";" 6:45AM -  5:30PM";;;"Infant (up to 24 months)  Half-Day/26.70| Infant (up to 24 months)  Half-Day/26.70| Infant (up to 36 months)  Half-Day/26.70| Infant (up to 36 months)  Half-Day/26.70| Preschool (24 to Kindergarten)  Half-Day/26.70| Preschool (24 to Kindergarten)  Half-Day/26.70| Preschool (36 to Kindergarten)  Half-Day/26.70| Preschool (36 to Kindergarten)  Half-Day/26.70";"Scott";"https://ccmis.dhs.state.ia.us/ClientPortal/ProviderDetails.aspx?PID=20779";"5/31/2022";"https://secureapp.dhs.state.ia.us/dhs_titan_public/caprica/document/GetProviderEvaluation/20779"
"St John Vianney Preschool";"4097 18th St";;"Bettendorf";"IA";52722;"4097 18th St";;"Bettendorf";"IA";52722;"(563) 332-5308";;", ";"Active";"1/1/2020";"Licensed Center";"No";;;44;" 8:45AM - 11:45AM";" 8:45AM - 11:45AM";" 8:45AM - 11:45AM";" 8:45AM - 11:45AM";" 8:45AM - 11:45AM";;;;"Scott";"https://ccmis.dhs.state.ia.us/ClientPortal/ProviderDetails.aspx?PID=21112";"12/31/2021";"https://secureapp.dhs.state.ia.us/dhs_titan_public/caprica/document/GetProviderEvaluation/21112"
"St Mark Preschool";"2363 W 3rd ST";;"Davenport";"IA";52802;"2363 W 3rd ST";;"Davenport";"IA";52802;"(563) 326-5060";;", ";"Active";"2/1/2019";"Licensed Center";"Yes";2;;75;" 7:00AM -  5:00PM";" 7:00AM -  5:00PM";" 7:00AM -  5:00PM";" 7:00AM -  5:00PM";" 7:00AM -  5:00PM";;;"Preschool (24 to Kindergarten)  Half-Day/13.00| Preschool (24 to Kindergarten)  Half-Day/13.00| Preschool (36 to Kindergarten)  Half-Day/13.00| Preschool (36 to Kindergarten)  Half-Day/13.00| School Age (K and up)  Half-Day/13.00| School Age (K and up)  Half-Day/13.00";"Scott";"https://ccmis.dhs.state.ia.us/ClientPortal/ProviderDetails.aspx?PID=21148";"1/31/2021";"https://secureapp.dhs.state.ia.us/dhs_titan_public/caprica/document/GetProviderEvaluation/21148"
"St Paul Lutheran Church Preschool";"2136 Brady St";;"Davenport";"IA";52803;"2136 Brady St";;"Davenport";"IA";52803;"(563) 326-3547";;", ";"Active";"12/1/2019";"Licensed Center";"No";4;;84;" 8:45AM - 11:45AM";" 8:45AM - 11:45AM";" 8:45AM - 11:45AM";" 8:45AM - 11:45AM";" 8:45AM - 11:45AM";;;;"Scott";"https://ccmis.dhs.state.ia.us/ClientPortal/ProviderDetails.aspx?PID=21149";"11/30/2021";"https://secureapp.dhs.state.ia.us/dhs_titan_public/caprica/document/GetProviderEvaluation/21149"
"St Paul The Apostle Catholic School Childcare";"1023 E Rusholme St";;"Davenport";"IA";52803;"1007 E Rusholme St";;"Davenport";"IA";52803;"(563) 322-2923";;", ";"Active";"1/1/2020";"Licensed Center";"Yes";1;;101;" 7:00AM -  5:30PM";" 7:00AM -  5:30PM";" 7:00AM -  5:30PM";" 7:00AM -  5:30PM";" 7:00AM -  5:30PM";;;"Preschool (24 to Kindergarten)  Half-Day/17.50| Preschool (24 to Kindergarten)  Half-Day/17.50| Preschool (24 to Kindergarten)  Half-Day/17.50| Preschool (36 to Kindergarten)  Half-Day/17.50| Preschool (36 to Kindergarten)  Half-Day/17.50| Preschool (36 to Kindergarten)  Half-Day/17.50";"Scott";"https://ccmis.dhs.state.ia.us/ClientPortal/ProviderDetails.aspx?PID=20640";"12/31/2021";"https://secureapp.dhs.state.ia.us/dhs_titan_public/caprica/document/GetProviderEvaluation/20640"
"Stacy Brannam";"3619 Cobblestone DR";;"Bettendorf";"IA";52722;"3619 Cobblestone DR";;"Bettendorf";"IA";52722;"(217) 663-0877";;"Brannam, Stacy";"Active";"11/16/2020";"Registered Child Development Home A";"Yes";;;8;" 7:00AM -  6:00PM";" 7:00AM -  6:00PM";" 7:00AM -  6:00PM";" 7:00AM -  6:00PM";" 7:00AM -  6:00PM";;;"Infant (up to 24 months)  Hourly/3.50| Infant (up to 24 months)  Hourly/3.50| Infant (up to 24 months)  Hourly/3.50| Infant (up to 24 months)  Hourly/3.50| Infant (up to 36 months)  Hourly/3.50| Infant (up to 36 months)  Hourly/3.50| Infant (up to 36 months)  Hourly/3.50| Infant (up to 36 months)  Hourly/3.50| Preschool (24 to Kindergarten)  Hourly/3.50| Preschool (24 to Kindergarten)  Hourly/3.50| Preschool (24 to Kindergarten)  Hourly/3.50| Preschool (24 to Kindergarten)  Hourly/3.50| Preschool (36 to Kindergarten)  Hourly/3.50| Preschool (36 to Kindergarten)  Hourly/3.50| Preschool (36 to Kindergarten)  Hourly/3.50| Preschool (36 to Kindergarten)  Hourly/3.50| School Age (K and up)  Hourly/3.50| School Age (K and up)  Hourly/3.50| School Age (K and up)  Hourly/3.50| School Age (K and up)  Hourly/3.50";"Scott";"https://ccmis.dhs.state.ia.us/ClientPortal/ProviderDetails.aspx?PID=51185";"10/31/2022";
